Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
T.J. Green,S,21.229,2016-10-30,NFL,IND,,KAN,L 14-30,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,2,4,0,1,0,0,0,1,0,0,0,0,0,0
T.J. Green,SS,21.236,2016-11-06,NFL,IND,@,GNB,W 31-26,9,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,1,6,0,1,0,0,0,0,0,0,0,0,0,0
T.J. Green,S,21.250,2016-11-20,NFL,IND,,TEN,W 24-17,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Green,S,21.254,2016-11-24,NFL,IND,,PIT,L 7-28,11,12,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
T.J. Green,FS,21.265,2016-12-05,NFL,IND,@,NYJ,W 41-10,12,13,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Green,S,21.271,2016-12-11,NFL,IND,,HOU,L 17-22,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0
T.J. Green,S,21.278,2016-12-18,NFL,IND,@,MIN,W 34-6,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Green,S,21.284,2016-12-24,NFL,IND,@,OAK,L 25-33,15,16,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
T.J. Green,FS,21.292,2017-01-01,NFL,IND,,JAX,W 24-20,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Virgil Green,TE,28.036,2016-09-08,NFL,DEN,,CAR,W 21-20,1,1,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,5,4,28,7.00,0,80.0%,5.60,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Virgil Green,TE,28.046,2016-09-18,NFL,DEN,,IND,W 34-20,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,46,15.33,0,100.0%,15.33,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Virgil Green,TE,28.071,2016-10-13,NFL,DEN,@,SDG,L 13-21,6,6,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,4,3,21,7.00,0,75.0%,5.25,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Virgil Green,TE,28.082,2016-10-24,NFL,DEN,,HOU,W 27-9,7,7,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgil Green,TE,28.088,2016-10-30,NFL,DEN,,SDG,W 27-19,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,6,4,55,13.75,0,66.7%,9.17,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Virgil Green,TE,28.095,2016-11-06,NFL,DEN,@,OAK,L 20-30,9,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,2,37,18.50,0,50.0%,9.25,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Virgil Green,TE,28.102,2016-11-13,NFL,DEN,@,NOR,W 25-23,10,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,6,2,24,12.00,0,33.3%,4.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Virgil Green,TE,28.116,2016-11-27,NFL,DEN,,KAN,L 27-30,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Virgil Green,TE,28.123,2016-12-04,NFL,DEN,@,JAX,W 20-10,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Virgil Green,TE,28.130,2016-12-11,NFL,DEN,@,TEN,L 10-13,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Virgil Green,TE,28.137,2016-12-18,NFL,DEN,,NWE,L 3-16,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,9,9.00,0,50.0%,4.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.152,2016-09-11,NFL,PHI,,CLE,W 29-10,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,14,7.00,0,100.0%,7.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.160,2016-09-19,NFL,PHI,@,CHI,W 29-14,2,2,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,4,2,18,9.00,0,50.0%,4.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.166,2016-09-25,NFL,PHI,,PIT,W 34-3,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,3,33,11.00,0,75.0%,8.25,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.180,2016-10-09,NFL,PHI,@,DET,L 23-24,4,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,3,43,14.33,0,75.0%,10.75,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.187,2016-10-16,NFL,PHI,@,WAS,L 20-27,5,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,1,23,23.00,0,25.0%,5.75,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.201,2016-10-30,NFL,PHI,@,DAL,L 23-29,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,9,5,55,11.00,0,55.6%,6.11,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.208,2016-11-06,NFL,PHI,@,NYG,L 23-28,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.215,2016-11-13,NFL,PHI,,ATL,W 24-15,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.230,2016-11-28,NFL,PHI,,GNB,L 13-27,11,12,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,10,6,82,13.67,0,60.0%,8.20,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.236,2016-12-04,NFL,PHI,@,CIN,L 14-32,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,10,4,29,7.25,0,40.0%,2.90,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.250,2016-12-18,NFL,PHI,@,BAL,L 26-27,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,1,11,11.00,0,33.3%,3.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.254,2016-12-22,NFL,PHI,,NYG,W 24-19,15,16,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,7,7.00,0,50.0%,3.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Dorial Green-Beckham,WR,23.264,2017-01-01,NFL,PHI,,DAL,W 27-13,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,1,15,15.00,0,20.0%,3.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashad Greene,WR,23.354,2016-09-11,NFL,JAX,,GNB,L 23-27,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,9,9.00,0,50.0%,4.50,,,,,,,,,0,0,0,0,,0,1,14,14.00,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Rashad Greene,WR,23.361,2016-09-18,NFL,JAX,@,SDG,L 14-38,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,1,7,7.00,0,33.3%,2.33,,,,,,,,,0,0,0,0,,0,2,9,4.50,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Rashad Greene,WR,24.002,2016-09-25,NFL,JAX,,BAL,L 17-19,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,5,51,10.20,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Rashad Greene,WR,24.009,2016-10-02,NFL,JAX,,IND,W 30-27,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,8,8.00,0,100.0%,8.00,,,,,,,,,0,0,0,0,,0,2,12,6.00,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Rashad Greene,WR,24.030,2016-10-23,NFL,JAX,,OAK,L 16-33,6,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,8,4.00,0,100.0%,4.00,,,,,,,,,0,0,0,0,,0,5,20,4.00,0,0.0,0,0,0,,,0,,0,0,1,1,0,0,0,0
Rashad Greene,WR,24.051,2016-11-13,NFL,JAX,,HOU,L 21-24,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,2,12,6.00,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Rashad Greene,WR,24.058,2016-11-20,NFL,JAX,@,DET,L 19-26,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,2,3,1.50,0,0.0,0,0,0,,,0,0,0,0,1,0,0,0,0,0
Rashad Greene,WR,24.065,2016-11-27,NFL,JAX,@,BUF,L 21-28,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,2,10,5.00,0,0.0,0,0,0,,,0,0,0,0,2,0,0,2,0,0
Chad Greenway,WLB,33.243,2016-09-11,NFL,MIN,@,TEN,W 25-16,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Chad Greenway,LB,33.250,2016-09-18,NFL,MIN,,GNB,W 17-14,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,LB,33.257,2016-09-25,NFL,MIN,@,CAR,W 22-10,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,LB,33.265,2016-10-03,NFL,MIN,,NYG,W 24-10,4,4,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Chad Greenway,WLB,33.271,2016-10-09,NFL,MIN,,HOU,W 31-13,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,WLB,33.285,2016-10-23,NFL,MIN,@,PHI,L 10-21,6,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,WLB,33.293,2016-10-31,NFL,MIN,@,CHI,L 10-20,7,8,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,WLB,33.299,2016-11-06,NFL,MIN,,DET,L 16-22,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,2,6,0,0,1,17,0,1,0,0,0,0,0,0
Chad Greenway,WLB,33.306,2016-11-13,NFL,MIN,@,WAS,L 20-26,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,4,7,1,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,WLB,33.313,2016-11-20,NFL,MIN,,ARI,W 30-24,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,WLB,33.317,2016-11-24,NFL,MIN,@,DET,L 13-16,11,12,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,LB,33.324,2016-12-01,NFL,MIN,,DAL,L 15-17,12,13,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Greenway,LB,33.334,2016-12-11,NFL,MIN,@,JAX,W 25-16,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,WLB,33.341,2016-12-18,NFL,MIN,,IND,L 6-34,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,LB,33.347,2016-12-24,NFL,MIN,@,GNB,L 25-38,15,16,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chad Greenway,LB,33.355,2017-01-01,NFL,MIN,,CHI,W 38-10,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Randy Gregory,DE,24.033,2016-12-26,NFL,DAL,,DET,W 42-21,15,16,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Randy Gregory,DE,24.039,2017-01-01,NFL,DAL,@,PHI,L 13-27,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,6,1,7,2,1,0,0,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.087,2016-09-11,NFL,ARI,,NWE,L 21-23,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,41,10.25,0,100.0%,10.25,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.094,2016-09-18,NFL,ARI,,TAM,W 40-7,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.101,2016-09-25,NFL,ARI,@,BUF,L 18-33,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.108,2016-10-02,NFL,ARI,,LAR,L 13-17,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.112,2016-10-06,NFL,ARI,@,SFO,W 33-21,5,5,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,4,4.00,0,100.0%,4.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.123,2016-10-17,NFL,ARI,,NYJ,W 28-3,6,6,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,14,14.00,0,50.0%,7.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.129,2016-10-23,NFL,ARI,,SEA,T 6-6,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,2,15,7.50,0,50.0%,3.75,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.136,2016-10-30,NFL,ARI,@,CAR,L 20-30,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,3,32,10.67,0,60.0%,6.40,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.150,2016-11-13,NFL,ARI,,SFO,W 23-20,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,6,4,38,9.50,0,66.7%,6.33,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.171,2016-12-04,NFL,ARI,,WAS,W 31-23,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,6,5,52,10.40,0,83.3%,8.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.178,2016-12-11,NFL,ARI,@,MIA,L 23-26,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,7,5,45,9.00,0,71.4%,6.43,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.185,2016-12-18,NFL,ARI,,NOR,L 41-48,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,3,42,14.00,0,60.0%,8.40,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.191,2016-12-24,NFL,ARI,@,SEA,W 34-31,15,16,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,4,2,40,20.00,0,50.0%,10.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jermaine Gresham,TE,28.199,2017-01-01,NFL,ARI,@,LAR,W 44-6,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everson Griffen,RDE,28.264,2016-09-11,NFL,MIN,@,TEN,W 25-16,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0
Everson Griffen,RDE,28.271,2016-09-18,NFL,MIN,,GNB,W 17-14,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,2,0,2,1,2,0,0,0,0,0,0,1,0,0,0
Everson Griffen,RDE,28.278,2016-09-25,NFL,MIN,@,CAR,W 22-10,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,3.0,3,1,4,3,4,0,0,0,0,0,0,0,0,0,0
Everson Griffen,RDE,28.286,2016-10-03,NFL,MIN,,NYG,W 24-10,4,4,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Everson Griffen,RDE,28.292,2016-10-09,NFL,MIN,,HOU,W 31-13,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
Everson Griffen,RDE,28.306,2016-10-23,NFL,MIN,@,PHI,L 10-21,6,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Everson Griffen,RDE,28.314,2016-10-31,NFL,MIN,@,CHI,L 10-20,7,8,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,5,0,5,1,3,0,0,0,0,0,0,0,0,0,0
Everson Griffen,RDE,28.320,2016-11-06,NFL,MIN,,DET,L 16-22,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,5,2,7,2,2,0,0,0,0,0,0,0,0,0,0
Everson Griffen,RDE,28.327,2016-11-13,NFL,MIN,@,WAS,L 20-26,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0
Everson Griffen,RDE,28.334,2016-11-20,NFL,MIN,,ARI,W 30-24,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0
Everson Griffen,RDE,28.338,2016-11-24,NFL,MIN,@,DET,L 13-16,11,12,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Everson Griffen,RDE,28.345,2016-12-01,NFL,MIN,,DAL,L 15-17,12,13,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,8,0,8,0,1,0,0,0,0,0,0,1,1,0,0
Everson Griffen,RDE,28.355,2016-12-11,NFL,MIN,@,JAX,W 25-16,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,2.0,3,0,3,2,3,0,0,0,1,0,0,0,0,0,0
Everson Griffen,RDE,28.362,2016-12-18,NFL,MIN,,IND,L 6-34,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
