Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps,Year,Week,Tackle %,Sack %,QB Hit %
Nick Vannett ,TE,DEN,1,41,41,63,0,5,5,5,2.4,5.9,2020,11,,,
Demarcus Robinson ,WR,KC,1,63,63,81,0,13,10,13,4.4,7.0,2020,11,,,
Jakeem Grant ,WR,MIA,1,55,55,85,2,11,5,13,1.5,2.7,2020,11,,,
Robby Anderson ,WR,CAR,1,50,50,70,0,18,14,18,4.6,9.2,2020,11,,,
Alex Erickson ,WR,CIN,1,5,5,7,20,20,40,40,1.0,20.0,2020,11,,,
Stephen Anderson ,TE,LAC,1,6,6,7,0,0,0,0,0.0,0.0,2020,11,,,
Derek Watt ,RB,PIT,1,11,11,15,0,0,0,0,0.0,0.0,2020,11,,,
Tyreek Hill ,WR,KC,1,72,72,92,3,19,18,22,16.0,22.2,2020,11,,,
Marcus Johnson ,WR,IND,1,38,38,45,0,8,3,8,1.4,3.7,2020,11,,,
Temarrick Hemingway ,TE,WAS,1,10,10,16,0,0,0,0,0.0,0.0,2020,11,,,
Peyton Barber ,RB,WAS,1,14,14,23,57,0,57,57,2.8,20.0,2020,11,,,
Kalif Raymond ,WR,TEN,1,15,15,21,0,0,0,0,0.0,0.0,2020,11,,,
Marvin Hall ,WR,DET,1,38,38,68,0,8,8,8,1.6,4.2,2020,11,,,
C.J. Ham ,RB,MIN,1,35,35,54,0,3,0,3,0.0,0.0,2020,11,,,
J.D. McKissic ,RB,WAS,1,32,32,52,19,13,28,31,6.9,21.6,2020,11,,,
Garrett Griffin ,TE,NO,1,19,19,29,0,0,0,0,0.0,0.0,2020,11,,,
Troymaine Pope ,RB,LAC,1,16,16,20,19,13,31,31,1.6,10.0,2020,11,,,
Dalvin Cook ,RB,MIN,1,52,52,80,52,10,62,62,20.0,38.5,2020,11,,,
Mike Williams ,WR,LAC,1,68,68,83,0,10,6,10,13.2,19.4,2020,11,,,
Leonard Fournette ,RB,TB,1,36,36,52,19,11,22,31,8.6,23.9,2020,11,,,
Corey Davis ,WR,TEN,1,52,52,74,0,13,10,13,11.3,21.7,2020,11,,,
Deshaun Watson ,QB,HOU,1,61,61,100,10,0,70,70,31.4,51.5,2020,11,,,
David Njoku ,TE,CLE,1,34,34,51,0,3,0,3,0.0,0.0,2020,11,,,
Chris Godwin ,WR,TB,1,68,68,99,0,15,10,15,11.3,16.6,2020,11,,,
D'Onta Foreman ,RB,TEN,1,1,1,1,100,0,100,100,0.1,10.0,2020,11,,,
Patrick Mahomes II ,QB,KC,1,78,78,100,5,0,63,63,22.5,28.8,2020,11,,,
