Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps,Year,Week,Tackle %,Sack %,QB Hit %
D.J. Moore ,WR,CAR,1,62,62,94,0,16,11,16,5.6,9.0,2019,1,,,
Trey Quinn ,WR,WAS,1,62,62,95,0,10,6,10,9.3,15.0,2019,1,,,
Christian Kirk ,WR,ARI,1,82,82,93,1,15,6,16,6.4,7.8,2019,1,,,
Mark Andrews ,TE,BAL,1,31,31,41,0,26,26,26,16.8,54.2,2019,1,,,
Dallas Goedert ,TE,PHI,1,41,41,55,0,7,5,7,1.6,3.9,2019,1,,,
Jaylen Samuels ,RB,PIT,1,22,22,33,9,9,14,18,0.6,2.7,2019,1,,,
Mike Gesicki ,TE,MIA,1,33,33,67,0,18,6,18,3.1,9.4,2019,1,,,
Troy Fumagalli ,TE,DEN,1,10,10,16,0,0,0,0,0.0,0.0,2019,1,,,
Hayden Hurst ,TE,BAL,1,43,43,57,0,7,7,7,4.1,9.5,2019,1,,,
D.J. Chark Jr. ,WR,JAC,1,41,41,71,0,10,10,10,20.6,50.2,2019,1,,,
Nyheim Hines ,RB,IND,1,17,17,27,24,24,47,47,1.7,10.0,2019,1,,,
Josh Allen ,QB,BUF,1,66,66,99,15,0,71,71,18.0,27.3,2019,1,,,
Justin Jackson ,RB,LAC,1,16,16,25,38,19,44,56,6.1,38.1,2019,1,,,
Richie James Jr. ,WR,SF,1,26,26,39,0,8,4,8,9.9,38.1,2019,1,,,
Mark Walton ,RB,MIA,1,4,4,8,25,0,25,25,0.1,2.5,2019,1,,,
Rashaad Penny ,RB,SEA,1,14,14,27,43,0,43,43,1.8,12.9,2019,1,,,
Sony Michel ,RB,NE,1,23,23,33,65,0,65,65,1.4,6.1,2019,1,,,
Dalton Schultz ,TE,DAL,1,9,9,13,0,0,0,0,0.0,0.0,2019,1,,,
Ian Thomas ,TE,CAR,1,4,4,6,0,25,0,25,0.0,0.0,2019,1,,,
Javon Wims ,WR,CHI,1,20,20,28,0,10,0,10,0.0,0.0,2019,1,,,
Jordan Akins ,TE,HOU,1,45,45,70,0,4,2,4,1.7,3.8,2019,1,,,
Robert Foster ,WR,BUF,1,14,14,21,0,0,0,0,0.0,0.0,2019,1,,,
DaeSean Hamilton ,WR,DEN,1,47,47,76,0,9,4,9,0.5,1.1,2019,1,,,
Chase Edmonds ,RB,ARI,1,10,10,11,10,10,10,20,0.5,5.0,2019,1,,,
Phillip Lindsay ,RB,DEN,1,33,33,53,33,18,45,52,6.6,20.0,2019,1,,,
Durham Smythe ,TE,MIA,1,12,12,24,0,0,0,0,0.0,0.0,2019,1,,,
Noah Fant ,TE,DEN,1,50,50,81,2,8,6,10,2.4,4.8,2019,1,,,
Marquez Valdes-Scantling ,WR,GB,1,41,41,67,2,15,12,17,5.2,12.7,2019,1,,,
Trenton Cannon ,RB,NYJ,1,1,1,1,0,0,0,0,0.0,0.0,2019,1,,,
Ryan Izzo ,TE,NE,1,45,45,64,0,4,2,4,0.3,0.7,2019,1,,,
Damion Ratley ,WR,CLE,1,35,35,49,0,6,6,6,1.7,4.9,2019,1,,,
Nick Bawden ,RB,DET,1,21,21,25,0,5,5,5,0.0,0.0,2019,1,,,
Justin Watson ,WR,TB,1,1,1,1,0,0,0,0,0.0,0.0,2019,1,,,
Russell Gage ,WR,ATL,1,13,13,17,8,15,15,23,1.2,9.2,2019,1,,,
Chris Lacy ,WR,DET,1,3,3,4,0,0,0,0,0.0,0.0,2019,1,,,
Gus Edwards ,RB,BAL,1,29,29,38,59,0,59,59,5.6,19.3,2019,1,,,
Byron Pringle ,WR,KC,1,3,3,4,0,0,0,0,0.0,0.0,2019,1,,,
Mike Boone ,RB,MIN,1,2,2,4,0,0,0,0,0.0,0.0,2019,1,,,
Keith Kirkwood ,WR,NO,1,12,12,18,0,0,0,0,0.0,0.0,2019,1,,,
Ross Dwelley ,TE,SF,1,12,12,18,0,0,0,0,0.0,0.0,2019,1,,,
Trent Sherfield ,WR,ARI,1,5,5,6,0,0,0,0,0.0,0.0,2019,1,,,
Dontrell Hilliard ,RB,CLE,1,12,12,17,8,17,17,25,7.8,65.0,2019,1,,,
Will Dissly ,TE,SEA,1,26,26,51,0,8,4,8,1.2,4.6,2019,1,,,
Chad Beebe ,WR,MIN,1,14,14,25,0,7,7,7,0.9,6.4,2019,1,,,
Jaeden Graham ,TE,ATL,1,5,5,7,0,0,0,0,0.0,0.0,2019,1,,,
Malik Turner ,WR,SEA,1,15,15,29,0,0,0,0,0.0,0.0,2019,1,,,
A.J. Brown ,WR,TEN,1,25,25,42,0,16,12,16,10.0,40.0,2019,1,,,
D.K. Metcalf ,WR,SEA,1,40,40,78,0,15,10,15,8.9,22.3,2019,1,,,
Marquise Brown ,WR,BAL,1,14,14,18,0,36,29,36,26.7,190.7,2019,1,,,
Kelvin Harmon ,WR,WAS,1,13,13,20,0,15,15,15,3.1,23.8,2019,1,,,
Daniel Jones ,QB,NYG,1,5,5,7,20,0,100,100,-0.8,-16.0,2019,1,,,
JJ Arcega-Whiteside ,WR,PHI,1,5,5,7,0,0,0,0,0.0,0.0,2019,1,,,
David Montgomery ,RB,CHI,1,27,27,38,22,4,26,26,4.5,16.7,2019,1,,,
Deebo Samuel ,WR,SF,1,58,58,88,0,5,5,5,1.7,2.9,2019,1,,,
Justice Hill ,RB,BAL,1,22,22,29,32,0,32,32,2.7,12.3,2019,1,,,
Josh Jacobs ,RB,OAK,1,40,40,73,58,3,60,60,23.3,58.3,2019,1,,,
Devin Singletary ,RB,BUF,1,45,45,67,9,13,20,22,9.8,21.8,2019,1,,,
Miles Sanders ,RB,PHI,1,36,36,49,31,6,33,36,2.7,7.5,2019,1,,,
T.J. Hockenson ,TE,DET,1,60,60,71,0,15,10,15,19.1,31.8,2019,1,,,
Tommy Sweeney ,TE,BUF,1,21,21,31,0,10,10,10,3.5,16.7,2019,1,,,
Hunter Renfrow ,WR,OAK,1,16,16,29,0,19,13,19,1.3,8.1,2019,1,,,
Foster Moreau ,TE,OAK,1,29,29,53,0,7,7,7,2.0,6.9,2019,1,,,
Brandon Dillon ,TE,MIN,1,7,7,13,0,0,0,0,0.0,0.0,2019,1,,,
Ty Johnson ,RB,DET,1,8,8,9,13,0,13,13,0.6,7.5,2019,1,,,
Parris Campbell ,WR,IND,1,18,18,29,6,6,11,11,0.8,4.4,2019,1,,,
Terry McLaurin ,WR,WAS,1,59,59,91,0,12,8,12,18.5,31.4,2019,1,,,
Ryquell Armstead ,RB,JAC,1,8,8,14,13,13,13,25,0.7,8.8,2019,1,,,
Drew Sample ,TE,CIN,1,3,3,4,0,0,0,0,0.0,0.0,2019,1,,,
Gardner Minshew II ,QB,JAC,1,47,47,81,2,0,55,55,18.6,39.6,2019,1,,,
Trevon Wesco ,TE,NYJ,1,5,5,7,0,0,0,0,0.0,0.0,2019,1,,,
Alec Ingold ,RB,OAK,1,15,15,27,0,0,0,0,0.0,0.0,2019,1,,,
Mecole Hardman ,WR,KC,1,53,53,77,0,2,0,2,0.0,0.0,2019,1,,,
Darrell Henderson ,RB,LAR,1,2,2,3,50,0,50,50,0.0,0.0,2019,1,,,
Jakobi Meyers ,WR,NE,1,8,8,11,0,13,13,13,2.2,27.5,2019,1,,,
Kyler Murray ,QB,ARI,1,88,88,100,3,0,65,65,22.6,25.7,2019,1,,,
Irv Smith Jr. ,TE,MIN,1,26,26,46,0,0,0,0,0.0,0.0,2019,1,,,
Preston Williams ,WR,MIA,1,20,20,41,0,25,15,25,8.4,42.0,2019,1,,,
Diontae Johnson ,WR,PIT,1,24,24,36,0,21,13,21,2.5,10.4,2019,1,,,
KeeSean Johnson ,WR,ARI,1,67,67,76,0,15,7,15,4.6,6.9,2019,1,,,
Darwin Thompson ,RB,KC,1,2,2,3,0,50,50,50,0.3,15.0,2019,1,,,
Alexander Mattison ,RB,MIN,1,12,12,21,75,0,75,75,4.9,40.8,2019,1,,,
Dawson Knox ,TE,BUF,1,38,38,57,0,5,3,5,0.1,0.3,2019,1,,,
Miles Boykin ,WR,BAL,1,18,18,24,0,6,6,6,6.5,36.1,2019,1,,,
Chandler Cox ,RB,MIA,1,3,3,6,0,0,0,0,0.0,0.0,2019,1,,,
Tony Pollard ,RB,DAL,1,22,22,32,59,0,59,59,2.4,10.9,2019,1,,,
Olabisi Johnson ,WR,MIN,1,7,7,13,0,0,0,0,0.0,0.0,2019,1,,,
Andrew Beck ,TE,DEN,1,1,1,2,0,0,0,0,0.0,0.0,2019,1,,,
Deonte Harris ,WR,NO,1,1,1,2,0,0,0,0,0.0,0.0,2019,1,,,
Steven Sims ,WR,WAS,1,5,5,8,0,0,0,0,0.0,0.0,2019,1,,,
Damion Willis ,WR,CIN,1,67,67,89,0,7,4,7,3.0,4.5,2019,1,,,
Gunner Olszewski ,WR,NE,1,1,1,1,0,0,0,0,0.0,0.0,2019,1,,,
D'Ernest Johnson ,RB,CLE,1,9,9,13,11,22,33,33,3.6,40.0,2019,1,,,
Aaron Rodgers ,QB,GB,1,71,71,100,1,0,49,49,14.4,20.3,2019,2,,,
Adrian Peterson ,RB,WAS,1,18,18,31,56,11,67,67,9.2,51.1,2019,2,,,
Ben Roethlisberger ,QB,PIT,1,28,28,50,0,0,54,54,3.0,10.7,2019,2,,,
Danny Amendola ,WR,DET,1,35,35,58,0,3,0,3,0.0,0.0,2019,2,,,
Darren Sproles ,RB,PHI,1,28,28,35,0,11,7,11,0.5,1.8,2019,2,,,
Delanie Walker ,TE,TEN,1,33,33,56,0,18,12,18,3.9,11.8,2019,2,,,
DeSean Jackson ,WR,PHI,1,10,10,13,0,0,0,0,0.0,0.0,2019,2,,,
Drew Brees ,QB,NO,1,9,9,14,0,0,56,56,0.5,5.6,2019,2,,,
Eli Manning ,QB,NYG,1,68,68,100,1,0,68,68,12.2,17.9,2019,2,,,
Frank Gore ,RB,BUF,1,43,43,61,44,5,49,49,14.3,33.3,2019,2,,,
Greg Olsen ,TE,CAR,1,62,62,83,0,15,10,15,11.0,17.7,2019,2,,,
Jared Cook ,TE,NO,1,43,43,68,0,16,5,16,2.5,5.8,2019,2,,,
Jason Witten ,TE,DAL,1,53,53,77,0,8,8,8,8.5,16.0,2019,2,,,
Joe Flacco ,QB,DEN,1,82,82,100,0,0,61,61,16.7,20.4,2019,2,,,
Josh McCown ,QB,PHI,1,6,6,8,0,0,83,83,1.0,16.7,2019,2,,,
Julian Edelman ,WR,NE,1,66,66,93,2,6,8,8,5.2,7.9,2019,2,,,
Larry Fitzgerald ,WR,ARI,1,54,54,95,0,20,9,20,10.4,19.3,2019,2,,,
LeSean McCoy ,RB,KC,1,30,30,40,37,10,47,47,2.3,7.7,2019,2,,,
Marcedes Lewis ,TE,GB,1,30,30,42,0,3,0,3,0.0,0.0,2019,2,,,
Matt Ryan ,QB,ATL,1,63,63,97,3,0,71,71,22.1,35.1,2019,2,,,
Matthew Slater ,WR,NE,1,3,3,4,0,0,0,0,0.0,0.0,2019,2,,,
Matthew Stafford ,QB,DET,1,60,60,100,7,0,57,57,17.1,28.5,2019,2,,,
Michael Crabtree ,WR,ARI,1,18,18,32,0,17,11,17,1.3,7.2,2019,2,,,
Philip Rivers ,QB,LAC,1,65,65,100,2,0,57,57,11.9,18.3,2019,2,,,
Ryan Fitzpatrick ,QB,MIA,1,38,38,61,3,0,58,58,1.2,3.2,2019,2,,,
Ted Ginn Jr. ,WR,NO,1,38,38,60,0,0,0,0,0.0,0.0,2019,2,,,
Tom Brady ,QB,NE,1,71,71,100,3,0,42,42,24.7,34.8,2019,2,,,
Vernon Davis ,TE,WAS,1,44,44,75,0,9,7,9,2.9,6.6,2019,2,,,
Demaryius Thomas ,WR,NYJ,1,7,7,11,0,29,14,29,-0.1,-1.4,2019,2,,,
Emmanuel Sanders ,WR,DEN,1,76,76,93,0,17,14,17,17.8,23.4,2019,2,,,
Jimmy Graham ,TE,GB,1,51,51,72,0,2,0,2,0.0,0.0,2019,2,,,
Antonio Brown ,WR,NE,1,24,24,34,4,33,21,38,12.1,50.4,2019,2,,,
Julio Jones ,WR,ATL,1,51,51,78,0,20,10,20,22.6,44.3,2019,2,,,
Cam Newton ,QB,CAR,1,75,75,100,3,0,71,71,11.3,15.1,2019,2,,,
Mark Ingram II ,RB,BAL,1,45,45,58,29,4,33,33,7.7,17.1,2019,2,,,
Randall Cobb ,WR,DAL,1,52,52,75,4,12,13,15,3.5,6.7,2019,2,,,
Kyle Rudolph ,TE,MIN,1,65,65,100,0,6,5,6,0.9,1.4,2019,2,,,
Andy Dalton ,QB,CIN,1,69,69,100,3,0,64,64,19.6,28.4,2019,2,,,
Luke Stocker ,TE,ATL,1,27,27,42,0,4,4,4,0.4,1.5,2019,2,,,
Anthony Sherman ,RB,KC,1,6,6,8,0,0,0,0,0.0,0.0,2019,2,,,
Dion Lewis ,RB,TEN,1,29,29,49,10,3,14,14,1.4,4.8,2019,2,,,
Lee Smith ,TE,BUF,1,38,38,54,0,3,3,3,0.8,2.1,2019,2,,,
Charles Clay ,TE,ARI,1,14,14,25,0,14,7,14,0.6,4.3,2019,2,,,
Dwayne Harris ,WR,OAK,1,3,3,5,0,0,0,0,0.0,0.0,2019,2,,,
Virgil Green ,TE,LAC,1,57,57,88,0,4,2,4,0.9,1.6,2019,2,,,
Kirk Cousins ,QB,MIN,1,65,65,100,3,0,52,52,10.9,16.8,2019,2,,,
Russell Wilson ,QB,SEA,1,78,78,99,8,0,53,53,24.2,31.0,2019,2,,,
Alshon Jeffery ,WR,PHI,1,6,6,8,0,0,0,0,0.0,0.0,2019,2,,,
Mohamed Sanu ,WR,ATL,1,52,52,80,0,13,8,13,1.6,3.1,2019,2,,,
T.Y. Hilton ,WR,IND,1,63,63,90,0,10,6,10,10.3,16.3,2019,2,,,
Jarius Wright ,WR,CAR,1,51,51,68,0,12,4,12,1.5,2.9,2019,2,,,
Travis Benjamin ,WR,LAC,1,43,43,66,0,5,0,5,0.0,0.0,2019,2,,,
Marvin Jones Jr. ,WR,DET,1,55,55,92,0,11,9,11,4.3,7.8,2019,2,,,
Rhett Ellison ,TE,NYG,1,33,33,49,0,3,3,3,0.8,2.4,2019,2,,,
Derek Carrier ,TE,OAK,1,9,9,15,0,56,33,56,3.3,36.7,2019,2,,,
Case Keenum ,QB,WAS,1,59,59,100,2,0,64,64,16.7,28.3,2019,2,,,
Josh Gordon ,WR,NE,1,57,57,80,0,9,4,9,1.9,3.3,2019,2,,,
Cole Beasley ,WR,BUF,1,35,35,50,0,11,11,11,8.3,23.7,2019,2,,,
Chris Hogan ,WR,CAR,1,3,3,4,0,33,33,33,1.2,40.0,2019,2,,,
Jamize Olawale ,RB,DAL,1,8,8,12,0,0,0,0,0.0,0.0,2019,2,,,
Josh Bellamy ,WR,NYJ,1,41,41,64,0,5,2,5,0.5,1.2,2019,2,,,
Travis Kelce ,TE,KC,1,64,64,85,0,14,11,14,16.7,26.1,2019,2,,,
Marquise Goodwin ,WR,SF,1,35,35,50,0,9,9,9,13.7,39.1,2019,2,,,
Russell Shepard ,WR,NYG,1,39,39,57,0,8,5,8,1.9,4.9,2019,2,,,
DeAndre Hopkins ,WR,HOU,1,60,60,92,0,13,8,13,4.0,6.7,2019,2,,,
Robert Woods ,WR,LAR,1,66,66,99,2,3,5,5,4.2,6.4,2019,2,,,
Kenny Stills ,WR,HOU,1,24,24,37,0,13,8,13,3.8,15.8,2019,2,,,
Cordarrelle Patterson ,WR,CHI,1,15,15,24,13,0,13,13,5.0,33.3,2019,2,,,
Keenan Allen ,WR,LAC,1,59,59,91,0,25,14,25,9.8,16.6,2019,2,,,
Giovani Bernard ,RB,CIN,1,27,27,39,22,11,26,33,1.3,4.8,2019,2,,,
Le'Veon Bell ,RB,NYJ,1,57,57,89,37,18,54,54,10.9,19.1,2019,2,,,
Chris Thompson ,RB,WAS,1,27,27,46,7,30,26,37,5.1,18.9,2019,2,,,
Rex Burkhead ,RB,NE,1,17,17,24,29,12,41,41,6.8,40.0,2019,2,,,
Zach Ertz ,TE,PHI,1,80,80,100,0,20,10,20,9.2,11.5,2019,2,,,
Tyler Eifert ,TE,CIN,1,18,18,26,0,28,17,28,6.9,38.3,2019,2,,,
Levine Toilolo ,TE,SF,1,33,33,47,0,0,0,0,0.0,0.0,2019,2,,,
Vance McDonald ,TE,PIT,1,51,51,91,0,14,14,14,15.8,31.0,2019,2,,,
Kyle Juszczyk ,RB,SF,1,37,37,53,3,5,5,8,1.1,3.0,2019,2,,,
Latavius Murray ,RB,NO,1,22,22,35,23,5,27,27,2.3,10.5,2019,2,,,
Ryan Griffin ,TE,NYJ,1,57,57,89,0,2,0,2,0.0,0.0,2019,2,,,
Demetrius Harris ,TE,CLE,1,50,50,78,0,2,2,2,0.4,0.8,2019,2,,,
C.J. Anderson ,RB,DET,1,12,12,20,42,0,42,42,0.8,6.7,2019,2,,,
Jaron Brown ,WR,SEA,1,57,57,72,0,0,0,0,0.0,0.0,2019,2,,,
Zach Line ,RB,NO,1,21,21,33,0,5,0,5,0.0,0.0,2019,2,,,
James Develin ,RB,NE,1,26,26,37,8,0,8,8,0.3,1.2,2019,2,,,
Jack Doyle ,TE,IND,1,49,49,70,0,6,4,6,2.1,4.3,2019,2,,,
Patrick DiMarco ,RB,BUF,1,13,13,19,8,8,15,15,0.4,3.1,2019,2,,,
Teddy Bridgewater ,QB,NO,1,54,54,86,4,0,59,59,7.1,13.1,2019,2,,,
Derek Carr ,QB,OAK,1,62,62,100,3,0,65,65,11.7,18.9,2019,2,,,
Logan Thomas ,TE,DET,1,6,6,10,0,17,17,17,0.7,11.7,2019,2,,,
Carlos Hyde ,RB,HOU,1,39,39,60,51,0,51,51,9.0,23.1,2019,2,,,
De'Anthony Thomas ,WR,KC,1,4,4,5,0,25,25,25,0.6,15.0,2019,2,,,
Devonta Freeman ,RB,ATL,1,40,40,62,28,10,35,38,6.4,16.0,2019,2,,,
Sammy Watkins ,WR,KC,1,69,69,92,0,19,9,19,4.9,7.1,2019,2,,,
Mike Evans ,WR,TB,1,55,55,92,0,15,7,15,6.1,11.1,2019,2,,,
Brandin Cooks ,WR,LAR,1,65,65,97,2,6,6,8,13.6,20.9,2019,2,,,
Davante Adams ,WR,GB,1,68,68,96,0,13,10,13,10.6,15.6,2019,2,,,
Donte Moncrief ,WR,PIT,1,18,18,32,0,6,0,6,0.0,0.0,2019,2,,,
Allen Robinson II ,WR,CHI,1,54,54,87,0,13,7,13,4.1,7.6,2019,2,,,
Odell Beckham Jr. ,WR,CLE,1,58,58,91,0,17,10,17,22.1,38.1,2019,2,,,
Jarvis Landry ,WR,CLE,1,63,63,98,0,11,5,11,3.2,5.1,2019,2,,,
Paul Richardson Jr. ,WR,WAS,1,51,51,86,0,6,6,6,7.6,14.9,2019,2,,,
TJ Jones ,WR,NYG,1,28,28,41,0,14,11,14,9.8,35.0,2019,2,,,
Eric Ebron ,TE,IND,1,33,33,47,0,12,9,12,8.5,25.8,2019,2,,,
Xavier Grimble ,TE,PIT,1,20,20,36,0,5,0,5,0.0,0.0,2019,2,,,
Trey Burton ,TE,CHI,1,26,26,42,0,12,8,12,0.5,1.9,2019,2,,,
James White ,RB,NE,1,22,22,31,14,18,27,32,8.9,40.5,2019,2,,,
Cody Latimer ,WR,NYG,1,40,40,59,0,13,8,13,3.0,7.5,2019,2,,,
Jimmy Garoppolo ,QB,SF,1,70,70,100,6,0,41,41,23.6,33.7,2019,2,,,
John Brown ,WR,BUF,1,56,56,80,0,14,13,14,7.2,12.9,2019,2,,,
Ryan Grant ,WR,OAK,1,48,48,77,0,10,2,10,-0.2,-0.4,2019,2,,,
Damien Williams ,RB,KC,1,39,39,52,23,13,31,36,5.6,14.4,2019,2,,,
Taylor Gabriel ,WR,CHI,1,52,52,84,2,4,4,6,2.5,4.8,2019,2,,,
Willie Snead IV ,WR,BAL,1,43,43,55,0,2,2,2,0.5,1.2,2019,2,,,
Allen Hurns ,WR,MIA,1,28,28,45,0,7,4,7,1.3,4.6,2019,2,,,
Bennie Fowler III ,WR,NYG,1,53,53,78,2,19,11,21,7.1,13.4,2019,2,,,
Dontrelle Inman ,WR,LAC,1,36,36,55,0,6,3,6,2.8,7.8,2019,2,,,
Keith Smith ,RB,ATL,1,11,11,17,0,0,0,0,0.0,0.0,2019,2,,,
Adam Thielen ,WR,MIN,1,64,64,98,0,13,8,13,7.5,11.7,2019,2,,,
Cameron Brate ,TE,TB,1,16,16,27,0,13,13,13,1.0,6.3,2019,2,,,
Josh Hill ,TE,NO,1,27,27,43,0,0,0,0,0.0,0.0,2019,2,,,
Darren Fells ,TE,HOU,1,43,43,66,0,7,2,7,0.9,2.1,2019,2,,,
Diontae Spencer ,WR,DEN,1,2,2,2,0,0,0,0,0.0,0.0,2019,2,,,
Seth Roberts ,WR,BAL,1,26,26,33,0,0,0,0,0.0,0.0,2019,2,,,
Marcus Mariota ,QB,TEN,1,59,59,100,8,0,56,56,13.4,22.7,2019,2,,,
Jameis Winston ,QB,TB,1,60,60,100,7,0,48,48,13.2,22.0,2019,2,,,
Amari Cooper ,WR,DAL,1,63,63,91,0,8,6,8,10.4,16.5,2019,2,,,
DeVante Parker ,WR,MIA,1,57,57,92,0,12,0,12,0.0,0.0,2019,2,,,
Todd Gurley II ,RB,LAR,1,42,42,63,38,10,45,48,12.7,30.2,2019,2,,,
Maxx Williams ,TE,ARI,1,14,14,25,0,7,7,7,2.1,15.0,2019,2,,,
Ameer Abdullah ,RB,MIN,1,7,7,11,14,0,14,14,0.2,2.9,2019,2,,,
Duke Johnson Jr. ,RB,HOU,1,25,25,38,24,4,24,28,3.1,12.4,2019,2,,,
T.J. Yeldon ,RB,BUF,1,3,3,4,0,0,0,0,0.0,0.0,2019,2,,,
Mike Davis ,RB,CHI,1,15,15,24,20,0,20,20,0.1,0.7,2019,2,,,
David Johnson ,RB,ARI,1,34,34,60,21,3,24,24,7.4,21.8,2019,2,,,
Malcolm Brown ,RB,LAR,1,25,25,37,24,4,28,28,4.7,18.8,2019,2,,,
Nick O'Leary ,TE,MIA,1,14,14,23,0,7,7,7,0.6,4.3,2019,2,,,
Jesse James ,TE,DET,1,29,29,48,0,14,10,14,1.8,6.2,2019,2,,,
Jeff Heuerman ,TE,DEN,1,38,38,46,0,13,11,13,2.1,5.5,2019,2,,,
Nick Boyle ,TE,BAL,1,47,47,60,0,6,2,6,1.4,3.0,2019,2,,,
MyCole Pruitt ,TE,TEN,1,28,28,47,0,0,0,0,0.0,0.0,2019,2,,,
Blake Bell ,TE,KC,1,25,25,33,0,4,0,4,0.0,0.0,2019,2,,,
Nelson Agholor ,WR,PHI,1,77,77,96,0,14,10,14,16.7,21.7,2019,2,,,
Justin Hardy ,WR,ATL,1,11,11,17,0,9,0,9,0.0,0.0,2019,2,,,
Tyler Lockett ,WR,SEA,1,69,69,87,0,17,14,17,7.9,11.4,2019,2,,,
Devin Smith ,WR,DAL,1,18,18,26,0,17,17,17,13.4,74.4,2019,2,,,
Breshad Perriman ,WR,TB,1,30,30,50,0,13,0,13,0.0,0.0,2019,2,,,
Jamison Crowder ,WR,NYJ,1,63,63,98,0,10,6,10,4.0,6.3,2019,2,,,
Ty Montgomery ,RB,NYJ,1,24,24,38,13,13,25,25,4.0,16.7,2019,2,,,
Phillip Dorsett II ,WR,NE,1,35,35,49,0,9,9,9,3.9,11.1,2019,2,,,
Stefon Diggs ,WR,MIN,1,58,58,89,0,12,2,12,8.9,15.3,2019,2,,,
Chris Manhertz ,TE,CAR,1,30,30,40,0,0,0,0,0.0,0.0,2019,2,,,
Jake Kumerow ,WR,GB,1,6,6,8,0,17,17,17,1.2,20.0,2019,2,,,
C.J. Uzomah ,TE,CIN,1,42,42,61,0,0,0,0,0.0,0.0,2019,2,,,
DeAndre Carter ,WR,HOU,1,1,1,2,0,0,0,0,0.0,0.0,2019,2,,,
Darren Waller ,TE,OAK,1,59,59,95,0,12,10,12,6.3,10.7,2019,2,,,
Trevor Siemian ,QB,NYJ,1,18,18,28,0,0,33,33,0.1,0.6,2019,2,,,
James O'Shaughnessy ,TE,JAC,1,42,42,66,0,10,10,10,2.8,6.7,2019,2,,,
Chris Conley ,WR,JAC,1,54,54,84,0,9,7,9,7.3,13.5,2019,2,,,
Geoff Swaim ,TE,JAC,1,34,34,53,0,12,9,12,1.4,4.1,2019,2,,,
Geremy Davis ,WR,LAC,1,1,1,2,0,0,0,0,0.0,0.0,2019,2,,,
Damiere Byrd ,WR,ARI,1,53,53,93,0,13,11,13,4.5,8.5,2019,2,,,
Matt LaCosse ,TE,NE,1,41,41,58,0,5,5,5,3.3,8.0,2019,2,,,
Tyrell Williams ,WR,OAK,1,58,58,94,0,12,9,12,10.6,18.3,2019,2,,,
Raheem Mostert ,RB,SF,1,32,32,46,41,13,50,53,21.1,65.9,2019,2,,,
Eric Tomlinson ,TE,NYG,1,4,4,6,0,0,0,0,0.0,0.0,2019,2,,,
Darius Jennings ,WR,TEN,1,1,1,2,0,100,100,100,1.1,110.0,2019,2,,,
Daniel Brown ,TE,NYJ,1,5,5,8,0,0,0,0,0.0,0.0,2019,2,,,
Adam Humphries ,WR,TEN,1,33,33,56,3,6,9,9,0.0,0.0,2019,2,,,
Ezekiel Elliott ,RB,DAL,1,53,53,77,43,4,47,47,18.0,34.0,2019,2,,,
Jared Goff ,QB,LAR,1,67,67,100,6,0,48,48,19.1,28.5,2019,2,,,
Derrick Henry ,RB,TEN,1,30,30,51,50,10,57,60,15.4,51.3,2019,2,,,
Carson Wentz ,QB,PHI,1,74,74,93,4,0,62,62,19.5,26.4,2019,2,,,
Michael Thomas ,WR,NO,1,62,62,98,0,21,16,21,8.9,14.4,2019,2,,,
Tyler Boyd ,WR,CIN,1,54,54,78,0,19,19,19,12.2,22.6,2019,2,,,
Austin Hooper ,TE,ATL,1,48,48,74,0,13,8,13,3.4,7.1,2019,2,,,
Jordan Howard ,RB,PHI,1,18,18,23,44,6,50,50,2.6,14.4,2019,2,,,
Tajae Sharpe ,WR,TEN,1,31,31,53,0,6,6,6,2.4,7.7,2019,2,,,
Dak Prescott ,QB,DAL,1,69,69,100,7,0,51,51,28.7,41.6,2019,2,,,
C.J. Prosise ,RB,SEA,1,10,10,13,20,30,50,50,2.0,20.0,2019,2,,,
Tyler Higbee ,TE,LAR,1,23,23,34,0,13,9,13,2.1,9.1,2019,2,,,
Will Fuller V ,WR,HOU,1,58,58,89,0,12,7,12,4.0,6.9,2019,2,,,
Kenyan Drake ,RB,MIA,1,34,34,55,18,18,32,35,4.8,14.1,2019,2,,,
Jacoby Brissett ,QB,IND,1,70,70,100,10,0,50,50,17.3,24.7,2019,2,,,
Nick Vannett ,TE,SEA,1,33,33,42,0,3,3,3,1.3,3.9,2019,2,,,
Chris Moore ,WR,BAL,1,7,7,9,0,0,0,0,0.0,0.0,2019,2,,,
Tyler Ervin ,RB,JAC,1,2,2,3,0,0,0,0,0.0,0.0,2019,2,,,
Demarcus Robinson ,WR,KC,1,68,68,91,0,9,9,9,29.2,42.9,2019,2,,,
Seth DeValve ,TE,JAC,1,10,10,16,0,0,0,0,0.0,0.0,2019,2,,,
Wendell Smallwood ,RB,WAS,1,14,14,24,7,14,21,21,1.3,9.3,2019,2,,,
Jakeem Grant ,WR,MIA,1,38,38,61,3,18,11,21,1.8,4.7,2019,2,,,
Robby Anderson ,WR,NYJ,1,63,63,98,0,10,6,10,8.1,12.9,2019,2,,,
Cody Core ,WR,NYG,1,14,14,21,0,36,21,36,2.8,20.0,2019,2,,,
Alex Erickson ,WR,CIN,1,15,15,22,0,20,7,20,1.4,9.3,2019,2,,,
Derek Watt ,RB,LAC,1,6,6,9,0,33,17,33,0.3,5.0,2019,2,,,
