Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
ATL,2020,2021-01-03,2:00,2:00,@,TAM,17,16,Sun,L 27-44,,27,44,-17,71,7.5,not covered,51.5,over,29,44,65.9,258,2,0,1,7,97.3,26,127,4.88,1,385,71,5.4225,64,7.5781,2,33:12,3:05,4,48,3,23,7,71,25,6,17,2,14,7,50.0%,3,2,66.7%,3,3,3,2,2,0,,,1,43,43.00
BUF,2020,2020-09-13,1:00,1:00,,NYJ,1,1,Sun,W 27-17,,27,17,10,44,-6.5,covered,39.5,over,33,46,71.7,306,2,0,3,6,104.6,32,98,3.06,1,404,81,4.9877,53,4.7925,2,41:17,3:10,7,79,9,95,16,174,31,8,17,6,14,7,50.0%,1,1,100.0%,3,3,3,4,2,0,,,1,53,53.00
BUF,2020,2020-11-29,1:00,1:00,,LAC,12,11,Sun,W 27-17,,27,17,10,44,-4.5,covered,51.5,under,19,25,76.0,160,2,1,3,17,104.9,30,172,5.73,1,332,58,5.7241,79,4.6456,3,29:56,3:13,9,85,5,91,14,176,23,11,8,4,9,4,44.4%,0,0,,3,3,3,2,2,0,,,3,168,56.00
CAR,2020,2020-11-29,1:00,3:00,@,MIN,12,12,Sun,L 27-28,,27,28,-1,55,3.0,covered,50.0,over,19,36,52.8,267,1,1,0,0,74.7,28,107,3.82,0,374,64,5.8438,71,5.4507,1,28:47,3:20,7,58,8,52,15,110,21,10,10,1,14,6,42.9%,1,1,100.0%,3,3,3,4,2,0,,,3,116,38.67
CAR,2020,2020-12-13,1:00,1:00,,DEN,14,13,Sun,L 27-32,,27,32,-5,59,-4.0,not covered,46.5,over,30,40,75.0,245,0,0,4,38,94.1,21,125,5.95,3,370,65,5.6923,58,6.2931,,30:28,3:03,7,48,2,18,9,66,22,8,13,1,14,6,42.9%,1,0,0.0%,3,3,3,2,2,0,,,4,174,43.50
Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI,2020,2020-09-13,1:00,1:00,@,DET,1,1,Sun,W 27-23,,27,23,4,50,2.5,covered,42.5,over,20,36,55.6,214,3,0,1,28,104.2,28,149,5.32,0,363,65,5.5846,72,5.9167,,29:05,3:16,6,48,8,77,14,125,26,7,15,4,11,2,18.2%,2,1,50.0%,3,3,3,2,2,0,,,5,213,42.60
CIN,2020,2020-10-18,1:00,1:00,@,IND,6,6,Sun,L 27-31,,27,31,-4,58,7.5,covered,46.0,over,25,39,64.1,300,0,1,2,13,78.3,32,98,3.06,3,398,73,5.4521,60,7.1667,1,34:28,3:10,6,20,6,55,12,75,22,6,14,2,17,8,47.1%,2,2,100.0%,3,3,3,3,2,0,,,3,131,43.67
CIN,2020,2020-12-21,8:15,8:15,,PIT,15,14,Mon,W 27-17,,27,17,10,44,14.5,covered,40.5,over,7,13,53.8,78,1,0,2,11,101.1,41,152,3.71,2,230,56,4.1071,62,3.9355,,32:03,3:05,2,16,4,30,6,46,13,7,6,0,14,4,28.6%,0,0,,3,3,3,3,2,0,,,7,319,45.57
CLE,2020,2020-11-29,1:00,1:00,@,JAX,12,11,Sun,W 27-25,,27,25,2,52,-7.5,not covered,48.0,over,19,29,65.5,252,2,0,2,6,116.7,33,207,6.27,1,459,64,7.1719,60,6.2500,1,32:41,3:12,6,47,5,24,11,71,25,10,15,0,11,5,45.5%,2,1,50.0%,3,3,3,2,2,0,,,1,47,47.00
IND,2020,2020-12-20,1:00,1:00,,HOU,15,14,Sun,W 27-20,,27,20,7,47,-7.5,not covered,52.5,under,22,29,75.9,223,2,0,1,5,121.0,23,127,5.52,1,350,53,6.6038,67,6.3433,,29:10,2:49,4,35,5,24,9,59,20,10,10,0,11,6,54.5%,1,1,100.0%,3,3,3,2,2,0,,,2,91,45.50
DEN,2020,2020-11-08,1:00,1:00,@,ATL,9,8,Sun,L 27-34,,27,34,-7,61,4.5,not covered,50.5,over,25,48,52.1,302,2,1,1,11,77.9,22,103,4.68,1,405,71,5.7042,69,5.2609,1,26:33,1:14,5,65,5,61,10,126,23,3,17,3,16,7,43.8%,2,0,0.0%,3,3,3,2,2,0,,,5,225,45.00
HOU,2020,2020-11-08,1:00,1:00,@,JAX,9,8,Sun,W 27-25,,27,25,2,52,-7.0,not covered,49.0,over,19,32,59.4,267,2,0,2,14,109.0,28,107,3.82,1,374,62,6.0323,67,6.0149,1,27:53,3:11,3,18,4,78,7,96,19,7,10,2,15,6,40.0%,0,0,,3,3,3,2,2,0,,,5,223,44.60
HOU,2020,2020-11-22,1:00,12:00,,NWE,11,10,Sun,W 27-20,,27,20,7,47,2.5,covered,49.5,under,28,37,75.7,344,2,0,0,0,121.9,19,55,2.89,1,399,56,7.1250,66,6.5909,,27:42,3:05,5,35,7,55,12,90,21,2,17,2,11,5,45.5%,0,0,,3,3,3,2,2,0,,,4,161,40.25
JAX,2020,2020-09-13,1:00,1:00,,IND,1,1,Sun,W 27-20,,27,20,7,47,7.0,covered,44.0,over,19,20,95.0,150,3,0,4,23,142.3,23,91,3.96,0,241,47,5.1277,69,6.4493,,26:37,2:53,6,61,5,80,11,141,17,4,11,2,10,5,50.0%,0,0,,3,3,3,2,2,0,,,3,136,45.33
KAN,2020,2020-11-29,4:25,4:25,@,TAM,12,11,Sun,W 27-24,,27,24,3,51,-3.5,not covered,56.0,under,37,50,74.0,456,3,0,2,6,122.2,20,87,4.35,0,543,72,7.5417,55,7.5818,1,36:47,3:03,10,82,8,57,18,139,26,5,19,2,12,6,50.0%,0,0,,3,3,3,2,2,0,,,4,159,39.75
MIA,2020,2020-12-13,1:00,1:00,,KAN,14,13,Sun,L 27-33,,27,33,-6,60,7.5,covered,52.0,over,28,49,57.1,287,2,1,4,29,81.7,24,80,3.33,1,367,77,4.7662,61,7.3443,1,31:30,3:15,3,35,8,56,11,91,27,5,18,4,15,7,46.7%,0,0,,3,3,3,3,2,0,,,5,234,46.80
MIN,2020,2020-12-06,1:00,3:00,,JAX,13,12,Sun,W 27-24,OT,27,24,3,51,-10.5,not covered,51.5,under,28,43,65.1,275,3,1,4,30,99.5,38,145,3.82,0,420,85,4.9412,69,5.6522,2,37:33,3:39,6,41,10,83,16,124,30,10,17,3,16,7,43.8%,0,0,,3,3,1,3,2,0,,1,7,331,47.29
MIN,2020,2020-12-20,1:00,3:00,,CHI,15,14,Sun,L 27-33,,27,33,-6,60,-2.5,not covered,47.5,over,24,35,68.6,249,2,1,3,22,98.6,28,158,5.64,1,407,66,6.1667,64,6.2031,1,27:01,3:03,1,5,4,36,5,41,26,11,12,3,11,4,36.4%,2,0,0.0%,3,3,3,2,2,0,,,2,80,40.00
NOR,2020,2020-10-25,1:00,12:00,,CAR,7,6,Sun,W 27-24,,27,24,3,51,-7.0,not covered,49.5,over,30,37,81.1,277,2,0,1,10,117.0,29,138,4.76,1,415,67,6.1940,43,6.5814,1,34:41,2:44,6,50,1,5,7,55,26,9,16,1,14,12,85.7%,0,0,,3,3,3,2,2,0,,,0,0,
NOR,2020,2020-11-15,4:25,3:25,,SFO,10,9,Sun,W 27-13,,27,13,14,40,-9.5,covered,50.0,under,14,23,60.9,123,1,0,3,16,92.5,30,114,3.80,2,237,56,4.2321,66,4.2576,2,27:06,3:12,5,61,6,51,11,112,17,7,8,2,12,2,16.7%,0,0,,3,3,3,2,2,0,,,5,205,41.00
NYG,2020,2020-11-15,1:00,1:00,,PHI,10,10,Sun,W 27-17,,27,17,10,44,5.0,covered,46.5,under,21,28,75.0,231,0,0,3,13,100.9,36,151,4.19,3,382,67,5.7015,63,5.4921,,31:43,3:05,7,64,11,74,18,138,22,7,12,3,14,5,35.7%,2,1,50.0%,3,3,3,2,2,0,,,4,213,53.25
NYJ,2020,2020-11-09,8:15,8:15,,NWE,9,9,Mon,L 27-30,,27,30,-3,57,9.0,covered,42.0,over,18,25,72.0,257,3,1,1,5,128.7,18,65,3.61,0,322,44,7.3182,76,5.6974,1,23:02,2:54,4,32,6,81,10,113,18,4,12,2,10,6,60.0%,0,0,,3,3,3,2,2,0,,,2,83,41.50
PIT,2020,2020-10-25,1:00,12:00,@,TEN,7,6,Sun,W 27-24,,27,24,3,51,1.0,covered,51.0,push,32,49,65.3,268,2,3,0,0,67.4,25,94,3.76,1,362,74,4.8919,56,5.2143,3,36:37,3:06,8,69,7,73,15,142,23,6,15,2,18,13,72.2%,0,0,,3,3,3,2,2,0,,,2,100,50.00
PIT,2020,2020-11-22,1:00,1:00,@,JAX,11,10,Sun,W 27-3,,27,3,24,30,-11.0,covered,47.5,under,32,46,69.6,267,2,1,0,0,89.7,27,106,3.93,1,373,73,5.1096,56,3.6786,1,36:29,3:04,6,42,8,105,14,147,23,7,12,4,17,7,41.2%,1,1,100.0%,3,3,3,3,2,0,,,5,216,43.20
LVR,2020,2020-12-13,4:05,1:05,,IND,14,13,Sun,L 27-44,,27,44,-17,71,2.5,not covered,52.0,over,32,46,69.6,345,2,2,0,0,87.7,22,79,3.59,1,424,68,6.2353,59,7.7288,3,31:25,2:59,6,33,6,50,12,83,26,7,17,2,12,8,66.7%,0,0,,3,3,3,2,2,0,,,1,47,47.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVR,2020,2020-12-17,8:20,5:20,,LAC,15,14,Thu,L 27-30,OT,27,30,-3,57,-3.5,not covered,52.5,over,20,33,60.6,276,1,1,1,3,85.3,41,173,4.22,2,449,75,5.9867,62,6.4839,1,37:31,3:18,6,69,3,20,9,89,27,13,13,1,13,5,38.5%,4,4,100.0%,3,3,3,2,2,0,,,2,75,37.50
LAR,2020,2020-11-23,8:15,8:15,@,TAM,11,10,Mon,W 27-24,,27,24,3,51,4.0,covered,47.5,over,39,51,76.5,376,3,2,0,0,99.8,20,37,1.85,0,413,71,5.8169,67,3.7463,2,33:13,3:06,5,65,2,7,7,72,22,1,19,2,15,8,53.3%,0,0,,3,3,3,3,2,0,,,5,217,43.40
BAL,2020,2020-10-11,1:00,1:00,,CIN,5,5,Sun,W 27-3,,27,3,24,30,-12.5,covered,49.0,under,19,37,51.4,171,2,1,1,9,71.9,24,161,6.71,0,332,62,5.3548,65,3.1538,1,25:21,2:57,4,25,5,40,9,65,17,6,10,1,15,7,46.7%,1,0,0.0%,3,3,3,3,2,0,,,4,177,44.25
BAL,2020,2020-12-27,1:00,1:00,,NYG,16,15,Sun,W 27-13,,27,13,14,40,-10.0,covered,43.0,under,17,26,65.4,183,2,0,0,0,111.5,40,249,6.23,1,432,66,6.5455,59,4.5593,1,35:09,3:04,10,65,5,35,15,100,25,15,10,0,11,8,72.7%,0,0,,3,3,3,2,2,0,,,2,68,34.00
LAC,2020,2020-10-12,8:15,7:15,@,NOR,5,5,Mon,L 27-30,OT,27,30,-3,57,7.0,covered,49.5,over,20,34,58.8,239,4,0,3,25,122.7,32,111,3.47,0,350,69,5.0725,75,5.4400,,30:42,3:20,1,10,5,60,6,70,19,5,12,2,17,8,47.1%,1,0,0.0%,4,4,3,1,,0,,,7,339,48.43
SEA,2020,2020-10-11,8:20,5:20,,MIN,5,5,Sun,W 27-26,,27,26,1,53,-6.5,not covered,54.0,under,20,32,62.5,190,3,1,4,27,100.7,16,124,7.75,1,314,52,6.0385,83,5.4096,1,20:32,3:07,3,25,6,55,9,80,18,6,12,0,7,0,0.0%,2,2,100.0%,4,3,3,,,1,,,5,226,45.20
SFO,2020,2020-11-01,4:25,1:25,@,SEA,8,8,Sun,L 27-37,,27,37,-10,64,1.0,not covered,54.5,over,29,41,70.7,299,2,1,3,23,99.8,22,52,2.36,2,351,66,5.3182,67,5.2239,2,29:02,3:07,6,36,6,30,12,66,24,6,16,2,13,6,46.2%,2,2,100.0%,4,3,3,,,1,,,4,202,50.50
WAS,2020,2020-09-13,1:00,1:00,,PHI,1,1,Sun,W 27-17,,27,17,10,44,5.5,covered,41.5,over,17,31,54.8,159,1,0,3,19,82.5,36,80,2.22,2,239,70,3.4143,67,3.9552,,29:21,3:15,7,55,3,20,10,75,18,5,11,2,18,5,27.8%,2,1,50.0%,3,3,3,3,2,0,,,7,329,47.00
WAS,2020,2020-11-15,1:00,1:00,@,DET,10,9,Sun,L 27-30,,27,30,-3,57,2.5,not covered,45.5,over,38,55,69.1,375,0,0,2,15,89.2,26,89,3.42,3,464,83,5.5904,55,6.7636,1,35:43,3:14,6,58,9,55,15,113,34,8,22,4,15,7,46.7%,2,2,100.0%,3,3,3,3,2,0,,,2,77,38.50
ATL,2020,2020-09-27,1:00,1:00,,CHI,3,3,Sun,L 26-30,,26,30,-4,56,-2.5,not covered,46.0,over,19,38,50.0,227,1,1,2,11,67.7,25,144,5.76,2,371,65,5.7077,78,5.6026,1,25:10,3:25,7,75,10,80,17,155,22,6,13,3,13,4,30.8%,0,0,,3,3,2,3,2,0,,,6,233,38.83
BUF,2020,2020-12-13,8:20,8:20,,PIT,14,13,Sun,W 26-15,,26,15,11,41,-2.0,covered,48.5,under,24,43,55.8,230,2,1,1,8,77.5,27,104,3.85,0,334,71,4.7042,55,4.0727,2,35:15,3:06,7,48,3,55,10,103,21,5,13,3,14,7,50.0%,0,0,,3,3,2,2,2,0,,,5,228,45.60
IND,2020,2020-11-29,1:00,1:00,,TEN,12,11,Sun,L 26-45,,26,45,-19,71,-3.0,not covered,51.5,over,24,44,54.5,280,2,1,2,15,81.2,21,56,2.67,2,336,67,5.0149,68,6.6029,1,24:27,3:24,6,50,9,63,15,113,27,6,17,4,13,5,38.5%,2,1,50.0%,4,2,2,,,2,,,5,254,50.80
IND,2020,2020-12-06,1:00,12:00,@,HOU,13,12,Sun,W 26-20,,26,20,6,46,-3.5,covered,50.0,under,27,35,77.1,262,2,0,3,23,119.3,29,109,3.76,1,371,67,5.5373,62,6.4194,,33:32,3:10,7,50,3,30,10,80,25,8,15,2,11,3,27.3%,2,1,50.0%,3,3,3,1,1,0,,1,5,235,47.00
ARI,2020,2020-12-13,1:00,1:00,@,NYG,14,13,Sun,W 26-7,,26,7,19,33,-3.0,covered,47.5,under,24,35,68.6,231,1,0,1,13,97.8,43,159,3.70,1,390,79,4.9367,49,3.2449,,37:53,3:07,4,22,2,10,6,32,22,10,12,0,18,7,38.9%,2,1,50.0%,2,2,2,4,4,0,,,4,159,39.75
DET,2020,2020-09-27,4:25,2:25,@,ARI,3,3,Sun,W 26-23,,26,23,3,49,4.5,covered,55.5,under,22,31,71.0,232,2,0,4,38,119.0,27,90,3.33,0,322,62,5.1935,63,5.9841,,32:50,3:00,7,46,7,38,14,84,22,3,16,3,12,4,33.3%,1,1,100.0%,2,2,2,4,4,0,,,4,222,55.50
KAN,2020,2020-10-05,7:05,6:05,,NWE,4,4,Mon,W 26-10,,26,10,16,36,-11.0,covered,48.5,under,19,29,65.5,229,2,0,1,7,113.6,25,94,3.76,0,323,55,5.8727,74,4.8243,1,28:26,2:42,4,38,4,43,8,81,19,5,12,2,11,4,36.4%,0,0,,3,3,2,2,2,0,,,4,243,60.75
KAN,2020,2020-10-19,5:00,5:00,@,BUF,6,6,Mon,W 26-17,,26,17,9,43,-5.5,covered,55.0,under,21,26,80.8,221,2,0,1,4,128.4,46,245,5.33,1,466,73,6.3836,50,4.1200,1,37:45,2:53,8,68,4,39,12,107,27,15,10,2,14,9,64.3%,1,1,100.0%,3,3,2,2,2,0,,,2,80,40.00
MIA,2020,2020-12-26,8:15,5:15,@,LVR,16,15,Sat,W 26-25,,26,25,1,51,-3.0,not covered,48.0,over,26,35,74.3,253,2,0,3,23,115.9,25,130,5.20,0,383,63,6.0794,61,6.8525,,33:01,3:05,5,76,4,40,9,116,18,6,10,2,15,5,33.3%,2,2,100.0%,2,2,2,4,4,0,,,5,233,46.60
MIA,2020,2021-01-03,2:00,2:00,@,BUF,17,16,Sun,L 26-56,,26,56,-30,82,-3.5,not covered,43.0,over,36,59,61.0,384,1,3,1,9,65.1,20,70,3.50,2,454,80,5.6750,64,7.1094,4,32:38,3:13,2,20,3,16,5,36,27,5,20,2,14,3,21.4%,2,1,50.0%,3,2,2,2,2,1,,,5,218,43.60
MIN,2020,2020-10-11,8:20,5:20,@,SEA,5,5,Sun,L 26-27,,26,27,-1,53,6.5,covered,54.0,under,27,39,69.2,248,2,1,3,1,92.8,41,201,4.90,1,449,83,5.4096,52,6.0385,2,39:28,3:07,6,55,3,25,9,80,31,12,17,2,14,6,42.9%,3,2,66.7%,3,2,2,2,2,1,,,2,96,48.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,2020,2020-11-01,4:25,3:25,@,CHI,8,7,Sun,W 26-23,OT,26,23,3,49,-5.5,not covered,41.0,over,31,41,75.6,272,2,0,1,8,109.8,30,122,4.07,0,394,72,5.4722,69,4.7681,,35:15,3:34,5,45,7,53,12,98,23,10,11,2,13,2,15.4%,3,2,66.7%,2,2,2,5,4,0,,,4,153,38.25
PHI,2020,2020-12-20,4:05,2:05,@,ARI,15,14,Sun,L 26-33,,26,33,-7,59,6.5,not covered,49.5,over,24,44,54.5,305,3,0,6,33,102.3,29,117,4.03,1,422,79,5.3418,68,7.7353,,32:13,3:27,9,69,9,83,18,152,26,5,18,3,18,6,33.3%,4,3,75.0%,4,2,2,,,2,,,6,192,32.00
PIT,2020,2020-09-14,7:15,7:15,@,NYG,1,1,Mon,W 26-16,,26,16,10,42,-6.0,covered,44.0,under,21,32,65.6,208,3,0,2,21,117.8,30,141,4.70,0,349,64,5.4531,64,4.5469,1,31:44,2:55,3,21,4,25,7,46,19,5,14,0,15,8,53.3%,1,1,100.0%,3,3,2,2,2,0,,,4,183,45.75
PIT,2020,2020-09-20,1:00,1:00,,DEN,2,2,Sun,W 26-21,,26,21,5,47,-6.0,not covered,41.0,over,29,41,70.7,301,2,1,1,10,98.7,22,109,4.95,1,410,64,6.4063,72,4.4306,2,29:29,3:18,10,89,4,30,14,119,19,4,15,0,12,2,16.7%,2,1,50.0%,3,3,3,1,1,0,,1,5,209,41.80
LAC,2020,2020-11-08,4:05,1:05,,LVR,9,8,Sun,L 26-31,,26,31,-5,57,1.0,not covered,52.5,over,28,42,66.7,312,2,0,2,14,105.9,31,128,4.13,1,440,75,5.8667,50,6.4000,1,34:44,3:08,5,45,2,10,7,55,26,6,18,2,15,7,46.7%,2,2,100.0%,3,2,2,3,2,1,,,3,146,48.67
SEA,2020,2021-01-03,2:00,0:00,@,SFO,17,16,Sun,W 26-23,,26,23,3,49,-7.0,not covered,44.5,over,20,36,55.6,159,2,0,2,22,87.8,27,121,4.48,1,280,65,4.3077,64,5.1250,,27:40,3:03,4,35,2,25,6,60,21,9,11,1,12,4,33.3%,1,1,100.0%,3,3,2,2,2,0,,,5,266,53.20
TAM,2020,2020-12-13,1:00,1:00,,MIN,14,13,Sun,W 26-14,,26,14,12,40,-7.0,covered,52.0,under,15,23,65.2,196,2,0,0,0,120.9,26,107,4.12,1,303,49,6.1837,76,4.4079,,20:57,2:53,5,34,5,71,10,105,17,6,8,3,11,5,45.5%,0,0,,3,3,2,2,2,0,,,3,151,50.33
ATL,2020,2020-09-13,1:00,1:00,,SEA,1,1,Sun,L 25-38,,25,38,-13,63,-1.0,not covered,49.5,over,37,54,68.5,434,2,1,2,16,98.5,21,72,3.43,1,506,77,6.5714,58,6.6034,2,29:24,3:07,6,72,6,46,12,118,28,4,23,1,14,7,50.0%,4,0,0.0%,3,2,1,2,2,1,,,2,100,50.00
ATL,2020,2020-10-29,8:20,8:20,@,CAR,8,8,Thu,W 25-17,,25,17,8,42,1.5,covered,52.0,under,21,30,70.0,270,0,1,2,11,85.6,36,131,3.64,2,401,68,5.8971,52,5.8462,1,36:30,3:04,6,63,6,30,12,93,28,10,14,4,9,3,33.3%,0,0,,2,2,1,4,4,0,,,1,39,39.00
CHI,2020,2020-11-29,8:20,7:20,@,GNB,12,11,Sun,L 25-41,,25,41,-16,66,7.5,not covered,44.0,over,26,46,56.5,229,3,2,3,13,74.7,16,121,7.56,0,350,65,5.3846,68,5.7794,3,22:16,3:05,5,45,3,17,8,62,26,6,19,1,10,4,40.0%,1,1,100.0%,3,2,2,1,1,1,1,,2,88,44.00
DET,2020,2020-11-26,12:30,12:30,,HOU,12,11,Thu,L 25-41,,25,41,-16,66,3.0,not covered,52.5,over,28,43,65.1,279,1,1,4,16,83.0,29,109,3.76,2,388,76,5.1053,50,7.6800,3,33:44,3:14,4,44,10,74,14,118,28,8,17,3,13,6,46.2%,3,1,33.3%,3,2,2,1,1,1,1,,3,138,46.00
DET,2020,2020-12-20,1:00,12:00,@,TEN,15,14,Sun,L 25-46,,25,46,-21,71,9.5,not covered,54.5,over,27,38,71.1,307,1,1,0,0,92.8,27,123,4.56,2,430,65,6.6154,66,7.0152,3,31:38,3:00,3,33,3,22,6,55,27,8,18,1,12,7,58.3%,1,0,0.0%,3,3,2,1,1,0,,1,1,36,36.00
JAX,2020,2020-10-04,1:00,1:00,@,CIN,4,4,Sun,L 25-33,,25,33,-8,58,1.0,not covered,50.0,over,27,40,67.5,340,2,1,3,11,101.1,20,89,4.45,0,429,63,6.8095,71,7.1127,1,26:49,3:10,6,49,7,73,13,122,25,4,16,5,10,2,20.0%,1,1,100.0%,2,1,1,5,4,1,,,2,88,44.00
JAX,2020,2020-11-08,1:00,1:00,,HOU,9,8,Sun,L 25-27,,25,27,-2,52,7.0,covered,49.0,over,26,38,68.4,288,1,1,2,16,90.2,27,115,4.26,2,403,67,6.0149,62,6.0323,1,32:07,3:11,4,78,3,18,7,96,22,8,13,1,14,6,42.9%,1,0,0.0%,3,2,1,2,2,1,,,5,234,46.80
JAX,2020,2020-11-29,1:00,1:00,,CLE,12,11,Sun,L 25-27,,25,27,-2,52,7.5,covered,48.0,over,20,35,57.1,235,2,0,0,0,96.7,25,140,5.60,1,375,60,6.2500,64,7.1719,,27:19,3:12,5,24,6,47,11,71,22,8,12,2,13,5,38.5%,1,1,100.0%,3,1,1,3,2,2,,,3,137,45.67
PHI,2020,2020-10-04,8:20,5:20,@,SFO,4,4,Sun,W 25-20,,25,20,5,45,8.5,covered,45.5,under,18,28,64.3,174,1,1,3,19,81.4,28,93,3.32,1,267,59,4.5254,70,5.9571,1,29:29,3:09,3,25,6,42,9,67,18,6,9,3,13,4,30.8%,2,2,100.0%,3,2,2,1,1,1,1,,6,307,51.17
LVR,2020,2020-12-26,8:15,5:15,,MIA,16,15,Sat,L 25-26,,25,26,-1,51,3.0,covered,48.0,over,21,34,61.8,314,1,0,3,22,104.5,24,104,4.33,1,418,61,6.8525,63,6.0794,1,26:59,3:05,4,40,5,76,9,116,23,5,15,3,10,0,0.0%,2,1,50.0%,2,2,1,4,4,0,,,4,168,42.00
TAM,2020,2020-11-02,8:15,8:15,@,NYG,8,8,Mon,W 25-23,,25,23,2,48,-13.0,not covered,47.0,over,28,40,70.0,263,2,0,2,16,106.1,24,81,3.38,0,344,66,5.2121,69,5.1739,1,30:10,3:08,3,20,7,73,10,93,23,3,18,2,12,4,33.3%,1,1,100.0%,2,1,1,4,4,1,,,3,126,42.00
WAS,2020,2020-10-25,1:00,1:00,,DAL,7,7,Sun,W 25-3,,25,3,22,28,1.0,covered,44.5,under,15,25,60.0,189,2,0,2,5,111.1,39,208,5.33,1,397,66,6.0152,54,2.6296,,36:24,2:53,4,30,6,49,10,79,21,10,8,3,15,9,60.0%,1,0,0.0%,3,2,2,2,1,1,,1,2,76,38.00
BUF,2020,2020-11-01,1:00,1:00,,NWE,8,8,Sun,W 24-21,,24,21,3,45,-4.0,not covered,41.0,over,11,18,61.1,149,0,1,1,5,65.5,38,190,5.00,3,339,57,5.9474,61,5.7213,1,29:14,2:50,5,30,5,35,10,65,22,14,7,1,11,5,45.5%,0,0,,3,3,3,1,1,0,,,3,122,40.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,2020,2020-10-25,1:00,12:00,@,NOR,7,7,Sun,L 24-27,,24,27,-3,51,7.0,covered,49.5,over,23,28,82.1,246,2,0,1,8,128.3,14,37,2.64,1,283,43,6.5814,67,6.1940,,25:19,2:44,1,5,6,50,7,55,18,4,11,3,9,6,66.7%,0,0,,3,3,3,2,1,0,,,1,51,51.00
CLE,2020,2021-01-03,2:00,2:00,,PIT,17,16,Sun,W 24-22,,24,22,2,46,-10.5,not covered,44.5,over,17,27,63.0,166,1,0,4,30,97.1,31,192,6.19,2,358,62,5.7742,65,6.0615,,32:10,3:02,4,19,2,15,6,34,21,8,13,0,12,6,50.0%,2,0,0.0%,3,3,3,1,1,0,,,3,139,46.33
IND,2020,2020-12-27,1:00,1:00,@,PIT,16,15,Sun,L 24-28,,24,28,-4,52,-1.0,not covered,43.5,over,21,34,61.8,238,1,1,5,32,84.2,28,127,4.54,2,365,67,5.4478,64,5.5313,2,32:28,3:10,9,83,6,49,15,132,21,10,10,1,13,5,38.5%,1,0,0.0%,3,3,3,1,1,0,,,5,212,42.40
ARI,2020,2020-09-13,4:25,1:25,@,SFO,1,1,Sun,W 24-20,,24,20,4,44,7.0,covered,48.5,under,26,40,65.0,224,1,1,2,6,78.1,36,180,5.00,2,404,78,5.1795,61,6.0000,1,31:26,3:04,9,102,5,53,14,155,29,13,12,4,14,7,50.0%,0,0,,3,3,3,3,1,0,,,4,191,47.75
DET,2020,2020-12-13,4:25,4:25,,GNB,14,13,Sun,L 24-31,,24,31,-7,55,9.5,covered,55.5,under,27,40,67.5,242,1,0,4,31,95.1,15,51,3.40,2,293,59,4.9661,64,6.4063,,24:30,3:08,4,30,12,68,16,98,27,5,17,5,10,5,50.0%,0,0,,3,3,3,1,1,0,,,3,134,44.67
GNB,2020,2020-11-15,1:00,12:00,,JAX,10,9,Sun,W 24-20,,24,20,4,44,-13.5,not covered,47.5,under,24,34,70.6,315,2,1,1,10,108.1,25,80,3.20,1,395,60,6.5833,61,4.2623,2,31:41,3:15,4,35,7,86,11,121,16,3,11,2,13,5,38.5%,1,0,0.0%,3,3,3,1,1,0,,,5,215,43.00
GNB,2020,2020-12-19,8:15,7:15,,CAR,15,14,Sat,W 24-16,,24,16,8,40,-8.0,push,51.5,under,20,29,69.0,96,1,0,5,47,91.6,27,195,7.22,2,291,61,4.7705,65,5.6000,,29:09,3:05,5,50,7,66,12,116,20,9,8,3,12,5,41.7%,0,0,,3,3,3,1,1,0,,,6,275,45.83
