Player,Pos,Team,Games,Snaps,Snap %,Season,Week
Kyle Fuller,CB,CHI,1,76,0.99,2019,7
Jimmie Ward,CB,SFO,1,45,1.0,2019,7
Demarcus Lawrence,DE,DAL,1,43,0.72,2019,7
Preston Brown,LB,CIN,1,48,0.6,2019,7
Phillip Gaines,CB,HOU,1,71,0.97,2019,7
Jaylen Watkins,CB,LAC,1,10,0.16,2019,7
Bashaud Breeland,CB,KAN,1,42,0.62,2019,7
Cassius Marsh,DE,ARI,1,24,0.34,2019,7
Maurice Alexander,S,BUF,1,47,0.64,2019,7
DaQuan Jones,DT,TEN,1,38,0.6,2019,7
Anthony Hitchens,LB,KAN,1,33,0.49,2019,7
Pierre Desir,CB,IND,1,63,1.0,2019,7
Ricardo Allen,S,ATL,1,75,0.99,2019,7
Devon Kennard,LB,DET,1,69,0.93,2019,7
Bennett Jackson,CB,BAL,1,1,0.01,2019,7
Shamar Stephen,DT,MIN,1,39,0.52,2019,7
Shelby Harris,DE,DEN,1,31,0.49,2019,7
Michael Thomas,S,NYG,1,34,0.53,2019,7
Kerry Hyder,DT,DAL,1,34,0.57,2019,7
Malcolm Butler,CB,TEN,1,62,0.98,2019,7
K'Waun Williams,CB,SFO,1,30,0.67,2019,7
Terrence Brooks,S,NWE,1,39,0.65,2019,7
Josh Mauro,DT,OAK,1,31,0.53,2019,7
Zach Kerr,DT,ARI,1,12,0.17,2019,7
Brandon Copeland,LB,NYJ,1,31,0.38,2019,7
Neiko Thorpe,CB,SEA,1,1,0.02,2019,7
Denico Autry,DT,IND,1,46,0.73,2019,7
Brandon Dunn,DT,HOU,1,33,0.45,2019,7
Joe Thomas,LB,DAL,1,17,0.28,2019,7
Mike Purcell,DT,DEN,1,37,0.57,2019,7
Daniel Sorensen,S,KAN,1,43,0.63,2019,7
Todd Davis,LB,DEN,1,58,0.92,2019,7
Leonard Williams,DE,NYJ,1,51,0.62,2019,7
Landon Collins,S,WAS,1,64,1.0,2019,7
Trae Waynes,CB,MIN,1,64,0.85,2019,7
Danny Shelton,DT,NWE,1,33,0.55,2019,7
Eddie Goldman,DT,CHI,1,40,0.52,2019,7
Jordan Phillips,DT,BUF,1,39,0.53,2019,7
Marcus Peters,CB,BAL,1,64,0.9,2019,7
Arik Armstead,DE,SFO,1,37,0.82,2019,7
Byron Jones,S,DAL,1,60,1.0,2019,7
Benardrick McKinney,LB,HOU,1,68,0.93,2019,7
Adrian Amos,S,GNB,1,62,0.94,2019,7
Kevin Johnson,CB,BUF,1,9,0.12,2019,7
Dante Fowler,DE,LAR,1,43,0.77,2019,7
Vic Beasley,LB,ATL,1,44,0.58,2019,7
Malcom Brown,DT,NOR,1,26,0.41,2019,7
Eric Kendricks,LB,MIN,1,75,1.0,2019,7
Carl Davis,DE,IND,1,7,0.11,2019,7
Preston Smith,LB,GNB,1,44,0.67,2019,7
Danielle Hunter,DE,MIN,1,68,0.91,2019,7
Eric Rowe,CB,MIA,1,55,1.0,2019,7
Grady Jarrett,DT,ATL,1,46,0.61,2019,7
Denzel Perryman,LB,LAC,1,42,0.68,2019,7
Trey Flowers,DE,DET,1,34,0.46,2019,7
Mario Edwards,DE,NOR,1,22,0.34,2019,7
Markus Golden,LB,NYG,1,53,0.83,2019,7
Kwon Alexander,LB,SFO,1,45,1.0,2019,7
Za'Darius Smith,LB,GNB,1,49,0.74,2019,7
Jaquiski Tartt,S,SFO,1,45,1.0,2019,7
Bobby McCain,CB,MIA,1,55,1.0,2019,7
Darryl Roberts,CB,NYJ,1,78,0.95,2019,7
Christian Covington,DT,DAL,1,26,0.43,2019,7
Angelo Blackson,DT,HOU,1,35,0.48,2019,7
D.J. Alexander,LB,JAX,1,10,0.14,2019,7
Damien Wilson,LB,KAN,1,33,0.49,2019,7
Jordan Hicks,LB,ARI,1,70,1.0,2019,7
Olsen Pierre,DE,NYG,1,16,0.25,2019,7
Quandre Diggs,S,DET,1,55,0.74,2019,7
Dean Marlowe,S,BUF,1,5,0.07,2019,7
David Mayo,LB,NYG,1,29,0.45,2019,7
Tyeler Davison,DT,ATL,1,40,0.53,2019,7
Rodney Gunter,DT,ARI,1,39,0.56,2019,7
Frank Clark,DE,KAN,1,51,0.75,2019,7
Justin March,LB,DAL,1,3,0.05,2019,7
Justin Coleman,CB,DET,1,65,0.88,2019,7
Troy Hill,CB,LAR,1,46,0.82,2019,7
Quinton Dunbar,CB,WAS,1,64,1.0,2019,7
T.Y. McGill,DT,LAC,1,9,0.15,2019,7
Clayton Geathers,S,IND,1,36,0.57,2019,7
Anthony Harris,S,MIN,1,75,1.0,2019,7
Casey Kreiter,LB,DEN,1,1,1.0,2019,7
Jake McQuaide,LB,LAR,1,1,1.0,2019,7
Joey Bosa,DE,LAC,1,50,0.81,2019,7
Jalen Ramsey,CB,LAR,1,36,0.64,2019,7
Emmanuel Ogbah,DE,KAN,1,44,0.65,2019,7
DeForest Buckner,DT,SFO,1,40,0.89,2019,7
Myles Jack,LB,JAX,1,70,0.99,2019,7
Shaq Lawson,DE,BUF,1,35,0.48,2019,7
Mackensie Alexander,CB,MIN,1,60,0.8,2019,7
A'Shawn Robinson,DT,DET,1,50,0.68,2019,7
Jaylon Smith,LB,DAL,1,57,0.95,2019,7
Austin Johnson,DT,TEN,1,8,0.13,2019,7
Shilique Calhoun,LB,NWE,1,21,0.35,2019,7
Reggie Ragland,LB,KAN,1,25,0.37,2019,7
Jonathan Bullard,DT,ARI,1,32,0.46,2019,7
Eli Apple,CB,NOR,1,64,1.0,2019,7
Darron Lee,LB,KAN,1,2,0.03,2019,7
Andrew Billings,DT,CIN,1,47,0.59,2019,7
Leonard Floyd,LB,CHI,1,62,0.81,2019,7
Maliek Collins,DT,DAL,1,41,0.68,2019,7
Kenny Clark,DT,GNB,1,46,0.7,2019,7
Darian Thompson,S,DAL,1,9,0.15,2019,7
Jarran Reed,DT,SEA,1,49,0.84,2019,7
Noah Spence,DE,WAS,1,5,0.08,2019,7
Vonn Bell,S,NOR,1,64,1.0,2019,7
Jordan Jenkins,LB,NYJ,1,59,0.72,2019,7
Vince Biegel,LB,MIA,1,33,0.6,2019,7
Antwaun Woods,DT,DAL,1,34,0.57,2019,7
Jalen Mills,S,PHI,1,63,0.91,2019,7
Anthony Zettel,DT,CIN,1,30,0.38,2019,7
Will Redmond,CB,GNB,1,62,0.94,2019,7
Karl Joseph,S,OAK,1,58,1.0,2019,7
Yannick Ngakoue,DE,JAX,1,63,0.89,2019,7
Sheldon Rankins,DT,NOR,1,36,0.56,2019,7
Hassan Ridgeway,DT,PHI,1,23,0.33,2019,7
Kyler Fackrell,LB,GNB,1,28,0.42,2019,7
Sheldon Day,DT,SFO,1,14,0.31,2019,7
Deion Jones,LB,ATL,1,70,0.92,2019,7
Nick Vigil,LB,CIN,1,80,1.0,2019,7
Kamalei Correa,LB,TEN,1,15,0.24,2019,7
Blake Martinez,LB,GNB,1,62,0.94,2019,7
Erik Harris,S,OAK,1,58,1.0,2019,7
Jihad Ward,DT,BAL,1,39,0.55,2019,7
Kevin Byard,S,TEN,1,63,1.0,2019,7
Daryl Worley,CB,OAK,1,55,0.95,2019,7
Justin Simmons,S,DEN,1,61,0.97,2019,7
B.J. Goodson,LB,GNB,1,40,0.61,2019,7
De'Vondre Campbell,LB,ATL,1,73,0.96,2019,7
David Onyemata,DT,NOR,1,35,0.55,2019,7
Deon Bush,S,CHI,1,2,0.03,2019,7
Dean Lowry,DE,GNB,1,48,0.73,2019,7
Jordan Lucas,S,KAN,1,5,0.07,2019,7
Jonathan Jones,CB,NWE,1,44,0.73,2019,7
Elandon Roberts,LB,NWE,1,19,0.27,2019,7
Kamu Grugier-Hill,LB,PHI,1,58,0.84,2019,7
Matthew Judon,LB,BAL,1,57,0.8,2019,7
Jarrod Wilson,S,JAX,1,70,0.99,2019,7
D.J. Reader,DT,HOU,1,55,0.75,2019,7
LeShaun Sims,CB,TEN,1,17,0.27,2019,7
Will Parks,S,DEN,1,17,0.27,2019,7
Joe Walker,LB,ARI,1,7,0.1,2019,7
Romeo Okwara,DE,DET,1,45,0.61,2019,7
Matt Ioannidis,DE,WAS,1,45,0.7,2019,7
Roy Robertson-Harris,DT,CHI,1,44,0.57,2019,7
Stephen Weatherly,DE,MIN,1,10,0.13,2019,7
Ronald Blair,DE,SFO,1,12,0.27,2019,7
Marqui Christian,S,LAR,1,44,0.79,2019,7
Quinton Jefferson,DT,SEA,1,17,0.29,2019,7
Tony McRae,CB,CIN,1,55,0.69,2019,7
Michael Pierce,DT,BAL,1,43,0.61,2019,7
Brennan Scarlett,LB,HOU,1,32,0.44,2019,7
Kyle Peko,DT,BUF,1,21,0.29,2019,7
Antonio Hamilton,CB,NYG,1,9,0.14,2019,7
Branden Jackson,DE,SEA,1,32,0.55,2019,7
Rolan Milligan,S,IND,1,26,0.41,2019,7
Reggie Gilbert,LB,TEN,1,22,0.35,2019,7
Brian Poole,S,NYJ,1,58,0.71,2019,7
Sharrod Neasman,S,ATL,1,1,0.01,2019,7
Cory Littleton,LB,LAR,1,46,0.82,2019,7
Morgan Fox,DE,LAR,1,22,0.39,2019,7
Jonathan Allen,DE,WAS,1,52,0.81,2019,7
Solomon Thomas,DE,SFO,1,19,0.42,2019,7
Jamal Adams,S,NYJ,1,82,1.0,2019,7
Marshon Lattimore,CB,NOR,1,64,1.0,2019,7
Jabrill Peppers,S,NYG,1,64,1.0,2019,7
Derek Barnett,DE,PHI,1,52,0.75,2019,7
Zach Cunningham,LB,HOU,1,65,0.89,2019,7
Marlon Humphrey,CB,BAL,1,71,1.0,2019,7
Takkarist McKinley,LB,ATL,1,47,0.62,2019,7
Taco Charlton,DE,MIA,1,54,0.98,2019,7
Haason Reddick,LB,ARI,1,63,0.9,2019,7
Charles Harris,DE,MIA,1,38,0.69,2019,7
Chris Wormley,DT,BAL,1,18,0.25,2019,7
Jarrad Davis,LB,DET,1,71,0.96,2019,7
Tyus Bowser,LB,BAL,1,21,0.3,2019,7
Gareon Conley,CB,OAK,1,56,0.97,2019,7
Adoree' Jackson,CB,TEN,1,40,0.63,2019,7
Kevin King,CB,GNB,1,58,0.88,2019,7
Brandon Wilson,S,CIN,1,13,0.16,2019,7
Tre'Davious White,CB,BUF,1,71,0.97,2019,7
Davon Godchaux,DT,MIA,1,40,0.73,2019,7
Raekwon McMillan,LB,MIA,1,40,0.73,2019,7
Marcus Maye,S,NYJ,1,78,0.95,2019,7
Harvey Langi,LB,NYJ,1,7,0.09,2019,7
Deatrich Wise,DE,NWE,1,19,0.32,2019,7
Ryan Glasgow,DT,CIN,1,19,0.24,2019,7
Jordan Willis,LB,NYJ,1,23,0.28,2019,7
Jordan Evans,LB,CIN,1,6,0.08,2019,7
Chuck Clark,S,BAL,1,71,1.0,2019,7
Nate Hairston,CB,NYJ,1,5,0.06,2019,7
Quincy Wilson,CB,IND,1,19,0.3,2019,7
Anthony Walker,LB,IND,1,34,0.54,2019,7
Grover Stewart,DT,IND,1,31,0.49,2019,7
Tarell Basham,DE,NYJ,1,43,0.52,2019,7
Dawuane Smoot,DE,JAX,1,29,0.41,2019,7
Dylan Cole,LB,HOU,1,17,0.23,2019,7
Jamal Carter,S,ATL,1,39,0.51,2019,7
DeMarcus Walker,DE,DEN,1,32,0.49,2019,7
Isaac Rochell,DE,LAC,1,32,0.52,2019,7
Desmond King,CB,LAC,1,41,0.66,2019,7
Rayshawn Jenkins,S,LAC,1,62,1.0,2019,7
Tanoh Kpassagnon,DE,KAN,1,52,0.76,2019,7
Jourdan Lewis,CB,DAL,1,42,0.7,2019,7
Chidobe Awuzie,CB,DAL,1,60,1.0,2019,7
Xavier Woods,S,DAL,1,60,1.0,2019,7
Rasul Douglas,CB,PHI,1,63,0.91,2019,7
Nathan Gerry,LB,PHI,1,69,1.0,2019,7
Dalvin Tomlinson,DT,NYG,1,30,0.47,2019,7
Fabian Moreau,CB,WAS,1,63,0.98,2019,7
Montae Nicholson,S,WAS,1,31,0.48,2019,7
Ryan Anderson,LB,WAS,1,20,0.31,2019,7
Eddie Jackson,S,CHI,1,76,0.99,2019,7
Jalen Reeves-Maybin,LB,DET,1,2,0.03,2019,7
Montravius Adams,DT,GNB,1,27,0.41,2019,7
Ifeadi Odenigbo,DE,MIN,1,19,0.25,2019,7
Jaleel Johnson,DT,MIN,1,20,0.27,2019,7
Eric Wilson,LB,MIN,1,16,0.21,2019,7
Damontae Kazee,S,ATL,1,56,0.74,2019,7
Duke Riley,LB,PHI,1,4,0.06,2019,7
Daeshon Hall,DE,PHI,1,9,0.13,2019,7
Al-Quadin Muhammad,DE,IND,1,34,0.54,2019,7
Marcus Williams,S,NOR,1,65,1.0,2019,7
Rudy Ford,S,PHI,1,1,0.01,2019,7
Budda Baker,S,ARI,1,70,1.0,2019,7
Samson Ebukam,LB,LAR,1,35,0.63,2019,7
Tanzel Smart,DT,LAR,1,20,0.36,2019,7
Tedric Thompson,S,SEA,1,58,1.0,2019,7
Shaquill Griffin,CB,SEA,1,57,0.98,2019,7
Adam Butler,DT,NWE,1,25,0.42,2019,7
Josh Tupou,DT,CIN,1,43,0.54,2019,7
Michael Davis,CB,LAC,1,62,1.0,2019,7
Nicholas Morrow,LB,OAK,1,58,1.0,2019,7
Breon Borders,CB,JAX,1,3,0.04,2019,7
Joe Jones,LB,DEN,1,3,0.05,2019,7
Jamal Perry,CB,MIA,1,33,0.6,2019,7
Isaiah Irving,LB,CHI,1,14,0.18,2019,7
Ryan Lewis,CB,MIA,1,33,0.6,2019,7
Rashaad Coward,DT,CHI,1,64,64.0,2019,7
Daron Payne,DT,WAS,1,54,0.84,2019,7
Roquan Smith,LB,CHI,1,53,0.69,2019,7
Sam Hubbard,DE,CIN,1,72,0.9,2019,7
Marcus Davenport,DE,NOR,1,44,0.69,2019,7
Ronnie Harrison,S,JAX,1,70,0.99,2019,7
Justin Reid,S,HOU,1,73,1.0,2019,7
Rashaan Evans,LB,TEN,1,61,0.97,2019,7
Taven Bryan,DT,JAX,1,27,0.38,2019,7
Harold Landry,LB,TEN,1,59,0.94,2019,7
Isaiah Oliver,CB,ATL,1,44,0.58,2019,7
Jaire Alexander,CB,GNB,1,62,0.94,2019,7
Lorenzo Carter,LB,NYG,1,55,0.86,2019,7
Josey Jewell,LB,DEN,1,3,0.05,2019,7
Tremaine Edmunds,LB,BUF,1,72,0.99,2019,7
Tim Settle,DT,WAS,1,10,0.16,2019,7
Leighton Vander Esch,LB,DAL,1,22,0.37,2019,7
Jerome Baker,LB,MIA,1,55,1.0,2019,7
Rasheem Green,DE,SEA,1,26,0.45,2019,7
Derrick Nnadi,DT,KAN,1,33,0.49,2019,7
Kyzir White,LB,LAC,1,21,0.34,2019,7
Hercules Mata'afa,LB,MIN,1,14,0.19,2019,7
Josh Sweat,DE,PHI,1,23,0.33,2019,7
Poona Ford,DT,SEA,1,33,0.57,2019,7
Anthony Averett,CB,BAL,1,11,0.15,2019,7
Darius Leonard,LB,IND,1,63,1.0,2019,7
Andrew Brown,DE,CIN,1,66,0.83,2019,7
Duke Dawson,CB,DEN,1,22,0.35,2019,7
B.J. Hill,DT,NYG,1,19,0.3,2019,7
Armani Watts,S,KAN,1,2,0.03,2019,7
Brandon Facyson,CB,LAC,1,5,0.08,2019,7
Folorunso Fatukasi,DT,NYJ,1,32,0.39,2019,7
Dorian O'Daniel,LB,KAN,1,1,0.01,2019,7
Taron Johnson,CB,BUF,1,34,0.47,2019,7
J.C. Jackson,CB,NWE,1,35,0.58,2019,7
P.J. Hall,DT,OAK,1,33,0.57,2019,7
Davontae Harris,CB,DEN,1,61,0.97,2019,7
Shaun Dion Hamilton,LB,WAS,1,25,0.39,2019,7
Uchenna Nwosu,LB,LAC,1,38,0.61,2019,7
Tony Brown,CB,GNB,1,1,0.01,2019,7
Travin Howard,LB,LAR,1,9,0.16,2019,7
Leon Jacobs,LB,JAX,1,4,0.06,2019,7
Christian Wilkins,DT,MIA,1,2,0.04,2019,7
Fred Warner,LB,SFO,1,45,1.0,2019,7
Keion Crossen,CB,HOU,1,29,0.4,2019,7
Ja'Whaun Bentley,LB,NWE,1,20,0.33,2019,7
Jessie Bates,S,CIN,1,79,0.99,2019,7
Simeon Thomas,CB,WAS,1,6,0.09,2019,7
Zach Sieler,DE,BAL,1,4,0.06,2019,7
Matthew Adams,LB,IND,1,4,0.06,2019,7
Isaac Yiadom,CB,DEN,1,3,0.05,2019,7
Maurice Hurst,DT,OAK,1,22,0.38,2019,7
Troy Apke,S,WAS,1,35,0.55,2019,7
Bilal Nichols,DT,CHI,1,52,0.68,2019,7
Tracy Walker,S,DET,1,62,0.84,2019,7
Oren Burks,LB,GNB,1,14,0.21,2019,7
Josh Jackson,CB,GNB,1,5,0.08,2019,7
Foyesade Oluokun,LB,ATL,1,10,0.13,2019,7
Jullian Taylor,DT,SFO,1,6,0.13,2019,7
Sebastian Joseph-Day,DT,LAR,1,12,0.21,2019,7
Ogbonnia Okoronkwo,LB,LAR,1,23,0.41,2019,7
Tre Flowers,CB,SEA,1,57,0.98,2019,7
Jacob Martin,LB,HOU,1,9,0.12,2019,7
Levi Wallace,CB,BUF,1,71,0.97,2019,7
John Atkins,DT,DET,1,41,0.55,2019,7
Trent Harris,DE,MIA,1,22,0.4,2019,7
Chris Board,S,BAL,1,1,0.01,2019,7
George Odum,DB,IND,1,27,0.43,2019,7
Tre Herndon,CB,JAX,1,70,0.99,2019,7
Trey Marshall,CB,DEN,1,3,0.05,2019,7
Ben Niemann,LB,KAN,1,35,0.51,2019,7
Charvarius Ward,CB,KAN,1,67,0.99,2019,7
Jeremy Reaves,S,WAS,1,1,0.02,2019,7
Chandon Sullivan,CB,GNB,1,19,0.29,2019,7
Grant Haley,CB,NYG,1,63,0.98,2019,7
Abdullah Anderson,DT,CHI,1,33,0.43,2019,7
Tyler Lancaster,DT,GNB,1,33,0.5,2019,7
Chris Lammons,CB,MIA,1,12,0.22,2019,7
Sean Chandler,CB,NYG,1,2,0.03,2019,7
Emmanuel Moseley,CB,SFO,1,45,1.0,2019,7
Craig James,CB,PHI,1,4,0.06,2019,7
Mike Ford,CB,DET,1,4,0.05,2019,7
Darious Williams,CB,LAR,1,19,0.34,2019,7
Alexander Johnson,LB,DEN,1,42,0.67,2019,7
Sam Eguavoen,LB,MIA,1,15,0.27,2019,7
Nick Bosa,DE,SFO,1,38,0.84,2019,7
Quinnen Williams,DT,NYJ,1,41,0.5,2019,7
Josh Allen,DE,JAX,1,38,0.54,2019,7
Ed Oliver,DT,BUF,1,34,0.47,2019,7
Clelin Ferrell,DE,OAK,1,36,0.62,2019,7
Jeffery Simmons,DT,TEN,1,20,0.32,2019,7
Deandre Baker,CB,NYG,1,63,0.98,2019,7
Rashan Gary,DT,GNB,1,18,0.27,2019,7
Dexter Lawrence,DT,NYG,1,41,0.64,2019,7
Dre'Mont Jones,DT,DEN,1,16,0.24,2019,7
Montez Sweat,DE,WAS,1,44,0.69,2019,7
Deionte Thompson,S,ARI,1,63,0.9,2019,7
Jerry Tillery,DT,LAC,1,43,0.69,2019,7
Byron Murphy,CB,ARI,1,70,1.0,2019,7
Oshane Ximines,LB,NYG,1,35,0.55,2019,7
Taylor Rapp,S,LAR,1,54,0.96,2019,7
Trayvon Mullen,CB,OAK,1,1,0.02,2019,7
Jaylon Ferguson,DE,BAL,1,45,0.63,2019,7
Juan Thornhill,S,KAN,1,63,0.93,2019,7
Chase Winovich,DE,NWE,1,20,0.33,2019,7
Joe Jackson,DE,DAL,1,20,0.33,2019,7
T.J. Edwards,LB,PHI,1,21,0.3,2019,7
Charles Omenihu,DE,HOU,1,18,0.25,2019,7
Germaine Pratt,LB,CIN,1,22,0.28,2019,7
Carl Granderson,DE,NOR,1,20,0.31,2019,7
Dre Greenlaw,LB,SFO,1,14,0.31,2019,7
John Cominsky,DE,ATL,1,23,0.3,2019,7
Natrez Patrick,LB,LAR,1,8,0.14,2019,7
Jahlani Tavai,LB,DET,1,60,0.81,2019,7
Emeke Egbule,LB,LAC,1,13,0.21,2019,7
Lonnie Johnson,CB,HOU,1,73,1.0,2019,7
Khari Willis,S,IND,1,63,1.0,2019,7
Blake Cashman,LB,NYJ,1,74,0.9,2019,7
Ken Webster,CB,MIA,1,43,0.78,2019,7
Drue Tranquill,LB,LAC,1,21,0.34,2019,7
Justin Hollins,LB,DEN,1,8,0.13,2019,7
Nick Scott,S,LAR,1,1,0.02,2019,7
Saquan Hampton,S,NOR,1,18,0.28,2019,7
Ben Banogu,DE,IND,1,13,0.21,2019,7
L.J. Collier,LB,SEA,1,9,0.16,2019,7
Rock Ya-Sin,CB,IND,1,63,1.0,2019,7
Kingsley Keke,DT,GNB,1,7,0.11,2019,7
Ka'dar Hollman,CB,GNB,1,4,0.06,2019,7
Marquise Blair,S,SEA,1,58,1.0,2019,7
Nik Needham,CB,MIA,1,37,0.67,2019,7
Khalen Saunders,DT,KAN,1,27,0.4,2019,7
Amani Hooker,S,TEN,1,17,0.27,2019,7
David Long,CB,LAR,1,9,0.16,2019,7
Joejuan Williams,CB,NWE,1,15,0.25,2019,7
C.J. Gardner-Johnson,CB,NOR,1,58,0.91,2019,7
Kendall Sheffield,CB,ATL,1,76,1.0,2019,7
Malik Reed,LB,DEN,1,53,0.84,2019,7
Bobby Okereke,LB,IND,1,16,0.25,2019,7
Quincy Williams,LB,JAX,1,46,0.65,2019,7
Trysten Hill,DT,DAL,1,13,0.22,2019,7
Will Harris,S,DET,1,23,0.31,2019,7
Darryl Johnson,DE,BUF,1,21,0.29,2019,7
Byron Cowart,DT,NWE,1,5,0.08,2019,7
Renell Wren,DT,CIN,1,21,0.26,2019,7
E.J. Speed,LB,IND,1,2,0.03,2019,7
Xavier Crawford,DB,HOU,1,3,0.04,2019,7
David Long,LB,TEN,1,9,0.14,2019,7
Cortez Broughton,DT,LAC,1,18,0.29,2019,7
Rashad Fenton,DB,KAN,1,38,0.56,2019,7
Maxx Crosby,DE,OAK,1,41,0.71,2019,7
Jimmy Moreland,CB,WAS,1,35,0.55,2019,7
Cole Holcomb,LB,WAS,1,29,0.45,2019,7
Kyle Phillips,DT,NYJ,1,53,0.65,2019,7
Shakial Taylor,CB,IND,1,31,0.49,2019,7
Shy Tuttle,DT,NOR,1,14,0.22,2019,7
Troy Reeder,LB,LAR,1,19,0.34,2019,7
Roderic Teamer,S,LAC,1,62,1.0,2019,7
Justin Phillips,LB,OAK,1,14,0.24,2019,7
Tuzar Skipper,DE,NYG,1,1,0.02,2019,7
Jake Gervase,S,LAR,1,1,0.02,2019,7
Kevin Strong,DT,DET,1,44,0.59,2019,7
Isaiah Mack,DT,TEN,1,9,0.14,2019,7
Jalen Thompson,S,ARI,1,7,0.1,2019,7
Patrick Peterson,CB,ARI,1,69,0.93,2019,8
Adrian Clayborn,DE,ATL,1,22,0.35,2019,8
Prince Amukamara,CB,CHI,1,44,0.98,2019,8
Cameron Heyward,DE,PIT,1,48,0.84,2019,8
Von Miller,LB,DEN,1,60,0.94,2019,8
J.J. Watt,DE,HOU,1,28,0.51,2019,8
Allen Bailey,DE,ATL,1,38,0.61,2019,8
Justin Houston,DE,IND,1,50,0.68,2019,8
Ryan Kerrigan,DE,WAS,1,51,0.71,2019,8
Cameron Jordan,DE,NOR,1,43,0.88,2019,8
Brooks Reed,DE,ARI,1,23,0.31,2019,8
Jabaal Sheard,DE,IND,1,55,0.75,2019,8
Jurrell Casey,DE,TEN,1,62,0.77,2019,8
K.J. Wright,LB,SEA,1,68,0.89,2019,8
Buster Skrine,CB,CHI,1,38,0.84,2019,8
Richard Sherman,CB,SFO,1,53,0.77,2019,8
Colin Jones,S,CAR,1,1,0.01,2019,8
Lawrence Guy,DT,NWE,1,32,0.52,2019,8
Terrell Suggs,LB,ARI,1,53,0.72,2019,8
Mike Adams,S,HOU,1,14,0.25,2019,8
Thomas Davis,LB,LAC,1,66,0.83,2019,8
Antoine Bethea,S,NYG,1,62,0.98,2019,8
Eric Weddle,S,LAR,1,80,1.0,2019,8
Lorenzo Alexander,LB,BUF,1,31,0.42,2019,8
Tramon Williams,CB,GNB,1,53,0.9,2019,8
Calais Campbell,DE,JAX,1,49,0.84,2019,8
Wesley Woodyard,LB,TEN,1,10,0.12,2019,8
Cameron Wake,LB,TEN,1,32,0.4,2019,8
Malcolm Jenkins,S,PHI,1,59,0.98,2019,8
Patrick Chung,S,NWE,1,54,0.87,2019,8
Jason McCourty,CB,NWE,1,42,0.68,2019,8
Ndamukong Suh,DE,TAM,1,48,0.79,2019,8
Gerald McCoy,DT,CAR,1,35,0.51,2019,8
Joe Haden,CB,PIT,1,57,1.0,2019,8
Carlos Dunlap,DE,CIN,1,38,0.63,2019,8
Brandon Graham,DE,PHI,1,44,0.73,2019,8
Everson Griffen,DE,MIN,1,35,0.83,2019,8
Jason Pierre-Paul,DE,TAM,1,42,0.69,2019,8
Devin McCourty,S,NWE,1,62,1.0,2019,8
Jerry Hughes,DE,BUF,1,43,0.59,2019,8
Kareem Jackson,S,DEN,1,64,1.0,2019,8
Morgan Burnett,S,CLE,1,69,1.0,2019,8
Geno Atkins,DT,CIN,1,41,0.68,2019,8
Tyson Alualu,DT,PIT,1,22,0.39,2019,8
Linval Joseph,DT,MIN,1,29,0.69,2019,8
Corey Peters,DT,ARI,1,52,0.7,2019,8
Al Woods,DT,SEA,1,28,0.37,2019,8
Kyle Love,DT,CAR,1,30,0.44,2019,8
Darian Stewart,S,TAM,1,1,0.02,2019,8
Andrew Sendejo,S,PHI,1,23,0.38,2019,8
Nick Bellore,LB,SEA,1,3,3.0,2019,8
Mario Addison,DE,CAR,1,39,0.57,2019,8
Chris Harris,CB,DEN,1,64,1.0,2019,8
Clinton McDonald,DT,ARI,1,16,0.22,2019,8
Tramaine Brock,CB,ARI,1,34,0.46,2019,8
Melvin Ingram,DE,LAC,1,79,0.99,2019,8
Chandler Jones,LB,ARI,1,69,0.93,2019,8
Whitney Mercilus,LB,HOU,1,54,0.98,2019,8
Vinny Curry,DE,PHI,1,26,0.43,2019,8
Dontari Poe,DT,CAR,1,38,0.56,2019,8
Fletcher Cox,DT,PHI,1,46,0.77,2019,8
Michael Brockers,DT,LAR,1,47,0.59,2019,8
Bruce Irvin,DE,CAR,1,41,0.6,2019,8
Lavonte David,LB,TAM,1,59,0.97,2019,8
Luke Kuechly,LB,CAR,1,62,0.91,2019,8
Dont'a Hightower,LB,NWE,1,39,0.63,2019,8
Bobby Wagner,LB,SEA,1,76,1.0,2019,8
Morris Claiborne,CB,KAN,1,27,0.4,2019,8
Janoris Jenkins,CB,NYG,1,62,0.98,2019,8
Mark Barron,LB,PIT,1,38,0.67,2019,8
Harrison Smith,S,MIN,1,42,1.0,2019,8
Stephon Gilmore,CB,NWE,1,62,1.0,2019,8
Casey Hayward,CB,LAC,1,78,0.98,2019,8
Derek Wolfe,DE,DEN,1,44,0.69,2019,8
Mychal Kendricks,LB,SEA,1,48,0.63,2019,8
Tavon Wilson,S,DET,1,61,0.82,2019,8
Trumaine Johnson,CB,NYJ,1,12,0.16,2019,8
Olivier Vernon,DE,CLE,1,69,1.0,2019,8
Demario Davis,LB,NOR,1,49,1.0,2019,8
Kyle Wilber,LB,OAK,1,3,0.04,2019,8
Coty Sensabaugh,CB,DEN,1,8,0.13,2019,8
Tahir Whitehead,LB,OAK,1,79,1.0,2019,8
Josh Norman,CB,WAS,1,43,0.6,2019,8
Jack Crawford,DE,ATL,1,17,0.27,2019,8
Danny Trevathan,LB,CHI,1,45,1.0,2019,8
Steve McLendon,DT,NYJ,1,32,0.43,2019,8
Rodney McLeod,S,PHI,1,59,0.98,2019,8
Alex Okafor,DE,KAN,1,34,0.51,2019,8
William Gholston,DE,TAM,1,35,0.57,2019,8
