Team,Season,Date,Time,Away_Home,Opp,Week,G#,Day,Month,Result,OT,Points_For,Points_Against,PD,Points_Comb,Spread,Vs_Line,Over/Under,OU Result,TPass_Cmp,TPass_Att,TPass_Cmp%,TPass_Yds,TPass_TD,TPass_Int,TSack,TSack_Yds,TQB_Rate,TRush_Att,TRush_Yds,TRush_Y/A,TRush_TD,TTot_Yds,TO_Play#,TO_Y/P,TD_Play#,TD_Y/P,TTot_TO,TO_ToP,TGame_Dur,Pen,TPen_Yds,TOpp_Pen,TOpp_Pen_Yds,TComb_Pen,TComb_Pen_Yds,T1st_Downs,T1st_by_Rsh,T1st_by_Pass,T1st_by_Pen,T3rd_Down_Att,T3rd_Down_Conv,T3rd_Down%,T4th_Down_Att,T4th_Down_Conv,T4th_Down%,TTot_TD,TXP_Att,TXP_Made,TFG_Att,TFG_Made,T2Pt_Att,T2Pt_Made,TSfty,TTimes_Punted,TPunt_Yds,TPunt_Yds_Avg,TOpp_Tot_TD,TOpp_XP_Att,TOpp_XP_Made,TOpp_FG_Att,TOpp_FG_Made,TOpp_Sfty,TOpp_Pass_Cmp,TOpp_Pass_Att,TOpp_Pass_Cmp%,TOpp_Pass_Yds,TOpp_Pass_TD,TOpp_Pass_Int,TOpp_Sk,TOpp_Sk_Yds,TOpp_QB_Rate,TOpp_Rush_Att,TOpp_Rush_Yds,TOpp_Rush_Y/A,TOpp_Rush_TD,TOpp_Tot_Yds,TOpp_Tot_TO,TOpp_1st_Downs,TOpp_1st_by_Rsh,TOpp_1st_by_Pass,TOpp_1st_by_Pen,TOpp_3rd_Down_Att,TOpp_3rd_Down_Conv,TOpp_3rd_Down%,TOpp_4th_Down_Att,TOpp_4th_Down_Conv,TOpp_4th_Down%,TMargin_Rush,TMargin_Pass,TMargin_TotYds,TTO_TD,TKR_TD,TPR_TD,TInt_TD,TFmb_TD,TOtherRet_TD,TAll_Ret_TD,TMar_Thru_Q1,TMar_Thru_Q2,TMar_Thru_Q3,TScore_Diff_Q1,TScore_Diff_Q2,TScore_Diff_Q3,TScore_Diff_Q4,TScore_Diff_1stHalf,TScore_Diff_2ndHalf
NOR,2016,2016-11-27,1:00,Home,LAR,12,11,Sun,11,W 49-21,,49.0,21.0,28.0,70.0,-8.0,covered,45.0,over,29.0,37.0,0.7837837837837838,346.0,5.0,0.0,2.0,14.0,146.8,32.0,209.0,6.53,2.0,555.0,71.0,7.8169,52.0,4.75,1.0,2156.0,11280.0,6.0,45.0,6.0,62.0,12.0,107.0,27.0,9.0,17.0,1.0,13.0,6.0,0.46153846153846156,2.0,2.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,179.0,44.75,3.0,3.0,3.0,0.0,0.0,0.0,20.0,32.0,0.625,178.0,3.0,1.0,3.0,36.0,95.6,17.0,69.0,4.06,0.0,247.0,2.0,13.0,4.0,8.0,1.0,10.0,2.0,0.2,1.0,0.0,0.0,140.0,168.0,308.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,0.0,7.0,14.0,7.0,7.0,21.0
ATL,2016,2016-10-02,1:04,Home,CAR,4,4,Sun,10,W 48-33,,48.0,33.0,15.0,81.0,2.5,covered,48.5,over,28.0,37.0,0.7567567567567568,481.0,4.0,1.0,3.0,22.0,142.0,25.0,90.0,3.6,1.0,571.0,65.0,8.7846,64.0,5.9063,1.0,2029.0000000000002,11760.0,8.0,77.0,6.0,55.0,14.0,132.0,25.0,7.0,18.0,0.0,13.0,8.0,0.6153846153846154,0.0,0.0,,6.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,3.0,158.0,52.67,4.0,2.0,2.0,1.0,1.0,0.0,31.0,48.0,0.6458333333333334,329.0,3.0,2.0,1.0,8.0,87.9,15.0,49.0,3.27,0.0,378.0,2.0,20.0,3.0,16.0,1.0,16.0,7.0,0.4375,1.0,1.0,1.0,41.0,152.0,193.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,7.0,21.0,14.0,-7.0,14.0,-6.0,7.0,8.0
NOR,2016,2016-12-18,4:05,Away,ARI,15,14,Sun,12,W 48-41,,48.0,41.0,7.0,89.0,3.0,covered,48.5,over,37.0,48.0,0.7708333333333334,358.0,4.0,0.0,3.0,31.0,127.9,32.0,130.0,4.06,2.0,488.0,83.0,5.8795,56.0,7.5893,1.0,2233.0,12060.0,5.0,46.0,7.0,52.0,12.0,98.0,33.0,10.0,20.0,3.0,14.0,9.0,0.6428571428571429,1.0,1.0,1.0,6.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,30.0,30.0,6.0,6.0,5.0,1.0,0.0,0.0,28.0,40.0,0.7,309.0,2.0,0.0,1.0,9.0,109.3,15.0,116.0,7.73,3.0,425.0,2.0,26.0,7.0,17.0,2.0,10.0,5.0,0.5,1.0,1.0,1.0,14.0,49.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,1.0,-4.0,7.0,4.0,3.0
TEN,2016,2016-11-13,1:00,Home,GNB,10,10,Sun,11,W 47-25,,47.0,25.0,22.0,72.0,3.0,covered,48.5,over,20.0,27.0,0.7407407407407407,292.0,5.0,0.0,1.0,13.0,150.5,31.0,154.0,4.97,1.0,446.0,59.0,7.5593,73.0,5.5068,0.0,1771.0,12960.0,7.0,65.0,12.0,107.0,19.0,172.0,19.0,3.0,13.0,3.0,14.0,7.0,0.5,1.0,0.0,0.0,6.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,4.0,166.0,41.5,3.0,2.0,1.0,2.0,2.0,0.0,32.0,55.0,0.5818181818181818,333.0,2.0,2.0,5.0,46.0,72.8,13.0,69.0,5.31,1.0,402.0,3.0,21.0,4.0,17.0,0.0,15.0,4.0,0.26666666666666666,4.0,2.0,0.5,85.0,-41.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,16.0,21.0,-2.0,-3.0,6.0,19.0,3.0
CAR,2016,2016-09-18,1:03,Home,SFO,2,2,Sun,9,W 46-27,,46.0,27.0,19.0,73.0,-12.0,covered,44.5,over,24.0,40.0,0.6,353.0,4.0,1.0,1.0,0.0,111.8,37.0,176.0,4.76,0.0,529.0,78.0,6.7821,64.0,4.7188,4.0,2154.0,13380.0,8.0,50.0,6.0,50.0,14.0,100.0,26.0,8.0,15.0,3.0,15.0,7.0,0.4666666666666667,0.0,0.0,,5.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,123.0,41.0,3.0,3.0,3.0,2.0,2.0,0.0,17.0,36.0,0.4722222222222222,237.0,2.0,2.0,2.0,6.0,64.2,26.0,65.0,2.5,1.0,302.0,3.0,16.0,3.0,13.0,0.0,14.0,4.0,0.2857142857142857,1.0,0.0,0.0,111.0,116.0,227.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,7.0,21.0,4.0,3.0,14.0,-2.0,7.0,12.0
ATL,2016,2016-09-26,8:30,Away,NOR,3,3,Mon,9,W 45-32,,45.0,32.0,13.0,77.0,2.5,covered,54.0,over,20.0,30.0,0.6666666666666666,225.0,2.0,0.0,2.0,15.0,113.2,31.0,217.0,7.0,3.0,442.0,63.0,7.0159,79.0,6.0,0.0,1646.0,10920.0,4.0,35.0,5.0,75.0,9.0,110.0,26.0,11.0,13.0,2.0,11.0,5.0,0.45454545454545453,2.0,2.0,1.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,90.0,45.0,4.0,3.0,3.0,1.0,1.0,0.0,36.0,54.0,0.6666666666666666,359.0,3.0,1.0,2.0,17.0,96.1,23.0,115.0,5.0,1.0,474.0,2.0,32.0,9.0,21.0,2.0,13.0,7.0,0.5384615384615384,2.0,1.0,0.5,102.0,-134.0,-32.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,13.0,0.0,11.0,2.0,0.0,11.0,2.0
BUF,2016,2016-10-16,1:02,Home,SFO,6,6,Sun,10,W 45-16,,45.0,16.0,29.0,61.0,-7.5,covered,44.0,over,16.0,27.0,0.5925925925925926,179.0,2.0,0.0,3.0,0.0,103.8,44.0,313.0,7.11,4.0,492.0,74.0,6.6486,60.0,5.0,2.0,2111.0,11640.0,7.0,71.0,6.0,52.0,13.0,123.0,29.0,16.0,10.0,3.0,13.0,8.0,0.6153846153846154,0.0,0.0,,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,3.0,152.0,50.67,1.0,1.0,1.0,3.0,3.0,0.0,13.0,29.0,0.4482758620689655,167.0,1.0,0.0,3.0,20.0,74.9,28.0,133.0,4.75,0.0,300.0,1.0,16.0,8.0,7.0,1.0,13.0,3.0,0.23076923076923078,2.0,0.0,0.0,180.0,12.0,192.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,4.0,0.0,7.0,18.0,4.0,25.0
ARI,2016,2017-01-01,4:25,Away,LAR,17,16,Sun,1,W 44-6,,44.0,6.0,38.0,50.0,-7.0,covered,39.0,over,22.0,42.0,0.5238095238095238,260.0,3.0,2.0,1.0,3.0,75.8,24.0,84.0,3.5,1.0,344.0,67.0,5.1343,57.0,2.1579,2.0,1678.0,11520.0,4.0,51.0,9.0,61.0,13.0,112.0,21.0,3.0,15.0,3.0,14.0,4.0,0.2857142857142857,2.0,1.0,0.5,5.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,4.0,147.0,36.75,0.0,0.0,0.0,2.0,2.0,0.0,17.0,28.0,0.6071428571428571,71.0,0.0,2.0,7.0,72.0,35.4,22.0,52.0,2.36,0.0,123.0,3.0,9.0,2.0,5.0,2.0,14.0,2.0,0.14285714285714285,2.0,1.0,0.5,32.0,189.0,221.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,10.0,24.0,3.0,7.0,14.0,14.0,10.0,28.0
ATL,2016,2016-11-03,8:25,Away,TAM,9,9,Thu,11,W 43-28,,43.0,28.0,15.0,71.0,-4.5,covered,49.0,over,25.0,34.0,0.7352941176470589,325.0,4.0,0.0,2.0,19.0,144.7,34.0,136.0,4.0,1.0,461.0,70.0,6.5857,70.0,5.6571,1.0,2008.0000000000002,11700.0,6.0,34.0,11.0,85.0,17.0,119.0,31.0,9.0,20.0,2.0,10.0,6.0,0.6,0.0,0.0,,5.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,33.0,48.0,0.6875,326.0,4.0,0.0,2.0,10.0,115.5,20.0,70.0,3.5,0.0,396.0,2.0,23.0,3.0,18.0,2.0,14.0,8.0,0.5714285714285714,2.0,1.0,0.5,66.0,-1.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,19.0,3.0,3.0,13.0,-4.0,6.0,9.0
PIT,2016,2016-10-02,8:30,Home,KAN,4,4,Sun,10,W 43-14,,43.0,14.0,29.0,57.0,-3.0,covered,48.0,over,22.0,27.0,0.8148148148148148,287.0,5.0,0.0,2.0,13.0,152.5,26.0,149.0,5.73,1.0,436.0,55.0,7.9273,72.0,4.9583,0.0,1764.0,11520.0,9.0,68.0,7.0,40.0,16.0,108.0,18.0,4.0,13.0,1.0,11.0,6.0,0.5454545454545454,0.0,0.0,,6.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,5.0,211.0,42.2,2.0,2.0,2.0,1.0,0.0,0.0,30.0,50.0,0.6,270.0,2.0,1.0,4.0,17.0,79.6,18.0,87.0,4.83,0.0,357.0,2.0,22.0,3.0,17.0,2.0,17.0,8.0,0.47058823529411764,3.0,2.0,0.6666666666666666,62.0,17.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,36.0,22.0,7.0,7.0,-7.0,29.0,0.0
