Team,Season,Date,Time,Away_Home,Opp,Week,G#,Day,Month,Result,OT,Points_For,Points_Against,PD,Points_Comb,Spread,Vs_Line,Over/Under,OU Result,TPass_Cmp,TPass_Att,TPass_Cmp%,TPass_Yds,TPass_TD,TPass_Int,TSack,TSack_Yds,TQB_Rate,TRush_Att,TRush_Yds,TRush_Y/A,TRush_TD,TTot_Yds,TO_Play#,TO_Y/P,TD_Play#,TD_Y/P,TTot_TO,TO_ToP,TGame_Dur,Pen,TPen_Yds,TOpp_Pen,TOpp_Pen_Yds,TComb_Pen,TComb_Pen_Yds,T1st_Downs,T1st_by_Rsh,T1st_by_Pass,T1st_by_Pen,T3rd_Down_Att,T3rd_Down_Conv,T3rd_Down%,T4th_Down_Att,T4th_Down_Conv,T4th_Down%,TTot_TD,TXP_Att,TXP_Made,TFG_Att,TFG_Made,T2Pt_Att,T2Pt_Made,TSfty,TTimes_Punted,TPunt_Yds,TPunt_Yds_Avg,TOpp_Tot_TD,TOpp_XP_Att,TOpp_XP_Made,TOpp_FG_Att,TOpp_FG_Made,TOpp_Sfty,TOpp_Pass_Cmp,TOpp_Pass_Att,TOpp_Pass_Cmp%,TOpp_Pass_Yds,TOpp_Pass_TD,TOpp_Pass_Int,TOpp_Sk,TOpp_Sk_Yds,TOpp_QB_Rate,TOpp_Rush_Att,TOpp_Rush_Yds,TOpp_Rush_Y/A,TOpp_Rush_TD,TOpp_Tot_Yds,TOpp_Tot_TO,TOpp_1st_Downs,TOpp_1st_by_Rsh,TOpp_1st_by_Pass,TOpp_1st_by_Pen,TOpp_3rd_Down_Att,TOpp_3rd_Down_Conv,TOpp_3rd_Down%,TOpp_4th_Down_Att,TOpp_4th_Down_Conv,TOpp_4th_Down%,TMargin_Rush,TMargin_Pass,TMargin_TotYds,TTO_TD,TKR_TD,TPR_TD,TInt_TD,TFmb_TD,TOtherRet_TD,TAll_Ret_TD,TMar_Thru_Q1,TMar_Thru_Q2,TMar_Thru_Q3,TScore_Diff_Q1,TScore_Diff_Q2,TScore_Diff_Q3,TScore_Diff_Q4,TScore_Diff_1stHalf,TScore_Diff_2ndHalf
SDG,2016,2016-11-06,4:25,Home,TEN,9,9,Sun,11,W 43-35,,43.0,35.0,8.0,78.0,-3.5,covered,47.5,over,24.0,33.0,0.7272727272727273,268.0,2.0,0.0,1.0,7.0,117.6,39.0,208.0,5.33,1.0,476.0,73.0,6.5205,62.0,6.3387,0.0,2189.0,12000.0,14.0,107.0,8.0,57.0,22.0,164.0,31.0,10.0,16.0,5.0,11.0,5.0,0.45454545454545453,0.0,0.0,,5.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,140.0,46.67,5.0,5.0,5.0,0.0,0.0,0.0,27.0,43.0,0.627906976744186,313.0,3.0,2.0,0.0,0.0,88.6,19.0,80.0,4.21,2.0,393.0,3.0,24.0,6.0,15.0,3.0,11.0,5.0,0.45454545454545453,1.0,1.0,1.0,128.0,-45.0,83.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,5.0,12.0,9.0,-4.0,7.0,-4.0,5.0,3.0
ATL,2016,2016-12-11,4:25,Away,LAR,14,13,Sun,12,W 42-14,,42.0,14.0,28.0,56.0,-4.5,covered,44.0,over,18.0,30.0,0.6,220.0,3.0,0.0,2.0,17.0,118.3,25.0,66.0,2.64,1.0,286.0,57.0,5.0175,67.0,4.6567,0.0,1628.0,11520.0,5.0,40.0,11.0,105.0,16.0,145.0,18.0,3.0,12.0,3.0,13.0,4.0,0.3076923076923077,0.0,0.0,,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,415.0,51.88,2.0,2.0,2.0,0.0,0.0,0.0,24.0,41.0,0.5853658536585366,208.0,0.0,2.0,3.0,27.0,51.7,23.0,104.0,4.52,2.0,312.0,5.0,21.0,6.0,13.0,2.0,14.0,6.0,0.42857142857142855,0.0,0.0,,-38.0,12.0,-26.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,21.0,42.0,7.0,14.0,21.0,-14.0,21.0,7.0
DAL,2016,2016-12-26,8:30,Home,DET,16,15,Mon,12,W 42-21,,42.0,21.0,21.0,63.0,-6.5,covered,46.5,over,16.0,21.0,0.7619047619047619,211.0,4.0,0.0,1.0,11.0,149.2,30.0,164.0,5.47,2.0,375.0,52.0,7.2115,70.0,4.5571,0.0,1757.0,11100.0,8.0,47.0,5.0,62.0,13.0,109.0,23.0,6.0,14.0,3.0,8.0,4.0,0.5,0.0,0.0,,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,189.0,47.25,3.0,3.0,3.0,1.0,0.0,0.0,26.0,46.0,0.5652173913043478,229.0,0.0,1.0,4.0,31.0,60.9,20.0,90.0,4.5,3.0,319.0,2.0,23.0,7.0,16.0,0.0,12.0,5.0,0.4166666666666667,2.0,2.0,1.0,74.0,-18.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,7.0,-7.0,14.0,7.0,0.0,21.0
WAS,2016,2016-11-20,8:30,Home,GNB,11,10,Sun,11,W 42-24,,42.0,24.0,18.0,66.0,-3.0,covered,48.0,over,21.0,30.0,0.7,364.0,3.0,0.0,2.0,11.0,145.8,30.0,151.0,5.03,3.0,515.0,62.0,8.3065,65.0,6.5231,0.0,1777.0,11760.0,6.0,40.0,6.0,59.0,12.0,99.0,21.0,6.0,14.0,1.0,14.0,9.0,0.6428571428571429,1.0,1.0,1.0,6.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,3.0,114.0,38.0,3.0,3.0,3.0,2.0,1.0,0.0,27.0,44.0,0.6136363636363636,340.0,3.0,1.0,2.0,20.0,98.7,19.0,84.0,4.42,0.0,424.0,2.0,19.0,2.0,15.0,2.0,15.0,7.0,0.4666666666666667,2.0,1.0,0.5,67.0,24.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,12.0,7.0,-4.0,9.0,6.0,3.0,15.0
ATL,2016,2016-12-18,4:05,Home,SFO,15,14,Sun,12,W 41-13,,41.0,13.0,28.0,54.0,-13.5,covered,51.5,over,18.0,24.0,0.75,302.0,2.0,0.0,1.0,0.0,144.4,41.0,248.0,6.05,3.0,550.0,66.0,8.3333,55.0,4.9455,1.0,2161.0,10440.0,4.0,27.0,4.0,20.0,8.0,47.0,29.0,10.0,17.0,2.0,9.0,5.0,0.5555555555555556,0.0,0.0,,5.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,67.0,33.5,2.0,2.0,1.0,0.0,0.0,0.0,20.0,33.0,0.6060606060606061,165.0,2.0,0.0,2.0,18.0,93.6,20.0,107.0,5.35,0.0,272.0,1.0,15.0,6.0,8.0,1.0,13.0,6.0,0.46153846153846156,0.0,0.0,,141.0,137.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,25.0,21.0,-6.0,10.0,3.0,15.0,13.0
IND,2016,2016-12-05,8:30,Away,NYJ,13,12,Mon,12,W 41-10,,41.0,10.0,31.0,51.0,1.0,covered,48.5,over,23.0,29.0,0.7931034482758621,282.0,4.0,0.0,1.0,7.0,147.8,40.0,139.0,3.48,1.0,421.0,70.0,6.0143,52.0,4.8077,1.0,2304.0,10380.0,3.0,28.0,6.0,90.0,9.0,118.0,27.0,5.0,18.0,4.0,13.0,7.0,0.5384615384615384,1.0,0.0,0.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,95.0,47.5,1.0,1.0,1.0,1.0,1.0,0.0,16.0,37.0,0.43243243243243246,214.0,1.0,3.0,1.0,2.0,37.4,14.0,36.0,2.57,0.0,250.0,3.0,13.0,2.0,10.0,1.0,11.0,3.0,0.2727272727272727,2.0,1.0,0.5,103.0,68.0,171.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,31.0,14.0,7.0,10.0,0.0,21.0,10.0
ARI,2016,2016-12-18,4:05,Home,NOR,15,14,Sun,12,L 41-48,,41.0,48.0,-7.0,89.0,-3.0,not covered,48.5,over,28.0,40.0,0.7,309.0,2.0,0.0,1.0,9.0,110.2,15.0,116.0,7.73,3.0,425.0,56.0,7.5893,83.0,5.8795,2.0,1367.0,12060.0,7.0,52.0,5.0,46.0,12.0,98.0,26.0,7.0,17.0,2.0,10.0,5.0,0.5,1.0,1.0,1.0,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,68.0,34.0,6.0,6.0,6.0,2.0,2.0,0.0,37.0,48.0,0.7708333333333334,358.0,4.0,0.0,3.0,31.0,125.2,32.0,130.0,4.06,2.0,488.0,1.0,33.0,10.0,20.0,3.0,14.0,9.0,0.6428571428571429,1.0,1.0,1.0,-14.0,-49.0,-63.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,-3.0,-4.0,0.0,-3.0,-1.0,4.0,-7.0,-4.0,-3.0
NOR,2016,2016-10-16,1:03,Home,CAR,6,5,Sun,10,W 41-38,,41.0,38.0,3.0,79.0,2.5,covered,53.5,over,34.0,49.0,0.6938775510204082,460.0,4.0,1.0,1.0,5.0,118.2,21.0,63.0,3.0,1.0,523.0,71.0,7.3662,76.0,5.3421,1.0,1735.0,13320.0,10.0,126.0,5.0,51.0,15.0,177.0,23.0,3.0,19.0,1.0,16.0,8.0,0.5,1.0,1.0,1.0,5.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,4.0,211.0,52.75,5.0,4.0,3.0,1.0,1.0,0.0,27.0,47.0,0.574468085106383,303.0,2.0,1.0,2.0,19.0,82.1,27.0,103.0,3.81,3.0,406.0,2.0,32.0,9.0,20.0,3.0,11.0,3.0,0.2727272727272727,1.0,1.0,1.0,-40.0,157.0,117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,-11.0,14.0,-11.0
NOR,2016,2016-11-06,4:05,Away,SFO,9,8,Sun,11,W 41-23,,41.0,23.0,18.0,64.0,-5.0,covered,53.0,over,28.0,39.0,0.717948717948718,323.0,3.0,0.0,1.0,0.0,122.1,42.0,248.0,5.9,2.0,571.0,82.0,6.9634,57.0,8.5263,0.0,2333.0,11580.0,4.0,40.0,9.0,78.0,13.0,118.0,29.0,14.0,14.0,1.0,17.0,11.0,0.6470588235294118,0.0,0.0,,5.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,4.0,210.0,52.5,2.0,2.0,2.0,3.0,3.0,0.0,24.0,39.0,0.6153846153846154,393.0,2.0,1.0,1.0,5.0,101.8,17.0,93.0,5.47,0.0,486.0,4.0,19.0,4.0,15.0,0.0,9.0,2.0,0.2222222222222222,2.0,0.0,0.0,155.0,-70.0,85.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,8.0,11.0,0.0,-3.0,10.0,11.0,7.0
NWE,2016,2016-10-30,1:02,Away,BUF,8,8,Sun,10,W 41-25,,41.0,25.0,16.0,66.0,-5.5,covered,48.0,over,22.0,33.0,0.6666666666666666,285.0,4.0,0.0,5.0,30.0,137.0,23.0,72.0,3.13,1.0,357.0,61.0,5.8525,68.0,5.5294,0.0,1791.0,11820.0,10.0,116.0,12.0,84.0,22.0,200.0,23.0,2.0,15.0,6.0,13.0,9.0,0.6923076923076923,0.0,0.0,,5.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,3.0,134.0,44.67,3.0,2.0,2.0,2.0,1.0,0.0,20.0,40.0,0.5,209.0,0.0,0.0,2.0,9.0,65.5,26.0,167.0,6.42,3.0,376.0,0.0,25.0,8.0,11.0,6.0,13.0,4.0,0.3076923076923077,4.0,2.0,0.5,-95.0,76.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,21.0,11.0,3.0,7.0,-5.0,14.0,2.0
NWE,2016,2016-12-24,1:00,Home,NYJ,16,15,Sat,12,W 41-3,,41.0,3.0,38.0,44.0,-17.0,covered,45.0,under,18.0,29.0,0.6206896551724138,211.0,3.0,0.0,1.0,9.0,119.9,40.0,114.0,2.85,2.0,325.0,70.0,4.6429,55.0,4.3455,0.0,2083.0,10080.0,3.0,20.0,6.0,77.0,9.0,97.0,21.0,6.0,12.0,3.0,18.0,11.0,0.6111111111111112,0.0,0.0,,5.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,4.0,187.0,46.75,0.0,0.0,0.0,2.0,1.0,0.0,8.0,24.0,0.3333333333333333,128.0,0.0,3.0,2.0,8.0,12.5,29.0,111.0,3.83,0.0,239.0,4.0,14.0,7.0,6.0,1.0,11.0,1.0,0.09090909090909091,3.0,2.0,0.6666666666666666,3.0,83.0,86.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,34.0,10.0,17.0,7.0,4.0,27.0,11.0
WAS,2016,2016-12-24,1:00,Away,CHI,16,15,Sat,12,W 41-21,,41.0,21.0,20.0,62.0,-3.0,covered,49.0,over,18.0,29.0,0.6206896551724138,270.0,1.0,0.0,0.0,0.0,104.1,35.0,208.0,5.94,4.0,478.0,64.0,7.4688,67.0,6.8358,0.0,1955.0000000000002,11400.0,7.0,73.0,4.0,52.0,11.0,125.0,21.0,10.0,9.0,2.0,13.0,8.0,0.6153846153846154,1.0,0.0,0.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,83.0,41.5,3.0,3.0,3.0,1.0,0.0,0.0,24.0,40.0,0.6,318.0,2.0,5.0,1.0,5.0,62.3,26.0,140.0,5.38,1.0,458.0,5.0,31.0,10.0,18.0,3.0,10.0,7.0,0.7,1.0,1.0,1.0,68.0,-48.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,17.0,14.0,-4.0,7.0,3.0,10.0,10.0
ARI,2016,2016-09-18,1:05,Home,TAM,2,2,Sun,9,W 40-7,,40.0,7.0,33.0,47.0,-7.5,covered,49.5,under,18.0,34.0,0.5294117647058824,311.0,3.0,0.0,1.0,4.0,114.2,30.0,105.0,3.5,1.0,416.0,65.0,6.4,76.0,4.0263,0.0,1743.0,11520.0,3.0,30.0,5.0,39.0,8.0,69.0,20.0,4.0,15.0,1.0,14.0,6.0,0.42857142857142855,0.0,0.0,,5.0,5.0,4.0,2.0,2.0,0.0,0.0,0.0,6.0,279.0,46.5,1.0,1.0,1.0,1.0,0.0,0.0,27.0,52.0,0.5192307692307693,221.0,1.0,4.0,3.0,22.0,37.4,21.0,85.0,4.05,0.0,306.0,5.0,21.0,5.0,14.0,2.0,13.0,5.0,0.38461538461538464,1.0,0.0,0.0,20.0,90.0,110.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0,26.0,0.0,24.0,2.0,7.0,24.0,9.0
SEA,2016,2016-12-04,8:30,Home,CAR,13,12,Sun,12,W 40-7,,40.0,7.0,33.0,47.0,-8.0,covered,43.5,over,28.0,39.0,0.717948717948718,294.0,1.0,1.0,3.0,21.0,93.4,29.0,240.0,8.28,3.0,534.0,71.0,7.5211,54.0,5.0185,1.0,2041.0000000000002,11400.0,6.0,37.0,6.0,63.0,12.0,100.0,29.0,11.0,16.0,2.0,14.0,7.0,0.5,1.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,41.0,41.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,33.0,0.42424242424242425,182.0,1.0,1.0,0.0,0.0,57.9,21.0,89.0,4.24,0.0,271.0,2.0,14.0,5.0,9.0,0.0,12.0,5.0,0.4166666666666667,1.0,0.0,0.0,151.0,112.0,263.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,23.0,10.0,6.0,7.0,10.0,16.0,17.0
