Team,Season,Date,Time,Away_Home,Opp,Week,G#,Day,Month,Result,OT,Points_For,Points_Against,PD,Points_Comb,Spread,Vs_Line,Over/Under,OU Result,TPass_Cmp,TPass_Att,TPass_Cmp%,TPass_Yds,TPass_TD,TPass_Int,TSack,TSack_Yds,TQB_Rate,TRush_Att,TRush_Yds,TRush_Y/A,TRush_TD,TTot_Yds,TO_Play#,TO_Y/P,TD_Play#,TD_Y/P,TTot_TO,TO_ToP,TGame_Dur,Pen,TPen_Yds,TOpp_Pen,TOpp_Pen_Yds,TComb_Pen,TComb_Pen_Yds,T1st_Downs,T1st_by_Rsh,T1st_by_Pass,T1st_by_Pen,T3rd_Down_Att,T3rd_Down_Conv,T3rd_Down%,T4th_Down_Att,T4th_Down_Conv,T4th_Down%,TTot_TD,TXP_Att,TXP_Made,TFG_Att,TFG_Made,T2Pt_Att,T2Pt_Made,TSfty,TTimes_Punted,TPunt_Yds,TPunt_Yds_Avg,TOpp_Tot_TD,TOpp_XP_Att,TOpp_XP_Made,TOpp_FG_Att,TOpp_FG_Made,TOpp_Sfty,TOpp_Pass_Cmp,TOpp_Pass_Att,TOpp_Pass_Cmp%,TOpp_Pass_Yds,TOpp_Pass_TD,TOpp_Pass_Int,TOpp_Sk,TOpp_Sk_Yds,TOpp_QB_Rate,TOpp_Rush_Att,TOpp_Rush_Yds,TOpp_Rush_Y/A,TOpp_Rush_TD,TOpp_Tot_Yds,TOpp_Tot_TO,TOpp_1st_Downs,TOpp_1st_by_Rsh,TOpp_1st_by_Pass,TOpp_1st_by_Pen,TOpp_3rd_Down_Att,TOpp_3rd_Down_Conv,TOpp_3rd_Down%,TOpp_4th_Down_Att,TOpp_4th_Down_Conv,TOpp_4th_Down%,TMargin_Rush,TMargin_Pass,TMargin_TotYds,TTO_TD,TKR_TD,TPR_TD,TInt_TD,TFmb_TD,TOtherRet_TD,TAll_Ret_TD,TMar_Thru_Q1,TMar_Thru_Q2,TMar_Thru_Q3,TScore_Diff_Q1,TScore_Diff_Q2,TScore_Diff_Q3,TScore_Diff_Q4,TScore_Diff_1stHalf,TScore_Diff_2ndHalf
LAC,2018,2018-09-16,1:00,Away,BUF,2,2,Sun,9,W 31-20,,31.0,20.0,11.0,51.0,-7.5,covered,41.5,over,23.0,27.0,0.8518518518518519,240.0,3.0,0.0,2.0,16.0,143.2,26.0,109.0,4.19,1.0,349.0,55.0,6.3455,60.0,4.8833,0.0,1982.0000000000002,11220.0,6.0,45.0,6.0,31.0,12.0,76.0,21.0,5.0,16.0,0.0,9.0,3.0,0.3333333333333333,0.0,0.0,,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,233.0,46.6,2.0,2.0,2.0,2.0,2.0,0.0,18.0,33.0,0.5454545454545454,209.0,1.0,2.0,5.0,36.0,58.8,22.0,84.0,3.82,1.0,293.0,2.0,17.0,5.0,10.0,2.0,14.0,5.0,0.35714285714285715,0.0,0.0,,25.0,31.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,15.0,14.0,8.0,-7.0,-4.0,22.0,-11.0
SEA,2018,2018-10-07,4:25,Home,LAR,5,5,Sun,10,L 31-33,,31.0,33.0,-2.0,64.0,7.5,covered,50.5,over,13.0,21.0,0.6190476190476191,183.0,3.0,0.0,2.0,15.0,132.5,32.0,190.0,5.94,1.0,373.0,55.0,6.7818,63.0,7.4286,0.0,1830.0000000000002,11520.0,7.0,50.0,7.0,45.0,14.0,95.0,20.0,8.0,9.0,3.0,12.0,7.0,0.5833333333333334,0.0,0.0,,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,138.0,34.5,4.0,4.0,3.0,2.0,2.0,0.0,23.0,32.0,0.71875,313.0,1.0,2.0,1.0,8.0,87.1,30.0,155.0,5.17,3.0,468.0,2.0,30.0,9.0,17.0,4.0,9.0,3.0,0.3333333333333333,1.0,1.0,1.0,35.0,-130.0,-95.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,-9.0,0.0,-2.0
SEA,2018,2018-11-11,4:25,Away,LAR,10,9,Sun,11,L 31-36,,31.0,36.0,-5.0,67.0,10.0,covered,51.0,over,17.0,26.0,0.6538461538461539,141.0,3.0,0.0,4.0,35.0,123.2,34.0,273.0,8.03,1.0,414.0,64.0,6.4688,64.0,7.125,1.0,1837.0000000000002,11340.0,7.0,56.0,10.0,102.0,17.0,158.0,29.0,15.0,9.0,5.0,9.0,2.0,0.2222222222222222,1.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,165.0,55.0,4.0,3.0,3.0,3.0,3.0,0.0,28.0,39.0,0.717948717948718,307.0,2.0,0.0,2.0,11.0,111.8,23.0,149.0,6.48,2.0,456.0,0.0,25.0,8.0,17.0,0.0,10.0,5.0,0.5,0.0,0.0,,124.0,-166.0,-42.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-3.0,1.0,7.0,-10.0,4.0,-6.0,-3.0,-2.0
WAS,2018,2018-09-23,1:00,Home,GNB,3,3,Sun,9,W 31-17,,31.0,17.0,14.0,48.0,2.5,covered,45.5,over,12.0,20.0,0.6,220.0,2.0,1.0,0.0,0.0,110.4,35.0,166.0,4.74,2.0,386.0,55.0,7.0182,66.0,5.1515,1.0,1745.0,11760.0,6.0,66.0,11.0,115.0,17.0,181.0,20.0,9.0,7.0,4.0,11.0,5.0,0.45454545454545453,0.0,0.0,,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,235.0,47.0,2.0,2.0,2.0,1.0,1.0,0.0,27.0,45.0,0.6,240.0,2.0,0.0,4.0,25.0,89.1,17.0,100.0,5.88,0.0,340.0,1.0,19.0,7.0,11.0,1.0,14.0,6.0,0.42857142857142855,2.0,0.0,0.0,66.0,-20.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,11.0,14.0,4.0,-7.0,3.0,18.0,-4.0
CIN,2018,2018-12-16,1:00,Home,OAK,15,14,Sun,12,W 30-16,,30.0,16.0,14.0,46.0,-3.0,covered,46.0,push,14.0,33.0,0.42424242424242425,123.0,1.0,1.0,1.0,7.0,51.3,41.0,171.0,4.17,2.0,294.0,75.0,3.92,59.0,5.0339,1.0,1999.0000000000002,11580.0,9.0,85.0,8.0,90.0,17.0,175.0,18.0,8.0,7.0,3.0,19.0,8.0,0.42105263157894735,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,5.0,216.0,43.2,1.0,1.0,1.0,3.0,3.0,0.0,21.0,38.0,0.5526315789473685,229.0,1.0,0.0,5.0,34.0,82.0,16.0,68.0,4.25,0.0,297.0,2.0,13.0,1.0,12.0,0.0,14.0,3.0,0.21428571428571427,0.0,0.0,,103.0,-106.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,7.0,7.0,6.0,-6.0,7.0,13.0,1.0
HOU,2018,2018-12-23,1:00,Away,PHI,16,15,Sun,12,L 30-32,,30.0,32.0,-2.0,62.0,1.0,not covered,46.5,over,29.0,40.0,0.725,309.0,2.0,0.0,4.0,30.0,114.5,19.0,62.0,3.26,2.0,371.0,63.0,5.8889,73.0,7.1096,1.0,1575.0,11820.0,10.0,61.0,11.0,105.0,21.0,166.0,25.0,4.0,17.0,4.0,10.0,3.0,0.3,1.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,161.0,40.25,4.0,3.0,2.0,2.0,2.0,0.0,35.0,50.0,0.7,462.0,4.0,1.0,1.0,9.0,117.2,22.0,57.0,2.59,0.0,519.0,3.0,25.0,4.0,18.0,3.0,16.0,9.0,0.5625,4.0,4.0,1.0,5.0,-153.0,-148.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,3.0,-7.0,-7.0,10.0,-10.0,5.0,3.0,-5.0
KAN,2018,2018-10-07,1:00,Home,JAX,5,5,Sun,10,W 30-14,,30.0,14.0,16.0,44.0,-3.0,covered,48.0,under,22.0,38.0,0.5789473684210527,298.0,0.0,2.0,1.0,15.0,62.7,30.0,126.0,4.2,2.0,424.0,69.0,6.1449,83.0,6.0482,2.0,1963.0000000000002,12240.0,11.0,105.0,5.0,45.0,16.0,150.0,26.0,6.0,17.0,3.0,12.0,4.0,0.3333333333333333,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,116.0,58.0,2.0,2.0,2.0,0.0,0.0,0.0,33.0,61.0,0.5409836065573771,401.0,1.0,4.0,5.0,29.0,52.7,17.0,101.0,5.94,1.0,502.0,5.0,29.0,6.0,20.0,3.0,16.0,7.0,0.4375,5.0,3.0,0.6,25.0,-103.0,-78.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,20.0,16.0,7.0,13.0,-4.0,0.0,20.0,-4.0
KAN,2018,2018-10-28,1:00,Home,DEN,8,8,Sun,10,W 30-23,,30.0,23.0,7.0,53.0,-8.5,not covered,53.0,push,24.0,34.0,0.7058823529411765,291.0,4.0,1.0,2.0,12.0,125.0,18.0,49.0,2.72,0.0,340.0,54.0,6.2963,69.0,5.9565,1.0,1639.0,11400.0,7.0,50.0,10.0,83.0,17.0,133.0,20.0,2.0,15.0,3.0,10.0,3.0,0.3,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,196.0,39.2,3.0,2.0,2.0,2.0,1.0,0.0,23.0,34.0,0.6764705882352942,222.0,2.0,1.0,5.0,40.0,93.0,30.0,189.0,6.3,1.0,411.0,2.0,22.0,10.0,11.0,1.0,12.0,4.0,0.3333333333333333,1.0,1.0,1.0,-140.0,69.0,-71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,2.0,16.0,-4.0,6.0,14.0,-9.0,2.0,5.0
NOR,2018,2018-10-28,8:20,Away,MIN,8,7,Sun,10,W 30-20,,30.0,20.0,10.0,50.0,-2.5,covered,53.5,under,19.0,24.0,0.7916666666666666,164.0,1.0,1.0,0.0,0.0,91.7,29.0,106.0,3.66,1.0,270.0,53.0,5.0943,67.0,6.3134,1.0,1717.0,10140.0,7.0,64.0,6.0,54.0,13.0,118.0,17.0,6.0,9.0,2.0,9.0,4.0,0.4444444444444444,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,86.0,43.0,3.0,3.0,2.0,0.0,0.0,0.0,31.0,41.0,0.7560975609756098,338.0,2.0,1.0,4.0,21.0,105.5,22.0,85.0,3.86,1.0,423.0,2.0,27.0,4.0,19.0,4.0,10.0,5.0,0.5,3.0,2.0,0.6666666666666666,21.0,-174.0,-153.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,14.0,0.0,4.0,10.0,-4.0,4.0,6.0
NYG,2018,2018-12-02,1:00,Home,CHI,13,12,Sun,12,W 30-27,OT,30.0,27.0,3.0,57.0,4.0,covered,44.0,over,20.0,36.0,0.5555555555555556,197.0,2.0,1.0,3.0,22.0,80.7,29.0,141.0,4.86,0.0,338.0,68.0,4.9706,77.0,4.8831,1.0,1993.0000000000002,12840.0,12.0,107.0,8.0,58.0,20.0,165.0,18.0,4.0,13.0,1.0,17.0,6.0,0.35294117647058826,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,311.0,44.43,3.0,3.0,3.0,2.0,2.0,0.0,27.0,40.0,0.675,258.0,2.0,2.0,5.0,28.0,81.0,32.0,118.0,3.69,1.0,376.0,3.0,23.0,5.0,13.0,5.0,15.0,2.0,0.13333333333333333,5.0,4.0,0.8,23.0,-61.0,-38.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-4.0,10.0,0.0,-4.0,14.0,-10.0,-4.0,4.0
TEN,2018,2018-12-06,8:20,Home,JAX,14,13,Thu,12,W 30-9,,30.0,9.0,21.0,39.0,-5.5,covered,37.5,over,18.0,24.0,0.75,162.0,0.0,1.0,1.0,0.0,75.3,32.0,264.0,8.25,4.0,426.0,57.0,7.4737,67.0,3.806,1.0,1760.0,10680.0,3.0,30.0,7.0,67.0,10.0,97.0,21.0,10.0,9.0,2.0,11.0,7.0,0.6363636363636364,1.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,118.0,59.0,1.0,1.0,1.0,0.0,0.0,1.0,25.0,43.0,0.5813953488372093,195.0,1.0,0.0,4.0,45.0,77.2,20.0,60.0,3.0,0.0,255.0,1.0,17.0,5.0,11.0,1.0,12.0,2.0,0.16666666666666666,5.0,2.0,0.4,204.0,-33.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,21.0,5.0,9.0,7.0,0.0,14.0,7.0
PHI,2018,2018-12-16,8:20,Away,LAR,15,14,Sun,12,W 30-23,,30.0,23.0,7.0,53.0,13.5,covered,52.5,over,24.0,31.0,0.7741935483870968,270.0,0.0,1.0,0.0,0.0,89.4,30.0,111.0,3.7,3.0,381.0,61.0,6.2459,74.0,5.5,1.0,1896.0000000000002,11700.0,6.0,49.0,5.0,50.0,11.0,99.0,17.0,7.0,9.0,1.0,13.0,4.0,0.3076923076923077,1.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,3.0,155.0,51.67,2.0,2.0,2.0,3.0,3.0,0.0,35.0,54.0,0.6481481481481481,325.0,0.0,1.0,2.0,14.0,73.5,18.0,82.0,4.56,2.0,407.0,3.0,23.0,5.0,18.0,0.0,12.0,4.0,0.3333333333333333,1.0,0.0,0.0,29.0,-55.0,-26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,17.0,-4.0,4.0,17.0,-10.0,0.0,7.0
PIT,2018,2018-09-24,8:15,Away,TAM,3,3,Mon,9,W 30-27,,30.0,27.0,3.0,57.0,1.0,covered,55.0,over,30.0,38.0,0.7894736842105263,335.0,3.0,1.0,3.0,18.0,120.7,22.0,78.0,3.55,0.0,413.0,63.0,6.5556,69.0,6.5942,1.0,1821.0,11940.0,13.0,155.0,9.0,80.0,22.0,235.0,22.0,3.0,16.0,3.0,11.0,3.0,0.2727272727272727,0.0,0.0,,4.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,228.0,45.6,3.0,3.0,3.0,2.0,2.0,0.0,30.0,50.0,0.6,392.0,3.0,3.0,3.0,19.0,79.7,16.0,63.0,3.94,0.0,455.0,4.0,28.0,2.0,22.0,4.0,9.0,3.0,0.3333333333333333,1.0,1.0,1.0,15.0,-57.0,-42.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,20.0,17.0,-1.0,21.0,-3.0,-14.0,20.0,-17.0
PIT,2018,2018-12-02,8:20,Home,LAC,13,12,Sun,12,L 30-33,,30.0,33.0,-3.0,63.0,-3.0,not covered,52.5,over,29.0,45.0,0.6444444444444445,271.0,2.0,1.0,1.0,10.0,87.4,17.0,65.0,3.82,2.0,336.0,63.0,5.3333,60.0,6.1833,1.0,1728.0,11400.0,7.0,59.0,5.0,80.0,12.0,139.0,23.0,5.0,15.0,3.0,10.0,3.0,0.3,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,204.0,51.0,4.0,2.0,2.0,2.0,1.0,0.0,26.0,36.0,0.7222222222222222,286.0,2.0,0.0,2.0,13.0,113.9,22.0,85.0,3.86,1.0,371.0,0.0,22.0,4.0,17.0,1.0,11.0,6.0,0.5454545454545454,0.0,0.0,,-20.0,-15.0,-35.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,8.0,6.0,10.0,-8.0,-11.0,16.0,-19.0
LAR,2018,2018-12-02,1:00,Away,DET,13,12,Sun,12,W 30-16,,30.0,16.0,14.0,46.0,-10.5,covered,54.0,under,17.0,33.0,0.5151515151515151,195.0,1.0,1.0,2.0,12.0,68.6,29.0,149.0,5.14,2.0,344.0,64.0,5.375,64.0,4.8438,2.0,1696.0,11640.0,7.0,105.0,8.0,54.0,15.0,159.0,24.0,9.0,12.0,3.0,11.0,5.0,0.45454545454545453,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,151.0,50.33,1.0,1.0,1.0,3.0,3.0,0.0,20.0,34.0,0.5882352941176471,208.0,1.0,1.0,4.0,37.0,74.1,26.0,102.0,3.92,0.0,310.0,2.0,23.0,5.0,14.0,4.0,12.0,2.0,0.16666666666666666,0.0,0.0,,47.0,-13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,3.0,7.0,-7.0,11.0,10.0,4.0
SEA,2018,2018-11-25,1:00,Away,CAR,12,11,Sun,11,W 30-27,,30.0,27.0,3.0,57.0,3.0,covered,46.5,over,22.0,31.0,0.7096774193548387,322.0,2.0,0.0,2.0,17.0,128.3,28.0,75.0,2.68,1.0,397.0,61.0,6.5082,57.0,8.3509,0.0,1826.0000000000002,10980.0,4.0,36.0,3.0,30.0,7.0,66.0,21.0,7.0,13.0,1.0,14.0,6.0,0.42857142857142855,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,158.0,52.67,3.0,3.0,3.0,3.0,2.0,0.0,25.0,30.0,0.8333333333333334,256.0,2.0,1.0,0.0,0.0,110.6,27.0,220.0,8.15,1.0,476.0,1.0,26.0,10.0,13.0,3.0,8.0,3.0,0.375,1.0,0.0,0.0,-145.0,66.0,-79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-3.0,-3.0,0.0,0.0,6.0,-3.0,6.0
SFO,2018,2018-09-16,4:05,Home,DET,2,2,Sun,9,W 30-27,,30.0,27.0,3.0,57.0,-6.0,not covered,48.5,over,18.0,26.0,0.6923076923076923,156.0,2.0,0.0,6.0,50.0,118.4,28.0,190.0,6.79,1.0,346.0,60.0,5.7667,73.0,5.8493,0.0,1774.0,12000.0,9.0,86.0,10.0,105.0,19.0,191.0,23.0,6.0,13.0,4.0,11.0,3.0,0.2727272727272727,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,5.0,227.0,45.4,3.0,3.0,3.0,2.0,2.0,0.0,34.0,53.0,0.6415094339622641,329.0,3.0,0.0,2.0,18.0,100.3,18.0,98.0,5.44,0.0,427.0,1.0,25.0,5.0,17.0,3.0,16.0,7.0,0.4375,1.0,0.0,0.0,92.0,-173.0,-81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,14.0,-4.0,7.0,11.0,-11.0,3.0,0.0
SFO,2018,2018-10-15,8:15,Away,GNB,6,6,Mon,10,L 30-33,,30.0,33.0,-3.0,63.0,9.0,covered,46.5,over,16.0,23.0,0.6956521739130435,227.0,2.0,1.0,2.0,18.0,115.3,30.0,174.0,5.8,1.0,401.0,55.0,7.2909,70.0,7.4429,3.0,1732.0,11400.0,2.0,10.0,6.0,54.0,8.0,64.0,18.0,9.0,8.0,1.0,9.0,2.0,0.2222222222222222,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,126.0,42.0,3.0,3.0,3.0,4.0,4.0,0.0,25.0,46.0,0.5434782608695652,405.0,2.0,0.0,3.0,20.0,98.6,21.0,116.0,5.52,1.0,521.0,0.0,26.0,8.0,17.0,1.0,13.0,4.0,0.3076923076923077,2.0,1.0,0.5,58.0,-178.0,-120.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,4.0,4.0,-3.0,7.0,0.0,-7.0,4.0,-7.0
IND,2018,2018-11-11,1:00,Home,JAX,10,9,Sun,11,W 29-26,,29.0,26.0,3.0,55.0,-3.0,push,48.0,over,21.0,29.0,0.7241379310344828,285.0,3.0,1.0,0.0,0.0,123.5,23.0,81.0,3.52,1.0,366.0,52.0,7.0385,73.0,5.6849,1.0,1490.0,11100.0,7.0,45.0,8.0,61.0,15.0,106.0,17.0,4.0,11.0,2.0,11.0,6.0,0.5454545454545454,0.0,0.0,,4.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,138.0,46.0,3.0,3.0,2.0,3.0,2.0,0.0,27.0,39.0,0.6923076923076923,324.0,2.0,0.0,0.0,0.0,111.5,34.0,91.0,2.68,1.0,415.0,1.0,24.0,6.0,16.0,2.0,17.0,9.0,0.5294117647058824,1.0,1.0,1.0,-10.0,-39.0,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,6.0,7.0,6.0,-7.0,-3.0,13.0,-10.0
DAL,2018,2018-12-09,4:25,Home,PHI,14,13,Sun,12,W 29-23,OT,29.0,23.0,6.0,52.0,-3.5,covered,45.5,over,42.0,54.0,0.7777777777777778,434.0,3.0,2.0,3.0,21.0,104.9,36.0,142.0,3.94,0.0,576.0,93.0,6.1935,48.0,5.3333,3.0,2733.0,12480.0,11.0,110.0,5.0,49.0,16.0,159.0,32.0,6.0,23.0,3.0,18.0,9.0,0.5,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,102.0,51.0,3.0,3.0,2.0,1.0,1.0,0.0,22.0,32.0,0.6875,222.0,3.0,0.0,2.0,6.0,119.5,14.0,34.0,2.43,0.0,256.0,1.0,16.0,1.0,12.0,3.0,9.0,1.0,0.1111111111111111,1.0,1.0,1.0,108.0,212.0,320.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,3.0,3.0,-3.0,-3.0,6.0,-6.0
GNB,2018,2018-09-16,1:00,Home,MIN,2,2,Sun,9,T 29-29,OT,29.0,29.0,0.0,58.0,2.0,covered,45.0,over,30.0,42.0,0.7142857142857143,253.0,1.0,0.0,4.0,28.0,97.4,24.0,98.0,4.08,0.0,351.0,70.0,5.0143,68.0,7.0588,0.0,2288.0,13020.0,7.0,54.0,8.0,70.0,15.0,124.0,24.0,9.0,11.0,4.0,13.0,4.0,0.3076923076923077,0.0,0.0,,2.0,2.0,2.0,6.0,5.0,0.0,0.0,0.0,5.0,259.0,51.8,4.0,3.0,3.0,3.0,0.0,0.0,35.0,48.0,0.7291666666666666,412.0,4.0,1.0,2.0,13.0,117.7,18.0,68.0,3.78,0.0,480.0,1.0,24.0,3.0,20.0,1.0,14.0,7.0,0.5,0.0,0.0,,30.0,-159.0,-129.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,13.0,0.0,10.0,3.0,-13.0,10.0,-10.0
HOU,2018,2018-12-02,1:00,Home,CLE,13,12,Sun,12,W 29-13,,29.0,13.0,16.0,42.0,-5.0,covered,47.5,under,22.0,31.0,0.7096774193548387,197.0,1.0,0.0,4.0,27.0,102.1,39.0,187.0,4.79,0.0,384.0,74.0,5.1892,52.0,8.2308,0.0,2255.0,10920.0,5.0,77.0,6.0,45.0,11.0,122.0,25.0,11.0,12.0,2.0,16.0,8.0,0.5,0.0,0.0,,2.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,3.0,114.0,38.0,2.0,1.0,1.0,0.0,0.0,0.0,29.0,43.0,0.6744186046511628,397.0,1.0,3.0,0.0,0.0,75.4,9.0,31.0,3.44,1.0,428.0,4.0,20.0,3.0,15.0,2.0,8.0,2.0,0.25,2.0,0.0,0.0,156.0,-200.0,-44.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,23.0,19.0,10.0,13.0,-4.0,-3.0,23.0,-7.0
HOU,2018,2018-12-15,4:30,Away,NYJ,15,14,Sat,12,W 29-22,,29.0,22.0,7.0,51.0,-7.0,push,44.0,over,22.0,28.0,0.7857142857142857,239.0,2.0,0.0,6.0,55.0,134.2,17.0,47.0,2.76,0.0,286.0,51.0,5.6078,72.0,4.4167,0.0,1496.0,11340.0,5.0,43.0,9.0,60.0,14.0,103.0,15.0,1.0,12.0,2.0,9.0,1.0,0.1111111111111111,0.0,0.0,,2.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,3.0,137.0,45.67,3.0,3.0,1.0,1.0,1.0,0.0,24.0,38.0,0.631578947368421,228.0,2.0,0.0,3.0,25.0,97.3,31.0,90.0,2.9,1.0,318.0,1.0,21.0,7.0,11.0,3.0,17.0,9.0,0.5294117647058824,3.0,1.0,0.3333333333333333,-43.0,11.0,-32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,7.0,-6.0,6.0,7.0,0.0
MIN,2018,2018-09-16,1:00,Away,GNB,2,2,Sun,9,T 29-29,OT,29.0,29.0,0.0,58.0,-2.0,not covered,45.0,over,35.0,48.0,0.7291666666666666,412.0,4.0,1.0,2.0,13.0,118.8,18.0,68.0,3.78,0.0,480.0,68.0,7.0588,70.0,5.0143,1.0,1912.0000000000002,13020.0,8.0,70.0,7.0,54.0,15.0,124.0,24.0,3.0,20.0,1.0,14.0,7.0,0.5,0.0,0.0,,4.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,5.0,204.0,40.8,2.0,2.0,2.0,6.0,5.0,0.0,30.0,42.0,0.7142857142857143,253.0,1.0,0.0,4.0,28.0,94.6,24.0,98.0,4.08,0.0,351.0,0.0,24.0,9.0,11.0,4.0,13.0,4.0,0.3076923076923077,0.0,0.0,,-30.0,159.0,129.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-13.0,0.0,-10.0,-3.0,13.0,-10.0,10.0
LAR,2018,2018-10-28,4:25,Home,GNB,8,8,Sun,10,W 29-27,,29.0,27.0,2.0,56.0,-7.5,not covered,57.0,under,20.0,36.0,0.5555555555555556,281.0,3.0,0.0,5.0,26.0,111.7,34.0,135.0,3.97,0.0,416.0,75.0,5.5467,52.0,6.9038,0.0,2050.0,11940.0,2.0,15.0,2.0,10.0,4.0,25.0,23.0,4.0,18.0,1.0,18.0,8.0,0.4444444444444444,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,7.0,316.0,45.14,3.0,3.0,3.0,2.0,2.0,0.0,18.0,30.0,0.6,253.0,1.0,0.0,3.0,33.0,98.3,19.0,106.0,5.58,2.0,359.0,1.0,16.0,5.0,11.0,0.0,9.0,2.0,0.2222222222222222,0.0,0.0,,29.0,28.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-2.0,3.0,-7.0,5.0,5.0,-1.0,-2.0,4.0
LAC,2018,2018-09-30,4:25,Home,SFO,4,4,Sun,9,W 29-27,,29.0,27.0,2.0,56.0,-10.5,not covered,46.0,over,25.0,39.0,0.6410256410256411,242.0,3.0,1.0,1.0,8.0,97.2,27.0,126.0,4.67,0.0,368.0,67.0,5.4925,59.0,6.1695,1.0,1946.0000000000002,11580.0,5.0,49.0,4.0,29.0,9.0,78.0,21.0,6.0,14.0,1.0,14.0,4.0,0.2857142857142857,1.0,1.0,1.0,3.0,2.0,0.0,4.0,3.0,1.0,1.0,0.0,4.0,174.0,43.5,3.0,3.0,3.0,2.0,2.0,0.0,23.0,37.0,0.6216216216216216,288.0,2.0,2.0,1.0,10.0,81.8,21.0,76.0,3.62,0.0,364.0,2.0,22.0,5.0,13.0,4.0,12.0,5.0,0.4166666666666667,0.0,0.0,,50.0,-46.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,2.0,-8.0,8.0,2.0,0.0,0.0,2.0
