Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,TD,XPA,XPM,Att,Md,Sfty,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,TO,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Rush,Pass,Tot,TO,KR,PR,IR,FR,OR,RetTD,Q1,Q2,Q3,Q1,Q2,Q3,Q4,1stHalf,2ndHalf
NYJ,2020,2020-10-25,1:00,1:00,,BUF,7,7,Sun,L 10-18,,0,0,0,8,6,0,30,43,69.8,296,0,0,2,11,88.9,27,126,4.67,0,422,1,26,9,16,1,11,3,27.3%,0,0,,-26,-205,-231,-1,0,0,0,0,0,0,3,4,-2,3,1,-6,-6,4,-12
Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,TD,XPA,XPM,Att,Md,Sfty,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,TO,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Rush,Pass,Tot,TO,KR,PR,IR,FR,OR,RetTD,Q1,Q2,Q3,Q1,Q2,Q3,Q4,1stHalf,2ndHalf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,2020,2020-11-01,8:20,8:20,,DAL,8,8,Sun,W 23-9,,0,0,0,4,3,0,21,40,52.5,132,0,0,4,48,59.6,35,133,3.80,0,265,2,21,10,10,1,16,4,25.0%,4,2,50.0%,-14,-29,-43,-2,0,0,0,1,0,1,4,-2,6,4,-6,8,8,-2,16
PIT,2020,2020-11-22,1:00,1:00,@,JAX,11,10,Sun,W 27-3,,0,0,0,1,1,0,16,37,43.2,133,0,4,2,18,13.5,17,73,4.29,0,206,4,14,4,8,2,13,4,30.8%,1,0,0.0%,33,134,167,3,0,0,0,0,0,0,-3,14,14,-3,17,0,10,14,10
LVR,2020,2020-11-01,1:00,1:00,@,CLE,8,7,Sun,W 16-6,,0,0,0,3,2,0,12,25,48.0,122,0,0,0,0,62.4,22,101,4.59,0,223,1,14,8,5,1,10,3,30.0%,2,2,100.0%,108,-22,86,1,0,0,0,0,0,0,0,3,0,0,3,-3,10,3,7
LAR,2020,2020-10-04,4:05,1:05,,NYG,4,4,Sun,W 17-9,,0,0,0,3,3,0,23,36,63.9,159,0,1,5,31,62.2,25,136,5.44,0,295,1,19,7,11,1,13,4,30.8%,2,1,50.0%,-78,23,-55,0,0,0,0,0,0,0,7,4,4,7,-3,0,4,4,4
LAR,2020,2020-12-10,8:20,5:20,,NWE,14,13,Thu,W 24-3,,0,0,0,1,1,0,14,23,60.9,113,0,1,6,33,55.2,29,107,3.69,0,220,1,10,6,4,0,13,3,23.1%,3,0,0.0%,79,19,98,0,0,0,1,0,0,1,10,14,21,10,4,7,0,14,7
BAL,2020,2020-10-11,1:00,1:00,,CIN,5,5,Sun,W 27-3,,0,0,0,1,1,0,19,30,63.3,135,0,1,7,48,59.7,28,70,2.50,0,205,3,12,3,9,0,16,3,18.8%,3,2,66.7%,91,36,127,2,0,0,0,1,0,1,10,17,20,10,7,3,4,17,7
BAL,2020,2021-01-03,1:00,1:00,@,CIN,17,16,Sun,W 38-3,,0,0,0,1,1,0,6,21,28.6,48,0,2,0,0,0.0,19,147,7.74,0,195,2,10,7,1,2,9,1,11.1%,0,0,,257,73,330,1,0,0,0,0,0,0,10,14,35,10,4,21,0,14,21
SEA,2020,2020-12-13,4:05,1:05,,NYJ,14,13,Sun,W 40-3,,0,0,0,4,1,0,14,26,53.8,116,0,0,3,16,65.5,23,69,3.00,0,185,1,12,3,8,1,12,4,33.3%,0,0,,105,120,225,0,0,0,0,0,0,0,4,20,34,4,16,14,3,20,17
SEA,2020,2020-12-27,4:25,1:25,,LAR,16,15,Sun,W 20-9,,0,0,0,3,3,0,24,43,55.8,216,0,1,3,18,59.8,29,118,4.07,0,334,1,20,4,15,1,19,9,47.4%,2,0,0.0%,-23,-19,-42,1,0,0,0,0,0,0,-3,0,7,-3,3,7,4,0,11
SFO,2020,2020-09-27,1:00,1:00,@,NYG,3,3,Sun,W 36-9,,0,0,0,3,3,0,17,32,53.1,165,0,1,2,14,54.8,15,66,4.40,0,231,3,13,3,8,2,10,4,40.0%,2,1,50.0%,27,162,189,3,0,0,0,0,0,0,6,10,14,6,4,4,13,10,17
SFO,2020,2020-10-25,4:25,4:25,@,NWE,7,7,Sun,W 33-6,,0,0,0,2,2,0,15,25,60.0,147,0,4,2,15,37.0,22,94,4.27,0,241,4,17,5,10,2,6,1,16.7%,0,0,,103,123,226,2,0,0,0,0,0,0,7,20,24,7,13,4,3,20,7
WAS,2020,2020-10-25,1:00,1:00,,DAL,7,7,Sun,W 25-3,,0,0,0,1,1,0,11,22,50.0,59,0,1,6,55,37.3,26,83,3.19,0,142,1,12,4,7,1,12,3,25.0%,1,0,0.0%,125,130,255,1,0,0,0,0,0,0,6,19,19,6,13,0,3,19,3
