Player,Team,Season,Date,Status,Opp,Injury,Week
Trevor Williams,PHI,2020,2020-10-11,Injured Reserve,PIT,,5
Brandon Brooks,PHI,2020,2020-10-18,Physically Unable to Perform,BAL,,6
Jatavis Brown,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Vinny Curry,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Andre Dillard,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
T.J. Edwards,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Marcus Epps,PHI,2020,2020-10-18,Out,BAL,Rib,6
Rudy Ford,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Dallas Goedert,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Marquise Goodwin,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Daeshon Hall,PHI,2020,2020-10-18,Physically Unable to Perform,BAL,,6
DeSean Jackson,PHI,2020,2020-10-18,Out,BAL,Hamstring,6
Alshon Jeffery,PHI,2020,2020-10-18,Out,BAL,Foot,6
Lane Johnson,PHI,2020,2020-10-18,Out,BAL,Ankle,6
Avonte Maddox,PHI,2020,2020-10-18,Out,BAL,Ankle,6
Will Parks,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Joshua Perkins,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Jason Peters,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Matt Pryor,PHI,2020,2020-10-18,Out,BAL,Illness,6
Jalen Reagor,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Duke Riley,PHI,2020,2020-10-18,Out,BAL,Rib,6
Isaac Seumalo,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Darius Slay,PHI,2020,2020-10-18,Questionable,BAL,Concussion,6
Trevor Williams,PHI,2020,2020-10-18,Injured Reserve,BAL,,6
Brandon Brooks,PHI,2020,2020-10-22,Physically Unable to Perform,NYG,,7
Jatavis Brown,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
Andre Dillard,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
Jack Driscoll,PHI,2020,2020-10-22,Out,NYG,Ankle,7
T.J. Edwards,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
Zach Ertz,PHI,2020,2020-10-22,Out,NYG,Ankle,7
Rudy Ford,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
Dallas Goedert,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
Marquise Goodwin,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
Daeshon Hall,PHI,2020,2020-10-22,Physically Unable to Perform,NYG,,7
Malik Jackson,PHI,2020,2020-10-22,Out,NYG,Quadricep,7
Alshon Jeffery,PHI,2020,2020-10-22,Out,NYG,Calf,7
Joshua Perkins,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
Jason Peters,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
Matt Pryor,PHI,2020,2020-10-22,C19,NYG,,7
Jalen Reagor,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
Miles Sanders,PHI,2020,2020-10-22,Out,NYG,Knee,7
Isaac Seumalo,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
K'Von Wallace,PHI,2020,2020-10-22,Out,NYG,Shoulder,7
Trevor Williams,PHI,2020,2020-10-22,Injured Reserve,NYG,,7
Genard Avery,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Brandon Brooks,PHI,2020,2020-11-01,Physically Unable to Perform,DAL,,8
Andre Dillard,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Jack Driscoll,PHI,2020,2020-11-01,Out,DAL,Ankle,8
T.J. Edwards,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Zach Ertz,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Rudy Ford,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Nathan Gerry,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Dallas Goedert,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Marquise Goodwin,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Daeshon Hall,PHI,2020,2020-11-01,Physically Unable to Perform,DAL,,8
DeSean Jackson,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Craig James,PHI,2020,2020-11-01,Out,DAL,Hamstring,8
Alshon Jeffery,PHI,2020,2020-11-01,Out,DAL,Calf,8
Cre'von LeBlanc,PHI,2020,2020-11-01,Out,DAL,Quadricep,8
Joshua Perkins,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Jason Peters,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Jalen Reagor,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Miles Sanders,PHI,2020,2020-11-01,Out,DAL,Knee,8
Isaac Seumalo,PHI,2020,2020-11-01,Injured Reserve,DAL,,8
Genard Avery,PHI,2020,2020-11-15,Injured Reserve,NYG,,10
Brandon Brooks,PHI,2020,2020-11-15,Physically Unable to Perform,NYG,,10
Andre Dillard,PHI,2020,2020-11-15,Injured Reserve,NYG,,10
Marcus Epps,PHI,2020,2020-11-15,C19,NYG,,10
Zach Ertz,PHI,2020,2020-11-15,Injured Reserve,NYG,,10
Nathan Gerry,PHI,2020,2020-11-15,Injured Reserve,NYG,,10
Marquise Goodwin,PHI,2020,2020-11-15,Injured Reserve,NYG,,10
DeSean Jackson,PHI,2020,2020-11-15,Injured Reserve,NYG,,10
Craig James,PHI,2020,2020-11-15,Out,NYG,Shoulder,10
Joshua Perkins,PHI,2020,2020-11-15,Injured Reserve,NYG,,10
Hassan Ridgeway,PHI,2020,2020-11-15,Injured Reserve,NYG,,10
Isaac Seumalo,PHI,2020,2020-11-15,Injured Reserve,NYG,,10
JJ Arcega-Whiteside,PHI,2020,2020-11-22,C19,CLE,,11
Genard Avery,PHI,2020,2020-11-22,Injured Reserve,CLE,,11
Brandon Brooks,PHI,2020,2020-11-22,Physically Unable to Perform,CLE,,11
Vinny Curry,PHI,2020,2020-11-22,C19,CLE,,11
Andre Dillard,PHI,2020,2020-11-22,Injured Reserve,CLE,,11
Marcus Epps,PHI,2020,2020-11-22,C19,CLE,,11
Zach Ertz,PHI,2020,2020-11-22,Injured Reserve,CLE,,11
Rudy Ford,PHI,2020,2020-11-22,Out,CLE,Hamstring,11
Nathan Gerry,PHI,2020,2020-11-22,Injured Reserve,CLE,,11
Marquise Goodwin,PHI,2020,2020-11-22,Injured Reserve,CLE,,11
Craig James,PHI,2020,2020-11-22,Injured Reserve,CLE,,11
Joshua Perkins,PHI,2020,2020-11-22,Injured Reserve,CLE,,11
Isaac Seumalo,PHI,2020,2020-11-22,Injured Reserve,CLE,,11
JJ Arcega-Whiteside,PHI,2020,2020-11-30,C19,SEA,,12
Genard Avery,PHI,2020,2020-11-30,Injured Reserve,SEA,,12
Brandon Brooks,PHI,2020,2020-11-30,Physically Unable to Perform,SEA,,12
Vinny Curry,PHI,2020,2020-11-30,C19,SEA,,12
Andre Dillard,PHI,2020,2020-11-30,Injured Reserve,SEA,,12
Zach Ertz,PHI,2020,2020-11-30,Injured Reserve,SEA,,12
Rudy Ford,PHI,2020,2020-11-30,Out,SEA,Hamstring,12
Nathan Gerry,PHI,2020,2020-11-30,Injured Reserve,SEA,,12
Marquise Goodwin,PHI,2020,2020-11-30,Injured Reserve,SEA,,12
Craig James,PHI,2020,2020-11-30,Injured Reserve,SEA,,12
Lane Johnson,PHI,2020,2020-11-30,Out,SEA,Ankle,12
Iosua Opeta,PHI,2020,2020-11-30,Out,SEA,Back,12
Joshua Perkins,PHI,2020,2020-11-30,Injured Reserve,SEA,,12
Jason Peters,PHI,2020,2020-11-30,Questionable,SEA,Toe,12
Brandon Brooks,PHI,2020,2020-12-06,Physically Unable to Perform,GNB,,13
Andre Dillard,PHI,2020,2020-12-06,Injured Reserve,GNB,,13
Rudy Ford,PHI,2020,2020-12-06,Out,GNB,Hamstring,13
Nathan Gerry,PHI,2020,2020-12-06,Injured Reserve,GNB,,13
Marquise Goodwin,PHI,2020,2020-12-06,Injured Reserve,GNB,,13
Craig James,PHI,2020,2020-12-06,Injured Reserve,GNB,,13
Lane Johnson,PHI,2020,2020-12-06,Injured Reserve,GNB,,13
Iosua Opeta,PHI,2020,2020-12-06,Injured Reserve,GNB,,13
Joshua Perkins,PHI,2020,2020-12-06,Injured Reserve,GNB,,13
Darius Slay,PHI,2020,2020-12-06,Questionable,GNB,Calf,13
Quez Watkins,PHI,2020,2020-12-06,Out,GNB,Illness,13
Grayland Arnold,PHI,2020,2020-12-13,Questionable,NOR,Hamstring,14
Brandon Brooks,PHI,2020,2020-12-13,Physically Unable to Perform,NOR,,14
Andre Dillard,PHI,2020,2020-12-13,Injured Reserve,NOR,,14
T.J. Edwards,PHI,2020,2020-12-13,Out,NOR,Hamstring,14
Rudy Ford,PHI,2020,2020-12-13,Out,NOR,Hamstring,14
Nathan Gerry,PHI,2020,2020-12-13,Injured Reserve,NOR,,14
Marquise Goodwin,PHI,2020,2020-12-13,Injured Reserve,NOR,,14
Michael Jacquet,PHI,2020,2020-12-13,Out,NOR,Hamstring,14
Craig James,PHI,2020,2020-12-13,Injured Reserve,NOR,,14
Lane Johnson,PHI,2020,2020-12-13,Injured Reserve,NOR,,14
Cre'von LeBlanc,PHI,2020,2020-12-13,Injured Reserve,NOR,,14
Iosua Opeta,PHI,2020,2020-12-13,Injured Reserve,NOR,,14
Joshua Perkins,PHI,2020,2020-12-13,Injured Reserve,NOR,,14
Jason Peters,PHI,2020,2020-12-13,Injured Reserve,NOR,,14
Davion Taylor,PHI,2020,2020-12-13,Injured Reserve,NOR,,14
Grayland Arnold,PHI,2020,2020-12-20,Questionable,ARI,Hamstring,15
Brandon Brooks,PHI,2020,2020-12-20,Physically Unable to Perform,ARI,,15
Andre Dillard,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Jack Driscoll,PHI,2020,2020-12-20,Out,ARI,Knee,15
Nathan Gerry,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Marquise Goodwin,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Jason Huntley,PHI,2020,2020-12-20,Out,ARI,Illness,15
Malik Jackson,PHI,2020,2020-12-20,Questionable,ARI,Concussion,15
Craig James,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Lane Johnson,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Cre'von LeBlanc,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Avonte Maddox,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Rodney McLeod,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Iosua Opeta,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Joshua Perkins,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Jason Peters,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Darius Slay,PHI,2020,2020-12-20,Questionable,ARI,Concussion,15
Davion Taylor,PHI,2020,2020-12-20,Injured Reserve,ARI,,15
Derek Barnett,PHI,2020,2020-12-27,Questionable,DAL,Calf,16
Brandon Brooks,PHI,2020,2020-12-27,Physically Unable to Perform,DAL,,16
Fletcher Cox,PHI,2020,2020-12-27,Questionable,DAL,Neck,16
Andre Dillard,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Jack Driscoll,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Nathan Gerry,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Marquise Goodwin,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Craig James,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Lane Johnson,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Cameron Johnston,PHI,2020,2020-12-27,Questionable,DAL,Concussion,16
Cre'von LeBlanc,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Avonte Maddox,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Rodney McLeod,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Iosua Opeta,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Joshua Perkins,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Jason Peters,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Duke Riley,PHI,2020,2020-12-27,Out,DAL,Bicep,16
Richard Rodgers,PHI,2020,2020-12-27,Out,DAL,Ankle,16
Kevon Seymour,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Josh Sweat,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Davion Taylor,PHI,2020,2020-12-27,Injured Reserve,DAL,,16
Derek Barnett,PHI,2020,2021-01-03,Out,WAS,Calf,17
Shaun Bradley,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Brandon Brooks,PHI,2020,2021-01-03,Physically Unable to Perform,WAS,,17
Fletcher Cox,PHI,2020,2021-01-03,Out,WAS,Neck,17
Andre Dillard,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Jack Driscoll,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Nathan Gerry,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Dallas Goedert,PHI,2020,2021-01-03,Out,WAS,Calf,17
Marquise Goodwin,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
DeSean Jackson,PHI,2020,2021-01-03,Out,WAS,Ankle,17
Michael Jacquet,PHI,2020,2021-01-03,Questionable,WAS,Calf,17
Craig James,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Lane Johnson,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Cre'von LeBlanc,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Avonte Maddox,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Jordan Mailata,PHI,2020,2021-01-03,Out,WAS,Concussion,17
Rodney McLeod,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Jalen Mills,PHI,2020,2021-01-03,C19,WAS,,17
Iosua Opeta,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Joshua Perkins,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Jason Peters,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Duke Riley,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Richard Rodgers,PHI,2020,2021-01-03,Out,WAS,Ankle,17
Miles Sanders,PHI,2020,2021-01-03,Out,WAS,Knee,17
Kevon Seymour,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Josh Sweat,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
Davion Taylor,PHI,2020,2021-01-03,Injured Reserve,WAS,,17
David DeCastro,PIT,2020,2020-09-14,Out,NYG,Knee,1
Zach Banner,PIT,2020,2020-09-20,Injured Reserve,DEN,,2
David DeCastro,PIT,2020,2020-09-20,Out,DEN,Knee,2
Stefen Wisniewski,PIT,2020,2020-09-20,Out,DEN,Chest,2
Zach Banner,PIT,2020,2020-09-27,Injured Reserve,HOU,,3
Stefen Wisniewski,PIT,2020,2020-09-27,Injured Reserve,HOU,,3
Marcus Allen,PIT,2020,2020-10-11,Out,PHI,Foot,5
Zach Banner,PIT,2020,2020-10-11,Injured Reserve,PHI,,5
Derek Watt,PIT,2020,2020-10-11,Out,PHI,Hamstring,5
Stefen Wisniewski,PIT,2020,2020-10-11,Injured Reserve,PHI,,5
Zach Banner,PIT,2020,2020-10-18,Injured Reserve,CLE,,6
David DeCastro,PIT,2020,2020-10-18,Out,CLE,Abdomen,6
Diontae Johnson,PIT,2020,2020-10-18,Out,CLE,Back,6
Stefen Wisniewski,PIT,2020,2020-10-18,Injured Reserve,CLE,,6
Zach Banner,PIT,2020,2020-10-25,Injured Reserve,TEN,,7
Devin Bush,PIT,2020,2020-10-25,Injured Reserve,TEN,,7
Mike Hilton,PIT,2020,2020-10-25,Out,TEN,Shoulder,7
Derek Watt,PIT,2020,2020-10-25,Out,TEN,Hamstring,7
Stefen Wisniewski,PIT,2020,2020-10-25,Injured Reserve,TEN,,7
Zach Banner,PIT,2020,2020-11-01,Injured Reserve,BAL,,8
Devin Bush,PIT,2020,2020-11-01,Injured Reserve,BAL,,8
Jordan Dangerfield,PIT,2020,2020-11-01,Out,BAL,Quadricep,8
Ulysees Gilbert,PIT,2020,2020-11-01,Out,BAL,Back,8
Mike Hilton,PIT,2020,2020-11-01,Questionable,BAL,Shoulder,8
Derek Watt,PIT,2020,2020-11-01,Questionable,BAL,Hamstring,8
Stefen Wisniewski,PIT,2020,2020-11-01,Injured Reserve,BAL,,8
Chris Wormley,PIT,2020,2020-11-01,Injured Reserve,BAL,,8
Tyson Alualu,PIT,2020,2020-11-08,Out,DAL,Knee,9
Zach Banner,PIT,2020,2020-11-08,Injured Reserve,DAL,,9
Devin Bush,PIT,2020,2020-11-08,Injured Reserve,DAL,,9
Ulysees Gilbert,PIT,2020,2020-11-08,Injured Reserve,DAL,,9
Mike Hilton,PIT,2020,2020-11-08,Doubtful,DAL,Shoulder,9
Vance McDonald,PIT,2020,2020-11-08,Questionable,DAL,Illness,9
Stefen Wisniewski,PIT,2020,2020-11-08,Doubtful,DAL,Pectoral,9
Chris Wormley,PIT,2020,2020-11-08,Injured Reserve,DAL,,9
Zach Banner,PIT,2020,2020-11-15,Injured Reserve,CIN,,10
Isaiah Buggs,PIT,2020,2020-11-15,Questionable,CIN,Ankle,10
Devin Bush,PIT,2020,2020-11-15,Injured Reserve,CIN,,10
Kevin Dotson,PIT,2020,2020-11-15,Questionable,CIN,Illness,10
Jerald Hawkins,PIT,2020,2020-11-15,C19,CIN,,10
Mike Hilton,PIT,2020,2020-11-15,Questionable,CIN,Shoulder,10
Vance McDonald,PIT,2020,2020-11-15,C19,CIN,,10
Anthony McFarland,PIT,2020,2020-11-15,Questionable,CIN,Illness,10
Jaylen Samuels,PIT,2020,2020-11-15,C19,CIN,,10
Vince Williams,PIT,2020,2020-11-15,C19,CIN,,10
Chris Wormley,PIT,2020,2020-11-15,Injured Reserve,CIN,,10
Zach Banner,PIT,2020,2020-11-22,Injured Reserve,JAX,,11
Devin Bush,PIT,2020,2020-11-22,Injured Reserve,JAX,,11
Kevin Dotson,PIT,2020,2020-11-22,C19,JAX,,11
Trey Edmunds,PIT,2020,2020-11-22,Out,JAX,Hamstring,11
Jayrone Elliott,PIT,2020,2020-11-22,Out,JAX,Illness,11
Vance McDonald,PIT,2020,2020-11-22,C19,JAX,,11
Jaylen Samuels,PIT,2020,2020-11-22,Out,JAX,Quadricep,11
Chris Wormley,PIT,2020,2020-11-22,Injured Reserve,JAX,,11
Zach Banner,PIT,2020,2020-12-02,Injured Reserve,BAL,,12
Isaiah Buggs,PIT,2020,2020-12-02,C19,BAL,,12
Devin Bush,PIT,2020,2020-12-02,Injured Reserve,BAL,,12
James Conner,PIT,2020,2020-12-02,C19,BAL,,12
Kevin Dotson,PIT,2020,2020-12-02,C19,BAL,,12
Trey Edmunds,PIT,2020,2020-12-02,Injured Reserve,BAL,,12
Zach Gentry,PIT,2020,2020-12-02,Injured Reserve,BAL,,12
Joe Haden,PIT,2020,2020-12-02,Questionable,BAL,Knee,12
Jerald Hawkins,PIT,2020,2020-12-02,C19,BAL,,12
Vance McDonald,PIT,2020,2020-12-02,C19,BAL,,12
Jaylen Samuels,PIT,2020,2020-12-02,Out,BAL,Quadricep,12
Zach Banner,PIT,2020,2020-12-07,Injured Reserve,WAS,,13
Chris Boswell,PIT,2020,2020-12-07,Questionable,WAS,Hip,13
Devin Bush,PIT,2020,2020-12-07,Injured Reserve,WAS,,13
James Conner,PIT,2020,2020-12-07,C19,WAS,,13
Bud Dupree,PIT,2020,2020-12-07,Injured Reserve,WAS,,13
Trey Edmunds,PIT,2020,2020-12-07,Injured Reserve,WAS,,13
Zach Gentry,PIT,2020,2020-12-07,Injured Reserve,WAS,,13
Jerald Hawkins,PIT,2020,2020-12-07,C19,WAS,,13
Steven Nelson,PIT,2020,2020-12-07,Doubtful,WAS,Knee,13
Maurkice Pouncey,PIT,2020,2020-12-07,C19,WAS,,13
Ben Roethlisberger,PIT,2020,2020-12-07,Questionable,WAS,Not Injury Related,13
Zach Banner,PIT,2020,2020-12-13,Injured Reserve,BUF,,14
Devin Bush,PIT,2020,2020-12-13,Injured Reserve,BUF,,14
James Conner,PIT,2020,2020-12-13,C19,BUF,,14
Bud Dupree,PIT,2020,2020-12-13,Injured Reserve,BUF,,14
Trey Edmunds,PIT,2020,2020-12-13,Injured Reserve,BUF,,14
Zach Gentry,PIT,2020,2020-12-13,Injured Reserve,BUF,,14
Joe Haden,PIT,2020,2020-12-13,Out,BUF,Concussion,14
Maurkice Pouncey,PIT,2020,2020-12-13,C19,BUF,,14
Robert Spillane,PIT,2020,2020-12-13,Injured Reserve,BUF,,14
Vince Williams,PIT,2020,2020-12-13,C19,BUF,,14
Zach Banner,PIT,2020,2020-12-21,Injured Reserve,CIN,,15
Devin Bush,PIT,2020,2020-12-21,Injured Reserve,CIN,,15
James Conner,PIT,2020,2020-12-21,Questionable,CIN,Quadricep,15
Kevin Dotson,PIT,2020,2020-12-21,Out,CIN,Shoulder,15
Bud Dupree,PIT,2020,2020-12-21,Injured Reserve,CIN,,15
Trey Edmunds,PIT,2020,2020-12-21,Injured Reserve,CIN,,15
Matt Feiler,PIT,2020,2020-12-21,Injured Reserve,CIN,,15
Zach Gentry,PIT,2020,2020-12-21,Injured Reserve,CIN,,15
Robert Spillane,PIT,2020,2020-12-21,Injured Reserve,CIN,,15
Vince Williams,PIT,2020,2020-12-21,C19,CIN,,15
Olasunkanmi Adeniyi,PIT,2020,2020-12-27,Questionable,IND,Shoulder,16
Marcus Allen,PIT,2020,2020-12-27,Questionable,IND,Neck,16
Zach Banner,PIT,2020,2020-12-27,Injured Reserve,IND,,16
Chris Boswell,PIT,2020,2020-12-27,Questionable,IND,Groin,16
Devin Bush,PIT,2020,2020-12-27,Injured Reserve,IND,,16
Bud Dupree,PIT,2020,2020-12-27,Injured Reserve,IND,,16
Trey Edmunds,PIT,2020,2020-12-27,Injured Reserve,IND,,16
Matt Feiler,PIT,2020,2020-12-27,Injured Reserve,IND,,16
Zach Gentry,PIT,2020,2020-12-27,Injured Reserve,IND,,16
Ulysees Gilbert,PIT,2020,2020-12-27,Out,IND,Ankle,16
Anthony McFarland,PIT,2020,2020-12-27,Questionable,IND,Illness,16
Robert Spillane,PIT,2020,2020-12-27,Injured Reserve,IND,,16
Vince Williams,PIT,2020,2020-12-27,C19,IND,,16
Zach Banner,PIT,2020,2021-01-03,Injured Reserve,CLE,,17
Chris Boswell,PIT,2020,2021-01-03,Out,CLE,Groin,17
Devin Bush,PIT,2020,2021-01-03,Injured Reserve,CLE,,17
Bud Dupree,PIT,2020,2021-01-03,Injured Reserve,CLE,,17
Eric Ebron,PIT,2020,2021-01-03,C19,CLE,,17
Terrell Edmunds,PIT,2020,2021-01-03,Out,CLE,Shoulder,17
Trey Edmunds,PIT,2020,2021-01-03,Injured Reserve,CLE,,17
Matt Feiler,PIT,2020,2021-01-03,Injured Reserve,CLE,,17
Zach Gentry,PIT,2020,2021-01-03,Injured Reserve,CLE,,17
Joe Haden,PIT,2020,2021-01-03,C19,CLE,,17
Cassius Marsh,PIT,2020,2021-01-03,C19,CLE,,17
Ben Roethlisberger,PIT,2020,2021-01-03,Out,CLE,Not Injury Related,17
Robert Spillane,PIT,2020,2021-01-03,Injured Reserve,CLE,,17
Patrick Carr,SEA,2020,2020-09-13,Injured Reserve,ATL,,1
Phillip Dorsett,SEA,2020,2020-09-13,Questionable,ATL,Foot,1
Branden Jackson,SEA,2020,2020-09-13,Injured Reserve,ATL,,1
Jamarco Jones,SEA,2020,2020-09-13,Questionable,ATL,Illness,1
Eli Mencer,SEA,2020,2020-09-13,Injured Reserve,ATL,,1
Cedric Ogbuehi,SEA,2020,2020-09-13,Out,ATL,Pectoral,1
Colby Parkinson,SEA,2020,2020-09-13,Injured Reserve,ATL,,1
Rashaad Penny,SEA,2020,2020-09-13,Physically Unable to Perform,ATL,,1
D.J. Reed,SEA,2020,2020-09-13,Injured Reserve,ATL,,1
Darrell Taylor,SEA,2020,2020-09-13,Injured Reserve,ATL,,1
Chance Warmack,SEA,2020,2020-09-13,Injured Reserve,ATL,,1
Patrick Carr,SEA,2020,2020-09-20,Injured Reserve,NWE,,2
Phillip Dorsett,SEA,2020,2020-09-20,Questionable,NWE,Foot,2
Rasheem Green,SEA,2020,2020-09-20,Doubtful,NWE,Neck,2
Branden Jackson,SEA,2020,2020-09-20,Injured Reserve,NWE,,2
Eli Mencer,SEA,2020,2020-09-20,Injured Reserve,NWE,,2
Cedric Ogbuehi,SEA,2020,2020-09-20,Doubtful,NWE,Pectoral,2
Colby Parkinson,SEA,2020,2020-09-20,Injured Reserve,NWE,,2
Rashaad Penny,SEA,2020,2020-09-20,Physically Unable to Perform,NWE,,2
D.J. Reed,SEA,2020,2020-09-20,Injured Reserve,NWE,,2
Darrell Taylor,SEA,2020,2020-09-20,Injured Reserve,NWE,,2
Chance Warmack,SEA,2020,2020-09-20,Injured Reserve,NWE,,2
Marquise Blair,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Patrick Carr,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Phillip Dorsett,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Quinton Dunbar,SEA,2020,2020-09-27,Questionable,DAL,Knee,3
Rasheem Green,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Bruce Irvin,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Branden Jackson,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Benson Mayowa,SEA,2020,2020-09-27,Questionable,DAL,Groin,3
Eli Mencer,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Cedric Ogbuehi,SEA,2020,2020-09-27,Questionable,DAL,Pectoral,3
Colby Parkinson,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Rashaad Penny,SEA,2020,2020-09-27,Physically Unable to Perform,DAL,,3
D.J. Reed,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Darrell Taylor,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Neiko Thorpe,SEA,2020,2020-09-27,Questionable,DAL,Hip,3
Chance Warmack,SEA,2020,2020-09-27,Injured Reserve,DAL,,3
Jamal Adams,SEA,2020,2020-10-04,Out,MIA,Groin,4
Marquise Blair,SEA,2020,2020-10-04,Injured Reserve,MIA,,4
Jordyn Brooks,SEA,2020,2020-10-04,Out,MIA,Knee,4
Patrick Carr,SEA,2020,2020-10-04,Injured Reserve,MIA,,4
Chris Carson,SEA,2020,2020-10-04,Questionable,MIA,Knee,4
Phillip Dorsett,SEA,2020,2020-10-04,Injured Reserve,MIA,,4
Quinton Dunbar,SEA,2020,2020-10-04,Out,MIA,Knee,4
Rasheem Green,SEA,2020,2020-10-04,Injured Reserve,MIA,,4
Shaquill Griffin,SEA,2020,2020-10-04,Questionable,MIA,Shoulder,4
Lano Hill,SEA,2020,2020-10-04,Questionable,MIA,Back,4
Carlos Hyde,SEA,2020,2020-10-04,Questionable,MIA,Shoulder,4
Bruce Irvin,SEA,2020,2020-10-04,Injured Reserve,MIA,,4
Branden Jackson,SEA,2020,2020-10-04,Injured Reserve,MIA,,4
Damien Lewis,SEA,2020,2020-10-04,Questionable,MIA,Ankle,4
Colby Parkinson,SEA,2020,2020-10-04,Injured Reserve,MIA,,4
Rashaad Penny,SEA,2020,2020-10-04,Physically Unable to Perform,MIA,,4
D.J. Reed,SEA,2020,2020-10-04,Injured Reserve,MIA,,4
Darrell Taylor,SEA,2020,2020-10-04,Injured Reserve,MIA,,4
Neiko Thorpe,SEA,2020,2020-10-04,Questionable,MIA,Hip,4
Chance Warmack,SEA,2020,2020-10-04,Injured Reserve,MIA,,4
Jamal Adams,SEA,2020,2020-10-11,Out,MIN,Groin,5
