Player,Pos,Team,Games,Snaps,Snap %,Season,Week
,WR,MIN,1,51,74,2018,7
,RB,DAL,1,66,100,2018,7
,QB,LAR,1,51,84,2018,7
,WR,WAS,1,57,95,2018,7
,RB,TEN,1,24,34,2018,7
,QB,PHI,1,67,99,2018,7
,WR,NOR,1,65,92,2018,7
,RB,BAL,1,28,41,2018,7
,WR,CIN,1,56,98,2018,7
,RB,DEN,1,6,10,2018,7
,WR,NYG,1,58,91,2018,7
,TE,ATL,1,56,84,2018,7
,RB,CHI,1,46,56,2018,7
,WR,TEN,1,56,79,2018,7
,QB,DAL,1,66,100,2018,7
,QB,CIN,1,9,16,2018,7
,TE,LAR,1,42,69,2018,7
,WR,HOU,1,52,80,2018,7
,RB,MIA,1,36,63,2018,7
,QB,IND,1,8,12,2018,7
,QB,JAX,1,38,55,2018,7
,WR,BAL,1,31,46,2018,7
,RB,HOU,1,22,34,2018,7
,WR,KAN,1,11,16,2018,7
,RB,PHI,1,35,51,2018,7
,WR,MIA,1,39,68,2018,7
,WR,NYJ,1,62,87,2018,7
,WR,NYJ,1,9,13,2018,7
,WR,CIN,1,14,25,2018,7
,WR,CIN,1,20,35,2018,7
,RB,DEN,1,20,34,2018,7
,RB,LAC,1,3,7,2018,7
,WR,KAN,1,52,74,2018,7
,TE,DAL,1,7,11,2018,7
,TE,CHI,1,13,16,2018,7
,TE,MIN,1,24,35,2018,7
,RB,TAM,1,35,37,2018,7
,WR,IND,1,35,53,2018,7
,WR,ATL,1,12,18,2018,7
,WR,WAS,1,36,60,2018,7
,RB,MIN,1,2,3,2018,7
,TE,TAM,1,7,7,2018,7
,TE,PHI,1,7,10,2018,7
,RB,NYG,1,6,9,2018,7
,WR,LAC,1,30,65,2018,7
,TE,TAM,1,63,66,2018,7
,QB,CHI,1,82,100,2018,7
,WR,TEN,1,61,86,2018,7
,WR,CIN,1,28,49,2018,7
,RB,CAR,1,59,100,2018,7
,QB,HOU,1,64,98,2018,7
,TE,CLE,1,57,84,2018,7
,WR,TAM,1,66,69,2018,7
,TE,NYG,1,52,81,2018,7
,QB,KAN,1,70,100,2018,7
,QB,SFO,1,59,100,2018,7
,RB,CIN,1,44,77,2018,7
,RB,NOR,1,39,55,2018,7
,RB,NYG,1,5,8,2018,7
,RB,WAS,1,2,3,2018,7
,RB,KAN,1,46,66,2018,7
,WR,TEN,1,49,69,2018,7
,WR,BUF,1,51,89,2018,7
,WR,CAR,1,19,32,2018,7
,WR,JAX,1,50,72,2018,7
,WR,LAR,1,51,84,2018,7
,RB,IND,1,37,56,2018,7
,RB,PHI,1,25,37,2018,7
,RB,CHI,1,42,51,2018,7
,TE,NYJ,1,22,31,2018,7
,TE,LAR,1,22,36,2018,7
,TE,TEN,1,56,79,2018,7
,TE,WAS,1,19,32,2018,7
,RB,LAC,1,42,91,2018,7
,WR,PHI,1,2,3,2018,7
,WR,DET,1,49,77,2018,7
,TE,SFO,1,53,90,2018,7
,TE,DET,1,19,30,2018,7
,TE,TAM,1,22,23,2018,7
,WR,SFO,1,20,34,2018,7
,WR,NOR,1,15,21,2018,7
,TE,CIN,1,2,4,2018,7
,WR,DEN,1,16,27,2018,7
,TE,IND,1,31,47,2018,7
,TE,DAL,1,9,14,2018,7
,TE,ATL,1,8,12,2018,7
,RB,CAR,1,3,5,2018,7
,WR,ARI,1,45,68,2018,7
,TE,ARI,1,29,44,2018,7
,TE,LAR,1,11,18,2018,7
,TE,BUF,1,16,28,2018,7
,TE,TEN,1,15,21,2018,7
,WR,JAX,1,52,75,2018,7
,TE,LAC,1,11,24,2018,7
,WR,KAN,1,3,4,2018,7
,WR,IND,1,41,62,2018,7
,RB,SFO,1,5,8,2018,7
,WR,SFO,1,25,42,2018,7
,QB,NOR,1,26,37,2018,7
,TE,NOR,1,12,17,2018,7
,RB,BAL,1,2,3,2018,7
,WR,MIN,1,1,1,2018,7
,QB,BAL,1,5,7,2018,7
,QB,ARI,1,66,100,2018,7
,QB,NYJ,1,71,100,2018,7
,QB,CLE,1,68,100,2018,7
,RB,NYG,1,59,92,2018,7
,RB,TAM,1,29,31,2018,7
,RB,DEN,1,18,31,2018,7
,RB,CLE,1,45,66,2018,7
,RB,DET,1,38,59,2018,7
,RB,PHI,1,8,12,2018,7
,RB,ATL,1,28,42,2018,7
,RB,MIA,1,3,5,2018,7
,WR,DEN,1,40,68,2018,7
,WR,CHI,1,52,63,2018,7
,WR,NYJ,1,15,21,2018,7
,WR,ATL,1,41,61,2018,7
,WR,DAL,1,56,85,2018,7
,WR,NOR,1,52,73,2018,7
,WR,CAR,1,26,44,2018,7
,WR,ARI,1,52,79,2018,7
,TE,BAL,1,26,38,2018,7
,TE,PHI,1,37,54,2018,7
,TE,MIA,1,16,28,2018,7
,TE,BAL,1,18,26,2018,7
,RB,MIN,1,3,4,2018,7
,WR,CLE,1,50,74,2018,7
,WR,JAX,1,30,43,2018,7
,RB,IND,1,17,26,2018,7
,RB,LAC,1,5,11,2018,7
,WR,SFO,1,3,5,2018,7
,RB,CIN,1,13,23,2018,7
,RB,NWE,1,6,9,2018,7
,TE,DAL,1,19,29,2018,7
,TE,HOU,1,55,85,2018,7
,TE,HOU,1,30,46,2018,7
,WR,DEN,1,4,7,2018,7
,WR,HOU,1,16,25,2018,7
,RB,ARI,1,23,35,2018,7
,RB,IND,1,15,23,2018,7
,RB,DEN,1,35,59,2018,7
,TE,MIA,1,4,7,2018,7
,TE,NYJ,1,24,34,2018,7
,RB,NYJ,1,23,32,2018,7
,WR,CLE,1,41,60,2018,7
,RB,JAX,1,6,9,2018,7
,TE,MIN,1,4,6,2018,7
,WR,TAM,1,2,2,2018,7
,RB,BAL,1,7,10,2018,7
,RB,MIN,1,8,12,2018,7
,TE,SFO,1,1,2,2018,7
,WR,TEN,1,6,8,2018,7
,WR,BUF,1,16,28,2018,7
,WR,LAR,1,8,13,2018,7
,QB,GNB,1,52,96,2018,8
,RB,WAS,1,41,59,2018,8
,QB,WAS,1,68,99,2018,8
,QB,PIT,1,70,97,2018,8
,TE,NOR,1,14,26,2018,8
,WR,SEA,1,2,3,2018,8
,QB,NWE,1,2,3,2018,8
,WR,MIA,1,65,98,2018,8
,WR,PIT,1,2,3,2018,8
,QB,BUF,1,62,95,2018,8
,WR,TAM,1,46,52,2018,8
,QB,NOR,1,53,98,2018,8
,QB,NYG,1,70,99,2018,8
,RB,MIA,1,29,44,2018,8
,TE,CAR,1,63,97,2018,8
,TE,OAK,1,31,61,2018,8
,QB,BAL,1,61,88,2018,8
,WR,OAK,1,45,88,2018,8
,WR,NWE,1,73,96,2018,8
,WR,ARI,1,66,100,2018,8
,RB,BUF,1,46,71,2018,8
,TE,GNB,1,12,22,2018,8
,WR,NWE,1,2,3,2018,8
,QB,DET,1,59,100,2018,8
,WR,BAL,1,45,65,2018,8
,QB,TAM,1,25,28,2018,8
,QB,NWE,1,74,97,2018,8
,TE,WAS,1,33,48,2018,8
,WR,DET,1,54,92,2018,8
,TE,ARI,1,31,47,2018,8
,WR,DEN,1,52,71,2018,8
,WR,NYJ,1,32,59,2018,8
,WR,OAK,1,46,90,2018,8
,TE,SEA,1,20,32,2018,8
,WR,DEN,1,59,81,2018,8
,TE,GNB,1,46,85,2018,8
,RB,DET,1,7,12,2018,8
,TE,NWE,1,68,89,2018,8
,RB,BUF,1,19,29,2018,8
,WR,PIT,1,70,97,2018,8
,WR,CIN,1,62,93,2018,8
,QB,CAR,1,62,95,2018,8
,RB,NOR,1,23,43,2018,8
,RB,TAM,1,33,38,2018,8
,WR,GNB,1,24,44,2018,8
,TE,MIN,1,63,85,2018,8
,QB,CIN,1,66,99,2018,8
,TE,GNB,1,18,33,2018,8
,RB,PIT,1,6,8,2018,8
,RB,KAN,1,4,7,2018,8
,TE,OAK,1,15,29,2018,8
,TE,BUF,1,41,63,2018,8
,WR,OAK,1,1,2,2018,8
,WR,MIN,1,17,23,2018,8
,WR,SEA,1,54,86,2018,8
,QB,IND,1,78,100,2018,8
,QB,HOU,1,1,2,2018,8
,QB,MIN,1,73,99,2018,8
,QB,MIA,1,66,100,2018,8
,QB,SEA,1,63,100,2018,8
,RB,HOU,1,34,56,2018,8
,RB,OAK,1,28,55,2018,8
,WR,WAS,1,9,13,2018,8
,WR,PHI,1,54,86,2018,8
,WR,IND,1,64,82,2018,8
,WR,CAR,1,17,26,2018,8
,WR,DET,1,57,97,2018,8
,TE,NWE,1,12,16,2018,8
,TE,NYG,1,28,39,2018,8
,RB,SFO,1,12,18,2018,8
,WR,NYJ,1,19,35,2018,8
,WR,BUF,1,35,54,2018,8
,TE,OAK,1,12,24,2018,8
,QB,DEN,1,73,100,2018,8
,WR,NWE,1,64,84,2018,8
,WR,NWE,1,46,61,2018,8
,TE,SFO,1,24,36,2018,8
,WR,NYJ,1,52,96,2018,8
,WR,CHI,1,55,83,2018,8
,TE,KAN,1,55,93,2018,8
,WR,SFO,1,61,91,2018,8
,WR,NYG,1,2,3,2018,8
,WR,HOU,1,59,97,2018,8
,WR,LAR,1,76,97,2018,8
,WR,NWE,1,13,17,2018,8
,WR,PIT,1,38,53,2018,8
,RB,KAN,1,9,15,2018,8
,RB,WAS,1,26,38,2018,8
,RB,NWE,1,6,8,2018,8
,TE,PHI,1,57,90,2018,8
,TE,WAS,1,53,77,2018,8
,TE,CHI,1,20,30,2018,8
,TE,DET,1,14,24,2018,8
,TE,PIT,1,27,38,2018,8
,RB,SFO,1,47,70,2018,8
,TE,DET,1,36,61,2018,8
,RB,MIN,1,61,82,2018,8
,RB,CHI,1,5,8,2018,8
,TE,KAN,1,20,34,2018,8
,RB,CAR,1,12,18,2018,8
,WR,SEA,1,18,29,2018,8
,RB,NOR,1,7,13,2018,8
,RB,NWE,1,26,34,2018,8
,TE,IND,1,57,73,2018,8
,RB,BUF,1,12,18,2018,8
,WR,LAR,1,10,13,2018,8
,QB,NOR,1,1,2,2018,8
,QB,JAX,1,64,100,2018,8
,QB,OAK,1,50,98,2018,8
,TE,BUF,1,18,28,2018,8
,RB,JAX,1,28,44,2018,8
,RB,NYJ,1,25,46,2018,8
,WR,KAN,1,55,93,2018,8
,WR,TAM,1,70,80,2018,8
,WR,BUF,1,49,75,2018,8
,WR,LAR,1,75,96,2018,8
,WR,GNB,1,40,74,2018,8
,WR,PHI,1,34,54,2018,8
,WR,JAX,1,56,88,2018,8
,WR,NYG,1,67,94,2018,8
,WR,CLE,1,52,81,2018,8
,WR,WAS,1,46,67,2018,8
,WR,OAK,1,7,14,2018,8
,TE,IND,1,17,22,2018,8
,TE,PIT,1,13,18,2018,8
,TE,CHI,1,48,73,2018,8
,RB,NWE,1,62,82,2018,8
,WR,BAL,1,46,67,2018,8
,RB,HOU,1,29,48,2018,8
,RB,WAS,1,1,1,2018,8
,RB,IND,1,22,28,2018,8
,WR,CHI,1,44,67,2018,8
,WR,BAL,1,52,75,2018,8
,WR,NYG,1,48,68,2018,8
,WR,IND,1,58,74,2018,8
,RB,OAK,1,11,22,2018,8
,WR,MIN,1,69,93,2018,8
,TE,TAM,1,26,30,2018,8
,RB,PIT,1,10,14,2018,8
,TE,NOR,1,35,65,2018,8
,TE,CLE,1,25,39,2018,8
,TE,NYG,1,4,6,2018,8
,WR,OAK,1,30,59,2018,8
,QB,TAM,1,63,72,2018,8
,WR,MIA,1,66,100,2018,8
,WR,CHI,1,29,44,2018,8
,RB,LAR,1,70,90,2018,8
,WR,CAR,1,48,74,2018,8
,RB,DET,1,4,7,2018,8
,QB,CAR,1,3,5,2018,8
,RB,CLE,1,23,36,2018,8
,RB,JAX,1,37,58,2018,8
,RB,SEA,1,20,32,2018,8
,RB,BAL,1,23,33,2018,8
,RB,ARI,1,53,80,2018,8
,RB,LAR,1,9,12,2018,8
,RB,BUF,1,1,2,2018,8
,TE,MIA,1,49,74,2018,8
,TE,PIT,1,40,56,2018,8
,TE,DEN,1,63,86,2018,8
,TE,BAL,1,31,45,2018,8
,TE,JAX,1,32,50,2018,8
,WR,PHI,1,57,90,2018,8
,WR,SEA,1,44,70,2018,8
,WR,JAX,1,11,17,2018,8
,WR,CLE,1,9,14,2018,8
,RB,GNB,1,6,11,2018,8
,WR,NWE,1,5,7,2018,8
,WR,MIN,1,64,86,2018,8
,TE,CAR,1,22,34,2018,8
,TE,CIN,1,11,16,2018,8
,TE,CIN,1,64,96,2018,8
,WR,PHI,1,6,10,2018,8
,TE,NYJ,1,11,20,2018,8
,WR,KAN,1,30,51,2018,8
,WR,CAR,1,9,14,2018,8
,WR,ARI,1,18,27,2018,8
,TE,DEN,1,27,37,2018,8
,RB,SFO,1,12,18,2018,8
,TE,NYJ,1,6,11,2018,8
,WR,NOR,1,9,17,2018,8
,TE,CHI,1,1,2,2018,8
,WR,TAM,1,62,70,2018,8
,WR,MIN,1,46,62,2018,8
,QB,LAR,1,78,100,2018,8
,WR,WAS,1,56,81,2018,8
,QB,PHI,1,62,98,2018,8
,WR,NOR,1,51,94,2018,8
,RB,BAL,1,33,48,2018,8
,WR,CIN,1,61,91,2018,8
,RB,DEN,1,32,44,2018,8
,WR,NYG,1,67,94,2018,8
,RB,CHI,1,38,58,2018,8
,TE,LAR,1,62,79,2018,8
,WR,HOU,1,44,72,2018,8
,RB,MIA,1,37,56,2018,8
,TE,SEA,1,31,49,2018,8
,WR,BAL,1,38,55,2018,8
,RB,HOU,1,35,57,2018,8
,WR,KAN,1,20,34,2018,8
,TE,CLE,1,5,8,2018,8
,RB,PHI,1,31,49,2018,8
,WR,MIA,1,63,95,2018,8
,WR,NYJ,1,16,30,2018,8
,WR,CIN,1,6,9,2018,8
,WR,CIN,1,51,76,2018,8
,RB,DEN,1,18,25,2018,8
,WR,KAN,1,48,81,2018,8
,RB,OAK,1,2,4,2018,8
,WR,GNB,1,30,56,2018,8
,TE,MIN,1,17,23,2018,8
,RB,TAM,1,43,49,2018,8
,WR,IND,1,39,50,2018,8
,RB,OAK,1,22,43,2018,8
,WR,WAS,1,56,81,2018,8
,RB,MIN,1,10,14,2018,8
,TE,TAM,1,6,7,2018,8
,TE,PHI,1,7,11,2018,8
,RB,NYG,1,2,3,2018,8
,TE,TAM,1,53,60,2018,8
,QB,CHI,1,66,100,2018,8
,RB,CAR,1,64,98,2018,8
,QB,HOU,1,60,98,2018,8
,TE,CLE,1,53,83,2018,8
,WR,TAM,1,63,72,2018,8
,TE,NYG,1,62,87,2018,8
,QB,KAN,1,58,98,2018,8
,QB,BUF,1,2,3,2018,8
,QB,PIT,1,1,1,2018,8
,QB,SFO,1,66,99,2018,8
,RB,CIN,1,55,82,2018,8
,RB,NOR,1,38,70,2018,8
,RB,NYG,1,2,3,2018,8
,RB,GNB,1,13,24,2018,8
,RB,KAN,1,49,83,2018,8
,WR,PIT,1,56,78,2018,8
,WR,BUF,1,60,92,2018,8
,WR,CAR,1,26,40,2018,8
,WR,JAX,1,58,91,2018,8
,WR,LAR,1,69,88,2018,8
,RB,IND,1,49,63,2018,8
,RB,PHI,1,13,21,2018,8
,RB,PIT,1,56,78,2018,8
,RB,CHI,1,38,58,2018,8
,TE,NYJ,1,12,22,2018,8
,TE,LAR,1,17,22,2018,8
,TE,WAS,1,20,29,2018,8
,RB,ARI,1,1,2,2018,8
,WR,PHI,1,2,3,2018,8
,WR,DET,1,54,92,2018,8
,TE,SFO,1,60,90,2018,8
,TE,DET,1,18,31,2018,8
,TE,TAM,1,15,17,2018,8
,TE,GNB,1,3,6,2018,8
,WR,SFO,1,19,28,2018,8
,WR,NOR,1,19,35,2018,8
,WR,CIN,1,4,6,2018,8
,WR,DEN,1,19,26,2018,8
,TE,IND,1,25,32,2018,8
,TE,SEA,1,9,14,2018,8
,WR,DEN,1,3,4,2018,8
,WR,PIT,1,19,26,2018,8
,RB,GNB,1,32,59,2018,8
,RB,CAR,1,10,15,2018,8
,WR,ARI,1,47,71,2018,8
,TE,ARI,1,49,74,2018,8
,RB,SEA,1,42,67,2018,8
,WR,SEA,1,45,71,2018,8
,TE,BUF,1,17,26,2018,8
,WR,JAX,1,15,23,2018,8
,WR,IND,1,29,37,2018,8
,RB,SFO,1,32,48,2018,8
,WR,SFO,1,5,7,2018,8
,WR,SFO,1,54,81,2018,8
,QB,NOR,1,18,33,2018,8
,TE,NOR,1,10,19,2018,8
,RB,BAL,1,5,7,2018,8
,WR,MIN,1,1,1,2018,8
,QB,BAL,1,14,20,2018,8
,QB,ARI,1,66,100,2018,8
,QB,NYJ,1,54,100,2018,8
,QB,CLE,1,64,100,2018,8
,RB,NYG,1,68,96,2018,8
,RB,TAM,1,11,13,2018,8
,RB,CLE,1,31,48,2018,8
,RB,DET,1,48,81,2018,8
,RB,PHI,1,18,29,2018,8
,RB,MIA,1,1,2,2018,8
,WR,DEN,1,49,67,2018,8
,WR,CHI,1,48,73,2018,8
,WR,NYJ,1,41,76,2018,8
,WR,NOR,1,41,76,2018,8
,WR,SFO,1,7,10,2018,8
,WR,CAR,1,46,71,2018,8
,WR,ARI,1,50,76,2018,8
,TE,BAL,1,22,32,2018,8
,TE,PHI,1,30,48,2018,8
,RB,PIT,1,7,10,2018,8
,TE,MIA,1,16,24,2018,8
,TE,BAL,1,30,43,2018,8
,RB,MIN,1,3,4,2018,8
,WR,CLE,1,59,92,2018,8
,WR,JAX,1,48,75,2018,8
,RB,IND,1,28,36,2018,8
,RB,CIN,1,11,16,2018,8
,WR,GNB,1,6,11,2018,8
,TE,CAR,1,8,12,2018,8
,WR,CHI,1,2,3,2018,8
,TE,HOU,1,54,89,2018,8
,TE,HOU,1,34,56,2018,8
,RB,ARI,1,13,20,2018,8
,RB,IND,1,4,5,2018,8
,RB,DEN,1,41,56,2018,8
,TE,MIA,1,4,6,2018,8
,WR,GNB,1,32,59,2018,8
,WR,BUF,1,11,17,2018,8
,TE,NYJ,1,27,50,2018,8
,RB,NYJ,1,29,54,2018,8
,WR,CLE,1,32,50,2018,8
,TE,MIN,1,7,9,2018,8
,WR,TAM,1,12,14,2018,8
,TE,CIN,1,1,1,2018,8
,RB,BAL,1,8,12,2018,8
,WR,HOU,1,8,13,2018,8
,WR,DET,1,1,2,2018,8
,RB,MIN,1,7,9,2018,8
,RB,CLE,1,15,23,2018,8
,WR,BUF,1,11,17,2018,8
,WR,LAR,1,2,3,2018,8
,QB,GNB,1,74,100,2018,9
,RB,WAS,1,32,46,2018,9
,QB,WAS,1,69,100,2018,9
,QB,PIT,1,79,99,2018,9
,TE,NOR,1,33,46,2018,9
,QB,CHI,1,3,6,2018,9
,WR,MIA,1,47,82,2018,9
,WR,PIT,1,4,5,2018,9
,WR,TAM,1,32,48,2018,9
,QB,NOR,1,71,99,2018,9
,RB,MIA,1,29,51,2018,9
,TE,CAR,1,60,97,2018,9
,TE,OAK,1,34,60,2018,9
,QB,BAL,1,61,100,2018,9
,WR,OAK,1,43,75,2018,9
,WR,NWE,1,64,90,2018,9
,RB,BUF,1,37,40,2018,9
,TE,GNB,1,7,9,2018,9
,QB,ATL,1,68,100,2018,9
,WR,NWE,1,6,8,2018,9
,QB,DET,1,70,100,2018,9
,WR,BAL,1,43,70,2018,9
,QB,LAC,1,51,100,2018,9
,WR,SFO,1,37,67,2018,9
,QB,TAM,1,67,100,2018,9
,QB,NWE,1,71,100,2018,9
,TE,WAS,1,31,45,2018,9
,WR,HOU,1,49,79,2018,9
,WR,OAK,1,53,93,2018,9
,TE,SEA,1,25,30,2018,9
,WR,DEN,1,61,92,2018,9
,TE,GNB,1,59,80,2018,9
,QB,HOU,1,3,5,2018,9
,RB,DET,1,11,16,2018,9
,RB,BUF,1,30,33,2018,9
,WR,PIT,1,80,100,2018,9
,TE,ATL,1,30,44,2018,9
,WR,ATL,1,55,81,2018,9
,QB,CAR,1,62,100,2018,9
,RB,NOR,1,34,47,2018,9
,RB,TAM,1,26,39,2018,9
,WR,GNB,1,56,76,2018,9
,TE,MIN,1,46,94,2018,9
,TE,GNB,1,26,35,2018,9
,TE,TEN,1,35,50,2018,9
,RB,KAN,1,5,8,2018,9
,RB,TEN,1,59,84,2018,9
,TE,OAK,1,21,37,2018,9
,TE,BUF,1,8,9,2018,9
,WR,OAK,1,1,2,2018,9
,WR,MIN,1,26,53,2018,9
,QB,CLE,1,3,4,2018,9
,TE,LAC,1,34,67,2018,9
,WR,BUF,1,75,82,2018,9
,WR,SEA,1,72,88,2018,9
,QB,MIN,1,49,100,2018,9
,QB,MIA,1,57,100,2018,9
,QB,SEA,1,81,99,2018,9
,RB,HOU,1,40,65,2018,9
,RB,OAK,1,26,46,2018,9
,WR,WAS,1,14,20,2018,9
,WR,ATL,1,47,69,2018,9
,WR,CAR,1,22,35,2018,9
,WR,LAC,1,18,35,2018,9
,WR,DET,1,63,90,2018,9
,TE,NWE,1,67,94,2018,9
,RB,SFO,1,10,18,2018,9
,WR,BUF,1,24,26,2018,9
,TE,OAK,1,12,21,2018,9
,QB,DEN,1,66,100,2018,9
,WR,DAL,1,3,5,2018,9
,WR,NWE,1,57,80,2018,9
,WR,DAL,1,44,75,2018,9
,WR,NWE,1,53,75,2018,9
,RB,DAL,1,4,7,2018,9
,TE,SFO,1,20,36,2018,9
,WR,NYJ,1,48,73,2018,9
,WR,CHI,1,32,60,2018,9
,TE,KAN,1,60,91,2018,9
,WR,SFO,1,40,73,2018,9
,WR,HOU,1,61,98,2018,9
,WR,LAR,1,58,97,2018,9
,WR,MIA,1,28,49,2018,9
,WR,NWE,1,13,18,2018,9
,WR,LAC,1,43,84,2018,9
,RB,KAN,1,14,21,2018,9
,RB,DET,1,39,56,2018,9
,RB,NWE,1,3,4,2018,9
,TE,WAS,1,38,55,2018,9
,TE,CHI,1,14,26,2018,9
,TE,DET,1,16,23,2018,9
,TE,PIT,1,50,63,2018,9
,RB,SFO,1,34,62,2018,9
,TE,DET,1,34,49,2018,9
,RB,MIN,1,22,45,2018,9
,TE,HOU,1,47,76,2018,9
,RB,CHI,1,6,11,2018,9
,TE,KAN,1,22,33,2018,9
,RB,CAR,1,3,5,2018,9
,WR,SEA,1,19,23,2018,9
,RB,NOR,1,23,32,2018,9
,RB,NWE,1,17,24,2018,9
,RB,BUF,1,3,3,2018,9
,QB,OAK,1,10,18,2018,9
,QB,OAK,1,47,82,2018,9
,TE,BUF,1,48,52,2018,9
,RB,NYJ,1,23,35,2018,9
,WR,KAN,1,48,73,2018,9
,WR,TAM,1,60,90,2018,9
,WR,BUF,1,67,73,2018,9
,WR,LAR,1,59,98,2018,9
,WR,GNB,1,71,96,2018,9
,WR,CLE,1,73,97,2018,9
,WR,WAS,1,54,78,2018,9
,WR,DET,1,36,51,2018,9
,WR,OAK,1,21,37,2018,9
,TE,CHI,1,40,75,2018,9
,RB,NWE,1,56,79,2018,9
,WR,BAL,1,39,64,2018,9
,RB,HOU,1,22,35,2018,9
,WR,NYJ,1,48,73,2018,9
,RB,WAS,1,21,30,2018,9
,WR,CHI,1,44,83,2018,9
,WR,BAL,1,43,70,2018,9
,WR,DAL,1,18,31,2018,9
,RB,OAK,1,10,18,2018,9
,WR,MIN,1,45,92,2018,9
,TE,TAM,1,27,40,2018,9
,TE,NOR,1,55,76,2018,9
,TE,CLE,1,26,35,2018,9
,WR,OAK,1,32,56,2018,9
,QB,TEN,1,70,100,2018,9
,WR,DAL,1,50,85,2018,9
,WR,MIA,1,51,89,2018,9
,RB,LAC,1,45,88,2018,9
,RB,LAR,1,54,90,2018,9
,WR,CAR,1,45,73,2018,9
,RB,ATL,1,39,57,2018,9
,RB,CLE,1,35,47,2018,9
,RB,SEA,1,58,71,2018,9
,RB,BAL,1,26,43,2018,9
,RB,LAR,1,6,10,2018,9
,RB,BUF,1,24,26,2018,9
,TE,MIA,1,33,58,2018,9
,TE,PIT,1,36,45,2018,9
,TE,DEN,1,47,71,2018,9
,TE,BAL,1,21,34,2018,9
,TE,TEN,1,7,10,2018,9
,WR,ATL,1,14,21,2018,9
,WR,SEA,1,68,83,2018,9
,WR,CLE,1,26,35,2018,9
,WR,NWE,1,12,17,2018,9
,TE,CAR,1,25,40,2018,9
,WR,KAN,1,34,52,2018,9
,RB,CHI,1,8,15,2018,9
,WR,CAR,1,9,15,2018,9
,TE,DEN,1,25,38,2018,9
,WR,LAC,1,47,92,2018,9
,TE,DEN,1,4,6,2018,9
,RB,SFO,1,14,25,2018,9
,TE,NYJ,1,24,36,2018,9
,WR,NOR,1,13,18,2018,9
,RB,DAL,1,7,12,2018,9
,WR,TEN,1,6,9,2018,9
,TE,CHI,1,7,13,2018,9
,WR,TAM,1,55,82,2018,9
,WR,MIN,1,41,84,2018,9
,RB,DAL,1,52,88,2018,9
,QB,LAR,1,60,100,2018,9
,WR,WAS,1,68,99,2018,9
,RB,TEN,1,14,20,2018,9
,WR,NOR,1,65,90,2018,9
,RB,BAL,1,31,51,2018,9
,RB,DEN,1,26,39,2018,9
,TE,ATL,1,54,79,2018,9
,RB,CHI,1,26,49,2018,9
,WR,CLE,1,29,39,2018,9
,WR,TEN,1,54,77,2018,9
,QB,DAL,1,59,100,2018,9
,TE,LAR,1,42,70,2018,9
,RB,MIA,1,28,49,2018,9
,TE,SEA,1,48,59,2018,9
,WR,BAL,1,24,39,2018,9
,RB,HOU,1,10,16,2018,9
,WR,KAN,1,18,27,2018,9
,TE,CLE,1,14,19,2018,9
,WR,MIA,1,29,51,2018,9
,WR,NYJ,1,47,71,2018,9
,WR,NYJ,1,2,3,2018,9
,RB,DEN,1,15,23,2018,9
,RB,LAC,1,11,22,2018,9
,WR,KAN,1,61,92,2018,9
,RB,OAK,1,10,18,2018,9
,TE,DAL,1,18,31,2018,9
,TE,MIN,1,8,16,2018,9
,RB,TAM,1,35,52,2018,9
,WR,ATL,1,14,21,2018,9
,RB,OAK,1,22,39,2018,9
,WR,WAS,1,60,87,2018,9
,RB,MIN,1,2,4,2018,9
,TE,TAM,1,4,6,2018,9
,RB,MIN,1,28,57,2018,9
,WR,LAC,1,15,29,2018,9
,TE,TAM,1,37,55,2018,9
,QB,CHI,1,48,91,2018,9
,WR,TEN,1,65,93,2018,9
,RB,CAR,1,61,98,2018,9
,QB,HOU,1,62,100,2018,9
,TE,CLE,1,55,73,2018,9
,WR,TAM,1,37,55,2018,9
,QB,KAN,1,63,95,2018,9
,QB,BUF,1,90,98,2018,9
,QB,PIT,1,1,1,2018,9
,RB,NOR,1,41,57,2018,9
,RB,WAS,1,15,22,2018,9
,RB,GNB,1,31,42,2018,9
,RB,KAN,1,49,74,2018,9
,WR,TEN,1,18,26,2018,9
,WR,PIT,1,76,95,2018,9
,WR,BUF,1,79,86,2018,9
,WR,LAR,1,60,100,2018,9
,WR,CAR,1,17,27,2018,9
,WR,LAR,1,2,3,2018,9
,RB,PIT,1,68,85,2018,9
,RB,CHI,1,27,51,2018,9
,RB,NYJ,1,36,55,2018,9
,TE,NYJ,1,33,50,2018,9
,TE,LAR,1,18,30,2018,9
,TE,TEN,1,54,77,2018,9
,TE,WAS,1,12,17,2018,9
,RB,LAC,1,9,18,2018,9
,WR,DET,1,68,97,2018,9
,TE,SFO,1,33,60,2018,9
,TE,DET,1,36,51,2018,9
,TE,TAM,1,13,19,2018,9
,TE,GNB,1,2,3,2018,9
,WR,NOR,1,15,21,2018,9
,WR,DEN,1,48,73,2018,9
,TE,SEA,1,2,2,2018,9
,WR,PIT,1,13,16,2018,9
,TE,DAL,1,27,46,2018,9
,RB,GNB,1,43,58,2018,9
,TE,ATL,1,6,9,2018,9
,RB,CAR,1,10,16,2018,9
,QB,SFO,1,55,100,2018,9
,RB,SEA,1,10,12,2018,9
,WR,SEA,1,63,77,2018,9
,TE,BUF,1,42,46,2018,9
,TE,TEN,1,7,10,2018,9
,RB,CHI,1,7,13,2018,9
,TE,LAC,1,16,31,2018,9
,RB,SFO,1,27,49,2018,9
