Player,Pos,Team,Games,Snaps,Snap %,Season,Week
K'Von Wallace,S,PHI,1,13,0.17,2020,5
Khalid Kareem,DE,CIN,1,18,0.29,2020,5
Darnay Holmes,CB,NYG,1,50,0.75,2020,5
D.J. Wonnum,DE,MIN,1,27,0.49,2020,5
Alton Robinson,DE,SEA,1,35,0.4,2020,5
Amik Robertson,CB,LV,1,14,0.19,2020,5
Ross Blacklock,DT,HOU,1,10,0.13,2020,5
Julian Blackmon,S,IND,1,64,0.88,2020,5
Bravvion Roy,DT,CAR,1,15,0.23,2020,5
Jessie Lemonier,DE,LAC,1,4,0.05,2020,5
Patrick Queen,LB,BAL,1,52,0.78,2020,5
Jeremy Chinn,S,CAR,1,64,0.98,2020,5
Kamren Curl,S,WAS,1,36,0.53,2020,5
Willie Gay,LB,KAN,1,33,0.46,2020,5
Logan Wilson,LB,CIN,1,30,0.48,2020,5
Doug Costin,DT,JAX,1,22,0.38,2020,5
Bryce Huff,DE,NYJ,1,30,0.39,2020,5
Troy Pride,CB,CAR,1,63,0.97,2020,5
Francis Bernard,LB,DAL,1,7,0.1,2020,5
Shaun Bradley,LB,PHI,1,4,0.05,2020,5
Tae Crowder,LB,NYG,1,49,0.73,2020,5
Mykal Walker,LB,ATL,1,10,0.15,2020,5
Kindle Vildor,CB,CHI,1,1,0.01,2020,5
Jordan Fuller,S,LAR,1,54,1.0,2020,5
Noah Igbinoghene,CB,MIA,1,10,0.16,2020,5
Javelin Guidry,CB,NYJ,1,1,0.01,2020,5
Tershawn Wharton,DE,KAN,1,19,0.27,2020,5
Daniel Thomas,DB,JAX,1,28,0.48,2020,5
Chris Claybrooks,CB,JAX,1,58,1.0,2020,5
Tyler Hall,CB,ATL,1,1,0.01,2020,5
Tyshun Render,DE,MIA,1,8,0.13,2020,5
Chris Jackson,DB,TEN,1,53,0.74,2020,5
Patrick Peterson,CB,ARI,1,86,0.97,2020,6
Adrian Clayborn,DE,CLE,1,19,0.29,2020,6
Cameron Heyward,DE,PIT,1,48,0.84,2020,6
Robert Quinn,LB,CHI,1,30,0.44,2020,6
J.J. Watt,DE,HOU,1,65,0.86,2020,6
Aldon Smith,DE,DAL,1,41,0.66,2020,6
Allen Bailey,DE,ATL,1,29,0.52,2020,6
Justin Houston,DE,IND,1,43,0.59,2020,6
Ryan Kerrigan,DE,WAS,1,7,0.14,2020,6
Jimmy Smith,CB,BAL,1,64,0.89,2020,6
Jabaal Sheard,DE,JAX,1,13,0.29,2020,6
Marcus Gilchrist,S,BAL,1,22,0.31,2020,6
Buster Skrine,CB,CHI,1,48,0.71,2020,6
Pernell McPhee,LB,BAL,1,40,0.56,2020,6
Lawrence Guy,DT,NWE,1,49,0.75,2020,6
Malcolm Smith,LB,CLE,1,34,0.52,2020,6
Johnathan Joseph,CB,TEN,1,67,0.93,2020,6
Calais Campbell,DE,BAL,1,51,0.71,2020,6
Jason McCourty,CB,NWE,1,31,0.48,2020,6
Ndamukong Suh,DE,TAM,1,43,0.68,2020,6
Joe Haden,CB,PIT,1,57,1.0,2020,6
Carlos Dunlap,DE,CIN,1,28,0.44,2020,6
Brandon Graham,DE,PHI,1,44,0.57,2020,6
Everson Griffen,DE,DAL,1,30,0.48,2020,6
Jason Pierre-Paul,DE,TAM,1,58,0.92,2020,6
Devin McCourty,S,NWE,1,64,0.98,2020,6
Jerry Hughes,DE,BUF,1,43,0.59,2020,6
Kareem Jackson,S,DEN,1,57,1.0,2020,6
Geno Atkins,DT,CIN,1,18,0.29,2020,6
Tyson Alualu,DT,PIT,1,26,0.46,2020,6
Corey Peters,DT,ARI,1,46,0.52,2020,6
Sherrick McManis,CB,CHI,1,2,0.03,2020,6
Andrew Sendejo,S,CLE,1,65,1.0,2020,6
Mario Addison,DE,BUF,1,44,0.6,2020,6
Josh Bynes,LB,CIN,1,37,0.59,2020,6
Whitney Mercilus,LB,HOU,1,40,0.53,2020,6
Vinny Curry,DE,PHI,1,19,0.25,2020,6
Dontari Poe,DT,DAL,1,26,0.42,2020,6
Fletcher Cox,DT,PHI,1,57,0.74,2020,6
Michael Brockers,DT,LAR,1,60,0.82,2020,6
Lavonte David,LB,TAM,1,63,1.0,2020,6
Dre Kirkpatrick,CB,ARI,1,72,0.81,2020,6
Harrison Smith,S,MIN,1,79,0.96,2020,6
George Iloka,S,MIN,1,1,0.01,2020,6
Stephon Gilmore,CB,NWE,1,64,0.98,2020,6
Olivier Vernon,DE,CLE,1,55,0.85,2020,6
Tyrone Crawford,DT,DAL,1,23,0.37,2020,6
Akiem Hicks,DE,CHI,1,59,0.87,2020,6
Malik Jackson,DT,PHI,1,32,0.42,2020,6
Tahir Whitehead,LB,CAR,1,38,0.58,2020,6
Josh Norman,CB,BUF,1,73,1.0,2020,6
Jack Crawford,DE,TEN,1,32,0.44,2020,6
Danny Trevathan,LB,CHI,1,58,0.85,2020,6
Nate Ebner,S,NYG,1,2,0.03,2020,6
Steve McLendon,DT,NYJ,1,24,0.43,2020,6
L.J. Fort,LB,BAL,1,31,0.43,2020,6
Julian Stanford,LB,CAR,1,1,0.01,2020,6
Tashaun Gipson,S,CHI,1,68,1.0,2020,6
Rodney McLeod,S,PHI,1,73,0.95,2020,6
Alex Okafor,DE,KAN,1,15,0.28,2020,6
Dion Jordan,DE,SFO,1,26,0.43,2020,6
William Gholston,DE,TAM,1,32,0.51,2020,6
John Simon,LB,NWE,1,52,0.8,2020,6
Sheldon Richardson,DE,CLE,1,47,0.72,2020,6
Sylvester Williams,DT,DEN,1,7,0.12,2020,6
John Jenkins,DT,CHI,1,15,0.22,2020,6
Barkevious Mingo,LB,CHI,1,20,0.29,2020,6
Jon Bostic,LB,WAS,1,48,0.98,2020,6
Tyrann Mathieu,S,KAN,1,53,1.0,2020,6
Xavier Rhodes,CB,IND,1,69,0.95,2020,6
Logan Ryan,CB,NYG,1,73,1.0,2020,6
Jordan Poyer,S,BUF,1,73,1.0,2020,6
Jamar Taylor,CB,SFO,1,45,0.75,2020,6
Kenny Vaccaro,S,TEN,1,71,0.99,2020,6
Shawn Williams,S,CIN,1,10,0.16,2020,6
Darius Slay,CB,PHI,1,73,0.95,2020,6
Jamie Collins,LB,DET,1,34,1.0,2020,6
Blidi Wreh-Wilson,CB,ATL,1,2,0.04,2020,6
Duron Harmon,S,DET,1,34,1.0,2020,6
Steven Means,DE,ATL,1,31,0.55,2020,6
A.J. Klein,LB,BUF,1,64,0.88,2020,6
Micah Hyde,S,BUF,1,73,1.0,2020,6
Vince Williams,LB,PIT,1,46,0.81,2020,6
Nick Williams,DE,DET,1,21,0.62,2020,6
LaRoy Reynolds,LB,ATL,1,3,0.05,2020,6
Nickell Robey-Coleman,CB,PHI,1,62,0.81,2020,6
Bradley McDougald,S,NYJ,1,56,1.0,2020,6
Jadeveon Clowney,DE,TEN,1,53,0.74,2020,6
Stephon Tuitt,DE,PIT,1,41,0.72,2020,6
Tim Jernigan,DE,DEN,1,10,0.18,2020,6
Khalil Mack,LB,CHI,1,54,0.79,2020,6
Christian Jones,LB,DET,1,9,0.26,2020,6
Bradley Roby,CB,HOU,1,75,0.99,2020,6
Aaron Donald,DT,LAR,1,63,0.86,2020,6
Kyle Fuller,CB,CHI,1,68,1.0,2020,6
Jason Verrett,CB,SFO,1,60,1.0,2020,6
Jimmie Ward,CB,SFO,1,60,1.0,2020,6
Demarcus Lawrence,DE,DAL,1,40,0.65,2020,6
Phillip Gaines,CB,HOU,1,1,0.01,2020,6
Bashaud Breeland,CB,KAN,1,53,1.0,2020,6
Justin Ellis,DT,BAL,1,33,0.46,2020,6
DaQuan Jones,DT,TEN,1,49,0.68,2020,6
Anthony Hitchens,LB,KAN,1,35,0.66,2020,6
Pierre Desir,CB,NYJ,1,56,1.0,2020,6
Tre Boston,S,CAR,1,66,1.0,2020,6
Kevin Pierre-Louis,LB,WAS,1,34,0.69,2020,6
Brent Urban,DE,CHI,1,15,0.22,2020,6
Ricardo Allen,S,ATL,1,56,0.97,2020,6
Avery Williamson,LB,NYJ,1,53,0.95,2020,6
Caraun Reid,DT,JAX,1,15,0.33,2020,6
Devon Kennard,LB,ARI,1,61,0.69,2020,6
T.J. Carrie,CB,IND,1,4,0.05,2020,6
Shamar Stephen,DT,MIN,1,44,0.54,2020,6
Shelby Harris,DE,DEN,1,38,0.67,2020,6
Terrance Mitchell,CB,CLE,1,64,0.98,2020,6
Michael Thomas,S,HOU,1,18,0.24,2020,6
Kerry Hyder,DT,SFO,1,44,0.73,2020,6
Malcolm Butler,CB,TEN,1,71,0.99,2020,6
Terrence Brooks,S,NWE,1,19,0.29,2020,6
Zach Kerr,DT,CAR,1,38,0.58,2020,6
Shaquil Barrett,LB,TAM,1,57,0.9,2020,6
Denico Autry,DT,IND,1,52,0.71,2020,6
Brandon Dunn,DT,HOU,1,40,0.53,2020,6
Mike Pennel,DT,KAN,1,14,0.26,2020,6
Joe Thomas,LB,DAL,1,22,0.35,2020,6
Adarius Taylor,LB,CAR,1,10,0.15,2020,6
Mike Purcell,DT,DEN,1,36,0.63,2020,6
Daniel Sorensen,S,KAN,1,53,1.0,2020,6
Todd Davis,LB,MIN,1,30,0.37,2020,6
Adrian Phillips,S,NWE,1,51,0.78,2020,6
Leonard Williams,DE,NYG,1,61,0.84,2020,6
Landon Collins,S,WAS,1,48,0.98,2020,6
Danny Shelton,DT,DET,1,19,0.56,2020,6
Jordan Phillips,DT,ARI,1,40,0.45,2020,6
Marcus Peters,CB,BAL,1,72,1.0,2020,6
Arik Armstead,DE,SFO,1,50,0.83,2020,6
Byron Jones,S,MIA,1,69,0.97,2020,6
Adrian Amos,S,GNB,1,64,1.0,2020,6
Kevin Johnson,CB,CLE,1,42,0.65,2020,6
Dante Fowler,DE,ATL,1,45,0.8,2020,6
Vic Beasley,LB,TEN,1,11,0.15,2020,6
Eric Kendricks,LB,MIN,1,80,0.98,2020,6
Shaq Thompson,LB,CAR,1,66,1.0,2020,6
Preston Smith,LB,GNB,1,42,0.66,2020,6
Eric Rowe,CB,MIA,1,71,1.0,2020,6
Ronald Darby,CB,WAS,1,36,0.73,2020,6
Grady Jarrett,DT,ATL,1,52,0.93,2020,6
Henry Anderson,DE,NYJ,1,18,0.32,2020,6
Trey Flowers,DE,DET,1,28,0.82,2020,6
Mario Edwards,DE,CHI,1,16,0.24,2020,6
Markus Golden,LB,NYG,1,24,0.33,2020,6
Za'Darius Smith,LB,GNB,1,48,0.75,2020,6
Jaquiski Tartt,S,SFO,1,32,0.53,2020,6
Bud Dupree,LB,PIT,1,46,0.81,2020,6
Justin Hamilton,DT,DAL,1,19,0.31,2020,6
Bobby McCain,CB,MIA,1,70,0.99,2020,6
Darryl Roberts,CB,DET,1,27,0.79,2020,6
Anthony Chickillo,LB,DEN,1,13,0.23,2020,6
Christian Covington,DT,CIN,1,34,0.54,2020,6
Angelo Blackson,DT,ARI,1,33,0.37,2020,6
Rakeem Nunez-Roches,DT,TAM,1,36,0.57,2020,6
Steven Nelson,CB,PIT,1,57,1.0,2020,6
Damien Wilson,LB,KAN,1,23,0.43,2020,6
Jordan Hicks,LB,ARI,1,86,0.97,2020,6
Edmond Robinson,LB,ATL,1,9,0.16,2020,6
David Mayo,LB,NYG,1,11,0.15,2020,6
Tyeler Davison,DT,ATL,1,19,0.34,2020,6
Frank Clark,DE,KAN,1,47,0.89,2020,6
Tye Smith,CB,TEN,1,2,0.03,2020,6
De'Vante Bausby,CB,DEN,1,42,0.74,2020,6
Bryce Callahan,CB,DEN,1,57,1.0,2020,6
Deshazor Everett,CB,WAS,1,46,0.94,2020,6
Xavier Williams,DT,CIN,1,34,0.54,2020,6
Alex Singleton,LB,PHI,1,65,0.84,2020,6
Neville Hewitt,LB,NYJ,1,56,1.0,2020,6
DeShawn Williams,DT,DEN,1,36,0.63,2020,6
Troy Hill,CB,LAR,1,72,0.99,2020,6
James Vaughters,LB,CHI,1,33,0.49,2020,6
Tyrell Adams,LB,HOU,1,57,0.75,2020,6
Efe Obada,DE,CAR,1,29,0.44,2020,6
Anthony Harris,S,MIN,1,80,0.98,2020,6
Vernon Hargreaves,CB,HOU,1,74,0.97,2020,6
Jalen Ramsey,CB,LAR,1,73,1.0,2020,6
Emmanuel Ogbah,DE,MIA,1,53,0.75,2020,6
DeForest Buckner,DT,IND,1,58,0.79,2020,6
Myles Jack,LB,JAX,1,45,1.0,2020,6
Shaq Lawson,DE,MIA,1,43,0.61,2020,6
Mackensie Alexander,CB,CIN,1,55,0.87,2020,6
Jaylon Smith,LB,DAL,1,62,1.0,2020,6
Austin Johnson,DT,NYG,1,6,0.08,2020,6
Shilique Calhoun,LB,NWE,1,54,0.83,2020,6
Reggie Ragland,LB,DET,1,18,0.53,2020,6
William Jackson,CB,CIN,1,62,0.98,2020,6
Kendall Fuller,CB,WAS,1,48,0.98,2020,6
Jayron Kearse,S,DET,1,20,0.59,2020,6
Leonard Floyd,LB,LAR,1,68,0.93,2020,6
Kenny Clark,DT,GNB,1,40,0.63,2020,6
Darian Thompson,S,DAL,1,8,0.13,2020,6
Vonn Bell,S,CIN,1,63,1.0,2020,6
Jordan Jenkins,LB,NYJ,1,34,0.61,2020,6
Keanu Neal,S,ATL,1,55,0.98,2020,6
Antwaun Woods,DT,DAL,1,26,0.42,2020,6
Jalen Mills,S,PHI,1,62,0.81,2020,6
Will Redmond,CB,GNB,1,21,0.33,2020,6
Xavien Howard,CB,MIA,1,60,0.85,2020,6
James Bradberry,CB,NYG,1,73,1.0,2020,6
Yannick Ngakoue,DE,MIN,1,53,0.65,2020,6
Vernon Butler,DT,BUF,1,31,0.42,2020,6
Hassan Ridgeway,DT,PHI,1,15,0.19,2020,6
Kyler Fackrell,LB,NYG,1,73,1.0,2020,6
Sheldon Day,DT,IND,1,15,0.21,2020,6
Deion Jones,LB,ATL,1,56,0.97,2020,6
Kamalei Correa,LB,JAX,1,15,0.33,2020,6
Blake Martinez,LB,NYG,1,67,0.92,2020,6
Chris Jones,DT,KAN,1,41,0.77,2020,6
Javon Hargrave,DT,PHI,1,42,0.55,2020,6
Jihad Ward,DT,BAL,1,20,0.28,2020,6
Adam Gotsis,DE,JAX,1,16,0.36,2020,6
Kevin Byard,S,TEN,1,71,0.99,2020,6
Daryl Worley,CB,DAL,1,21,0.34,2020,6
Justin Simmons,S,DEN,1,57,1.0,2020,6
Joe Schobert,LB,JAX,1,45,1.0,2020,6
Eric Murray,CB,HOU,1,75,0.99,2020,6
B.J. Goodson,LB,CLE,1,57,0.88,2020,6
De'Vondre Campbell,LB,ARI,1,72,0.81,2020,6
Juston Burris,CB,CAR,1,43,0.65,2020,6
Dean Lowry,DE,GNB,1,42,0.66,2020,6
Justin Zimmer,DT,BUF,1,32,0.44,2020,6
Jonathan Jones,CB,NWE,1,54,0.83,2020,6
Cre'Von LeBlanc,CB,PHI,1,24,0.31,2020,6
Elandon Roberts,LB,MIA,1,33,0.46,2020,6
Kamu Grugier-Hill,LB,MIA,1,18,0.25,2020,6
Clayton Fejedelem,S,MIA,1,1,0.01,2020,6
Matthew Judon,LB,BAL,1,54,0.75,2020,6
Mike Hilton,CB,PIT,1,22,0.39,2020,6
Jarrod Wilson,S,JAX,1,45,1.0,2020,6
LeShaun Sims,CB,CIN,1,34,0.54,2020,6
Will Parks,S,PHI,1,40,0.52,2020,6
Anthony Brown,CB,DAL,1,49,0.79,2020,6
Kavon Frazier,S,MIA,1,1,0.01,2020,6
Romeo Okwara,DE,DET,1,25,0.74,2020,6
Roy Robertson-Harris,DT,CHI,1,18,0.26,2020,6
Kevin Peterson,CB,ARI,1,16,0.18,2020,6
DeAndre Houston-Carson,S,CHI,1,8,0.12,2020,6
Stephen Weatherly,DE,CAR,1,39,0.59,2020,6
Quinton Jefferson,DT,BUF,1,41,0.56,2020,6
Trevon Coley,DT,ARI,1,33,0.37,2020,6
Brennan Scarlett,LB,HOU,1,40,0.53,2020,6
Charles Washington,S,ARI,1,3,0.03,2020,6
Brian Poole,S,NYJ,1,52,0.93,2020,6
Sharrod Neasman,S,ATL,1,3,0.05,2020,6
Morgan Fox,DE,LAR,1,28,0.38,2020,6
Myles Garrett,DE,CLE,1,50,0.77,2020,6
Jonathan Allen,DE,WAS,1,38,0.78,2020,6
Jabrill Peppers,S,NYG,1,72,0.99,2020,6
Derek Barnett,DE,PHI,1,40,0.52,2020,6
Zach Cunningham,LB,HOU,1,75,0.99,2020,6
Marlon Humphrey,CB,BAL,1,72,1.0,2020,6
Sidney Jones,CB,JAX,1,43,0.96,2020,6
Taco Charlton,DE,KAN,1,13,0.25,2020,6
Haason Reddick,LB,ARI,1,54,0.61,2020,6
Charles Harris,DE,ATL,1,40,0.71,2020,6
Chris Wormley,DT,PIT,1,11,0.19,2020,6
T.J. Watt,LB,PIT,1,51,0.89,2020,6
Tyus Bowser,LB,BAL,1,35,0.49,2020,6
Brandon Wilson,S,CIN,1,1,0.02,2020,6
Tanner Vallejo,LB,ARI,1,3,0.03,2020,6
Tre'Davious White,CB,BUF,1,73,1.0,2020,6
Marcus Maye,S,NYJ,1,56,1.0,2020,6
Deatrich Wise,DE,NWE,1,38,0.58,2020,6
Carl Lawson,DE,CIN,1,43,0.68,2020,6
Hardy Nickerson,LB,MIN,1,4,0.02,2020,6
Larry Ogunjobi,DT,CLE,1,55,0.85,2020,6
Chuck Clark,S,BAL,1,72,1.0,2020,6
Cameron Sutton,CB,PIT,1,26,0.46,2020,6
Anthony Walker,LB,IND,1,73,1.0,2020,6
Grover Stewart,DT,IND,1,45,0.62,2020,6
Tarell Basham,DE,NYJ,1,24,0.43,2020,6
Dawuane Smoot,DE,JAX,1,36,0.8,2020,6
Carlos Watkins,DT,HOU,1,32,0.42,2020,6
Jayon Brown,LB,TEN,1,68,0.94,2020,6
Tanoh Kpassagnon,DE,KAN,1,38,0.72,2020,6
Jourdan Lewis,CB,DAL,1,56,0.9,2020,6
Xavier Woods,S,DAL,1,62,1.0,2020,6
Rasul Douglas,CB,CAR,1,65,0.98,2020,6
Nathan Gerry,LB,PHI,1,69,0.9,2020,6
Dalvin Tomlinson,DT,NYG,1,57,0.78,2020,6
Fabian Moreau,CB,WAS,1,13,0.27,2020,6
Ryan Anderson,LB,WAS,1,6,0.12,2020,6
Eddie Jackson,S,CHI,1,68,1.0,2020,6
Patrick O'Connor,DE,TAM,1,2,0.03,2020,6
Jeremiah Ledbetter,DT,TAM,1,24,0.38,2020,6
Josh Jones,S,JAX,1,45,1.0,2020,6
Montravius Adams,DT,GNB,1,28,0.44,2020,6
Ifeadi Odenigbo,DE,MIN,1,55,0.67,2020,6
Jaleel Johnson,DT,MIN,1,48,0.59,2020,6
Eric Wilson,LB,MIN,1,80,0.98,2020,6
Corn Elder,CB,CAR,1,28,0.42,2020,6
Bryan Cox,DE,BUF,1,23,0.32,2020,6
Al-Quadin Muhammad,DE,IND,1,39,0.53,2020,6
D.J. Jones,DT,SFO,1,30,0.5,2020,6
Budda Baker,S,ARI,1,81,0.91,2020,6
Samson Ebukam,LB,LAR,1,21,0.29,2020,6
John Johnson,S,LAR,1,73,1.0,2020,6
Adam Butler,DT,NWE,1,20,0.31,2020,6
Kenny Moore,CB,IND,1,73,1.0,2020,6
Jamal Perry,CB,MIA,1,1,0.01,2020,6
Alex Barrett,DE,SFO,1,8,0.13,2020,6
Ryan Lewis,CB,NYG,1,73,1.0,2020,6
Rashaad Coward,DT,CHI,1,66,66.0,2020,6
Bradley Chubb,LB,DEN,1,48,0.84,2020,6
Minkah Fitzpatrick,S,PIT,1,60,1.0,2020,6
Daron Payne,DT,WAS,1,45,0.92,2020,6
Roquan Smith,LB,CHI,1,68,1.0,2020,6
Denzel Ward,CB,CLE,1,65,1.0,2020,6
Dorance Armstrong,DE,DAL,1,20,0.32,2020,6
Carlton Davis,CB,TAM,1,63,1.0,2020,6
Justin Reid,S,HOU,1,75,0.99,2020,6
Rashaan Evans,LB,TEN,1,55,0.76,2020,6
Taven Bryan,DT,JAX,1,30,0.67,2020,6
Harold Landry,LB,TEN,1,62,0.86,2020,6
Isaiah Oliver,CB,ATL,1,40,0.68,2020,6
Jaire Alexander,CB,GNB,1,59,0.92,2020,6
Josey Jewell,LB,DEN,1,49,0.86,2020,6
Tremaine Edmunds,LB,BUF,1,73,1.0,2020,6
DeShon Elliott,S,BAL,1,72,1.0,2020,6
Tyquan Lewis,DE,IND,1,21,0.29,2020,6
Micah Kiser,LB,LAR,1,73,1.0,2020,6
Da'Shawn Hand,DT,DET,1,13,0.38,2020,6
Tim Settle,DT,WAS,1,16,0.33,2020,6
Leighton Vander Esch,LB,DAL,1,32,0.52,2020,6
Jerome Baker,LB,MIA,1,71,1.0,2020,6
Derrick Nnadi,DT,KAN,1,26,0.49,2020,6
Josh Sweat,DE,PHI,1,36,0.47,2020,6
Terrell Edmunds,S,PIT,1,54,0.95,2020,6
Darius Phillips,CB,CIN,1,30,0.48,2020,6
Marquis Haynes,LB,CAR,1,29,0.44,2020,6
Anthony Averett,CB,BAL,1,5,0.07,2020,6
Steven Parker,S,DAL,1,8,0.13,2020,6
Andrew Brown,DE,CIN,1,13,0.21,2020,6
Duke Dawson,CB,DEN,1,10,0.18,2020,6
B.J. Hill,DT,NYG,1,27,0.37,2020,6
Jordan Whitehead,S,TAM,1,60,0.95,2020,6
Kentavius Street,DE,SFO,1,12,0.2,2020,6
Folorunso Fatukasi,DT,NYJ,1,25,0.45,2020,6
Jason Cabinda,LB,DET,1,7,7.0,2020,6
Taron Johnson,CB,BUF,1,63,0.86,2020,6
J.C. Jackson,CB,NWE,1,46,0.71,2020,6
P.J. Hall,DT,HOU,1,40,0.53,2020,6
Shaun Dion Hamilton,LB,WAS,1,1,0.02,2020,6
Deadrin Senat,DT,ATL,1,4,0.07,2020,6
Kenny Young,LB,LAR,1,25,0.34,2020,6
M.J. Stewart,CB,CLE,1,2,0.03,2020,6
Donte Jackson,CB,CAR,1,33,0.5,2020,6
Christian Wilkins,DT,MIA,1,46,0.65,2020,6
Fred Warner,LB,SFO,1,60,1.0,2020,6
Siran Neal,CB,BUF,1,9,0.12,2020,6
Ja'Whaun Bentley,LB,NWE,1,61,0.94,2020,6
Jessie Bates,S,CIN,1,63,1.0,2020,6
Genard Avery,LB,PHI,1,7,0.09,2020,6
Zach Sieler,DE,MIA,1,49,0.69,2020,6
Olasunkanmi Adeniyi,DE,PIT,1,9,0.16,2020,6
Zaire Franklin,LB,IND,1,9,0.12,2020,6
Bilal Nichols,DT,CHI,1,33,0.49,2020,6
Joel Iyiegbuniwe,LB,CHI,1,1,0.01,2020,6
Tracy Walker,S,DET,1,26,0.76,2020,6
Oren Burks,LB,GNB,1,14,0.22,2020,6
Josh Jackson,CB,GNB,1,64,1.0,2020,6
Jalyn Holmes,DT,MIN,1,45,0.55,2020,6
Foyesade Oluokun,LB,ATL,1,58,1.0,2020,6
Jermaine Carter,LB,CAR,1,3,0.04,2020,6
Marcell Harris,S,SFO,1,28,0.47,2020,6
Sebastian Joseph-Day,DT,LAR,1,42,0.58,2020,6
John Franklin-Myers,DE,NYJ,1,30,0.54,2020,6
Jacob Martin,LB,HOU,1,24,0.32,2020,6
Chris Board,S,BAL,1,3,0.04,2020,6
Tre Herndon,CB,JAX,1,30,0.67,2020,6
Ben Niemann,LB,KAN,1,18,0.34,2020,6
Austin Larkin,DE,CAR,1,5,0.08,2020,6
Charvarius Ward,CB,KAN,1,53,1.0,2020,6
Chandon Sullivan,CB,GNB,1,45,0.7,2020,6
Tyler Lancaster,DT,GNB,1,9,0.14,2020,6
Raven Greene,S,GNB,1,23,0.36,2020,6
Jacob Tuioti-Mariner,DE,ATL,1,7,0.13,2020,6
Taylor Stallworth,DT,IND,1,10,0.14,2020,6
Dennis Gardeck,LB,ARI,1,16,0.18,2020,6
Frankie Luvu,LB,NYJ,1,3,0.05,2020,6
Tae Davis,LB,CLE,1,7,0.11,2020,6
Emmanuel Moseley,CB,SFO,1,60,1.0,2020,6
Craig James,CB,PHI,1,1,0.01,2020,6
Nick Thurman,DE,NWE,1,20,0.31,2020,6
Robert Spillane,LB,PIT,1,30,0.53,2020,6
Darious Williams,CB,LAR,1,44,0.6,2020,6
Alexander Johnson,LB,DEN,1,57,1.0,2020,6
Sam Eguavoen,LB,MIA,1,49,0.69,2020,6
Quinnen Williams,DT,NYJ,1,36,0.64,2020,6
Ed Oliver,DT,BUF,1,42,0.58,2020,6
Devin White,LB,TAM,1,63,1.0,2020,6
Jeffery Simmons,DT,TEN,1,63,0.88,2020,6
Rashan Gary,DT,GNB,1,17,0.27,2020,6
Jachai Polite,DE,LAR,1,9,0.12,2020,6
Dexter Lawrence,DT,NYG,1,41,0.56,2020,6
Montez Sweat,DE,WAS,1,38,0.78,2020,6
Deionte Thompson,S,ARI,1,84,0.94,2020,6
Byron Murphy,CB,ARI,1,82,0.92,2020,6
Zach Allen,DE,ARI,1,35,0.39,2020,6
Brian Burns,DE,CAR,1,58,0.88,2020,6
Raekwon Davis,DT,MIA,1,26,0.37,2020,6
Amani Oruwariye,CB,DET,1,34,1.0,2020,6
Devin Bush,LB,PIT,1,27,0.47,2020,6
Taylor Rapp,S,LAR,1,73,1.0,2020,6
Julian Love,CB,NYG,1,63,0.86,2020,6
Jaylon Ferguson,DE,BAL,1,30,0.42,2020,6
Mack Wilson,LB,CLE,1,31,0.48,2020,6
Juan Thornhill,S,KAN,1,53,1.0,2020,6
Chase Winovich,DE,NWE,1,22,0.34,2020,6
Isaiah Buggs,DT,PIT,1,8,0.14,2020,6
Charles Omenihu,DE,HOU,1,35,0.46,2020,6
Trevon Diggs,CB,DAL,1,60,0.97,2020,6
Germaine Pratt,LB,CIN,1,37,0.59,2020,6
Dre Greenlaw,LB,SFO,1,60,1.0,2020,6
Randy Ramsey,DE,GNB,1,10,0.16,2020,6
Armon Watts,DT,MIN,1,30,0.37,2020,6
Sione Takitaki,LB,CLE,1,21,0.32,2020,6
Azeez Al-Shaair,LB,SFO,1,15,0.25,2020,6
Jahlani Tavai,LB,DET,1,14,0.41,2020,6
Mike Edwards,S,TAM,1,10,0.16,2020,6
Lonnie Johnson,CB,HOU,1,35,0.46,2020,6
Darnell Savage,S,GNB,1,43,0.67,2020,6
Sheldrick Redwine,S,CLE,1,64,0.98,2020,6
Khari Willis,S,IND,1,73,1.0,2020,6
Justin Hollins,LB,LAR,1,35,0.48,2020,6
Derick Roberson,DE,TEN,1,5,0.07,2020,6
Porter Gustin,LB,CLE,1,16,0.25,2020,6
Ben Banogu,DE,IND,1,9,0.12,2020,6
Ty Summers,LB,GNB,1,22,0.34,2020,6
Rock Ya-Sin,CB,IND,1,64,0.88,2020,6
Kingsley Keke,DT,GNB,1,36,0.56,2020,6
Ka'dar Hollman,CB,GNB,1,5,0.08,2020,6
Nik Needham,CB,MIA,1,61,0.86,2020,6
Greg Gaines,DT,LAR,1,26,0.36,2020,6
Ryan Connelly,LB,MIN,1,2,2.0,2020,6
Andrew Van Ginkel,LB,MIA,1,17,0.24,2020,6
Jamel Dean,CB,TAM,1,45,0.71,2020,6
Amani Hooker,S,TEN,1,16,0.22,2020,6
Justin Layne,CB,PIT,1,3,0.05,2020,6
Anthony Nelson,DE,TAM,1,15,0.24,2020,6
Sean Murphy-Bunting,CB,TAM,1,63,1.0,2020,6
Kendall Sheffield,CB,ATL,1,51,0.91,2020,6
Bless Austin,CB,NYJ,1,38,0.68,2020,6
Malik Reed,LB,DEN,1,49,0.86,2020,6
Bobby Okereke,LB,IND,1,73,1.0,2020,6
Darryl Johnson,DE,BUF,1,14,0.19,2020,6
David Long,LB,TEN,1,3,0.04,2020,6
Rashad Fenton,DB,KAN,1,30,0.57,2020,6
Donovan Wilson,S,DAL,1,54,0.87,2020,6
