Team,Season,Date,Time,Away_Home,Opp,Week,G#,Day,Month,Result,OT,Points_For,Points_Against,PD,Points_Comb,Spread,Vs_Line,Over/Under,OU Result,TPass_Cmp,TPass_Att,TPass_Cmp%,TPass_Yds,TPass_TD,TPass_Int,TSack,TSack_Yds,TQB_Rate,TRush_Att,TRush_Yds,TRush_Y/A,TRush_TD,TTot_Yds,TO_Play#,TO_Y/P,TD_Play#,TD_Y/P,TTot_TO,TO_ToP,TGame_Dur,Pen,TPen_Yds,TOpp_Pen,TOpp_Pen_Yds,TComb_Pen,TComb_Pen_Yds,T1st_Downs,T1st_by_Rsh,T1st_by_Pass,T1st_by_Pen,T3rd_Down_Att,T3rd_Down_Conv,T3rd_Down%,T4th_Down_Att,T4th_Down_Conv,T4th_Down%,TTot_TD,TXP_Att,TXP_Made,TFG_Att,TFG_Made,T2Pt_Att,T2Pt_Made,TSfty,TTimes_Punted,TPunt_Yds,TPunt_Yds_Avg,TOpp_Tot_TD,TOpp_XP_Att,TOpp_XP_Made,TOpp_FG_Att,TOpp_FG_Made,TOpp_Sfty,TOpp_Pass_Cmp,TOpp_Pass_Att,TOpp_Pass_Cmp%,TOpp_Pass_Yds,TOpp_Pass_TD,TOpp_Pass_Int,TOpp_Sk,TOpp_Sk_Yds,TOpp_QB_Rate,TOpp_Rush_Att,TOpp_Rush_Yds,TOpp_Rush_Y/A,TOpp_Rush_TD,TOpp_Tot_Yds,TOpp_Tot_TO,TOpp_1st_Downs,TOpp_1st_by_Rsh,TOpp_1st_by_Pass,TOpp_1st_by_Pen,TOpp_3rd_Down_Att,TOpp_3rd_Down_Conv,TOpp_3rd_Down%,TOpp_4th_Down_Att,TOpp_4th_Down_Conv,TOpp_4th_Down%,TMargin_Rush,TMargin_Pass,TMargin_TotYds,TTO_TD,TKR_TD,TPR_TD,TInt_TD,TFmb_TD,TOtherRet_TD,TAll_Ret_TD,TMar_Thru_Q1,TMar_Thru_Q2,TMar_Thru_Q3,TScore_Diff_Q1,TScore_Diff_Q2,TScore_Diff_Q3,TScore_Diff_Q4,TScore_Diff_1stHalf,TScore_Diff_2ndHalf
IND,2019,2019-10-20,1:00,Home,HOU,7,6,Sun,10,W 30-23,,30.0,23.0,7.0,53.0,-1.5,covered,46.5,over,26.0,40.0,0.65,321.0,4.0,0.0,1.0,5.0,123.5,26.0,62.0,2.38,0.0,383.0,67.0,5.7164,61.0,6.4098,1.0,1972.0000000000002,11400.0,6.0,45.0,10.0,54.0,16.0,99.0,23.0,0.0,18.0,5.0,16.0,8.0,0.5,1.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,174.0,43.5,2.0,2.0,2.0,3.0,3.0,0.0,23.0,34.0,0.6764705882352942,291.0,1.0,2.0,3.0,17.0,79.4,24.0,100.0,4.17,1.0,391.0,2.0,21.0,6.0,15.0,0.0,12.0,4.0,0.3333333333333333,3.0,1.0,0.3333333333333333,-38.0,30.0,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,12.0,7.0,-2.0,7.0,-5.0,5.0,2.0
DET,2019,2019-09-29,1:00,Home,KAN,4,4,Sun,9,L 30-34,,30.0,34.0,-4.0,64.0,7.5,covered,54.5,over,21.0,34.0,0.6176470588235294,261.0,3.0,0.0,4.0,30.0,118.6,35.0,186.0,5.31,0.0,447.0,73.0,6.1233,67.0,6.5373,2.0,2035.0000000000002,12840.0,8.0,48.0,7.0,51.0,15.0,99.0,29.0,8.0,17.0,4.0,13.0,5.0,0.38461538461538464,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,131.0,43.67,4.0,4.0,4.0,3.0,2.0,0.0,24.0,42.0,0.5714285714285714,315.0,0.0,0.0,0.0,0.0,81.0,25.0,123.0,4.92,3.0,438.0,3.0,29.0,8.0,16.0,5.0,9.0,4.0,0.4444444444444444,1.0,1.0,1.0,63.0,-54.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,10.0,-10.0,3.0,-7.0,0.0,-4.0
DET,2019,2019-10-20,1:00,Home,MIN,7,6,Sun,10,L 30-42,,30.0,42.0,-12.0,72.0,2.5,not covered,43.5,over,30.0,45.0,0.6666666666666666,352.0,4.0,1.0,2.0,12.0,111.7,20.0,81.0,4.05,0.0,433.0,67.0,6.4627,71.0,7.0986,1.0,1670.0,11460.0,8.0,67.0,6.0,60.0,14.0,127.0,26.0,1.0,21.0,4.0,11.0,6.0,0.5454545454545454,1.0,0.0,0.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,150.0,50.0,6.0,6.0,6.0,1.0,0.0,0.0,24.0,34.0,0.7058823529411765,338.0,4.0,0.0,0.0,0.0,141.5,37.0,166.0,4.49,2.0,504.0,0.0,32.0,10.0,19.0,3.0,10.0,6.0,0.6,0.0,0.0,,-85.0,14.0,-71.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,-4.0,7.0,-7.0,-4.0,-8.0,0.0,-12.0
KAN,2019,2019-10-17,8:20,Away,DEN,7,7,Thu,10,W 30-6,,30.0,6.0,24.0,36.0,-3.0,covered,49.5,under,20.0,30.0,0.6666666666666666,191.0,2.0,0.0,1.0,2.0,106.7,27.0,80.0,2.96,0.0,271.0,58.0,4.6724,64.0,3.2031,0.0,1933.0000000000002,10380.0,6.0,46.0,4.0,33.0,10.0,79.0,14.0,5.0,7.0,2.0,15.0,5.0,0.3333333333333333,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,266.0,44.33,1.0,0.0,0.0,1.0,0.0,0.0,21.0,34.0,0.6176470588235294,134.0,0.0,0.0,9.0,79.0,70.0,21.0,71.0,3.38,1.0,205.0,1.0,15.0,4.0,8.0,3.0,13.0,1.0,0.07692307692307693,3.0,1.0,0.3333333333333333,9.0,57.0,66.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,14.0,21.0,4.0,10.0,7.0,3.0,14.0,10.0
MIN,2019,2019-12-02,8:15,Away,SEA,13,12,Mon,12,L 30-37,,30.0,37.0,-7.0,67.0,2.5,not covered,48.0,over,22.0,38.0,0.5789473684210527,276.0,2.0,1.0,0.0,0.0,87.2,14.0,78.0,5.57,1.0,354.0,52.0,6.8077,76.0,5.8421,3.0,1215.0,11580.0,3.0,30.0,1.0,30.0,4.0,60.0,17.0,4.0,12.0,1.0,10.0,5.0,0.5,1.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,170.0,42.5,4.0,4.0,4.0,3.0,3.0,0.0,21.0,31.0,0.6774193548387096,226.0,2.0,1.0,2.0,14.0,97.0,43.0,218.0,5.07,2.0,444.0,2.0,24.0,16.0,7.0,1.0,15.0,7.0,0.4666666666666667,1.0,1.0,1.0,-140.0,50.0,-90.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,-10.0,0.0,7.0,-17.0,3.0,7.0,-14.0
NOR,2019,2019-09-09,7:10,Home,HOU,1,1,Mon,9,W 30-28,,30.0,28.0,2.0,58.0,-6.5,not covered,52.0,over,32.0,43.0,0.7441860465116279,362.0,2.0,1.0,1.0,8.0,105.8,21.0,148.0,7.05,1.0,510.0,65.0,7.8462,59.0,7.0169,1.0,1813.0,11640.0,7.0,48.0,8.0,69.0,15.0,117.0,25.0,6.0,19.0,0.0,11.0,7.0,0.6363636363636364,0.0,0.0,,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,2.0,88.0,44.0,4.0,4.0,4.0,0.0,0.0,0.0,20.0,30.0,0.6666666666666666,234.0,3.0,1.0,6.0,34.0,109.6,23.0,180.0,7.83,1.0,414.0,1.0,22.0,8.0,12.0,2.0,13.0,7.0,0.5384615384615384,1.0,1.0,1.0,-32.0,128.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-4.0,0.0,-11.0,7.0,6.0,-11.0,13.0
NWE,2019,2019-09-22,1:00,Home,NYJ,3,3,Sun,9,W 30-14,,30.0,14.0,16.0,44.0,-20.5,not covered,43.0,over,30.0,45.0,0.6666666666666666,313.0,2.0,1.0,1.0,7.0,92.8,27.0,68.0,2.52,2.0,381.0,73.0,5.2192,47.0,2.234,2.0,2114.0,10680.0,8.0,70.0,5.0,67.0,13.0,137.0,21.0,2.0,17.0,2.0,15.0,6.0,0.4,0.0,0.0,,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,310.0,44.29,2.0,2.0,2.0,0.0,0.0,0.0,12.0,22.0,0.5454545454545454,69.0,0.0,1.0,5.0,29.0,41.7,20.0,36.0,1.8,0.0,105.0,1.0,6.0,0.0,4.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,32.0,244.0,276.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,23.0,13.0,7.0,3.0,-7.0,20.0,-4.0
LAR,2019,2019-09-08,1:00,Away,CAR,1,1,Sun,9,W 30-27,,30.0,27.0,3.0,57.0,-1.5,covered,49.5,over,23.0,39.0,0.5897435897435898,183.0,1.0,1.0,1.0,3.0,69.0,32.0,166.0,5.19,2.0,349.0,72.0,4.8472,64.0,5.3594,1.0,1996.0000000000002,11520.0,5.0,43.0,6.0,46.0,11.0,89.0,22.0,9.0,12.0,1.0,17.0,9.0,0.5294117647058824,0.0,0.0,,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,4.0,144.0,36.0,3.0,3.0,3.0,3.0,2.0,0.0,25.0,38.0,0.6578947368421053,216.0,0.0,1.0,3.0,23.0,69.6,23.0,127.0,5.52,3.0,343.0,3.0,21.0,8.0,13.0,0.0,11.0,5.0,0.45454545454545453,0.0,0.0,,39.0,-33.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,-7.0,10.0,-7.0
BAL,2019,2019-10-20,4:25,Away,SEA,7,7,Sun,10,W 30-16,,30.0,16.0,14.0,46.0,3.0,covered,49.0,under,9.0,20.0,0.45,141.0,0.0,0.0,1.0,2.0,69.4,35.0,199.0,5.69,1.0,340.0,56.0,6.0714,68.0,5.1029,0.0,1794.0,11100.0,8.0,75.0,2.0,18.0,10.0,93.0,14.0,9.0,5.0,0.0,13.0,5.0,0.38461538461538464,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,132.0,44.0,1.0,1.0,1.0,4.0,3.0,0.0,20.0,41.0,0.4878048780487805,241.0,1.0,1.0,1.0,0.0,65.2,26.0,106.0,4.08,0.0,347.0,2.0,20.0,8.0,10.0,2.0,17.0,10.0,0.5882352941176471,0.0,0.0,,93.0,-100.0,-7.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,7.0,3.0,-3.0,7.0,7.0,0.0,14.0
LAC,2019,2019-09-08,4:05,Home,IND,1,1,Sun,9,W 30-24,OT,30.0,24.0,6.0,54.0,-6.0,push,44.5,over,25.0,34.0,0.7352941176470589,310.0,3.0,1.0,4.0,23.0,121.3,21.0,125.0,5.95,1.0,435.0,59.0,7.3729,62.0,6.0645,2.0,1970.0000000000002,11040.0,3.0,20.0,3.0,10.0,6.0,30.0,25.0,9.0,14.0,2.0,11.0,7.0,0.6363636363636364,0.0,0.0,,4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,98.0,49.0,3.0,2.0,1.0,3.0,1.0,0.0,21.0,27.0,0.7777777777777778,173.0,2.0,0.0,2.0,17.0,118.1,33.0,203.0,6.15,1.0,376.0,0.0,22.0,13.0,9.0,0.0,13.0,7.0,0.5384615384615384,1.0,1.0,1.0,-78.0,137.0,59.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,8.0,7.0,4.0,-3.0,-8.0,11.0,-11.0
LAC,2019,2019-09-29,1:00,Away,MIA,4,4,Sun,9,W 30-10,,30.0,10.0,20.0,40.0,-15.0,covered,43.5,under,25.0,31.0,0.8064516129032258,311.0,2.0,0.0,1.0,6.0,130.8,33.0,79.0,2.39,1.0,390.0,65.0,6.0,47.0,4.9574,0.0,2256.0,10320.0,10.0,89.0,5.0,53.0,15.0,142.0,24.0,6.0,16.0,2.0,13.0,8.0,0.6153846153846154,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,17.0,24.0,0.7083333333333334,161.0,1.0,1.0,5.0,19.0,85.6,18.0,72.0,4.0,0.0,233.0,1.0,13.0,3.0,8.0,2.0,10.0,5.0,0.5,1.0,0.0,0.0,7.0,150.0,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,3.0,4.0,3.0,10.0,7.0,13.0
SEA,2019,2019-10-03,8:20,Home,LAR,5,5,Thu,10,W 30-29,,30.0,29.0,1.0,59.0,-1.5,not covered,49.0,over,17.0,23.0,0.7391304347826086,262.0,4.0,0.0,1.0,6.0,151.8,43.0,167.0,3.88,0.0,429.0,67.0,6.403,67.0,7.1194,1.0,2118.0,12420.0,5.0,45.0,6.0,45.0,11.0,90.0,25.0,10.0,12.0,3.0,10.0,3.0,0.3,1.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,4.0,190.0,47.5,3.0,2.0,2.0,4.0,3.0,0.0,29.0,49.0,0.5918367346938775,395.0,1.0,1.0,0.0,0.0,83.3,18.0,82.0,4.56,2.0,477.0,2.0,24.0,5.0,18.0,1.0,11.0,3.0,0.2727272727272727,0.0,0.0,,85.0,-133.0,-48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-5.0,1.0,0.0,-6.0,6.0,1.0,0.0
SEA,2019,2019-12-15,1:00,Away,CAR,15,14,Sun,12,W 30-24,,30.0,24.0,6.0,54.0,-6.0,push,48.5,over,20.0,27.0,0.7407407407407407,274.0,2.0,1.0,2.0,12.0,117.2,34.0,154.0,4.53,2.0,428.0,63.0,6.7937,72.0,5.75,1.0,1878.0000000000002,11160.0,5.0,40.0,2.0,15.0,7.0,55.0,21.0,10.0,10.0,1.0,10.0,4.0,0.4,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,165.0,41.25,3.0,3.0,3.0,1.0,1.0,0.0,25.0,42.0,0.5952380952380952,269.0,1.0,3.0,1.0,8.0,56.5,29.0,145.0,5.0,2.0,414.0,3.0,28.0,10.0,18.0,0.0,11.0,5.0,0.45454545454545453,0.0,0.0,,9.0,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,0.0,0.0,-7.0,13.0,-7.0
TAM,2019,2019-11-10,1:00,Home,ARI,10,9,Sun,11,W 30-27,,30.0,27.0,3.0,57.0,-5.5,not covered,51.0,over,30.0,48.0,0.625,339.0,1.0,2.0,4.0,19.0,74.8,26.0,118.0,4.54,2.0,457.0,78.0,5.859,65.0,6.4154,3.0,2163.0,12180.0,9.0,94.0,11.0,87.0,20.0,181.0,26.0,7.0,15.0,4.0,15.0,7.0,0.4666666666666667,0.0,0.0,,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,142.0,47.33,3.0,3.0,3.0,2.0,2.0,0.0,28.0,45.0,0.6222222222222222,342.0,3.0,1.0,2.0,8.0,98.6,18.0,75.0,4.17,0.0,417.0,2.0,20.0,4.0,14.0,2.0,10.0,1.0,0.1,3.0,2.0,0.6666666666666666,43.0,-3.0,40.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,-4.0,3.0,4.0,-1.0
ATL,2019,2019-11-17,1:00,Away,CAR,11,10,Sun,11,W 29-3,,29.0,3.0,26.0,32.0,3.5,covered,49.0,under,22.0,32.0,0.6875,295.0,1.0,0.0,3.0,19.0,110.7,26.0,54.0,2.08,1.0,349.0,61.0,5.7213,70.0,4.9571,0.0,1886.0000000000002,11040.0,3.0,20.0,8.0,68.0,11.0,88.0,20.0,4.0,15.0,1.0,14.0,6.0,0.42857142857142855,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,3.0,127.0,42.33,0.0,0.0,0.0,1.0,1.0,0.0,31.0,50.0,0.62,270.0,0.0,4.0,5.0,55.0,42.9,15.0,77.0,5.13,0.0,347.0,4.0,17.0,2.0,15.0,0.0,14.0,2.0,0.14285714285714285,5.0,3.0,0.6,-23.0,25.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,20.0,26.0,10.0,10.0,6.0,0.0,20.0,6.0
ATL,2019,2019-12-15,4:25,Away,SFO,15,14,Sun,12,W 29-22,,29.0,22.0,7.0,51.0,10.5,covered,50.0,over,25.0,39.0,0.6410256410256411,201.0,2.0,0.0,2.0,9.0,95.0,20.0,89.0,4.45,1.0,290.0,61.0,4.7541,62.0,5.0484,1.0,1752.0,11640.0,11.0,98.0,7.0,67.0,18.0,165.0,20.0,3.0,14.0,3.0,13.0,7.0,0.5384615384615384,0.0,0.0,,4.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,252.0,50.4,2.0,2.0,1.0,3.0,3.0,0.0,22.0,34.0,0.6470588235294118,193.0,1.0,0.0,1.0,7.0,89.5,27.0,120.0,4.44,1.0,313.0,2.0,20.0,8.0,10.0,2.0,12.0,4.0,0.3333333333333333,1.0,1.0,1.0,-31.0,8.0,-23.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,-3.0,10.0,0.0,7.0
JAX,2019,2019-10-27,1:00,Home,NYJ,8,8,Sun,10,W 29-15,,29.0,15.0,14.0,44.0,-7.0,covered,39.5,over,22.0,34.0,0.6470588235294118,278.0,3.0,0.0,2.0,1.0,119.6,34.0,111.0,3.26,0.0,389.0,70.0,5.5571,52.0,4.0962,1.0,2001.0000000000002,11700.0,9.0,70.0,10.0,83.0,19.0,153.0,21.0,4.0,13.0,4.0,17.0,8.0,0.47058823529411764,1.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,4.0,153.0,38.25,2.0,1.0,1.0,0.0,0.0,0.0,21.0,30.0,0.7,167.0,2.0,3.0,8.0,51.0,66.2,14.0,46.0,3.29,0.0,213.0,3.0,15.0,2.0,11.0,2.0,9.0,2.0,0.2222222222222222,2.0,1.0,0.5,65.0,111.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,15.0,6.0,6.0,3.0,-1.0,12.0,2.0
LAR,2019,2019-10-03,8:20,Away,SEA,5,5,Thu,10,L 29-30,,29.0,30.0,-1.0,59.0,1.5,covered,49.0,over,29.0,49.0,0.5918367346938775,395.0,1.0,1.0,0.0,0.0,83.3,18.0,82.0,4.56,2.0,477.0,67.0,7.1194,67.0,6.403,2.0,1482.0,12420.0,6.0,45.0,5.0,45.0,11.0,90.0,24.0,5.0,18.0,1.0,11.0,3.0,0.2727272727272727,0.0,0.0,,3.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,3.0,153.0,51.0,4.0,3.0,3.0,2.0,1.0,0.0,17.0,23.0,0.7391304347826086,262.0,4.0,0.0,1.0,6.0,150.7,43.0,167.0,3.88,0.0,429.0,1.0,25.0,10.0,12.0,3.0,10.0,3.0,0.3,1.0,1.0,1.0,-85.0,133.0,48.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,5.0,-1.0,0.0,6.0,-6.0,-1.0,0.0
WAS,2019,2019-12-01,1:00,Away,CAR,13,12,Sun,12,W 29-21,,29.0,21.0,8.0,50.0,10.5,covered,38.5,over,13.0,25.0,0.52,114.0,0.0,0.0,5.0,33.0,69.9,30.0,248.0,8.27,3.0,362.0,60.0,6.0333,73.0,3.8082,0.0,1837.0000000000002,12720.0,6.0,65.0,5.0,43.0,11.0,108.0,20.0,11.0,8.0,1.0,11.0,3.0,0.2727272727272727,0.0,0.0,,3.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,5.0,290.0,58.0,3.0,3.0,3.0,0.0,0.0,0.0,27.0,46.0,0.5869565217391305,213.0,2.0,1.0,7.0,65.0,75.7,20.0,65.0,3.25,1.0,278.0,2.0,22.0,2.0,18.0,2.0,16.0,5.0,0.3125,2.0,1.0,0.5,183.0,-99.0,84.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-2.0,1.0,-11.0,9.0,3.0,7.0,-2.0,10.0
ATL,2019,2019-12-29,1:00,Away,TAM,17,16,Sun,12,W 28-22,OT,28.0,22.0,6.0,50.0,1.0,covered,48.0,over,30.0,51.0,0.5882352941176471,286.0,1.0,0.0,6.0,27.0,83.2,30.0,87.0,2.9,0.0,373.0,87.0,4.2874,46.0,7.1522,1.0,2182.0,11580.0,5.0,53.0,12.0,97.0,17.0,150.0,28.0,6.0,20.0,2.0,18.0,7.0,0.3888888888888889,3.0,1.0,0.3333333333333333,2.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,2.0,70.0,35.0,3.0,2.0,2.0,3.0,0.0,0.0,13.0,24.0,0.5416666666666666,193.0,2.0,2.0,1.0,8.0,73.8,21.0,136.0,6.48,0.0,329.0,3.0,14.0,5.0,8.0,1.0,8.0,1.0,0.125,1.0,1.0,1.0,-49.0,93.0,44.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,-6.0,-6.0,10.0,-16.0,0.0,6.0,-6.0,6.0
BUF,2019,2019-09-15,1:00,Away,NYG,2,2,Sun,9,W 28-14,,28.0,14.0,14.0,42.0,-1.0,covered,44.5,under,19.0,30.0,0.6333333333333333,237.0,1.0,0.0,3.0,16.0,101.1,34.0,151.0,4.44,3.0,388.0,67.0,5.791,66.0,5.6061,0.0,1958.0000000000002,11460.0,9.0,65.0,7.0,40.0,16.0,105.0,24.0,8.0,13.0,3.0,13.0,5.0,0.38461538461538464,0.0,0.0,,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,325.0,46.43,2.0,2.0,2.0,1.0,0.0,0.0,26.0,45.0,0.5777777777777777,241.0,1.0,2.0,1.0,9.0,61.4,20.0,129.0,6.45,1.0,370.0,2.0,21.0,7.0,14.0,0.0,12.0,3.0,0.25,2.0,1.0,0.5,22.0,-4.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,14.0,0.0,0.0,14.0,0.0
CLE,2019,2019-10-13,1:00,Home,SEA,6,6,Sun,10,L 28-32,,28.0,32.0,-4.0,60.0,-1.0,not covered,45.5,over,22.0,37.0,0.5945945945945946,249.0,1.0,3.0,0.0,0.0,54.9,24.0,157.0,6.54,3.0,406.0,61.0,6.6557,74.0,6.1351,4.0,1579.0,12660.0,9.0,83.0,10.0,65.0,19.0,148.0,21.0,7.0,12.0,2.0,8.0,3.0,0.375,3.0,2.0,0.6666666666666666,4.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,61.0,30.5,4.0,3.0,2.0,2.0,2.0,0.0,23.0,33.0,0.696969696969697,284.0,2.0,0.0,3.0,11.0,116.2,38.0,170.0,4.47,2.0,454.0,1.0,29.0,8.0,17.0,4.0,13.0,6.0,0.46153846153846156,0.0,0.0,,-13.0,-35.0,-48.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,-5.0,8.0,-6.0,-7.0,1.0,2.0,-6.0
HOU,2019,2019-09-09,7:10,Away,NOR,1,1,Mon,9,L 28-30,,28.0,30.0,-2.0,58.0,6.5,covered,52.0,over,20.0,30.0,0.6666666666666666,234.0,3.0,1.0,6.0,34.0,114.3,23.0,180.0,7.83,1.0,414.0,59.0,7.0169,65.0,7.8462,1.0,1787.0,11640.0,8.0,69.0,7.0,48.0,15.0,117.0,22.0,8.0,12.0,2.0,13.0,7.0,0.5384615384615384,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,172.0,43.0,3.0,3.0,3.0,4.0,3.0,0.0,32.0,43.0,0.7441860465116279,362.0,2.0,1.0,1.0,8.0,105.0,21.0,148.0,7.05,1.0,510.0,1.0,25.0,6.0,19.0,0.0,11.0,7.0,0.6363636363636364,0.0,0.0,,32.0,-128.0,-96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,11.0,-7.0,-6.0,11.0,-13.0
HOU,2019,2019-12-01,8:20,Home,NWE,13,12,Sun,12,W 28-22,,28.0,22.0,6.0,50.0,3.5,covered,47.0,over,19.0,26.0,0.7307692307692307,224.0,4.0,0.0,3.0,16.0,141.0,23.0,52.0,2.26,0.0,276.0,52.0,5.3077,79.0,5.6709,0.0,1525.0,11760.0,8.0,79.0,8.0,60.0,16.0,139.0,16.0,2.0,12.0,2.0,11.0,6.0,0.5454545454545454,0.0,0.0,,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,236.0,47.2,3.0,2.0,1.0,1.0,1.0,0.0,24.0,47.0,0.5106382978723404,303.0,3.0,1.0,3.0,23.0,83.9,29.0,145.0,5.0,0.0,448.0,1.0,29.0,9.0,16.0,4.0,17.0,9.0,0.5294117647058824,2.0,1.0,0.5,-93.0,-79.0,-172.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,12.0,4.0,7.0,1.0,-6.0,11.0,-5.0
KAN,2019,2019-09-15,4:05,Away,OAK,2,2,Sun,9,W 28-10,,28.0,10.0,18.0,38.0,-7.0,covered,53.5,under,30.0,44.0,0.6818181818181818,436.0,4.0,0.0,2.0,7.0,131.2,22.0,31.0,1.41,0.0,467.0,68.0,6.8676,60.0,5.1167,1.0,1955.0000000000002,11520.0,10.0,114.0,7.0,52.0,17.0,166.0,24.0,2.0,18.0,4.0,14.0,8.0,0.5714285714285714,0.0,0.0,,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,196.0,39.2,1.0,1.0,1.0,1.0,1.0,0.0,23.0,38.0,0.6052631578947368,178.0,1.0,2.0,3.0,20.0,58.9,19.0,129.0,6.79,0.0,307.0,2.0,19.0,5.0,12.0,2.0,14.0,6.0,0.42857142857142855,1.0,1.0,1.0,-98.0,258.0,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,18.0,18.0,-10.0,28.0,0.0,0.0,18.0,0.0
MIN,2019,2019-09-08,1:00,Home,ATL,1,1,Sun,9,W 28-12,,28.0,12.0,16.0,40.0,-3.5,covered,47.0,under,8.0,10.0,0.8,97.0,1.0,0.0,1.0,1.0,140.8,38.0,172.0,4.53,3.0,269.0,49.0,5.4898,67.0,5.1493,0.0,1787.0,11220.0,11.0,100.0,9.0,78.0,20.0,178.0,18.0,10.0,4.0,4.0,10.0,5.0,0.5,0.0,0.0,,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,247.0,49.4,2.0,0.0,0.0,0.0,0.0,0.0,33.0,46.0,0.717391304347826,272.0,2.0,2.0,4.0,32.0,82.9,17.0,73.0,4.29,0.0,345.0,3.0,27.0,5.0,16.0,6.0,8.0,2.0,0.25,2.0,2.0,1.0,99.0,-175.0,-76.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,28.0,14.0,7.0,7.0,-12.0,21.0,-5.0
