Team,Season,Date,Time,Away_Home,Opp,Week,G#,Day,Month,Result,OT,Points_For,Points_Against,PD,Points_Comb,Spread,Vs_Line,Over/Under,OU Result,TPass_Cmp,TPass_Att,TPass_Cmp%,TPass_Yds,TPass_TD,TPass_Int,TSack,TSack_Yds,TQB_Rate,TRush_Att,TRush_Yds,TRush_Y/A,TRush_TD,TTot_Yds,TO_Play#,TO_Y/P,TD_Play#,TD_Y/P,TTot_TO,TO_ToP,TGame_Dur,Pen,TPen_Yds,TOpp_Pen,TOpp_Pen_Yds,TComb_Pen,TComb_Pen_Yds,T1st_Downs,T1st_by_Rsh,T1st_by_Pass,T1st_by_Pen,T3rd_Down_Att,T3rd_Down_Conv,T3rd_Down%,T4th_Down_Att,T4th_Down_Conv,T4th_Down%,TTot_TD,TXP_Att,TXP_Made,TFG_Att,TFG_Made,T2Pt_Att,T2Pt_Made,TSfty,TTimes_Punted,TPunt_Yds,TPunt_Yds_Avg,TOpp_Tot_TD,TOpp_XP_Att,TOpp_XP_Made,TOpp_FG_Att,TOpp_FG_Made,TOpp_Sfty,TOpp_Pass_Cmp,TOpp_Pass_Att,TOpp_Pass_Cmp%,TOpp_Pass_Yds,TOpp_Pass_TD,TOpp_Pass_Int,TOpp_Sk,TOpp_Sk_Yds,TOpp_QB_Rate,TOpp_Rush_Att,TOpp_Rush_Yds,TOpp_Rush_Y/A,TOpp_Rush_TD,TOpp_Tot_Yds,TOpp_Tot_TO,TOpp_1st_Downs,TOpp_1st_by_Rsh,TOpp_1st_by_Pass,TOpp_1st_by_Pen,TOpp_3rd_Down_Att,TOpp_3rd_Down_Conv,TOpp_3rd_Down%,TOpp_4th_Down_Att,TOpp_4th_Down_Conv,TOpp_4th_Down%,TMargin_Rush,TMargin_Pass,TMargin_TotYds,TTO_TD,TKR_TD,TPR_TD,TInt_TD,TFmb_TD,TOtherRet_TD,TAll_Ret_TD,TMar_Thru_Q1,TMar_Thru_Q2,TMar_Thru_Q3,TScore_Diff_Q1,TScore_Diff_Q2,TScore_Diff_Q3,TScore_Diff_Q4,TScore_Diff_1stHalf,TScore_Diff_2ndHalf
MIN,2020,2020-12-25,4:30,Away,NOR,16,15,Fri,12,L 33-52,,33.0,52.0,-19.0,85.0,6.5,not covered,48.5,over,27.0,41.0,0.6585365853658537,274.0,3.0,0.0,2.0,17.0,110.9,17.0,90.0,5.29,2.0,364.0,60.0,6.0667,73.0,7.9863,0.0,1393.0,11460.0,3.0,20.0,4.0,38.0,7.0,58.0,25.0,6.0,17.0,2.0,9.0,3.0,0.3333333333333333,2.0,1.0,0.5,5.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,186.0,46.5,7.0,7.0,7.0,1.0,1.0,0.0,21.0,28.0,0.75,319.0,0.0,2.0,0.0,0.0,82.3,45.0,264.0,5.87,7.0,583.0,2.0,36.0,21.0,14.0,1.0,9.0,5.0,0.5555555555555556,1.0,1.0,1.0,-174.0,-45.0,-219.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-10.0,-4.0,-7.0,-3.0,6.0,-15.0,-10.0,-9.0
NOR,2020,2021-01-03,4:25,Away,CAR,17,16,Sun,1,W 33-7,,33.0,7.0,26.0,40.0,-6.0,covered,47.0,under,22.0,32.0,0.6875,191.0,3.0,0.0,2.0,10.0,116.8,30.0,156.0,5.2,1.0,347.0,64.0,5.4219,60.0,5.3333,0.0,1854.0000000000002,10320.0,4.0,31.0,1.0,5.0,5.0,36.0,20.0,9.0,11.0,0.0,14.0,6.0,0.42857142857142855,1.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,5.0,209.0,41.8,1.0,1.0,1.0,0.0,0.0,0.0,18.0,37.0,0.4864864864864865,246.0,0.0,5.0,3.0,25.0,30.7,20.0,74.0,3.7,1.0,320.0,5.0,17.0,7.0,9.0,1.0,9.0,1.0,0.1111111111111111,4.0,2.0,0.5,82.0,-55.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,0.0,9.0,10.0,7.0,9.0,17.0
TEN,2020,2020-09-20,1:00,Home,JAX,2,2,Sun,9,W 33-30,,33.0,30.0,3.0,63.0,-7.0,not covered,44.5,over,18.0,24.0,0.75,231.0,4.0,0.0,1.0,8.0,145.7,34.0,123.0,3.62,0.0,354.0,59.0,6.0,74.0,6.4865,0.0,1598.0,10740.0,4.0,30.0,8.0,60.0,12.0,90.0,23.0,7.0,12.0,4.0,11.0,7.0,0.6363636363636364,0.0,0.0,,4.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,122.0,40.67,4.0,4.0,3.0,1.0,1.0,0.0,30.0,45.0,0.6666666666666666,315.0,3.0,2.0,2.0,24.0,90.5,27.0,165.0,6.11,1.0,480.0,2.0,30.0,9.0,20.0,1.0,14.0,10.0,0.7142857142857143,1.0,1.0,1.0,-42.0,-84.0,-126.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,13.0,7.0,7.0,-1.0,-10.0,14.0,-11.0
BAL,2020,2020-09-20,4:25,Away,HOU,2,2,Sun,9,W 33-16,,33.0,16.0,17.0,49.0,-7.5,covered,49.5,under,18.0,24.0,0.75,177.0,1.0,0.0,4.0,27.0,113.9,37.0,230.0,6.22,1.0,407.0,65.0,6.2615,57.0,5.3333,0.0,2091.0,10500.0,3.0,21.0,4.0,22.0,7.0,43.0,23.0,11.0,11.0,1.0,14.0,5.0,0.35714285714285715,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,94.0,47.0,1.0,1.0,1.0,3.0,3.0,0.0,25.0,36.0,0.6944444444444444,253.0,1.0,1.0,4.0,22.0,86.9,17.0,51.0,3.0,0.0,304.0,2.0,18.0,2.0,15.0,1.0,9.0,3.0,0.3333333333333333,1.0,0.0,0.0,179.0,-76.0,103.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,10.0,13.0,3.0,7.0,3.0,4.0,10.0,7.0
SFO,2020,2020-10-25,4:25,Away,NWE,7,7,Sun,10,W 33-6,,33.0,6.0,27.0,39.0,3.0,covered,44.5,under,20.0,25.0,0.8,270.0,0.0,2.0,1.0,7.0,79.5,37.0,197.0,5.32,4.0,467.0,63.0,7.4127,49.0,4.9184,2.0,2303.0,9840.0,6.0,65.0,3.0,30.0,9.0,95.0,26.0,13.0,13.0,0.0,9.0,5.0,0.5555555555555556,0.0,0.0,,4.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,45.0,45.0,0.0,0.0,0.0,2.0,2.0,0.0,15.0,25.0,0.6,147.0,0.0,4.0,2.0,15.0,37.0,22.0,94.0,4.27,0.0,241.0,4.0,17.0,5.0,10.0,2.0,6.0,1.0,0.16666666666666666,0.0,0.0,,103.0,123.0,226.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,24.0,7.0,13.0,4.0,3.0,20.0,7.0
SFO,2020,2020-12-20,1:00,Away,DAL,15,14,Sun,12,L 33-41,,33.0,41.0,-8.0,74.0,-4.0,not covered,46.0,over,26.0,43.0,0.6046511627906976,308.0,3.0,2.0,2.0,11.0,87.3,36.0,150.0,4.17,1.0,458.0,81.0,5.6543,58.0,5.0172,4.0,2096.0,12300.0,4.0,39.0,5.0,58.0,9.0,97.0,28.0,9.0,15.0,4.0,15.0,6.0,0.4,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,186.0,46.5,5.0,5.0,5.0,3.0,2.0,0.0,20.0,34.0,0.5882352941176471,204.0,2.0,0.0,2.0,17.0,95.7,22.0,87.0,3.95,2.0,291.0,0.0,15.0,3.0,12.0,0.0,15.0,6.0,0.4,0.0,0.0,,63.0,104.0,167.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-3.0,0.0,-7.0,4.0,3.0,-8.0,-3.0,-5.0
CLE,2020,2020-10-11,4:25,Home,IND,5,5,Sun,10,W 32-23,,32.0,23.0,9.0,55.0,-1.0,covered,48.5,over,22.0,38.0,0.5789473684210527,261.0,2.0,2.0,1.0,4.0,75.0,33.0,124.0,3.76,0.0,385.0,72.0,5.3472,52.0,5.9231,2.0,2085.0,11100.0,2.0,10.0,5.0,34.0,7.0,44.0,22.0,7.0,15.0,0.0,17.0,10.0,0.5882352941176471,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,93.0,46.5,2.0,2.0,2.0,3.0,3.0,0.0,21.0,33.0,0.6363636363636364,240.0,0.0,2.0,1.0,3.0,60.2,18.0,68.0,3.78,1.0,308.0,2.0,15.0,4.0,10.0,1.0,11.0,4.0,0.36363636363636365,1.0,1.0,1.0,56.0,21.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-4.0,10.0,7.0,-4.0,14.0,-3.0,2.0,10.0,-1.0
ARI,2020,2020-11-15,4:05,Home,BUF,10,9,Sun,11,W 32-30,,32.0,30.0,2.0,62.0,-3.0,not covered,56.0,over,22.0,32.0,0.6875,236.0,1.0,1.0,3.0,9.0,88.7,35.0,217.0,6.2,2.0,453.0,70.0,6.4714,68.0,5.4265,2.0,1780.0,12300.0,7.0,40.0,9.0,69.0,16.0,109.0,26.0,14.0,11.0,1.0,13.0,5.0,0.38461538461538464,1.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0,3.0,132.0,44.0,3.0,3.0,3.0,3.0,3.0,0.0,33.0,50.0,0.66,296.0,3.0,2.0,0.0,0.0,85.1,18.0,73.0,4.06,0.0,369.0,2.0,22.0,5.0,15.0,2.0,13.0,6.0,0.46153846153846156,0.0,0.0,,144.0,-60.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-7.0,3.0,-4.0,-3.0,10.0,-1.0,-7.0,9.0
DEN,2020,2020-12-13,1:00,Away,CAR,14,13,Sun,12,W 32-27,,32.0,27.0,5.0,59.0,4.0,covered,46.5,over,21.0,27.0,0.7777777777777778,269.0,4.0,0.0,1.0,11.0,149.5,30.0,96.0,3.2,0.0,365.0,58.0,6.2931,65.0,5.6923,1.0,1772.0,10980.0,2.0,18.0,7.0,48.0,9.0,66.0,23.0,7.0,13.0,3.0,8.0,3.0,0.375,0.0,0.0,,5.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,177.0,44.25,3.0,3.0,3.0,2.0,2.0,0.0,30.0,40.0,0.75,245.0,0.0,0.0,4.0,38.0,90.1,21.0,125.0,5.95,3.0,370.0,0.0,22.0,8.0,13.0,1.0,14.0,6.0,0.42857142857142855,1.0,0.0,0.0,-29.0,24.0,-5.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,15.0,6.0,0.0,9.0,-10.0,6.0,-1.0
KAN,2020,2020-10-11,1:00,Home,LVR,5,5,Sun,10,L 32-40,,32.0,40.0,-8.0,72.0,-11.0,not covered,54.5,over,22.0,43.0,0.5116279069767442,333.0,2.0,1.0,3.0,7.0,83.5,20.0,80.0,4.0,2.0,413.0,66.0,6.2576,67.0,7.3134,1.0,1482.0,12420.0,10.0,94.0,8.0,59.0,18.0,153.0,21.0,3.0,15.0,3.0,14.0,6.0,0.42857142857142855,2.0,1.0,0.5,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,5.0,244.0,48.8,5.0,5.0,4.0,2.0,2.0,0.0,22.0,31.0,0.7096774193548387,346.0,3.0,1.0,1.0,1.0,126.5,35.0,144.0,4.11,2.0,490.0,1.0,22.0,8.0,12.0,2.0,14.0,7.0,0.5,2.0,2.0,1.0,-64.0,-13.0,-77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-4.0,0.0,-8.0,0.0,-8.0
KAN,2020,2020-12-20,4:25,Away,NOR,15,14,Sun,12,W 32-29,,32.0,29.0,3.0,61.0,-2.5,covered,54.0,over,26.0,47.0,0.5531914893617021,232.0,3.0,0.0,4.0,22.0,92.0,41.0,179.0,4.37,1.0,411.0,92.0,4.4674,52.0,5.4808,1.0,2474.0,12600.0,5.0,54.0,10.0,93.0,15.0,147.0,34.0,13.0,16.0,5.0,18.0,9.0,0.5,0.0,0.0,,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,6.0,243.0,40.5,4.0,3.0,3.0,0.0,0.0,1.0,15.0,34.0,0.4411764705882353,225.0,3.0,1.0,1.0,9.0,83.6,17.0,60.0,3.53,1.0,285.0,1.0,15.0,3.0,10.0,2.0,11.0,1.0,0.09090909090909091,1.0,1.0,1.0,119.0,7.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,6.0,7.0,-2.0,1.0,-3.0,5.0,-2.0
LVR,2020,2021-01-03,4:25,Away,DEN,17,16,Sun,1,W 32-31,,32.0,31.0,1.0,63.0,-2.5,not covered,50.5,over,24.0,38.0,0.631578947368421,359.0,2.0,2.0,3.0,12.0,91.0,23.0,106.0,4.61,2.0,465.0,64.0,7.2656,75.0,5.9467,4.0,1600.0,12540.0,14.0,111.0,4.0,28.0,18.0,139.0,22.0,8.0,13.0,1.0,13.0,5.0,0.38461538461538464,2.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,199.0,49.75,3.0,2.0,2.0,6.0,3.0,0.0,25.0,41.0,0.6097560975609756,324.0,2.0,0.0,2.0,15.0,102.1,32.0,122.0,3.81,1.0,446.0,0.0,24.0,5.0,15.0,4.0,16.0,7.0,0.4375,1.0,0.0,0.0,-16.0,35.0,19.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,7.0,1.0,-7.0,14.0,-6.0,0.0,7.0,-6.0
LAR,2020,2020-09-27,1:00,Away,BUF,3,3,Sun,9,L 32-35,,32.0,35.0,-3.0,67.0,1.5,not covered,46.5,over,23.0,32.0,0.71875,311.0,2.0,1.0,2.0,10.0,111.6,32.0,167.0,5.22,2.0,478.0,66.0,7.2424,58.0,6.4655,2.0,1932.0000000000002,11040.0,3.0,30.0,5.0,55.0,8.0,85.0,28.0,13.0,15.0,0.0,10.0,6.0,0.6,1.0,0.0,0.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,24.0,33.0,0.7272727272727273,274.0,4.0,1.0,4.0,37.0,124.2,21.0,101.0,4.81,1.0,375.0,2.0,23.0,8.0,14.0,1.0,10.0,5.0,0.5,1.0,1.0,1.0,66.0,37.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-18.0,-11.0,-7.0,-11.0,7.0,8.0,-18.0,15.0
BUF,2020,2020-09-20,1:00,Away,MIA,2,2,Sun,9,W 31-28,,31.0,28.0,3.0,59.0,-5.5,not covered,42.5,over,24.0,35.0,0.6857142857142857,411.0,4.0,0.0,1.0,4.0,146.7,23.0,112.0,4.87,0.0,523.0,59.0,8.8644,72.0,5.6944,1.0,1735.0,13200.0,6.0,55.0,3.0,20.0,9.0,75.0,23.0,7.0,15.0,1.0,10.0,5.0,0.5,0.0,0.0,,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,164.0,41.0,3.0,2.0,2.0,2.0,2.0,0.0,31.0,47.0,0.6595744680851063,311.0,2.0,0.0,3.0,17.0,98.8,22.0,99.0,4.5,1.0,410.0,0.0,28.0,6.0,20.0,2.0,12.0,5.0,0.4166666666666667,1.0,0.0,0.0,13.0,100.0,113.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,7.0,-3.0,-1.0,7.0,-4.0
CAR,2020,2020-10-04,1:00,Home,ARI,4,4,Sun,10,W 31-21,,31.0,21.0,10.0,52.0,3.0,covered,52.5,under,26.0,37.0,0.7027027027027027,276.0,2.0,1.0,0.0,0.0,98.5,35.0,168.0,4.8,2.0,444.0,72.0,6.1667,55.0,4.7636,1.0,2228.0,10920.0,10.0,72.0,5.0,29.0,15.0,101.0,30.0,11.0,17.0,2.0,11.0,7.0,0.6363636363636364,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,42.0,42.0,3.0,3.0,3.0,0.0,0.0,0.0,24.0,31.0,0.7741935483870968,133.0,3.0,0.0,1.0,0.0,116.7,23.0,129.0,5.61,0.0,262.0,1.0,21.0,6.0,11.0,4.0,9.0,3.0,0.3333333333333333,0.0,0.0,,39.0,143.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,-4.0,14.0,-4.0
CAR,2020,2020-11-08,1:00,Away,KAN,9,9,Sun,11,L 31-33,,31.0,33.0,-2.0,64.0,10.0,covered,51.5,over,37.0,50.0,0.74,331.0,2.0,0.0,2.0,7.0,105.2,24.0,104.0,4.33,2.0,435.0,76.0,5.7237,58.0,6.8448,0.0,2281.0,12000.0,12.0,82.0,8.0,75.0,20.0,157.0,30.0,7.0,18.0,5.0,16.0,7.0,0.4375,3.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,65.0,32.5,4.0,4.0,3.0,3.0,2.0,0.0,30.0,45.0,0.6666666666666666,361.0,4.0,0.0,2.0,11.0,120.7,11.0,36.0,3.27,0.0,397.0,1.0,24.0,3.0,18.0,3.0,11.0,6.0,0.5454545454545454,0.0,0.0,,68.0,-30.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,-3.0,4.0,0.0,-7.0,1.0,4.0,-6.0
CIN,2020,2020-11-01,1:00,Home,TEN,8,8,Sun,11,W 31-20,,31.0,20.0,11.0,51.0,7.5,covered,49.5,over,26.0,37.0,0.7027027027027027,249.0,2.0,0.0,0.0,0.0,106.7,32.0,118.0,3.69,2.0,367.0,69.0,5.3188,60.0,7.35,0.0,2157.0,11340.0,7.0,45.0,7.0,68.0,14.0,113.0,27.0,7.0,16.0,4.0,15.0,10.0,0.6666666666666666,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,130.0,43.33,3.0,2.0,2.0,1.0,0.0,0.0,18.0,30.0,0.6,223.0,2.0,1.0,1.0,10.0,91.4,29.0,218.0,7.52,1.0,441.0,1.0,27.0,12.0,13.0,2.0,9.0,5.0,0.5555555555555556,1.0,1.0,1.0,-100.0,26.0,-74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,10.0,3.0,7.0,0.0,1.0,10.0,1.0
IND,2020,2020-10-18,1:00,Home,CIN,6,6,Sun,10,W 31-27,,31.0,27.0,4.0,58.0,-7.5,not covered,46.0,over,29.0,44.0,0.6590909090909091,371.0,3.0,1.0,1.0,0.0,105.4,15.0,59.0,3.93,1.0,430.0,60.0,7.1667,73.0,5.4521,2.0,1532.0,11400.0,6.0,55.0,6.0,20.0,12.0,75.0,23.0,5.0,18.0,0.0,11.0,7.0,0.6363636363636364,0.0,0.0,,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,137.0,45.67,3.0,3.0,3.0,3.0,2.0,0.0,25.0,39.0,0.6410256410256411,300.0,0.0,1.0,2.0,13.0,76.9,32.0,98.0,3.06,3.0,398.0,1.0,22.0,6.0,14.0,2.0,17.0,8.0,0.47058823529411764,2.0,2.0,1.0,-39.0,71.0,32.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-3.0,-6.0,-14.0,11.0,-3.0,10.0,-3.0,7.0
ARI,2020,2020-11-08,4:25,Home,MIA,9,8,Sun,11,L 31-34,,31.0,34.0,-3.0,65.0,-6.0,not covered,49.0,over,21.0,26.0,0.8076923076923077,264.0,3.0,0.0,1.0,19.0,150.5,37.0,178.0,4.81,1.0,442.0,64.0,6.9063,56.0,5.5714,1.0,1863.0000000000002,11340.0,7.0,71.0,7.0,75.0,14.0,146.0,26.0,6.0,17.0,3.0,12.0,5.0,0.4166666666666667,3.0,2.0,0.6666666666666666,4.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,42.0,42.0,4.0,4.0,4.0,2.0,2.0,0.0,20.0,28.0,0.7142857142857143,221.0,2.0,0.0,3.0,27.0,118.3,25.0,91.0,3.64,1.0,312.0,0.0,24.0,8.0,12.0,4.0,8.0,4.0,0.5,0.0,0.0,,87.0,43.0,130.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-7.0,7.0,-7.0,0.0,14.0,-10.0,-7.0,4.0
DAL,2020,2020-09-27,4:25,Away,SEA,3,3,Sun,9,L 31-38,,31.0,38.0,-7.0,69.0,5.5,not covered,58.0,over,37.0,57.0,0.6491228070175439,461.0,3.0,2.0,2.0,11.0,93.6,21.0,61.0,2.9,1.0,522.0,80.0,6.525,70.0,5.8857,3.0,1646.0,12720.0,10.0,59.0,5.0,30.0,15.0,89.0,27.0,5.0,20.0,2.0,15.0,7.0,0.4666666666666667,2.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,139.0,46.33,5.0,4.0,4.0,0.0,0.0,1.0,27.0,40.0,0.675,295.0,5.0,0.0,4.0,20.0,128.6,26.0,117.0,4.5,0.0,412.0,1.0,23.0,4.0,15.0,4.0,13.0,5.0,0.38461538461538464,1.0,1.0,1.0,-56.0,166.0,110.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-8.0,0.0,-8.0,0.0,1.0,-8.0,1.0
DAL,2020,2020-11-22,4:25,Away,MIN,11,10,Sun,11,W 31-28,,31.0,28.0,3.0,59.0,7.0,covered,49.5,over,22.0,32.0,0.6875,196.0,3.0,1.0,1.0,7.0,104.0,31.0,180.0,5.81,1.0,376.0,64.0,5.875,61.0,7.0492,1.0,1691.0,10980.0,4.0,30.0,8.0,80.0,12.0,110.0,24.0,9.0,13.0,2.0,11.0,5.0,0.45454545454545453,3.0,2.0,0.6666666666666666,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,142.0,47.33,4.0,4.0,4.0,0.0,0.0,0.0,22.0,30.0,0.7333333333333333,305.0,3.0,0.0,2.0,9.0,138.9,29.0,125.0,4.31,1.0,430.0,2.0,24.0,9.0,14.0,1.0,10.0,6.0,0.6,1.0,0.0,0.0,55.0,-109.0,-54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,9.0,2.0,-1.0,10.0,-7.0,1.0,9.0,-6.0
DEN,2020,2020-11-01,4:05,Home,LAC,8,7,Sun,11,W 31-30,,31.0,30.0,1.0,61.0,3.0,covered,44.5,over,26.0,41.0,0.6341463414634146,243.0,3.0,1.0,2.0,5.0,94.4,16.0,108.0,6.75,1.0,351.0,59.0,5.9492,84.0,5.7738,1.0,1447.0,12420.0,8.0,70.0,6.0,67.0,14.0,137.0,17.0,3.0,11.0,3.0,13.0,5.0,0.38461538461538464,0.0,0.0,,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,325.0,54.17,3.0,3.0,3.0,3.0,3.0,0.0,29.0,44.0,0.6590909090909091,275.0,3.0,2.0,2.0,3.0,86.8,38.0,210.0,5.53,0.0,485.0,2.0,28.0,10.0,15.0,3.0,16.0,7.0,0.4375,1.0,0.0,0.0,-102.0,-32.0,-134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-11.0,-14.0,3.0,-14.0,-3.0,15.0,-11.0,12.0
DEN,2020,2021-01-03,4:25,Home,LVR,17,16,Sun,1,L 31-32,,31.0,32.0,-1.0,63.0,2.5,covered,50.5,over,25.0,41.0,0.6097560975609756,324.0,2.0,0.0,2.0,15.0,103.6,32.0,122.0,3.81,1.0,446.0,75.0,5.9467,64.0,7.2656,0.0,2000.0000000000002,12540.0,4.0,28.0,14.0,111.0,18.0,139.0,24.0,5.0,15.0,4.0,16.0,7.0,0.4375,1.0,0.0,0.0,3.0,2.0,2.0,6.0,3.0,1.0,1.0,0.0,4.0,168.0,42.0,4.0,3.0,3.0,1.0,1.0,0.0,24.0,38.0,0.631578947368421,359.0,2.0,2.0,3.0,12.0,89.7,23.0,106.0,4.61,2.0,465.0,4.0,22.0,8.0,13.0,1.0,13.0,5.0,0.38461538461538464,2.0,2.0,1.0,16.0,-35.0,-19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-7.0,-1.0,7.0,-14.0,6.0,0.0,-7.0,6.0
GNB,2020,2020-11-22,4:25,Away,IND,11,10,Sun,11,L 31-34,OT,31.0,34.0,-3.0,65.0,1.5,not covered,52.5,over,27.0,38.0,0.7105263157894737,301.0,3.0,1.0,1.0,10.0,110.7,18.0,66.0,3.67,1.0,367.0,57.0,6.4386,74.0,5.6757,4.0,1669.0,12420.0,7.0,45.0,8.0,116.0,15.0,161.0,21.0,7.0,13.0,1.0,9.0,4.0,0.4444444444444444,1.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,117.0,39.0,3.0,2.0,2.0,5.0,4.0,0.0,24.0,36.0,0.6666666666666666,280.0,3.0,1.0,1.0,8.0,106.3,37.0,140.0,3.78,0.0,420.0,2.0,23.0,10.0,12.0,1.0,16.0,6.0,0.375,2.0,2.0,1.0,-74.0,21.0,-53.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,14.0,-11.0,-3.0,14.0,-14.0
GNB,2020,2020-12-13,4:25,Away,DET,14,13,Sun,12,W 31-24,,31.0,24.0,7.0,55.0,-9.5,not covered,55.5,under,26.0,33.0,0.7878787878787878,290.0,3.0,0.0,0.0,0.0,133.6,31.0,120.0,3.87,1.0,410.0,64.0,6.4063,59.0,4.9661,0.0,2130.0,11280.0,12.0,68.0,4.0,30.0,16.0,98.0,26.0,10.0,15.0,1.0,11.0,8.0,0.7272727272727273,0.0,0.0,,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,101.0,50.5,3.0,3.0,3.0,1.0,1.0,0.0,27.0,40.0,0.675,242.0,1.0,0.0,4.0,31.0,91.9,15.0,51.0,3.4,2.0,293.0,0.0,27.0,5.0,17.0,5.0,10.0,5.0,0.5,0.0,0.0,,69.0,48.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0
HOU,2020,2020-12-27,1:00,Home,CIN,16,15,Sun,12,L 31-37,,31.0,37.0,-6.0,68.0,-7.5,not covered,46.0,over,24.0,33.0,0.7272727272727273,322.0,3.0,0.0,1.0,2.0,133.9,17.0,166.0,9.76,1.0,488.0,51.0,9.5686,71.0,7.6056,1.0,1430.0,11040.0,6.0,46.0,5.0,35.0,11.0,81.0,23.0,8.0,14.0,1.0,9.0,4.0,0.4444444444444444,0.0,0.0,,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,180.0,45.0,4.0,4.0,4.0,4.0,3.0,0.0,29.0,38.0,0.7631578947368421,371.0,2.0,0.0,0.0,0.0,123.9,33.0,169.0,5.12,2.0,540.0,0.0,27.0,7.0,18.0,2.0,13.0,6.0,0.46153846153846156,2.0,1.0,0.5,-3.0,-49.0,-52.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-4.0,4.0,0.0,-6.0,0.0,-6.0
