Team,Season,Date,Time,Away_Home,Opp,Week,G#,Day,Month,Result,OT,Points_For,Points_Against,PD,Points_Comb,Spread,Vs_Line,Over/Under,OU Result,TPass_Cmp,TPass_Att,TPass_Cmp%,TPass_Yds,TPass_TD,TPass_Int,TSack,TSack_Yds,TQB_Rate,TRush_Att,TRush_Yds,TRush_Y/A,TRush_TD,TTot_Yds,TO_Play#,TO_Y/P,TD_Play#,TD_Y/P,TTot_TO,TO_ToP,TGame_Dur,Pen,TPen_Yds,TOpp_Pen,TOpp_Pen_Yds,TComb_Pen,TComb_Pen_Yds,T1st_Downs,T1st_by_Rsh,T1st_by_Pass,T1st_by_Pen,T3rd_Down_Att,T3rd_Down_Conv,T3rd_Down%,T4th_Down_Att,T4th_Down_Conv,T4th_Down%,TTot_TD,TXP_Att,TXP_Made,TFG_Att,TFG_Made,T2Pt_Att,T2Pt_Made,TSfty,TTimes_Punted,TPunt_Yds,TPunt_Yds_Avg,TOpp_Tot_TD,TOpp_XP_Att,TOpp_XP_Made,TOpp_FG_Att,TOpp_FG_Made,TOpp_Sfty,TOpp_Pass_Cmp,TOpp_Pass_Att,TOpp_Pass_Cmp%,TOpp_Pass_Yds,TOpp_Pass_TD,TOpp_Pass_Int,TOpp_Sk,TOpp_Sk_Yds,TOpp_QB_Rate,TOpp_Rush_Att,TOpp_Rush_Yds,TOpp_Rush_Y/A,TOpp_Rush_TD,TOpp_Tot_Yds,TOpp_Tot_TO,TOpp_1st_Downs,TOpp_1st_by_Rsh,TOpp_1st_by_Pass,TOpp_1st_by_Pen,TOpp_3rd_Down_Att,TOpp_3rd_Down_Conv,TOpp_3rd_Down%,TOpp_4th_Down_Att,TOpp_4th_Down_Conv,TOpp_4th_Down%,TMargin_Rush,TMargin_Pass,TMargin_TotYds,TTO_TD,TKR_TD,TPR_TD,TInt_TD,TFmb_TD,TOtherRet_TD,TAll_Ret_TD,TMar_Thru_Q1,TMar_Thru_Q2,TMar_Thru_Q3,TScore_Diff_Q1,TScore_Diff_Q2,TScore_Diff_Q3,TScore_Diff_Q4,TScore_Diff_1stHalf,TScore_Diff_2ndHalf
TAM,2020,2020-10-25,4:05,Away,LVR,7,7,Sun,10,W 45-20,,45.0,20.0,25.0,65.0,-3.5,covered,51.5,over,33.0,45.0,0.7333333333333333,369.0,4.0,0.0,0.0,0.0,127.0,25.0,85.0,3.4,2.0,454.0,70.0,6.4857,63.0,5.5079,0.0,1736.0,11340.0,4.0,20.0,4.0,35.0,8.0,55.0,29.0,5.0,22.0,2.0,12.0,7.0,0.5833333333333334,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,3.0,128.0,42.67,2.0,2.0,2.0,2.0,2.0,0.0,24.0,36.0,0.6666666666666666,271.0,2.0,1.0,3.0,13.0,95.9,24.0,76.0,3.17,0.0,347.0,1.0,19.0,5.0,12.0,2.0,13.0,5.0,0.38461538461538464,2.0,1.0,0.5,9.0,98.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,11.0,-4.0,18.0,11.0,14.0
BUF,2020,2020-11-08,1:00,Home,SEA,9,9,Sun,11,W 44-34,,44.0,34.0,10.0,78.0,3.0,covered,55.5,over,31.0,38.0,0.8157894736842105,386.0,3.0,0.0,7.0,29.0,138.5,19.0,34.0,1.79,2.0,420.0,64.0,6.5625,63.0,6.6508,0.0,1921.0000000000002,11700.0,6.0,70.0,4.0,13.0,10.0,83.0,27.0,5.0,19.0,3.0,12.0,5.0,0.4166666666666667,0.0,0.0,,5.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,2.0,107.0,53.5,4.0,4.0,4.0,2.0,2.0,0.0,28.0,41.0,0.6829268292682927,362.0,2.0,2.0,5.0,28.0,91.7,17.0,57.0,3.35,2.0,419.0,4.0,22.0,5.0,15.0,2.0,12.0,3.0,0.25,3.0,2.0,0.6666666666666666,-23.0,24.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,7.0,14.0,0.0,-7.0,3.0,14.0,-4.0
IND,2020,2020-12-13,4:05,Away,LVR,14,13,Sun,12,W 44-27,,44.0,27.0,17.0,71.0,-2.5,covered,52.0,over,19.0,28.0,0.6785714285714286,244.0,2.0,0.0,0.0,0.0,118.7,31.0,212.0,6.84,2.0,456.0,59.0,7.7288,68.0,6.2353,0.0,1715.0,10740.0,6.0,50.0,6.0,33.0,12.0,83.0,25.0,10.0,10.0,5.0,11.0,8.0,0.7272727272727273,0.0,0.0,,5.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,41.0,41.0,3.0,3.0,3.0,2.0,2.0,0.0,32.0,46.0,0.6956521739130435,345.0,2.0,2.0,0.0,0.0,87.7,22.0,79.0,3.59,1.0,424.0,3.0,26.0,7.0,17.0,2.0,12.0,8.0,0.6666666666666666,0.0,0.0,,133.0,-101.0,32.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,7.0,3.0,3.0,1.0,10.0,6.0,11.0
TAM,2020,2021-01-03,1:00,Home,ATL,17,16,Sun,1,W 44-27,,44.0,27.0,17.0,71.0,-7.5,covered,51.5,over,26.0,41.0,0.6341463414634146,391.0,4.0,1.0,1.0,8.0,117.8,22.0,94.0,4.27,1.0,485.0,64.0,7.5781,71.0,5.4225,1.0,1608.0,11100.0,3.0,23.0,4.0,48.0,7.0,71.0,28.0,5.0,20.0,3.0,11.0,6.0,0.5454545454545454,0.0,0.0,,5.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,29.0,44.0,0.6590909090909091,258.0,2.0,0.0,1.0,7.0,96.6,26.0,127.0,4.88,1.0,385.0,2.0,25.0,6.0,17.0,2.0,14.0,7.0,0.5,3.0,2.0,0.6666666666666666,-33.0,133.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,3.0,7.0,6.0,-10.0,14.0,13.0,4.0
ATL,2020,2020-11-29,1:00,Home,LVR,12,11,Sun,11,W 43-6,,43.0,6.0,37.0,49.0,3.5,covered,53.0,under,22.0,39.0,0.5641025641025641,179.0,2.0,1.0,1.0,6.0,75.3,32.0,125.0,3.91,1.0,304.0,72.0,4.2222,58.0,4.1897,1.0,2098.0,12600.0,6.0,49.0,11.0,141.0,17.0,190.0,23.0,5.0,13.0,5.0,19.0,9.0,0.47368421052631576,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,3.0,99.0,33.0,0.0,0.0,0.0,2.0,2.0,0.0,25.0,39.0,0.6410256410256411,203.0,0.0,1.0,5.0,37.0,66.5,14.0,40.0,2.86,0.0,243.0,5.0,13.0,1.0,11.0,1.0,12.0,3.0,0.25,2.0,1.0,0.5,85.0,-24.0,61.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,13.0,24.0,6.0,7.0,11.0,13.0,13.0,24.0
GNB,2020,2020-09-13,1:00,Away,MIN,1,1,Sun,9,W 43-34,,43.0,34.0,9.0,77.0,1.0,covered,44.0,over,32.0,44.0,0.7272727272727273,364.0,4.0,0.0,0.0,0.0,127.5,32.0,158.0,4.94,1.0,522.0,76.0,6.8684,49.0,7.7959,0.0,2476.0,11520.0,6.0,63.0,5.0,20.0,11.0,83.0,31.0,11.0,17.0,3.0,11.0,6.0,0.5454545454545454,2.0,1.0,0.5,5.0,5.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,40.0,40.0,4.0,1.0,1.0,1.0,1.0,0.0,19.0,25.0,0.76,248.0,2.0,1.0,2.0,11.0,116.7,22.0,134.0,6.09,2.0,382.0,1.0,25.0,10.0,12.0,3.0,6.0,3.0,0.5,1.0,0.0,0.0,24.0,116.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,12.0,19.0,-4.0,16.0,7.0,-10.0,12.0,-3.0
KAN,2020,2020-10-25,4:25,Away,DEN,7,7,Sun,10,W 43-16,,43.0,16.0,27.0,59.0,-7.0,covered,46.0,over,17.0,25.0,0.68,185.0,1.0,0.0,4.0,28.0,107.6,22.0,101.0,4.59,2.0,286.0,51.0,5.6078,76.0,5.4079,1.0,1596.0,10680.0,1.0,15.0,5.0,34.0,6.0,49.0,17.0,7.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,,5.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,133.0,44.33,2.0,2.0,1.0,1.0,1.0,0.0,24.0,40.0,0.6,234.0,0.0,2.0,3.0,20.0,55.6,33.0,177.0,5.36,2.0,411.0,4.0,24.0,12.0,11.0,1.0,14.0,5.0,0.35714285714285715,2.0,0.0,0.0,-76.0,-49.0,-125.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,15.0,21.0,4.0,11.0,6.0,6.0,15.0,12.0
MIA,2020,2020-10-11,4:05,Away,SFO,5,5,Sun,10,W 43-17,,43.0,17.0,26.0,60.0,8.5,covered,50.5,over,22.0,28.0,0.7857142857142857,342.0,3.0,0.0,2.0,8.0,154.5,33.0,94.0,2.85,1.0,436.0,63.0,6.9206,59.0,4.3898,0.0,2213.0,10980.0,7.0,69.0,7.0,75.0,14.0,144.0,22.0,6.0,12.0,4.0,12.0,4.0,0.3333333333333333,2.0,2.0,1.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,84.0,42.0,2.0,2.0,2.0,1.0,1.0,0.0,16.0,35.0,0.45714285714285713,128.0,1.0,2.0,5.0,43.0,41.1,19.0,131.0,6.89,1.0,259.0,3.0,19.0,7.0,8.0,4.0,10.0,2.0,0.2,2.0,0.0,0.0,-37.0,214.0,177.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,23.0,20.0,14.0,9.0,-3.0,6.0,23.0,3.0
CLE,2020,2020-12-14,8:15,Home,BAL,14,13,Mon,12,L 42-47,,42.0,47.0,-5.0,89.0,3.0,not covered,46.0,over,29.0,48.0,0.6041666666666666,355.0,2.0,1.0,0.0,0.0,88.5,28.0,138.0,4.93,4.0,493.0,76.0,6.4868,57.0,6.7544,1.0,1917.0000000000002,12420.0,8.0,75.0,8.0,69.0,16.0,144.0,33.0,10.0,18.0,5.0,12.0,5.0,0.4166666666666667,2.0,2.0,1.0,6.0,5.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,91.0,45.5,6.0,5.0,4.0,1.0,1.0,1.0,12.0,21.0,0.5714285714285714,154.0,1.0,0.0,4.0,22.0,96.1,32.0,231.0,7.22,5.0,385.0,0.0,25.0,13.0,9.0,3.0,11.0,6.0,0.5454545454545454,1.0,1.0,1.0,-93.0,201.0,108.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-14.0,0.0,-7.0,-7.0,9.0,-7.0,2.0
GNB,2020,2020-09-20,1:00,Home,DET,2,2,Sun,9,W 42-21,,42.0,21.0,21.0,63.0,-7.0,covered,51.0,over,18.0,30.0,0.6,229.0,2.0,0.0,1.0,11.0,107.6,35.0,259.0,7.4,2.0,488.0,66.0,7.3939,58.0,5.2931,0.0,2086.0,11220.0,8.0,60.0,7.0,70.0,15.0,130.0,26.0,9.0,13.0,4.0,12.0,6.0,0.5,1.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,3.0,128.0,42.67,3.0,3.0,3.0,1.0,0.0,0.0,20.0,33.0,0.6060606060606061,218.0,2.0,1.0,4.0,26.0,87.7,21.0,89.0,4.24,1.0,307.0,1.0,19.0,8.0,10.0,1.0,12.0,6.0,0.5,1.0,0.0,0.0,170.0,11.0,181.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-11.0,3.0,20.0,-11.0,14.0,17.0,1.0,3.0,18.0
TEN,2020,2020-10-13,7:00,Home,BUF,5,4,Tue,10,W 42-16,,42.0,16.0,26.0,58.0,3.0,covered,52.0,over,21.0,28.0,0.75,195.0,3.0,0.0,0.0,0.0,129.3,34.0,139.0,4.09,3.0,334.0,62.0,5.3871,69.0,5.3623,0.0,1656.0,10500.0,6.0,46.0,10.0,56.0,16.0,102.0,25.0,9.0,14.0,2.0,10.0,6.0,0.6,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,128.0,42.67,2.0,1.0,1.0,1.0,1.0,0.0,29.0,46.0,0.6304347826086957,275.0,2.0,2.0,1.0,10.0,75.9,22.0,95.0,4.32,0.0,370.0,3.0,23.0,7.0,16.0,0.0,17.0,13.0,0.7647058823529411,0.0,0.0,,44.0,-80.0,-36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,11.0,7.0,8.0,11.0,15.0
TEN,2020,2020-10-18,1:00,Home,HOU,6,5,Sun,10,W 42-36,OT,42.0,36.0,6.0,78.0,-4.0,covered,52.0,over,30.0,41.0,0.7317073170731707,344.0,4.0,1.0,2.0,22.0,122.6,27.0,263.0,9.74,2.0,607.0,70.0,8.6714,67.0,6.1493,2.0,1910.0000000000002,11520.0,7.0,73.0,4.0,46.0,11.0,119.0,31.0,9.0,20.0,2.0,10.0,6.0,0.6,0.0,0.0,,6.0,4.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,54.0,54.0,5.0,4.0,3.0,1.0,1.0,0.0,28.0,38.0,0.7368421052631579,320.0,4.0,0.0,2.0,15.0,133.7,27.0,92.0,3.41,1.0,412.0,0.0,25.0,6.0,17.0,2.0,14.0,7.0,0.5,3.0,3.0,1.0,171.0,24.0,195.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,-2.0,14.0,-3.0,-13.0,2.0,11.0,-11.0
CHI,2020,2020-12-27,1:00,Away,JAX,16,15,Sun,12,W 41-17,,41.0,17.0,24.0,58.0,-9.5,covered,47.0,over,24.0,36.0,0.6666666666666666,263.0,2.0,1.0,1.0,2.0,95.3,33.0,128.0,3.88,3.0,391.0,70.0,5.5857,54.0,5.1667,1.0,1980.0000000000002,10620.0,4.0,40.0,10.0,115.0,14.0,155.0,28.0,8.0,18.0,2.0,12.0,6.0,0.5,2.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,3.0,133.0,44.33,2.0,2.0,2.0,1.0,1.0,0.0,24.0,37.0,0.6486486486486487,203.0,2.0,2.0,1.0,8.0,74.5,16.0,76.0,4.75,0.0,279.0,2.0,14.0,3.0,10.0,1.0,12.0,5.0,0.4166666666666667,0.0,0.0,,52.0,60.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,24.0,4.0,-1.0,21.0,0.0,3.0,21.0
CLE,2020,2020-12-06,1:00,Away,TEN,13,12,Sun,12,W 41-35,,41.0,35.0,6.0,76.0,4.0,covered,54.0,over,26.0,34.0,0.7647058823529411,340.0,4.0,0.0,0.0,0.0,146.7,36.0,118.0,3.28,1.0,458.0,70.0,6.5429,66.0,6.5303,1.0,2206.0,12180.0,13.0,92.0,5.0,52.0,18.0,144.0,26.0,5.0,18.0,3.0,16.0,10.0,0.625,1.0,0.0,0.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,3.0,123.0,41.0,5.0,3.0,3.0,0.0,0.0,0.0,29.0,45.0,0.6444444444444445,369.0,3.0,1.0,3.0,20.0,102.9,18.0,62.0,3.44,1.0,431.0,3.0,25.0,4.0,18.0,3.0,10.0,2.0,0.2,4.0,3.0,0.75,56.0,-29.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,20.0,10.0,21.0,-11.0,-14.0,31.0,-25.0
