"('Unnamed: 0_level_0', 'Unnamed: 0_level_1', 'Rk')","('Unnamed: 1_level_0', 'Unnamed: 1_level_1', 'G#')","('Unnamed: 2_level_0', 'Unnamed: 2_level_1', 'Date')","('Unnamed: 3_level_0', 'Unnamed: 3_level_1', 'Tm')","('Unnamed: 4_level_0', 'Unnamed: 4_level_1', 'Unnamed: 4_level_2')","('Unnamed: 5_level_0', 'Unnamed: 5_level_1', 'Opp')","('Unnamed: 6_level_0', 'Unnamed: 6_level_1', 'Result')","('Unnamed: 7_level_0', 'Unnamed: 7_level_1', 'Pos')","('Snap Counts', 'Off.', 'Num')","('Snap Counts', 'Off.', 'Pct')","('Snap Counts', 'Def.', 'Num')","('Snap Counts', 'Def.', 'Pct')","('Snap Counts', 'ST', 'Num')","('Snap Counts', 'ST', 'Pct')","('Unnamed: 14_level_0', 'Fantasy', 'FantPt')","('Unnamed: 15_level_0', 'Fantasy', 'DKPt')","('Unnamed: 16_level_0', 'Fantasy', 'FDPt')",Player_Address,Season,"('Inside 20', 'Rushing', 'Att')","('Inside 20', 'Rushing', 'Yds')","('Inside 20', 'Rushing', 'TD')","('Inside 10', 'Rushing', 'Att')","('Inside 10', 'Rushing', 'Yds')","('Inside 10', 'Rushing', 'TD')","('Unnamed: 20_level_0', 'Fantasy', 'FantPt')","('Unnamed: 21_level_0', 'Fantasy', 'DKPt')","('Unnamed: 22_level_0', 'Fantasy', 'FDPt')","('Inside 20', 'Receiving', 'Tgt')","('Inside 20', 'Receiving', 'Rec')","('Inside 20', 'Receiving', 'Yds')","('Inside 20', 'Receiving', 'TD')","('Inside 10', 'Receiving', 'Tgt')","('Inside 10', 'Receiving', 'Rec')","('Inside 10', 'Receiving', 'Yds')","('Inside 10', 'Receiving', 'TD')","('Unnamed: 28_level_0', 'Fantasy', 'FantPt')","('Unnamed: 29_level_0', 'Fantasy', 'DKPt')","('Unnamed: 30_level_0', 'Fantasy', 'FDPt')","('Unnamed: 22_level_0', 'Fantasy', 'FantPt')","('Unnamed: 23_level_0', 'Fantasy', 'DKPt')","('Unnamed: 24_level_0', 'Fantasy', 'FDPt')","('Inside 20', 'Passing', 'Cmp')","('Inside 20', 'Passing', 'Att')","('Inside 20', 'Passing', 'Yds')","('Inside 20', 'Passing', 'TD')","('Inside 10', 'Passing', 'Cmp')","('Inside 10', 'Passing', 'Att')","('Inside 10', 'Passing', 'Yds')","('Inside 10', 'Passing', 'TD')","('Unnamed: 18_level_0', 'Fantasy', 'FantPt')","('Unnamed: 19_level_0', 'Fantasy', 'DKPt')","('Unnamed: 20_level_0', 'Fantasy', 'FDPt')","('Unnamed: 24_level_0', 'Fantasy', 'FantPt')","('Unnamed: 25_level_0', 'Fantasy', 'DKPt')","('Unnamed: 26_level_0', 'Fantasy', 'FDPt')","('Unnamed: 30_level_0', 'Fantasy', 'FantPt')","('Unnamed: 31_level_0', 'Fantasy', 'DKPt')","('Unnamed: 32_level_0', 'Fantasy', 'FDPt')","('Unnamed: 36_level_0', 'Fantasy', 'FantPt')","('Unnamed: 37_level_0', 'Fantasy', 'DKPt')","('Unnamed: 38_level_0', 'Fantasy', 'FDPt')","('Unnamed: 32_level_0', 'Fantasy', 'FantPt')","('Unnamed: 33_level_0', 'Fantasy', 'DKPt')","('Unnamed: 34_level_0', 'Fantasy', 'FDPt')"
6.0,6.0,2018-10-21,CAR,@,PHI,W 21-17,TE,6.0,10.2%,0.0,0.0%,6.0,27.3%,,,,/players/M/ManhCh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-28,CAR,,BAL,W 36-21,TE,22.0,33.8%,0.0,0.0%,8.0,28.6%,,,,/players/M/ManhCh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-11-04,CAR,,TAM,W 42-28,TE,25.0,40.3%,0.0,0.0%,11.0,34.4%,,,,/players/M/ManhCh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-08,CAR,@,PIT,L 21-52,TE,15.0,26.3%,0.0,0.0%,12.0,38.7%,,,,/players/M/ManhCh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-18,CAR,@,DET,L 19-20,TE,12.0,20.7%,0.0,0.0%,8.0,29.6%,,,,/players/M/ManhCh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-25,CAR,,SEA,L 27-30,TE,18.0,30.5%,0.0,0.0%,6.0,22.2%,,,,/players/M/ManhCh00,2018,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-12-02,CAR,@,TAM,L 17-24,TE,8.0,11.4%,0.0,0.0%,3.0,12.5%,,,,/players/M/ManhCh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,CAR,@,CLE,L 20-26,TE,21.0,28.4%,0.0,0.0%,4.0,14.3%,,,,/players/M/ManhCh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-17,CAR,,NOR,L 9-12,TE,15.0,25.9%,0.0,0.0%,2.0,10.0%,,,,/players/M/ManhCh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.0,11.5,,,,,,,,,,,,
15.0,15.0,2018-12-23,CAR,,ATL,L 10-24,TE,25.0,27.2%,0.0,0.0%,2.0,9.1%,,,,/players/M/ManhCh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,CAR,@,NOR,W 33-14,TE,44.0,61.1%,0.0,0.0%,7.0,28.0%,,,,/players/M/ManhCh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,HOU,@,NWE,L 20-27,C,1.0,1.4%,0.0,0.0%,4.0,12.5%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,HOU,@,TEN,L 17-20,C,0.0,0.0%,0.0,0.0%,4.0,14.8%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,HOU,,NYG,L 22-27,LG,68.0,100.0%,0.0,0.0%,4.0,14.8%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,HOU,@,IND,W 37-34,C,5.0,5.8%,0.0,0.0%,8.0,21.6%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,HOU,,DAL,W 19-16,C,0.0,0.0%,0.0,0.0%,6.0,20.7%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,HOU,,BUF,W 20-13,C,0.0,0.0%,0.0,0.0%,4.0,14.3%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-21,HOU,@,JAX,W 20-7,RG,64.0,100.0%,0.0,0.0%,4.0,16.7%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-10-25,HOU,,MIA,W 42-23,RG,61.0,100.0%,0.0,0.0%,6.0,17.1%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-04,HOU,@,DEN,W 19-17,C,4.0,6.5%,0.0,0.0%,4.0,14.3%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-18,HOU,@,WAS,W 23-21,C,59.0,93.7%,0.0,0.0%,7.0,25.9%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-26,HOU,,TEN,W 34-17,C,12.0,18.5%,0.0,0.0%,6.0,20.0%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-12-02,HOU,,CLE,W 29-13,C,22.0,28.9%,0.0,0.0%,7.0,28.0%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,HOU,,IND,L 21-24,RG,72.0,100.0%,0.0,0.0%,3.0,10.3%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-15,HOU,@,NYJ,W 29-22,C,0.0,0.0%,0.0,0.0%,7.0,22.6%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2018-12-23,HOU,@,PHI,L 30-32,C,0.0,0.0%,0.0,0.0%,5.0,17.9%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,HOU,,JAX,W 20-3,C,0.0,0.0%,0.0,0.0%,5.0,17.2%,,,,/players/M/MancGr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,5.0,2018-10-07,MIA,@,CIN,L 17-27,DE,0.0,0.0%,19.0,31.7%,14.0,48.3%,,,,/players/M/MalvCa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,6.0,2018-10-14,MIA,,CHI,W 31-28,DE,0.0,0.0%,32.0,45.7%,12.0,42.9%,,,,/players/M/MalvCa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,7.0,2018-10-21,MIA,,DET,L 21-32,DE,0.0,0.0%,27.0,42.2%,10.0,37.0%,,,,/players/M/MalvCa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,9.0,2018-11-04,MIA,,NYJ,W 13-6,DE,0.0,0.0%,28.0,42.4%,12.0,42.9%,,,,/players/M/MalvCa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,10.0,2018-11-11,MIA,@,GNB,L 12-31,DE,0.0,0.0%,25.0,43.9%,11.0,42.3%,,,,/players/M/MalvCa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,13.0,2018-12-09,ARI,,DET,L 3-17,DE,0.0,0.0%,8.0,13.3%,10.0,41.7%,,,,/players/M/MalvCa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,14.0,2018-12-16,ARI,@,ATL,L 14-40,DE,0.0,0.0%,11.0,16.4%,7.0,21.2%,,,,/players/M/MalvCa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,15.0,2018-12-23,ARI,,LAR,L 9-31,DE,0.0,0.0%,16.0,23.5%,6.0,23.1%,,,,/players/M/MalvCa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,16.0,2018-12-30,ARI,@,SEA,L 24-27,DE,0.0,0.0%,7.0,11.1%,16.0,48.5%,,,,/players/M/MalvCa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,CIN,@,IND,W 34-23,WR,2.0,3.6%,0.0,0.0%,8.0,27.6%,,,,/players/M/MaloJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-13,CIN,,BAL,W 34-23,WR,6.0,7.9%,0.0,0.0%,6.0,20.0%,,,,/players/M/MaloJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,CIN,@,CAR,L 21-31,WR,29.0,44.6%,0.0,0.0%,0.0,0.0%,1.2,2.2,1.7,/players/M/MaloJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,CIN,@,ATL,W 37-36,WR,4.0,5.5%,0.0,0.0%,0.0,0.0%,,,,/players/M/MaloJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,CIN,,MIA,W 27-17,WR,10.0,16.7%,0.0,0.0%,1.0,3.4%,,,,/players/M/MaloJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,CIN,,PIT,L 21-28,WR,4.0,6.6%,0.0,0.0%,0.0,0.0%,,,,/players/M/MaloJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,8.0,2018-10-28,CIN,,TAM,W 37-34,WR,4.0,6.1%,0.0,0.0%,7.0,21.2%,,,,/players/M/MaloJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,15.0,2018-12-23,CIN,@,CLE,L 18-26,WR,1.0,2.1%,0.0,0.0%,3.0,11.5%,,,,/players/M/MaloJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,16.0,2018-12-30,CIN,@,PIT,L 13-16,WR,8.0,16.3%,0.0,0.0%,2.0,7.7%,,,,/players/M/MaloJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,2018-09-16,CAR,@,ATL,L 24-31,G,0.0,0.0%,0.0,0.0%,4.0,14.3%,,,,/players/M/MahoBr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,3.0,2018-09-23,CAR,,CIN,W 31-21,G,0.0,0.0%,0.0,0.0%,5.0,19.2%,,,,/players/M/MahoBr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,KAN,@,LAC,W 38-28,QB,56.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,2.0,3.0,0.0,2.0,3.0,0.0,,,,,,,,,,,,28.34,28.3,28.3,,,,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,KAN,@,PIT,W 42-37,QB,58.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,,,,0.0,0.0,0.0,,,,,,,,,,,,38.84,41.8,38.8,,,,5.0,6.0,51.0,4.0,2.0,3.0,8.0,2.0,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,KAN,,SFO,W 38-27,QB,75.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,2.0,2.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,25.26,28.3,25.3,,,,5.0,7.0,52.0,3.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
4.0,4.0,2018-10-01,KAN,@,DEN,W 27-23,QB,78.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,2.0,8.0,1.0,1.0,8.0,1.0,,,,,,,,,,,,22.86,25.9,22.9,,,,3.0,6.0,19.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,KAN,,JAX,W 30-14,QB,70.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,2.0,15.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,15.82,20.8,17.8,,,,2.0,6.0,12.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,KAN,@,NWE,L 40-43,QB,54.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,,,,0.0,0.0,0.0,,,,,,,,,,,,26.98,32.0,29.0,,,,4.0,7.0,17.0,2.0,2.0,3.0,-1.0,1.0,,,,,,,,,,,,,,,
7.0,7.0,2018-10-21,KAN,,CIN,W 45-10,QB,70.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,,,,0.0,0.0,0.0,,,,,,,,,,,,32.82,36.8,33.8,,,,6.0,8.0,50.0,4.0,3.0,5.0,10.0,2.0,,,,,,,,,,,,,,,
8.0,8.0,2018-10-28,KAN,,DEN,W 30-23,QB,58.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,26.02,30.0,27.0,,,,4.0,5.0,36.0,3.0,3.0,4.0,23.0,2.0,,,,,,,,,,,,,,,
9.0,9.0,2018-11-04,KAN,@,CLE,W 37-21,QB,63.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,,,,0.0,0.0,0.0,,,,,,,,,,,,26.8,30.8,27.8,,,,2.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
10.0,10.0,2018-11-11,KAN,,ARI,W 26-14,QB,59.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,,,,0.0,0.0,0.0,,,,,,,,,,,,20.06,20.1,20.1,,,,4.0,4.0,35.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
11.0,11.0,2018-11-19,KAN,@,LAR,L 51-54,QB,72.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,3.0,13.0,0.0,2.0,7.0,0.0,,,,,,,,,,,,35.92,43.9,38.9,,,,3.0,4.0,22.0,3.0,3.0,4.0,22.0,3.0,,,,,,,,,,,,,,,
12.0,12.0,2018-12-02,KAN,@,OAK,W 40-33,QB,71.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,,,,0.0,0.0,0.0,,,,,,,,,,,,33.0,33.0,33.0,,,,6.0,9.0,31.0,4.0,3.0,5.0,11.0,3.0,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,KAN,,BAL,W 27-24,QB,86.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,,,,0.0,0.0,0.0,,,,,,,,,,,,20.78,24.8,21.8,,,,7.0,12.0,45.0,2.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,
14.0,14.0,2018-12-13,KAN,,LAC,L 28-29,QB,60.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,18.02,18.0,18.0,,,,4.0,6.0,26.0,2.0,3.0,4.0,15.0,1.0,,,,,,,,,,,,,,,
15.0,15.0,2018-12-23,KAN,@,SEA,L 31-38,QB,61.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,1.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,28.22,28.2,28.2,,,,4.0,8.0,29.0,2.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,KAN,,OAK,W 35-3,QB,41.0,75.9%,0.0,0.0%,0.0,0.0%,,,,/players/M/MahoPa00,2018,1.0,2.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,17.34,18.3,18.3,,,,2.0,3.0,10.0,0.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,DAL,@,CAR,L 8-16,K,0.0,0.0%,0.0,0.0%,3.0,13.6%,,,,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,DAL,,NYG,W 20-13,K,0.0,0.0%,0.0,0.0%,9.0,34.6%,8.0,,8.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,DAL,@,SEA,L 13-24,K,0.0,0.0%,0.0,0.0%,7.0,24.1%,9.0,,9.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,DAL,,DET,W 26-24,K,0.0,0.0%,0.0,0.0%,12.0,44.4%,14.0,,15.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,DAL,@,HOU,L 16-19,K,0.0,0.0%,0.0,0.0%,9.0,31.0%,10.0,,12.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,DAL,,JAX,W 40-7,K,0.0,0.0%,0.0,0.0%,18.0,58.1%,20.0,,21.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-21,DAL,@,WAS,L 17-20,K,0.0,0.0%,0.0,0.0%,8.0,28.6%,5.0,,6.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-11-05,DAL,,TEN,L 14-28,K,0.0,0.0%,0.0,0.0%,6.0,30.0%,2.0,,2.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-11,DAL,@,PHI,W 27-20,K,0.0,0.0%,0.0,0.0%,12.0,42.9%,9.0,,9.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-18,DAL,@,ATL,W 22-19,K,0.0,0.0%,0.0,0.0%,10.0,38.5%,12.0,,13.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-22,DAL,,WAS,W 31-23,K,0.0,0.0%,0.0,0.0%,11.0,35.5%,7.0,,7.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-11-29,DAL,,NOR,W 13-10,K,0.0,0.0%,0.0,0.0%,7.0,35.0%,7.0,,8.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,DAL,,PHI,W 29-23,K,0.0,0.0%,0.0,0.0%,11.0,37.9%,13.0,,13.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-16,DAL,@,IND,L 0-23,K,0.0,0.0%,0.0,0.0%,2.0,13.3%,,,,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2018-12-23,DAL,,TAM,W 27-20,K,0.0,0.0%,0.0,0.0%,11.0,40.7%,11.0,,11.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,DAL,@,NYG,W 36-35,K,0.0,0.0%,0.0,0.0%,11.0,39.3%,4.0,,4.0,/players/M/MaheBr01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,2018-09-23,SFO,@,KAN,L 27-38,OL,7.0,10.3%,0.0,0.0%,0.0,0.0%,,,,/players/M/MagnEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,4.0,2018-09-30,SFO,@,LAC,L 27-29,OL,3.0,5.0%,0.0,0.0%,3.0,9.4%,,,,/players/M/MagnEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,5.0,2018-10-07,SFO,,ARI,L 18-28,OL,13.0,13.3%,0.0,0.0%,1.0,3.7%,,,,/players/M/MagnEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,8.0,2018-10-28,SFO,@,ARI,L 15-18,C,66.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/M/MagnEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,LAC,,KAN,L 28-38,CB,0.0,0.0%,0.0,0.0%,6.0,20.0%,,,,/players/M/MageCr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-06,PHI,,ATL,W 18-12,CB,0.0,0.0%,0.0,0.0%,25.0,92.6%,,,,/players/M/MaddAv00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,PHI,@,TAM,L 21-27,CB,0.0,0.0%,0.0,0.0%,24.0,85.7%,,,,/players/M/MaddAv00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,PHI,,IND,W 20-16,CB,0.0,0.0%,0.0,0.0%,23.0,82.1%,,,,/players/M/MaddAv00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,PHI,@,TEN,L 23-26,CB,0.0,0.0%,20.0,28.2%,20.0,64.5%,,,,/players/M/MaddAv00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,PHI,,MIN,L 21-23,S,0.0,0.0%,62.0,100.0%,11.0,40.7%,,,,/players/M/MaddAv00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-11,PHI,@,NYG,W 34-13,S,0.0,0.0%,65.0,100.0%,6.0,18.8%,,,,/players/M/MaddAv00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-21,PHI,,CAR,L 17-21,S,0.0,0.0%,58.0,98.3%,6.0,27.3%,,,,/players/M/MaddAv00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-10-28,PHI,@,JAX,W 24-18,S,0.0,0.0%,64.0,100.0%,9.0,37.5%,,,,/players/M/MaddAv00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
