Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeForest Buckner ,RDT,24.240,2018-11-12,NFL,SFO,,NYG,L 23-27,10,10,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.5,0,5,5,0,1,0,0,0,1,0,0,0,0,0,0
DeForest Buckner ,RDT,24.253,2018-11-25,NFL,SFO,@,TAM,L 9-27,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,5,0,5,2,2,0,0,0,0,0,0,0,0,0,0
DeForest Buckner ,RDT,24.260,2018-12-02,NFL,SFO,@,SEA,L 16-43,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,2.0,3,4,7,2,2,0,0,0,0,0,0,0,0,0,0
DeForest Buckner ,RDT,24.267,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0
DeForest Buckner ,RDT,24.274,2018-12-16,NFL,SFO,,SEA,W 26-23,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,2.0,7,4,11,4,3,0,0,0,0,0,0,0,0,0,0
DeForest Buckner ,RDT,24.281,2018-12-23,NFL,SFO,,CHI,L 9-14,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,3,0,3,1,1,0,0,0,0,0,0,0,1,0,0
DeForest Buckner ,RDT,24.288,2018-12-30,NFL,SFO,@,LAR,L 32-48,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0
Bryan Bulaga,RT,29.172,2018-09-09,NFL,GNB,,CHI,W 24-23,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.179,2018-09-16,NFL,GNB,,MIN,T 29-29,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.186,2018-09-23,NFL,GNB,@,WAS,L 17-31,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.193,2018-09-30,NFL,GNB,,BUF,W 22-0,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.200,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.208,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.221,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.228,2018-11-04,NFL,GNB,@,NWE,L 17-31,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.235,2018-11-11,NFL,GNB,,MIA,W 31-12,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.239,2018-11-15,NFL,GNB,@,SEA,L 24-27,10,11,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.249,2018-11-25,NFL,GNB,@,MIN,L 17-24,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.256,2018-12-02,NFL,GNB,,ARI,L 17-20,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Bryan Bulaga,RT,29.277,2018-12-23,NFL,GNB,@,NYJ,W 44-38,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Bulaga,RT,29.284,2018-12-30,NFL,GNB,,DET,L 0-31,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,24.322,2018-09-09,NFL,CHI,@,GNB,L 23-24,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,24.330,2018-09-17,NFL,CHI,,SEA,W 24-17,2,2,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,24.336,2018-09-23,NFL,CHI,@,ARI,W 16-14,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,24.343,2018-09-30,NFL,CHI,,TAM,W 48-10,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,24.357,2018-10-14,NFL,CHI,@,MIA,L 28-31,5,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,24.364,2018-10-21,NFL,CHI,,NWE,L 31-38,6,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,25.006,2018-10-28,NFL,CHI,,NYJ,W 24-10,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,25.013,2018-11-04,NFL,CHI,@,BUF,W 41-9,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,25.020,2018-11-11,NFL,CHI,,DET,W 34-22,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Jonathan Bullard,DE,25.027,2018-11-18,NFL,CHI,,MIN,W 25-20,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jonathan Bullard,DE,25.031,2018-11-22,NFL,CHI,@,DET,W 23-16,11,12,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,25.041,2018-12-02,NFL,CHI,@,NYG,L 27-30,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,25.048,2018-12-09,NFL,CHI,,LAR,W 15-6,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,25.055,2018-12-16,NFL,CHI,,GNB,W 24-17,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,25.062,2018-12-23,NFL,CHI,@,SFO,W 14-9,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bullard,DE,25.069,2018-12-30,NFL,CHI,@,MIN,W 24-10,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.267,2018-09-09,NFL,CIN,@,IND,W 34-23,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,2,2,100.0,,,0,10,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.271,2018-09-13,NFL,CIN,,BAL,W 34-23,2,2,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,2,2,100.0,,,0,10,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.281,2018-09-23,NFL,CIN,@,CAR,L 21-31,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,,1,0.0,,,0,3,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Bullock,K,28.288,2018-09-30,NFL,CIN,@,ATL,W 37-36,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,4,4,100.0,1,1,100.0,,,0,7,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.295,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,2,3,66.7,,,0,9,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.302,2018-10-14,NFL,CIN,,PIT,L 21-28,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,,,,,,0,3,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.309,2018-10-21,NFL,CIN,@,KAN,L 10-45,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,,,0,4,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.316,2018-10-28,NFL,CIN,,TAM,W 37-34,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,4,5,80.0,1,1,100.0,,,0,7,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.330,2018-11-11,NFL,CIN,,NOR,L 14-51,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,2,2,100.0,,,,,,0,2,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.337,2018-11-18,NFL,CIN,@,BAL,L 21-24,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,,1,0.0,,,0,3,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.344,2018-11-25,NFL,CIN,,CLE,L 20-35,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,2,3,66.7,,1,0.0,,,0,2,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.351,2018-12-02,NFL,CIN,,DEN,L 10-24,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,,,0,4,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,28.358,2018-12-09,NFL,CIN,@,LAC,L 21-26,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,3,3,100.0,,,0,9,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,29.000,2018-12-16,NFL,CIN,,OAK,W 30-16,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,3,3,100.0,3,3,100.0,,,0,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,29.007,2018-12-23,NFL,CIN,@,CLE,L 18-26,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,1,1,100.0,,,0,4,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Randy Bullock,K,29.014,2018-12-30,NFL,CIN,@,PIT,L 13-16,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,1,1,100.0,2,2,100.0,,,0,7,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Riley Bullough,LB,24.339,2018-10-28,NFL,TAM,@,CIN,L 34-37,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Riley Bullough,LB,24.346,2018-11-04,NFL,TAM,@,CAR,L 28-42,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Riley Bullough,LB,24.353,2018-11-11,NFL,TAM,,WAS,L 3-16,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Riley Bullough,WLB,24.360,2018-11-18,NFL,TAM,@,NYG,L 35-38,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Riley Bullough,MLB,25.002,2018-11-25,NFL,TAM,,SFO,W 27-9,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Riley Bullough,LB,25.009,2018-12-02,NFL,TAM,,CAR,W 24-17,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Riley Bullough,MLB,25.023,2018-12-16,NFL,TAM,@,BAL,L 12-20,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,4,8,1,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley Bullough,LB,25.030,2018-12-23,NFL,TAM,@,DAL,L 20-27,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Riley Bullough,LB,25.037,2018-12-30,NFL,TAM,,ATL,L 32-34,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Vontaze Burfict,LB,28.013,2018-10-07,NFL,CIN,,MIA,W 27-17,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0
Vontaze Burfict,WLB,28.020,2018-10-14,NFL,CIN,,PIT,L 21-28,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,4,8,0,0,0,0,0,2,0,0,0,0,0,0
Vontaze Burfict,LB,28.027,2018-10-21,NFL,CIN,@,KAN,L 10-45,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Vontaze Burfict,LB,28.055,2018-11-18,NFL,CIN,@,BAL,L 21-24,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Vontaze Burfict,MLB,28.062,2018-11-25,NFL,CIN,,CLE,L 20-35,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,6,8,0,0,0,0,0,1,0,0,0,0,0,0
Vontaze Burfict,LB,28.069,2018-12-02,NFL,CIN,,DEN,L 10-24,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Vontaze Burfict,WLB,28.090,2018-12-23,NFL,CIN,@,CLE,L 18-26,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
James Burgess,WILL,24.191,2018-09-16,NFL,CLE,@,NOR,L 18-21,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
James Burgess,WILL,24.195,2018-09-20,NFL,CLE,,NYJ,W 21-17,3,3,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0
James Burgess,LB,24.219,2018-10-14,NFL,CLE,,LAC,L 14-38,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,28.069,2018-09-09,NFL,NWE,,HOU,W 27-20,1,1,Sun,0,0,,0,0,0,,0,0,,,18,64,3.56,0,3,1,5,5.00,0,33.3%,1.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,1,0,0,0,0,0
Rex Burkhead ,WR,28.076,2018-09-16,NFL,NWE,@,JAX,L 20-31,2,2,Sun,0,0,,0,0,0,,0,0,,,6,22,3.67,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,28.083,2018-09-23,NFL,NWE,@,DET,L 10-26,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,2,26,13.00,0,66.7%,8.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,28.153,2018-12-02,NFL,NWE,,MIN,W 24-10,12,13,Sun,0,0,,0,0,0,,0,0,,,7,20,2.86,0,2,2,21,10.50,0,100.0%,10.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,28.160,2018-12-09,NFL,NWE,@,MIA,L 33-34,13,14,Sun,0,0,,0,0,0,,0,0,,,4,2,0.50,0,2,1,3,3.00,0,50.0%,1.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,28.167,2018-12-16,NFL,NWE,@,PIT,L 10-17,14,15,Sun,0,0,,0,0,0,,0,0,,,4,25,6.25,0,3,3,18,6.00,0,100.0%,6.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,28.174,2018-12-23,NFL,NWE,,BUF,W 24-12,15,16,Sun,0,0,,0,0,0,,0,0,,,13,39,3.00,0,5,4,40,10.00,0,80.0%,8.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Oren Burks,LB,23.186,2018-09-23,NFL,GNB,@,WAS,L 17-31,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oren Burks,LB,23.193,2018-09-30,NFL,GNB,,BUF,W 22-0,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,ILB,23.200,2018-10-07,NFL,GNB,@,DET,L 23-31,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,ILB,23.208,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,LB,23.221,2018-10-28,NFL,GNB,@,LAR,L 27-29,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,ILB,23.228,2018-11-04,NFL,GNB,@,NWE,L 17-31,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,LB,23.235,2018-11-11,NFL,GNB,,MIA,W 31-12,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
