"('Unnamed: 0_level_0', 'Unnamed: 0_level_1', 'Rk')","('Unnamed: 1_level_0', 'Unnamed: 1_level_1', 'G#')","('Unnamed: 2_level_0', 'Unnamed: 2_level_1', 'Date')","('Unnamed: 3_level_0', 'Unnamed: 3_level_1', 'Tm')","('Unnamed: 4_level_0', 'Unnamed: 4_level_1', 'Unnamed: 4_level_2')","('Unnamed: 5_level_0', 'Unnamed: 5_level_1', 'Opp')","('Unnamed: 6_level_0', 'Unnamed: 6_level_1', 'Result')","('Unnamed: 7_level_0', 'Unnamed: 7_level_1', 'Pos')","('Inside 20', 'Receiving', 'Tgt')","('Inside 20', 'Receiving', 'Rec')","('Inside 20', 'Receiving', 'Yds')","('Inside 20', 'Receiving', 'TD')","('Snap Counts', 'Off.', 'Num')","('Snap Counts', 'Off.', 'Pct')","('Snap Counts', 'Def.', 'Num')","('Snap Counts', 'Def.', 'Pct')","('Snap Counts', 'ST', 'Num')","('Snap Counts', 'ST', 'Pct')","('Unnamed: 18_level_0', 'Fantasy', 'FantPt')","('Unnamed: 19_level_0', 'Fantasy', 'DKPt')","('Unnamed: 20_level_0', 'Fantasy', 'FDPt')",Player_Address,Season,"('Unnamed: 14_level_0', 'Fantasy', 'FantPt')","('Unnamed: 15_level_0', 'Fantasy', 'DKPt')","('Unnamed: 16_level_0', 'Fantasy', 'FDPt')","('Inside 20', 'Rushing', 'Att')","('Inside 20', 'Rushing', 'Yds')","('Inside 20', 'Rushing', 'TD')","('Inside 10', 'Rushing', 'Att')","('Inside 10', 'Rushing', 'Yds')","('Inside 10', 'Rushing', 'TD')","('Unnamed: 20_level_0', 'Fantasy', 'FantPt')","('Unnamed: 21_level_0', 'Fantasy', 'DKPt')","('Unnamed: 22_level_0', 'Fantasy', 'FDPt')","('Unnamed: 24_level_0', 'Fantasy', 'FantPt')","('Unnamed: 25_level_0', 'Fantasy', 'DKPt')","('Unnamed: 26_level_0', 'Fantasy', 'FDPt')","('Inside 10', 'Receiving', 'Tgt')","('Inside 10', 'Receiving', 'Rec')","('Inside 10', 'Receiving', 'Yds')","('Inside 10', 'Receiving', 'TD')","('Unnamed: 22_level_0', 'Fantasy', 'FantPt')","('Unnamed: 23_level_0', 'Fantasy', 'DKPt')","('Unnamed: 24_level_0', 'Fantasy', 'FDPt')","('Unnamed: 28_level_0', 'Fantasy', 'FantPt')","('Unnamed: 29_level_0', 'Fantasy', 'DKPt')","('Unnamed: 30_level_0', 'Fantasy', 'FDPt')","('Inside 20', 'Passing', 'Cmp')","('Inside 20', 'Passing', 'Att')","('Inside 20', 'Passing', 'Yds')","('Inside 20', 'Passing', 'TD')","('Inside 10', 'Passing', 'Cmp')","('Inside 10', 'Passing', 'Att')","('Inside 10', 'Passing', 'Yds')","('Inside 10', 'Passing', 'TD')","('Unnamed: 36_level_0', 'Fantasy', 'FantPt')","('Unnamed: 37_level_0', 'Fantasy', 'DKPt')","('Unnamed: 38_level_0', 'Fantasy', 'FDPt')","('Unnamed: 30_level_0', 'Fantasy', 'FantPt')","('Unnamed: 31_level_0', 'Fantasy', 'DKPt')","('Unnamed: 32_level_0', 'Fantasy', 'FDPt')","('Unnamed: 32_level_0', 'Fantasy', 'FantPt')","('Unnamed: 33_level_0', 'Fantasy', 'DKPt')","('Unnamed: 34_level_0', 'Fantasy', 'FDPt')"
8.0,8.0,2019-10-27,NWE,,CLE,W 27-13,DL,,,,,1.0,1.4%,16.0,25.8%,18.0,62.1%,,,,/players/W/WinoCh00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2019-11-03,NWE,@,BAL,L 20-37,DL,,,,,0.0,0.0%,9.0,13.4%,17.0,58.6%,,,,/players/W/WinoCh00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2019-11-17,NWE,@,PHI,W 17-10,DL,,,,,0.0,0.0%,30.0,41.7%,20.0,69.0%,,,,/players/W/WinoCh00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2019-11-24,NWE,,DAL,W 13-9,DL,,,,,0.0,0.0%,10.0,15.9%,17.0,58.6%,,,,/players/W/WinoCh00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2019-12-01,NWE,@,HOU,L 22-28,DL,,,,,0.0,0.0%,21.0,38.2%,14.0,53.8%,,,,/players/W/WinoCh00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2019-12-08,NWE,,KAN,L 16-23,DL,,,,,0.0,0.0%,24.0,31.2%,17.0,65.4%,,,,/players/W/WinoCh00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2019-12-15,NWE,@,CIN,W 34-13,DL,,,,,0.0,0.0%,16.0,24.2%,17.0,60.7%,,,,/players/W/WinoCh00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2019-12-21,NWE,,BUF,W 24-17,DL,,,,,0.0,0.0%,11.0,20.4%,17.0,68.0%,,,,/players/W/WinoCh00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2019-12-29,NWE,,MIA,L 24-27,DL,,,,,0.0,0.0%,20.0,29.4%,18.0,62.1%,,,,/players/W/WinoCh00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2019-09-08,JAX,,KAN,L 26-40,S,,,,,0.0,0.0%,6.0,8.8%,18.0,60.0%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2019-09-15,JAX,@,HOU,L 12-13,S,,,,,0.0,0.0%,0.0,0.0%,20.0,80.0%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2019-09-19,JAX,,TEN,W 20-7,S,,,,,0.0,0.0%,0.0,0.0%,22.0,81.5%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2019-09-29,JAX,@,DEN,W 26-24,S,,,,,0.0,0.0%,3.0,5.5%,25.0,71.4%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2019-10-06,JAX,@,CAR,L 27-34,S,,,,,0.0,0.0%,12.0,19.0%,22.0,64.7%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2019-10-13,JAX,,NOR,L 6-13,S,,,,,0.0,0.0%,2.0,3.0%,20.0,87.0%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2019-10-20,JAX,@,CIN,W 27-17,S,,,,,0.0,0.0%,0.0,0.0%,24.0,77.4%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2019-10-27,JAX,,NYJ,W 29-15,S,,,,,0.0,0.0%,7.0,12.1%,20.0,76.9%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2019-11-03,JAX,,HOU,L 3-26,S,,,,,0.0,0.0%,0.0,0.0%,20.0,90.9%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2019-11-17,JAX,@,IND,L 13-33,S,,,,,0.0,0.0%,7.0,10.6%,23.0,92.0%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2019-11-24,JAX,@,TEN,L 20-42,S,,,,,0.0,0.0%,42.0,79.2%,26.0,89.7%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2019-12-01,JAX,,TAM,L 11-28,S,,,,,0.0,0.0%,56.0,74.7%,13.0,59.1%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2019-12-08,JAX,,LAC,L 10-45,S,,,,,0.0,0.0%,46.0,76.7%,10.0,35.7%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2019-12-15,JAX,@,OAK,W 20-16,S,,,,,0.0,0.0%,0.0,0.0%,16.0,57.1%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2019-12-22,JAX,@,ATL,L 12-24,S,,,,,0.0,0.0%,4.0,5.3%,23.0,92.0%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2019-12-29,JAX,,IND,W 38-20,S,,,,,0.0,0.0%,0.0,0.0%,21.0,77.8%,,,,/players/W/WingAn01,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,2019-09-22,DEN,@,GNB,L 16-27,WR,,,,,10.0,13.7%,0.0,0.0%,13.0,50.0%,,,,/players/W/WinfJu00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,8.0,2019-10-27,DEN,@,IND,L 13-15,WR,,,,,4.0,5.5%,0.0,0.0%,20.0,66.7%,,,,/players/W/WinfJu00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,9.0,2019-11-03,DEN,,CLE,W 24-19,WR,,,,,0.0,0.0%,0.0,0.0%,16.0,59.3%,,,,/players/W/WinfJu00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2019-09-08,KAN,@,JAX,W 40-26,LS,,,,,0.0,0.0%,0.0,0.0%,9.0,30.0%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2019-09-15,KAN,@,OAK,W 28-10,LS,,,,,0.0,0.0%,0.0,0.0%,9.0,36.0%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2019-09-22,KAN,,BAL,W 33-28,LS,,,,,0.0,0.0%,0.0,0.0%,8.0,29.6%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2019-09-29,KAN,@,DET,W 34-30,LS,,,,,0.0,0.0%,0.0,0.0%,9.0,28.1%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2019-10-06,KAN,,IND,L 13-19,LS,,,,,0.0,0.0%,0.0,0.0%,7.0,28.0%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2019-10-13,KAN,,HOU,L 24-31,LS,,,,,0.0,0.0%,0.0,0.0%,7.0,30.4%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2019-10-17,KAN,@,DEN,W 30-6,LS,,,,,0.0,0.0%,0.0,0.0%,12.0,40.0%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2019-10-27,KAN,,GNB,L 24-31,LS,,,,,0.0,0.0%,0.0,0.0%,8.0,29.6%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2019-11-03,KAN,,MIN,W 26-23,LS,,,,,0.0,0.0%,0.0,0.0%,11.0,32.4%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2019-11-10,KAN,@,TEN,L 32-35,LS,,,,,0.0,0.0%,0.0,0.0%,10.0,31.3%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2019-11-18,KAN,@,LAC,W 24-17,LS,,,,,0.0,0.0%,0.0,0.0%,10.0,37.0%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2019-12-01,KAN,,OAK,W 40-9,LS,,,,,0.0,0.0%,0.0,0.0%,8.0,34.8%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2019-12-08,KAN,@,NWE,W 23-16,LS,,,,,0.0,0.0%,0.0,0.0%,9.0,34.6%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2019-12-15,KAN,,DEN,W 23-3,LS,,,,,1.0,1.5%,0.0,0.0%,5.0,27.8%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2019-12-22,KAN,@,CHI,W 26-3,LS,,,,,0.0,0.0%,0.0,0.0%,8.0,40.0%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2019-12-29,KAN,,LAC,W 31-21,LS,,,,,0.0,0.0%,0.0,0.0%,7.0,30.4%,,,,/players/W/WincJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2019-09-05,CHI,,GNB,L 3-10,WR,,,,,20.0,28.2%,0.0,0.0%,0.0,0.0%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2019-09-15,CHI,@,DEN,W 16-14,WR,,,,,18.0,30.0%,0.0,0.0%,8.0,32.0%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2019-09-23,CHI,@,WAS,W 31-15,WR,,,,,17.0,27.0%,0.0,0.0%,3.0,14.3%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,0.8,1.8,1.3,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2019-09-29,CHI,,MIN,W 16-6,WR,,,,,66.0,94.3%,0.0,0.0%,0.0,0.0%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,5.6,9.6,7.6,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2019-10-06,CHI,@,OAK,L 21-24,WR,,,,,52.0,92.9%,0.0,0.0%,0.0,0.0%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2019-10-20,CHI,,NOR,L 25-36,WR,1.0,1.0,6.0,1.0,22.0,34.4%,0.0,0.0%,11.0,31.4%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,1.0,1.0,6.0,1.0,6.6,7.6,7.1,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2019-10-27,CHI,,LAC,L 16-17,WR,,,,,19.0,23.8%,0.0,0.0%,6.0,23.1%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2019-11-03,CHI,@,PHI,L 14-22,WR,,,,,5.0,11.4%,0.0,0.0%,3.0,10.3%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2019-11-10,CHI,,DET,W 20-13,WR,,,,,5.0,8.9%,0.0,0.0%,0.0,0.0%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2019-11-17,CHI,@,LAR,L 7-17,WR,,,,,15.0,19.7%,0.0,0.0%,0.0,0.0%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,1.1,2.1,1.6,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2019-11-24,CHI,,NYG,W 19-14,WR,,,,,34.0,46.6%,0.0,0.0%,2.0,7.4%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2019-11-28,CHI,@,DET,W 24-20,WR,,,,,58.0,90.6%,0.0,0.0%,6.0,22.2%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,5.6,10.6,8.1,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2019-12-05,CHI,,DAL,W 31-24,WR,3.0,0.0,0.0,0.0,31.0,44.3%,0.0,0.0%,1.0,3.3%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2019-12-15,CHI,@,GNB,L 13-21,WR,,,,,8.0,9.5%,0.0,0.0%,0.0,0.0%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2019-12-22,CHI,,KAN,L 3-26,WR,,,,,52.0,82.5%,0.0,0.0%,0.0,0.0%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,,,,,2.6,5.6,4.1,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2019-12-29,CHI,@,MIN,W 21-19,WR,2.0,1.0,0.0,0.0,65.0,86.7%,0.0,0.0%,0.0,0.0%,,,,/players/W/WimsJa00,2019,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,2.3,5.3,3.8,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2019-09-08,DET,@,ARI,T 27-27,S,,,,,0.0,0.0%,15.0,17.0%,18.0,45.0%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2019-09-15,DET,,LAC,W 13-10,S,,,,,0.0,0.0%,11.0,16.9%,8.0,38.1%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2019-09-22,DET,@,PHI,W 27-24,S,,,,,0.0,0.0%,9.0,12.2%,14.0,46.7%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2019-09-29,DET,,KAN,L 30-34,S,,,,,0.0,0.0%,64.0,94.1%,5.0,15.6%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2019-10-14,DET,@,GNB,L 22-23,S,,,,,0.0,0.0%,55.0,74.3%,7.0,22.6%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2019-10-20,DET,,MIN,L 30-42,S,,,,,0.0,0.0%,18.0,24.7%,9.0,31.0%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2019-10-27,DET,,NYG,W 31-26,S,,,,,0.0,0.0%,61.0,82.4%,4.0,15.4%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2019-11-03,DET,@,OAK,L 24-31,S,,,,,0.0,0.0%,66.0,94.3%,2.0,7.7%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2019-11-10,DET,@,CHI,L 13-20,S,,,,,0.0,0.0%,55.0,98.2%,9.0,31.0%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2019-11-17,DET,,DAL,L 27-35,S,,,,,0.0,0.0%,66.0,90.4%,8.0,27.6%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2019-11-24,DET,@,WAS,L 16-19,S,,,,,0.0,0.0%,58.0,100.0%,4.0,13.3%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2019-11-28,DET,,CHI,L 20-24,S,,,,,0.0,0.0%,64.0,100.0%,6.0,22.2%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2019-12-08,DET,@,MIN,L 7-20,S,,,,,0.0,0.0%,71.0,98.6%,10.0,38.5%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2019-12-15,DET,,TAM,L 17-38,S,,,,,0.0,0.0%,69.0,92.0%,6.0,20.7%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2019-12-22,DET,@,DEN,L 17-27,S,,,,,0.0,0.0%,70.0,98.6%,6.0,22.2%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2019-12-29,DET,,GNB,L 20-23,S,,,,,0.0,0.0%,88.0,100.0%,8.0,25.8%,,,,/players/W/WilsTa00,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2019-09-08,SEA,,CIN,W 21-20,QB,,,,,51.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,16.6,16.6,16.6,1.0,2.0,10.0,1.0,1.0,1.0,10.0,1.0,,,,,,,,,
2.0,2.0,2019-09-15,SEA,@,PIT,W 28-26,QB,,,,,78.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,24.2,28.2,24.2,2.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,
3.0,3.0,2019-09-22,SEA,,NOR,L 27-33,QB,,,,,83.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,2.0,10.0,2.0,2.0,10.0,2.0,,,,,,,,,,,,,,41.34,44.3,41.3,4.0,11.0,28.0,2.0,2.0,3.0,12.0,2.0,,,,,,,,,
4.0,4.0,2019-09-29,SEA,@,ARI,W 27-10,QB,,,,,62.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,1.0,2.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,14.3,14.3,14.3,2.0,8.0,13.0,1.0,2.0,5.0,13.0,1.0,,,,,,,,,
5.0,5.0,2019-10-03,SEA,,LAR,W 30-29,QB,,,,,73.0,98.6%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,29.92,29.9,29.9,3.0,4.0,28.0,3.0,2.0,2.0,15.0,2.0,,,,,,,,,
6.0,6.0,2019-10-13,SEA,@,CLE,W 32-28,QB,,,,,81.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,4.0,16.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,28.9,28.9,28.9,4.0,7.0,49.0,2.0,1.0,3.0,6.0,1.0,,,,,,,,,
7.0,7.0,2019-10-20,SEA,,BAL,L 16-30,QB,,,,,71.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,1.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,14.34,15.3,15.3,1.0,9.0,8.0,1.0,1.0,2.0,8.0,1.0,,,,,,,,,
8.0,8.0,2019-10-27,SEA,@,ATL,W 27-20,QB,,,,,60.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,,,,,,,,,,,,,,,,,,,,15.68,15.7,15.7,2.0,2.0,6.0,2.0,2.0,2.0,6.0,2.0,,,,,,,,,
9.0,9.0,2019-11-03,SEA,,TAM,W 40-34,QB,,,,,74.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,39.22,42.2,39.2,6.0,10.0,43.0,4.0,4.0,6.0,17.0,3.0,,,,,,,,,
10.0,10.0,2019-11-11,SEA,@,SFO,W 27-24,QB,,,,,73.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,1.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,16.58,17.6,17.6,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,
11.0,11.0,2019-11-24,SEA,@,PHI,W 17-9,QB,,,,,61.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,,,,,,,,,,,,,,,,,,,,9.5,11.5,10.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,
12.0,12.0,2019-12-02,SEA,,MIN,W 37-30,QB,,,,,75.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,16.9,17.9,17.9,3.0,7.0,17.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
13.0,13.0,2019-12-08,SEA,@,LAR,L 12-28,QB,,,,,66.0,98.5%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,1.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,10.6,11.6,11.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
14.0,14.0,2019-12-15,SEA,@,CAR,W 30-24,QB,,,,,67.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,19.34,19.3,19.3,6.0,7.0,57.0,2.0,1.0,1.0,2.0,0.0,,,,,,,,,
15.0,15.0,2019-12-22,SEA,,ARI,L 13-27,QB,,,,,57.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,10.96,11.0,11.0,2.0,2.0,13.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,
16.0,16.0,2019-12-29,SEA,,SFO,L 21-26,QB,,,,,75.0,100.0%,0.0,0.0%,0.0,0.0%,,,,/players/W/WilsRu00,2019,,,,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,20.22,20.2,20.2,7.0,13.0,59.0,2.0,2.0,5.0,12.0,0.0,,,,,,,,,
