Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,TD,XPA,XPM,Att,Md,Sfty,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,TO,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Rush,Pass,Tot,TO,KR,PR,IR,FR,OR,RetTD,Q1,Q2,Q3,Q1,Q2,Q3,Q4,1stHalf,2ndHalf
HOU,2019,2019-10-06,1:00,12:00,,ATL,5,5,Sun,W 53-32,,4,3,3,1,1,0,32,46,69.6,316,3,1,2,14,101.4,20,57,2.85,1,373,1,22,5,14,3,16,9,56.3%,1,1,100.0%,109,110,219,0,0,0,1,0,0,1,0,-1,16,0,-1,17,5,-1,22
HOU,2019,2019-10-20,1:00,1:00,@,IND,7,7,Sun,L 23-30,,4,4,4,0,0,1,26,40,65.0,321,4,0,1,5,123.0,26,62,2.38,0,383,1,23,0,18,5,16,8,50.0%,1,0,0.0%,38,-30,8,-1,0,0,0,0,0,0,-7,-5,-12,-7,2,-7,5,-5,-2
JAX,2019,2019-09-08,1:00,1:00,,KAN,1,1,Sun,L 26-40,,4,4,4,4,4,0,25,34,73.5,378,3,0,0,0,139.1,26,113,4.35,1,491,,24,9,13,2,10,5,50.0%,0,0,,-32,-31,-63,-2,0,0,0,0,0,0,-10,-10,-17,-10,0,-7,3,-10,-4
JAX,2019,2019-11-17,1:00,1:00,@,IND,11,10,Sun,L 13-33,,4,4,4,1,1,0,15,24,62.5,125,1,1,3,23,72.4,36,264,7.33,3,389,2,23,12,9,2,11,4,36.4%,2,1,50.0%,-235,154,-81,1,0,0,0,0,0,0,0,-3,-17,0,-3,-14,-3,-3,-17
KAN,2019,2019-09-22,1:00,12:00,,BAL,3,3,Sun,W 33-28,,4,1,1,1,1,0,22,43,51.2,249,0,0,3,18,68.8,32,203,6.34,4,452,,29,15,14,0,13,5,38.5%,4,3,75.0%,-63,114,51,0,0,0,0,0,0,0,-6,17,17,-6,23,0,-12,17,-12
KAN,2019,2019-10-13,1:00,12:00,,HOU,6,6,Sun,L 24-31,,4,3,2,2,1,0,30,42,71.4,280,1,2,0,0,77.5,41,192,4.68,3,472,3,35,12,20,3,12,5,41.7%,3,2,66.7%,-139,-24,-163,1,0,0,0,0,0,0,14,-6,1,14,-20,7,-8,-6,-1
KAN,2019,2019-10-27,8:20,7:20,,GNB,8,8,Sun,L 24-31,,4,4,4,1,1,0,23,33,69.7,256,3,0,5,49,122.8,26,118,4.54,1,374,,21,5,15,1,13,8,61.5%,0,0,,-30,-7,-37,-1,0,0,0,0,0,0,-14,3,0,-14,17,-3,-7,3,-10
MIA,2019,2019-09-22,1:00,12:00,@,DAL,3,3,Sun,L 6-31,,4,4,4,2,1,0,19,32,59.4,241,2,1,1,5,90.8,34,235,6.91,2,476,1,28,15,12,1,10,5,50.0%,0,0,,-163,-30,-193,0,0,0,0,0,0,0,-7,-4,-18,-7,3,-14,-7,-4,-21
MIA,2019,2019-11-17,1:00,1:00,,BUF,11,10,Sun,L 20-37,,4,4,4,3,3,0,21,33,63.6,256,3,0,0,0,117.7,34,168,4.94,1,424,,22,9,12,1,14,5,35.7%,1,1,100.0%,-145,24,-121,-1,1,0,0,0,0,1,-6,-9,-16,-6,-3,-7,-1,-9,-8
MIA,2019,2019-12-22,1:00,1:00,,CIN,16,15,Sun,W 38-35,OT,4,1,1,2,2,0,33,56,58.9,371,4,0,4,25,102.6,25,59,2.36,0,430,1,25,2,21,2,18,4,22.2%,3,3,100.0%,37,35,72,0,0,0,0,0,0,0,14,15,16,14,1,1,-16,15,-15
MIN,2019,2019-10-20,1:00,1:00,@,DET,7,7,Sun,W 42-30,,4,3,3,1,1,0,30,45,66.7,352,4,1,2,12,110.6,20,81,4.05,0,433,1,26,1,21,4,11,6,54.5%,1,0,0.0%,85,-14,71,1,0,0,0,0,0,0,-7,0,4,-7,7,4,8,0,12
MIN,2019,2019-12-02,8:15,5:15,@,SEA,13,12,Mon,L 30-37,,4,4,4,3,3,0,21,31,67.7,226,2,1,2,14,97.0,43,218,5.07,2,444,2,24,16,7,1,15,7,46.7%,1,1,100.0%,-140,50,-90,-1,0,0,1,0,0,1,0,7,-10,0,7,-17,3,7,-14
NOR,2019,2019-09-09,7:10,6:10,,HOU,1,1,Mon,W 30-28,,4,4,4,0,0,0,20,30,66.7,234,3,1,6,34,109.6,23,180,7.83,1,414,1,22,8,12,2,13,7,53.8%,1,1,100.0%,-32,128,96,0,0,0,0,0,0,0,0,-11,-4,0,-11,7,6,-11,13
NOR,2019,2019-09-22,4:25,1:25,@,SEA,3,3,Sun,W 33-27,,4,3,3,0,0,0,32,50,64.0,406,2,0,0,0,102.6,26,108,4.15,2,514,1,26,5,18,3,14,5,35.7%,4,1,25.0%,-20,-229,-249,0,0,1,0,1,0,2,0,13,20,0,13,7,-14,13,-7
NOR,2019,2019-11-24,1:00,12:00,,CAR,12,11,Sun,W 34-31,,4,3,1,3,2,0,23,36,63.9,230,3,0,4,26,109.7,29,121,4.17,1,351,1,26,6,15,5,13,5,38.5%,1,1,100.0%,-3,70,67,0,0,0,0,0,0,0,8,2,7,8,-6,5,-4,2,1
NOR,2019,2019-12-22,1:00,12:00,@,TEN,16,15,Sun,W 38-28,,4,4,4,0,0,0,17,27,63.0,248,3,0,5,24,129.9,26,149,5.73,1,397,1,17,4,11,2,13,5,38.5%,1,0,0.0%,-47,27,-20,1,0,0,0,0,0,0,-14,-4,10,-14,10,14,0,-4,14
NWE,2019,2019-12-01,8:20,7:20,@,HOU,13,12,Sun,L 22-28,,4,4,4,0,0,0,19,26,73.1,224,4,0,3,16,138.5,23,52,2.26,0,276,,16,2,12,2,11,6,54.5%,0,0,,93,79,172,-1,0,0,0,0,0,0,-4,-11,-12,-4,-7,-1,6,-11,5
NYG,2019,2019-09-15,1:00,1:00,,BUF,2,2,Sun,L 14-28,,4,4,4,0,0,0,19,30,63.3,237,1,0,3,16,98.9,34,151,4.44,3,388,,24,8,13,3,13,5,38.5%,0,0,,-22,4,-18,-2,0,0,0,0,0,0,0,-14,-14,0,-14,0,0,-14,0
NYG,2019,2019-10-10,8:20,8:20,@,NWE,6,6,Thu,L 14-35,,4,5,5,1,0,0,31,41,75.6,313,0,1,3,21,86.7,34,114,3.35,3,427,2,27,8,17,2,13,6,46.2%,2,0,0.0%,-62,-152,-214,-2,0,0,0,1,0,1,-7,-7,-7,-7,0,0,-14,-7,-14
Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,TD,XPA,XPM,Att,Md,Sfty,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,TO,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Rush,Pass,Tot,TO,KR,PR,IR,FR,OR,RetTD,Q1,Q2,Q3,Q1,Q2,Q3,Q4,1stHalf,2ndHalf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYG,2019,2019-10-27,1:00,1:00,@,DET,8,8,Sun,L 26-31,,4,4,4,2,1,0,25,32,78.1,316,3,1,4,26,126.0,25,59,2.36,0,375,2,17,3,13,1,14,8,57.1%,0,0,,21,-26,-5,1,0,0,0,0,0,0,-14,-4,-5,-14,10,-1,0,-4,-1
NYG,2019,2019-11-04,8:15,8:15,,DAL,9,9,Mon,L 18-37,,4,4,4,4,3,0,22,35,62.9,257,3,1,0,0,101.7,30,172,5.73,0,429,2,24,11,10,3,11,4,36.4%,0,0,,-72,-86,-158,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,-18,-1,-18
NYG,2019,2019-11-10,1:00,1:00,@,NYJ,10,10,Sun,L 27-34,,4,4,4,3,2,0,19,30,63.3,218,1,0,2,12,96.2,29,76,2.62,2,294,,18,5,10,3,13,4,30.8%,1,1,100.0%,-53,40,-13,-2,0,0,0,0,0,0,-14,-1,3,-14,13,4,-10,-1,-6
NYG,2019,2019-12-01,1:00,1:00,,GNB,13,12,Sun,L 13-31,,4,4,4,1,1,0,21,33,63.6,243,4,0,0,0,125.4,26,79,3.04,0,322,,19,2,13,4,13,7,53.8%,1,1,100.0%,16,-3,13,-3,0,0,0,0,0,0,-7,-7,-4,-7,0,3,-14,-7,-11
NYG,2019,2019-12-29,4:25,4:25,,PHI,17,16,Sun,L 17-34,,4,4,4,2,2,0,23,40,57.5,279,1,0,1,10,87.4,31,121,3.90,3,400,,25,9,14,2,15,4,26.7%,2,1,50.0%,1,-4,-3,-2,0,0,0,0,0,0,-3,-7,0,-3,-4,7,-17,-7,-10
NYJ,2019,2019-09-22,1:00,1:00,@,NWE,3,3,Sun,L 14-30,,4,4,3,1,1,0,30,45,66.7,313,2,1,1,7,92.2,27,68,2.52,2,381,2,21,2,17,2,15,6,40.0%,0,0,,-32,-244,-276,1,0,0,1,1,0,2,-13,-20,-23,-13,-7,-3,7,-20,4
NYJ,2019,2019-10-06,1:00,1:00,@,PHI,5,4,Sun,L 6-31,,4,4,4,1,1,0,17,29,58.6,181,1,0,1,8,88.4,29,84,2.90,1,265,1,17,5,9,3,13,5,38.5%,2,0,0.0%,-17,-120,-137,-2,0,0,0,0,0,0,-14,-21,-24,-14,-7,-3,-1,-21,-4
NYJ,2019,2019-10-21,8:15,8:15,,NWE,7,6,Mon,L 0-33,,4,4,4,1,1,1,31,45,68.9,249,1,1,0,0,80.7,34,74,2.18,3,323,1,22,8,12,2,16,7,43.8%,1,1,100.0%,7,-176,-169,-5,0,0,0,0,0,0,-17,-24,-26,-17,-7,-2,-7,-24,-9
NYJ,2019,2019-11-10,1:00,1:00,,NYG,10,9,Sun,W 34-27,,4,2,1,0,0,0,26,40,65.0,258,4,0,6,50,116.5,17,23,1.35,0,281,2,15,1,11,3,18,8,44.4%,2,1,50.0%,53,-40,13,2,0,0,0,1,0,1,14,1,-3,14,-13,-4,10,1,6
TEN,2019,2019-11-03,1:00,1:00,@,CAR,9,9,Sun,L 20-30,,4,4,3,2,1,0,17,32,53.1,214,2,1,3,18,82.0,33,156,4.73,2,370,1,22,7,13,2,14,5,35.7%,2,2,100.0%,-35,96,61,-2,0,0,0,0,0,0,0,-17,-17,0,-17,0,7,-17,7
PHI,2019,2019-10-20,8:20,7:20,@,DAL,7,7,Sun,L 10-37,,4,4,4,3,3,0,21,27,77.8,213,1,1,3,26,96.5,36,189,5.25,3,402,1,23,10,12,1,14,8,57.1%,1,1,100.0%,-74,-45,-119,-3,0,0,0,0,0,0,-7,-20,-17,-7,-13,3,-10,-20,-7
PIT,2019,2019-09-15,1:00,1:00,,SEA,2,2,Sun,L 26-28,,4,4,4,1,0,0,29,35,82.9,274,3,0,4,26,127.9,33,151,4.58,1,425,2,25,8,15,2,13,5,38.5%,1,1,100.0%,-70,-94,-164,1,0,0,0,0,0,0,0,3,-8,0,3,-11,6,3,-5
OAK,2019,2019-09-15,4:05,1:05,,KAN,2,2,Sun,L 10-28,,4,4,4,0,0,0,30,44,68.2,436,4,0,2,7,130.5,22,31,1.41,0,467,1,24,2,18,4,14,8,57.1%,0,0,,98,-258,-160,-1,0,0,0,0,0,0,10,-18,-18,10,-28,0,0,-18,0
OAK,2019,2019-09-22,1:00,3:00,@,MIN,3,3,Sun,L 14-34,,4,4,4,2,2,0,15,21,71.4,174,1,0,0,0,112.0,38,211,5.55,3,385,,23,10,8,5,9,5,55.6%,0,0,,-123,40,-83,-1,0,0,0,0,0,0,-7,-14,-21,-7,-7,-7,1,-14,-6
OAK,2019,2019-11-24,1:00,1:00,@,NYJ,12,11,Sun,L 3-34,,4,4,4,3,2,0,20,29,69.0,313,2,0,1,2,127.5,30,88,2.93,1,401,1,21,5,15,1,12,5,41.7%,0,0,,-20,-173,-193,-1,0,0,0,0,0,0,0,-10,-31,0,-10,-21,0,-10,-21
LAR,2019,2019-10-03,8:20,5:20,@,SEA,5,5,Thu,L 29-30,,4,3,3,2,1,0,17,23,73.9,262,4,0,1,6,150.7,43,167,3.88,0,429,1,25,10,12,3,10,3,30.0%,1,1,100.0%,-85,133,48,-1,0,0,0,0,0,0,-1,-1,5,-1,0,6,-6,-1,0
LAR,2019,2019-12-21,8:15,5:15,@,SFO,16,15,Sat,L 31-34,,4,4,4,2,2,0,16,27,59.3,215,1,2,6,33,66.1,23,119,5.17,2,334,2,19,5,12,2,10,4,40.0%,0,0,,-47,108,61,1,0,0,0,0,0,0,4,-3,4,4,-7,7,-7,-3,0
BAL,2019,2019-09-22,1:00,12:00,@,KAN,3,3,Sun,L 28-33,,4,4,3,2,2,0,27,37,73.0,363,3,0,1,11,130.8,25,140,5.60,1,503,,27,9,14,4,9,5,55.6%,1,0,0.0%,63,-114,-51,0,0,0,0,0,0,0,6,-17,-17,6,-23,0,12,-17,12
LAC,2019,2019-09-22,4:25,1:25,,HOU,3,3,Sun,L 20-27,,4,4,3,1,0,0,25,34,73.5,337,3,0,2,14,134.1,19,39,2.05,1,376,1,20,3,15,2,10,6,60.0%,0,0,,34,-44,-10,0,0,0,0,0,0,0,7,10,-4,7,3,-14,-3,10,-17
LAC,2019,2019-12-15,4:05,1:05,,MIN,15,14,Sun,L 10-39,,4,4,3,4,4,0,19,25,76.0,207,1,1,0,0,96.6,37,137,3.70,2,344,1,18,6,10,2,14,7,50.0%,0,0,,-75,76,1,-6,0,0,0,0,0,0,-3,-9,-15,-3,-6,-6,-14,-9,-20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,2019,2019-12-29,1:00,12:00,@,KAN,17,16,Sun,L 21-31,,4,4,4,1,1,0,16,25,64.0,174,1,1,0,0,81.1,23,162,7.04,2,336,1,16,9,5,2,10,7,70.0%,0,0,,-54,84,30,-1,0,0,0,0,0,0,-3,-3,-10,-3,0,-7,0,-3,-7
SEA,2019,2019-10-13,1:00,1:00,@,CLE,6,6,Sun,W 32-28,,4,3,2,0,0,0,22,37,59.5,249,1,3,0,0,54.9,24,157,6.54,3,406,4,21,7,12,2,8,3,37.5%,3,2,66.7%,13,35,48,3,0,0,0,0,0,0,-8,-2,5,-8,6,7,-1,-2,6
SEA,2019,2019-11-03,4:05,1:05,,TAM,9,9,Sun,W 40-34,OT,4,4,4,3,2,0,29,44,65.9,319,2,0,2,16,102.4,26,99,3.81,2,418,1,29,7,19,3,14,6,42.9%,1,1,100.0%,46,28,74,0,0,0,0,0,0,0,-7,-8,-3,-7,-1,5,3,-8,8
SEA,2019,2019-12-02,8:15,5:15,,MIN,13,12,Mon,W 37-30,,4,4,3,1,1,0,22,38,57.9,276,2,1,0,0,87.2,14,78,5.57,1,354,3,17,4,12,1,10,5,50.0%,1,0,0.0%,140,-50,90,1,0,0,0,0,0,0,0,-7,10,0,-7,17,-3,-7,14
SEA,2019,2019-12-08,8:20,5:20,@,LAR,14,13,Sun,L 12-28,,4,4,4,1,0,0,22,32,68.8,293,2,2,0,0,92.3,35,162,4.63,2,455,2,26,10,16,0,13,7,53.8%,0,0,,-56,-91,-147,1,0,0,1,0,0,1,-4,-18,-12,-4,-14,6,-4,-18,2
SFO,2019,2019-12-15,4:25,1:25,,ATL,15,14,Sun,L 22-29,,4,2,2,1,1,0,25,39,64.1,201,2,0,2,9,94.1,20,89,4.45,1,290,1,20,3,14,3,13,7,53.8%,0,0,,31,-8,23,-1,0,0,0,0,0,0,0,0,3,0,0,3,-10,0,-7
SFO,2019,2019-12-21,8:15,5:15,,LAR,16,15,Sat,W 34-31,,4,4,4,2,1,0,27,46,58.7,323,2,1,0,0,85.7,24,72,3.00,2,395,1,24,6,17,1,13,5,38.5%,0,0,,47,-108,-61,-1,0,0,1,0,0,1,-4,3,-4,-4,7,-7,7,3,0
TAM,2019,2019-09-22,4:05,4:05,,NYG,3,3,Sun,L 31-32,,4,3,3,1,1,0,23,36,63.9,312,2,0,5,24,110.0,19,72,3.79,2,384,2,17,5,11,1,13,6,46.2%,1,1,100.0%,72,43,115,1,0,0,0,0,0,0,9,18,3,9,9,-15,-4,18,-19
TAM,2019,2019-10-06,1:00,12:00,@,NOR,5,5,Sun,L 24-31,,4,4,4,1,1,0,28,36,77.8,345,4,1,0,0,132.1,31,112,3.61,0,457,1,25,5,18,2,15,8,53.3%,2,1,50.0%,-18,-187,-205,1,0,0,0,0,0,0,4,-7,-7,4,-11,0,0,-7,0
TAM,2019,2019-10-13,9:30,2:30,,CAR,6,6,Sun,L 26-37,,4,4,4,5,3,0,20,32,62.5,209,2,0,2,18,102.2,29,59,2.03,2,268,1,17,3,12,2,15,3,20.0%,1,1,100.0%,-17,156,139,-6,0,0,0,0,0,0,-10,-10,-17,-10,0,-7,6,-10,-1
TAM,2019,2019-11-17,1:00,1:00,,NOR,11,10,Sun,L 17-34,,4,4,4,2,2,0,28,35,80.0,219,3,0,1,9,121.3,28,109,3.89,0,328,,21,7,14,0,13,7,53.8%,1,1,100.0%,-73,79,6,-4,0,0,0,0,0,0,-13,-13,-10,-13,0,3,-7,-13,-4
TAM,2019,2019-12-08,1:00,1:00,,IND,14,13,Sun,W 38-35,,4,3,3,3,2,0,19,36,52.8,243,2,0,1,8,92.7,22,66,3.00,1,309,1,16,6,7,3,16,6,37.5%,3,2,66.7%,9,224,233,-3,0,0,0,0,0,0,4,-6,-7,4,-10,-1,10,-6,9
WAS,2019,2019-09-08,1:00,1:00,@,PHI,1,1,Sun,L 27-32,,4,3,3,1,1,0,28,39,71.8,313,3,0,1,0,121.0,31,123,3.97,1,436,,22,9,13,0,17,11,64.7%,2,1,50.0%,-95,57,-38,0,0,0,0,0,0,0,10,13,-1,10,3,-14,-4,13,-18
WAS,2019,2019-09-15,1:00,1:00,,DAL,2,2,Sun,L 21-31,,4,4,4,1,1,0,26,30,86.7,261,3,1,1,8,122.4,34,213,6.26,1,474,1,25,11,12,2,11,7,63.6%,0,0,,-166,-53,-219,1,0,0,0,0,0,0,0,-7,-7,0,-7,0,-3,-7,-3
WAS,2019,2019-09-23,8:15,8:15,,CHI,3,3,Mon,L 15-31,,4,4,4,2,1,0,25,31,80.6,208,3,1,3,23,113.4,24,90,3.75,0,298,1,21,2,15,4,13,8,61.5%,0,0,,-21,79,58,-4,0,0,0,0,0,0,-7,-25,-19,-7,-18,6,3,-25,9
WAS,2019,2019-10-06,1:00,1:00,,NWE,5,5,Sun,L 7-33,,4,4,3,2,2,0,28,43,65.1,312,3,1,4,36,100.1,27,130,4.81,1,442,1,23,6,16,1,15,5,33.3%,1,0,0.0%,15,-234,-219,-1,0,0,0,0,0,0,1,-5,-19,1,-6,-14,-7,-5,-21
ATL,2019,2019-09-22,1:00,1:00,@,IND,3,3,Sun,L 24-27,,3,3,3,2,2,0,28,37,75.7,300,2,0,1,10,116.9,24,79,3.29,1,379,,29,7,15,7,8,5,62.5%,0,0,,14,4,18,-1,0,0,0,0,0,0,-10,-17,-10,-10,-7,7,7,-17,14
ATL,2019,2019-09-29,1:00,1:00,,TEN,4,4,Sun,L 10-24,,3,3,3,1,1,0,18,27,66.7,227,3,0,0,0,129.7,34,138,4.06,0,365,,22,8,10,4,13,6,46.2%,1,0,0.0%,-80,137,57,-1,0,0,0,0,0,0,-7,-17,-14,-7,-10,3,0,-17,3
ATL,2019,2019-10-27,1:00,1:00,,SEA,8,8,Sun,L 20-27,,3,3,3,2,2,0,14,20,70.0,171,2,0,2,11,129.4,33,151,4.58,1,322,,18,9,9,0,9,3,33.3%,0,0,,-82,270,188,-3,0,0,0,0,0,0,-3,-24,-13,-3,-21,11,6,-24,17
ATL,2019,2019-12-29,1:00,1:00,@,TAM,17,16,Sun,W 28-22,OT,3,2,2,3,0,0,13,24,54.2,193,2,2,1,8,73.8,21,136,6.48,0,329,3,14,5,8,1,8,1,12.5%,1,1,100.0%,-49,93,44,2,0,0,1,0,0,1,10,-6,-6,10,-16,0,6,-6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUF,2019,2019-10-20,1:00,1:00,,MIA,7,6,Sun,W 31-21,,3,3,3,0,0,0,23,35,65.7,272,1,1,1,10,86.8,30,109,3.63,2,381,2,24,8,13,3,13,7,53.8%,2,2,100.0%,8,-84,-76,2,1,0,0,0,0,1,6,-5,-5,6,-11,0,15,-5,15
BUF,2019,2019-11-17,1:00,1:00,@,MIA,11,10,Sun,W 37-20,,3,2,2,0,0,0,32,45,71.1,280,0,0,7,43,87.3,13,23,1.77,2,303,1,19,3,13,3,14,4,28.6%,4,1,25.0%,145,-24,121,1,0,0,0,0,0,0,6,9,16,6,3,7,1,9,8
BUF,2019,2019-12-08,1:00,1:00,,BAL,14,13,Sun,L 17-24,,3,3,3,1,1,0,16,25,64.0,139,3,1,1,6,101.5,33,118,3.58,0,257,1,18,6,8,4,11,3,27.3%,0,0,,-14,-34,-48,0,0,0,0,0,0,0,-3,-4,-8,-3,-1,-4,1,-4,-3
CAR,2019,2019-09-08,1:00,1:00,,LAR,1,1,Sun,L 27-30,,3,3,3,4,3,0,23,39,59.0,183,1,1,1,3,68.6,32,166,5.19,2,349,1,22,9,12,1,17,9,52.9%,0,0,,-39,33,-6,-2,0,0,0,0,0,0,0,-10,-10,0,-10,0,7,-10,7
CAR,2019,2019-10-06,1:00,1:00,,JAX,5,5,Sun,W 34-27,,3,3,3,2,2,0,26,44,59.1,358,2,0,2,16,100.4,31,149,4.81,1,507,3,28,8,18,2,13,6,46.2%,0,0,,136,-198,-62,3,0,0,0,1,0,1,7,4,4,7,-3,0,3,4,3
CAR,2019,2019-10-13,9:30,2:30,@,TAM,6,6,Sun,W 37-26,,3,1,1,1,1,0,30,54,55.6,365,1,5,7,35,44.1,14,42,3.00,2,407,7,23,3,19,1,15,5,33.3%,2,1,50.0%,17,-156,-139,6,0,0,0,0,0,0,10,10,17,10,0,7,-6,10,1
CAR,2019,2019-11-03,1:00,1:00,,TEN,9,8,Sun,W 30-20,,3,2,2,3,0,0,27,39,69.2,310,1,2,4,21,80.1,21,121,5.76,2,431,3,24,5,17,2,10,3,30.0%,1,1,100.0%,35,-96,-61,2,0,0,0,0,0,0,0,17,17,0,17,0,-7,17,-7
CAR,2019,2019-11-10,4:25,3:25,@,GNB,10,9,Sun,L 16-24,,3,3,3,1,1,0,17,29,58.6,225,0,0,2,8,83.3,27,163,6.04,3,388,,23,10,9,4,9,4,44.4%,0,0,,-43,56,13,-2,0,0,0,0,0,0,0,-4,-14,0,-4,-10,6,-4,-4
CAR,2019,2019-11-17,1:00,1:00,,ATL,11,10,Sun,L 3-29,,3,2,2,4,3,0,22,32,68.8,295,1,0,3,19,108.2,26,54,2.08,1,349,,20,4,15,1,14,6,42.9%,1,1,100.0%,23,-25,-2,-4,0,0,0,0,0,0,-10,-20,-26,-10,-10,-6,0,-20,-6
CAR,2019,2019-12-01,1:00,1:00,,WAS,13,12,Sun,L 21-29,,3,2,2,4,3,0,13,25,52.0,114,0,0,5,33,64.4,30,248,8.27,3,362,,20,11,8,1,11,3,27.3%,0,0,,-183,99,-84,-2,0,0,0,0,0,0,11,2,-1,11,-9,-3,-7,2,-10
CHI,2019,2019-10-06,1:00,6:00,@,OAK,5,5,Sun,L 21-24,,3,3,3,1,1,0,25,32,78.1,229,0,0,0,0,96.5,39,169,4.33,3,398,2,25,13,10,2,12,6,50.0%,1,1,100.0%,-127,-35,-162,0,0,0,0,0,0,0,0,-17,4,0,-17,21,-7,-17,14
CHI,2019,2019-12-05,8:20,7:20,,DAL,14,13,Thu,W 31-24,,3,3,3,2,1,0,27,49,55.1,326,1,0,2,8,82.5,22,82,3.73,2,408,,22,5,17,0,15,6,40.0%,3,2,66.7%,69,-95,-26,-2,0,0,0,0,0,0,-7,10,17,-7,17,7,-10,10,-3
CHI,2019,2019-12-15,1:00,12:00,@,GNB,15,14,Sun,L 13-21,,3,3,3,0,0,0,16,33,48.5,192,1,0,1,11,76.8,24,100,4.17,2,292,,12,5,7,0,15,5,33.3%,3,1,33.3%,-4,127,123,-3,0,0,0,0,0,0,-7,-4,-18,-7,3,-14,10,-4,-4
CHI,2019,2019-12-22,8:20,7:20,,KAN,16,15,Sun,L 3-26,,3,3,2,2,2,0,23,33,69.7,244,2,0,1,7,111.2,29,106,3.66,1,350,,25,6,15,4,11,6,54.5%,0,0,,-5,-111,-116,0,0,0,0,0,0,0,-7,-17,-14,-7,-10,3,-9,-17,-6
CIN,2019,2019-09-08,4:05,1:05,@,SEA,1,1,Sun,L 20-21,,3,3,3,0,0,0,14,20,70.0,160,2,0,4,35,127.1,25,72,2.88,1,232,1,12,4,6,2,12,4,33.3%,0,0,,-38,235,197,-2,0,0,0,0,0,0,3,3,3,3,0,0,-4,3,-4
CIN,2019,2019-09-30,8:15,8:15,@,PIT,4,4,Mon,L 3-27,,3,3,3,2,2,0,27,31,87.1,260,2,0,0,0,123.1,25,66,2.64,1,326,1,20,5,12,3,9,3,33.3%,1,0,0.0%,7,-158,-151,-1,0,0,0,0,0,0,3,-7,-21,3,-10,-14,-3,-7,-17
CIN,2019,2019-10-27,1:00,6:00,@,LAR,8,8,Sun,L 10-24,,3,3,3,1,1,0,17,31,54.8,372,2,0,0,0,119.3,26,98,3.77,1,470,,19,6,13,0,13,7,53.8%,0,0,,6,-75,-69,0,0,0,0,0,0,0,-3,-7,-14,-3,-4,-7,0,-7,-7
CIN,2019,2019-12-08,1:00,1:00,@,CLE,14,13,Sun,L 19-27,,3,3,3,2,2,0,11,24,45.8,187,0,2,1,5,38.0,27,146,5.41,2,333,2,17,7,9,1,12,7,58.3%,0,0,,33,85,118,1,0,0,0,0,0,0,-1,-1,-8,-1,0,-7,0,-1,-7
CIN,2019,2019-12-29,1:00,1:00,,CLE,17,16,Sun,W 33-23,,3,3,2,1,1,0,12,27,44.4,239,3,3,6,40,73.5,20,74,3.70,0,313,3,15,3,11,1,13,4,30.8%,1,1,100.0%,105,-57,48,2,0,0,0,0,0,0,6,4,7,6,-2,3,3,4,6
CLE,2019,2019-09-29,1:00,1:00,@,BAL,4,4,Sun,W 40-25,,3,2,2,1,1,0,24,34,70.6,222,3,2,4,25,93.0,29,173,5.97,0,395,3,24,11,12,1,10,4,40.0%,2,1,50.0%,20,115,135,2,0,0,0,0,0,0,7,3,14,7,-4,11,1,3,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,2019,2019-10-27,4:25,4:25,@,NWE,8,7,Sun,L 13-27,,3,3,3,4,2,0,20,36,55.6,239,2,0,3,20,94.6,27,79,2.93,0,318,,19,5,11,3,16,5,31.3%,2,2,100.0%,80,-88,-8,-3,0,0,0,0,0,0,-17,-10,-14,-17,7,-4,0,-10,-4
CLE,2019,2019-11-03,4:25,2:25,@,DEN,9,8,Sun,L 19-24,,3,3,3,1,1,0,12,20,60.0,175,2,0,3,18,121.9,20,127,6.35,1,302,1,13,5,6,2,9,3,33.3%,0,0,,-37,86,49,1,0,0,0,0,0,0,-7,-5,-12,-7,2,-7,7,-5,0
CLE,2019,2019-11-24,1:00,1:00,,MIA,12,11,Sun,W 41-24,,3,3,3,1,1,0,21,39,53.8,192,2,2,4,22,63.2,20,92,4.60,1,284,2,22,5,14,3,14,6,42.9%,1,0,0.0%,55,128,183,1,0,0,0,0,0,0,14,25,11,14,11,-14,6,25,-8
