Player,Team,Opp,Date,Season,Week,Status,Injury,Specific_Inj,Side
Terrell Lewis,LAR,DAL,2020-09-13,2020,1,Injured Reserve,,,
Terrell Lewis,LAR,PHI,2020-09-20,2020,2,Injured Reserve,,,
Terrell Lewis,LAR,BUF,2020-09-27,2020,3,Injured Reserve,,,
Terrell Lewis,LAR,NYG,2020-10-04,2020,4,Injured Reserve,,,
Terrell Lewis,LAR,SEA,2020-11-15,2020,10,Questionable,Shoulder,,
Terrell Lewis,LAR,SFO,2020-11-29,2020,12,Doubtful,Knee,,
Terrell Lewis,LAR,ARI,2020-12-06,2020,13,Out,Knee,,
