Player,Team,Opp,Date,Season,Week,Status,Injury,Specific_Inj,Side
Charles Omenihu,HOU,CAR,2019-09-29,2019,4,Questionable,Knee,,
Charles Omenihu,HOU,CLE,2020-11-15,2020,10,Questionable,Hamstring,,
Charles Omenihu,HOU,NWE,2020-11-22,2020,11,Questionable,Hamstring,,
