Player,Team,Opp,Date,Season,Week,Status,Injury,Specific_Inj,Side
T.Y. McGill,CLE,BAL,2017-09-17,2017,2,Out,Back,,
T.Y. McGill,CLE,IND,2017-09-24,2017,3,Questionable,Back,,
