Player,Team,Opp,Date,Season,Week,Status,Injury,Specific_Inj,Side
Scott Miller,TAM,JAX,2019-12-01,2019,13,Out,Hamstring,,
Scott Miller,TAM,IND,2019-12-08,2019,14,Out,Hamstring,,
Scott Miller,TAM,HOU,2019-12-21,2019,16,Injured Reserve,,,
Scott Miller,TAM,ATL,2019-12-29,2019,17,Injured Reserve,,,
Scott Miller,TAM,LAC,2020-10-04,2020,4,Questionable,Hip,,
Scott Miller,TAM,CHI,2020-10-08,2020,5,Questionable,Hip,,
