Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Cameron Sutton ,CB,PIT,17,19,11,18,10,31,bye,19,8,37,16,18,17,14,11,18,3
Nate Hairston ,CB,NYJ,0,61,76,bye,0,0,5,60,69,23,0,0,0,56,43,0,0
Quincy Wilson ,CB,IND,15,21,21,9,20,bye,19,0,0,0,0,0,0,4,13,0,0
Anthony Walker Jr. ,LB,IND,36,35,60,64,61,bye,34,56,45,48,39,52,49,62,55,50,65
Grover Stewart ,DT,IND,13,26,32,39,43,bye,31,49,40,40,28,40,46,58,45,46,52
Tarell Basham ,DE,NYJ,13,48,49,bye,52,47,43,29,30,47,41,29,21,37,37,29,39
Dawuane Smoot ,DE,JAC,31,26,41,24,15,20,29,23,27,bye,24,14,32,22,23,25,27
Carroll Phillips ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
Dylan Cole ,LB,HOU,4,8,16,9,7,15,17,12,26,bye,17,5,0,0,0,0,0
Carlos Watkins ,DT,HOU,27,0,0,26,0,14,0,17,27,bye,24,21,0,0,30,28,48
Jayon Brown ,LB,TEN,64,67,54,73,56,3,0,79,36,0,bye,83,69,62,63,66,55
Jamal Carter ,S,ATL,0,0,0,0,0,0,39,0,bye,0,11,10,10,17,2,9,7
DeMarcus Walker ,DE,DEN,13,19,23,30,13,22,32,16,0,bye,0,0,0,34,0,0,19
Isaac Rochell ,DE,LAC,18,19,10,15,19,16,32,24,24,14,20,bye,15,14,18,5,10
Desmond King II ,CB,LAC,48,35,52,39,26,32,41,57,46,36,58,bye,28,54,0,21,9
Rayshawn Jenkins ,S,LAC,63,60,59,45,60,59,62,80,50,58,67,bye,56,66,65,63,51
Tanoh Kpassagnon ,DE,KC,35,14,35,29,43,38,52,50,58,38,64,bye,50,46,45,56,38
Marquel Lee ,LB,OAK,8,6,4,0,0,0,0,0,0,0,0,0,0,33,19,0,0
Treyvon Hester ,DT,WAS,0,1,2,17,6,12,0,11,2,bye,22,14,7,3,16,3,16
Eddie Vanderdoes ,DT,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,24,0,0,18,37
Shalom Luani ,S,Multi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fadol Brown ,DE,Multi,2,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Ivie ,DT,Multi,13,9,0,0,0,0,0,0,21,17,27,0,0,0,4,12,11
Jourdan Lewis ,CB,DAL,37,11,26,10,0,36,42,bye,50,19,29,53,54,53,59,51,59
Chidobe Awuzie ,CB,DAL,67,57,62,69,70,59,60,bye,70,68,62,68,67,70,74,38,59
Xavier Woods ,S,DAL,67,57,0,69,69,59,60,bye,70,68,61,68,67,70,62,73,59
Rasul Douglas ,CB,PHI,55,36,47,77,57,69,63,6,7,bye,18,6,0,8,16,44,74
Nathan Gerry ,LB,PHI,2,19,24,11,22,62,69,59,43,bye,73,33,38,33,39,46,47
Dalvin Tomlinson ,DT,NYG,31,53,30,22,34,52,30,34,35,34,bye,36,38,53,25,48,44
Calvin Munson ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,40
Avery Moss ,DE,MIA,46,50,39,47,bye,18,0,0,0,0,44,23,20,24,35,0,2
Fabian Moreau ,CB,WAS,0,0,60,48,38,61,63,66,45,bye,41,62,71,37,72,0,0
Montae Nicholson ,S,WAS,74,60,63,77,77,75,31,0,0,bye,69,74,73,60,77,63,0
Ryan Anderson ,LB,WAS,19,30,30,31,24,30,20,27,32,bye,35,28,39,28,64,62,65
Eddie Jackson ,S,CHI,61,79,67,60,72,bye,76,45,84,82,54,60,74,73,59,66,49
Jalen Reeves-Maybin ,LB,DET,51,32,1,6,bye,0,2,0,0,0,5,0,0,3,50,65,82
Patrick O'Connor ,DE,TB,0,0,0,0,0,0,bye,0,0,0,0,7,2,0,1,0,16
Josh Jones ,S,DAL,0,0,0,0,0,0,0,bye,0,0,0,5,3,0,0,0,0
Montravius Adams ,DT,GB,22,19,0,0,22,13,27,14,24,15,bye,6,6,5,12,1,1
Ifeadi Odenigbo ,DE,MIN,12,7,18,12,27,19,19,7,16,21,23,bye,16,42,30,31,68
Jaleel Johnson ,DT,MIN,26,19,22,18,18,24,20,14,14,43,46,bye,20,25,14,24,61
Eric Wilson ,LB,MIN,7,34,59,1,14,8,16,1,1,1,30,bye,34,20,22,56,75
Ben Gedeon ,LB,MIN,18,0,18,18,10,0,0,17,3,13,6,bye,0,0,0,0,0
Elijah Lee ,CB,SF,0,0,0,bye,0,0,0,0,0,4,25,12,0,0,0,0,0
Damontae Kazee ,S,ATL,11,68,40,30,30,56,56,47,bye,59,64,61,41,68,63,59,50
Duke Riley ,LB,Multi,1,0,0,0,0,0,4,4,2,0,3,0,4,2,6,3,0
Bryan Cox Jr. ,DE,Multi,0,0,0,0,0,0,0,0,11,0,0,32,20,49,37,40,19
Daeshon Hall ,DE,PHI,0,0,0,1,7,3,9,0,0,bye,0,0,0,10,9,0,11
Al-Quadin Muhammad ,DE,IND,39,49,41,38,17,bye,34,23,19,22,28,21,26,33,22,35,35
Marcus Williams ,S,NO,61,67,83,58,58,58,65,49,bye,76,69,74,92,64,56,24,0
Arthur Maulet ,CB,NYJ,1,1,2,bye,0,0,0,0,3,69,60,54,28,0,0,67,64
Trey Hendrickson ,DE,NO,34,39,52,8,0,0,0,15,bye,17,34,18,41,35,29,40,42
Alex Anzalone ,LB,NO,29,17,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Adrian Colbert ,S,Multi,0,0,0,0,0,0,0,0,0,0,0,12,68,71,65,84,61
D.J. Jones ,DT,SF,37,37,25,bye,17,12,0,40,27,8,0,37,33,33,0,0,0
Rudy Ford ,S,PHI,0,0,0,0,0,1,1,0,0,bye,15,0,0,0,0,0,0
Budda Baker ,S,ARI,84,76,60,61,66,67,70,74,69,83,73,bye,77,58,69,55,78
Samson Ebukam ,LB,LAR,33,33,35,37,40,70,35,60,bye,31,19,44,29,26,32,16,25
John Johnson ,S,LAR,66,62,68,73,65,61,0,0,bye,0,0,0,0,0,0,0,0
Tanzel Smart ,DT,LAR,14,12,9,8,13,0,20,19,bye,0,11,19,0,12,12,6,16
Tedric Thompson ,S,SEA,75,0,0,57,70,51,58,76,0,0,bye,0,0,0,0,0,0
Lano Hill ,S,SEA,0,56,56,6,0,15,0,0,0,0,bye,0,2,3,43,69,50
Shaquill Griffin ,CB,SEA,75,56,52,62,70,67,57,75,76,82,bye,74,53,68,0,0,49
Torry McTyer ,CB,Multi,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0
Adam Butler ,DT,NE,17,37,25,50,34,18,25,30,38,bye,28,23,20,34,30,30,34
Kenny Moore II ,CB,IND,63,58,56,63,46,bye,0,71,61,65,51,58,39,0,0,0,0
Josh Tupou ,DT,CIN,10,36,42,29,19,41,43,15,bye,29,38,29,12,21,34,47,22
Donald Payne ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,7,73,60,75,75,56
Dee Virgin ,CB,DET,0,0,0,0,bye,1,0,0,0,0,0,0,1,0,0,0,0
Eli Ankou ,DT,Multi,0,0,0,0,0,0,0,0,3,10,13,35,34,17,18,26,22
Michael Davis ,CB,LAC,5,0,0,52,60,59,62,80,50,58,67,bye,0,0,53,62,51
Nigel Harris ,LB,TEN,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,2,0
Nicholas Morrow ,LB,OAK,26,17,32,61,54,0,58,79,68,75,56,63,60,25,22,15,18
Breon Borders ,CB,Multi,0,0,0,0,0,1,3,13,69,0,0,0,9,0,0,0,3
Joe Jones ,LB,DEN,0,0,0,0,0,0,3,0,0,bye,0,2,0,0,1,0,0
Jamal Perry ,CB,MIA,14,39,29,0,bye,33,33,39,59,40,63,47,50,61,58,33,0
Isaiah Irving ,LB,CHI,7,17,20,9,10,bye,14,1,0,0,0,6,7,12,10,10,5
Jeremiah Valoaga ,DT,Multi,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,19,0
Jermaine Grace ,LB,Multi,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0
Chris Odom ,DE,WAS,0,0,0,0,0,0,0,0,0,bye,0,0,29,0,4,6,9
Devaroe Lawrence ,DT,Multi,11,26,13,29,29,21,0,14,9,16,27,28,0,0,0,0,0
Ryan Lewis ,CB,Multi,0,0,0,0,0,0,33,55,60,28,9,48,16,44,0,0,0
Rashaad Coward ,DT,CHI,0,0,0,30,0,bye,64,80,44,56,76,74,65,70,84,19,0
Maurice Smith ,S,WAS,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,1,8
Greg Mabin ,CB,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,0,4,5,5,6
Cole Luke ,CB,CAR,0,0,0,0,0,0,bye,0,0,10,0,0,0,0,0,2,3
Bradley Chubb ,LB,DEN,49,60,53,71,0,0,0,0,0,bye,0,0,0,0,0,0,0
Minkah Fitzpatrick ,S,Multi,48,68,79,66,78,62,0,57,70,75,68,57,66,58,65,61,68
Arden Key ,DE,OAK,28,24,11,41,21,0,0,26,28,0,0,0,0,0,0,0,0
Daron Payne ,DT,WAS,58,63,60,43,53,52,54,61,45,bye,32,0,38,42,52,54,51
Derwin James ,S,LAC,0,0,0,0,0,0,0,0,0,0,0,bye,55,65,65,63,51
Roquan Smith ,LB,CHI,60,82,71,0,64,bye,53,40,74,73,51,60,74,17,0,0,0
Sam Hubbard ,DE,CIN,41,62,69,47,58,67,72,48,bye,37,62,63,52,0,54,74,47
Denzel Ward ,CB,CLE,58,64,0,0,0,0,bye,68,48,67,72,56,55,73,48,72,67
Dorance Armstrong Jr. ,DE,DAL,29,38,19,16,18,7,0,bye,21,19,12,3,10,13,25,15,17
Marcus Davenport ,DE,NO,47,49,64,45,37,45,44,26,bye,40,23,46,45,21,0,0,0
Carlton Davis ,CB,TB,65,74,62,88,28,63,bye,57,0,0,66,85,66,62,61,66,89
Ronnie Harrison ,S,JAC,62,64,79,52,51,64,70,51,69,bye,59,11,0,0,75,71,56
Justin Reid ,S,HOU,66,56,65,67,73,55,73,55,57,bye,44,0,85,56,63,70,33
Vita Vea ,DT,TB,47,57,41,47,41,45,bye,31,59,52,46,43,40,40,48,48,69
Rashaan Evans ,LB,TEN,56,66,53,61,53,59,61,67,66,70,bye,57,53,50,58,66,55
Taven Bryan ,DT,JAC,18,17,22,12,7,30,27,37,38,bye,49,22,37,38,52,47,28
Harold Landry III ,LB,TEN,64,60,47,64,53,48,59,67,69,64,bye,70,57,58,56,66,50
Isaiah Oliver ,CB,ATL,42,80,62,62,65,69,44,57,bye,66,63,42,40,57,64,62,51
Jaire Alexander ,CB,GB,71,65,73,62,69,54,62,59,68,72,bye,48,66,61,84,54,59
Lorenzo Carter ,LB,NYG,50,56,57,30,0,49,55,56,56,50,bye,55,37,43,32,47,50
Josey Jewell ,LB,DEN,55,60,40,20,0,0,3,12,1,bye,0,4,0,8,3,0,8
Tremaine Edmunds ,LB,BUF,71,68,60,63,58,bye,72,73,50,69,71,49,76,60,59,73,10
Harrison Phillips ,DT,BUF,23,28,26,0,0,bye,0,0,0,0,0,0,0,0,0,0,0
DeShon Elliott ,S,BAL,3,0,0,9,3,25,0,bye,0,0,0,0,0,0,0,0,0
Tyquan Lewis ,DE,IND,0,31,8,0,0,bye,0,0,0,0,21,10,22,26,28,45,34
Da'Shawn Hand ,DT,DET,0,0,0,0,bye,0,0,40,32,0,0,0,38,0,0,0,0
Tim Settle ,DT,WAS,35,33,14,33,24,25,10,13,8,bye,0,28,23,14,19,22,14
Leighton Vander Esch ,LB,DAL,64,52,62,70,64,46,22,bye,0,70,60,0,0,0,0,0,0
Jerome Baker ,LB,MIA,71,69,72,67,bye,48,55,74,67,63,71,75,61,71,67,87,61
Rasheem Green ,DE,SEA,49,30,30,39,48,32,26,39,27,14,bye,46,11,31,45,48,30
Derrick Nnadi ,DT,KC,19,23,43,39,62,75,33,46,40,28,41,bye,32,32,22,27,37
Kyzir White ,LB,LAC,54,53,7,13,34,27,21,23,11,21,7,bye,27,12,29,25,8
Hercules Mata'afa ,LB,MIN,26,8,19,0,0,19,14,0,0,0,0,bye,0,0,0,0,14
Josh Sweat ,DE,PHI,14,18,16,26,18,18,23,20,17,bye,24,19,31,26,27,28,27
Holton Hill ,CB,MIN,0,0,0,0,0,0,0,0,0,11,1,bye,2,27,31,3,75
Terrell Edmunds ,S,PIT,70,78,79,66,67,62,bye,57,69,75,68,57,66,58,57,55,52
R.J. McIntosh ,DT,NYG,17,11,16,12,13,4,0,5,0,11,bye,6,1,0,18,0,0
D.J. Reed Jr. ,CB,SF,0,15,0,bye,1,19,0,14,4,2,3,12,0,6,49,0,0
Darius Phillips ,CB,CIN,0,2,22,0,0,0,0,0,bye,0,0,0,4,1,1,27,53
Marquis Haynes ,LB,CAR,28,18,30,12,19,19,bye,25,28,7,13,0,0,11,0,0,0
Poona Ford ,DT,SEA,42,0,28,23,35,57,33,32,31,46,bye,36,21,37,31,34,19
Anthony Averett ,CB,BAL,44,57,28,15,0,0,11,bye,13,15,4,0,0,0,0,0,33
Darius Leonard ,LB,IND,62,59,0,0,0,bye,63,73,62,65,50,58,59,78,67,63,69
Steven Parker ,S,MIA,16,16,39,66,bye,18,0,7,0,32,31,68,0,25,0,14,6
Nick Nelson ,CB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Andrew Brown ,DE,CIN,0,0,29,15,9,44,66,26,bye,3,2,2,19,12,3,9,3
Chad Thomas ,DE,CLE,5,19,11,20,22,12,bye,17,17,54,56,43,22,58,47,34,28
Duke Dawson ,CB,DEN,0,0,1,49,57,0,22,52,61,bye,45,49,0,0,0,3,4
B.J. Hill ,DT,NYG,46,54,38,24,45,49,19,28,17,18,bye,20,31,32,36,18,13
Armani Watts ,S,KC,0,0,0,0,0,0,2,0,0,0,3,bye,10,0,0,11,48
Jordan Whitehead ,S,TB,66,74,62,83,69,62,bye,55,66,67,67,85,68,63,30,0,0
Brandon Facyson ,CB,LAC,58,60,59,0,0,0,5,2,2,3,3,bye,56,66,11,2,0
Kentavius Street ,DE,SF,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,11,19,8
Folorunso Fatukasi ,DT,NYJ,0,21,22,bye,0,33,32,40,40,21,20,25,23,31,30,23,29
Dorian O'Daniel ,LB,KC,0,0,0,0,0,0,1,0,0,0,0,bye,0,0,0,0,5
Jason Cabinda ,LB,DET,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,1
Taron Johnson ,CB,BUF,32,0,0,0,0,bye,34,27,30,38,63,32,64,23,48,41,63
J.C. Jackson ,CB,NE,42,34,32,34,41,21,35,33,27,bye,50,47,55,58,52,52,68
P.J. Hall ,DT,OAK,25,42,38,37,24,0,33,48,37,41,35,39,33,36,25,31,28
Davontae Harris ,CB,DEN,0,0,0,0,31,66,61,64,75,bye,54,74,0,1,0,0,3
Shaun Dion Hamilton ,LB,WAS,31,21,0,26,10,31,25,23,27,bye,32,33,21,30,27,25,25
Uchenna Nwosu ,LB,LAC,14,26,17,41,56,36,38,16,18,14,10,bye,2,24,22,11,17
Dee Delaney ,CB,WAS,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,3
Tony Brown ,CB,GB,26,0,1,0,0,0,1,0,19,0,bye,0,0,0,0,0,0
Deadrin Senat ,DT,ATL,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,12,0,8
Greg Stroman ,CB,WAS,2,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0
Kenny Young ,LB,Multi,21,16,40,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Travin Howard ,LB,LAR,1,0,0,0,0,0,9,0,bye,0,0,1,33,16,8,0,34
Shaquem Griffin ,LB,SEA,0,0,0,0,0,0,0,0,0,13,bye,25,10,9,26,13,0
M.J. Stewart ,CB,TB,27,52,50,82,22,1,bye,0,0,40,0,0,0,0,0,0,38
Kemoko Turay ,LB,IND,23,0,13,12,33,bye,0,0,0,0,0,0,0,0,0,0,0
Leon Jacobs ,LB,JAC,9,18,26,21,12,29,4,0,0,bye,15,38,33,24,39,39,18
Kameron Kelly ,CB,PIT,70,23,0,1,10,26,bye,0,0,0,1,0,0,0,0,0,0
Donte Jackson ,CB,CAR,76,60,75,0,0,0,bye,47,72,56,65,63,62,69,67,0,13
Christian Wilkins ,DT,MIA,64,43,45,41,bye,40,2,43,37,48,56,63,50,48,52,56,43
Nathan Shepherd ,DT,NYJ,0,0,0,bye,0,0,0,0,21,25,18,22,17,41,34,21,33
Fred Warner ,LB,SF,69,54,53,bye,46,52,45,54,56,73,67,67,64,72,67,70,75
Siran Neal ,CB,BUF,33,24,30,24,14,bye,0,0,0,0,0,0,0,0,0,0,49
Cornell Armstrong ,CB,HOU,0,0,0,0,0,0,0,11,22,bye,15,1,0,0,0,0,4
Parry Nickerson ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Keion Crossen ,CB,HOU,5,0,0,0,0,15,29,23,26,bye,4,1,2,0,0,0,28
Ja'Whaun Bentley ,LB,NE,25,30,13,43,9,18,20,9,20,bye,11,14,19,6,27,3,8
Jessie Bates III ,S,CIN,51,70,76,58,74,77,79,60,bye,42,65,72,72,54,65,90,54
Genard Avery ,LB,Multi,0,0,2,0,0,0,0,3,3,0,10,2,5,0,4,0,9
Simeon Thomas ,CB,Multi,0,3,0,0,0,0,6,6,0,0,14,6,1,38,0,0,0
Zach Sieler ,DE,Multi,0,0,0,0,6,7,4,0,0,22,0,0,0,0,18,48,12
Olasunkanmi Adeniyi ,DE,PIT,0,4,11,10,10,3,bye,4,5,6,0,1,2,4,0,2,0
Matthew Adams ,LB,IND,21,24,19,8,4,bye,4,0,1,0,12,0,0,0,8,3,0
Peter Kalambayi ,LB,HOU,0,0,0,0,0,0,0,0,7,bye,4,2,1,1,6,26,45
Dane Cruikshank ,CB,TEN,4,1,0,0,0,0,0,0,0,1,bye,0,0,0,0,2,7
Isaac Yiadom ,CB,DEN,54,60,13,1,27,12,3,0,0,bye,8,0,62,76,69,50,69
Justin Jones ,DT,LAC,41,41,39,36,47,46,0,0,0,0,37,bye,39,51,42,46,39
Maurice Hurst Jr. ,DT,OAK,32,36,32,36,28,0,22,28,35,34,27,28,33,36,35,40,40
Chris Covington ,LB,DAL,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,27,0,1
Avonte Maddox ,CB,PHI,58,42,26,70,0,0,0,0,26,bye,63,41,40,44,37,51,19
Troy Apke ,S,WAS,0,0,0,0,0,10,35,72,62,bye,0,4,4,7,5,12,0
Kylie Fitts ,DE,ARI,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,18,6,13
Bilal Nichols ,DT,CHI,31,11,0,0,0,bye,52,23,65,28,42,30,31,38,27,38,29
Joel Iyiegbuniwe ,LB,CHI,0,0,0,0,0,bye,0,0,0,1,0,0,0,1,0,0,1
Tracy Walker ,S,DET,88,65,74,65,bye,73,62,42,0,0,22,0,52,67,75,70,88
Hunter Bradley ,LB,GB,0,0,0,0,0,1,0,0,0,0,bye,0,0,0,0,0,0
Oren Burks ,LB,GB,0,0,0,0,11,5,14,0,8,4,bye,1,8,0,3,0,3
Josh Jackson ,CB,GB,3,1,15,10,34,0,5,0,0,0,bye,0,8,26,0,0,0
Devante Downs ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jalyn Holmes ,DT,MIN,0,0,0,4,3,0,0,4,0,9,15,bye,0,0,0,0,38
Jack Cichy ,LB,TB,0,1,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0
Foyesade Oluokun ,LB,ATL,23,19,19,10,1,9,10,7,bye,29,30,29,18,39,28,13,27
Jermaine Carter ,LB,CAR,26,26,0,26,5,0,bye,22,0,0,4,0,0,2,18,64,68
Rashaan Gaulden ,S,Multi,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Andre Smith ,LB,CAR,0,0,0,0,0,0,bye,0,0,0,1,0,0,0,2,0,22
Natrell Jamerson ,S,CAR,0,0,0,2,0,0,bye,0,0,0,0,0,0,0,0,0,0
Marcell Harris ,S,SF,0,0,0,bye,0,0,0,14,0,0,2,12,28,72,67,70,75
Jullian Taylor ,DT,SF,6,21,0,bye,0,0,6,0,0,0,20,25,23,0,0,0,0
Tarvarius Moore ,S,SF,69,69,53,bye,0,0,0,14,0,1,2,17,0,1,1,0,6
Sebastian Joseph-Day ,DT,LAR,36,20,16,37,39,43,12,21,bye,36,34,53,31,17,39,30,17
Ogbonnia Okoronkwo ,LB,LAR,0,0,0,0,0,2,23,29,bye,10,5,7,23,12,4,0,0
Tre Flowers ,CB,SEA,75,56,52,63,70,67,57,0,76,77,bye,74,53,68,72,69,48
Jacob Martin ,LB,HOU,8,16,17,4,12,6,9,10,19,bye,13,25,45,13,24,0,0
Levi Wallace ,CB,BUF,71,68,60,63,55,bye,71,45,50,65,33,31,46,33,39,37,17
A.J. Moore ,CB,HOU,0,0,0,0,0,0,0,0,0,bye,4,1,1,0,2,2,11
Frank Herron ,DT,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,30
John Atkins ,DT,DET,0,0,0,0,bye,24,41,21,24,20,36,24,31,46,42,49,51
Trent Harris ,DE,MIA,0,0,17,11,bye,13,22,23,15,14,15,0,0,0,7,60,56
Trayvon Henderson ,S,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,0,1,0,1,2
Daniel Ekuale ,DT,CLE,9,22,16,22,22,12,bye,13,0,0,0,0,0,0,0,0,0
Chris Board ,S,BAL,13,14,13,22,1,0,1,bye,0,0,0,0,0,0,0,0,0
James Crawford ,LB,MIA,14,2,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0
Robert Jackson ,DB,CLE,0,0,0,0,1,0,bye,0,0,0,0,0,0,0,0,0,0
George Odum ,DB,IND,0,1,0,11,61,bye,27,35,18,19,26,13,12,12,5,22,20
Tre Herndon ,CB,JAC,2,64,0,55,62,66,70,58,69,bye,65,53,73,58,75,75,56
Matt Dickerson ,DE,TEN,0,9,0,0,15,0,0,0,7,4,bye,0,0,0,0,19,0
Trey Marshall ,CB,DEN,1,6,2,2,3,0,3,3,0,bye,1,0,3,8,5,50,73
Ben Niemann ,LB,KC,0,13,15,13,70,87,35,13,8,14,28,bye,14,13,26,26,26
Austin Larkin ,DE,ATL,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,10
Donovan Olumba ,CB,DAL,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,32
Charvarius Ward ,CB,KC,58,62,79,76,57,79,67,67,70,50,64,bye,54,66,59,63,77
Jeremy Reaves ,S,WAS,0,0,0,0,0,2,1,10,3,bye,11,0,0,6,2,1,75
Chandon Sullivan ,CB,GB,0,0,0,5,37,20,19,35,36,0,bye,20,27,47,56,26,22
Grant Haley ,CB,NYG,43,44,61,43,30,60,63,48,0,5,bye,0,25,0,0,0,0
Kevin Toliver II ,CB,CHI,0,0,0,0,0,bye,0,0,0,1,0,1,1,72,31,27,42
Abdullah Anderson ,DT,CHI,0,0,27,22,0,bye,33,1,0,0,0,0,0,6,0,0,17
Chris Jones ,CB,ARI,55,29,27,7,0,0,0,0,0,10,2,bye,0,0,52,41,50
Tyler Lancaster ,DT,GB,14,32,38,30,16,26,33,11,29,19,bye,21,23,23,20,22,24
Raven Greene ,S,GB,55,15,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Jonathan Wynn ,DE,DET,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,7,0
Demone Harris ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,21,41
Jacob Tuioti-Mariner ,DE,ATL,0,0,0,0,0,0,0,0,bye,16,27,31,9,24,23,26,30
Chris Lammons ,CB,Multi,13,5,23,0,0,14,12,12,34,19,6,5,2,0,0,0,0
Taylor Stallworth ,DT,NO,22,0,0,0,0,0,0,0,bye,0,0,0,0,0,25,16,30
Linden Stephens ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0
Tavierre Thomas ,CB,CLE,0,0,0,0,1,0,bye,0,0,0,1,0,0,1,0,0,0
Ezekiel Turner ,S,ARI,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,1,3
Frankie Luvu ,LB,NYJ,25,10,15,bye,6,0,0,0,1,0,10,1,0,0,0,0,1
Joshua Kalu ,S,TEN,0,0,0,0,0,0,0,0,0,1,bye,31,0,0,0,0,7
Sharif Finch ,LB,TEN,41,42,31,0,2,0,0,0,25,29,bye,0,9,2,0,0,0
Rico Gafford ,CB,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,10,7
Bruce Hector ,DT,PHI,0,0,0,0,0,0,0,30,0,bye,0,0,0,0,0,9,15
Tae Davis ,LB,Multi,31,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sean Chandler ,CB,NYG,1,0,4,7,9,1,2,0,0,0,bye,0,0,0,2,3,2
Danny Johnson ,CB,WAS,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,55,17,0
Emmanuel Moseley ,CB,SF,22,16,7,bye,46,52,45,54,56,73,63,44,1,15,66,1,15
Juantavius Gray ,DB,NO,0,0,0,0,0,0,0,0,bye,7,0,0,0,0,0,9,4
Craig James ,CB,PHI,0,1,0,2,56,5,4,0,0,bye,0,0,0,0,0,0,0
Robert McCray III ,DT,CLE,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,25,0
Corey Thompson ,LB,BUF,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,57
Robert Spillane ,LB,PIT,0,0,0,0,0,0,bye,0,0,0,1,0,0,0,0,0,0
Dallin Leavitt ,S,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2
John Franklin III ,CB,TB,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,2
Mike Ford ,CB,DET,1,1,31,49,bye,3,4,45,0,15,5,0,3,0,10,0,0
Sam Beal ,CB,NYG,0,0,0,0,0,0,0,0,0,10,bye,27,30,86,71,65,0
Darious Williams ,CB,LAR,0,0,0,0,0,0,19,24,bye,0,0,0,0,3,61,57,57
Alexander Johnson ,LB,DEN,0,0,0,0,65,57,42,58,72,bye,62,60,62,68,63,49,73
Sam Eguavoen ,LB,MIA,67,63,72,49,bye,19,15,58,34,27,34,9,41,33,37,48,15
Nick Bosa ,DE,SF,38,30,39,bye,37,43,38,41,41,60,56,53,54,68,63,51,64
Quinnen Williams ,DT,NYJ,23,0,0,bye,51,51,41,45,47,45,42,28,38,19,0,42,40
Josh Allen ,DE,JAC,51,59,54,38,52,38,38,26,40,bye,33,23,43,36,29,42,32
Ed Oliver ,DT,BUF,47,40,35,41,38,bye,34,37,17,23,36,21,38,30,35,39,46
Greedy Williams ,CB,CLE,38,63,0,0,0,0,bye,67,40,63,71,62,35,72,61,45,63
Devin White ,LB,TB,66,6,0,0,0,66,bye,50,73,65,67,82,68,63,64,66,89
Clelin Ferrell ,DE,OAK,45,57,51,65,0,0,36,50,45,57,41,50,37,28,23,30,34
Jeffery Simmons ,DT,TEN,0,0,0,0,0,0,20,33,49,45,bye,29,42,36,32,0,28
Deandre Baker ,CB,NYG,31,67,75,47,67,78,63,62,69,65,bye,47,33,62,69,62,74
Rashan Gary ,DT,GB,6,14,26,18,22,8,18,14,18,16,bye,13,12,13,18,15,13
Dexter Lawrence II ,DT,NYG,28,34,31,32,52,61,41,39,48,48,bye,56,46,71,33,44,40
Dre'Mont Jones ,DT,DEN,0,9,13,29,25,25,16,19,21,bye,15,21,19,1,0,26,45
