Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Daniel McCullers ,DT,PIT,10,5,8,9,12,5,bye,9,3,0,18,6,0,6,3,14,4
Anthony Barr ,LB,MIN,65,76,67,55,57,59,51,0,0,bye,0,53,74,64,53,65,68
Khalil Mack ,LB,CHI,42,48,50,51,bye,62,54,0,0,57,62,59,64,54,62,53,37
Kyle Van Noy ,LB,NE,49,63,64,31,73,54,76,64,67,58,bye,63,61,48,64,59,52
Christian Jones ,LB,DET,27,59,24,53,24,bye,26,41,37,46,41,44,47,40,60,46,29
Jeremiah Attaochu ,LB,NYJ,10,0,7,17,33,27,19,19,22,14,bye,0,0,3,0,0,0
C.J. Mosley ,LB,BAL,47,3,0,62,80,44,71,63,80,bye,55,58,53,86,50,63,59
Bradley Roby ,CB,DEN,54,58,56,75,46,74,65,58,0,bye,62,69,68,72,53,62,55
Darqueze Dennard ,CB,CIN,52,65,37,49,57,12,0,0,bye,0,63,61,37,57,58,61,67
Aaron Colvin ,CB,HOU,41,24,54,76,0,0,0,0,0,bye,0,9,33,0,11,69,0
Hasean Clinton-Dix ,S,Multi,70,73,61,58,62,57,0,78,47,69,62,70,75,64,52,56,71
Lamarcus Joyner ,S,LAR,70,35,52,74,60,66,48,50,69,68,72,bye,72,69,64,39,0
Aaron Donald ,DT,LAR,62,30,48,71,58,60,47,48,71,55,67,bye,63,68,64,51,51
Kyle Fuller ,CB,CHI,60,66,51,63,bye,77,63,54,79,76,67,65,67,61,67,54,45
Marcus Smith II ,DE,WAS,0,0,0,bye,0,0,0,0,0,0,0,0,0,3,0,0,6
Deone Bucannon ,LB,ARI,79,25,1,48,4,2,7,40,bye,10,18,0,0,0,29,64,63
Jimmie Ward ,CB,SF,5,20,70,56,0,57,0,66,51,59,bye,4,0,0,0,0,0
Demarcus Lawrence ,DE,DAL,49,52,55,40,61,24,51,bye,40,56,47,52,41,46,48,63,11
Christian Kirksey ,LB,CLE,61,0,0,83,84,59,95,71,21,0,bye,0,0,0,0,0,0
Jay Bromley ,DT,NO,0,0,12,0,0,bye,15,0,0,0,0,0,0,0,0,0,0
Preston Brown ,LB,CIN,46,0,0,46,42,45,58,73,bye,65,0,0,0,0,0,0,0
Dexter McDougle ,CB,PHI,0,0,0,0,0,0,48,58,bye,0,0,0,0,0,0,0,0
Kareem Martin ,LB,NYG,62,47,51,56,48,27,35,19,bye,20,27,24,68,21,38,44,27
Phillip Gaines ,CB,Multi,79,8,0,0,40,61,53,75,51,0,0,1,40,0,0,0,0
Will Clarke ,DE,TB,0,13,2,3,bye,0,0,0,0,0,0,0,0,0,0,0,0
Bashaud Breeland ,CB,GB,0,0,0,0,0,0,bye,0,68,50,21,0,0,24,53,44,70
Justin Ellis ,DT,OAK,45,0,0,0,0,0,0,0,0,0,0,0,13,13,29,13,21
Cassius Marsh ,DE,SF,39,54,40,28,26,43,35,39,31,28,bye,31,21,39,29,29,38
DaQuan Jones ,DT,TEN,40,33,29,36,42,45,27,bye,28,28,34,36,45,32,30,41,62
Anthony Hitchens ,LB,KC,78,77,60,58,76,78,37,55,52,0,58,bye,60,64,54,77,60
Walt Aikens ,S,MIA,0,0,0,3,0,0,0,0,6,0,bye,2,0,5,10,4,4
Pierre Desir ,CB,IND,0,56,65,77,69,49,44,45,bye,73,63,53,58,72,68,62,49
Tre Boston ,S,ARI,74,73,73,66,94,63,0,0,bye,56,68,69,76,60,67,68,44
Dontae Johnson ,CB,Multi,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
Kevin Pierre-Louis ,LB,NYJ,0,0,0,7,0,0,0,0,0,0,bye,0,4,14,10,0,0
Nevin Lawson ,CB,DET,56,37,48,68,80,bye,56,59,46,56,57,58,69,70,62,55,0
Brent Urban ,DE,BAL,28,52,37,35,39,20,39,32,42,bye,27,33,26,35,29,24,27
Telvin Smith Sr. ,LB,JAC,72,61,62,56,70,73,64,58,bye,56,65,59,76,60,68,46,77
Ricardo Allen ,S,ATL,72,67,66,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
Bene Benwikere ,CB,Multi,1,10,34,65,95,71,58,66,0,59,66,35,0,0,0,32,0
Avery Williamson ,LB,NYJ,64,60,77,77,77,69,69,66,57,73,bye,70,68,76,53,90,68
Nat Berhe ,S,PIT,0,0,20,12,0,0,bye,0,0,0,0,0,0,0,0,0,0
Caraun Reid ,DT,DAL,0,0,0,28,10,0,0,bye,10,15,39,11,4,0,18,28,22
Chris Smith ,DE,CLE,57,38,41,5,25,14,12,10,11,22,bye,15,17,21,18,11,20
Devon Kennard ,LB,DET,58,64,48,69,78,bye,51,60,49,57,58,58,30,0,68,61,55
Antone Exum Jr. ,S,SF,0,6,75,68,1,1,5,20,0,59,bye,46,29,74,75,64,71
E.J. Gaines ,CB,CLE,0,0,0,42,79,53,0,0,7,0,bye,0,0,0,0,0,0
Zach Moore ,DE,ARI,22,16,6,5,37,10,11,8,bye,10,15,10,12,12,17,24,32
Marquis Flowers ,LB,Multi,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dre Hal ,S,HOU,0,0,0,0,0,0,29,0,0,bye,23,21,26,17,48,36,37
T.J. Carrie ,CB,CLE,1,35,37,68,55,28,70,60,63,75,bye,74,76,72,72,47,74
Shamar Stephen ,DT,SEA,40,44,39,36,38,26,bye,19,34,41,30,41,0,28,23,26,30
Beau Allen ,DT,TB,31,20,0,0,bye,42,41,37,39,27,31,22,20,20,19,12,25
Shelby Harris ,DE,DEN,15,22,30,26,21,18,22,16,25,bye,28,36,35,25,24,22,26
Terrance Mitchell ,CB,CLE,67,53,57,17,0,0,0,0,0,0,bye,0,0,71,72,38,70
Deon Lacey ,LB,BUF,2,0,0,0,0,0,0,0,0,12,bye,0,0,0,0,0,0
Jacquies Smith ,DE,Multi,16,9,4,0,0,0,0,0,0,13,20,4,0,0,0,0,0
Kenny Ladler ,S,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16
Michael Thomas ,S,NYG,12,2,23,10,20,13,20,12,bye,39,23,29,51,59,70,67,77
Kerry Hyder Jr. ,DT,DET,45,10,0,0,34,bye,0,0,0,5,7,0,0,0,15,0,37
Rontez Miles ,S,NYJ,0,0,0,0,0,0,0,0,0,0,bye,3,0,0,15,1,68
Malcolm Butler ,CB,TEN,55,67,52,78,53,48,29,bye,47,50,47,11,48,50,58,61,79
K'Waun Williams ,CB,SF,38,61,53,45,26,34,48,52,38,31,bye,46,39,0,0,36,48
Terrence Brooks ,S,NYJ,0,0,0,0,0,29,40,0,0,0,bye,0,0,0,0,0,0
Jordan Dangerfield ,S,PIT,0,0,0,0,0,4,bye,3,0,4,10,3,0,0,0,3,49
Josh Mauro ,DT,NYG,0,0,0,0,18,23,11,17,bye,31,26,26,17,20,37,23,24
Zach Kerr ,DT,DEN,11,21,23,23,25,24,25,15,24,bye,25,30,33,33,28,29,26
Marcus Williams ,CB,Multi,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12
Brandon Copeland ,LB,NYJ,51,32,45,48,48,38,48,28,37,37,bye,14,20,41,32,52,40
Shaquil Barrett ,LB,DEN,4,17,28,27,21,32,24,19,19,bye,23,22,0,0,0,15,24
Josh Martin ,LB,NYJ,0,0,0,19,0,0,0,0,0,0,bye,0,0,0,0,0,0
Neiko Thorpe ,CB,SEA,0,1,0,0,1,13,bye,0,0,0,0,0,0,0,0,0,15
Denico Autry ,DT,IND,41,0,0,76,28,0,0,42,bye,52,39,39,43,51,49,52,43
Tyler Patmon ,CB,JAC,1,1,34,44,42,44,13,0,bye,54,0,1,0,0,0,0,0
Kerry Wynn ,DE,NYG,21,20,44,20,42,41,22,30,bye,36,14,0,37,23,25,0,22
Robert Thomas ,DT,BUF,0,5,12,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Will Compton ,LB,TEN,19,24,0,16,8,0,0,bye,0,0,0,0,0,10,0,2,0
Brandon Dunn ,DT,HOU,32,31,16,18,24,32,20,27,26,bye,37,21,22,29,13,0,0
Mike Pennel ,DT,NYJ,18,10,19,16,12,13,8,25,23,31,bye,36,27,32,22,30,37
Joe Thomas ,LB,DAL,3,14,14,6,2,0,0,bye,0,0,0,0,0,0,0,0,19
Adarius Taylor ,LB,TB,20,12,23,27,bye,34,42,53,57,37,52,64,56,55,0,42,61
Ben Jacobs ,LB,CAR,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,6
Kasim Edebali ,LB,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,2
Ethan Westbrooks ,DE,LAR,14,14,8,12,8,19,16,5,6,14,7,bye,15,9,6,10,18
Brock Coyle ,LB,SF,61,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Daniel Sorensen ,S,KC,0,0,0,0,0,0,0,0,0,32,24,bye,37,71,47,80,63
Todd Davis ,LB,DEN,37,57,52,60,39,55,51,56,52,bye,68,64,67,69,48,38,30
Garrison Smith ,DT,Multi,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Goodwin ,CB,Multi,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Adrian Phillips ,S,LAC,11,27,16,14,34,65,40,bye,65,47,36,34,57,62,60,49,67
Leonard Williams ,DE,NYJ,46,49,65,57,59,55,58,54,39,52,bye,58,62,72,53,22,65
Randy Gregory ,DE,DAL,15,0,27,22,40,17,31,bye,0,40,34,35,24,29,41,54,49
Landon Collins ,S,NYG,64,53,68,70,71,71,65,69,bye,73,65,65,73,0,0,0,0
Shane Ray ,LB,DEN,18,18,31,28,20,18,0,0,13,bye,25,24,27,31,0,0,0
Trae Waynes ,CB,MIN,23,70,16,24,0,57,61,54,64,bye,65,53,19,0,49,72,64
Danny Shelton ,DT,NE,40,36,33,15,36,33,28,18,10,24,bye,9,0,0,0,18,23
Eddie Goldman ,DT,CHI,26,35,34,29,bye,40,47,31,36,40,34,34,47,36,31,35,19
Jordan Phillips ,DT,Multi,31,22,46,25,17,21,32,35,17,19,0,24,18,20,18,27,23
Marcus Peters ,CB,LAR,70,35,15,74,60,66,48,52,71,68,71,bye,59,69,64,44,49
Arik Armstead ,DE,SF,59,54,49,38,29,31,35,38,30,31,bye,33,36,39,39,35,34
P.J. Williams ,CB,NO,0,2,50,49,57,bye,53,56,60,26,37,55,53,57,47,68,23
Nate Orchard ,LB,Multi,0,5,15,15,0,0,0,0,1,0,0,0,0,0,0,0,0
Michael Bennett ,DT,Multi,0,0,0,0,18,21,0,0,0,0,0,0,0,0,0,0,0
Tony Lippett ,CB,NYG,0,0,0,0,0,0,0,0,bye,0,0,0,3,0,0,0,21
Brian Peters ,LB,HOU,0,0,0,0,0,0,0,0,14,bye,24,6,7,0,0,1,0
Byron Jones ,S,DAL,67,67,69,54,80,47,60,bye,69,62,56,63,52,52,72,81,70
Benardrick McKinney ,LB,HOU,57,59,54,64,62,62,68,63,66,bye,74,42,32,55,59,58,45
Adrian Amos ,S,CHI,60,66,51,63,bye,78,64,54,80,77,67,66,72,63,68,55,45
Kevin Johnson ,CB,HOU,65,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0
Dante Fowler Jr. ,DE,Multi,0,18,17,27,29,26,26,22,44,49,64,0,62,69,33,46,46
Vic Beasley Jr. ,LB,ATL,44,53,65,56,38,48,47,bye,50,21,32,28,48,35,42,58,36
Malcom Brown ,DT,NE,31,38,35,22,21,0,31,28,35,40,bye,29,32,31,34,23,26
Eric Kendricks ,LB,MIN,65,76,67,55,57,59,66,54,70,bye,73,53,73,61,45,0,0
Shaq Thompson ,LB,CAR,64,63,65,bye,56,37,42,39,30,31,41,42,25,26,40,0,0
Eli Harold ,LB,DET,9,25,21,17,0,bye,1,8,0,0,0,0,39,38,2,7,18
Carl Davis ,DE,CLE,0,10,4,5,7,0,0,0,5,0,bye,0,0,0,0,0,0
Preston Smith ,LB,WAS,39,47,62,bye,55,47,50,60,56,48,51,62,63,57,44,39,54
Danielle Hunter ,DE,MIN,58,66,60,51,55,51,57,45,49,bye,62,41,65,54,42,62,59
Eric Rowe ,CB,NE,74,17,0,0,0,17,28,0,0,0,bye,0,0,0,0,0,0
Damarious Randall ,S,CLE,83,59,62,83,87,60,93,71,0,74,bye,74,76,72,72,47,70
Stephone Anthony ,LB,MIA,0,0,3,1,4,1,6,0,1,0,bye,2,0,1,1,6,2
Ronald Darby ,CB,PHI,65,54,59,70,60,65,58,62,bye,49,0,0,0,0,0,0,0
Grady Jarrett ,DT,ATL,54,55,66,37,0,0,49,bye,44,43,48,46,59,45,48,73,44
Henry Anderson ,DE,NYJ,34,29,49,33,49,44,37,38,28,37,bye,44,51,48,37,74,37
Denzel Perryman ,LB,LAC,42,37,59,47,46,49,58,bye,46,2,0,0,0,0,0,0,0
Josh Shaw ,CB,Multi,0,0,0,0,0,22,9,0,1,0,0,3,8,20,37,0,0
Trey Flowers ,DE,NE,50,7,0,28,51,41,72,58,72,62,bye,60,48,41,55,45,42
Mario Edwards Jr. ,DE,NYG,6,2,24,21,20,10,22,21,bye,29,26,11,14,15,11,1,0
Markus Golden ,LB,ARI,0,0,12,34,0,38,34,39,bye,37,39,44,43,33,40,0,0
Kwon Alexander ,LB,TB,64,79,66,59,bye,67,31,0,0,0,0,0,0,0,0,0,0
Za'Darius Smith ,LB,BAL,36,55,37,46,63,22,43,36,63,bye,43,35,36,59,32,41,45
Jaquiski Tartt ,S,SF,71,71,0,0,50,70,56,25,0,0,bye,65,29,0,0,0,0
Bud Dupree ,LB,PIT,83,53,58,66,60,56,bye,53,51,49,57,41,53,63,32,54,41
Justin Hamilton ,DT,KC,0,0,0,0,0,0,0,0,0,0,0,bye,0,13,13,11,17
Bobby McCain ,CB,MIA,70,68,72,41,0,0,64,61,54,33,bye,43,65,80,69,66,43
Darryl Roberts ,CB,NYJ,22,0,9,22,73,69,69,66,57,0,bye,67,68,76,38,89,0
Geneo Grissom ,DE,NE,0,19,3,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Hayes Pullard ,LB,LAC,0,0,0,0,0,0,0,bye,0,16,0,6,7,6,0,11,45
Anthony Chickillo ,LB,PIT,10,10,24,16,32,15,bye,22,24,27,22,26,11,11,32,3,11
Leterrius Walton ,DE,PIT,0,13,0,0,0,0,bye,0,0,13,12,14,0,0,0,0,0
David Parry ,DT,MIN,13,11,0,0,0,0,24,0,0,bye,0,0,0,0,0,0,0
Christian Covington ,DT,HOU,9,0,24,0,0,0,11,17,20,bye,29,22,25,28,30,26,17
Angelo Blackson ,DT,HOU,43,22,30,38,29,13,26,16,21,bye,26,28,28,18,35,35,23
Darius Kilgo ,DT,Multi,0,0,0,0,11,20,1,0,4,14,22,13,5,8,0,5,28
Kyle Emanuel ,LB,LAC,13,17,0,31,11,15,24,bye,16,16,20,12,12,2,0,12,15
Darius Philon ,DE,LAC,35,36,53,45,36,52,47,bye,28,27,26,21,41,44,39,36,40
Rakeem Nunez-Roches ,DT,TB,0,0,0,0,bye,0,22,23,0,0,7,0,0,0,0,0,0
Steven Nelson ,CB,KC,82,81,68,60,83,78,48,73,74,73,80,bye,76,71,74,80,63
Ramik Wilson ,LB,LAR,31,20,35,37,1,0,10,0,0,0,0,bye,0,0,1,9,13
Damien Wilson ,LB,DAL,18,17,12,10,24,10,21,bye,34,12,12,19,14,17,29,16,23
Mark Nzeocha ,LB,SF,33,16,0,0,0,2,5,0,19,26,bye,27,19,4,16,8,0
Jordan Hicks ,LB,PHI,70,58,59,71,62,65,59,64,bye,69,64,0,0,0,0,43,21
Olsen Pierre ,DE,ARI,4,0,0,25,52,19,22,20,bye,23,40,24,18,0,0,0,0
Isaiah Johnson ,S,LAR,0,5,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0
Gabe Wright ,DT,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18
Quandre Diggs ,S,DET,58,64,48,43,81,bye,56,61,49,57,58,58,69,70,62,58,56
Christian Ringo ,DE,Multi,0,0,0,0,0,0,0,0,0,0,8,0,15,17,34,43,36
Akeem King ,CB,SEA,2,66,0,0,0,0,bye,1,0,0,2,0,2,3,3,13,52
Dean Marlowe ,S,BUF,0,0,0,0,54,0,0,0,0,0,bye,0,0,0,0,0,0
David Mayo ,LB,CAR,18,27,29,bye,14,0,1,0,0,6,0,1,1,0,0,0,47
Tyeler Davison ,DT,NO,52,0,0,25,27,bye,32,31,25,14,23,27,40,29,21,31,45
Rodney Gunter ,DT,ARI,30,26,26,16,76,23,33,54,bye,47,39,43,49,44,47,47,43
Bryce Hager ,LB,LAR,0,10,0,0,0,0,14,2,2,0,0,bye,0,2,0,9,14
Frank Clark ,DE,SEA,43,50,46,47,54,29,bye,43,41,56,44,44,53,45,48,48,37
Mike Hull ,LB,MIA,0,0,0,0,0,0,0,0,0,0,bye,1,0,0,0,46,18
David Irving ,DT,DAL,0,0,0,0,0,22,34,bye,0,0,0,0,0,0,0,0,0
Justin March ,LB,DAL,8,0,0,1,0,1,0,bye,0,0,0,0,0,0,0,0,0
De'Vante Bausby ,CB,PHI,0,0,0,0,0,0,0,0,bye,0,24,60,0,61,1,0,0
Nick Dzubnar ,LB,LAC,1,0,0,0,0,0,0,bye,0,0,0,1,0,0,0,0,0
Denzel Rice ,CB,Multi,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
Bryce Callahan ,CB,CHI,56,56,42,55,bye,74,39,53,77,57,61,55,37,13,0,0,0
Justin Coleman ,CB,SEA,36,20,47,40,63,46,bye,51,28,61,38,40,48,42,13,51,47
Deshazor Everett ,CB,WAS,2,2,2,bye,12,0,4,2,4,2,6,7,5,1,5,12,69
Josh Keyes ,LB,Multi,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
Ryan Delaire ,DE,SF,0,0,0,0,10,0,0,0,0,0,bye,0,0,0,0,0,13
Jermaine Whitehead ,S,Multi,25,25,15,39,0,27,0,75,15,0,0,0,0,0,0,0,6
Xavier Williams ,DT,KC,30,33,32,27,23,26,18,27,21,24,35,bye,30,24,19,28,27
Zach Vigil ,LB,WAS,16,1,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,2
Neville Hewitt ,LB,NYJ,7,3,0,2,0,0,0,0,3,0,bye,0,0,62,43,90,57
Troy Hill ,CB,LAR,0,10,9,2,49,40,48,37,69,39,60,bye,38,0,0,12,15
Matt Longacre ,LB,LAR,22,20,19,38,29,23,30,23,27,19,0,bye,9,0,0,7,16
Cameron Lynch ,LB,TB,0,0,0,3,bye,0,1,0,3,6,0,0,0,2,1,0,0
Curtis Riley ,CB,NYG,61,52,68,70,70,70,65,66,bye,73,70,65,69,59,70,67,54
Quinton Dunbar ,CB,WAS,40,60,68,bye,57,60,0,0,27,0,0,61,0,0,0,0,0
Efe Obada ,DE,CAR,0,0,19,bye,18,23,26,24,12,20,0,0,21,15,0,9,0
T.Y. McGill ,DT,Multi,0,0,0,0,0,0,0,0,0,16,30,15,10,12,12,0,0
Clayton Geathers ,S,IND,56,74,82,86,20,0,0,50,bye,75,56,53,58,68,37,0,0
Jordan Richards ,S,ATL,0,53,25,18,47,65,24,bye,19,20,26,23,30,21,18,21,18
Ibraheim Campbell ,S,Multi,0,1,0,0,0,0,0,1,0,0,13,53,46,0,0,0,0
Anthony Harris ,S,MIN,0,0,0,0,0,15,26,50,70,bye,73,53,74,66,53,75,68
Corey Moore ,S,IND,0,0,0,1,1,17,8,19,bye,1,7,0,0,0,0,0,0
Casey Kreiter ,LB,DEN,0,0,0,0,0,0,0,0,0,bye,0,0,1,0,0,0,0
Garrison Sanborn ,LB,TB,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,1,0,0
Joe Cardona ,LB,NE,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,1,0,0
Charley Hughlett ,LB,CLE,0,0,0,1,0,0,0,0,0,0,bye,0,0,1,0,0,0
Matt Overton ,LB,JAC,0,0,0,0,0,0,1,0,bye,1,0,0,0,0,0,0,0
Carson Tinker ,LB,JAC,2,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Aaron Brewer ,LB,ARI,0,0,1,0,0,1,0,0,bye,0,0,0,0,0,0,0,0
Tyler Ott ,LB,SEA,0,0,0,1,0,0,bye,0,0,0,0,0,0,0,0,0,0
Nick Sundberg ,LB,WAS,0,0,0,bye,0,0,0,1,0,0,0,0,0,0,0,0,0
Patrick Scales ,LB,CHI,0,1,0,0,bye,0,0,0,0,0,0,0,1,0,0,0,0
Don Muhlbach ,LB,DET,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,1,0,0
Kevin McDermott ,LB,MIN,0,0,0,0,0,0,1,0,0,bye,0,0,0,0,0,0,0
J.J. Jansen ,LB,CAR,1,0,0,bye,0,0,0,0,0,0,0,0,0,0,1,0,0
Joey Bosa ,DE,LAC,0,0,0,0,0,0,0,bye,0,0,31,33,56,54,48,49,43
Vernon Hargreaves III ,CB,TB,53,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Ramsey ,CB,JAC,72,61,60,56,69,71,64,62,bye,56,65,58,76,60,68,46,77
Emmanuel Ogbah ,DE,CLE,27,0,0,75,70,54,88,61,52,53,bye,59,60,56,56,36,61
DeForest Buckner ,DT,SF,54,63,55,52,48,65,40,58,40,48,bye,52,49,62,65,51,52
Robert Nkemdiche ,DT,ARI,55,53,59,51,0,49,20,51,bye,0,0,36,31,22,0,0,0
Myles Jack ,LB,JAC,72,61,62,56,70,73,64,62,bye,56,65,59,76,60,68,46,77
Shaq Lawson ,DE,BUF,35,0,0,25,19,20,28,43,40,41,bye,26,33,28,34,42,26
Mackensie Alexander ,CB,MIN,0,54,40,29,28,33,35,11,38,bye,58,40,40,37,43,40,40
A'Shawn Robinson ,DT,DET,0,23,20,36,32,bye,19,43,30,33,0,25,39,49,51,15,0
Jaylon Smith ,LB,DAL,63,57,60,52,79,47,58,bye,63,62,56,63,52,52,72,81,61
Austin Johnson ,DT,TEN,28,22,25,22,37,42,17,bye,17,22,18,28,18,24,14,23,42
Shilique Calhoun ,LB,OAK,12,0,9,0,0,15,0,0,0,24,12,29,39,0,0,0,0
Reggie Ragland ,LB,KC,42,25,49,26,24,49,27,55,36,39,8,bye,36,51,30,49,36
Carl Nassib ,DE,TB,26,34,17,15,bye,23,63,61,29,43,47,47,57,41,63,32,0
Jonathan Bullard ,DT,CHI,21,19,14,33,bye,22,22,7,35,20,14,17,16,14,7,15,25
Eli Apple ,CB,Multi,64,33,0,0,71,71,58,70,60,37,38,70,71,68,57,72,66
Darron Lee ,LB,NYJ,64,57,77,68,77,69,69,66,54,73,bye,70,64,0,0,0,0
William Jackson III ,CB,CIN,82,83,66,46,60,63,62,82,bye,69,79,63,58,57,58,68,67
Andrew Billings ,DT,CIN,33,37,35,34,36,47,45,27,bye,55,49,51,45,30,33,44,33
Kendall Fuller ,CB,KC,82,78,68,60,83,74,55,71,73,73,80,bye,73,71,74,0,63
Jayron Kearse ,S,MIN,22,3,0,10,21,5,29,37,16,bye,14,11,2,4,2,9,17
Leonard Floyd ,LB,CHI,46,39,32,46,bye,61,45,47,51,53,56,62,58,51,56,50,40
Adolphus Washington ,DT,Multi,32,0,0,0,17,0,29,35,0,22,0,0,0,0,0,0,0
Maliek Collins ,DT,DAL,24,31,0,0,0,13,25,bye,48,38,43,42,42,41,48,57,46
Kenny Clark ,DT,GB,54,55,56,47,57,52,bye,63,48,56,57,66,58,51,0,0,0
Darian Thompson ,S,Multi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Su'a Cravens ,LB,DEN,0,0,0,0,0,0,0,0,27,bye,16,24,34,16,0,0,0
Artie Burns ,CB,PIT,88,58,25,52,41,29,bye,0,0,10,0,0,1,0,5,0,0
Jarran Reed ,DT,SEA,59,52,50,49,60,32,bye,47,45,53,41,48,59,48,54,43,33
Noah Spence ,DE,TB,4,0,0,0,bye,0,9,5,0,4,0,11,1,0,0,0,11
Vonn Bell ,S,NO,30,40,54,49,51,bye,52,43,39,23,37,62,53,57,55,68,39
Jordan Jenkins ,LB,NYJ,44,49,51,53,41,39,35,26,40,45,bye,53,45,38,21,51,29
Vince Biegel ,LB,NO,0,0,0,0,0,bye,0,0,0,0,1,0,0,0,0,1,1
Keanu Neal ,S,ATL,37,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
Antwaun Woods ,DT,DAL,50,29,54,16,49,27,38,bye,48,40,0,34,31,34,35,51,49
Jalen Mills ,S,PHI,67,58,55,71,62,63,58,23,bye,0,0,0,0,0,0,0,0
Anthony Zettel ,DT,CLE,0,9,6,5,2,2,6,9,8,25,bye,17,21,13,21,3,11
Kentrell Brothers ,LB,MIN,0,0,0,0,0,0,2,0,0,bye,0,0,0,0,0,3,0
Will Redmond ,CB,GB,0,0,0,0,0,0,bye,0,0,0,0,0,0,4,0,0,0
Xavien Howard ,CB,MIA,69,65,74,80,60,70,64,60,66,56,bye,68,71,0,0,0,0
James Bradberry ,CB,CAR,64,63,65,bye,56,70,66,68,67,58,65,62,63,53,75,48,51
Bronson Kaufusi ,DE,NYJ,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,3,28,14
Rashard Robinson ,CB,NYJ,0,0,0,0,0,0,0,5,0,0,bye,0,8,6,0,0,64
Karl Joseph ,S,OAK,7,3,1,0,0,0,0,31,13,45,35,61,53,60,80,67,54
Yannick Ngakoue ,DE,JAC,57,40,42,46,45,44,44,44,bye,43,56,50,64,41,56,38,58
Maurice Canady ,CB,BAL,10,0,0,0,0,0,0,0,0,bye,0,0,1,0,1,0,0
Miles Killebrew ,S,DET,0,0,0,1,0,bye,0,0,0,0,0,0,0,0,0,0,0
Sheldon Rankins ,DT,NO,42,50,52,35,36,bye,38,47,36,25,30,46,45,44,42,48,26
Vernon Butler ,DT,CAR,26,22,30,bye,14,26,20,24,25,20,23,21,0,0,31,21,28
Tyler Matakevich ,LB,PIT,0,0,0,0,41,2,bye,0,0,12,0,0,0,0,0,1,0
Hassan Ridgeway ,DT,IND,0,12,0,0,0,13,20,0,bye,0,0,0,0,0,0,14,6
Kyler Fackrell ,LB,GB,4,13,23,26,25,29,bye,29,36,48,58,55,57,57,51,55,58
Sheldon Day ,DT,SF,17,20,19,24,16,45,25,22,19,22,bye,29,18,0,0,0,0
Deion Jones ,LB,ATL,69,0,0,0,0,0,0,bye,0,0,0,0,64,65,48,91,47
Nick Vigil ,LB,CIN,82,85,67,70,45,13,0,0,bye,0,0,0,57,57,59,69,68
Kamalei Correa ,LB,TEN,48,17,0,15,16,26,31,bye,36,24,14,10,0,0,31,37,16
Blake Martinez ,LB,GB,70,73,61,58,62,57,bye,78,56,68,70,70,62,71,60,61,73
Chris Jones ,DT,KC,59,56,50,48,30,56,37,47,51,49,52,bye,46,44,51,54,43
Erik Harris ,S,OAK,0,26,17,36,26,29,0,52,25,11,7,14,14,32,33,59,54
Javon Hargrave ,DT,PIT,25,17,23,27,17,21,bye,24,18,37,51,46,33,31,31,30,24
Jihad Ward ,DT,IND,0,33,29,19,24,36,3,0,bye,0,0,0,0,0,0,0,0
Sean Davis ,S,PIT,89,58,73,76,72,57,bye,64,61,46,69,57,62,67,64,65,0
Cyrus Jones ,CB,Multi,0,0,7,3,0,0,1,2,0,0,0,2,1,0,1,0,0
Adam Gotsis ,DE,DEN,21,28,32,36,29,26,29,21,27,bye,30,35,41,43,42,38,37
Kevin Byard ,S,TEN,62,67,57,78,65,76,44,bye,59,66,59,65,68,71,65,62,79
KeiVarae Russell ,CB,CIN,0,0,0,0,0,0,6,15,bye,26,0,4,1,27,0,0,59
Daryl Worley ,CB,OAK,0,0,0,0,49,63,0,78,39,44,47,58,38,26,64,0,0
