Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Stefon Diggs ,WR,MIN,61,62,57,63,53,63,63,64,0,bye,62,66,47,50,55,52,56
Chris Manhertz ,TE,CAR,35,13,39,bye,39,10,6,22,25,16,12,18,8,21,15,25,44
A.J. Derby ,TE,MIA,46,34,14,0,0,0,0,0,0,30,bye,0,0,0,0,0,0
Matt Lengel ,TE,Multi,0,0,0,0,0,1,5,11,0,5,6,10,15,17,40,13,8
Jake Kumerow ,WR,GB,0,0,0,0,0,0,bye,0,0,0,0,0,5,6,21,57,47
C.J. Uzomah ,TE,CIN,36,38,35,51,55,56,55,64,bye,42,55,74,67,59,69,41,44
DeAndre Carter ,WR,Multi,53,19,0,0,0,2,3,6,0,0,0,12,44,8,32,49,56
Darren Waller ,TE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,15
Neal Sterling ,TE,NYJ,40,10,0,0,0,36,32,11,0,0,bye,0,0,0,0,0,0
James O'Shaughnessy ,TE,JAC,26,12,12,34,36,36,0,0,bye,53,56,57,39,54,41,42,35
Chris Conley ,WR,KC,35,36,49,73,43,38,46,30,34,54,64,bye,65,85,57,57,36
Geoff Swaim ,TE,DAL,58,50,55,64,59,66,47,bye,0,56,57,0,0,0,0,0,0
Geremy Davis ,WR,LAC,0,6,5,8,9,10,1,bye,0,0,0,13,1,1,11,0,9
Zach Zenner ,RB,DET,0,0,0,0,0,bye,0,0,0,2,3,4,3,16,26,27,37
Michael Burton ,RB,CHI,9,0,1,7,bye,0,0,0,8,7,0,0,1,10,0,6,0
Damiere Byrd ,WR,CAR,0,0,0,bye,13,0,2,9,9,4,6,1,0,0,0,0,0
J.J. Nelson ,WR,ARI,1,23,6,6,2,11,17,18,bye,20,17,18,12,48,15,0,0
Corey Grant ,RB,JAC,6,30,20,7,2,0,0,0,bye,0,0,0,0,0,0,0,0
Matt LaCosse ,TE,DEN,1,2,1,15,19,27,18,27,25,bye,19,27,47,59,68,0,62
Eli Rogers ,WR,PIT,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,28,38,43
Tyrell Williams ,WR,LAC,62,45,38,55,46,49,36,bye,47,45,67,9,49,48,65,58,41
Brian Parker ,TE,DEN,0,0,0,0,5,2,5,0,4,bye,5,9,10,16,13,55,23
Raheem Mostert ,RB,SF,1,0,3,1,13,23,23,12,14,0,bye,0,0,0,0,0,0
Eric Tomlinson ,TE,NYJ,29,37,24,14,46,27,26,6,24,13,bye,23,21,21,26,18,0
Bradley Marquez ,WR,DET,7,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0
Cameron Meredith ,WR,NO,0,0,34,22,30,bye,18,9,13,0,0,0,0,0,0,0,0
Rod Smith ,RB,DAL,4,3,3,13,11,8,0,bye,7,10,8,5,8,13,6,3,48
Darius Jennings ,WR,TEN,6,6,7,16,8,5,3,bye,6,5,12,11,4,18,15,29,28
Daniel Brown ,TE,CHI,0,1,0,3,bye,0,0,1,7,0,2,2,0,3,2,2,0
Adam Humphries ,WR,TB,44,29,53,49,bye,51,57,62,55,54,49,38,41,57,29,63,50
Laquon Treadwell ,WR,MIN,38,45,58,46,30,38,51,46,41,bye,29,33,22,30,22,0,14
Ezekiel Elliott ,RB,DAL,59,50,56,53,50,63,66,bye,52,61,56,65,63,86,61,49,0
Jared Goff ,QB,LAR,63,73,77,55,66,74,51,78,60,65,80,bye,69,63,76,60,55
Corey Coleman ,WR,Multi,0,0,0,0,0,0,0,0,0,8,5,13,11,42,22,15,16
Josh Doctson ,WR,WAS,70,71,48,bye,0,59,57,56,68,45,64,59,43,56,56,55,41
Derrick Henry ,RB,TEN,20,25,32,28,21,12,24,bye,14,15,21,27,28,24,49,35,26
Carson Wentz ,QB,PHI,0,0,82,78,59,71,67,62,bye,62,51,65,75,52,0,0,0
Michael Thomas ,WR,NO,61,58,76,66,51,bye,65,51,65,46,57,52,51,58,70,61,41
Alex Collins ,RB,BAL,27,42,36,36,27,35,28,33,31,bye,17,0,0,0,0,0,0
Tyler Boyd ,WR,CIN,49,58,51,62,45,57,56,61,bye,41,52,72,66,65,39,0,0
Devontae Booker ,RB,DEN,20,22,26,21,22,22,6,32,26,bye,11,6,13,17,15,24,35
Pharoh Cooper ,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
Sterling Shepard ,WR,NYG,61,65,59,59,56,63,58,67,bye,56,46,56,57,43,65,57,66
Kenneth Dixon ,RB,BAL,22,0,0,0,0,0,0,0,0,bye,0,0,17,23,39,29,22
Austin Hooper ,TE,ATL,59,53,58,57,55,54,56,bye,54,61,47,48,38,55,34,31,49
Jordan Howard ,RB,CHI,50,48,46,33,bye,36,46,38,26,30,48,35,34,39,34,40,41
Rashard Higgins ,WR,CLE,54,46,54,53,31,0,0,0,29,22,bye,20,33,26,30,43,43
Tajae Sharpe ,WR,TEN,58,28,24,31,33,35,56,bye,54,54,58,38,53,20,39,3,7
Dak Prescott ,QB,DAL,64,53,59,69,62,67,66,bye,59,69,64,70,71,99,69,52,77
Leonte Carroo ,WR,MIA,0,0,0,0,0,0,0,0,0,17,bye,22,0,0,1,0,1
Jonathan Williams ,RB,Multi,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Prosise ,RB,SEA,7,18,0,3,0,0,bye,0,0,2,0,0,0,0,0,0,0
Jeff Driskel ,QB,CIN,0,0,0,0,0,0,9,0,bye,7,1,44,68,68,80,47,49
Tyler Higbee ,TE,LAR,60,65,58,34,53,55,42,62,42,50,59,bye,47,27,42,50,43
Will Fuller V ,WR,HOU,0,55,68,27,77,52,52,44,0,bye,0,0,0,0,0,0,0
Kenyan Drake ,RB,MIA,46,36,29,22,41,49,36,37,28,34,bye,24,30,24,28,39,42
Jacoby Brissett ,QB,IND,0,0,1,0,0,0,8,0,bye,0,8,1,0,0,0,0,0
Cody Kessler ,QB,JAC,1,0,0,0,0,0,38,0,bye,0,0,0,58,71,52,44,0
Nick Vannett ,TE,SEA,35,26,35,54,51,0,bye,31,48,41,42,25,25,29,20,33,35
Chris Moore ,WR,BAL,19,28,22,33,23,40,31,38,24,bye,28,26,51,23,26,27,33
Tyler Ervin ,RB,Multi,7,0,0,0,3,0,22,35,10,0,0,0,0,0,0,0,0
Demarcus Robinson ,WR,KC,5,7,11,45,9,6,11,20,18,42,35,bye,42,56,36,40,35
Seth DeValve ,TE,CLE,6,0,0,0,9,1,0,5,14,4,bye,15,6,7,15,14,2
Wendell Smallwood ,RB,PHI,1,24,29,37,29,44,35,31,bye,21,4,1,2,4,20,16,26
Jakeem Grant ,WR,MIA,25,32,9,31,15,31,39,63,29,8,bye,0,0,0,0,0,0
Robby Anderson ,WR,NYJ,35,53,42,42,32,53,62,0,47,0,bye,48,49,38,71,56,54
Charone Peake ,WR,NYJ,13,0,0,0,0,0,9,16,2,22,bye,6,2,1,7,9,2
Cody Core ,WR,CIN,0,0,6,11,8,8,14,6,bye,20,34,30,35,34,51,43,11
Alex Erickson ,WR,CIN,1,0,7,36,36,46,20,51,bye,16,9,7,5,21,36,32,41
Andy Janovich ,RB,DEN,14,11,13,17,10,17,20,18,15,bye,9,21,23,13,16,12,11
Derek Watt ,RB,LAC,7,7,8,11,14,10,3,bye,11,11,10,12,2,10,6,3,21
Tyreek Hill ,WR,KC,40,51,68,70,64,53,52,48,61,54,69,bye,63,65,53,58,36
Johnny Holton ,WR,OAK,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
DeAndre Washington ,RB,OAK,0,0,0,0,0,0,0,2,10,6,23,8,6,1,2,5,7
Rico Gathers ,TE,DAL,0,5,5,10,7,14,7,bye,18,10,9,15,10,14,10,6,6
Marcus Johnson ,WR,IND,0,5,2,19,35,34,0,0,bye,0,0,0,0,0,0,0,0
Byron Marshall ,RB,WAS,0,0,0,bye,0,0,0,0,0,0,17,1,0,19,7,3,1
Nate Sudfeld ,QB,PHI,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,1,10
Ben Braunecker ,TE,CHI,2,1,5,12,bye,8,13,0,0,13,14,11,4,5,10,5,16
Dwayne Washington ,RB,NO,0,0,0,2,0,bye,0,0,0,16,4,0,0,0,0,0,24
Geronimo Allison ,WR,GB,42,60,52,56,0,0,bye,30,0,0,0,0,0,0,0,0,0
David Morgan ,TE,MIN,30,22,0,23,20,30,24,17,8,bye,0,0,0,0,23,23,11
Dan Vitale ,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,8,2
Temarrick Hemingway ,TE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
Peyton Barber ,RB,TB,48,36,44,31,bye,41,35,43,35,33,48,36,40,32,32,48,35
Brandon Wilds ,RB,Multi,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Hakeem Valles ,TE,Multi,18,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Chester Rogers ,WR,IND,47,26,40,73,64,46,35,39,bye,17,21,32,1,25,37,46,44
Alex Ellis ,TE,KC,10,1,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0
Marvin Hall ,WR,ATL,9,9,12,16,19,15,12,bye,14,6,8,12,11,5,18,11,9
Jaydon Mickens ,WR,JAC,3,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Jalen Richard ,RB,OAK,37,8,20,34,27,24,0,22,22,27,32,26,32,33,30,23,16
Maurice Harris ,WR,WAS,0,0,9,bye,49,44,36,56,60,38,41,36,28,36,30,0,0
Robert Kelley ,RB,WAS,8,1,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Wick ,TE,Multi,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Ham ,RB,MIN,13,7,17,20,8,14,2,10,2,bye,3,8,5,9,18,3,0
Alan Cross ,TE,TB,15,11,3,3,bye,2,7,6,4,5,5,15,15,9,2,0,0
J.D. McKissic ,RB,SEA,0,0,0,0,0,0,bye,0,0,0,0,0,2,1,3,2,1
Josh Perkins ,TE,PHI,4,26,31,8,1,11,7,7,bye,0,0,0,0,0,0,0,0
Tommylee Lewis ,WR,NO,5,0,0,0,0,bye,0,0,0,0,0,28,0,13,11,4,9
Elijhaa Penny ,RB,Multi,0,0,6,5,0,3,6,2,0,7,16,12,16,15,6,17,13
Dalvin Cook ,RB,MIN,57,50,0,18,0,0,0,0,28,bye,59,41,47,50,42,46,53
Mike Williams ,WR,LAC,44,39,35,46,45,38,30,bye,15,26,45,64,33,29,66,40,27
Leonard Fournette ,RB,JAC,21,0,0,24,0,0,0,0,bye,39,35,31,0,55,26,49,0
O.J. Howard ,TE,TB,43,46,48,15,bye,34,63,53,37,45,51,0,0,0,0,0,0
Mitchell Trubisky ,QB,CHI,70,66,74,59,bye,70,82,66,48,57,73,0,0,71,60,64,68
Corey Davis ,WR,TEN,63,48,52,60,49,38,61,bye,65,59,58,53,65,49,65,49,38
John Ross ,WR,CIN,37,45,31,18,0,0,28,0,bye,36,51,69,60,61,73,45,49
DeShone Kizer ,QB,GB,14,0,0,0,0,0,bye,0,0,0,0,0,0,1,0,0,47
Christian McCaffrey ,RB,CAR,57,63,67,bye,69,60,59,64,61,54,58,59,70,74,58,83,10
Deshaun Watson ,QB,HOU,74,67,68,86,80,61,64,60,62,bye,63,65,76,72,53,65,77
David Njoku ,TE,CLE,78,46,62,68,72,60,57,53,55,35,bye,43,46,43,56,40,57
Chris Godwin ,WR,TB,46,29,38,31,bye,37,66,63,37,34,23,49,52,60,41,62,51
D'Onta Foreman ,RB,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,31,0
Evan Engram ,TE,NYG,64,60,13,0,0,0,52,62,bye,36,17,0,0,33,45,42,51
Patrick Mahomes II ,QB,KC,56,58,75,78,70,54,70,58,63,59,72,bye,71,86,60,61,41
Nathan Peterman ,QB,Multi,32,0,0,0,0,24,0,2,90,0,0,0,0,0,0,0,0
Chad Kelly ,QB,DEN,0,0,0,0,0,1,0,0,0,bye,0,0,0,0,0,0,0
Joshua Dobbs ,QB,PIT,0,0,0,0,1,0,bye,1,1,8,0,0,0,19,0,0,0
C.J. Beathard ,QB,SF,0,0,1,60,98,57,59,66,0,0,bye,0,0,0,0,0,0
Joe Mixon ,RB,CIN,44,39,0,0,47,42,44,55,bye,29,34,53,39,47,52,38,32
Alvin Kamara ,RB,NO,52,51,68,59,31,bye,39,38,41,35,44,37,36,41,48,40,0
Wayne Gallman ,RB,NYG,6,5,16,9,8,17,5,2,bye,5,6,14,15,27,0,8,12
Samaje Perine ,RB,WAS,0,0,0,bye,0,8,2,0,15,0,0,0,0,0,0,0,5
Jamaal Williams ,RB,GB,37,47,30,28,33,27,bye,13,31,14,4,13,38,24,59,85,39
Kareem Hunt ,RB,KC,40,40,46,45,52,31,46,49,49,44,61,bye,0,0,0,0,0
Taywan Taylor ,WR,TEN,9,24,32,45,25,33,49,bye,18,0,0,0,29,41,54,44,43
JuJu Smith-Schuster ,WR,PIT,63,76,55,60,50,50,bye,56,76,42,61,66,60,52,60,69,63
Zay Jones ,WR,BUF,60,51,42,53,50,58,51,60,79,62,bye,55,66,69,66,61,58
Isaiah Ford ,WR,MIA,0,0,0,0,0,0,0,0,0,0,bye,0,13,0,0,0,0
Cooper Kupp ,WR,LAR,61,73,75,53,36,28,0,0,60,54,0,bye,0,0,0,0,0
Curtis Samuel ,WR,CAR,0,0,0,bye,12,3,19,26,17,19,16,54,58,69,55,79,40
Dede Westbrook ,WR,JAC,32,51,39,57,61,44,50,58,bye,61,49,50,51,65,43,52,44
Josh Reynolds ,WR,LAR,2,2,4,1,36,46,51,69,2,10,78,bye,67,63,75,35,70
Noah Brown ,WR,DAL,0,0,0,0,0,0,0,bye,0,9,10,20,21,8,13,11,10
Marlon Mack ,RB,IND,0,18,0,0,0,24,37,49,bye,33,38,36,29,40,44,43,53
Jeremy McNichols ,RB,Multi,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Clement ,RB,PHI,13,33,45,0,0,26,25,13,bye,18,14,24,23,4,0,0,0
James Conner ,RB,PIT,77,72,56,49,45,66,bye,56,68,23,58,67,49,0,0,0,32
Brian Hill ,RB,ATL,0,0,0,0,0,0,0,bye,0,0,0,6,0,9,5,14,32
Tarik Cohen ,RB,CHI,28,21,30,29,bye,35,42,38,27,31,29,22,42,30,38,33,19
Elijah McGuire ,RB,NYJ,0,0,0,0,0,0,0,0,36,32,bye,35,25,40,56,51,43
Jake Butt ,TE,DEN,36,26,35,0,0,0,0,0,0,bye,0,0,0,0,0,0,0
Adam Shaheen ,TE,CHI,0,0,0,0,bye,0,0,0,0,0,18,0,24,22,27,29,39
Jordan Leggett ,TE,NYJ,15,0,19,28,29,22,22,12,33,17,bye,17,23,19,26,16,29
Gerald Everett ,TE,LAR,5,8,21,23,16,21,22,17,18,16,23,bye,24,36,34,51,45
Jonnu Smith ,TE,TEN,40,59,57,69,42,25,56,bye,54,60,42,42,48,17,0,0,0
Jeremy Sprinkle ,TE,WAS,34,13,24,bye,11,21,19,20,12,26,27,10,8,16,41,46,36
Cooper Rush ,QB,DAL,0,0,0,0,0,6,0,bye,0,0,0,0,0,0,0,0,0
T.J. Logan ,RB,ARI,0,0,0,0,0,0,0,1,bye,3,1,2,3,1,10,0,0
Austin Ekeler ,RB,LAC,22,23,18,23,23,21,42,bye,9,20,18,26,48,39,0,0,15
Shelton Gibson ,WR,PHI,4,35,1,3,9,4,2,2,bye,1,0,0,3,0,0,0,0
Kenny Golladay ,WR,DET,65,71,64,53,49,bye,49,54,68,75,61,65,70,50,52,58,0
Jehu Chesson ,WR,WAS,0,1,0,bye,0,0,0,0,0,4,0,0,0,1,0,0,1
Stacy Coley ,WR,Multi,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Kittle ,TE,SF,50,50,54,50,87,53,53,60,33,71,bye,60,67,66,59,54,61
Michael Roberts ,TE,DET,14,7,0,0,0,bye,19,18,36,33,0,23,0,9,0,0,0
Antony Auclair ,TE,TB,10,17,16,19,bye,23,22,15,13,14,14,36,31,23,27,31,29
Robert Tonyan ,TE,GB,0,0,0,0,3,2,bye,3,2,0,3,1,9,7,8,15,14
Trent Taylor ,WR,SF,37,16,25,31,50,0,20,19,0,7,bye,9,23,23,15,26,20
Jacob Hollister ,TE,NE,0,14,0,0,4,3,0,0,0,22,bye,5,6,5,0,0,0
Austin Carr ,WR,NO,44,32,13,12,14,bye,15,19,15,22,31,18,14,14,0,0,11
Josh Malone ,WR,CIN,2,6,29,4,10,4,0,4,bye,0,0,0,0,0,0,1,8
Mason Schreck ,TE,CIN,0,0,0,0,12,7,2,0,bye,0,0,0,0,0,0,0,0
Matthew Dayes ,RB,SF,0,0,0,0,0,0,0,0,0,1,bye,0,1,0,0,0,1
Tim Patrick ,WR,DEN,10,4,2,2,6,2,16,19,48,bye,27,8,21,64,51,58,56
Mo Alie-Cox ,TE,IND,0,0,0,13,0,12,31,25,bye,23,26,0,0,0,40,32,39
Darrell Daniels ,TE,Multi,0,0,0,0,20,34,0,9,2,3,3,0,0,0,0,0,18
Isaiah McKenzie ,WR,Multi,0,0,0,0,0,0,0,3,0,7,0,33,36,59,35,39,13
De'Angelo Henderson Sr. ,RB,NYJ,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,3
Gehrig Dieter ,WR,KC,0,0,0,0,0,0,0,0,0,0,0,bye,7,9,0,1,15
Ryan Switzer ,WR,PIT,7,14,7,21,4,2,bye,19,13,8,24,52,24,28,21,35,24
Blake Jarwin ,TE,DAL,22,14,12,27,18,22,9,bye,27,3,3,35,28,57,43,27,39
Jamal Agnew ,WR,DET,0,0,0,3,0,bye,0,0,0,0,0,0,0,0,0,0,0
Aaron Jones ,RB,GB,0,0,17,29,22,19,bye,32,43,42,44,40,39,42,7,0,0
Eric Saubert ,TE,ATL,13,8,5,4,8,14,8,bye,6,4,1,13,7,32,30,7,19
Alex Armah ,RB,CAR,20,3,17,bye,10,2,3,10,10,7,1,4,1,5,3,8,12
Nick Mullens ,QB,SF,0,0,0,0,0,0,0,0,55,73,bye,64,76,72,62,55,62
Chad Williams ,WR,ARI,50,34,43,51,41,39,45,47,bye,0,0,0,0,0,0,29,50
Ricky Seals-Jones ,TE,ARI,49,44,42,39,34,39,29,49,bye,46,21,19,22,44,55,5,0
Johnny Mundt ,TE,LAR,2,0,2,2,2,2,11,0,0,0,0,bye,0,0,0,8,11
Chris Carson ,RB,SEA,25,19,51,0,36,28,bye,42,10,0,30,32,34,35,39,43,32
David Moore ,WR,SEA,16,20,23,43,31,30,bye,45,63,45,40,32,28,52,58,55,39
Jason Croom ,TE,BUF,18,16,25,12,21,16,16,17,42,44,bye,29,25,0,32,44,30
Anthony Firkser ,TE,TEN,0,7,0,0,0,15,15,bye,7,3,14,13,18,23,15,28,22
Taquan Mizzell ,RB,CHI,0,0,0,0,bye,0,0,0,7,8,1,9,14,6,11,9,5
Keelan Cole Sr. ,WR,JAC,48,59,53,60,74,45,52,15,bye,22,16,50,36,51,39,35,33
Dare Ogunbowale ,RB,TB,0,0,0,0,bye,0,0,0,0,0,0,2,0,0,0,0,0
Sean Culkin ,TE,LAC,17,16,20,13,19,24,11,bye,16,11,10,7,11,0,0,0,16
Marcus Kemp ,WR,KC,0,0,1,0,1,0,3,0,0,2,3,bye,1,9,1,0,14
Zach Pascal ,WR,IND,11,18,6,46,64,61,41,29,bye,15,24,11,42,35,49,35,43
Matt Breida ,RB,SF,30,25,29,38,13,27,5,32,27,44,bye,31,10,0,45,9,0
Victor Bolden Jr. ,WR,Multi,0,0,0,0,57,3,0,5,0,0,0,0,0,0,0,0,3
Kendrick Bourne ,WR,SF,8,10,15,25,42,23,25,54,12,69,bye,56,67,43,46,52,58
Taysom Hill ,QB,NO,1,0,5,15,14,bye,26,18,11,24,13,11,7,7,13,10,8
Dan Arnold ,TE,NO,0,0,0,0,14,bye,12,10,13,28,15,12,12,0,14,0,11
Patrick Ricard ,RB,BAL,14,5,13,12,5,0,2,5,9,bye,16,17,0,0,0,0,0
Trey Edmunds ,RB,PIT,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,1,0
River Cracraft ,WR,DEN,0,0,0,0,0,0,0,0,7,bye,2,3,1,2,1,3,8
Brandon Zylstra ,WR,MIN,0,2,0,1,0,0,1,1,1,bye,1,1,0,0,0,6,3
Lamar Jackson ,QB,BAL,31,6,2,9,5,2,5,14,13,bye,79,70,66,69,76,61,77
Josh Rosen ,QB,ARI,0,0,13,60,51,58,66,66,bye,73,54,47,62,70,51,44,65
Sam Darnold ,QB,NYJ,60,65,63,56,62,71,71,54,66,0,bye,0,0,51,75,60,56
Baker Mayfield ,QB,CLE,0,0,46,81,80,74,68,64,72,53,bye,64,57,52,67,69,59
Saquon Barkley ,RB,NYG,55,58,44,54,48,50,59,68,bye,54,47,48,57,31,65,56,59
Ronald Jones II ,RB,TB,0,0,0,20,bye,12,29,11,0,0,0,0,9,4,4,0,1
Royce Freeman ,RB,DEN,29,16,29,16,30,25,18,0,0,bye,13,15,21,9,18,25,44
Nick Chubb ,RB,CLE,4,3,5,3,11,7,45,31,37,42,bye,46,27,33,40,39,22
Kerryon Johnson ,RB,DET,16,36,32,20,29,bye,38,48,39,55,33,0,0,0,0,0,0
Josh Adams ,RB,PHI,0,0,8,1,1,0,8,18,bye,19,28,40,41,21,24,25,18
Ito Smith ,RB,ATL,0,19,10,30,12,31,28,bye,28,22,20,26,24,32,29,0,0
Kalen Ballage ,RB,MIA,0,0,0,1,2,0,3,1,4,5,bye,2,8,0,26,14,26
Courtland Sutton ,WR,DEN,44,54,53,42,59,35,40,49,56,bye,50,42,41,51,63,66,74
James Washington ,WR,PIT,11,66,40,47,35,16,bye,0,69,46,35,18,0,22,44,27,49
Anthony Miller ,WR,CHI,39,37,36,0,bye,41,52,48,36,42,60,33,58,37,26,29,2
Marcell Ateman ,WR,OAK,0,0,0,0,0,0,0,0,0,0,65,48,62,50,49,47,49
Deontay Burnett ,WR,NYJ,0,0,0,0,0,0,15,41,20,0,bye,0,0,0,0,22,30
Calvin Ridley ,WR,ATL,45,35,42,38,48,7,41,bye,47,54,40,52,34,44,43,29,46
Michael Gallup ,WR,DAL,29,25,25,40,24,59,56,bye,47,58,52,36,52,77,55,41,63
Tre'Quan Smith ,WR,NO,11,22,26,26,44,bye,52,41,48,51,50,0,44,41,46,26,40
Dante Pettis ,WR,SF,47,56,25,0,0,0,0,7,11,41,bye,58,71,61,57,17,0
D.J. Moore ,WR,CAR,17,17,33,bye,30,27,26,46,53,49,45,54,66,67,57,87,59
Trey Quinn ,WR,WAS,8,0,0,bye,0,0,0,0,0,0,53,46,0,0,0,0,0
Christian Kirk ,WR,ARI,45,31,37,40,32,46,52,50,bye,65,48,43,53,0,0,0,0
Mark Andrews ,TE,BAL,22,36,27,26,33,19,26,22,27,bye,25,19,32,25,29,20,27
Dallas Goedert ,TE,PHI,17,17,55,32,34,32,37,30,bye,17,16,36,39,31,39,48,43
Jaylen Samuels ,RB,PIT,0,0,0,0,2,0,bye,7,6,18,2,4,17,48,40,53,31
Mike Gesicki ,TE,MIA,21,33,28,41,30,27,16,16,27,20,bye,37,22,20,25,16,21
Hayden Hurst ,TE,BAL,0,0,0,0,21,18,18,30,27,bye,35,19,21,18,30,17,21
Roc Thomas ,RB,MIN,0,0,0,4,14,5,3,3,0,bye,0,0,0,0,0,0,0
Antonio Callaway ,WR,CLE,15,50,69,57,55,72,50,59,39,39,bye,38,41,39,49,47,47
J'Mon Moore ,WR,GB,0,0,0,11,14,17,bye,0,0,5,0,11,0,0,0,0,16
D.J. Chark Jr. ,WR,JAC,14,29,11,29,25,13,30,48,bye,45,36,0,0,0,0,0,12
Nyheim Hines ,RB,IND,37,25,43,63,56,30,17,28,bye,20,16,26,45,28,29,23,14
Josh Allen ,QB,BUF,32,62,67,58,65,38,0,0,0,0,bye,58,72,76,68,61,62
Justin Jackson ,RB,LAC,0,0,0,0,0,7,5,bye,0,0,0,13,14,21,56,21,12
Allen Lazard ,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Richie James Jr. ,WR,SF,0,7,0,0,24,0,3,0,23,5,bye,31,30,4,3,4,58
John Kelly ,RB,LAR,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,7,17,26
Mark Walton ,RB,CIN,0,0,7,28,12,19,13,11,bye,2,0,0,1,0,0,0,0
Auden Tate ,WR,CIN,0,0,0,0,0,0,0,0,bye,7,1,32,0,1,0,3,33
Equanimeous St. Brown ,WR,GB,0,0,0,0,60,35,bye,6,15,33,43,36,15,34,42,39,0
Rashaad Penny ,RB,SEA,25,20,10,16,0,13,bye,0,13,27,17,10,12,14,0,0,4
Sony Michel ,RB,NE,0,13,23,33,27,37,6,0,0,18,bye,30,30,33,23,23,25
Dalton Schultz ,TE,DAL,2,0,0,0,0,0,19,bye,24,8,11,42,40,46,31,33,44
Ian Thomas ,TE,CAR,37,63,52,bye,51,1,0,8,2,10,2,2,53,61,54,77,56
Javon Wims ,WR,CHI,0,0,0,1,bye,0,0,2,6,0,0,0,0,0,0,0,21
Jordan Thomas ,TE,HOU,14,24,15,27,29,21,55,54,39,bye,34,33,40,33,24,15,13
Jordan Akins ,TE,HOU,37,15,25,37,18,8,30,34,36,bye,18,25,21,15,14,24,31
Kyle Lauletta ,QB,NYG,0,0,0,0,0,0,0,0,bye,0,0,0,0,18,0,0,1
Robert Foster ,WR,Multi,16,29,22,23,8,2,0,0,0,33,0,34,36,73,57,59,58
DaeSean Hamilton ,WR,DEN,15,12,15,6,32,18,4,0,0,bye,14,29,47,72,72,63,73
Keke Coutee ,WR,HOU,0,0,0,80,57,45,16,0,0,bye,42,27,0,0,0,0,0
Chase Edmonds ,RB,ARI,17,10,8,7,3,4,23,13,bye,17,11,9,13,10,25,13,16
Jordan Wilkins ,RB,IND,46,23,17,33,18,0,15,4,bye,5,11,8,5,0,2,0,13
Phillip Lindsay ,RB,DEN,27,28,11,24,29,20,35,41,38,bye,32,36,25,48,39,21,0
Durham Smythe ,TE,MIA,15,9,9,2,7,5,4,4,9,0,bye,10,17,20,16,23,26
Darrel Williams ,RB,KC,0,0,0,0,0,0,0,0,0,1,0,bye,3,2,15,3,16
Daurice Fountain ,WR,IND,0,0,0,0,0,0,0,0,bye,0,0,0,0,3,0,0,0
Marquez Valdes-Scantling ,WR,GB,2,6,12,54,77,66,bye,32,60,54,48,44,64,30,21,71,51
Ray-Ray McCloud ,WR,BUF,0,0,14,20,13,14,0,11,17,19,bye,0,0,1,8,0,4
Chris Herndon IV ,TE,NYJ,34,44,34,36,41,28,24,27,42,36,bye,51,50,41,52,39,46
Trenton Cannon ,RB,NYJ,12,0,0,0,1,3,23,29,7,13,bye,9,9,18,23,18,20
Damion Ratley ,WR,CLE,0,0,1,0,0,65,41,32,20,2,bye,2,7,2,1,3,0
David Williams ,RB,Multi,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,2,4
Tyler Conklin ,TE,MIN,9,8,9,9,7,8,4,7,12,bye,9,17,4,7,23,9,4
Justin Watson ,WR,TB,0,0,0,3,bye,6,2,12,5,6,4,9,7,8,2,0,9
Russell Gage ,WR,ATL,1,0,2,1,2,6,0,bye,0,0,0,0,2,6,20,8,13
Buddy Howell ,RB,HOU,0,0,0,0,0,0,0,0,0,bye,0,1,1,0,1,0,0
Chris Lacy ,WR,DET,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,35
Jordan Franks ,TE,CIN,0,0,0,0,0,0,0,1,bye,1,3,0,7,5,0,0,0
Derrick Willies ,WR,CLE,2,0,1,2,26,0,0,0,0,0,bye,0,0,0,0,0,0
