Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Alec Ogletree ,LB,LAR,41,71,79,71,68,69,45,bye,58,63,78,57,23,87,45,68,0
Barkevious Mingo ,LB,IND,15,16,23,7,7,16,41,43,46,44,bye,13,17,53,63,58,41
Jon Bostic ,LB,IND,65,66,77,68,72,70,68,53,71,67,bye,58,65,67,48,0,0
Michael Mauti ,LB,NO,0,0,0,0,bye,0,0,0,0,4,30,0,0,20,9,0,0
Gerald Hodges ,LB,NO,0,0,0,0,bye,0,0,0,0,11,0,0,0,0,0,1,0
Jelani Jenkins ,LB,Multi,0,0,0,0,0,0,0,0,14,31,21,11,0,0,0,4,0
Kiko Alonso ,LB,MIA,bye,58,63,74,59,57,56,65,63,73,66,70,61,61,62,79,40
Kevin Minter ,LB,CIN,38,19,18,9,32,bye,10,0,0,0,0,17,21,34,0,0,0
Desmond Trufant ,CB,ATL,65,72,67,60,bye,64,72,54,61,56,69,25,0,52,59,64,61
Tyrann Mathieu ,S,ARI,72,71,47,84,66,69,77,bye,73,63,70,63,58,60,51,71,58
Xavier Rhodes ,CB,MIN,45,61,46,70,59,66,65,59,bye,61,45,59,53,63,38,67,47
David Amerson ,CB,OAK,64,57,66,9,0,64,28,0,0,0,0,0,0,0,0,0,0
Logan Ryan ,CB,TEN,66,66,73,80,59,58,73,bye,76,51,74,63,48,65,24,0,46
Jordan Poyer ,S,BUF,58,69,70,76,66,bye,72,0,67,72,74,58,70,71,74,71,71
Jamar Taylor ,CB,CLE,60,68,66,59,52,66,69,84,bye,52,78,60,70,71,0,61,49
Johnthan Banks ,CB,HOU,0,0,19,26,43,0,bye,0,0,0,0,0,0,0,0,0,0
Eric Reid ,S,SF,67,51,0,0,0,10,48,33,77,66,bye,68,37,67,63,87,62
Kenny Vaccaro ,S,NO,65,49,59,52,bye,82,57,69,28,0,0,77,57,29,73,0,0
T.J. McDonald ,S,MIA,bye,0,0,0,0,0,0,0,0,71,66,67,72,61,56,79,67
Tony Jefferson ,S,BAL,61,71,69,76,56,80,66,66,52,bye,68,68,61,87,63,62,79
Shawn Williams ,S,CIN,0,64,58,32,48,bye,68,74,32,0,75,0,0,0,50,31,46
Kawann Short ,DT,CAR,47,41,39,50,44,44,27,46,41,40,bye,47,46,51,48,43,49
D.J. Hayden ,CB,DET,41,18,28,32,23,25,bye,23,30,48,25,34,22,20,24,35,60
Johnathan Cyprien ,S,TEN,55,0,0,0,0,0,0,bye,62,43,67,49,81,63,58,67,60
Darius Slay ,CB,DET,75,56,67,56,66,69,bye,63,56,78,62,73,63,65,66,81,68
Jamie Collins Sr. ,LB,CLE,59,55,0,0,0,54,71,84,bye,7,0,0,0,0,0,0,0
D.J. Swearinger Sr. ,S,WAS,67,50,51,76,bye,71,64,68,83,61,71,57,67,72,82,74,78
Robert Alford ,CB,ATL,67,75,70,60,bye,67,73,61,66,63,71,67,66,52,59,64,61
Blidi Wreh-Wilson ,CB,ATL,0,0,1,0,bye,0,2,0,0,0,0,0,57,0,0,5,0
J.J. Wilcox ,S,PIT,20,0,35,69,6,1,1,1,bye,0,1,0,0,0,0,0,0
Kayvon Webster ,CB,LAR,23,0,0,67,62,64,45,bye,58,70,25,56,63,19,0,0,0
Duron Harmon ,S,NE,62,52,50,55,63,50,50,50,bye,47,36,28,30,25,27,38,40
Brandon Williams ,DT,BAL,34,19,0,0,0,0,45,39,42,bye,44,47,32,63,27,38,45
Shamarko Thomas ,S,BUF,0,0,0,0,0,bye,0,1,0,5,0,0,0,0,0,0,0
Steven Means ,DE,PHI,0,0,0,5,3,1,0,0,0,bye,0,6,0,0,0,0,39
A.J. Klein ,LB,NO,65,76,59,52,bye,81,55,67,59,9,0,77,57,7,0,0,0
Quinton Dial ,DT,GB,0,33,18,33,27,21,31,bye,0,0,25,34,26,8,17,18,18
Micah Hyde ,S,BUF,58,67,70,76,66,bye,72,65,67,70,46,58,70,71,71,68,71
Cornelius Washington ,DE,DET,40,27,32,23,26,0,bye,26,24,48,45,37,26,31,31,41,31
Nate Palmer ,LB,TEN,0,0,0,12,1,2,5,bye,0,0,3,0,0,1,2,0,0
Stacy McGee ,DT,WAS,32,19,17,32,bye,31,29,23,32,34,33,21,29,31,31,22,17
Vince Williams ,LB,PIT,55,47,55,41,46,26,38,54,bye,45,49,43,54,53,44,43,43
David Bass ,LB,Multi,17,8,16,48,56,28,29,0,22,0,0,10,3,28,31,19,35
David King ,DT,TEN,0,19,16,0,14,11,0,bye,0,0,0,0,0,22,23,0,7
Kemal Ishmael ,S,ATL,0,0,0,0,bye,3,28,4,4,4,9,9,5,13,22,11,5
Marcus Cooper ,CB,CHI,59,71,40,29,0,0,7,6,bye,1,12,0,1,2,6,1,11
Paul Worrilow ,LB,DET,12,12,42,1,0,0,bye,0,0,29,25,35,34,27,19,24,12
Lerentee McCray ,LB,JAC,6,0,0,0,0,0,3,bye,3,1,3,1,3,0,1,0,0
LaRoy Reynolds ,LB,ATL,0,0,0,0,bye,0,0,0,0,0,5,3,4,2,0,0,0
Ray-Ray Armstrong ,LB,Multi,45,69,65,64,58,61,27,37,1,0,0,0,0,0,4,27,22
Michael Wilhoite ,LB,SEA,0,23,41,22,6,bye,16,15,10,14,0,33,11,47,23,27,19
Benson Mayowa ,DE,DAL,29,40,31,35,23,bye,0,27,19,26,23,36,26,41,3,22,0
Damion Square ,DT,LAC,23,23,14,29,24,19,25,34,bye,24,29,20,20,13,23,25,17
Damon Harrison Sr. ,DT,NYG,47,42,44,40,45,32,45,bye,39,31,33,35,35,40,50,48,38
Jahleel Addae ,S,LAC,68,66,53,79,69,58,64,86,bye,84,51,55,63,49,66,64,54
Nickell Robey-Coleman ,CB,LAR,32,71,75,39,41,36,33,bye,31,37,9,0,38,85,42,43,44
Jonathan Freeny ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,27
A.J. Bouye ,CB,JAC,79,66,48,70,78,58,67,bye,39,69,55,73,69,62,48,64,65
Brynden Trawick ,S,TEN,4,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
Wes Horton ,DE,CAR,24,18,16,25,20,27,8,22,22,22,bye,22,24,30,30,26,22
Bradley McDougald ,S,SEA,1,6,2,4,2,bye,17,13,64,80,62,71,75,66,68,74,71
A.J. Francis ,DT,WAS,0,0,0,0,bye,0,0,0,0,0,0,14,25,26,29,26,44
Joe Vellano ,DT,Multi,0,0,17,16,0,14,18,0,0,0,0,0,0,0,0,0,0
Terence Garvin ,LB,SEA,31,0,0,6,0,bye,0,0,4,0,38,19,0,33,65,0,0
Chris Maragos ,S,PHI,0,0,70,0,0,0,0,0,0,bye,0,0,0,0,0,0,0
Chris Banjo ,S,NO,0,0,0,0,bye,0,0,0,10,11,0,0,0,11,0,0,2
Rashaan Melvin ,CB,IND,48,66,76,68,71,59,7,0,71,67,bye,20,0,0,0,0,0
Darryl Morris ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,11,21,16,27,38
Cody Davis ,S,LAR,23,15,60,58,45,49,0,bye,0,0,0,0,0,0,0,0,31
Jeff Heath ,S,DAL,57,76,79,55,49,bye,59,43,47,45,0,62,56,77,65,52,59
Tyrunn Walker ,DT,LAR,25,28,29,15,8,15,9,bye,17,13,26,11,14,22,18,16,42
Eddie Pleasant ,S,HOU,14,27,31,18,18,29,bye,16,22,19,20,19,12,17,18,13,13
Ryan Davis ,DE,BUF,21,26,27,32,17,bye,22,28,25,39,36,18,28,28,36,37,38
Sealver Siliga ,DT,TB,bye,5,25,0,0,12,0,0,0,0,0,0,12,17,22,8,16
Jadeveon Clowney ,DE,HOU,53,55,54,32,71,43,bye,67,66,54,52,63,54,65,51,51,64
Stephon Tuitt ,DE,PIT,2,0,0,56,48,47,0,0,bye,49,53,48,57,55,52,45,59
Kony Ealy ,DE,NYJ,43,35,42,36,0,36,33,39,41,28,bye,27,27,15,19,20,10
Dee Ford ,DE,KC,74,67,34,0,0,34,80,28,0,bye,0,0,0,0,0,0,0
Aaron Lynch ,LB,SF,0,30,14,25,22,19,0,0,0,0,bye,0,0,27,20,0,0
Tim Jernigan ,DE,PHI,40,33,50,43,46,25,17,29,20,bye,30,26,31,30,41,33,0
Daniel McCullers ,DT,PIT,0,0,7,0,0,0,2,0,bye,0,2,0,0,0,0,0,2
Anthony Barr ,LB,MIN,62,75,49,70,61,28,65,56,bye,75,46,59,53,65,38,67,56
Khalil Mack ,LB,OAK,64,45,51,53,57,55,62,58,66,0,53,54,51,70,59,67,66
Ryan Shazier ,LB,PIT,66,65,65,67,54,54,51,71,bye,60,63,53,3,0,0,0,0
Kyle Van Noy ,LB,NE,68,65,71,63,66,65,52,56,bye,62,64,51,15,0,0,0,12
Christian Jones ,LB,CHI,0,47,36,28,69,56,57,37,bye,66,55,48,52,10,9,22,31
Jeremiah Attaochu ,LB,LAC,0,0,0,0,0,0,21,0,bye,0,32,0,6,0,0,0,0
C.J. Mosley ,LB,BAL,61,71,73,76,56,79,66,59,52,bye,66,68,58,89,63,61,79
Bradley Roby ,CB,DEN,40,62,30,42,bye,23,36,40,49,29,36,62,58,35,37,32,63
Darqueze Dennard ,CB,CIN,65,48,52,56,62,bye,40,54,42,67,82,53,59,69,60,53,37
Aaron Colvin ,CB,JAC,71,24,37,47,56,40,53,bye,33,38,41,53,56,52,42,27,30
Hasean Clinton-Dix ,S,GB,49,58,61,60,74,77,76,bye,68,61,59,74,76,58,71,64,58
Lamarcus Joyner ,S,LAR,35,71,21,0,0,0,45,bye,56,60,78,56,63,91,46,66,0
Aaron Donald ,DT,LAR,0,48,68,59,53,61,41,bye,46,53,70,52,54,82,38,65,0
Kyle Fuller ,CB,CHI,59,67,51,50,70,73,65,60,bye,66,55,78,75,54,63,59,72
Jason Verrett ,CB,LAC,62,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Marcus Smith II ,DE,SEA,15,0,16,27,37,bye,16,22,12,0,2,39,23,19,18,8,0
Deone Bucannon ,LB,ARI,0,0,0,42,67,70,80,bye,74,63,70,5,0,58,46,71,58
Jimmie Ward ,CB,SF,0,38,65,86,76,74,75,15,0,0,bye,0,0,0,0,0,0
Demarcus Lawrence ,DE,DAL,35,45,57,48,49,bye,52,37,41,42,39,46,35,59,54,34,29
Christian Kirksey ,LB,CLE,60,68,66,64,53,66,72,85,bye,52,78,61,70,76,76,62,59
Jay Bromley ,DT,NYG,13,10,21,33,42,36,35,bye,28,37,33,37,25,23,20,23,9
Preston Brown ,LB,BUF,58,69,70,76,66,bye,72,65,67,72,69,58,70,71,74,71,71
Dexter McDougle ,CB,Multi,0,0,0,1,3,0,7,32,10,0,0,0,0,0,0,0,0
Kareem Martin ,LB,ARI,7,6,2,13,19,26,26,bye,49,19,32,47,54,39,43,44,32
Khyri Thornton ,DT,Multi,0,0,0,0,0,0,0,10,18,30,10,0,0,0,0,0,0
Phillip Gaines ,CB,KC,53,57,55,29,54,37,74,0,0,bye,29,0,3,0,0,0,29
Will Clarke ,DE,TB,bye,0,9,16,6,9,14,13,18,20,21,30,34,27,37,34,25
Jaylen Watkins ,CB,PHI,15,14,0,0,0,0,17,28,13,bye,0,11,0,1,6,1,62
Bashaud Breeland ,CB,WAS,66,50,46,76,bye,39,53,0,39,60,65,52,62,28,75,66,78
Justin Ellis ,DT,OAK,21,15,26,28,43,44,45,47,16,0,38,14,17,35,35,15,24
Cassius Marsh ,DE,Multi,23,31,31,18,50,39,44,28,0,0,2,27,11,33,34,48,36
Ross Cockrell ,CB,NYG,0,39,9,0,35,34,21,bye,64,12,74,71,65,63,67,68,57
Maurice Alexander ,S,LAR,33,70,79,44,0,0,0,bye,0,0,0,0,0,0,0,0,0
DaQuan Jones ,DT,TEN,34,32,34,41,33,34,53,bye,44,28,39,38,26,0,0,0,0
Keith McGill ,S,OAK,0,0,0,0,6,12,7,7,0,0,0,2,3,11,5,4,12
Anthony Hitchens ,LB,DAL,0,0,0,0,50,bye,41,26,28,62,49,66,57,59,32,40,36
Walt Aikens ,S,MIA,bye,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,4
Pierre Desir ,CB,IND,0,0,76,0,32,8,0,56,71,60,bye,55,18,0,0,0,0
Tre Boston ,S,LAC,68,68,53,79,69,58,64,85,bye,82,62,55,63,50,66,63,54
Dontae Johnson ,CB,SF,67,82,63,86,72,57,63,53,77,66,bye,67,32,52,63,70,55
Kevin Pierre-Louis ,LB,KC,2,1,19,0,21,18,6,2,39,bye,34,26,35,18,16,15,0
Nevin Lawson ,CB,DET,32,38,41,24,42,43,bye,27,32,31,34,35,32,47,48,49,0
Brent Urban ,DE,BAL,50,54,19,0,0,0,0,0,0,bye,0,0,0,0,0,0,0
Telvin Smith Sr. ,LB,JAC,79,68,53,70,80,58,67,bye,39,69,55,29,0,0,48,66,65
Ricardo Allen ,S,ATL,67,73,55,0,bye,67,73,61,65,63,71,65,61,49,59,64,61
Bene Benwikere ,CB,DAL,0,0,0,0,0,bye,4,0,0,0,0,0,0,0,0,0,6
Avery Williamson ,LB,TEN,43,60,35,55,48,31,35,bye,43,22,27,41,48,29,42,53,42
Nat Berhe ,S,NYG,0,3,0,7,6,13,4,bye,6,1,0,0,0,0,0,0,0
Jeremiah George ,LB,IND,8,52,7,0,7,5,9,14,27,16,bye,11,9,0,2,11,4
Caraun Reid ,DT,Multi,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Chris Smith ,DE,CIN,28,34,22,27,18,bye,11,34,26,29,41,31,18,25,23,22,12
Ed Stinson ,DE,NYJ,0,0,0,0,19,13,11,8,0,0,bye,0,0,0,0,0,0
Keith Reaser ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Devon Kennard ,LB,NYG,33,32,40,36,42,60,53,bye,19,0,16,37,46,35,28,34,33
Kenneth Acker ,CB,KC,0,2,1,0,0,0,11,73,47,bye,2,1,1,2,10,3,55
Antone Exum Jr. ,S,Multi,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
E.J. Gaines ,CB,BUF,47,65,69,50,0,bye,41,0,0,0,74,58,70,71,39,0,71
Brandon Dixon ,CB,NYG,0,0,0,0,0,0,0,bye,0,0,0,0,64,63,4,68,57
Marquis Flowers ,LB,NE,0,0,2,22,0,0,0,8,bye,19,32,21,35,51,7,55,31
Dre Hal ,S,HOU,52,64,63,31,77,59,bye,69,57,53,55,67,54,73,57,52,56
T.J. Carrie ,CB,OAK,59,57,68,64,62,64,62,68,67,0,60,57,61,75,63,67,70
Shamar Stephen ,DT,MIN,27,36,13,35,18,30,24,19,bye,39,32,18,21,39,25,10,0
Beau Allen ,DT,PHI,25,15,50,39,27,41,21,29,30,bye,15,0,23,14,32,22,41
Trevor Reilly ,LB,Multi,0,0,0,0,0,0,0,3,0,8,13,12,0,21,0,0,0
Terrence Fede ,DE,MIA,bye,0,2,3,0,0,7,19,4,10,2,28,30,10,21,15,21
Shelby Harris ,DE,DEN,32,33,29,25,bye,21,28,28,30,44,21,44,40,32,30,38,40
Corey Nelson ,LB,DEN,7,16,8,3,bye,10,0,0,0,0,0,0,0,0,0,0,0
Terrance Mitchell ,CB,KC,74,72,73,49,63,61,82,0,4,bye,2,38,40,61,21,0,65
Steven Terrell ,S,KC,0,0,0,0,0,0,0,0,0,bye,0,0,33,38,0,0,0
Deon Lacey ,LB,BUF,0,0,0,0,0,bye,0,0,0,3,5,0,0,0,0,0,0
Freddie Bishop ,LB,NYJ,0,12,0,0,42,0,0,10,14,19,bye,0,0,0,0,0,0
Jacquies Smith ,DE,Multi,0,0,0,7,0,0,0,0,29,39,0,0,0,0,0,0,0
Michael Thomas ,S,MIA,bye,0,18,4,1,3,0,49,45,0,0,31,0,0,0,0,0
Anthony Johnson ,DT,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Rontez Miles ,S,NYJ,0,0,0,8,6,9,8,4,7,8,bye,1,8,4,4,8,51
Malcolm Butler ,CB,NE,68,49,71,63,71,73,57,56,bye,63,72,61,66,73,66,70,59
K'Waun Williams ,CB,SF,29,54,39,69,55,41,20,0,0,44,bye,44,18,47,45,67,60
Robert Nelson ,CB,Multi,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0,0,0
Terrence Brooks ,S,NYJ,9,0,30,9,6,7,8,4,0,6,bye,1,0,2,3,6,1
Howard Jones ,DE,CHI,0,0,0,0,0,0,0,0,bye,0,0,4,0,15,10,5,0
Josh Mauro ,DT,ARI,27,26,19,32,33,37,36,bye,29,33,29,2,0,0,0,23,8
Zach Kerr ,DT,DEN,0,0,17,0,bye,0,6,3,11,30,6,40,46,38,25,27,0
Marcus Burley ,CB,HOU,2,27,0,0,3,7,bye,0,0,0,0,0,0,0,0,0,0
Deandre Coleman ,DT,BUF,0,0,0,0,0,bye,0,0,0,0,29,15,24,23,17,21,0
Marcus Williams ,CB,Multi,0,0,0,0,38,49,0,16,7,23,20,2,15,8,4,0,3
Shaquil Barrett ,LB,DEN,53,62,58,49,bye,52,53,24,30,43,30,29,37,12,23,61,48
Tenny Palepoi ,DT,LAC,0,25,10,17,11,12,26,23,bye,16,29,15,18,14,19,19,15
Josh Martin ,LB,NYJ,38,23,14,0,0,26,40,32,27,37,bye,45,23,42,39,51,53
Neiko Thorpe ,CB,SEA,2,0,0,0,0,bye,0,0,1,1,4,15,0,0,0,0,0
Denico Autry ,DT,OAK,28,27,39,19,37,37,46,37,42,0,31,39,39,52,21,40,61
Tyler Patmon ,CB,JAC,0,0,10,0,8,0,9,bye,0,4,1,0,2,2,9,0,0
Kerry Wynn ,DE,NYG,5,5,9,28,44,53,51,bye,0,12,7,7,2,14,4,6,6
Peyton Thompson ,S,JAC,0,0,10,0,6,0,5,bye,0,0,0,0,0,0,0,0,0
Robert Thomas ,DT,NYG,21,11,25,5,0,22,13,bye,15,9,12,19,12,20,18,20,20
Will Compton ,LB,WAS,0,0,5,2,bye,0,0,29,82,32,0,0,0,0,0,0,0
Brandon Dunn ,DT,HOU,25,11,13,13,18,30,bye,33,24,25,19,36,28,38,39,26,38
George Johnson ,DE,Multi,0,0,19,15,16,28,0,0,0,0,0,0,0,0,30,38,55
Mike Pennel ,DT,NYJ,19,15,9,19,24,16,10,6,16,14,bye,30,10,23,29,26,37
Joe Thomas ,LB,GB,5,14,14,5,0,0,0,bye,0,0,0,0,10,0,56,0,0
Adarius Taylor ,LB,TB,bye,22,39,80,74,21,2,2,0,0,1,0,1,0,42,0,0
Ben Jacobs ,LB,CAR,0,0,0,0,0,0,1,0,0,0,bye,0,0,0,0,0,0
Kasim Edebali ,LB,FA,5,19,8,5,0,2,5,3,8,0,8,23,7,9,0,0,0
Ethan Westbrooks ,DE,LAR,32,23,11,12,16,16,9,bye,22,31,31,10,22,24,14,23,36
Brock Coyle ,LB,SF,0,6,2,3,25,74,22,70,64,60,bye,63,29,48,53,72,55
Daniel Sorensen ,S,KC,48,72,71,50,63,62,81,73,65,bye,68,69,89,61,64,56,0
Todd Davis ,LB,DEN,18,16,41,31,bye,45,28,0,0,43,36,51,64,35,28,45,39
Garrison Smith ,DT,SEA,0,0,5,20,13,bye,0,0,9,32,0,5,0,0,0,11,20
Chris McCain ,DE,LAC,20,18,15,20,11,13,23,16,bye,16,0,13,18,18,11,16,12
Jamie Meder ,DT,CLE,10,17,25,31,16,22,17,23,bye,15,3,0,0,0,0,0,0
C.J. Goodwin ,CB,Multi,0,2,0,0,0,0,0,0,5,1,13,47,3,0,0,0,0
Dewey McDonald ,LB,SEA,3,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0
Adrian Phillips ,S,LAC,8,6,8,14,52,7,46,59,bye,42,55,48,51,43,52,27,0
Leonard Williams ,DE,NYJ,70,41,48,68,62,55,60,60,60,50,bye,65,44,59,38,33,65
Landon Collins ,S,NYG,74,62,76,64,75,52,75,bye,51,61,75,71,65,53,18,35,0
Shane Ray ,LB,DEN,0,0,0,0,bye,0,0,51,55,46,38,44,39,43,38,0,0
Trae Waynes ,CB,MIN,57,59,40,69,54,61,65,57,bye,72,57,54,51,58,48,61,54
Danny Shelton ,DT,CLE,23,35,31,0,24,33,37,47,bye,23,48,45,24,0,35,26,36
Eddie Goldman ,DT,CHI,40,40,37,36,45,47,52,41,bye,48,49,50,42,0,22,29,31
Jordan Phillips ,DT,MIA,bye,21,0,0,0,21,30,24,30,37,33,37,32,33,21,50,33
Marcus Peters ,CB,KC,81,72,70,50,64,62,82,73,67,bye,69,69,88,0,64,56,0
Quinten Rollins ,CB,GB,46,34,7,1,29,22,0,bye,0,0,0,0,0,0,0,0,0
Arik Armstead ,DE,SF,51,67,54,57,53,22,0,0,0,0,bye,0,0,0,0,0,0
P.J. Williams ,CB,NO,65,75,59,1,bye,2,0,0,23,34,63,77,55,37,39,45,58
Nate Orchard ,LB,CLE,18,32,40,43,22,33,19,46,bye,21,31,19,31,22,23,21,10
Michael Bennett ,DT,JAC,0,18,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
Brian Peters ,LB,HOU,5,0,0,1,0,1,bye,1,1,15,0,24,6,3,7,0,3
Byron Jones ,S,DAL,57,76,82,61,60,bye,62,56,57,58,64,56,46,48,40,43,45
Benardrick McKinney ,LB,HOU,59,63,64,28,77,62,bye,68,66,49,58,67,54,66,61,56,61
Adrian Amos ,S,CHI,0,1,15,54,70,73,72,61,bye,66,63,61,0,0,0,59,75
Kevin Johnson ,CB,HOU,53,47,0,0,0,0,bye,45,53,49,35,59,51,54,54,39,40
Dante Fowler Jr. ,DE,JAC,35,21,29,30,37,21,37,bye,14,24,31,39,29,27,28,31,30
Vic Beasley Jr. ,LB,ATL,30,22,0,0,bye,26,35,38,44,34,47,44,49,30,28,21,34
Malcom Brown ,DT,NE,48,34,46,48,42,44,16,0,bye,0,0,26,44,64,52,40,33
Eric Kendricks ,LB,MIN,62,75,50,70,61,66,65,59,bye,75,48,59,53,65,38,67,56
Shaq Thompson ,LB,CAR,25,25,53,69,61,53,38,36,39,38,bye,58,45,0,0,64,37
Eli Harold ,LB,SF,30,28,26,27,23,48,31,46,52,37,bye,24,17,20,13,24,6
Carl Davis ,DE,BAL,8,13,48,42,7,0,23,16,26,bye,20,17,22,26,10,12,11
Preston Smith ,LB,WAS,53,33,22,61,bye,55,30,55,62,45,40,41,47,46,57,48,59
Danielle Hunter ,DE,MIN,50,54,39,58,47,50,55,47,bye,70,37,48,40,49,36,53,41
Eric Rowe ,CB,NE,36,34,0,19,0,0,0,0,bye,0,0,0,15,14,54,51,37
Damarious Randall ,S,GB,40,28,52,29,60,59,48,bye,52,58,45,66,52,57,71,0,0
Xavier Cooper ,DT,Multi,14,0,0,17,12,34,26,0,9,11,0,13,1,15,39,52,62
Stephone Anthony ,LB,Multi,0,0,0,0,0,0,0,0,0,0,12,18,29,9,19,22,24
Ronald Darby ,CB,PHI,18,0,0,0,0,0,0,0,0,bye,63,44,56,48,83,61,6
Grady Jarrett ,DT,ATL,51,49,53,43,bye,50,57,47,54,47,53,54,50,45,49,49,45
Henry Anderson ,DE,IND,25,31,43,35,51,49,42,49,55,0,bye,0,0,0,0,0,0
Denzel Perryman ,LB,LAC,0,0,0,0,0,0,0,0,bye,45,44,50,57,39,22,0,15
Josh Shaw ,CB,CIN,22,5,31,33,33,bye,16,32,38,55,66,36,41,50,54,10,30
Hau'oli Kikaha ,LB,NO,16,9,22,14,bye,21,0,0,9,0,1,16,20,27,29,25,0
Trey Flowers ,DE,NE,68,62,68,63,70,63,41,47,bye,56,68,35,0,0,63,62,37
Mario Edwards Jr. ,DE,OAK,32,25,43,44,42,42,28,43,42,0,44,39,35,12,0,0,5
Markus Golden ,LB,ARI,55,64,45,67,0,0,0,bye,0,0,0,0,0,0,0,0,0
Kwon Alexander ,LB,TB,bye,17,0,0,0,0,68,65,60,69,63,64,54,68,70,61,57
Za'Darius Smith ,LB,BAL,7,0,43,50,37,40,35,43,27,bye,41,33,32,0,49,41,54
Jaquiski Tartt ,S,SF,67,82,47,86,76,73,75,70,19,0,bye,0,0,0,0,0,0
Bud Dupree ,LB,PIT,0,63,62,67,51,43,44,66,bye,58,52,53,54,53,34,48,47
Justin Hamilton ,DT,Multi,0,0,0,11,18,15,0,0,0,0,0,0,0,0,0,0,45
Bobby McCain ,CB,MIA,bye,44,35,46,28,38,32,18,35,43,35,10,67,60,62,78,30
Darryl Roberts ,CB,NYJ,1,6,60,22,0,40,57,65,73,64,bye,27,15,33,0,0,5
Geneo Grissom ,DE,NE,0,0,0,0,3,0,0,0,bye,0,0,0,7,0,0,8,8
Derron Smith ,S,Multi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Hayes Pullard ,LB,LAC,32,42,0,49,50,54,48,66,bye,0,0,11,11,7,15,44,45
Anthony Chickillo ,LB,PIT,62,45,62,2,5,11,9,8,bye,2,9,2,10,10,0,14,18
Leterrius Walton ,DE,PIT,17,10,18,7,6,1,7,18,bye,7,11,3,2,6,11,7,13
David Parry ,DT,NO,0,0,3,0,bye,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Thompson ,LB,LAR,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,12,39
Christian Covington ,DT,HOU,20,14,16,9,45,38,bye,24,0,0,0,0,0,0,0,0,0
Kurtis Drummond ,S,HOU,5,0,1,10,0,21,bye,1,0,8,0,0,0,0,14,5,9
Angelo Blackson ,DT,Multi,0,0,0,0,0,0,0,0,16,24,17,6,10,30,32,24,34
Deiontrez Mount ,LB,DEN,0,0,0,0,bye,0,0,0,0,0,0,0,0,2,3,11,28
Lorenzo Doss ,CB,Multi,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zaire Anderson ,LB,DEN,0,0,3,0,bye,0,10,26,31,18,0,3,3,9,0,3,29
Kyle Emanuel ,LB,LAC,29,12,20,17,20,17,17,28,bye,40,20,14,11,7,5,25,18
Craig Mager ,CB,LAC,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,1,0
Darius Philon ,DE,LAC,13,36,33,29,32,33,33,27,bye,42,35,25,42,31,35,30,34
Rakeem Nunez-Roches ,DT,KC,31,26,28,4,8,19,18,20,26,bye,38,47,40,15,26,15,32
D.J. Alexander ,LB,SEA,1,0,0,0,0,bye,0,0,0,0,0,0,0,19,0,0,0
Steven Nelson ,CB,KC,0,0,0,0,0,0,0,53,64,bye,66,69,75,61,64,56,4
Ramik Wilson ,LB,KC,25,14,21,0,0,0,0,0,0,bye,0,0,0,0,0,0,65
Dexter McDonald ,CB,OAK,2,0,0,31,25,28,50,67,67,0,8,44,43,60,48,56,5
Ben Heeney ,LB,Multi,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Ryan Russell ,DE,TB,bye,35,25,39,11,0,0,35,34,40,44,24,36,32,33,32,36
Damien Wilson ,LB,DAL,17,23,17,27,11,bye,18,11,19,36,27,34,16,21,12,23,11
Mark Nzeocha ,LB,Multi,0,0,0,0,0,2,0,1,2,0,0,1,0,0,0,0,3
Jordan Hicks ,LB,PHI,63,53,14,58,45,34,2,0,0,bye,0,0,0,0,0,0,0
Martrell Spaight ,LB,WAS,0,1,46,43,bye,0,0,39,2,29,71,0,8,15,49,46,64
Olsen Pierre ,DE,ARI,12,15,10,25,20,0,0,bye,31,25,35,35,31,34,21,29,28
John Timu ,LB,CHI,0,0,17,19,42,0,0,0,bye,0,8,30,0,10,2,5,3
Isaiah Johnson ,S,LAR,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,26
Gabe Wright ,DT,MIA,bye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Quandre Diggs ,S,DET,58,44,33,32,30,28,bye,42,50,52,38,39,59,67,69,80,68
