Player,Team,Season,Player_Address,Date,Status,Opp,Injury,Week,Position
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-10-11,Injured Reserve,DET,Knee,5,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-10-18,Injured Reserve,PIT,Knee,6,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-10-26,Injured Reserve,BAL,Knee,7,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-11-01,Injured Reserve,CLE,Knee,8,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-11-15,Injured Reserve,SEA,Knee,10,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-11-22,Injured Reserve,CIN,Knee,11,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-11-29,Injured Reserve,SFO,Knee,12,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-12-06,Injured Reserve,STL,Knee,13,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-12-10,Injured Reserve,MIN,Knee,14,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-12-20,Injured Reserve,PHI,Knee,15,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2015-12-27,Injured Reserve,GNB,Knee,16,WR
Ifeanyi Momah,ARI,2015.0,/players/M/MomaIf00,2016-01-03,Injured Reserve,SEA,Knee,17,WR
Troy Niklas,ARI,2015.0,/players/N/NiklTr00,2015-09-13,Questionable,NOR,Hamstring,1,TE
Troy Niklas,ARI,2015.0,/players/N/NiklTr00,2015-09-20,Probable,CHI,Hamstring,2,TE
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-09-13,Injured Reserve,NOR,Achilles,1,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-09-20,Injured Reserve,CHI,Achilles,2,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-09-27,Injured Reserve,SFO,Achilles,3,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-10-04,Injured Reserve,STL,Achilles,4,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-10-11,Injured Reserve,DET,Achilles,5,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-10-18,Injured Reserve,PIT,Achilles,6,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-10-26,Injured Reserve,BAL,Achilles,7,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-11-01,Injured Reserve,CLE,Achilles,8,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-11-15,Injured Reserve,SEA,Achilles,10,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-11-22,Injured Reserve,CIN,Achilles,11,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-11-29,Injured Reserve,SFO,Achilles,12,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-12-06,Injured Reserve,STL,Achilles,13,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-12-10,Injured Reserve,MIN,Achilles,14,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-12-20,Injured Reserve,PHI,Achilles,15,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2015-12-27,Injured Reserve,GNB,Achilles,16,DT
Corey Peters,ARI,2015.0,/players/P/PeteCo00,2016-01-03,Injured Reserve,SEA,Achilles,17,DT
Deone Bucannon,ARI,2015.0,/players/B/BucaDe00,2015-09-20,Questionable,CHI,Groin,2,SS
Deone Bucannon,ARI,2015.0,/players/B/BucaDe00,2015-09-27,Probable,SFO,Groin,3,SS
Deone Bucannon,ARI,2015.0,/players/B/BucaDe00,2015-11-01,Probable,CLE,Elbow,8,SS
Deone Bucannon,ARI,2015.0,/players/B/BucaDe00,2015-11-29,Questionable,SFO,Concussion,12,SS
Andre Ellington,ARI,2015.0,/players/E/ElliAn00,2015-09-20,Out,CHI,Knee,2,RB
Andre Ellington,ARI,2015.0,/players/E/ElliAn00,2015-09-27,Doubtful,SFO,Knee,3,RB
Andre Ellington,ARI,2015.0,/players/E/ElliAn00,2015-10-04,Questionable,STL,Knee,4,RB
Andre Ellington,ARI,2015.0,/players/E/ElliAn00,2015-10-11,Probable,DET,Knee,5,RB
Andre Ellington,ARI,2015.0,/players/E/ElliAn00,2015-12-06,Out,STL,Toe,13,RB
Andre Ellington,ARI,2015.0,/players/E/ElliAn00,2015-12-10,Out,MIN,Toe,14,RB
Andre Ellington,ARI,2015.0,/players/E/ElliAn00,2015-12-20,Questionable,PHI,Toe,15,RB
Andre Ellington,ARI,2015.0,/players/E/ElliAn00,2015-12-27,Questionable,GNB,Toe,16,RB
Andre Ellington,ARI,2015.0,/players/E/ElliAn00,2016-01-03,Probable,SEA,Toe,17,RB
Tony Jefferson,ARI,2015.0,/players/J/JeffTo00,2015-09-20,Questionable,CHI,Hamstring,2,FS
Tony Jefferson,ARI,2015.0,/players/J/JeffTo00,2015-09-27,Probable,SFO,Hamstring,3,FS
Tony Jefferson,ARI,2015.0,/players/J/JeffTo00,2015-10-18,Probable,PIT,Neck,6,FS
Tony Jefferson,ARI,2015.0,/players/J/JeffTo00,2015-12-06,Probable,STL,Thigh,13,FS
Tony Jefferson,ARI,2015.0,/players/J/JeffTo00,2015-12-10,Questionable,MIN,Hamstring,14,FS
JJ Nelson,ARI,2015.0,/players/N/NelsJJ00,2015-09-27,Out,SFO,Shoulder,3,WR
JJ Nelson,ARI,2015.0,/players/N/NelsJJ00,2015-10-04,Out,STL,Shoulder,4,WR
JJ Nelson,ARI,2015.0,/players/N/NelsJJ00,2015-10-11,Questionable,DET,Shoulder,5,WR
JJ Nelson,ARI,2015.0,/players/N/NelsJJ00,2015-10-18,Probable,PIT,Shoulder,6,WR
Alex Okafor,ARI,2015.0,/players/O/OkafAl00,2015-09-27,Probable,SFO,Shoulder,3,DE
Alex Okafor,ARI,2015.0,/players/O/OkafAl00,2015-10-04,Probable,STL,Shoulder,4,DE
Alex Okafor,ARI,2015.0,/players/O/OkafAl00,2015-10-18,Out,PIT,Calf,6,DE
Alex Okafor,ARI,2015.0,/players/O/OkafAl00,2015-10-26,Out,BAL,Calf,7,DE
Alex Okafor,ARI,2015.0,/players/O/OkafAl00,2015-11-01,Out,CLE,Calf,8,DE
Alex Okafor,ARI,2015.0,/players/O/OkafAl00,2015-11-15,Probable,SEA,Calf,10,DE
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2015-09-27,Probable,SFO,Shoulder,3,LB
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2015-10-04,Probable,STL,Quadricep,4,LB
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2015-10-11,Probable,DET,Thigh,5,LB
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2015-10-18,Questionable,PIT,Chest,6,LB
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2015-10-26,Probable,BAL,Chest,7,LB
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2015-11-29,Injured Reserve,SFO,Chest,12,LB
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2015-12-06,Injured Reserve,STL,Chest,13,LB
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2015-12-10,Injured Reserve,MIN,Chest,14,LB
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2015-12-20,Injured Reserve,PHI,Chest,15,LB
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2015-12-27,Injured Reserve,GNB,Chest,16,LB
LaMarr Woodley,ARI,2015.0,/players/W/WoodLa99,2016-01-03,Injured Reserve,SEA,Chest,17,LB
John Brown,ARI,2015.0,/players/B/BrowJo02,2015-10-04,Probable,STL,Shoulder,4,WR
John Brown,ARI,2015.0,/players/B/BrowJo02,2015-10-18,Probable,PIT,Hamstring,6,WR
John Brown,ARI,2015.0,/players/B/BrowJo02,2015-10-26,Questionable,BAL,Hamstring,7,WR
John Brown,ARI,2015.0,/players/B/BrowJo02,2015-11-01,Questionable,CLE,Hamstring,8,WR
John Brown,ARI,2015.0,/players/B/BrowJo02,2015-11-15,Questionable,SEA,Hamstring,10,WR
John Brown,ARI,2015.0,/players/B/BrowJo02,2015-11-22,Questionable,CIN,Hamstring,11,WR
John Brown,ARI,2015.0,/players/B/BrowJo02,2015-11-29,Probable,SFO,Hamstring,12,WR
John Brown,ARI,2015.0,/players/B/BrowJo02,2015-12-06,Probable,STL,Hamstring,13,WR
John Brown,ARI,2015.0,/players/B/BrowJo02,2015-12-10,Probable,MIN,Hamstring,14,WR
Justin Bethel,ARI,2015.0,/players/B/BethJu00,2015-10-11,Probable,DET,Foot,5,CB
Justin Bethel,ARI,2015.0,/players/B/BethJu00,2015-10-18,Probable,PIT,Foot,6,CB
Justin Bethel,ARI,2015.0,/players/B/BethJu00,2015-10-26,Probable,BAL,Foot,7,CB
Justin Bethel,ARI,2015.0,/players/B/BethJu00,2015-11-01,Probable,CLE,Foot,8,CB
Justin Bethel,ARI,2015.0,/players/B/BethJu00,2015-11-22,Probable,CIN,Illness,11,CB
Chris Clemons,ARI,2015.0,/players/C/ClemCh97,2015-10-11,Probable,DET,Hamstring,5,DB
Chris Clemons,ARI,2015.0,/players/C/ClemCh97,2015-10-18,Injured Reserve,PIT,Hamstring,6,DB
Chris Clemons,ARI,2015.0,/players/C/ClemCh97,2015-10-26,Injured Reserve,BAL,Hamstring,7,DB
Chris Clemons,ARI,2015.0,/players/C/ClemCh97,2015-11-01,Injured Reserve,CLE,Hamstring,8,DB
Chris Clemons,ARI,2015.0,/players/C/ClemCh97,2015-11-15,Injured Reserve,SEA,Hamstring,10,DB
Chris Clemons,ARI,2015.0,/players/C/ClemCh97,2015-11-22,Injured Reserve,CIN,Hamstring,11,DB
Chris Clemons,ARI,2015.0,/players/C/ClemCh97,2015-11-29,Injured Reserve,SFO,Hamstring,12,DB
Chris Clemons,ARI,2015.0,/players/C/ClemCh97,2015-12-06,Injured Reserve,STL,Hamstring,13,DB
Chris Clemons,ARI,2015.0,/players/C/ClemCh97,2015-12-10,Injured Reserve,MIN,Hamstring,14,DB
Chris Clemons,ARI,2015.0,/players/C/ClemCh97,2015-12-20,Injured Reserve,PHI,Hamstring,15,DB
Darren Fells,ARI,2015.0,/players/F/FellDa01,2015-10-11,Questionable,DET,Hip,5,TE
Darren Fells,ARI,2015.0,/players/F/FellDa01,2015-10-18,Probable,PIT,Hip,6,TE
Darren Fells,ARI,2015.0,/players/F/FellDa01,2015-10-26,Out,BAL,Shoulder,7,TE
Darren Fells,ARI,2015.0,/players/F/FellDa01,2015-11-01,Out,CLE,Shoulder,8,TE
Darren Fells,ARI,2015.0,/players/F/FellDa01,2015-11-15,Probable,SEA,Shoulder,10,TE
Alani Fua,ARI,2015.0,/players/F/FuaxAl00,2015-10-11,Probable,DET,Hamstring,5,OLB
Alani Fua,ARI,2015.0,/players/F/FuaxAl00,2016-01-03,Probable,SEA,Groin,17,OLB
Rashad Johnson,ARI,2015.0,/players/J/JohnRa98,2015-10-11,Probable,DET,Hip,5,DB
Rashad Johnson,ARI,2015.0,/players/J/JohnRa98,2015-10-18,Questionable,PIT,Thigh,6,DB
Rashad Johnson,ARI,2015.0,/players/J/JohnRa98,2015-11-22,Probable,CIN,Ribs,11,DB
Rashad Johnson,ARI,2015.0,/players/J/JohnRa98,2015-12-10,Probable,MIN,Ankle,14,DB
Rashad Johnson,ARI,2015.0,/players/J/JohnRa98,2015-12-20,Questionable,PHI,Ankle,15,DB
Rashad Johnson,ARI,2015.0,/players/J/JohnRa98,2015-12-27,Questionable,GNB,Ankle,16,DB
Rashad Johnson,ARI,2015.0,/players/J/JohnRa98,2016-01-03,Questionable,SEA,Ankle,17,DB
Frostee Rucker,ARI,2015.0,/players/R/RuckFr99,2015-10-11,Probable,DET,Thigh,5,DE
Frostee Rucker,ARI,2015.0,/players/R/RuckFr99,2015-10-26,Probable,BAL,Foot,7,DE
Frostee Rucker,ARI,2015.0,/players/R/RuckFr99,2015-11-01,Probable,CLE,Quadricep,8,DE
Frostee Rucker,ARI,2015.0,/players/R/RuckFr99,2015-11-29,Out,SFO,Ankle,12,DE
Frostee Rucker,ARI,2015.0,/players/R/RuckFr99,2015-12-06,Out,STL,Ankle,13,DE
Frostee Rucker,ARI,2015.0,/players/R/RuckFr99,2015-12-10,Out,MIN,Ankle,14,DE
Frostee Rucker,ARI,2015.0,/players/R/RuckFr99,2015-12-20,Questionable,PHI,Ankle,15,DE
Frostee Rucker,ARI,2015.0,/players/R/RuckFr99,2015-12-27,Questionable,GNB,Ankle,16,DE
Frostee Rucker,ARI,2015.0,/players/R/RuckFr99,2016-01-03,Questionable,SEA,Ankle,17,DE
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2015-10-18,Injured Reserve,PIT,Knee,6,LB
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2015-10-26,Injured Reserve,BAL,Knee,7,LB
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2015-11-01,Injured Reserve,CLE,Knee,8,LB
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2015-11-15,Injured Reserve,SEA,Knee,10,LB
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2015-11-22,Injured Reserve,CIN,Knee,11,LB
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2015-11-29,Injured Reserve,SFO,Knee,12,LB
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2015-12-06,Injured Reserve,STL,Knee,13,LB
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2015-12-10,Injured Reserve,MIN,Knee,14,LB
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2015-12-20,Injured Reserve,PHI,Knee,15,LB
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2015-12-27,Injured Reserve,GNB,Knee,16,LB
Kenny Demens,ARI,2015.0,/players/D/DemeKe00,2016-01-03,Injured Reserve,SEA,Knee,17,LB
Tyrann Mathieu,ARI,2015.0,/players/M/MathTy00,2015-10-18,Probable,PIT,Heel,6,CB
Tyrann Mathieu,ARI,2015.0,/players/M/MathTy00,2015-12-27,Injured Reserve,GNB,Knee,16,CB
Tyrann Mathieu,ARI,2015.0,/players/M/MathTy00,2016-01-03,Injured Reserve,SEA,Knee,17,CB
Jared Veldheer,ARI,2015.0,/players/V/VeldJa20,2015-10-18,Probable,PIT,Ribs,6,T
Larry Fitzgerald,ARI,2015.0,/players/F/FitzLa00,2015-10-26,Probable,BAL,NotInjuryRelated,7,WR
Larry Fitzgerald,ARI,2015.0,/players/F/FitzLa00,2015-11-15,Probable,SEA,Ankle,10,WR
Larry Fitzgerald,ARI,2015.0,/players/F/FitzLa00,2015-11-22,Probable,CIN,Ankle,11,WR
Larry Fitzgerald,ARI,2015.0,/players/F/FitzLa00,2015-11-29,Probable,SFO,Ankle,12,WR
Larry Fitzgerald,ARI,2015.0,/players/F/FitzLa00,2015-12-06,Probable,STL,Ankle,13,WR
Larry Fitzgerald,ARI,2015.0,/players/F/FitzLa00,2015-12-10,Probable,MIN,Ankle,14,WR
Larry Fitzgerald,ARI,2015.0,/players/F/FitzLa00,2015-12-20,Probable,PHI,Ankle,15,WR
Larry Fitzgerald,ARI,2015.0,/players/F/FitzLa00,2016-01-03,Probable,SEA,Ankle,17,WR
Brittan Golden,ARI,2015.0,/players/G/GoldBr00,2015-10-26,Probable,BAL,Groin,7,WR
Brittan Golden,ARI,2015.0,/players/G/GoldBr00,2015-11-01,Questionable,CLE,Groin,8,WR
Brittan Golden,ARI,2015.0,/players/G/GoldBr00,2015-11-15,Probable,SEA,Groin,10,WR
Brittan Golden,ARI,2015.0,/players/G/GoldBr00,2015-12-20,Probable,PHI,Concussion,15,WR
Cory Redding,ARI,2015.0,/players/R/ReddCo20,2015-10-26,Probable,BAL,Shoulder,7,DE
Cory Redding,ARI,2015.0,/players/R/ReddCo20,2015-11-22,Out,CIN,Ankle,11,DE
Cory Redding,ARI,2015.0,/players/R/ReddCo20,2015-11-29,Out,SFO,Ankle,12,DE
Cory Redding,ARI,2015.0,/players/R/ReddCo20,2015-12-06,Doubtful,STL,Ankle,13,DE
Cory Redding,ARI,2015.0,/players/R/ReddCo20,2015-12-10,Questionable,MIN,Ankle,14,DE
Cory Redding,ARI,2015.0,/players/R/ReddCo20,2015-12-20,Doubtful,PHI,Ankle,15,DE
Cory Redding,ARI,2015.0,/players/R/ReddCo20,2015-12-27,Questionable,GNB,Ankle,16,DE
Cory Redding,ARI,2015.0,/players/R/ReddCo20,2016-01-03,Probable,SEA,Ankle,17,DE
Dwight Freeney,ARI,2015.0,/players/F/FreeDw00,2015-11-01,Probable,CLE,Finger,8,DE
Dwight Freeney,ARI,2015.0,/players/F/FreeDw00,2016-01-03,Questionable,SEA,Knee,17,DE
Jerraud Powers,ARI,2015.0,/players/P/PoweJe99,2015-11-01,Questionable,CLE,Hamstring,8,DB
Jerraud Powers,ARI,2015.0,/players/P/PoweJe99,2015-11-15,Probable,SEA,Hamstring,10,DB
Jerraud Powers,ARI,2015.0,/players/P/PoweJe99,2015-12-06,Out,STL,Calf,13,DB
Jerraud Powers,ARI,2015.0,/players/P/PoweJe99,2015-12-10,Out,MIN,Calf,14,DB
Jerraud Powers,ARI,2015.0,/players/P/PoweJe99,2015-12-20,Questionable,PHI,Calf,15,DB
Jerraud Powers,ARI,2015.0,/players/P/PoweJe99,2015-12-27,Probable,GNB,Calf,16,DB
Jerraud Powers,ARI,2015.0,/players/P/PoweJe99,2016-01-03,Probable,SEA,Hamstring,17,DB
Lyle Sendlein,ARI,2015.0,/players/S/SendLy20,2015-11-01,Probable,CLE,Ankle,8,C
Lyle Sendlein,ARI,2015.0,/players/S/SendLy20,2015-11-15,Questionable,SEA,Shoulder,10,C
Lyle Sendlein,ARI,2015.0,/players/S/SendLy20,2015-11-22,Probable,CIN,Shoulder,11,C
Lyle Sendlein,ARI,2015.0,/players/S/SendLy20,2015-12-20,Questionable,PHI,Knee,15,C
Lyle Sendlein,ARI,2015.0,/players/S/SendLy20,2015-12-27,Probable,GNB,Knee,16,C
Jonathan Cooper,ARI,2015.0,/players/C/CoopJo01,2015-11-22,Doubtful,CIN,Knee,11,OG
Jonathan Cooper,ARI,2015.0,/players/C/CoopJo01,2015-11-29,Questionable,SFO,Knee,12,OG
Jonathan Cooper,ARI,2015.0,/players/C/CoopJo01,2015-12-06,Probable,STL,Knee,13,OG
Markus Golden,ARI,2015.0,/players/G/GoldMa00,2015-11-22,Questionable,CIN,Ankle,11,OLB
Markus Golden,ARI,2015.0,/players/G/GoldMa00,2016-01-03,Out,SEA,Knee,17,OLB
Calais Campbell,ARI,2015.0,/players/C/CampCa99,2015-11-29,Probable,SFO,Knee,12,DE
Chris Johnson,ARI,2015.0,/players/J/JohnCh04,2015-11-29,Probable,SFO,Knee,12,RB
Chris Johnson,ARI,2015.0,/players/J/JohnCh04,2015-12-06,Injured Reserve,STL,Leg,13,RB
Chris Johnson,ARI,2015.0,/players/J/JohnCh04,2015-12-10,Injured Reserve,MIN,Leg,14,RB
Chris Johnson,ARI,2015.0,/players/J/JohnCh04,2015-12-20,Injured Reserve,PHI,Leg,15,RB
Chris Johnson,ARI,2015.0,/players/J/JohnCh04,2015-12-27,Injured Reserve,GNB,Leg,16,RB
Chris Johnson,ARI,2015.0,/players/J/JohnCh04,2016-01-03,Injured Reserve,SEA,Leg,17,RB
Patrick Peterson,ARI,2015.0,/players/P/PetePa00,2015-11-29,Questionable,SFO,Ankle,12,CB
Patrick Peterson,ARI,2015.0,/players/P/PetePa00,2015-12-06,Probable,STL,Ankle,13,CB
Patrick Peterson,ARI,2015.0,/players/P/PetePa00,2015-12-20,Questionable,PHI,Ankle,15,CB
Patrick Peterson,ARI,2015.0,/players/P/PetePa00,2015-12-27,Probable,GNB,Ankle,16,CB
Patrick Peterson,ARI,2015.0,/players/P/PetePa00,2016-01-03,Probable,SEA,Ankle,17,CB
Ed Stinson,ARI,2015.0,/players/S/StinEd00,2015-11-29,Questionable,SFO,Groin,12,DE
Ed Stinson,ARI,2015.0,/players/S/StinEd00,2015-12-06,Probable,STL,Groin,13,DE
Ed Stinson,ARI,2015.0,/players/S/StinEd00,2015-12-27,Probable,GNB,Shoulder,16,DE
Ed Stinson,ARI,2015.0,/players/S/StinEd00,2016-01-03,Probable,SEA,Ribs,17,DE
Mike Leach,ARI,2015.0,/players/L/LeacMi00,2015-12-10,Probable,MIN,Knee,14,TE
Mike Leach,ARI,2015.0,/players/L/LeacMi00,2016-01-03,Probable,SEA,Back,17,TE
Stepfan Taylor,ARI,2015.0,/players/T/TaylSt00,2015-12-10,Probable,MIN,Shoulder,14,RB
Stepfan Taylor,ARI,2015.0,/players/T/TaylSt00,2016-01-03,Probable,SEA,Shoulder,17,RB
Earl Watford,ARI,2015.0,/players/W/WatfEa00,2015-12-10,Injured Reserve,MIN,Hand,14,OG
Earl Watford,ARI,2015.0,/players/W/WatfEa00,2015-12-20,Injured Reserve,PHI,Hand,15,OG
Earl Watford,ARI,2015.0,/players/W/WatfEa00,2015-12-27,Injured Reserve,GNB,Hand,16,OG
Earl Watford,ARI,2015.0,/players/W/WatfEa00,2016-01-03,Injured Reserve,SEA,Hand,17,OG
Sean Weatherspoon,ARI,2015.0,/players/W/WeatSe99,2015-12-20,Probable,PHI,Illness,15,LB
Sean Weatherspoon,ARI,2015.0,/players/W/WeatSe99,2015-12-27,Probable,GNB,Illness,16,LB
Josh Mauro,ARI,2015.0,/players/M/MaurJo00,2015-12-27,Out,GNB,Calf,16,DE
Josh Mauro,ARI,2015.0,/players/M/MaurJo00,2016-01-03,Out,SEA,Calf,17,DE
Carson Palmer,ARI,2015.0,/players/P/PalmCa00,2015-12-27,Probable,GNB,rightFinger,16,QB
Carson Palmer,ARI,2015.0,/players/P/PalmCa00,2016-01-03,Probable,SEA,rightFinger,17,QB
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-09-14,Injured Reserve,PHI,Hip,1,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-09-20,Injured Reserve,NYG,Hip,2,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-09-27,Injured Reserve,DAL,Hip,3,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-10-04,Injured Reserve,HOU,Hip,4,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-10-11,Injured Reserve,WAS,Hip,5,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-10-15,Injured Reserve,NOR,Hip,6,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-10-25,Injured Reserve,TEN,Hip,7,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-11-01,Injured Reserve,TAM,Hip,8,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-11-08,Injured Reserve,SFO,Hip,9,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-11-22,Injured Reserve,IND,Hip,11,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-11-29,Injured Reserve,MIN,Hip,12,G
Jon Asamoah,ATL,2015.0,/players/A/AsamJo20,2015-12-06,Injured Reserve,TAM,Hip,13,G
