Player,Team,Season,Player_Address,Date,Status,Opp,Injury,Week,Position
Tristan Okpalaugo,ARI,2016.0,OkpaTr00,2016-12-04,Injured Reserve,WAS,Hamstring,13,
Tristan Okpalaugo,ARI,2016.0,OkpaTr00,2016-12-11,Injured Reserve,MIA,Hamstring,14,
Tristan Okpalaugo,ARI,2016.0,OkpaTr00,2016-12-18,Injured Reserve,NOR,Hamstring,15,
Tristan Okpalaugo,ARI,2016.0,OkpaTr00,2016-12-24,Injured Reserve,SEA,Hamstring,16,
Tristan Okpalaugo,ARI,2016.0,OkpaTr00,2017-01-01,Injured Reserve,LAR,Hamstring,17,
Stepfan Taylor,ARI,2016.0,TaylSt00,2016-09-11,Questionable,NWE,knee,1,RB
Stepfan Taylor,ARI,2016.0,TaylSt00,2016-09-18,Questionable,TAM,knee,2,RB
Lamar Louis,ARI,2016.0,LouiLa00,2016-09-18,Injured Reserve,TAM,Knee,2,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-09-25,Injured Reserve,BUF,Knee,3,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-10-02,Injured Reserve,LAR,Knee,4,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-10-06,Injured Reserve,SFO,Knee,5,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-10-17,Injured Reserve,NYJ,Knee,6,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-10-23,Injured Reserve,SEA,Knee,7,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-10-30,Injured Reserve,CAR,Knee,8,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-11-13,Injured Reserve,SFO,Knee,10,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-11-20,Injured Reserve,MIN,Knee,11,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-11-27,Injured Reserve,ATL,Knee,12,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-12-04,Injured Reserve,WAS,Knee,13,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-12-11,Injured Reserve,MIA,Knee,14,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-12-18,Injured Reserve,NOR,Knee,15,LB
Lamar Louis,ARI,2016.0,LouiLa00,2016-12-24,Injured Reserve,SEA,Knee,16,LB
Lamar Louis,ARI,2016.0,LouiLa00,2017-01-01,Injured Reserve,LAR,Knee,17,LB
Evan Mathis,ARI,2016.0,MathEv20,2016-09-18,Questionable,TAM,foot,2,G
Evan Mathis,ARI,2016.0,MathEv20,2016-09-25,Out,BUF,"foot, toe",3,G
Evan Mathis,ARI,2016.0,MathEv20,2016-10-17,Injured Reserve,NYJ,Ankle,6,G
Evan Mathis,ARI,2016.0,MathEv20,2016-10-23,Injured Reserve,SEA,Ankle,7,G
Evan Mathis,ARI,2016.0,MathEv20,2016-10-30,Injured Reserve,CAR,Ankle,8,G
Evan Mathis,ARI,2016.0,MathEv20,2016-11-13,Injured Reserve,SFO,Ankle,10,G
Evan Mathis,ARI,2016.0,MathEv20,2016-11-20,Injured Reserve,MIN,Ankle,11,G
Evan Mathis,ARI,2016.0,MathEv20,2016-11-27,Injured Reserve,ATL,Ankle,12,G
Evan Mathis,ARI,2016.0,MathEv20,2016-12-04,Injured Reserve,WAS,Ankle,13,G
Evan Mathis,ARI,2016.0,MathEv20,2016-12-11,Injured Reserve,MIA,Ankle,14,G
Evan Mathis,ARI,2016.0,MathEv20,2016-12-18,Injured Reserve,NOR,Ankle,15,G
Evan Mathis,ARI,2016.0,MathEv20,2016-12-24,Injured Reserve,SEA,Ankle,16,G
Evan Mathis,ARI,2016.0,MathEv20,2017-01-01,Injured Reserve,LAR,Ankle,17,G
JJ Nelson,ARI,2016.0,NelsJJ00,2016-09-18,Questionable,TAM,shoulder,2,WR
Robert Nkemdiche,ARI,2016.0,NkemRo00,2016-09-18,Questionable,TAM,ankle,2,DT
Robert Nkemdiche,ARI,2016.0,NkemRo00,2016-09-25,Questionable,BUF,ankle,3,DT
Robert Nkemdiche,ARI,2016.0,NkemRo00,2016-12-11,Questionable,MIA,elbow,14,DT
Robert Nkemdiche,ARI,2016.0,NkemRo00,2017-01-01,Questionable,LAR,ankle,17,DT
Frostee Rucker,ARI,2016.0,RuckFr99,2016-09-18,Out,TAM,knee,2,DE
Frostee Rucker,ARI,2016.0,RuckFr99,2016-09-25,Doubtful,BUF,knee,3,DE
Frostee Rucker,ARI,2016.0,RuckFr99,2016-10-02,Out,LAR,knee,4,DE
Frostee Rucker,ARI,2016.0,RuckFr99,2016-10-06,Questionable,SFO,,5,DE
Tyvon Branch,ARI,2016.0,BranTy99,2016-10-02,Questionable,LAR,groin,4,DB
Tyvon Branch,ARI,2016.0,BranTy99,2016-10-06,Injured Reserve,SFO,Groin,5,DB
Tyvon Branch,ARI,2016.0,BranTy99,2016-10-17,Injured Reserve,NYJ,Groin,6,DB
Tyvon Branch,ARI,2016.0,BranTy99,2016-10-23,Injured Reserve,SEA,Groin,7,DB
Tyvon Branch,ARI,2016.0,BranTy99,2016-10-30,Injured Reserve,CAR,Groin,8,DB
Tyvon Branch,ARI,2016.0,BranTy99,2016-11-13,Injured Reserve,SFO,Groin,10,DB
Tyvon Branch,ARI,2016.0,BranTy99,2016-11-20,Injured Reserve,MIN,Groin,11,DB
Tyvon Branch,ARI,2016.0,BranTy99,2016-11-27,Injured Reserve,ATL,Groin,12,DB
Tyvon Branch,ARI,2016.0,BranTy99,2016-12-18,Injured Reserve,NOR,Groin,15,DB
Tyvon Branch,ARI,2016.0,BranTy99,2016-12-24,Injured Reserve,SEA,Groin,16,DB
Tyvon Branch,ARI,2016.0,BranTy99,2017-01-01,Injured Reserve,LAR,Groin,17,DB
Drew Butler,ARI,2016.0,ButlDr00,2016-10-02,Out,LAR,left calf,4,P
Alani Fua,ARI,2016.0,FuaxAl00,2016-10-02,Injured Reserve,LAR,Knee,4,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-10-06,Injured Reserve,SFO,Knee,5,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-10-17,Injured Reserve,NYJ,Knee,6,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-10-23,Injured Reserve,SEA,Knee,7,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-10-30,Injured Reserve,CAR,Knee,8,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-11-13,Injured Reserve,SFO,Knee,10,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-11-20,Injured Reserve,MIN,Knee,11,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-11-27,Injured Reserve,ATL,Knee,12,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-12-04,Injured Reserve,WAS,Knee,13,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-12-11,Injured Reserve,MIA,Knee,14,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-12-18,Injured Reserve,NOR,Knee,15,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2016-12-24,Injured Reserve,SEA,Knee,16,OLB
Alani Fua,ARI,2016.0,FuaxAl00,2017-01-01,Injured Reserve,LAR,Knee,17,OLB
Chris Johnson,ARI,2016.0,JohnCh04,2016-10-02,day-to-day,LAR,groin,4,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-10-06,Injured Reserve,SFO,Groin,5,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-10-17,Injured Reserve,NYJ,Groin,6,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-10-23,Injured Reserve,SEA,Groin,7,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-10-30,Injured Reserve,CAR,Groin,8,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-11-13,Injured Reserve,SFO,Groin,10,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-11-20,Injured Reserve,MIN,Groin,11,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-11-27,Injured Reserve,ATL,Groin,12,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-12-04,Injured Reserve,WAS,Groin,13,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-12-11,Injured Reserve,MIA,Groin,14,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-12-18,Injured Reserve,NOR,Groin,15,RB
Chris Johnson,ARI,2016.0,JohnCh04,2016-12-24,Injured Reserve,SEA,Groin,16,RB
Chris Johnson,ARI,2016.0,JohnCh04,2017-01-01,Injured Reserve,LAR,Groin,17,RB
Troy Niklas,ARI,2016.0,NiklTr00,2016-10-02,Injured Reserve,LAR,Wrist,4,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-10-06,Injured Reserve,SFO,Wrist,5,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-10-17,Injured Reserve,NYJ,Wrist,6,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-10-23,Injured Reserve,SEA,Wrist,7,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-10-30,Injured Reserve,CAR,Wrist,8,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-11-13,Injured Reserve,SFO,Wrist,10,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-11-20,Injured Reserve,MIN,Wrist,11,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-11-27,Injured Reserve,ATL,Wrist,12,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-12-04,Injured Reserve,WAS,Wrist,13,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-12-11,Injured Reserve,MIA,Wrist,14,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-12-18,Injured Reserve,NOR,Wrist,15,TE
Troy Niklas,ARI,2016.0,NiklTr00,2016-12-24,Injured Reserve,SEA,Wrist,16,TE
Troy Niklas,ARI,2016.0,NiklTr00,2017-01-01,Injured Reserve,LAR,Wrist,17,TE
Carson Palmer,ARI,2016.0,PalmCa00,2016-10-02,day-to-day,LAR,concussion,4,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-10-06,Out,SFO,,5,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-10-17,day-to-day,NYJ,concussion,6,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-10-23,Questionable,SEA,hamstring,7,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-10-30,day-to-day,CAR,concussion,8,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-11-13,day-to-day,SFO,concussion,10,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-11-20,day-to-day,MIN,concussion,11,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-11-27,day-to-day,ATL,concussion,12,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-12-04,day-to-day,WAS,concussion,13,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-12-11,day-to-day,MIA,concussion,14,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-12-18,day-to-day,NOR,concussion,15,QB
Carson Palmer,ARI,2016.0,PalmCa00,2016-12-24,day-to-day,SEA,concussion,16,QB
Carson Palmer,ARI,2016.0,PalmCa00,2017-01-01,day-to-day,LAR,concussion,17,QB
Josh Mauro,ARI,2016.0,MaurJo00,2016-10-06,Questionable,SFO,,5,DE
Ed Stinson,ARI,2016.0,StinEd00,2016-10-06,Out,SFO,,5,DE
Ed Stinson,ARI,2016.0,StinEd00,2016-10-17,Out,NYJ,toe,6,DE
Ed Stinson,ARI,2016.0,StinEd00,2016-10-23,Out,SEA,toe,7,DE
Ed Stinson,ARI,2016.0,StinEd00,2016-10-30,Out,CAR,toe,8,DE
Ed Stinson,ARI,2016.0,StinEd00,2016-11-27,Questionable,ATL,hip,12,DE
Mike Iupati,ARI,2016.0,IupaMi20,2016-10-17,Doubtful,NYJ,ankle,6,G
Jaron Brown,ARI,2016.0,BrowJa03,2016-10-23,Questionable,SEA,knee,7,WR
Jaron Brown,ARI,2016.0,BrowJa03,2016-10-30,Injured Reserve,CAR,Knee,8,WR
Jaron Brown,ARI,2016.0,BrowJa03,2016-11-13,Injured Reserve,SFO,Knee,10,WR
Jaron Brown,ARI,2016.0,BrowJa03,2016-11-20,Injured Reserve,MIN,Knee,11,WR
Jaron Brown,ARI,2016.0,BrowJa03,2016-11-27,Injured Reserve,ATL,Knee,12,WR
Jaron Brown,ARI,2016.0,BrowJa03,2016-12-04,Injured Reserve,WAS,Knee,13,WR
Jaron Brown,ARI,2016.0,BrowJa03,2016-12-11,Injured Reserve,MIA,Knee,14,WR
Jaron Brown,ARI,2016.0,BrowJa03,2016-12-18,Injured Reserve,NOR,Knee,15,WR
Jaron Brown,ARI,2016.0,BrowJa03,2016-12-24,Injured Reserve,SEA,Knee,16,WR
Jaron Brown,ARI,2016.0,BrowJa03,2017-01-01,Injured Reserve,LAR,Knee,17,WR
John Brown,ARI,2016.0,BrowJo02,2016-10-23,Doubtful,SEA,hamstring,7,WR
John Brown,ARI,2016.0,BrowJo02,2016-10-30,Questionable,CAR,hamstring,8,WR
John Brown,ARI,2016.0,BrowJo02,2016-12-04,Questionable,WAS,illness,13,WR
John Brown,ARI,2016.0,BrowJo02,2016-12-11,Questionable,MIA,illness,14,WR
John Brown,ARI,2016.0,BrowJo02,2016-12-18,Questionable,NOR,illness,15,WR
John Brown,ARI,2016.0,BrowJo02,2016-12-24,Questionable,SEA,illness,16,WR
John Brown,ARI,2016.0,BrowJo02,2017-01-01,Questionable,LAR,illness,17,WR
Gabe Martin,ARI,2016.0,MartGa00,2016-10-23,Doubtful,SEA,knee,7,LB
Gabe Martin,ARI,2016.0,MartGa00,2016-11-20,Injured Reserve,MIN,Hamstring,11,LB
Gabe Martin,ARI,2016.0,MartGa00,2016-11-27,Injured Reserve,ATL,Hamstring,12,LB
Gabe Martin,ARI,2016.0,MartGa00,2016-12-04,Injured Reserve,WAS,Hamstring,13,LB
Gabe Martin,ARI,2016.0,MartGa00,2016-12-11,Injured Reserve,MIA,Hamstring,14,LB
Gabe Martin,ARI,2016.0,MartGa00,2016-12-18,Injured Reserve,NOR,Hamstring,15,LB
Gabe Martin,ARI,2016.0,MartGa00,2016-12-24,Injured Reserve,SEA,Hamstring,16,LB
Gabe Martin,ARI,2016.0,MartGa00,2017-01-01,Injured Reserve,LAR,Hamstring,17,LB
Jared Veldheer,ARI,2016.0,VeldJa20,2016-10-30,Questionable,CAR,finger,8,T
Jared Veldheer,ARI,2016.0,VeldJa20,2016-11-13,Injured Reserve,SFO,Tricep,10,T
Jared Veldheer,ARI,2016.0,VeldJa20,2016-11-20,Injured Reserve,MIN,Tricep,11,T
Jared Veldheer,ARI,2016.0,VeldJa20,2016-11-27,Injured Reserve,ATL,Tricep,12,T
Jared Veldheer,ARI,2016.0,VeldJa20,2016-12-04,Injured Reserve,WAS,Tricep,13,T
Jared Veldheer,ARI,2016.0,VeldJa20,2016-12-11,Injured Reserve,MIA,Tricep,14,T
Jared Veldheer,ARI,2016.0,VeldJa20,2016-12-18,Injured Reserve,NOR,Tricep,15,T
Jared Veldheer,ARI,2016.0,VeldJa20,2016-12-24,Injured Reserve,SEA,Tricep,16,T
Jared Veldheer,ARI,2016.0,VeldJa20,2017-01-01,Injured Reserve,LAR,Tricep,17,T
Tyrann Mathieu,ARI,2016.0,MathTy00,2016-11-13,Out,SFO,shoulder,10,CB
Tyrann Mathieu,ARI,2016.0,MathTy00,2016-11-20,Questionable,MIN,shoulder,11,CB
Tyrann Mathieu,ARI,2016.0,MathTy00,2016-11-27,Questionable,ATL,shoulder,12,CB
Tyrann Mathieu,ARI,2016.0,MathTy00,2016-12-04,Doubtful,WAS,shoulder,13,CB
Tyrann Mathieu,ARI,2016.0,MathTy00,2016-12-11,Out,MIA,shoulder,14,CB
Tyrann Mathieu,ARI,2016.0,MathTy00,2016-12-24,Injured Reserve,SEA,Shoulder,16,CB
Tyrann Mathieu,ARI,2016.0,MathTy00,2017-01-01,Injured Reserve,LAR,Shoulder,17,CB
Ifeanyi Momah,ARI,2016.0,MomaIf00,2016-11-13,Injured Reserve,SFO,Wrist,10,WR
Ifeanyi Momah,ARI,2016.0,MomaIf00,2016-11-20,Injured Reserve,MIN,Wrist,11,WR
Ifeanyi Momah,ARI,2016.0,MomaIf00,2016-11-27,Injured Reserve,ATL,Wrist,12,WR
Ifeanyi Momah,ARI,2016.0,MomaIf00,2016-12-04,Injured Reserve,WAS,Wrist,13,WR
Ifeanyi Momah,ARI,2016.0,MomaIf00,2016-12-11,Injured Reserve,MIA,Wrist,14,WR
Ifeanyi Momah,ARI,2016.0,MomaIf00,2016-12-18,Injured Reserve,NOR,Wrist,15,WR
Ifeanyi Momah,ARI,2016.0,MomaIf00,2016-12-24,Injured Reserve,SEA,Wrist,16,WR
Ifeanyi Momah,ARI,2016.0,MomaIf00,2017-01-01,Injured Reserve,LAR,Wrist,17,WR
Deone Bucannon,ARI,2016.0,BucaDe00,2016-11-20,Questionable,MIN,ankle,11,SS
Deone Bucannon,ARI,2016.0,BucaDe00,2016-12-18,Injured Reserve,NOR,Ankle,15,SS
Deone Bucannon,ARI,2016.0,BucaDe00,2016-12-24,Injured Reserve,SEA,Ankle,16,SS
Deone Bucannon,ARI,2016.0,BucaDe00,2017-01-01,Injured Reserve,LAR,Ankle,17,SS
Corey Peters,ARI,2016.0,PeteCo00,2016-11-20,Doubtful,MIN,foot,11,DT
Corey Peters,ARI,2016.0,PeteCo00,2016-11-27,Questionable,ATL,foot,12,DT
C.B. Bryant,ARI,2016.0,BryaC.00,2016-11-27,Questionable,ATL,groin,12,FS
Brittan Golden,ARI,2016.0,GoldBr00,2016-11-27,Questionable,ATL,groin,12,WR
Markus Golden,ARI,2016.0,GoldMa00,2016-12-11,Questionable,MIA,hamstring,14,OLB
Jermaine Gresham,ARI,2016.0,GresJe00,2016-12-18,Questionable,NOR,knee,15,TE
D.J. Humphries,ARI,2016.0,HumpD.00,2016-12-18,Out,NOR,concussion,15,OT
D.J. Humphries,ARI,2016.0,HumpD.00,2016-12-24,Out,SEA,concussion,16,OT
D.J. Humphries,ARI,2016.0,HumpD.00,2017-01-01,Out,LAR,concussion,17,OT
Ulrick John,ARI,2016.0,JohnUl00,2016-12-18,Injured Reserve,NOR,Shoulder,15,OT
Ulrick John,ARI,2016.0,JohnUl00,2016-12-24,Injured Reserve,SEA,Shoulder,16,OT
Ulrick John,ARI,2016.0,JohnUl00,2017-01-01,Injured Reserve,LAR,Shoulder,17,OT
Brandon Williams,ARI,2016.0,WillBr07,2016-12-24,Questionable,SEA,back,16,CB
Tony Jefferson,ARI,2016.0,JeffTo00,2017-01-01,Injured Reserve,LAR,Knee,17,FS
Devin Fuller,ATL,2016.0,FullDe00,2016-09-11,Injured Reserve,TAM,Shoulder,1,
Devin Fuller,ATL,2016.0,FullDe00,2016-09-18,Injured Reserve,OAK,Shoulder,2,
Devin Fuller,ATL,2016.0,FullDe00,2016-09-26,Injured Reserve,NOR,Shoulder,3,
Devin Fuller,ATL,2016.0,FullDe00,2016-10-02,Injured Reserve,CAR,Shoulder,4,
Devin Fuller,ATL,2016.0,FullDe00,2016-10-09,Injured Reserve,DEN,Shoulder,5,
Devin Fuller,ATL,2016.0,FullDe00,2016-10-16,Injured Reserve,SEA,Shoulder,6,
Devin Fuller,ATL,2016.0,FullDe00,2016-10-23,Injured Reserve,SDG,Shoulder,7,
Devin Fuller,ATL,2016.0,FullDe00,2016-10-30,Injured Reserve,GNB,Shoulder,8,
Devin Fuller,ATL,2016.0,FullDe00,2016-11-03,Injured Reserve,TAM,Shoulder,9,
Devin Fuller,ATL,2016.0,FullDe00,2016-11-13,Injured Reserve,PHI,Shoulder,10,
Devin Fuller,ATL,2016.0,FullDe00,2016-11-27,Injured Reserve,ARI,Shoulder,12,
Devin Fuller,ATL,2016.0,FullDe00,2016-12-04,Injured Reserve,KAN,Shoulder,13,
Devin Fuller,ATL,2016.0,FullDe00,2016-12-11,Injured Reserve,LAR,Shoulder,14,
Devin Fuller,ATL,2016.0,FullDe00,2016-12-18,Injured Reserve,SFO,Shoulder,15,
Devin Fuller,ATL,2016.0,FullDe00,2016-12-24,Injured Reserve,CAR,Shoulder,16,
Devin Fuller,ATL,2016.0,FullDe00,2017-01-01,Injured Reserve,NOR,Shoulder,17,
Devin Fuller,ATL,2016.0,FullDe00,2017-01-14,Injured Reserve,SEA,Shoulder,,
Devin Fuller,ATL,2016.0,FullDe00,2017-01-22,Injured Reserve,GNB,Shoulder,,
