Player,Team,Season,Player_Address,Date,Status,Opp,Injury,Week,Position
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-09-09,Injured Reserve,WAS,Undisclosed,1,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-09-16,Injured Reserve,LAR,Undisclosed,2,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-09-23,Injured Reserve,CHI,Undisclosed,3,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-09-30,Injured Reserve,SEA,Undisclosed,4,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-10-07,Injured Reserve,SFO,Undisclosed,5,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-10-14,Injured Reserve,MIN,Undisclosed,6,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-10-18,Injured Reserve,DEN,Undisclosed,7,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-10-28,Injured Reserve,SFO,Undisclosed,8,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-11-11,Injured Reserve,KAN,Undisclosed,10,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-11-18,Injured Reserve,OAK,Undisclosed,11,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-11-25,Injured Reserve,LAC,Undisclosed,12,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-12-02,Injured Reserve,GNB,Undisclosed,13,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-12-09,Injured Reserve,DET,Undisclosed,14,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-12-16,Injured Reserve,ATL,Undisclosed,15,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-12-23,Injured Reserve,LAR,Undisclosed,16,LB
Bryson Albright,ARI,2018.0,/players/A/AlbrBr00,2018-12-30,Injured Reserve,SEA,Undisclosed,17,LB
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-09-09,Injured Reserve,WAS,Ankle,1,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-09-16,Injured Reserve,LAR,Ankle,2,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-09-23,Injured Reserve,CHI,Ankle,3,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-09-30,Injured Reserve,SEA,Ankle,4,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-10-07,Injured Reserve,SFO,Ankle,5,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-10-14,Injured Reserve,MIN,Ankle,6,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-10-18,Injured Reserve,DEN,Ankle,7,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-10-28,Injured Reserve,SFO,Ankle,8,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-11-11,Injured Reserve,KAN,Ankle,10,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-11-18,Injured Reserve,OAK,Ankle,11,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-11-25,Injured Reserve,LAC,Ankle,12,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-12-02,Injured Reserve,GNB,Ankle,13,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-12-09,Injured Reserve,DET,Ankle,14,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-12-16,Injured Reserve,ATL,Ankle,15,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-12-23,Injured Reserve,LAR,Ankle,16,
Christian Campbell,ARI,2018.0,/players/C/CampCh01,2018-12-30,Injured Reserve,SEA,Ankle,17,
Jeremy Cash,ARI,2018.0,/players/C/CashJe00,2018-09-09,Injured Reserve,WAS,Knee,1,SS
Jeremy Cash,ARI,2018.0,/players/C/CashJe00,2018-09-16,Injured Reserve,LAR,Knee,2,SS
Jeremy Cash,ARI,2018.0,/players/C/CashJe00,2018-09-23,Injured Reserve,CHI,Knee,3,SS
Jeremy Cash,ARI,2018.0,/players/C/CashJe00,2018-09-30,Injured Reserve,SEA,Knee,4,SS
Jeremy Cash,ARI,2018.0,/players/C/CashJe00,2018-10-07,Injured Reserve,SFO,Knee,5,SS
Jeremy Cash,ARI,2018.0,/players/C/CashJe00,2018-10-14,Injured Reserve,MIN,Knee,6,SS
Jeremy Cash,ARI,2018.0,/players/C/CashJe00,2018-10-18,Injured Reserve,DEN,Knee,7,SS
Jeremy Cash,ARI,2018.0,/players/C/CashJe00,2018-10-28,Injured Reserve,SFO,Knee,8,SS
Jeremy Cash,ARI,2018.0,/players/C/CashJe00,2018-11-11,Injured Reserve,KAN,Knee,10,SS
