Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury,Inj_Week
A'Shawn Robinson,21.209,DL,DET,2016-10-16,Sun,2016,6,6.0,Home,LAR,W 31-28,3.0,24.0,24.0,Questionable,shoulder,1
A'Shawn Robinson,21.216,DL,DET,2016-10-23,Sun,2016,7,7.0,Home,WAS,W 20-17,1.5,26.0,26.0,,,2
A'Shawn Robinson,21.223,DL,DET,2016-10-30,Sun,2016,8,8.0,Away,HOU,L 13-20,9.75,25.0,25.0,,,3
A'Shawn Robinson,21.23,DL,DET,2016-11-06,Sun,2016,9,9.0,Away,MIN,W 22-16,3.0,31.0,31.0,,,4
A'Shawn Robinson,,,,,,2016,10,,,,,,,,,,5
A'Shawn Robinson,21.244,DL,DET,2016-11-20,Sun,2016,11,10.0,Home,JAX,W 26-19,5.0,25.0,25.0,,,6
A'Shawn Robinson,21.248,DL,DET,2016-11-24,Thu,2016,12,11.0,Home,MIN,W 16-13,3.0,29.0,29.0,,,7
A'Shawn Robinson,21.258,DL,DET,2016-12-04,Sun,2016,13,12.0,Away,NOR,W 28-13,4.5,13.0,13.0,,,8
A'Shawn Robinson,21.265,DL,DET,2016-12-11,Sun,2016,14,13.0,Home,CHI,W 20-17,3.0,23.0,23.0,,,9
A'Shawn Robinson,21.272,DL,DET,2016-12-18,Sun,2016,15,14.0,Away,NYG,L 6-17,3.0,27.0,27.0,,,10
A'Shawn Robinson,21.28,DL,DET,2016-12-26,Mon,2016,16,15.0,Away,DAL,L 21-42,6.5,39.0,39.0,,,11
A'Shawn Robinson,21.286,DL,DET,2017-01-01,Sun,2016,17,16.0,Home,GNB,L 24-31,7.25,40.0,40.0,,,12
AJ Derby,,TE,DEN,2016-12-25,Sun,2016,16,15.0,Away,KAN,L 10-33,,,,Out,concussion,1
AJ Derby,,TE,DEN,2017-01-01,Sun,2016,17,16.0,Home,OAK,W 24-6,,,,Out,concussion,2
AJ Green,,WR,CIN,2016-11-27,Sun,2016,12,11.0,Away,BAL,L 14-19,,,,Out,hamstring,1
AJ Green,,WR,CIN,2016-12-04,Sun,2016,13,12.0,Home,PHI,W 32-14,,,,Out,hamstring,2
AJ Green,,WR,CIN,2016-12-11,Sun,2016,14,13.0,Away,CLE,W 23-10,,,,Out,hamstring,3
AJ Green,,WR,CIN,2016-12-18,Sun,2016,15,14.0,Home,PIT,L 20-24,,,,Doubtful,hamstring,4
AJ Green,,WR,CIN,2016-12-24,Sat,2016,16,15.0,Away,HOU,L 10-12,,,,Injured Reserve,Hamstring,5
AJ Green,,WR,CIN,2017-01-01,Sun,2016,17,16.0,Home,BAL,W 27-10,,,,Out,hamstring,6
Aaron Colvin,25.035,DB,JAX,2016-11-06,Sun,2016,9,8.0,Away,KAN,L 14-19,9.0,34.0,34.0,Questionable,calf,1
Aaron Colvin,25.042,DB,JAX,2016-11-13,Sun,2016,10,9.0,Home,HOU,L 21-24,7.5,26.0,26.0,,,2
Aaron Colvin,25.049,DB,JAX,2016-11-20,Sun,2016,11,10.0,Away,DET,L 19-26,3.0,4.0,4.0,,,3
Aaron Colvin,25.056,DB,JAX,2016-11-27,Sun,2016,12,11.0,Away,BUF,L 21-28,0.0,25.0,25.0,Questionable,concussion,4
Aaron Colvin,25.063,DB,JAX,2016-12-04,Sun,2016,13,12.0,Home,DEN,L 10-20,1.5,27.0,27.0,,,5
Aaron Colvin,25.07,DB,JAX,2016-12-11,Sun,2016,14,13.0,Home,MIN,L 16-25,0.75,32.0,32.0,,,6
Aaron Colvin,25.077,DB,JAX,2016-12-18,Sun,2016,15,14.0,Away,HOU,L 20-21,0.0,8.0,8.0,,,7
Aaron Colvin,,DB,JAX,2016-12-24,Sat,2016,16,15.0,Home,TEN,W 38-17,,,,Injured Reserve,Ankle,8
Aaron Colvin,,DB,JAX,2017-01-01,Sun,2016,17,16.0,Away,IND,L 20-24,,,,Injured Reserve,Ankle,9
Aaron Lynch,,LB,SFO,2016-11-06,Sun,2016,9,8.0,Home,NOR,L 23-41,,,,Out,ankle,1
Aaron Lynch,,LB,SFO,2016-11-13,Sun,2016,10,9.0,Away,ARI,L 20-23,,,,Out,ankle,2
Aaron Lynch,,LB,SFO,2016-11-20,Sun,2016,11,10.0,Home,NWE,L 17-30,,,,Out,ankle,3
Aaron Lynch,,LB,SFO,2016-11-27,Sun,2016,12,11.0,Away,MIA,L 24-31,,,,Questionable,ankle,4
Aaron Lynch,,LB,SFO,2016-12-04,Sun,2016,13,12.0,Away,CHI,L 6-26,,,,Questionable,ankle,5
Aaron Lynch,23.307,LB,SFO,2016-12-11,Sun,2016,14,13.0,Home,NYJ,L 17-23,2.75,24.0,24.0,Questionable,ankle,6
Aaron Lynch,23.314,LB,SFO,2016-12-18,Sun,2016,15,14.0,Away,ATL,L 13-41,8.0,27.0,27.0,,,7
Aaron Lynch,23.32,LB,SFO,2016-12-24,Sat,2016,16,15.0,Away,LAR,W 22-21,1.5,27.0,27.0,,,8
Aaron Lynch,23.328,LB,SFO,2017-01-01,Sun,2016,17,16.0,Home,SEA,L 23-25,5.0,23.0,23.0,,,9
Aaron Ripkowski,23.364,RB,GNB,2016-12-18,Sun,2016,15,14.0,Away,CHI,W 30-27,0.0,11.0,0.18,Questionable,back,1
Aaron Ripkowski,24.004,RB,GNB,2016-12-24,Sat,2016,16,15.0,Home,MIN,W 38-25,0.0,14.0,0.24,,,2
Aaron Ripkowski,24.012,RB,GNB,2017-01-01,Sun,2016,17,16.0,Away,DET,W 31-24,14.6,36.0,0.48,,,3
Aaron Rodgers,33.002,QB,GNB,2016-12-04,Sun,2016,13,12.0,Home,HOU,W 21-13,15.96,58.0,1.0,Questionable,hamstring,1
Aaron Rodgers,33.009,QB,GNB,2016-12-11,Sun,2016,14,13.0,Home,SEA,W 38-10,21.24,48.0,0.81,,,2
Aaron Rodgers,33.016,QB,GNB,2016-12-18,Sun,2016,15,14.0,Away,CHI,W 30-27,11.98,61.0,1.0,Questionable,calf,3
Aaron Rodgers,33.022,QB,GNB,2016-12-24,Sat,2016,16,15.0,Home,MIN,W 38-25,37.18000000000001,56.0,0.95,,,4
Aaron Rodgers,33.03,QB,GNB,2017-01-01,Sun,2016,17,16.0,Away,DET,W 31-24,32.2,75.0,1.0,,,5
Aaron Wallace,,LB,TEN,2016-11-06,Sun,2016,9,9.0,Away,SDG,L 35-43,,,,Questionable,shoulder,1
Aaron Wallace,,LB,TEN,2016-11-13,Sun,2016,10,10.0,Home,GNB,W 47-25,,,,Questionable,shoulder,2
Aaron Wallace,23.135,LB,TEN,2016-11-20,Sun,2016,11,11.0,Away,IND,L 17-24,3.0,6.0,6.0,,,3
Aaron Wallace,23.142,LB,TEN,2016-11-27,Sun,2016,12,12.0,Away,CHI,W 27-21,0.0,7.0,7.0,,,4
Aaron Wallace,,,,,,2016,13,,,,,,,,,,5
Aaron Wallace,23.156,LB,TEN,2016-12-11,Sun,2016,14,13.0,Home,DEN,W 13-10,9.0,14.0,14.0,,,6
Aaron Wallace,23.163,LB,TEN,2016-12-18,Sun,2016,15,14.0,Away,KAN,W 19-17,3.0,12.0,12.0,,,7
Aaron Wallace,23.169,LB,TEN,2016-12-24,Sat,2016,16,15.0,Away,JAX,L 17-38,4.5,19.0,19.0,,,8
Aaron Wallace,23.177,LB,TEN,2017-01-01,Sun,2016,17,16.0,Home,HOU,W 24-17,0.0,16.0,16.0,,,9
Aaron Williams,26.162,DB,BUF,2016-10-02,Sun,2016,4,4.0,Away,NWE,W 16-0,7.5,56.0,56.0,Questionable,ankle,1
Aaron Williams,26.169,DB,BUF,2016-10-09,Sun,2016,5,5.0,Away,LAR,W 30-19,2.25,61.0,61.0,,,2
Aaron Williams,26.176,DB,BUF,2016-10-16,Sun,2016,6,6.0,Home,SFO,W 45-16,3.75,51.0,51.0,Questionable,ankle,3
Aaron Williams,26.183,DB,BUF,2016-10-23,Sun,2016,7,7.0,Away,MIA,L 25-28,4.5,31.0,31.0,,,4
Aaron Williams,,DB,BUF,2016-10-30,Sun,2016,8,8.0,Home,NWE,L 25-41,,,,Injured Reserve,Neck,5
Aaron Williams,,DB,BUF,2016-11-07,Mon,2016,9,9.0,Away,SEA,L 25-31,,,,Injured Reserve,Neck,6
Aaron Williams,,,,,,2016,10,,,,,,,,,,7
Aaron Williams,,DB,BUF,2016-11-20,Sun,2016,11,10.0,Away,CIN,W 16-12,,,,Injured Reserve,Neck,8
Aaron Williams,,DB,BUF,2016-11-27,Sun,2016,12,11.0,Home,JAX,W 28-21,,,,Injured Reserve,Neck,9
Aaron Williams,,DB,BUF,2016-12-04,Sun,2016,13,12.0,Away,OAK,L 24-38,,,,Injured Reserve,Neck,10
Aaron Williams,,DB,BUF,2016-12-11,Sun,2016,14,13.0,Home,PIT,L 20-27,,,,Injured Reserve,Neck,11
Aaron Williams,,DB,BUF,2016-12-18,Sun,2016,15,14.0,Home,CLE,W 33-13,,,,Injured Reserve,Neck,12
Aaron Williams,,DB,BUF,2016-12-24,Sat,2016,16,15.0,Home,MIA,L 31-34,,,,Injured Reserve,Neck,13
Aaron Williams,,DB,BUF,2017-01-01,Sun,2016,17,16.0,Away,NYJ,L 10-30,,,,Injured Reserve,Neck,14
Abry Jones,,DL,JAX,2016-11-27,Sun,2016,12,11.0,Away,BUF,L 21-28,,,,Questionable,ankle,1
Abry Jones,25.087,DL,JAX,2016-12-04,Sun,2016,13,12.0,Home,DEN,L 10-20,3.0,32.0,32.0,,,2
Abry Jones,25.094,DL,JAX,2016-12-11,Sun,2016,14,13.0,Home,MIN,L 16-25,1.5,45.0,45.0,,,3
Abry Jones,25.101,DL,JAX,2016-12-18,Sun,2016,15,14.0,Away,HOU,L 20-21,5.75,39.0,39.0,,,4
Abry Jones,25.107,DL,JAX,2016-12-24,Sat,2016,16,15.0,Home,TEN,W 38-17,3.75,33.0,33.0,,,5
Abry Jones,25.115,DL,JAX,2017-01-01,Sun,2016,17,16.0,Away,IND,L 20-24,4.5,37.0,37.0,,,6
Adairius Barnes,,DB,DET,2016-09-18,Sun,2016,2,2.0,Home,TEN,L 15-16,,,,Questionable,ankle,1
Adairius Barnes,,DB,DET,2016-09-25,Sun,2016,3,3.0,Away,GNB,L 27-34,,,,Questionable,ankle,2
Adairius Barnes,,DB,DET,2016-10-02,Sun,2016,4,4.0,Away,CHI,L 14-17,,,,Questionable,ankle,3
Adairius Barnes,22.162,DB,DET,2016-10-09,Sun,2016,5,5.0,Home,PHI,W 24-23,0.0,,,,,4
Adairius Barnes,,,,,,2016,6,,,,,,,,,,5
Adairius Barnes,,,,,,2016,7,,,,,,,,,,6
Adairius Barnes,22.183,DB,DET,2016-10-30,Sun,2016,8,8.0,Away,HOU,L 13-20,0.0,12.0,12.0,,,7
Adairius Barnes,22.19,DB,DET,2016-11-06,Sun,2016,9,9.0,Away,MIN,W 22-16,0.0,14.0,14.0,Questionable,hamstring,8
Adairius Barnes,,,,,,2016,10,,,,,,,,,,9
Adairius Barnes,,,,,,2016,11,,,,,,,,,,10
Adairius Barnes,22.208,DB,DET,2016-11-24,Thu,2016,12,11.0,Home,MIN,W 16-13,1.5,,,,,11
Adairius Barnes,22.218,DB,DET,2016-12-04,Sun,2016,13,12.0,Away,NOR,W 28-13,3.75,13.0,13.0,,,12
Adairius Barnes,22.225,DB,DET,2016-12-11,Sun,2016,14,13.0,Home,CHI,W 20-17,3.0,23.0,23.0,,,13
Adairius Barnes,,,,,,2016,15,,,,,,,,,,14
Adairius Barnes,,,,,,2016,16,,,,,,,,,,15
Adairius Barnes,,,,,,2016,17,,,,,,,,,,16
Adam Gettis,27.347,OL,NYG,2016-11-20,Sun,2016,11,10.0,Home,CHI,W 22-16,0.0,,,Questionable,calf,1
Adam Gettis,27.354,OL,NYG,2016-11-27,Sun,2016,12,11.0,Away,CLE,W 27-13,0.0,,,Questionable,calf,2
Adam Gettis,,,,,,2016,13,,,,,,,,,,3
Adam Gettis,,,,,,2016,14,,,,,,,,,,4
Adam Gettis,,,,,,2016,15,,,,,,,,,,5
Adam Gettis,,,,,,2016,16,,,,,,,,,,6
Adam Gettis,,,,,,2016,17,,,,,,,,,,7
Adam Humphries,,WR,TAM,2016-12-11,Sun,2016,14,13.0,Home,NOR,W 16-11,,,,Out,concussion,1
Adam Humphries,23.177,WR,TAM,2016-12-18,Sun,2016,15,14.0,Away,DAL,L 20-26,11.9,40.0,0.66,,,2
Adam Humphries,23.183,WR,TAM,2016-12-24,Sat,2016,16,15.0,Away,NOR,L 24-31,1.7000000000000002,32.0,0.52,,,3
Adam Humphries,23.191,WR,TAM,2017-01-01,Sun,2016,17,16.0,Home,CAR,W 17-16,14.4,37.0,0.59,,,4
Adarius Taylor,25.363,LB,TAM,2016-09-18,Sun,2016,2,2.0,Away,ARI,L 7-40,0.0,,,Questionable,knee,1
Adarius Taylor,26.004,LB,TAM,2016-09-25,Sun,2016,3,3.0,Home,LAR,L 32-37,0.0,,,,,2
Adarius Taylor,26.011,LB,TAM,2016-10-02,Sun,2016,4,4.0,Home,DEN,L 7-27,0.0,,,,,3
Adarius Taylor,26.019,LB,TAM,2016-10-10,Mon,2016,5,5.0,Away,CAR,W 17-14,0.0,,,,,4
Adarius Taylor,,,,,,2016,6,,,,,,,,,,5
Adarius Taylor,26.032,LB,TAM,2016-10-23,Sun,2016,7,6.0,Away,SFO,W 34-17,0.0,,,,,6
Adarius Taylor,26.039,LB,TAM,2016-10-30,Sun,2016,8,7.0,Home,OAK,L 24-30,0.0,1.0,1.0,,,7
Adarius Taylor,26.043,LB,TAM,2016-11-03,Thu,2016,9,8.0,Home,ATL,L 28-43,9.0,14.0,14.0,,,8
Adarius Taylor,26.053,LB,TAM,2016-11-13,Sun,2016,10,9.0,Home,CHI,W 36-10,3.75,8.0,8.0,,,9
Adarius Taylor,26.06,LB,TAM,2016-11-20,Sun,2016,11,10.0,Away,KAN,W 19-17,0.0,,,,,10
Adarius Taylor,26.067,LB,TAM,2016-11-27,Sun,2016,12,11.0,Home,SEA,W 14-5,0.0,,,,,11
Adarius Taylor,26.074,LB,TAM,2016-12-04,Sun,2016,13,12.0,Away,SDG,W 28-21,0.0,,,,,12
Adarius Taylor,26.081,LB,TAM,2016-12-11,Sun,2016,14,13.0,Home,NOR,W 16-11,0.0,,,,,13
Adarius Taylor,26.088,LB,TAM,2016-12-18,Sun,2016,15,14.0,Away,DAL,L 20-26,0.0,,,,,14
Adarius Taylor,26.094,LB,TAM,2016-12-24,Sat,2016,16,15.0,Away,NOR,L 24-31,0.0,,,,,15
Adarius Taylor,26.102,LB,TAM,2017-01-01,Sun,2016,17,16.0,Home,CAR,W 17-16,0.0,,,,,16
Adrian Amos,23.149,DB,CHI,2016-09-25,Sun,2016,3,3.0,Away,DAL,L 17-31,8.5,68.0,68.0,Questionable,concussion,1
Adrian Amos,23.156,DB,CHI,2016-10-02,Sun,2016,4,4.0,Home,DET,W 17-14,11.25,63.0,63.0,,,2
Adrian Amos,23.163,DB,CHI,2016-10-09,Sun,2016,5,5.0,Away,IND,L 23-29,9.25,68.0,68.0,,,3
Adrian Amos,23.17,DB,CHI,2016-10-16,Sun,2016,6,6.0,Home,JAX,L 16-17,6.0,60.0,60.0,,,4
Adrian Amos,23.174,DB,CHI,2016-10-20,Thu,2016,7,7.0,Away,GNB,L 10-26,10.5,88.0,88.0,,,5
Adrian Amos,23.185,DB,CHI,2016-10-31,Mon,2016,8,8.0,Home,MIN,W 20-10,9.0,60.0,60.0,,,6
Adrian Amos,,,,,,2016,9,,,,,,,,,,7
Adrian Amos,23.198,DB,CHI,2016-11-13,Sun,2016,10,9.0,Away,TAM,L 10-36,6.0,72.0,72.0,,,8
Adrian Amos,23.205,DB,CHI,2016-11-20,Sun,2016,11,10.0,Away,NYG,L 16-22,10.5,67.0,67.0,,,9
Adrian Amos,23.212,DB,CHI,2016-11-27,Sun,2016,12,11.0,Home,TEN,L 21-27,9.5,58.0,58.0,,,10
Adrian Amos,,DB,CHI,2016-12-04,Sun,2016,13,12.0,Home,SFO,W 26-6,,,,Questionable,foot,11
Adrian Amos,23.226,DB,CHI,2016-12-11,Sun,2016,14,13.0,Away,DET,L 17-20,3.75,34.0,34.0,,,12
Adrian Amos,23.233,DB,CHI,2016-12-18,Sun,2016,15,14.0,Home,GNB,L 27-30,7.5,59.0,59.0,,,13
Adrian Amos,23.239,DB,CHI,2016-12-24,Sat,2016,16,15.0,Home,WAS,L 21-41,1.5,67.0,67.0,,,14
Adrian Amos,23.247,DB,CHI,2017-01-01,Sun,2016,17,16.0,Away,MIN,L 10-38,5.75,63.0,63.0,,,15
Adrian Clayborn,,DL,ATL,2016-12-04,Sun,2016,13,12.0,Home,KAN,L 28-29,,,,Out,knee,1
Adrian Clayborn,,DL,ATL,2016-12-11,Sun,2016,14,13.0,Away,LAR,W 42-14,,,,Out,knee,2
Adrian Clayborn,,DL,ATL,2016-12-18,Sun,2016,15,14.0,Home,SFO,W 41-13,,,,Out,groin,3
Adrian Clayborn,28.171,DL,ATL,2016-12-24,Sat,2016,16,15.0,Away,CAR,W 33-16,1.5,49.0,49.0,,,4
Adrian Clayborn,28.179,DL,ATL,2017-01-01,Sun,2016,17,16.0,Home,NOR,W 38-32,0.0,53.0,53.0,,,5
Adrian Peterson,,RB,MIN,2016-09-25,Sun,2016,3,3.0,Away,CAR,W 22-10,,,,Injured Reserve,Knee,1
Adrian Peterson,,RB,MIN,2016-10-03,Mon,2016,4,4.0,Home,NYG,W 24-10,,,,Injured Reserve,Knee,2
Adrian Peterson,,RB,MIN,2016-10-09,Sun,2016,5,5.0,Home,HOU,W 31-13,,,,Injured Reserve,Knee,3
Adrian Peterson,,,,,,2016,6,,,,,,,,,,4
Adrian Peterson,,RB,MIN,2016-10-23,Sun,2016,7,6.0,Away,PHI,L 10-21,,,,Injured Reserve,Knee,5
Adrian Peterson,,RB,MIN,2016-10-31,Mon,2016,8,7.0,Away,CHI,L 10-20,,,,Injured Reserve,Knee,6
Adrian Peterson,,RB,MIN,2016-11-06,Sun,2016,9,8.0,Home,DET,L 16-22,,,,Injured Reserve,Knee,7
Adrian Peterson,,RB,MIN,2016-11-13,Sun,2016,10,9.0,Away,WAS,L 20-26,,,,Injured Reserve,Knee,8
Adrian Peterson,,RB,MIN,2016-11-20,Sun,2016,11,10.0,Home,ARI,W 30-24,,,,Injured Reserve,Knee,9
Adrian Peterson,,RB,MIN,2016-11-24,Thu,2016,12,11.0,Away,DET,L 13-16,,,,Injured Reserve,Knee,10
Adrian Peterson,,RB,MIN,2016-12-01,Thu,2016,13,12.0,Home,DAL,L 15-17,,,,Injured Reserve,Knee,11
Adrian Peterson,,RB,MIN,2016-12-11,Sun,2016,14,13.0,Away,JAX,W 25-16,,,,Injured Reserve,Knee,12
Adrian Peterson,31.272,RB,MIN,2016-12-18,Sun,2016,15,14.0,Home,IND,L 6-34,0.8000000000000003,12.0,0.21,day-to-day,torn  meniscus,13
Adrian Peterson,,RB,MIN,2016-12-24,Sat,2016,16,15.0,Away,GNB,L 25-38,,,,Out,"knee, groin",14
Adrian Peterson,,RB,MIN,2017-01-01,Sun,2016,17,16.0,Home,CHI,W 38-10,,,,Out,"knee, groin",15
Ahmad Brooks,32.216,LB,SFO,2016-10-16,Sun,2016,6,6.0,Away,BUF,L 16-45,4.5,67.0,67.0,Questionable,groin,1
Ahmad Brooks,32.223,LB,SFO,2016-10-23,Sun,2016,7,7.0,Home,TAM,L 17-34,8.0,71.0,71.0,,,2
Ahmad Brooks,,,,,,2016,8,,,,,,,,,,3
Ahmad Brooks,32.237,LB,SFO,2016-11-06,Sun,2016,9,8.0,Home,NOR,L 23-41,4.5,67.0,67.0,,,4
Ahmad Brooks,32.244,LB,SFO,2016-11-13,Sun,2016,10,9.0,Away,ARI,L 20-23,8.75,69.0,69.0,,,5
Ahmad Brooks,32.251,LB,SFO,2016-11-20,Sun,2016,11,10.0,Home,NWE,L 17-30,9.0,58.0,58.0,,,6
Ahmad Brooks,32.258,LB,SFO,2016-11-27,Sun,2016,12,11.0,Away,MIA,L 24-31,7.75,49.0,49.0,,,7
Ahmad Brooks,32.265,LB,SFO,2016-12-04,Sun,2016,13,12.0,Away,CHI,L 6-26,12.5,59.0,59.0,,,8
Ahmad Brooks,32.272,LB,SFO,2016-12-11,Sun,2016,14,13.0,Home,NYJ,L 17-23,3.0,73.0,73.0,,,9
Ahmad Brooks,32.279,LB,SFO,2016-12-18,Sun,2016,15,14.0,Away,ATL,L 13-41,10.0,62.0,62.0,,,10
Ahmad Brooks,32.285,LB,SFO,2016-12-24,Sat,2016,16,15.0,Away,LAR,W 22-21,16.25,48.0,48.0,,,11
Ahmad Brooks,32.293,LB,SFO,2017-01-01,Sun,2016,17,16.0,Home,SEA,L 23-25,7.5,55.0,55.0,,,12
Akeem King,,,ATL,2016-09-11,Sun,2016,1,1.0,Home,TAM,L 24-31,,,,Injured Reserve,Foot,1
Akeem King,,,ATL,2016-09-18,Sun,2016,2,2.0,Away,OAK,W 35-28,,,,Injured Reserve,Foot,2
Akeem King,,,ATL,2016-09-26,Mon,2016,3,3.0,Away,NOR,W 45-32,,,,Injured Reserve,Foot,3
Akeem King,,,ATL,2016-10-02,Sun,2016,4,4.0,Home,CAR,W 48-33,,,,Injured Reserve,Foot,4
Akeem King,,,ATL,2016-10-09,Sun,2016,5,5.0,Away,DEN,W 23-16,,,,Injured Reserve,Foot,5
Akeem King,,,ATL,2016-10-16,Sun,2016,6,6.0,Away,SEA,L 24-26,,,,Injured Reserve,Foot,6
Akeem King,,,ATL,2016-10-23,Sun,2016,7,7.0,Home,SDG,L 30-33,,,,Injured Reserve,Foot,7
Akeem King,,,ATL,2016-10-30,Sun,2016,8,8.0,Home,GNB,W 33-32,,,,Injured Reserve,Foot,8
Akeem King,,,ATL,2016-11-03,Thu,2016,9,9.0,Away,TAM,W 43-28,,,,Injured Reserve,Foot,9
Akeem King,,,ATL,2016-11-13,Sun,2016,10,10.0,Away,PHI,L 15-24,,,,Injured Reserve,Foot,10
Akeem King,,,,,,2016,11,,,,,,,,,,11
Akeem King,,,ATL,2016-11-27,Sun,2016,12,11.0,Home,ARI,W 38-19,,,,Injured Reserve,Foot,12
Akeem King,,,ATL,2016-12-04,Sun,2016,13,12.0,Home,KAN,L 28-29,,,,Injured Reserve,Foot,13
Akeem King,,,ATL,2016-12-11,Sun,2016,14,13.0,Away,LAR,W 42-14,,,,Injured Reserve,Foot,14
Akeem King,,,ATL,2016-12-18,Sun,2016,15,14.0,Home,SFO,W 41-13,,,,Injured Reserve,Foot,15
Akeem King,,,ATL,2016-12-24,Sat,2016,16,15.0,Away,CAR,W 33-16,,,,Injured Reserve,Foot,16
Akeem King,,,ATL,2017-01-01,Sun,2016,17,16.0,Home,NOR,W 38-32,,,,Injured Reserve,Foot,17
Alan Branch,31.32,DL,NWE,2016-11-13,Sun,2016,10,9.0,Home,SEA,L 24-31,3.0,48.0,48.0,Questionable,back,1
Alan Branch,31.327,DL,NWE,2016-11-20,Sun,2016,11,10.0,Away,SFO,W 30-17,5.25,35.0,35.0,,,2
Alan Branch,31.334,DL,NWE,2016-11-27,Sun,2016,12,11.0,Away,NYJ,W 22-17,5.25,35.0,35.0,,,3
Alan Branch,31.341,DL,NWE,2016-12-04,Sun,2016,13,12.0,Home,LAR,W 26-10,3.5,23.0,23.0,,,4
Alan Branch,31.349,DL,NWE,2016-12-12,Mon,2016,14,13.0,Home,BAL,W 30-23,0.75,36.0,36.0,,,5
Alan Branch,31.355,DL,NWE,2016-12-18,Sun,2016,15,14.0,Away,DEN,W 16-3,7.25,36.0,36.0,,,6
Alan Branch,31.361,DL,NWE,2016-12-24,Sat,2016,16,15.0,Home,NYJ,W 41-3,5.0,35.0,35.0,,,7
Alan Branch,32.003,DL,NWE,2017-01-01,Sun,2016,17,16.0,Away,MIA,W 35-14,4.5,39.0,39.0,,,8
Alani Fua,,LB,ARI,2016-10-02,Sun,2016,4,4.0,Home,LAR,L 13-17,,,,Injured Reserve,Knee,1
Alani Fua,,LB,ARI,2016-10-06,Thu,2016,5,5.0,Away,SFO,W 33-21,,,,Injured Reserve,Knee,2
Alani Fua,,LB,ARI,2016-10-17,Mon,2016,6,6.0,Home,NYJ,W 28-3,,,,Injured Reserve,Knee,3
Alani Fua,,LB,ARI,2016-10-23,Sun,2016,7,7.0,Home,SEA,T 6-6,,,,Injured Reserve,Knee,4
Alani Fua,,LB,ARI,2016-10-30,Sun,2016,8,8.0,Away,CAR,L 20-30,,,,Injured Reserve,Knee,5
Alani Fua,,,,,,2016,9,,,,,,,,,,6
Alani Fua,,LB,ARI,2016-11-13,Sun,2016,10,9.0,Home,SFO,W 23-20,,,,Injured Reserve,Knee,7
Alani Fua,,LB,ARI,2016-11-20,Sun,2016,11,10.0,Away,MIN,L 24-30,,,,Injured Reserve,Knee,8
Alani Fua,,LB,ARI,2016-11-27,Sun,2016,12,11.0,Away,ATL,L 19-38,,,,Injured Reserve,Knee,9
Alani Fua,,LB,ARI,2016-12-04,Sun,2016,13,12.0,Home,WAS,W 31-23,,,,Injured Reserve,Knee,10
Alani Fua,,LB,ARI,2016-12-11,Sun,2016,14,13.0,Away,MIA,L 23-26,,,,Injured Reserve,Knee,11
Alani Fua,,LB,ARI,2016-12-18,Sun,2016,15,14.0,Home,NOR,L 41-48,,,,Injured Reserve,Knee,12
Alani Fua,,LB,ARI,2016-12-24,Sat,2016,16,15.0,Away,SEA,W 34-31,,,,Injured Reserve,Knee,13
Alani Fua,,LB,ARI,2017-01-01,Sun,2016,17,16.0,Away,LAR,W 44-6,,,,Injured Reserve,Knee,14
Albert McClellan,30.134,LB,BAL,2016-10-16,Sun,2016,6,6.0,Away,NYG,L 23-27,12.0,53.0,53.0,Questionable,calf,1
Albert McClellan,30.141,LB,BAL,2016-10-23,Sun,2016,7,7.0,Away,NYJ,L 16-24,6.75,60.0,60.0,,,2
Albert McClellan,,,,,,2016,8,,,,,,,,,,3
Albert McClellan,30.155,LB,BAL,2016-11-06,Sun,2016,9,8.0,Home,PIT,W 21-14,1.5,54.0,54.0,,,4
Albert McClellan,30.159,LB,BAL,2016-11-10,Thu,2016,10,9.0,Home,CLE,W 28-7,8.0,24.0,24.0,,,5
Albert McClellan,30.169,LB,BAL,2016-11-20,Sun,2016,11,10.0,Away,DAL,L 17-27,11.25,36.0,36.0,,,6
Albert McClellan,30.176,LB,BAL,2016-11-27,Sun,2016,12,11.0,Home,CIN,W 19-14,3.0,37.0,37.0,,,7
Albert McClellan,30.183,LB,BAL,2016-12-04,Sun,2016,13,12.0,Home,MIA,W 38-6,0.75,16.0,16.0,,,8
Albert McClellan,30.191,LB,BAL,2016-12-12,Mon,2016,14,13.0,Away,NWE,L 23-30,3.0,31.0,31.0,,,9
Albert McClellan,30.197,LB,BAL,2016-12-18,Sun,2016,15,14.0,Home,PHI,W 27-26,8.0,38.0,38.0,,,10
Albert McClellan,30.204,LB,BAL,2016-12-25,Sun,2016,16,15.0,Away,PIT,L 27-31,0.0,32.0,32.0,,,11
Albert McClellan,30.211,LB,BAL,2017-01-01,Sun,2016,17,16.0,Away,CIN,L 10-27,4.5,44.0,44.0,,,12
Alex Boone,,OL,MIN,2016-11-06,Sun,2016,9,8.0,Home,DET,L 16-22,,,,Out,"concussion, shoulder, kne",1
Alex Boone,29.193,OL,MIN,2016-11-13,Sun,2016,10,9.0,Away,WAS,L 20-26,0.0,,,,,2
Alex Boone,29.2,OL,MIN,2016-11-20,Sun,2016,11,10.0,Home,ARI,W 30-24,0.0,,,,,3
Alex Boone,29.204,OL,MIN,2016-11-24,Thu,2016,12,11.0,Away,DET,L 13-16,0.0,,,,,4
