Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury,Healthy_Week
Cole Mazza,,,,,,2020,1,,,,,,,,,,1
Cole Mazza,,,,,,2020,2,,,,,,,,,,2
Cole Mazza,,,,,,2020,3,,,,,,,,,,3
Cole Mazza,,,,,,2020,4,,,,,,,,,,4
Cole Mazza,,,,,,2020,5,,,,,,,,,,5
Cole Mazza,,,,,,2020,6,,,,,,,,,,6
Cole Mazza,,,,,,2020,7,,,,,,,,,,7
Cole Mazza,,,,,,2020,8,,,,,,,,,,8
Cole Mazza,,,,,,2020,9,,,,,,,,,,9
Cole Mazza,25.275,LB,LAC,2020-11-15,Sun,2020,10,9.0,Away,MIA,L 21-29,1.5,1.0,1.0,,,10
Collin Johnson,22.356,WR,JAX,2020-09-13,Sun,2020,1,1.0,Home,IND,W 27-20,1.9,9.0,0.18,,,1
Collin Johnson,22.363,WR,JAX,2020-09-20,Sun,2020,2,2.0,Away,TEN,L 30-33,0.0,8.0,0.11,,,2
Collin Johnson,23.001,WR,JAX,2020-09-24,Thu,2020,3,3.0,Home,MIA,L 13-31,0.8,20.0,0.3,,,3
Collin Johnson,,WR,JAX,2020-10-04,Sun,2020,4,4.0,Away,CIN,L 25-33,,13.0,0.19,,,4
Collin Johnson,23.018,WR,JAX,2020-10-11,Sun,2020,5,5.0,Away,HOU,L 14-30,10.5,23.0,0.31,,,5
Collin Johnson,,WR,JAX,2020-10-18,Sun,2020,6,6.0,Home,DET,L 16-34,,3.0,0.09,,,6
Collin Johnson,23.032,WR,JAX,2020-10-25,Sun,2020,7,7.0,Away,LAC,L 29-39,1.8,13.0,0.2,,,7
Collin Johnson,,,,,,2020,8,,,,,,,,,,8
Collin Johnson,23.046,WR,JAX,2020-11-08,Sun,2020,9,8.0,Home,HOU,L 25-27,1.4,9.0,0.13,,,9
Collin Johnson,,WR,JAX,2020-11-15,Sun,2020,10,9.0,Away,GNB,L 20-24,,7.0,0.11,,,10
Colton McKivitz,,,,,,2020,1,,,,,,,,,,1
Colton McKivitz,,,,,,2020,2,,,,,,,,,,2
Colton McKivitz,,,,,,2020,3,,,,,,,,,,3
Colton McKivitz,,,,,,2020,4,,,,,,,,,,4
Colton McKivitz,,,,,,2020,5,,,,,,,,,,5
Colton McKivitz,,,,,,2020,6,,,,,,,,,,6
Colton McKivitz,,,,,,2020,7,,,,,,,,,,7
Colton McKivitz,,,,,,2020,8,,,,,,,,,,8
Colton McKivitz,24.088,OL,SFO,2020-11-05,Thu,2020,9,9.0,Home,GNB,L 17-34,0.0,,,,,9
Colton McKivitz,,,,,,2020,10,,,,,,,,,,10
Colton McKivitz,,,,,,2020,11,,,,,,,,,,11
Colton McKivitz,,,,,,2020,12,,,,,,,,,,12
Colton McKivitz,,,,,,2020,13,,,,,,,,,,13
Colton McKivitz,,,,,,2020,14,,,,,,,,,,14
Connor McGovern,,,,,,2020,1,,,,,,,,,,1
Connor McGovern,,,,,,2020,2,,,,,,,,,,2
Conor McDermott,,,,,,2020,1,,,,,,,,,,1
Conor McDermott,,,,,,2020,2,,,,,,,,,,2
Conor McDermott,,,,,,2020,3,,,,,,,,,,3
Conor McDermott,,,,,,2020,4,,,,,,,,,,4
Conor McDermott,,,,,,2020,5,,,,,,,,,,5
Conor McDermott,,,,,,2020,6,,,,,,,,,,6
Conor McDermott,,,,,,2020,7,,,,,,,,,,7
Cooper Kupp,27.09,WR,LAR,2020-09-13,Sun,2020,1,1.0,Home,DAL,W 20-17,6.0,62.0,0.85,,,1
Cooper Kupp,27.097,WR,LAR,2020-09-20,Sun,2020,2,2.0,Away,PHI,W 37-19,10.5,59.0,0.84,,,2
Cooper Kupp,27.104,WR,LAR,2020-09-27,Sun,2020,3,3.0,Away,BUF,L 32-35,21.200000000000003,62.0,0.9,,,3
Cooper Kupp,27.111,WR,LAR,2020-10-04,Sun,2020,4,4.0,Home,NYG,W 17-9,15.2,49.0,0.86,,,4
Cooper Kupp,27.118,WR,LAR,2020-10-11,Sun,2020,5,5.0,Away,WAS,W 30-10,9.1,56.0,0.82,,,5
Cooper Kupp,27.125,WR,LAR,2020-10-18,Sun,2020,6,6.0,Away,SFO,L 16-24,2.6,55.0,0.92,,,6
Cooper Kupp,27.133,WR,LAR,2020-10-26,Mon,2020,7,7.0,Home,CHI,W 24-10,8.899999999999999,,,,,7
Cooper Kupp,27.139,WR,LAR,2020-11-01,Sun,2020,8,8.0,Away,MIA,L 17-28,16.5,92.0,0.97,,,8
Cooper Kupp,,,,,,2020,9,,,,,,,,,,9
Cooper Kupp,27.153,WR,LAR,2020-11-15,Sun,2020,10,9.0,Home,SEA,W 23-16,7.5,37.0,0.53,,,10
Cooper Kupp,27.161,WR,LAR,2020-11-23,Mon,2020,11,10.0,Away,TAM,W 27-24,20.0,52.0,0.72,,,11
Cooper Kupp,27.167,WR,LAR,2020-11-29,Sun,2020,12,11.0,Home,SFO,L 20-23,5.1000000000000005,55.0,0.89,,,12
Cooper Kupp,27.174,WR,LAR,2020-12-06,Sun,2020,13,12.0,Away,ARI,W 38-28,11.3,53.0,0.65,,,13
Cooper Kupp,27.178,WR,LAR,2020-12-10,Thu,2020,14,13.0,Home,NWE,W 24-3,11.8,39.0,0.62,,,14
Cooper Kupp,27.188,WR,LAR,2020-12-20,Sun,2020,15,14.0,Home,NYJ,L 20-23,6.4,48.0,0.81,,,15
Cooper Kupp,27.195,WR,LAR,2020-12-27,Sun,2020,16,15.0,Away,SEA,L 9-20,10.6,60.0,0.8,,,16
Corey Linsley,,,,,,2020,1,,,,,,,,,,1
Corey Linsley,,,,,,2020,2,,,,,,,,,,2
Corey Linsley,,,,,,2020,3,,,,,,,,,,3
Corey Peters,32.097,DL,ARI,2020-09-13,Sun,2020,1,1.0,Away,SFO,W 24-20,1.5,44.0,0.71,,,1
Corey Peters,32.104,DL,ARI,2020-09-20,Sun,2020,2,2.0,Home,WAS,W 30-15,9.75,37.0,0.56,,,2
Corey Peters,32.111,DL,ARI,2020-09-27,Sun,2020,3,3.0,Home,DET,L 23-26,10.5,47.0,0.71,,,3
Corey Peters,32.118,DL,ARI,2020-10-04,Sun,2020,4,4.0,Away,CAR,L 21-31,0.0,46.0,0.61,,,4
Corey Peters,32.125,DL,ARI,2020-10-11,Sun,2020,5,5.0,Away,NYJ,W 30-10,1.5,37.0,0.52,,,5
Corey Peters,32.133,DL,ARI,2020-10-19,Mon,2020,6,6.0,Away,DAL,W 38-10,6.5,46.0,0.52,,,6
Corey Peters,32.139,DL,ARI,2020-10-25,Sun,2020,7,7.0,Home,SEA,W 37-34,1.5,61.0,0.73,,,7
Corey Peters,,,,,,2020,8,,,,,,,,,,8
Corey Peters,32.153,DL,ARI,2020-11-08,Sun,2020,9,8.0,Home,MIA,L 31-34,2.25,44.0,0.72,,,9
Corey Peters,32.16,DL,ARI,2020-11-15,Sun,2020,10,9.0,Home,BUF,W 32-30,0.75,17.0,0.23,,,10
Cornelius Lucas,,,,,,2020,1,,,,,,,,,,1
Cornelius Lucas,,,,,,2020,2,,,,,,,,,,2
Cornelius Lucas,,,,,,2020,3,,,,,,,,,,3
Cornelius Lucas,,,,,,2020,4,,,,,,,,,,4
Cornelius Lucas,,,,,,2020,5,,,,,,,,,,5
Cornelius Lucas,,,,,,2020,6,,,,,,,,,,6
Cornelius Lucas,,,,,,2020,7,,,,,,,,,,7
Cornelius Lucas,,,,,,2020,8,,,,,,,,,,8
Cornelius Lucas,,,,,,2020,9,,,,,,,,,,9
Cornelius Lucas,,,,,,2020,10,,,,,,,,,,10
Cornell Armstrong,,,,,,2020,1,,,,,,,,,,1
Cornell Armstrong,,,,,,2020,2,,,,,,,,,,2
Cornell Armstrong,,,,,,2020,3,,,,,,,,,,3
Cornell Armstrong,,,,,,2020,4,,,,,,,,,,4
Cornell Armstrong,,,,,,2020,5,,,,,,,,,,5
Cory Littleton,26.3,LB,LVR,2020-09-13,Sun,2020,1,1.0,Away,CAR,W 34-30,6.75,67.0,1.0,,,1
Cory Littleton,26.308,LB,LVR,2020-09-21,Mon,2020,2,2.0,Home,NOR,W 34-24,3.75,60.0,1.0,,,2
Cory Littleton,26.314,LB,LVR,2020-09-27,Sun,2020,3,3.0,Away,NWE,L 20-36,9.5,69.0,1.0,,,3
Cory Littleton,26.321,LB,LVR,2020-10-04,Sun,2020,4,4.0,Home,BUF,L 23-30,11.75,60.0,0.98,,,4
Cory Littleton,26.328,LB,LVR,2020-10-11,Sun,2020,5,5.0,Away,KAN,W 40-32,6.0,72.0,1.0,,,5
Cory Littleton,,,,,,2020,6,,,,,,,,,,6
Cory Littleton,26.342,LB,LVR,2020-10-25,Sun,2020,7,6.0,Home,TAM,L 20-45,11.75,72.0,1.0,,,7
Cory Littleton,26.349,LB,LVR,2020-11-01,Sun,2020,8,7.0,Away,CLE,W 16-6,6.0,49.0,1.0,,,8
Cory Littleton,26.356,LB,LVR,2020-11-08,Sun,2020,9,8.0,Away,LAC,W 31-26,9.75,78.0,0.99,,,9
Craig James,24.137,DB,PHI,2020-09-13,Sun,2020,1,1.0,Away,WAS,L 17-27,4.0,,,,,1
Cre'von LeBlanc,26.05,DB,PHI,2020-09-13,Sun,2020,1,1.0,Away,WAS,L 17-27,1.5,,,,,1
Cre'von LeBlanc,,,,,,2020,2,,,,,,,,,,2
Cre'von LeBlanc,26.064,DB,PHI,2020-09-27,Sun,2020,3,3.0,Home,CIN,T 23-23,11.75,,,,,3
Cre'von LeBlanc,26.071,DB,PHI,2020-10-04,Sun,2020,4,4.0,Away,SFO,W 25-20,15.5,,,,,4
Cre'von LeBlanc,26.078,DB,PHI,2020-10-11,Sun,2020,5,5.0,Away,PIT,L 29-38,7.0,,,,,5
Cre'von LeBlanc,26.085,DB,PHI,2020-10-18,Sun,2020,6,6.0,Home,BAL,L 28-30,1.5,,,,,6
Cre'von LeBlanc,26.089,DB,PHI,2020-10-22,Thu,2020,7,7.0,Home,NYG,W 22-21,4.5,,,,,7
Curtis Samuel,24.033,WR,CAR,2020-09-13,Sun,2020,1,1.0,Home,LVR,L 30-34,6.800000000000001,51.0,0.76,,,1
Curtis Samuel,24.04,WR,CAR,2020-09-20,Sun,2020,2,2.0,Away,TAM,L 17-31,4.9,51.0,0.7,,,2
Curtis Samuel,24.047,WR,CAR,2020-09-27,Sun,2020,3,3.0,Away,LAC,W 21-16,7.2,33.0,0.63,,,3
Curtis Samuel,24.054,WR,CAR,2020-10-04,Sun,2020,4,4.0,Home,ARI,W 31-21,6.300000000000001,36.0,0.47,,,4
Curtis Samuel,24.061,WR,CAR,2020-10-11,Sun,2020,5,5.0,Away,ATL,W 23-16,8.9,48.0,0.74,,,5
D'Andre Swift,21.243,RB,DET,2020-09-13,Sun,2020,1,1.0,Home,CHI,L 23-27,9.8,34.0,0.44,,,1
D'Andre Swift,21.25,RB,DET,2020-09-20,Sun,2020,2,2.0,Away,GNB,L 21-42,9.7,20.0,0.33,,,2
D'Andre Swift,21.257,RB,DET,2020-09-27,Sun,2020,3,3.0,Away,ARI,W 26-23,2.4000000000000004,6.0,0.09,,,3
D'Andre Swift,21.264,RB,DET,2020-10-04,Sun,2020,4,4.0,Home,NOR,L 29-35,13.2,23.0,0.38,,,4
D'Andre Swift,,,,,,2020,5,,,,,,,,,,5
D'Andre Swift,21.278,RB,DET,2020-10-18,Sun,2020,6,5.0,Away,JAX,W 34-16,25.8,17.0,0.38,,,6
D'Andre Swift,21.285,RB,DET,2020-10-25,Sun,2020,7,6.0,Away,ATL,W 23-22,12.8,28.0,0.45,,,7
D'Andre Swift,21.292,RB,DET,2020-11-01,Sun,2020,8,7.0,Home,IND,L 21-41,3.8,38.0,0.61,,,8
D'Andre Swift,21.299,RB,DET,2020-11-08,Sun,2020,9,8.0,Away,MIN,L 20-34,11.2,30.0,0.4,,,9
D'Andre Swift,21.306,RB,DET,2020-11-15,Sun,2020,10,9.0,Home,WAS,W 30-27,23.4,43.0,0.73,,,10
DJ Chark,23.356,WR,JAX,2020-09-13,Sun,2020,1,1.0,Home,IND,W 27-20,10.0,,,,,1
DJ Chark,23.363,WR,JAX,2020-09-20,Sun,2020,2,2.0,Away,TEN,L 30-33,10.4,,,,,2
DJ Fluker,,,,,,2020,1,,,,,,,,,,1
DJ Fluker,,,,,,2020,2,,,,,,,,,,2
DJ Hayden,30.078,DB,JAX,2020-09-13,Sun,2020,1,1.0,Home,IND,W 27-20,9.0,67.0,0.89,,,1
DJ Hayden,30.085,DB,JAX,2020-09-20,Sun,2020,2,2.0,Away,TEN,L 30-33,1.5,28.0,0.44,,,2
DJ Hayden,30.089,DB,JAX,2020-09-24,Thu,2020,3,3.0,Home,MIA,L 13-31,3.75,27.0,0.44,,,3
DJ Hayden,30.099,DB,JAX,2020-10-04,Sun,2020,4,4.0,Away,CIN,L 25-33,6.0,56.0,0.74,,,4
DJ Humphries,,,,,,2020,1,,,,,,,,,,1
DJ Humphries,,,,,,2020,2,,,,,,,,,,2
DJ Humphries,,,,,,2020,3,,,,,,,,,,3
DJ Humphries,,,,,,2020,4,,,,,,,,,,4
DJ Humphries,,,,,,2020,5,,,,,,,,,,5
DJ Jones,25.238,DL,SFO,2020-09-13,Sun,2020,1,1.0,Home,ARI,L 20-24,9.0,39.0,0.48,,,1
DJ Jones,25.245,DL,SFO,2020-09-20,Sun,2020,2,2.0,Away,NYJ,W 31-13,6.5,36.0,0.55,,,2
DJ Jones,,DL,SFO,2020-09-27,Sun,2020,3,3.0,Away,NYG,W 36-9,,26.0,0.44,,,3
DJ Jones,25.259,DL,SFO,2020-10-04,Sun,2020,4,4.0,Home,PHI,L 20-25,7.5,39.0,0.62,,,4
DJ Jones,25.266,DL,SFO,2020-10-11,Sun,2020,5,5.0,Home,MIA,L 17-43,4.25,19.0,0.28,,,5
DJ Jones,25.273,DL,SFO,2020-10-18,Sun,2020,6,6.0,Home,LAR,W 24-16,0.75,30.0,0.5,,,6
DJ Jones,25.28,DL,SFO,2020-10-25,Sun,2020,7,7.0,Away,NWE,W 33-6,4.25,21.0,0.4,,,7
DJ Jones,25.287,DL,SFO,2020-11-01,Sun,2020,8,8.0,Away,SEA,L 27-37,3.75,35.0,0.51,,,8
DJ Jones,,DL,SFO,2020-11-05,Thu,2020,9,9.0,Home,GNB,L 17-34,,33.0,0.5,,,9
DJ Jones,25.301,DL,SFO,2020-11-15,Sun,2020,10,10.0,Away,NOR,L 13-27,3.5,26.0,0.44,,,10
DJ Jones,,,,,,2020,11,,,,,,,,,,11
DJ Moore,23.152,WR,CAR,2020-09-13,Sun,2020,1,1.0,Home,LVR,L 30-34,7.4,58.0,0.87,,,1
DJ Moore,23.159,WR,CAR,2020-09-20,Sun,2020,2,2.0,Away,TAM,L 17-31,16.0,65.0,0.89,,,2
DJ Moore,23.166,WR,CAR,2020-09-27,Sun,2020,3,3.0,Away,LAC,W 21-16,7.5,45.0,0.87,,,3
DJ Moore,23.173,WR,CAR,2020-10-04,Sun,2020,4,4.0,Home,ARI,W 31-21,6.9,56.0,0.74,,,4
DJ Moore,23.18,WR,CAR,2020-10-11,Sun,2020,5,5.0,Away,ATL,W 23-16,17.3,51.0,0.78,,,5
DJ Moore,23.187,WR,CAR,2020-10-18,Sun,2020,6,6.0,Home,CHI,L 16-23,11.8,64.0,0.94,,,6
DJ Moore,23.194,WR,CAR,2020-10-25,Sun,2020,7,7.0,Away,NOR,L 24-27,23.3,42.0,0.91,,,7
DJ Moore,23.198,WR,CAR,2020-10-29,Thu,2020,8,8.0,Home,ATL,L 17-25,6.5,48.0,0.89,,,8
DJ Moore,23.208,WR,CAR,2020-11-08,Sun,2020,9,9.0,Away,KAN,L 31-33,2.8,81.0,0.98,,,9
DJ Moore,23.215,WR,CAR,2020-11-15,Sun,2020,10,10.0,Home,TAM,L 23-46,17.6,43.0,0.9,,,10
DJ Moore,23.222,WR,CAR,2020-11-22,Sun,2020,11,11.0,Home,DET,W 20-0,18.3,61.0,0.86,,,11
DJ Moore,23.229,WR,CAR,2020-11-29,Sun,2020,12,12.0,Away,MIN,L 27-28,8.100000000000001,59.0,0.91,,,12
DJ Moore,,,,,,2020,13,,,,,,,,,,13
DJ Reader,26.074,DL,CIN,2020-09-13,Sun,2020,1,1.0,Home,LAC,L 13-16,4.5,50.0,0.68,,,1
DJ Reader,26.078,DL,CIN,2020-09-17,Thu,2020,2,2.0,Away,CLE,L 30-35,8.75,56.0,0.97,,,2
DJ Reader,26.088,DL,CIN,2020-09-27,Sun,2020,3,3.0,Away,PHI,T 23-23,3.75,68.0,0.75,,,3
DJ Reader,26.095,DL,CIN,2020-10-04,Sun,2020,4,4.0,Home,JAX,W 33-25,5.25,56.0,0.82,,,4
DJ Swearinger,29.012,DB,NOR,2020-09-13,Sun,2020,1,1.0,Home,TAM,W 34-23,5.25,34.0,0.49,,,1
DJ Swearinger,,,,,,2020,2,,,,,,,,,,2
DJ Swearinger,,,,,,2020,3,,,,,,,,,,3
DJ Swearinger,29.033,DB,NOR,2020-10-04,Sun,2020,4,4.0,Away,DET,W 35-29,1.5,17.0,0.28,,,4
DJ Swearinger,29.041,DB,NOR,2020-10-12,Mon,2020,5,5.0,Home,LAC,W 30-27,1.5,,,,,5
DJ Swearinger,,,,,,2020,6,,,,,,,,,,6
DJ Swearinger,,,,,,2020,7,,,,,,,,,,7
DJ Swearinger,,,,,,2020,8,,,,,,,,,,8
DJ Swearinger,29.068,DB,NOR,2020-11-08,Sun,2020,9,8.0,Away,TAM,W 38-3,1.5,8.0,0.16,,,9
DJ Swearinger,29.075,DB,NOR,2020-11-15,Sun,2020,10,9.0,Home,SFO,W 27-13,1.5,9.0,0.13,,,10
DJ Swearinger,,DB,NOR,2020-11-22,Sun,2020,11,10.0,Home,ATL,W 24-9,,1.0,0.02,,,11
DJ Swearinger,29.089,DB,NOR,2020-11-29,Sun,2020,12,11.0,Away,DEN,W 31-3,3.0,7.0,0.16,,,12
DJ Swearinger,29.096,DB,NOR,2020-12-06,Sun,2020,13,12.0,Away,ATL,W 21-16,3.0,24.0,0.36,,,13
DJ Swearinger,,,,,,2020,14,,,,,,,,,,14
DJ Swearinger,,DB,NOR,2020-12-20,Sun,2020,15,14.0,Home,KAN,L 29-32,,5.0,0.05,,,15
DJ Swearinger,29.115,DB,NOR,2020-12-25,Fri,2020,16,15.0,Home,MIN,W 52-33,4.5,19.0,0.3,,,16
DJ Wonnum,,,,,,2020,1,,,,,,,,,,1
DJ Wonnum,22.325,DL,MIN,2020-09-20,Sun,2020,2,2.0,Away,IND,L 11-28,1.5,25.0,0.34,,,2
DJ Wonnum,22.332,DL,MIN,2020-09-27,Sun,2020,3,3.0,Home,TEN,L 30-31,5.75,25.0,0.33,,,3
DJ Wonnum,22.339,DL,MIN,2020-10-04,Sun,2020,4,4.0,Away,HOU,W 31-23,7.5,18.0,0.28,,,4
DJ Wonnum,,DL,MIN,2020-10-11,Sun,2020,5,5.0,Away,SEA,L 26-27,,27.0,0.49,,,5
DJ Wonnum,22.353,DL,MIN,2020-10-18,Sun,2020,6,6.0,Home,ATL,L 23-40,5.0,36.0,0.41,,,6
DJ Wonnum,,,,,,2020,7,,,,,,,,,,7
DJ Wonnum,23.001,DL,MIN,2020-11-01,Sun,2020,8,7.0,Away,GNB,W 28-22,9.5,37.0,0.5,,,8
DJ Wonnum,23.008,DL,MIN,2020-11-08,Sun,2020,9,8.0,Home,DET,W 34-20,0.0,38.0,0.51,,,9
DJ Wonnum,23.016,DL,MIN,2020-11-16,Mon,2020,10,9.0,Away,CHI,W 19-13,9.0,28.0,0.55,,,10
DJ Wonnum,23.022,DL,MIN,2020-11-22,Sun,2020,11,10.0,Home,DAL,L 28-31,1.5,28.0,0.42,,,11
DJ Wonnum,23.029,DL,MIN,2020-11-29,Sun,2020,12,11.0,Home,CAR,W 28-27,2.25,31.0,0.48,,,12
DaQuan Jones,28.262,DL,TEN,2020-09-14,Mon,2020,1,1.0,Away,DEN,W 16-14,2.25,36.0,0.61,,,1
DaQuan Jones,28.268,DL,TEN,2020-09-20,Sun,2020,2,2.0,Home,JAX,W 33-30,5.25,43.0,0.57,,,2
DaQuan Jones,28.275,DL,TEN,2020-09-27,Sun,2020,3,3.0,Away,MIN,W 31-30,3.0,45.0,0.68,,,3
DaQuan Jones,,,,,,2020,4,,,,,,,,,,4
DaQuan Jones,28.291,DL,TEN,2020-10-13,Tue,2020,5,4.0,Home,BUF,W 42-16,2.25,39.0,0.54,,,5
DaVon Hamilton,23.225,DL,JAX,2020-09-13,Sun,2020,1,1.0,Home,IND,W 27-20,3.0,27.0,0.35,,,1
DaVon Hamilton,23.232,DL,JAX,2020-09-20,Sun,2020,2,2.0,Away,TEN,L 30-33,2.25,27.0,0.43,,,2
DaVon Hamilton,23.236,DL,JAX,2020-09-24,Thu,2020,3,3.0,Home,MIA,L 13-31,2.25,34.0,0.56,,,3
DaVon Hamilton,23.246,DL,JAX,2020-10-04,Sun,2020,4,4.0,Away,CIN,L 25-33,4.5,35.0,0.46,,,4
DaVon Hamilton,23.253,DL,JAX,2020-10-11,Sun,2020,5,5.0,Away,HOU,L 14-30,0.75,30.0,0.52,,,5
DaVon Hamilton,23.26,DL,JAX,2020-10-18,Sun,2020,6,6.0,Home,DET,L 16-34,2.25,22.0,0.49,,,6
DaVon Hamilton,23.267,DL,JAX,2020-10-25,Sun,2020,7,7.0,Away,LAC,L 29-39,11.0,55.0,0.65,,,7
DaVon Hamilton,,,,,,2020,8,,,,,,,,,,8
DaVon Hamilton,23.281,DL,JAX,2020-11-08,Sun,2020,9,8.0,Home,HOU,L 25-27,4.75,36.0,0.56,,,9
DaVon Hamilton,23.288,DL,JAX,2020-11-15,Sun,2020,10,9.0,Away,GNB,L 20-24,13.5,41.0,0.63,,,10
DaVon Hamilton,23.295,DL,JAX,2020-11-22,Sun,2020,11,10.0,Home,PIT,L 3-27,0.75,44.0,0.59,,,11
DaVon Hamilton,23.302,DL,JAX,2020-11-29,Sun,2020,12,11.0,Home,CLE,L 25-27,1.5,38.0,0.57,,,12
Dak Prescott,27.046,QB,DAL,2020-09-13,Sun,2020,1,1.0,Away,LAR,L 17-20,17.64,72.0,1.0,,,1
Dak Prescott,27.053,QB,DAL,2020-09-20,Sun,2020,2,2.0,Home,ATL,W 40-39,39.8,67.0,0.96,,,2
Dak Prescott,27.06,QB,DAL,2020-09-27,Sun,2020,3,3.0,Away,SEA,L 31-38,29.48,82.0,0.98,,,3
Dak Prescott,27.067,QB,DAL,2020-10-04,Sun,2020,4,4.0,Home,CLE,L 38-49,36.28,82.0,0.99,,,4
Dak Prescott,27.074,QB,DAL,2020-10-11,Sun,2020,5,5.0,Home,NYG,W 37-34,13.94,44.0,0.66,,,5
Dak Prescott,,,,,,2020,6,,,,,,,,,,6
Dakota Allen,,LB,JAX,2020-09-13,Sun,2020,1,1.0,Home,IND,W 27-20,,1.0,1.0,,,1
Dakota Allen,,,,,,2020,2,,,,,,,,,,2
Dakota Allen,24.327,LB,JAX,2020-09-24,Thu,2020,3,3.0,Home,MIA,L 13-31,1.5,,,,,3
Dakota Allen,24.337,LB,JAX,2020-10-04,Sun,2020,4,4.0,Away,CIN,L 25-33,8.0,32.0,0.42,,,4
Dakota Allen,24.344,LB,JAX,2020-10-11,Sun,2020,5,5.0,Away,HOU,L 14-30,11.0,58.0,1.0,,,5
Dallas Goedert,25.254,TE,PHI,2020-09-13,Sun,2020,1,1.0,Away,WAS,L 17-27,20.1,54.0,0.79,,,1
Dallas Goedert,25.261,TE,PHI,2020-09-20,Sun,2020,2,2.0,Home,LAR,L 19-37,5.0,63.0,0.89,,,2
Dallas Goedert,25.268,TE,PHI,2020-09-27,Sun,2020,3,3.0,Home,CIN,T 23-23,1.2000000000000002,6.0,0.07,,,3
Dalton Risner,,,,,,2020,1,,,,,,,,,,1
Dalton Risner,,,,,,2020,2,,,,,,,,,,2
Dalton Risner,,,,,,2020,3,,,,,,,,,,3
Dalton Risner,,,,,,2020,4,,,,,,,,,,4
Dalton Risner,,,,,,2020,5,,,,,,,,,,5
Dalton Risner,,,,,,2020,6,,,,,,,,,,6
Dalvin Cook,25.034,RB,MIN,2020-09-13,Sun,2020,1,1.0,Home,GNB,L 34-43,21.3,30.0,0.58,,,1
Dalvin Cook,25.041,RB,MIN,2020-09-20,Sun,2020,2,2.0,Away,IND,L 11-28,16.1,43.0,0.8,,,2
Dalvin Cook,25.048,RB,MIN,2020-09-27,Sun,2020,3,3.0,Home,TEN,L 30-31,24.9,48.0,0.73,,,3
Dalvin Cook,25.055,RB,MIN,2020-10-04,Sun,2020,4,4.0,Away,HOU,W 31-23,27.6,49.0,0.74,,,4
Dalvin Cook,25.062,RB,MIN,2020-10-11,Sun,2020,5,5.0,Away,SEA,L 26-27,17.4,36.0,0.41,,,5
Damarious Randall,,,,,,2020,1,,,,,,,,,,1
Damarious Randall,,,,,,2020,2,,,,,,,,,,2
Damarious Randall,,,,,,2020,3,,,,,,,,,,3
Damarious Randall,,DB,SEA,2020-10-04,Sun,2020,4,4.0,Away,MIA,W 31-23,,3.0,0.04,,,4
Damarious Randall,,DB,SEA,2020-10-11,Sun,2020,5,5.0,Home,MIN,W 27-26,,1.0,0.01,,,5
Damarious Randall,,,,,,2020,6,,,,,,,,,,6
Damarious Randall,,DB,SEA,2020-10-25,Sun,2020,7,6.0,Away,ARI,L 34-37,,15.0,0.18,,,7
Damarious Randall,,DB,SEA,2020-11-01,Sun,2020,8,7.0,Home,SFO,W 37-27,,4.0,0.06,,,8
Damarious Randall,28.071,DB,SEA,2020-11-08,Sun,2020,9,8.0,Away,BUF,L 34-44,1.5,3.0,0.04,,,9
Damarious Randall,,,,,,2020,10,,,,,,,,,,10
Damarious Randall,,,,,,2020,11,,,,,,,,,,11
Damarious Randall,28.093,DB,SEA,2020-11-30,Mon,2020,12,11.0,Away,PHI,W 23-17,0.75,,,,,12
Damarious Randall,,,,,,2020,13,,,,,,,,,,13
Damarious Randall,28.106,DB,SEA,2020-12-13,Sun,2020,14,13.0,Home,NYJ,W 40-3,0.75,10.0,0.19,,,14
Damien Lewis,,,,,,2020,1,,,,,,,,,,1
Damien Lewis,,,,,,2020,2,,,,,,,,,,2
Damien Lewis,,,,,,2020,3,,,,,,,,,,3
Damien Wilson,27.105,LB,KAN,2020-09-10,Thu,2020,1,1.0,Home,HOU,W 34-20,2.25,20.0,0.34,,,1
Damien Wilson,27.115,LB,KAN,2020-09-20,Sun,2020,2,2.0,Away,LAC,W 23-20,15.5,56.0,0.67,,,2
Damien Wilson,27.123,LB,KAN,2020-09-28,Mon,2020,3,3.0,Away,BAL,W 34-20,10.0,36.0,0.64,,,3
Damien Wilson,27.13,LB,KAN,2020-10-05,Mon,2020,4,4.0,Home,NWE,W 26-10,5.25,,,,,4
Damien Wilson,27.136,LB,KAN,2020-10-11,Sun,2020,5,5.0,Home,LVR,L 32-40,11.0,60.0,0.85,,,5
Damien Wilson,27.144,LB,KAN,2020-10-19,Mon,2020,6,6.0,Away,BUF,W 26-17,9.75,23.0,0.43,,,6
Damien Wilson,27.15,LB,KAN,2020-10-25,Sun,2020,7,7.0,Away,DEN,W 43-16,10.5,53.0,0.69,,,7
Damien Wilson,27.157,LB,KAN,2020-11-01,Sun,2020,8,8.0,Home,NYJ,W 35-9,9.75,34.0,0.6,,,8
Damien Wilson,27.164,LB,KAN,2020-11-08,Sun,2020,9,9.0,Home,CAR,W 33-31,3.0,38.0,0.46,,,9
Damien Wilson,,,,,,2020,10,,,,,,,,,,10
Damien Wilson,27.178,LB,KAN,2020-11-22,Sun,2020,11,10.0,Away,LVR,W 35-31,6.75,48.0,0.81,,,11
