Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury
Ahmad Brooks,33.284,LB,GNB,2017-12-23,Sat,2017,16,15.0,Home,MIN,L 0-16,2.25,19.0,19.0,,
Ahmad Brooks,33.292,LB,GNB,2017-12-31,Sun,2017,17,16.0,Away,DET,L 11-35,0.75,19.0,19.0,,
Akeem Hunt,24.312,RB,KAN,2017-12-31,Sun,2017,17,16.0,Away,DEN,W 27-24,3.4,16.0,0.24,Questionable,Shoulder
Akeem Judd,,,NYJ,2017-12-31,Sun,2017,17,16.0,Away,NWE,L 6-26,,,,Questionable,Ankle
Akiem Hicks,28.01,DE,CHI,2017-11-26,Sun,2017,12,11.0,Away,PHI,L 3-31,8.5,54.0,54.0,Questionable,Knee
Akiem Hicks,28.017,DE,CHI,2017-12-03,Sun,2017,13,12.0,Home,SFO,L 14-15,5.25,70.0,70.0,,
Akiem Hicks,28.024,DE,CHI,2017-12-10,Sun,2017,14,13.0,Away,CIN,W 33-7,1.5,48.0,48.0,,
Akiem Hicks,28.03,DE,CHI,2017-12-16,Sat,2017,15,14.0,Away,DET,L 10-20,11.25,51.0,51.0,,
Akiem Hicks,28.038,DE,CHI,2017-12-24,Sun,2017,16,15.0,Home,CLE,W 20-3,5.0,48.0,48.0,,
Akiem Hicks,28.045,DE,CHI,2017-12-31,Sun,2017,17,16.0,Away,MIN,L 10-23,2.25,56.0,56.0,,
Al-Hajj Shabazz,,,BAL,2017-09-10,Sun,2017,1,1.0,Away,CIN,W 20-0,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-09-17,Sun,2017,2,2.0,Home,CLE,W 24-10,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-09-24,Sun,2017,3,3.0,Away,JAX,L 7-44,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-10-01,Sun,2017,4,4.0,Home,PIT,L 9-26,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-10-08,Sun,2017,5,5.0,Away,OAK,W 30-17,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-10-15,Sun,2017,6,6.0,Home,CHI,L 24-27,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-10-22,Sun,2017,7,7.0,Away,MIN,L 16-24,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-10-26,Thu,2017,8,8.0,Home,MIA,W 40-0,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-11-05,Sun,2017,9,9.0,Away,TEN,L 20-23,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-11-19,Sun,2017,11,10.0,Away,GNB,W 23-0,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-11-27,Mon,2017,12,11.0,Home,HOU,W 23-16,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-12-03,Sun,2017,13,12.0,Home,DET,W 44-20,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-12-10,Sun,2017,14,13.0,Away,PIT,L 38-39,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-12-17,Sun,2017,15,14.0,Away,CLE,W 27-10,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-12-23,Sat,2017,16,15.0,Home,IND,W 23-16,,,,Injured Reserve,Undisclosed
Al-Hajj Shabazz,,,BAL,2017-12-31,Sun,2017,17,16.0,Home,CIN,L 27-31,,,,Injured Reserve,Undisclosed
Alan Branch,,,NWE,2017-10-05,Thu,2017,5,5.0,Away,TAM,W 19-14,,,,Injured Reserve,Conditioning
Alan Branch,32.29,DT,NWE,2017-10-15,Sun,2017,6,6.0,Away,NYJ,W 24-17,3.5,22.0,22.0,,
Alan Branch,32.297,DT,NWE,2017-10-22,Sun,2017,7,7.0,Home,ATL,W 23-7,0.0,23.0,23.0,,
Alan Branch,32.304,DT,NWE,2017-10-29,Sun,2017,8,8.0,Home,LAC,W 21-13,0.0,26.0,26.0,,
Alan Branch,32.318,DT,NWE,2017-11-12,Sun,2017,10,9.0,Away,DEN,W 41-16,4.5,31.0,31.0,,
Alan Branch,32.325,DT,NWE,2017-11-19,Sun,2017,11,10.0,Away,OAK,W 33-8,4.5,27.0,27.0,,
Alan Branch,32.332,DT,NWE,2017-11-26,Sun,2017,12,11.0,Home,MIA,W 35-17,0.0,23.0,23.0,,
Alan Branch,32.339,DT,NWE,2017-12-03,Sun,2017,13,12.0,Away,BUF,W 23-3,1.5,27.0,27.0,,
Alan Branch,32.347,DT,NWE,2017-12-11,Mon,2017,14,13.0,Away,MIA,L 20-27,5.0,15.0,15.0,,
Alan Branch,,,NWE,2017-12-17,Sun,2017,15,14.0,Away,PIT,W 27-24,,,,Out,Knee
Alan Branch,,,NWE,2017-12-24,Sun,2017,16,15.0,Home,BUF,W 37-16,,,,Out,Knee
Alan Branch,,,NWE,2017-12-31,Sun,2017,17,16.0,Home,NYJ,W 26-6,,,,Out,Knee
Alani Fua,,,ARI,2017-09-10,Sun,2017,1,1.0,Away,DET,L 23-35,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-09-17,Sun,2017,2,2.0,Away,IND,W 16-13,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-09-25,Mon,2017,3,3.0,Home,DAL,L 17-28,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-10-01,Sun,2017,4,4.0,Home,SFO,W 18-15,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-10-08,Sun,2017,5,5.0,Away,PHI,L 7-34,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-10-15,Sun,2017,6,6.0,Home,TAM,W 38-33,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-10-22,Sun,2017,7,7.0,Away,LAR,L 0-33,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-11-05,Sun,2017,9,8.0,Away,SFO,W 20-10,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-11-09,Thu,2017,10,9.0,Home,SEA,L 16-22,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-11-19,Sun,2017,11,10.0,Away,HOU,L 21-31,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-11-26,Sun,2017,12,11.0,Home,JAX,W 27-24,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-12-03,Sun,2017,13,12.0,Home,LAR,L 16-32,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-12-10,Sun,2017,14,13.0,Home,TEN,W 12-7,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-12-17,Sun,2017,15,14.0,Away,WAS,L 15-20,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-12-24,Sun,2017,16,15.0,Home,NYG,W 23-0,,,,Injured Reserve,Knee
Alani Fua,,,ARI,2017-12-31,Sun,2017,17,16.0,Away,SEA,W 26-24,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-09-10,Sun,2017,1,1.0,Away,CIN,W 20-0,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-09-17,Sun,2017,2,2.0,Home,CLE,W 24-10,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-09-24,Sun,2017,3,3.0,Away,JAX,L 7-44,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-10-01,Sun,2017,4,4.0,Home,PIT,L 9-26,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-10-08,Sun,2017,5,5.0,Away,OAK,W 30-17,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-10-15,Sun,2017,6,6.0,Home,CHI,L 24-27,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-10-22,Sun,2017,7,7.0,Away,MIN,L 16-24,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-10-26,Thu,2017,8,8.0,Home,MIA,W 40-0,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-11-05,Sun,2017,9,9.0,Away,TEN,L 20-23,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-11-19,Sun,2017,11,10.0,Away,GNB,W 23-0,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-11-27,Mon,2017,12,11.0,Home,HOU,W 23-16,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-12-03,Sun,2017,13,12.0,Home,DET,W 44-20,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-12-10,Sun,2017,14,13.0,Away,PIT,L 38-39,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-12-17,Sun,2017,15,14.0,Away,CLE,W 27-10,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-12-23,Sat,2017,16,15.0,Home,IND,W 23-16,,,,Injured Reserve,Knee
Albert McClellan,,,BAL,2017-12-31,Sun,2017,17,16.0,Home,CIN,L 27-31,,,,Injured Reserve,Knee
Albert Wilson,25.099,WR,KAN,2017-10-19,Thu,2017,7,7.0,Away,OAK,L 30-31,12.8,33.0,0.53,Questionable,Knee
Albert Wilson,25.11,WR,KAN,2017-10-30,Mon,2017,8,8.0,Home,DEN,W 29-19,0.0,16.0,0.26,,
Albert Wilson,,,KAN,2017-11-05,Sun,2017,9,9.0,Away,DAL,L 17-28,,,,Out,Hamstring
Albert Wilson,,,KAN,2017-11-19,Sun,2017,11,10.0,Away,NYG,L 9-12,,,,Out,Hamstring
Albert Wilson,25.137,WR,KAN,2017-11-26,Sun,2017,12,11.0,Home,BUF,L 10-16,11.1,46.0,0.79,Questionable,Hamstring
Albert Wilson,25.144,WR,KAN,2017-12-03,Sun,2017,13,12.0,Away,NYJ,L 31-38,4.2,42.0,0.89,Questionable,Hamstring
Albert Wilson,25.151,WR,KAN,2017-12-10,Sun,2017,14,13.0,Home,OAK,W 26-15,9.7,66.0,0.88,,
Albert Wilson,25.157,WR,KAN,2017-12-16,Sat,2017,15,14.0,Home,LAC,W 30-13,2.0,62.0,0.94,,
Albert Wilson,25.165,WR,KAN,2017-12-24,Sun,2017,16,15.0,Home,MIA,W 29-13,5.1,68.0,0.86,,
Albert Wilson,25.172,WR,KAN,2017-12-31,Sun,2017,17,16.0,Away,DEN,W 27-24,19.700000000000003,28.0,0.42,,
Alec Ogletree,26.076,LB,LAR,2017-12-10,Sun,2017,14,13.0,Home,PHI,L 35-43,11.25,87.0,87.0,Questionable,Elbow
Alec Ogletree,26.083,LB,LAR,2017-12-17,Sun,2017,15,14.0,Away,SEA,W 42-7,7.75,45.0,45.0,,
Alec Ogletree,26.09,LB,LAR,2017-12-24,Sun,2017,16,15.0,Away,TEN,W 27-23,6.75,68.0,68.0,,
Alex Anzalone,,,NOR,2017-10-15,Sun,2017,6,5.0,Home,DET,W 52-38,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-10-22,Sun,2017,7,6.0,Away,GNB,W 26-17,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-10-29,Sun,2017,8,7.0,Home,CHI,W 20-12,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-11-05,Sun,2017,9,8.0,Home,TAM,W 30-10,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-11-12,Sun,2017,10,9.0,Away,BUF,W 47-10,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-11-19,Sun,2017,11,10.0,Home,WAS,W 34-31,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-11-26,Sun,2017,12,11.0,Away,LAR,L 20-26,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-12-03,Sun,2017,13,12.0,Home,CAR,W 31-21,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-12-07,Thu,2017,14,13.0,Away,ATL,L 17-20,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-12-17,Sun,2017,15,14.0,Home,NYJ,W 31-19,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-12-24,Sun,2017,16,15.0,Home,ATL,W 23-13,,,,Injured Reserve,Shoulder
Alex Anzalone,,,NOR,2017-12-31,Sun,2017,17,16.0,Away,TAM,L 24-31,,,,Injured Reserve,Shoulder
Alex Armah,,,CAR,2017-10-29,Sun,2017,8,8.0,Away,TAM,W 17-3,,,,Questionable,Hamstring
Alex Armah,23.172,RB,CAR,2017-11-05,Sun,2017,9,9.0,Home,ATL,W 20-17,0.0,17.0,0.26,,
Alex Armah,23.18,RB,CAR,2017-11-13,Mon,2017,10,10.0,Home,MIA,W 45-21,0.75,17.0,0.23,,
Alex Armah,23.2,RB,CAR,2017-12-03,Sun,2017,13,12.0,Away,NOR,L 21-31,0.0,6.0,0.11,,
Alex Armah,23.228,FB,CAR,2017-12-31,Sun,2017,17,16.0,Away,ATL,L 10-22,0.0,,,,
Alex Boone,,,ARI,2017-10-01,Sun,2017,4,4.0,Home,SFO,W 18-15,,,,Out,Chest
Alex Boone,,,ARI,2017-10-08,Sun,2017,5,5.0,Away,PHI,L 7-34,,,,Questionable,Chest
Alex Boone,30.164,LG,ARI,2017-10-15,Sun,2017,6,6.0,Home,TAM,W 38-33,0.0,,,,
Alex Boone,30.171,LG,ARI,2017-10-22,Sun,2017,7,7.0,Away,LAR,L 0-33,0.0,,,,
Alex Boone,30.185,LG,ARI,2017-11-05,Sun,2017,9,8.0,Away,SFO,W 20-10,0.0,,,,
Alex Boone,30.189,LG,ARI,2017-11-09,Thu,2017,10,9.0,Home,SEA,L 16-22,0.0,,,,
Alex Boone,30.199,LG,ARI,2017-11-19,Sun,2017,11,10.0,Away,HOU,L 21-31,0.0,,,,
Alex Boone,30.206,LG,ARI,2017-11-26,Sun,2017,12,11.0,Home,JAX,W 27-24,0.0,,,,
Alex Boone,30.213,LG,ARI,2017-12-03,Sun,2017,13,12.0,Home,LAR,L 16-32,0.0,,,,
Alex Boone,30.22,LG,ARI,2017-12-10,Sun,2017,14,13.0,Home,TEN,W 12-7,0.0,,,,
Alex Boone,30.227,LG,ARI,2017-12-17,Sun,2017,15,14.0,Away,WAS,L 15-20,0.0,,,,
Alex Boone,30.234,LG,ARI,2017-12-24,Sun,2017,16,15.0,Home,NYG,W 23-0,0.0,,,,
Alex Boone,30.241,LG,ARI,2017-12-31,Sun,2017,17,16.0,Away,SEA,W 26-24,0.0,,,,
Alex Collins,23.099,RB,BAL,2017-12-03,Sun,2017,13,12.0,Home,DET,W 44-20,22.8,33.0,0.52,Questionable,Calf
Alex Collins,23.106,RB,BAL,2017-12-10,Sun,2017,14,13.0,Away,PIT,L 38-39,23.6,29.0,0.45,,
Alex Collins,23.113,RB,BAL,2017-12-17,Sun,2017,15,14.0,Away,CLE,W 27-10,7.700000000000001,30.0,0.39,,
Alex Collins,23.119,RB,BAL,2017-12-23,Sat,2017,16,15.0,Home,IND,W 23-16,8.100000000000001,39.0,0.53,,
Alex Collins,23.127,RB,BAL,2017-12-31,Sun,2017,17,16.0,Home,CIN,L 27-31,16.6,29.0,0.38,,
Alex Lewis,,,BAL,2017-09-10,Sun,2017,1,1.0,Away,CIN,W 20-0,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-09-17,Sun,2017,2,2.0,Home,CLE,W 24-10,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-09-24,Sun,2017,3,3.0,Away,JAX,L 7-44,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-10-01,Sun,2017,4,4.0,Home,PIT,L 9-26,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-10-08,Sun,2017,5,5.0,Away,OAK,W 30-17,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-10-15,Sun,2017,6,6.0,Home,CHI,L 24-27,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-10-22,Sun,2017,7,7.0,Away,MIN,L 16-24,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-10-26,Thu,2017,8,8.0,Home,MIA,W 40-0,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-11-05,Sun,2017,9,9.0,Away,TEN,L 20-23,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-11-19,Sun,2017,11,10.0,Away,GNB,W 23-0,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-11-27,Mon,2017,12,11.0,Home,HOU,W 23-16,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-12-03,Sun,2017,13,12.0,Home,DET,W 44-20,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-12-10,Sun,2017,14,13.0,Away,PIT,L 38-39,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-12-17,Sun,2017,15,14.0,Away,CLE,W 27-10,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-12-23,Sat,2017,16,15.0,Home,IND,W 23-16,,,,Injured Reserve,Shoulder
Alex Lewis,,,BAL,2017-12-31,Sun,2017,17,16.0,Home,CIN,L 27-31,,,,Injured Reserve,Shoulder
Alex Mack,32.042,C,ATL,2017-12-31,Sun,2017,17,16.0,Home,CAR,W 22-10,0.0,,,Questionable,Calf
Alex Okafor,,,NOR,2017-11-26,Sun,2017,12,11.0,Away,LAR,L 20-26,,,,Injured Reserve,Achilles
Alex Okafor,,,NOR,2017-12-03,Sun,2017,13,12.0,Home,CAR,W 31-21,,,,Injured Reserve,Achilles
Alex Okafor,,,NOR,2017-12-07,Thu,2017,14,13.0,Away,ATL,L 17-20,,,,Injured Reserve,Achilles
Alex Okafor,,,NOR,2017-12-17,Sun,2017,15,14.0,Home,NYJ,W 31-19,,,,Injured Reserve,Achilles
Alex Okafor,,,NOR,2017-12-24,Sun,2017,16,15.0,Home,ATL,W 23-13,,,,Injured Reserve,Achilles
Alex Okafor,,,NOR,2017-12-31,Sun,2017,17,16.0,Away,TAM,L 24-31,,,,Injured Reserve,Achilles
Alex Tanney,,,TEN,2017-09-10,Sun,2017,1,1.0,Home,OAK,L 16-26,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-09-17,Sun,2017,2,2.0,Away,JAX,W 37-16,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-09-24,Sun,2017,3,3.0,Home,SEA,W 33-27,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-10-01,Sun,2017,4,4.0,Away,HOU,L 14-57,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-10-08,Sun,2017,5,5.0,Away,MIA,L 10-16,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-10-16,Mon,2017,6,6.0,Home,IND,W 36-22,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-10-22,Sun,2017,7,7.0,Away,CLE,W 12-9,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-11-05,Sun,2017,9,8.0,Home,BAL,W 23-20,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-11-12,Sun,2017,10,9.0,Home,CIN,W 24-20,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-11-16,Thu,2017,11,10.0,Away,PIT,L 17-40,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-11-26,Sun,2017,12,11.0,Away,IND,W 20-16,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-12-03,Sun,2017,13,12.0,Home,HOU,W 24-13,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-12-10,Sun,2017,14,13.0,Away,ARI,L 7-12,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-12-17,Sun,2017,15,14.0,Away,SFO,L 23-25,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-12-24,Sun,2017,16,15.0,Home,LAR,L 23-27,,,,Injured Reserve,Foot
Alex Tanney,,,TEN,2017-12-31,Sun,2017,17,16.0,Home,JAX,W 15-10,,,,Injured Reserve,Foot
Alfred Blue,,,HOU,2017-09-10,Sun,2017,1,1.0,Home,JAX,L 7-29,,,,Out,Ankle
Alfred Blue,,,HOU,2017-09-14,Thu,2017,2,2.0,Away,CIN,W 13-9,,,,Out,Ankle
Alfred Blue,,,HOU,2017-09-24,Sun,2017,3,3.0,Away,NWE,L 33-36,,,,Questionable,Ankle
Alfred Blue,26.157,RB,HOU,2017-10-01,Sun,2017,4,4.0,Home,TEN,W 57-14,1.2000000000000002,4.0,0.05,,
Alfred Blue,26.164,RB,HOU,2017-10-08,Sun,2017,5,5.0,Home,KAN,L 34-42,0.0,,,,
Alfred Blue,26.171,RB,HOU,2017-10-15,Sun,2017,6,6.0,Home,CLE,W 33-17,3.0,,,,
Alfred Blue,26.185,RB,HOU,2017-10-29,Sun,2017,8,7.0,Away,SEA,L 38-41,2.1,11.0,0.15,,
Alfred Blue,26.192,RB,HOU,2017-11-05,Sun,2017,9,8.0,Home,IND,L 14-20,0.0,,,,
Alfred Blue,26.199,RB,HOU,2017-11-12,Sun,2017,10,9.0,Away,LAR,L 7-33,1.0,13.0,0.19,,
Alfred Blue,,,HOU,2017-11-19,Sun,2017,11,10.0,Home,ARI,W 31-21,,,,Questionable,Hamstring
Alfred Blue,26.214,RB,HOU,2017-11-27,Mon,2017,12,11.0,Away,BAL,L 16-23,3.6,21.0,0.31,,
Alfred Blue,26.22,RB,HOU,2017-12-03,Sun,2017,13,12.0,Away,TEN,L 13-24,6.9,9.0,0.11,,
Alfred Blue,,,HOU,2017-12-10,Sun,2017,14,13.0,Home,SFO,L 16-26,,,,Out,Concussion
Alfred Blue,26.234,RB,HOU,2017-12-17,Sun,2017,15,14.0,Away,JAX,L 7-45,7.0,29.0,0.51,,
Alfred Blue,26.242,RB,HOU,2017-12-25,Mon,2017,16,15.0,Home,PIT,L 6-34,11.55,31.0,0.56,,
Alfred Blue,26.248,RB,HOU,2017-12-31,Sun,2017,17,16.0,Away,IND,L 13-22,15.5,38.0,0.69,,
Ali Marpet,24.181,C,TAM,2017-10-15,Sun,2017,6,5.0,Away,ARI,L 33-38,0.0,,,Questionable,Illness
Ali Marpet,24.188,C,TAM,2017-10-22,Sun,2017,7,6.0,Away,BUF,L 27-30,0.0,,,,
Ali Marpet,24.195,C,TAM,2017-10-29,Sun,2017,8,7.0,Home,CAR,L 3-17,0.0,,,,
Ali Marpet,24.202,C,TAM,2017-11-05,Sun,2017,9,8.0,Away,NOR,L 10-30,0.0,,,,
Ali Marpet,24.209,C,TAM,2017-11-12,Sun,2017,10,9.0,Home,NYJ,W 15-10,0.0,,,,
Ali Marpet,24.216,C,TAM,2017-11-19,Sun,2017,11,10.0,Away,MIA,W 30-20,0.0,,,,
Ali Marpet,24.223,C,TAM,2017-11-26,Sun,2017,12,11.0,Away,ATL,L 20-34,0.0,,,,
Ali Marpet,,,TAM,2017-12-03,Sun,2017,13,12.0,Away,GNB,L 20-26,,,,Injured Reserve,Knee
Ali Marpet,,,TAM,2017-12-10,Sun,2017,14,13.0,Home,DET,L 21-24,,,,Injured Reserve,Knee
Ali Marpet,,,TAM,2017-12-18,Mon,2017,15,14.0,Home,ATL,L 21-24,,,,Injured Reserve,Knee
Ali Marpet,,,TAM,2017-12-24,Sun,2017,16,15.0,Away,CAR,L 19-22,,,,Injured Reserve,Knee
Ali Marpet,,,TAM,2017-12-31,Sun,2017,17,16.0,Home,NOR,W 31-24,,,,Injured Reserve,Knee
Allen Bailey,,,KAN,2017-11-19,Sun,2017,11,10.0,Away,NYG,L 9-12,,,,Out,Knee
Allen Bailey,28.246,DE,KAN,2017-11-26,Sun,2017,12,11.0,Home,BUF,L 10-16,0.75,16.0,16.0,Questionable,Knee
Allen Bailey,28.253,DE,KAN,2017-12-03,Sun,2017,13,12.0,Away,NYJ,L 31-38,5.0,46.0,46.0,,
Allen Bailey,28.26,DE,KAN,2017-12-10,Sun,2017,14,13.0,Home,OAK,W 26-15,0.0,30.0,30.0,,
Allen Bailey,28.266,DE,KAN,2017-12-16,Sat,2017,15,14.0,Home,LAC,W 30-13,4.25,45.0,45.0,,
Allen Bailey,28.274,DE,KAN,2017-12-24,Sun,2017,16,15.0,Home,MIA,W 29-13,3.75,32.0,32.0,,
Allen Hurns,,,JAX,2017-11-19,Sun,2017,11,10.0,Away,CLE,W 19-7,,,,Out,Ankle
Allen Hurns,,,JAX,2017-11-26,Sun,2017,12,11.0,Away,ARI,L 24-27,,,,Out,Ankle
Allen Hurns,,,JAX,2017-12-03,Sun,2017,13,12.0,Home,IND,W 30-10,,,,Out,Ankle
Allen Hurns,,,JAX,2017-12-10,Sun,2017,14,13.0,Home,SEA,W 30-24,,,,Out,Ankle
Allen Hurns,,,JAX,2017-12-17,Sun,2017,15,14.0,Home,HOU,W 45-7,,,,Out,Ankle
Allen Hurns,,,JAX,2017-12-24,Sun,2017,16,15.0,Away,SFO,L 33-44,,,,Questionable,Ankle
Allen Hurns,26.049,WR,JAX,2017-12-31,Sun,2017,17,16.0,Away,TEN,L 10-15,5.300000000000001,47.0,0.78,,
Allen Robinson,,,JAX,2017-09-17,Sun,2017,2,2.0,Home,TEN,L 16-37,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-09-24,Sun,2017,3,3.0,Home,BAL,W 44-7,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-10-01,Sun,2017,4,4.0,Away,NYJ,L 20-23,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-10-08,Sun,2017,5,5.0,Away,PIT,W 30-9,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-10-15,Sun,2017,6,6.0,Home,LAR,L 17-27,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-10-22,Sun,2017,7,7.0,Away,IND,W 27-0,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-11-05,Sun,2017,9,8.0,Home,CIN,W 23-7,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-11-12,Sun,2017,10,9.0,Home,LAC,W 20-17,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-11-19,Sun,2017,11,10.0,Away,CLE,W 19-7,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-11-26,Sun,2017,12,11.0,Away,ARI,L 24-27,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-12-03,Sun,2017,13,12.0,Home,IND,W 30-10,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-12-10,Sun,2017,14,13.0,Home,SEA,W 30-24,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-12-17,Sun,2017,15,14.0,Home,HOU,W 45-7,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-12-24,Sun,2017,16,15.0,Away,SFO,L 33-44,,,,Injured Reserve,Knee
Allen Robinson,,,JAX,2017-12-31,Sun,2017,17,16.0,Away,TEN,L 10-15,,,,Injured Reserve,Knee
Alshon Jeffery,27.278,WR,PHI,2017-11-19,Sun,2017,11,10.0,Away,DAL,W 37-9,16.7,47.0,0.73,Questionable,Ankle
Alshon Jeffery,27.285,WR,PHI,2017-11-26,Sun,2017,12,11.0,Home,CHI,W 31-3,13.7,67.0,0.86,,
Alshon Jeffery,27.292,WR,PHI,2017-12-03,Sun,2017,13,12.0,Away,SEA,L 10-24,8.100000000000001,70.0,0.93,,
Alshon Jeffery,27.299,WR,PHI,2017-12-10,Sun,2017,14,13.0,Away,LAR,W 43-35,13.7,87.0,0.95,,
Alshon Jeffery,27.306,WR,PHI,2017-12-17,Sun,2017,15,14.0,Away,NYG,W 34-29,12.9,60.0,0.9,,
