Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury,Inj_Week
Cassanova McKinzy,26.295,LB,WAS,2019-09-08,Sun,2019,1,1.0,Away,PHI,L 27-32,5.5,18.0,0.24,Questionable,Concussion,1
Cassanova McKinzy,,LB,WAS,2019-09-15,Sun,2019,2,2.0,Home,DAL,L 21-31,,11.0,0.16,,,2
Cassanova McKinzy,,LB,WAS,2019-09-23,Mon,2019,3,3.0,Home,CHI,L 15-31,,,,Out,Hip,3
Cassanova McKinzy,,,,,,2019,4,,,,,,,,,,4
Cassanova McKinzy,,LB,WAS,2019-10-06,Sun,2019,5,5.0,Home,NWE,L 7-33,,11.0,0.14,,,5
Cassanova McKinzy,,,,,,2019,6,,,,,,,,,,6
Cassanova McKinzy,,,,,,2019,7,,,,,,,,,,7
Cassanova McKinzy,,,,,,2019,8,,,,,,,,,,8
Cassanova McKinzy,,,,,,2019,9,,,,,,,,,,9
Cassanova McKinzy,,,,,,2019,10,,,,,,,,,,10
Cassanova McKinzy,,,,,,2019,11,,,,,,,,,,11
Cassanova McKinzy,,,,,,2019,12,,,,,,,,,,12
Cassanova McKinzy,,,,,,2019,13,,,,,,,,,,13
Cassanova McKinzy,,,,,,2019,14,,,,,,,,,,14
Cassanova McKinzy,,,,,,2019,15,,,,,,,,,,15
Cassanova McKinzy,,,,,,2019,16,,,,,,,,,,16
Cassanova McKinzy,,,,,,2019,17,,,,,,,,,,17
Cedric Ogbuehi,,,JAX,2019-09-08,Sun,2019,1,1.0,Home,KAN,L 26-40,,,,Out,Hamstring,1
Cedric Ogbuehi,,,JAX,2019-09-15,Sun,2019,2,2.0,Away,HOU,L 12-13,,,,Out,Hamstring,2
Cedric Ogbuehi,,,,,,2019,3,,,,,,,,,,3
Cedric Ogbuehi,,,,,,2019,4,,,,,,,,,,4
Cedric Ogbuehi,,,,,,2019,5,,,,,,,,,,5
Cedric Ogbuehi,,,,,,2019,6,,,,,,,,,,6
Cedric Ogbuehi,,,,,,2019,7,,,,,,,,,,7
Cedric Ogbuehi,,,,,,2019,8,,,,,,,,,,8
Cedric Ogbuehi,,,,,,2019,9,,,,,,,,,,9
Cedric Ogbuehi,,,,,,2019,10,,,,,,,,,,10
Cedric Ogbuehi,,,,,,2019,11,,,,,,,,,,11
Cedric Ogbuehi,,,,,,2019,12,,,,,,,,,,12
Cedric Ogbuehi,,,,,,2019,13,,,,,,,,,,13
Cedric Ogbuehi,,,,,,2019,14,,,,,,,,,,14
Cedric Ogbuehi,,,,,,2019,15,,,,,,,,,,15
Cedric Ogbuehi,,,,,,2019,16,,,,,,,,,,16
Cedric Ogbuehi,,,,,,2019,17,,,,,,,,,,17
Cedrick Wilson,,WR,DAL,2019-12-15,Sun,2019,15,14.0,Home,LAR,W 44-21,,,,Injured Reserve,,1
Cedrick Wilson,,WR,DAL,2019-12-22,Sun,2019,16,15.0,Away,PHI,L 9-17,,,,Injured Reserve,,2
Cedrick Wilson,,WR,DAL,2019-12-29,Sun,2019,17,16.0,Home,WAS,W 47-16,,,,Injured Reserve,,3
Cethan Carter,,TE,CIN,2019-12-01,Sun,2019,13,12.0,Home,NYJ,W 22-6,,,,Out,Concussion,1
Cethan Carter,24.094,TE,CIN,2019-12-08,Sun,2019,14,13.0,Away,CLE,L 19-27,0.0,8.0,0.11,,,2
Cethan Carter,24.101,TE,CIN,2019-12-15,Sun,2019,15,14.0,Home,NWE,L 13-34,8.3,32.0,0.48,,,3
Cethan Carter,24.108,TE,CIN,2019-12-22,Sun,2019,16,15.0,Away,MIA,L 35-38,0.0,19.0,0.21,,,4
Cethan Carter,24.115,TE,CIN,2019-12-29,Sun,2019,17,16.0,Home,CLE,W 33-23,0.0,22.0,0.32,,,5
Chad Beebe,,WR,MIN,2019-09-29,Sun,2019,4,4.0,Away,CHI,L 6-16,,,,Injured Reserve,,1
Chad Beebe,,WR,MIN,2019-10-06,Sun,2019,5,5.0,Away,NYG,W 28-10,,,,Injured Reserve,,2
Chad Beebe,,WR,MIN,2019-10-13,Sun,2019,6,6.0,Home,PHI,W 38-20,,,,Injured Reserve,,3
Chad Beebe,,WR,MIN,2019-10-20,Sun,2019,7,7.0,Away,DET,W 42-30,,,,Injured Reserve,,4
Chad Beebe,,WR,MIN,2019-10-24,Thu,2019,8,8.0,Home,WAS,W 19-9,,,,Injured Reserve,,5
Chad Beebe,,WR,MIN,2019-11-03,Sun,2019,9,9.0,Away,KAN,L 23-26,,,,Injured Reserve,,6
Chad Beebe,,WR,MIN,2019-11-10,Sun,2019,10,10.0,Away,DAL,W 28-24,,,,Injured Reserve,,7
Chad Beebe,,WR,MIN,2019-11-17,Sun,2019,11,11.0,Home,DEN,W 27-23,,,,Injured Reserve,,8
Chad Beebe,,,,,,2019,12,,,,,,,,,,9
Chad Beebe,,WR,MIN,2019-12-02,Mon,2019,13,12.0,Away,SEA,L 30-37,,,,Injured Reserve,,10
Chad Beebe,,WR,MIN,2019-12-08,Sun,2019,14,13.0,Home,DET,W 20-7,,,,Injured Reserve,,11
Chad Beebe,,WR,MIN,2019-12-15,Sun,2019,15,14.0,Away,LAC,W 39-10,,,,Injured Reserve,,12
Chad Beebe,,WR,MIN,2019-12-23,Mon,2019,16,15.0,Home,GNB,L 10-23,,,,Injured Reserve,,13
Chad Beebe,,WR,MIN,2019-12-29,Sun,2019,17,16.0,Home,CHI,L 19-21,,,,Injured Reserve,,14
Chad Henne,,,KAN,2019-09-08,Sun,2019,1,1.0,Away,JAX,W 40-26,,,,Injured Reserve,,1
Chad Henne,,,KAN,2019-09-15,Sun,2019,2,2.0,Away,OAK,W 28-10,,,,Injured Reserve,,2
Chad Henne,,,KAN,2019-09-22,Sun,2019,3,3.0,Home,BAL,W 33-28,,,,Injured Reserve,,3
Chad Henne,,,KAN,2019-09-29,Sun,2019,4,4.0,Away,DET,W 34-30,,,,Injured Reserve,,4
Chad Henne,,,KAN,2019-10-06,Sun,2019,5,5.0,Home,IND,L 13-19,,,,Injured Reserve,,5
Chad Henne,,,KAN,2019-10-13,Sun,2019,6,6.0,Home,HOU,L 24-31,,,,Injured Reserve,,6
Chad Henne,,,KAN,2019-10-17,Thu,2019,7,7.0,Away,DEN,W 30-6,,,,Injured Reserve,,7
Chad Henne,,,KAN,2019-10-27,Sun,2019,8,8.0,Home,GNB,L 24-31,,,,Injured Reserve,,8
Chad Henne,,,KAN,2019-11-03,Sun,2019,9,9.0,Home,MIN,W 26-23,,,,Injured Reserve,,9
Chad Henne,,,,,,2019,10,,,,,,,,,,10
Chad Henne,,,,,,2019,11,,,,,,,,,,11
Chad Henne,,,,,,2019,12,,,,,,,,,,12
Chad Henne,,,,,,2019,13,,,,,,,,,,13
Chad Henne,,,,,,2019,14,,,,,,,,,,14
Chad Henne,,,,,,2019,15,,,,,,,,,,15
Chad Henne,,,,,,2019,16,,,,,,,,,,16
Chad Henne,,,,,,2019,17,,,,,,,,,,17
Chad Wheeler,,,NYG,2019-09-08,Sun,2019,1,1.0,Away,DAL,L 17-35,,,,Injured Reserve,,1
Chad Wheeler,,,NYG,2019-09-15,Sun,2019,2,2.0,Home,BUF,L 14-28,,,,Injured Reserve,,2
Chad Wheeler,,,,,,2019,3,,,,,,,,,,3
Chad Wheeler,,,,,,2019,4,,,,,,,,,,4
Chad Wheeler,,,,,,2019,5,,,,,,,,,,5
Chad Wheeler,,,,,,2019,6,,,,,,,,,,6
Chad Wheeler,,,,,,2019,7,,,,,,,,,,7
Chad Wheeler,,,,,,2019,8,,,,,,,,,,8
Chad Wheeler,,,,,,2019,9,,,,,,,,,,9
Chad Wheeler,,,,,,2019,10,,,,,,,,,,10
Chad Wheeler,,,,,,2019,11,,,,,,,,,,11
Chad Wheeler,,,,,,2019,12,,,,,,,,,,12
Chad Wheeler,,,,,,2019,13,,,,,,,,,,13
Chad Wheeler,,,,,,2019,14,,,,,,,,,,14
Chad Wheeler,,,,,,2019,15,,,,,,,,,,15
Chad Wheeler,,,,,,2019,16,,,,,,,,,,16
Chad Wheeler,,,,,,2019,17,,,,,,,,,,17
Chandler Cox,,RB,MIA,2019-12-15,Sun,2019,15,14.0,Away,NYG,L 20-36,,,,Doubtful,Shoulder,1
Chandler Cox,,RB,MIA,2019-12-22,Sun,2019,16,15.0,Home,CIN,W 38-35,,,,Questionable,Shoulder,2
Chandler Cox,,RB,MIA,2019-12-29,Sun,2019,17,16.0,Away,NWE,W 27-24,,1.0,0.01,,,3
Charles Clay,,TE,ARI,2019-12-29,Sun,2019,17,16.0,Away,LAR,L 24-31,,,,Questionable,Calf,1
Charles Harris,24.186,DL,MIA,2019-09-08,Sun,2019,1,1.0,Home,BAL,L 10-59,2.25,60.0,0.79,Questionable,Wrist,1
Charles Harris,24.193,DL,MIA,2019-09-15,Sun,2019,2,2.0,Home,NWE,L 0-43,3.0,65.0,0.92,Questionable,Wrist,2
Charles Harris,24.2,DL,MIA,2019-09-22,Sun,2019,3,3.0,Away,DAL,L 6-31,0.75,67.0,0.93,Questionable,Wrist,3
Charles Harris,24.207,DL,MIA,2019-09-29,Sun,2019,4,4.0,Home,LAC,L 10-30,4.25,26.0,0.39,,,4
Charles Harris,,,,,,2019,5,,,,,,,,,,5
Charles Harris,,DL,MIA,2019-10-13,Sun,2019,6,5.0,Home,WAS,L 16-17,,12.0,0.2,,,6
Charles Harris,24.228,DL,MIA,2019-10-20,Sun,2019,7,6.0,Away,BUF,L 21-31,3.0,38.0,0.69,,,7
Charles Harris,,DL,MIA,2019-10-28,Mon,2019,8,7.0,Away,PIT,L 14-27,,24.0,0.32,,,8
Charles Harris,24.242,DL,MIA,2019-11-03,Sun,2019,9,8.0,Home,NYJ,W 26-18,5.0,14.0,0.21,,,9
Charles Harris,24.249,DL,MIA,2019-11-10,Sun,2019,10,9.0,Away,IND,W 16-12,7.25,16.0,0.23,,,10
Charles Harris,,DL,MIA,2019-11-17,Sun,2019,11,10.0,Home,BUF,L 20-37,,28.0,0.38,,,11
Charles Harris,24.263,DL,MIA,2019-11-24,Sun,2019,12,11.0,Away,CLE,L 24-41,5.0,38.0,0.51,,,12
Charles Harris,24.27,DL,MIA,2019-12-01,Sun,2019,13,12.0,Home,PHI,W 37-31,2.25,9.0,0.13,,,13
Charles Harris,24.277,DL,MIA,2019-12-08,Sun,2019,14,13.0,Away,NYJ,L 21-22,0.75,24.0,0.34,,,14
Charles Harris,,,,,,2019,15,,,,,,,,,,15
Charles Harris,,,,,,2019,16,,,,,,,,,,16
Charles Harris,,DL,MIA,2019-12-29,Sun,2019,17,16.0,Away,NWE,W 27-24,,9.0,0.15,,,17
Charles Johnson,,,PHI,2019-09-08,Sun,2019,1,1.0,Home,WAS,W 32-27,,,,Injured Reserve,,1
Charles Johnson,,,,,,2019,2,,,,,,,,,,2
Charles Johnson,,,,,,2019,3,,,,,,,,,,3
Charles Johnson,,,,,,2019,4,,,,,,,,,,4
Charles Johnson,,,,,,2019,5,,,,,,,,,,5
Charles Johnson,,,,,,2019,6,,,,,,,,,,6
Charles Johnson,,,,,,2019,7,,,,,,,,,,7
Charles Johnson,,,,,,2019,8,,,,,,,,,,8
Charles Johnson,,,,,,2019,9,,,,,,,,,,9
Charles Johnson,,,,,,2019,10,,,,,,,,,,10
Charles Johnson,,,,,,2019,11,,,,,,,,,,11
Charles Johnson,,,,,,2019,12,,,,,,,,,,12
Charles Johnson,,,,,,2019,13,,,,,,,,,,13
Charles Johnson,,,,,,2019,14,,,,,,,,,,14
Charles Johnson,,,,,,2019,15,,,,,,,,,,15
Charles Johnson,,,,,,2019,16,,,,,,,,,,16
Charles Johnson,,,,,,2019,17,,,,,,,,,,17
Charles Omenihu,,DL,HOU,2019-09-29,Sun,2019,4,4.0,Home,CAR,L 10-16,,,,Questionable,Knee,1
Charles Omenihu,22.047,DL,HOU,2019-10-06,Sun,2019,5,5.0,Home,ATL,W 53-32,0.75,37.0,0.51,,,2
Charles Omenihu,22.054,DL,HOU,2019-10-13,Sun,2019,6,6.0,Away,KAN,W 31-24,9.5,15.0,0.27,,,3
Charles Omenihu,,DL,HOU,2019-10-20,Sun,2019,7,7.0,Away,IND,L 23-30,,18.0,0.25,,,4
Charles Omenihu,,DL,HOU,2019-10-27,Sun,2019,8,8.0,Home,OAK,W 27-24,,22.0,0.4,,,5
Charles Omenihu,22.075,DL,HOU,2019-11-03,Sun,2019,9,9.0,Away,JAX,W 26-3,2.25,38.0,0.58,,,6
Charles Omenihu,,,,,,2019,10,,,,,,,,,,7
Charles Omenihu,22.089,DL,HOU,2019-11-17,Sun,2019,11,10.0,Away,BAL,L 7-41,1.5,20.0,0.3,,,8
Charles Omenihu,,DL,HOU,2019-11-21,Thu,2019,12,11.0,Home,IND,W 20-17,,30.0,0.44,,,9
Charles Omenihu,22.103,DL,HOU,2019-12-01,Sun,2019,13,12.0,Home,NWE,W 28-22,6.5,63.0,0.72,,,10
Charles Omenihu,22.11,DL,HOU,2019-12-08,Sun,2019,14,13.0,Home,DEN,L 24-38,0.0,22.0,0.37,,,11
Charles Omenihu,22.117,DL,HOU,2019-12-15,Sun,2019,15,14.0,Away,TEN,W 24-21,7.5,28.0,0.41,,,12
Charles Omenihu,22.123,DL,HOU,2019-12-21,Sat,2019,16,15.0,Away,TAM,W 23-20,1.5,40.0,0.55,,,13
Charles Omenihu,22.131,DL,HOU,2019-12-29,Sun,2019,17,16.0,Home,TEN,L 14-35,1.5,49.0,0.79,,,14
Charles Tapper,,,NYJ,2019-09-08,Sun,2019,1,1.0,Home,BUF,L 16-17,,,,Injured Reserve,,1
Charles Tapper,,,NYJ,2019-09-16,Mon,2019,2,2.0,Home,CLE,L 3-23,,,,Injured Reserve,,2
Charles Tapper,,,NYJ,2019-09-22,Sun,2019,3,3.0,Away,NWE,L 14-30,,,,Injured Reserve,,3
Charles Tapper,,,,,,2019,4,,,,,,,,,,4
Charles Tapper,,,NYJ,2019-10-06,Sun,2019,5,4.0,Away,PHI,L 6-31,,,,Injured Reserve,,5
Charles Tapper,,,NYJ,2019-10-13,Sun,2019,6,5.0,Home,DAL,W 24-22,,,,Injured Reserve,,6
Charles Tapper,,,NYJ,2019-10-21,Mon,2019,7,6.0,Home,NWE,L 0-33,,,,Injured Reserve,,7
Charles Tapper,,,NYJ,2019-10-27,Sun,2019,8,7.0,Away,JAX,L 15-29,,,,Injured Reserve,,8
Charles Tapper,,,NYJ,2019-11-03,Sun,2019,9,8.0,Away,MIA,L 18-26,,,,Injured Reserve,,9
Charles Tapper,,,NYJ,2019-11-10,Sun,2019,10,9.0,Home,NYG,W 34-27,,,,Injured Reserve,,10
Charles Tapper,,,NYJ,2019-11-17,Sun,2019,11,10.0,Away,WAS,W 34-17,,,,Injured Reserve,,11
Charles Tapper,,,NYJ,2019-11-24,Sun,2019,12,11.0,Home,OAK,W 34-3,,,,Injured Reserve,,12
Charles Tapper,,,NYJ,2019-12-01,Sun,2019,13,12.0,Away,CIN,L 6-22,,,,Injured Reserve,,13
Charles Tapper,,,NYJ,2019-12-08,Sun,2019,14,13.0,Home,MIA,W 22-21,,,,Injured Reserve,,14
Charles Tapper,,,NYJ,2019-12-12,Thu,2019,15,14.0,Away,BAL,L 21-42,,,,Injured Reserve,,15
Charles Tapper,,,NYJ,2019-12-22,Sun,2019,16,15.0,Home,PIT,W 16-10,,,,Injured Reserve,,16
Charles Tapper,,,NYJ,2019-12-29,Sun,2019,17,16.0,Away,BUF,W 13-6,,,,Injured Reserve,,17
Charles Washington,,DB,ARI,2019-09-29,Sun,2019,4,4.0,Home,SEA,L 10-27,,,,Out,Shoulder,1
Charles Washington,,DB,ARI,2019-10-06,Sun,2019,5,5.0,Away,CIN,W 26-23,,,,Out,Shoulder,2
Charles Washington,,DB,ARI,2019-10-13,Sun,2019,6,6.0,Home,ATL,W 34-33,,,,Out,Shoulder,3
Charles Washington,26.224,DB,ARI,2019-10-20,Sun,2019,7,7.0,Away,NYG,W 27-21,0.0,,,Questionable,Shoulder,4
Charles Washington,,,,,,2019,8,,,,,,,,,,5
Charles Washington,,,,,,2019,9,,,,,,,,,,6
Charles Washington,26.245,DB,ARI,2019-11-10,Sun,2019,10,10.0,Away,TAM,L 27-30,0.0,,,,,7
Charles Washington,26.252,DB,ARI,2019-11-17,Sun,2019,11,11.0,Away,SFO,L 26-36,0.0,,,,,8
Charles Washington,,,,,,2019,12,,,,,,,,,,9
Charles Washington,,,,,,2019,13,,,,,,,,,,10
Charles Washington,26.273,DB,ARI,2019-12-08,Sun,2019,14,13.0,Home,PIT,L 17-23,0.0,,,,,11
Charles Washington,,,,,,2019,15,,,,,,,,,,12
Charles Washington,,,,,,2019,16,,,,,,,,,,13
Charles Washington,,,,,,2019,17,,,,,,,,,,14
Chase Allen,,,MIA,2019-09-08,Sun,2019,1,1.0,Home,BAL,L 10-59,,,,Injured Reserve,,1
Chase Allen,,,MIA,2019-09-15,Sun,2019,2,2.0,Home,NWE,L 0-43,,,,Injured Reserve,,2
Chase Allen,,,MIA,2019-09-22,Sun,2019,3,3.0,Away,DAL,L 6-31,,,,Injured Reserve,,3
Chase Allen,,,MIA,2019-09-29,Sun,2019,4,4.0,Home,LAC,L 10-30,,,,Injured Reserve,,4
Chase Allen,,,,,,2019,5,,,,,,,,,,5
Chase Allen,,,MIA,2019-10-13,Sun,2019,6,5.0,Home,WAS,L 16-17,,,,Injured Reserve,,6
Chase Allen,,,MIA,2019-10-20,Sun,2019,7,6.0,Away,BUF,L 21-31,,,,Injured Reserve,,7
Chase Allen,,,MIA,2019-10-28,Mon,2019,8,7.0,Away,PIT,L 14-27,,,,Injured Reserve,,8
Chase Allen,,,MIA,2019-11-03,Sun,2019,9,8.0,Home,NYJ,W 26-18,,,,Injured Reserve,,9
Chase Allen,,,MIA,2019-11-10,Sun,2019,10,9.0,Away,IND,W 16-12,,,,Injured Reserve,,10
Chase Allen,,,MIA,2019-11-17,Sun,2019,11,10.0,Home,BUF,L 20-37,,,,Injured Reserve,,11
Chase Allen,,,MIA,2019-11-24,Sun,2019,12,11.0,Away,CLE,L 24-41,,,,Injured Reserve,,12
Chase Allen,,,MIA,2019-12-01,Sun,2019,13,12.0,Home,PHI,W 37-31,,,,Injured Reserve,,13
Chase Allen,,,MIA,2019-12-08,Sun,2019,14,13.0,Away,NYJ,L 21-22,,,,Injured Reserve,,14
Chase Allen,,,MIA,2019-12-15,Sun,2019,15,14.0,Away,NYG,L 20-36,,,,Injured Reserve,,15
Chase Allen,,,MIA,2019-12-22,Sun,2019,16,15.0,Home,CIN,W 38-35,,,,Injured Reserve,,16
Chase Allen,,,MIA,2019-12-29,Sun,2019,17,16.0,Away,NWE,W 27-24,,,,Injured Reserve,,17
Chase Edmonds,,RB,ARI,2019-10-31,Thu,2019,9,9.0,Home,SFO,L 25-28,,,,Out,Hamstring,1
Chase Edmonds,,RB,ARI,2019-11-10,Sun,2019,10,10.0,Away,TAM,L 27-30,,,,Out,Hamstring,2
Chase Edmonds,,RB,ARI,2019-11-17,Sun,2019,11,11.0,Away,SFO,L 26-36,,,,Out,Hamstring,3
Chase Edmonds,,,,,,2019,12,,,,,,,,,,4
Chase Edmonds,,,,,,2019,13,,,,,,,,,,5
Chase Edmonds,23.239,RB,ARI,2019-12-08,Sun,2019,14,13.0,Home,PIT,L 17-23,0.9,11.0,0.19,,,6
Chase Edmonds,23.246,RB,ARI,2019-12-15,Sun,2019,15,14.0,Home,CLE,W 38-24,0.0,,,,,7
Chase Edmonds,23.253,RB,ARI,2019-12-22,Sun,2019,16,15.0,Away,SEA,W 27-13,0.0,,,,,8
Chase Edmonds,23.26,RB,ARI,2019-12-29,Sun,2019,17,16.0,Away,LAR,L 24-31,-0.1,4.0,0.06,,,9
Chase Hansen,,,NOR,2019-09-09,Mon,2019,1,1.0,Home,HOU,W 30-28,,,,Injured Reserve,,1
Chase Hansen,,,NOR,2019-09-15,Sun,2019,2,2.0,Away,LAR,L 9-27,,,,Injured Reserve,,2
Chase Hansen,,,NOR,2019-09-22,Sun,2019,3,3.0,Away,SEA,W 33-27,,,,Injured Reserve,,3
Chase Hansen,,,NOR,2019-09-29,Sun,2019,4,4.0,Home,DAL,W 12-10,,,,Injured Reserve,,4
Chase Hansen,,,NOR,2019-10-06,Sun,2019,5,5.0,Home,TAM,W 31-24,,,,Injured Reserve,,5
Chase Hansen,,,NOR,2019-10-13,Sun,2019,6,6.0,Away,JAX,W 13-6,,,,Injured Reserve,,6
Chase Hansen,,,NOR,2019-10-20,Sun,2019,7,7.0,Away,CHI,W 36-25,,,,Injured Reserve,,7
Chase Hansen,,,NOR,2019-10-27,Sun,2019,8,8.0,Home,ARI,W 31-9,,,,Injured Reserve,,8
Chase Hansen,,,,,,2019,9,,,,,,,,,,9
Chase Hansen,,,NOR,2019-11-10,Sun,2019,10,9.0,Home,ATL,L 9-26,,,,Injured Reserve,,10
Chase Hansen,,,NOR,2019-11-17,Sun,2019,11,10.0,Away,TAM,W 34-17,,,,Injured Reserve,,11
Chase Hansen,,,NOR,2019-11-24,Sun,2019,12,11.0,Home,CAR,W 34-31,,,,Injured Reserve,,12
Chase Hansen,,,NOR,2019-11-28,Thu,2019,13,12.0,Away,ATL,W 26-18,,,,Injured Reserve,,13
Chase Hansen,,,NOR,2019-12-08,Sun,2019,14,13.0,Home,SFO,L 46-48,,,,Injured Reserve,,14
Chase Hansen,,,NOR,2019-12-16,Mon,2019,15,14.0,Home,IND,W 34-7,,,,Injured Reserve,,15
Chase Hansen,,,NOR,2019-12-22,Sun,2019,16,15.0,Away,TEN,W 38-28,,,,Injured Reserve,,16
Chase Hansen,,,NOR,2019-12-29,Sun,2019,17,16.0,Away,CAR,W 42-10,,,,Injured Reserve,,17
Chase Roullier,,OL,WAS,2019-09-29,Sun,2019,4,4.0,Away,NYG,L 3-24,,,,Out,Knee,1
Chase Roullier,,OL,WAS,2019-10-06,Sun,2019,5,5.0,Home,NWE,L 7-33,,,,Questionable,Knee,2
Chase Roullier,,,,,,2019,6,,,,,,,,,,3
Chase Roullier,,,,,,2019,7,,,,,,,,,,4
Chase Roullier,,,,,,2019,8,,,,,,,,,,5
Chase Roullier,,,,,,2019,9,,,,,,,,,,6
Chase Roullier,,,,,,2019,10,,,,,,,,,,7
Chase Roullier,,,,,,2019,11,,,,,,,,,,8
Chase Roullier,,,,,,2019,12,,,,,,,,,,9
Chase Roullier,26.1,OL,WAS,2019-12-01,Sun,2019,13,12.0,Away,CAR,W 29-21,4.0,,,,,10
Chase Roullier,,,,,,2019,14,,,,,,,,,,11
Chase Roullier,,,,,,2019,15,,,,,,,,,,12
Chase Roullier,,,,,,2019,16,,,,,,,,,,13
Chase Roullier,,,,,,2019,17,,,,,,,,,,14
Chauncey Gardner-Johnson,22.002,DB,NOR,2019-12-22,Sun,2019,16,15.0,Away,TEN,W 38-28,19.75,,,Questionable,Concussion,1
Chauncey Gardner-Johnson,22.009,DB,NOR,2019-12-29,Sun,2019,17,16.0,Away,CAR,W 42-10,3.0,,,,,2
Chester Rogers,,WR,IND,2019-12-08,Sun,2019,14,13.0,Away,TAM,L 35-38,,,,Injured Reserve,,1
Chester Rogers,,WR,IND,2019-12-16,Mon,2019,15,14.0,Away,NOR,L 7-34,,,,Injured Reserve,,2
Chester Rogers,,WR,IND,2019-12-22,Sun,2019,16,15.0,Home,CAR,W 38-6,,,,Injured Reserve,,3
Chester Rogers,,WR,IND,2019-12-29,Sun,2019,17,16.0,Away,JAX,L 20-38,,,,Injured Reserve,,4
Chris Board,,DB,BAL,2019-12-12,Thu,2019,15,14.0,Home,NYJ,W 42-21,,,,Out,Concussion,1
Chris Board,,DB,BAL,2019-12-22,Sun,2019,16,15.0,Away,CLE,W 31-15,,,,Questionable,Concussion,2
Chris Board,24.159,DB,BAL,2019-12-29,Sun,2019,17,16.0,Home,PIT,W 28-10,5.5,,,,,3
Chris Carson,,RB,SEA,2019-12-29,Sun,2019,17,16.0,Home,SFO,L 21-26,,,,Injured Reserve,,1
Chris Godwin,23.214,WR,TAM,2019-09-29,Sun,2019,4,4.0,Away,LAR,W 55-40,35.2,70.0,0.95,Questionable,Hip,1
Chris Godwin,23.221,WR,TAM,2019-10-06,Sun,2019,5,5.0,Away,NOR,L 24-31,28.0,55.0,0.96,,,2
Chris Godwin,23.228,WR,TAM,2019-10-13,Sun,2019,6,6.0,Home,CAR,L 26-37,20.1,77.0,0.95,,,3
Chris Godwin,,,,,,2019,7,,,,,,,,,,4
Chris Godwin,23.242,WR,TAM,2019-10-27,Sun,2019,8,7.0,Away,TEN,L 23-27,8.3,80.0,0.99,,,5
Chris Godwin,23.249,WR,TAM,2019-11-03,Sun,2019,9,8.0,Away,SEA,L 34-40,10.4,73.0,0.95,,,6
Chris Godwin,23.256,WR,TAM,2019-11-10,Sun,2019,10,9.0,Home,ARI,W 30-27,10.4,77.0,0.93,,,7
Chris Godwin,23.263,WR,TAM,2019-11-17,Sun,2019,11,10.0,Home,NOR,L 17-34,12.2,67.0,1.0,,,8
Chris Godwin,23.27,WR,TAM,2019-11-24,Sun,2019,12,11.0,Away,ATL,W 35-22,33.900000000000006,56.0,0.86,,,9
Chris Godwin,23.277,WR,TAM,2019-12-01,Sun,2019,13,12.0,Away,JAX,W 28-11,7.0,68.0,0.91,,,10
Chris Godwin,23.284,WR,TAM,2019-12-08,Sun,2019,14,13.0,Home,IND,W 38-35,12.6,74.0,0.94,,,11
Chris Godwin,23.291,WR,TAM,2019-12-15,Sun,2019,15,14.0,Away,DET,W 38-17,14.6,46.0,0.61,,,12
Chris Godwin,,WR,TAM,2019-12-21,Sat,2019,16,15.0,Home,HOU,L 20-23,,,,Out,Hamstring,13
Chris Godwin,,WR,TAM,2019-12-29,Sun,2019,17,16.0,Home,ATL,L 22-28,,,,Out,Hamstring,14
Chris Herndon,,TE,NYJ,2019-10-21,Mon,2019,7,6.0,Home,NWE,L 0-33,,,,Doubtful,Hamstring,1
Chris Herndon,,TE,NYJ,2019-10-27,Sun,2019,8,7.0,Away,JAX,L 15-29,,,,Doubtful,Hamstring,2
Chris Herndon,,TE,NYJ,2019-11-03,Sun,2019,9,8.0,Away,MIA,L 18-26,,,,Questionable,Hamstring,3
Chris Herndon,23.26,TE,NYJ,2019-11-10,Sun,2019,10,9.0,Home,NYG,W 34-27,1.2000000000000002,18.0,0.26,Questionable,Hamstring,4
Chris Herndon,,TE,NYJ,2019-11-17,Sun,2019,11,10.0,Away,WAS,W 34-17,,,,Injured Reserve,,5
Chris Herndon,,TE,NYJ,2019-11-24,Sun,2019,12,11.0,Home,OAK,W 34-3,,,,Injured Reserve,,6
Chris Herndon,,TE,NYJ,2019-12-01,Sun,2019,13,12.0,Away,CIN,L 6-22,,,,Injured Reserve,,7
Chris Herndon,,TE,NYJ,2019-12-08,Sun,2019,14,13.0,Home,MIA,W 22-21,,,,Injured Reserve,,8
Chris Herndon,,TE,NYJ,2019-12-12,Thu,2019,15,14.0,Away,BAL,L 21-42,,,,Injured Reserve,,9
Chris Herndon,,TE,NYJ,2019-12-22,Sun,2019,16,15.0,Home,PIT,W 16-10,,,,Injured Reserve,,10
Chris Herndon,,TE,NYJ,2019-12-29,Sun,2019,17,16.0,Away,BUF,W 13-6,,,,Injured Reserve,,11
Chris Hogan,,WR,CAR,2019-10-06,Sun,2019,5,5.0,Home,JAX,W 34-27,,,,Injured Reserve,,1
Chris Hogan,,WR,CAR,2019-10-13,Sun,2019,6,6.0,Away,TAM,W 37-26,,,,Injured Reserve,,2
Chris Hogan,,,,,,2019,7,,,,,,,,,,3
Chris Hogan,,WR,CAR,2019-10-27,Sun,2019,8,7.0,Away,SFO,L 13-51,,,,Injured Reserve,,4
