Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury
DeAndre Hopkins,27.15,WR,HOU,2019-11-03,Sun,2019,9,9.0,Away,JAX,W 26-3,15.4,68.0,1.0,,
DeAndre Hopkins,27.164,WR,HOU,2019-11-17,Sun,2019,11,10.0,Away,BAL,L 7-41,11.5,56.0,0.93,,
DeAndre Hopkins,27.168,WR,HOU,2019-11-21,Thu,2019,12,11.0,Home,IND,W 20-17,24.4,58.0,0.98,,
DeAndre Hopkins,27.178,WR,HOU,2019-12-01,Sun,2019,13,12.0,Home,NWE,W 28-22,13.14,46.0,0.81,,
DeAndre Hopkins,27.185,WR,HOU,2019-12-08,Sun,2019,14,13.0,Home,DEN,L 24-38,22.7,76.0,1.0,,
DeAndre Hopkins,27.192,WR,HOU,2019-12-15,Sun,2019,15,14.0,Away,TEN,W 24-21,14.9,63.0,1.0,,
DeAndre Hopkins,27.198,WR,HOU,2019-12-21,Sat,2019,16,15.0,Away,TAM,W 23-20,4.800000000000001,65.0,0.98,,
DeMarcus Walker,24.344,DE,DEN,2019-09-09,Mon,2019,1,1.0,Away,OAK,L 16-24,0.75,13.0,0.24,,
DeMarcus Walker,24.35,DE,DEN,2019-09-15,Sun,2019,2,2.0,Home,CHI,L 14-16,2.25,19.0,0.31,,
DeMarcus Walker,,DE,DEN,2019-09-22,Sun,2019,3,3.0,Away,GNB,L 16-27,,23.0,0.43,,
DeMarcus Walker,24.364,DE,DEN,2019-09-29,Sun,2019,4,4.0,Home,JAX,L 24-26,11.25,30.0,0.37,,
DeMarcus Walker,25.006,DE,DEN,2019-10-06,Sun,2019,5,5.0,Away,LAC,W 20-13,5.0,13.0,0.19,,
DeMarcus Walker,25.013,DE,DEN,2019-10-13,Sun,2019,6,6.0,Home,TEN,W 16-0,17.25,22.0,0.33,,
DeMarcus Walker,25.017,DE,DEN,2019-10-17,Thu,2019,7,7.0,Home,KAN,L 6-30,12.0,32.0,0.49,,
DeMarcus Walker,25.027,DE,DEN,2019-10-27,Sun,2019,8,8.0,Away,IND,L 13-15,1.5,16.0,0.25,,
DeSean Jackson,32.281,WR,PHI,2019-09-08,Sun,2019,1,1.0,Home,WAS,W 32-27,31.4,51.0,0.69,,
DeSean Jackson,,WR,PHI,2019-09-15,Sun,2019,2,2.0,Away,ATL,L 20-24,,10.0,0.13,,
DeShon Elliott,22.14,S,BAL,2019-09-08,Sun,2019,1,1.0,Away,MIA,W 59-10,0.0,3.0,0.06,,
DeShon Elliott,22.161,S,BAL,2019-09-29,Sun,2019,4,4.0,Home,CLE,L 25-40,3.0,9.0,0.13,,
DeShon Elliott,22.168,S,BAL,2019-10-06,Sun,2019,5,5.0,Away,PIT,W 26-23,0.0,3.0,0.05,,
DeShon Elliott,22.175,S,BAL,2019-10-13,Sun,2019,6,6.0,Home,CIN,W 23-17,3.0,25.0,0.42,,
DeVante Parker,26.231,WR,MIA,2019-09-08,Sun,2019,1,1.0,Home,BAL,L 10-59,9.0,37.0,0.76,,
DeVante Parker,26.238,WR,MIA,2019-09-15,Sun,2019,2,2.0,Home,NWE,L 0-43,0.0,57.0,0.92,,
DeVante Parker,26.245,WR,MIA,2019-09-22,Sun,2019,3,3.0,Away,DAL,L 6-31,7.1000000000000005,67.0,0.96,,
DeVante Parker,26.252,WR,MIA,2019-09-29,Sun,2019,4,4.0,Home,LAC,L 10-30,15.0,43.0,0.83,,
DeVante Parker,26.266,WR,MIA,2019-10-13,Sun,2019,6,5.0,Home,WAS,L 16-17,10.3,66.0,0.88,,
DeVante Parker,26.273,WR,MIA,2019-10-20,Sun,2019,7,6.0,Away,BUF,L 21-31,14.0,61.0,0.84,,
DeVante Parker,26.281,WR,MIA,2019-10-28,Mon,2019,8,7.0,Away,PIT,L 14-27,8.9,45.0,0.79,,
DeVante Parker,26.287,WR,MIA,2019-11-03,Sun,2019,9,8.0,Home,NYJ,W 26-18,13.7,57.0,0.83,,
DeVante Parker,26.294,WR,MIA,2019-11-10,Sun,2019,10,9.0,Away,IND,W 16-12,9.4,62.0,0.95,,
DeVante Parker,26.301,WR,MIA,2019-11-17,Sun,2019,11,10.0,Home,BUF,L 20-37,17.0,62.0,0.89,,
DeVante Parker,26.308,WR,MIA,2019-11-24,Sun,2019,12,11.0,Away,CLE,L 24-41,12.1,63.0,1.0,,
DeVante Parker,26.315,WR,MIA,2019-12-01,Sun,2019,13,12.0,Home,PHI,W 37-31,31.4,58.0,0.81,,
DeVante Parker,26.322,WR,MIA,2019-12-08,Sun,2019,14,13.0,Away,NYJ,L 21-22,3.8,18.0,0.25,,
Dean Lowry,25.088,DE,GNB,2019-09-05,Thu,2019,1,1.0,Away,CHI,W 10-3,3.0,46.0,0.65,,
Dean Lowry,25.098,DE,GNB,2019-09-15,Sun,2019,2,2.0,Home,MIN,W 21-16,11.25,43.0,0.66,,
Dean Lowry,25.105,DE,GNB,2019-09-22,Sun,2019,3,3.0,Home,DEN,W 27-16,7.5,45.0,0.62,,
Dean Lowry,25.109,DE,GNB,2019-09-26,Thu,2019,4,4.0,Home,PHI,L 27-34,4.5,54.0,0.87,,
Dean Lowry,25.119,DE,GNB,2019-10-06,Sun,2019,5,5.0,Away,DAL,W 34-24,0.75,32.0,0.45,,
Dean Lowry,25.127,DE,GNB,2019-10-14,Mon,2019,6,6.0,Home,DET,W 23-22,5.25,41.0,0.72,,
Dean Lowry,25.133,DE,GNB,2019-10-20,Sun,2019,7,7.0,Home,OAK,W 42-24,1.5,48.0,0.73,,
Dean Lowry,25.14,DE,GNB,2019-10-27,Sun,2019,8,8.0,Away,KAN,W 31-24,1.5,38.0,0.64,,
Dean Lowry,,DE,GNB,2019-11-03,Sun,2019,9,9.0,Away,LAC,L 11-26,,41.0,0.57,,
Dean Lowry,25.154,DE,GNB,2019-11-10,Sun,2019,10,10.0,Home,CAR,W 24-16,3.0,35.0,0.49,,
Dean Lowry,25.168,DE,GNB,2019-11-24,Sun,2019,12,11.0,Away,SFO,L 8-37,3.0,27.0,0.55,,
Dean Lowry,25.175,DE,GNB,2019-12-01,Sun,2019,13,12.0,Away,NYG,W 31-13,8.75,42.0,0.64,,
Dean Lowry,25.182,DE,GNB,2019-12-08,Sun,2019,14,13.0,Home,WAS,W 20-15,3.75,37.0,0.59,,
Dean Lowry,25.189,DE,GNB,2019-12-15,Sun,2019,15,14.0,Home,CHI,W 21-13,7.5,34.0,0.4,,
Dean Marlowe,27.052,S,BUF,2019-09-15,Sun,2019,2,2.0,Away,NYG,W 28-14,3.0,14.0,0.21,,
Dean Marlowe,,S,BUF,2019-09-22,Sun,2019,3,3.0,Home,CIN,W 21-17,,6.0,0.1,,
Dean Marlowe,27.066,S,BUF,2019-09-29,Sun,2019,4,4.0,Home,NWE,L 10-16,0.0,,,,
Dede Westbrook,25.291,WR,JAX,2019-09-08,Sun,2019,1,1.0,Home,KAN,L 26-40,11.7,48.0,0.83,,
Dede Westbrook,25.298,WR,JAX,2019-09-15,Sun,2019,2,2.0,Away,HOU,L 12-13,0.8,55.0,0.86,,
Dede Westbrook,25.302,WR,JAX,2019-09-19,Thu,2019,3,3.0,Home,TEN,W 20-7,7.5,43.0,0.8,,
Dede Westbrook,25.312,WR,JAX,2019-09-29,Sun,2019,4,4.0,Away,DEN,W 26-24,9.1,51.0,0.62,,
Dede Westbrook,25.319,WR,JAX,2019-10-06,Sun,2019,5,5.0,Away,CAR,L 27-34,11.7,58.0,0.7,,
Dede Westbrook,25.326,WR,JAX,2019-10-13,Sun,2019,6,6.0,Home,NOR,L 6-13,6.800000000000001,45.0,0.78,,
Dee Ford,28.173,DE,SFO,2019-09-08,Sun,2019,1,1.0,Away,TAM,W 31-17,11.0,40.0,0.58,,
Dee Ford,28.18,DE,SFO,2019-09-15,Sun,2019,2,2.0,Away,CIN,W 41-17,0.75,24.0,0.35,,
Deebo Samuel,23.236,WR,SFO,2019-09-08,Sun,2019,1,1.0,Away,TAM,W 31-17,3.2,58.0,0.88,,
Deebo Samuel,23.243,WR,SFO,2019-09-15,Sun,2019,2,2.0,Away,CIN,W 41-17,17.8,27.0,0.39,,
Deebo Samuel,23.25,WR,SFO,2019-09-22,Sun,2019,3,3.0,Home,PIT,W 24-20,5.9,41.0,0.52,,
Deebo Samuel,23.265,WR,SFO,2019-10-07,Mon,2019,5,4.0,Home,CLE,W 31-3,0.8,35.0,0.46,,
Deebo Samuel,23.271,WR,SFO,2019-10-13,Sun,2019,6,5.0,Away,LAR,W 20-7,3.4000000000000004,47.0,0.61,,
Deionte Thompson,,S,ARI,2019-09-15,Sun,2019,2,2.0,Away,BAL,L 17-23,,15.0,0.19,,
Deionte Thompson,22.223,S,ARI,2019-09-22,Sun,2019,3,3.0,Home,CAR,L 20-38,0.75,10.0,0.17,,
Deionte Thompson,,S,ARI,2019-09-29,Sun,2019,4,4.0,Home,SEA,L 10-27,,2.0,0.03,,
Deionte Thompson,22.237,S,ARI,2019-10-06,Sun,2019,5,5.0,Away,CIN,W 26-23,3.75,43.0,0.65,,
Deionte Thompson,22.244,S,ARI,2019-10-13,Sun,2019,6,6.0,Home,ATL,W 34-33,3.0,34.0,0.51,,
Deionte Thompson,22.251,S,ARI,2019-10-20,Sun,2019,7,7.0,Away,NYG,W 27-21,5.25,63.0,0.9,,
Deionte Thompson,22.258,S,ARI,2019-10-27,Sun,2019,8,8.0,Away,NOR,L 9-31,3.0,32.0,0.43,,
Deionte Thompson,22.262,S,ARI,2019-10-31,Thu,2019,9,9.0,Home,SFO,L 25-28,4.5,26.0,0.37,,
Delanie Walker,35.027,TE,TEN,2019-09-08,Sun,2019,1,1.0,Away,CLE,W 43-13,20.0,27.0,0.46,,
Delanie Walker,35.034,TE,TEN,2019-09-15,Sun,2019,2,2.0,Home,IND,L 17-19,5.9,33.0,0.56,,
Delanie Walker,35.038,TE,TEN,2019-09-19,Thu,2019,3,3.0,Away,JAX,L 7-20,9.9,46.0,0.58,,
Delanie Walker,35.048,TE,TEN,2019-09-29,Sun,2019,4,4.0,Away,ATL,W 24-10,0.9,19.0,0.31,,
Delanie Walker,35.055,TE,TEN,2019-10-06,Sun,2019,5,5.0,Home,BUF,L 7-14,1.5,25.0,0.43,,
Delanie Walker,35.062,TE,TEN,2019-10-13,Sun,2019,6,6.0,Away,DEN,L 0-16,5.8,38.0,0.58,,
Demetrius Harris,28.041,TE,CLE,2019-09-08,Sun,2019,1,1.0,Home,TEN,L 13-43,0.0,11.0,0.15,,
Demetrius Harris,28.049,TE,CLE,2019-09-16,Mon,2019,2,2.0,Away,NYJ,W 23-3,0.9,50.0,0.78,,
Demetrius Harris,28.055,TE,CLE,2019-09-22,Sun,2019,3,3.0,Home,LAR,L 13-20,6.7,61.0,0.9,,
Demetrius Harris,28.062,TE,CLE,2019-09-29,Sun,2019,4,4.0,Away,BAL,W 40-25,0.0,45.0,0.65,,
Demetrius Harris,28.07,TE,CLE,2019-10-07,Mon,2019,5,5.0,Away,SFO,L 3-31,0.5,25.0,0.53,,
Demetrius Harris,28.076,TE,CLE,2019-10-13,Sun,2019,6,6.0,Home,SEA,L 28-32,2.0,18.0,0.26,,
Demetrius Harris,28.09,TE,CLE,2019-10-27,Sun,2019,8,7.0,Away,NWE,L 13-27,10.3,13.0,0.21,,
Demetrius Harris,28.097,TE,CLE,2019-11-03,Sun,2019,9,8.0,Away,DEN,L 19-24,4.0,51.0,0.68,,
Demetrius Harris,28.104,TE,CLE,2019-11-10,Sun,2019,10,9.0,Home,BUF,W 19-16,3.8,33.0,0.48,,
Demetrius Harris,,TE,CLE,2019-11-14,Thu,2019,11,10.0,Home,PIT,W 21-7,,41.0,0.59,,
Demetrius Harris,28.118,TE,CLE,2019-11-24,Sun,2019,12,11.0,Home,MIA,W 41-24,3.0,50.0,0.67,,
Demetrius Harris,28.125,TE,CLE,2019-12-01,Sun,2019,13,12.0,Away,PIT,L 13-20,2.8000000000000003,40.0,0.61,,
Denico Autry,29.055,DT,IND,2019-09-08,Sun,2019,1,1.0,Away,LAC,L 24-30,6.5,50.0,0.78,,
Denico Autry,29.062,DT,IND,2019-09-15,Sun,2019,2,2.0,Away,TEN,W 19-17,22.0,47.0,0.8,,
Denico Autry,29.069,DT,IND,2019-09-22,Sun,2019,3,3.0,Home,ATL,W 27-24,2.25,45.0,0.75,,
Denico Autry,29.076,DT,IND,2019-09-29,Sun,2019,4,4.0,Home,OAK,L 24-31,3.0,45.0,0.7,,
Denico Autry,29.083,DT,IND,2019-10-06,Sun,2019,5,5.0,Away,KAN,W 19-13,2.25,46.0,0.75,,
Denico Autry,29.097,DT,IND,2019-10-20,Sun,2019,7,6.0,Home,HOU,W 30-23,2.25,46.0,0.73,,
Denico Autry,29.104,DT,IND,2019-10-27,Sun,2019,8,7.0,Home,DEN,W 15-13,4.5,46.0,0.63,,
Denico Autry,,DT,IND,2019-11-03,Sun,2019,9,8.0,Away,PIT,L 24-26,,36.0,0.57,,
Denico Autry,29.118,DT,IND,2019-11-10,Sun,2019,10,9.0,Home,MIA,L 12-16,3.75,48.0,0.74,,
Denico Autry,29.125,DT,IND,2019-11-17,Sun,2019,11,10.0,Home,JAX,W 33-13,0.0,46.0,0.74,,
Denico Autry,29.129,DT,IND,2019-11-21,Thu,2019,12,11.0,Away,HOU,L 17-20,5.0,41.0,0.69,,
Denico Autry,29.139,DT,IND,2019-12-01,Sun,2019,13,12.0,Home,TEN,L 17-31,11.5,36.0,0.61,,
Denico Autry,29.146,DT,IND,2019-12-08,Sun,2019,14,13.0,Away,TAM,L 35-38,4.5,48.0,0.61,,
Denico Autry,29.154,DT,IND,2019-12-16,Mon,2019,15,14.0,Away,NOR,L 7-34,3.5,40.0,0.6,,
Dennis Gardeck,25.037,LB,ARI,2019-09-15,Sun,2019,2,2.0,Away,BAL,L 17-23,0.0,,,,
Denzel Ward,22.133,CB,CLE,2019-09-08,Sun,2019,1,1.0,Home,TEN,L 13-43,0.0,58.0,0.98,,
Denzel Ward,22.141,CB,CLE,2019-09-16,Mon,2019,2,2.0,Away,NYJ,W 23-3,8.25,64.0,1.0,,
Deonte Harris,21.279,WR,NOR,2019-09-09,Mon,2019,1,1.0,Home,HOU,W 30-28,0.0,1.0,0.02,,
Deonte Harris,21.285,WR,NOR,2019-09-15,Sun,2019,2,2.0,Away,LAR,L 9-27,-0.2,1.0,0.02,,
Deonte Harris,21.292,WR/RS,NOR,2019-09-22,Sun,2019,3,3.0,Away,SEA,W 33-27,4.0,,,,
Deonte Harris,21.299,WR,NOR,2019-09-29,Sun,2019,4,4.0,Home,DAL,W 12-10,1.0,7.0,0.1,,
Deonte Harris,21.306,WR/RS,NOR,2019-10-06,Sun,2019,5,5.0,Home,TAM,W 31-24,4.0,,,,
Deonte Harris,21.313,WR,NOR,2019-10-13,Sun,2019,6,6.0,Away,JAX,W 13-6,0.0,4.0,0.06,,
Deonte Harris,21.32,WR,NOR,2019-10-20,Sun,2019,7,7.0,Away,CHI,W 36-25,0.0,8.0,0.1,,
Deonte Harris,21.327,WR,NOR,2019-10-27,Sun,2019,8,8.0,Home,ARI,W 31-9,2.7,6.0,0.08,,
Deonte Harris,21.341,WR,NOR,2019-11-10,Sun,2019,10,9.0,Home,ATL,L 9-26,0.0,2.0,0.03,,
Derek Barnett,23.075,DE,PHI,2019-09-08,Sun,2019,1,1.0,Home,WAS,W 32-27,5.25,52.0,0.8,,
Derek Barnett,23.082,DE,PHI,2019-09-15,Sun,2019,2,2.0,Away,ATL,L 20-24,5.0,47.0,0.72,,
Derek Barnett,23.089,DE,PHI,2019-09-22,Sun,2019,3,3.0,Home,DET,L 24-27,2.25,40.0,0.66,,
Derek Barnett,23.093,DE,PHI,2019-09-26,Thu,2019,4,4.0,Away,GNB,W 34-27,13.25,61.0,0.76,,
Derek Barnett,23.103,DE,PHI,2019-10-06,Sun,2019,5,5.0,Home,NYJ,W 31-6,9.0,42.0,0.72,,
Derek Barnett,23.11,DE,PHI,2019-10-13,Sun,2019,6,6.0,Away,MIN,L 20-38,3.5,57.0,0.8,,
Derek Barnett,23.117,DE,PHI,2019-10-20,Sun,2019,7,7.0,Away,DAL,L 10-37,8.25,52.0,0.75,,
Derek Barnett,23.124,DE,PHI,2019-10-27,Sun,2019,8,8.0,Away,BUF,W 31-13,6.75,50.0,0.83,,
Derek Barnett,23.131,DE,PHI,2019-11-03,Sun,2019,9,9.0,Home,CHI,W 22-14,1.5,35.0,0.8,,
Derek Barnett,23.145,DE,PHI,2019-11-17,Sun,2019,11,10.0,Home,NWE,L 10-17,5.0,65.0,0.88,,
Derek Barnett,,DE,PHI,2019-11-24,Sun,2019,12,11.0,Home,SEA,L 9-17,,49.0,0.79,,
Derek Barnett,23.159,DE,PHI,2019-12-01,Sun,2019,13,12.0,Away,MIA,L 31-37,17.0,49.0,0.68,,
Derek Watt,26.305,RB,LAC,2019-09-08,Sun,2019,1,1.0,Home,IND,W 30-24,0.4,15.0,0.23,,
Derek Watt,26.312,RB,LAC,2019-09-15,Sun,2019,2,2.0,Away,DET,L 10-13,0.8,6.0,0.09,,
Derek Watt,26.319,RB,LAC,2019-09-22,Sun,2019,3,3.0,Home,HOU,L 20-27,-0.1,8.0,0.11,,
Derek Watt,26.326,RB,LAC,2019-09-29,Sun,2019,4,4.0,Away,MIA,W 30-10,2.6,19.0,0.28,,
Derek Watt,26.333,RB,LAC,2019-10-06,Sun,2019,5,5.0,Home,DEN,L 13-20,1.3,8.0,0.11,,
Derek Watt,,RB,LAC,2019-10-13,Sun,2019,6,6.0,Home,PIT,L 17-24,,6.0,0.1,,
Derek Watt,26.347,RB,LAC,2019-10-20,Sun,2019,7,7.0,Away,TEN,L 20-23,0.0,5.0,0.08,,
Derek Wolfe,29.197,DE,DEN,2019-09-09,Mon,2019,1,1.0,Away,OAK,L 16-24,3.0,47.0,0.85,,
Derek Wolfe,29.203,DE,DEN,2019-09-15,Sun,2019,2,2.0,Home,CHI,L 14-16,8.75,51.0,0.82,,
Derek Wolfe,29.21,DE,DEN,2019-09-22,Sun,2019,3,3.0,Away,GNB,L 16-27,1.5,9.0,0.17,,
Derrick Henry,25.247,RB,TEN,2019-09-08,Sun,2019,1,1.0,Away,CLE,W 43-13,28.4,36.0,0.61,,
Derrick Henry,25.254,RB,TEN,2019-09-15,Sun,2019,2,2.0,Home,IND,L 17-19,16.400000000000002,30.0,0.51,,
Derrick Henry,25.258,RB,TEN,2019-09-19,Thu,2019,3,3.0,Away,JAX,L 7-20,11.1,37.0,0.47,,
Derrick Henry,25.268,RB,TEN,2019-09-29,Sun,2019,4,4.0,Away,ATL,W 24-10,11.3,47.0,0.76,,
Derrick Henry,25.275,RB,TEN,2019-10-06,Sun,2019,5,5.0,Home,BUF,L 7-14,13.8,36.0,0.62,,
Derrick Henry,25.282,RB,TEN,2019-10-13,Sun,2019,6,6.0,Away,DEN,L 0-16,3.8,36.0,0.55,,
Derrick Henry,25.289,RB,TEN,2019-10-20,Sun,2019,7,7.0,Home,LAC,W 23-20,17.3,46.0,0.74,,
Derrick Henry,25.296,RB,TEN,2019-10-27,Sun,2019,8,8.0,Home,TAM,W 27-23,6.800000000000001,39.0,0.64,,
Derrick Henry,25.303,RB,TEN,2019-11-03,Sun,2019,9,9.0,Away,CAR,L 20-30,23.4,38.0,0.53,,
Derrick Henry,25.31,RB,TEN,2019-11-10,Sun,2019,10,10.0,Home,KAN,W 35-32,32.1,36.0,0.72,,
Derrick Henry,25.324,RB,TEN,2019-11-24,Sun,2019,12,11.0,Home,JAX,W 42-20,28.0,40.0,0.71,,
Derrick Henry,25.331,RB,TEN,2019-12-01,Sun,2019,13,12.0,Away,IND,W 31-17,22.1,44.0,0.75,,
Derrick Henry,25.338,RB,TEN,2019-12-08,Sun,2019,14,13.0,Away,OAK,W 42-21,23.4,37.0,0.61,,
Derrius Guice,22.079,RB,WAS,2019-09-08,Sun,2019,1,1.0,Away,PHI,L 27-32,5.3,23.0,0.35,,
Deshaun Watson,23.36,QB,HOU,2019-09-09,Mon,2019,1,1.0,Away,NOR,L 28-30,31.72,64.0,1.0,,
Deshaun Watson,24.001,QB,HOU,2019-09-15,Sun,2019,2,2.0,Home,JAX,W 13-12,16.86,64.0,0.98,,
Deshaun Watson,24.008,QB,HOU,2019-09-22,Sun,2019,3,3.0,Away,LAC,W 27-20,29.84,59.0,1.0,,
Deshaun Watson,24.015,QB,HOU,2019-09-29,Sun,2019,4,4.0,Home,CAR,L 10-16,11.6,67.0,1.0,,
Deshaun Watson,24.022,QB,HOU,2019-10-06,Sun,2019,5,5.0,Home,ATL,W 53-32,49.74,70.0,0.99,,
Deshaun Watson,24.029,QB,HOU,2019-10-13,Sun,2019,6,6.0,Away,KAN,W 31-24,29.4,89.0,1.0,,
Deshaun Watson,24.036,QB,HOU,2019-10-20,Sun,2019,7,7.0,Away,IND,L 23-30,17.52,63.0,1.0,,
Deshaun Watson,24.043,QB,HOU,2019-10-27,Sun,2019,8,8.0,Home,OAK,W 27-24,27.76,79.0,1.0,,
Deshaun Watson,24.05,QB,HOU,2019-11-03,Sun,2019,9,9.0,Away,JAX,W 26-3,19.74,68.0,1.0,,
Deshaun Watson,24.064,QB,HOU,2019-11-17,Sun,2019,11,10.0,Away,BAL,L 7-41,4.96,56.0,0.93,,
Deshaun Watson,24.068,QB,HOU,2019-11-21,Thu,2019,12,11.0,Home,IND,W 20-17,23.92,58.0,0.98,,
Deshaun Watson,24.078,QB,HOU,2019-12-01,Sun,2019,13,12.0,Home,NWE,W 28-22,28.36,55.0,0.96,,
Deshaun Watson,24.085,QB,HOU,2019-12-08,Sun,2019,14,13.0,Home,DEN,L 24-38,30.08,76.0,1.0,,
Deshaun Watson,24.092,QB,HOU,2019-12-15,Sun,2019,15,14.0,Away,TEN,W 24-21,18.92,63.0,1.0,,
Deshaun Watson,24.098,QB,HOU,2019-12-21,Sat,2019,16,15.0,Away,TAM,W 23-20,10.06,66.0,1.0,,
Deshazor Everett,27.198,S,WAS,2019-09-08,Sun,2019,1,1.0,Away,PHI,L 27-32,1.5,,,,
Deshazor Everett,27.205,CB,WAS,2019-09-15,Sun,2019,2,2.0,Home,DAL,L 21-31,0.0,13.0,0.19,,
Deshazor Everett,27.213,CB,WAS,2019-09-23,Mon,2019,3,3.0,Home,CHI,L 15-31,0.75,6.0,0.09,,
Deshazor Everett,27.219,CB,WAS,2019-09-29,Sun,2019,4,4.0,Away,NYG,L 3-24,3.0,4.0,0.05,,
Deshazor Everett,27.226,CB,WAS,2019-10-06,Sun,2019,5,5.0,Home,NWE,L 7-33,1.5,7.0,0.09,,
Desmond King,24.268,CB,LAC,2019-09-08,Sun,2019,1,1.0,Home,IND,W 30-24,3.75,48.0,0.76,,
Desmond King,24.275,CB,LAC,2019-09-15,Sun,2019,2,2.0,Away,DET,L 10-13,0.0,35.0,0.58,,
Desmond King,24.282,CB,LAC,2019-09-22,Sun,2019,3,3.0,Home,HOU,L 20-27,11.5,52.0,0.88,,
Desmond King,24.289,CB,LAC,2019-09-29,Sun,2019,4,4.0,Away,MIA,W 30-10,21.25,39.0,0.75,,
Desmond King,24.296,CB,LAC,2019-10-06,Sun,2019,5,5.0,Home,DEN,L 13-20,10.5,26.0,0.43,,
Desmond King,24.303,CB,LAC,2019-10-13,Sun,2019,6,6.0,Home,PIT,L 17-24,8.25,32.0,0.54,,
Desmond King,24.31,CB,LAC,2019-10-20,Sun,2019,7,7.0,Away,TEN,L 20-23,3.0,41.0,0.66,,
Desmond King,24.317,CB,LAC,2019-10-27,Sun,2019,8,8.0,Away,CHI,W 17-16,9.0,57.0,0.71,,
Desmond King,24.324,CB,LAC,2019-11-03,Sun,2019,9,9.0,Home,GNB,W 26-11,10.25,46.0,0.92,,
Desmond King,24.328,CB,LAC,2019-11-07,Thu,2019,10,10.0,Away,OAK,L 24-26,7.25,36.0,0.62,,
Desmond King,24.339,CB,LAC,2019-11-18,Mon,2019,11,11.0,Home,KAN,L 17-24,4.0,58.0,0.85,,
Desmond King,24.352,CB,LAC,2019-12-01,Sun,2019,13,12.0,Away,DEN,L 20-23,5.25,28.0,0.5,,
Desmond King,24.359,CB,LAC,2019-12-08,Sun,2019,14,13.0,Away,JAX,W 45-10,4.5,54.0,0.82,,
Desmond Trufant,,CB,ATL,2019-09-08,Sun,2019,1,1.0,Away,MIN,L 12-28,,53.0,0.95,,
Desmond Trufant,29.005,CB,ATL,2019-09-15,Sun,2019,2,2.0,Home,PHI,W 24-20,16.5,71.0,0.89,,
Desmond Trufant,29.012,CB,ATL,2019-09-22,Sun,2019,3,3.0,Away,IND,L 24-27,1.5,65.0,0.97,,
Desmond Trufant,29.019,CB,ATL,2019-09-29,Sun,2019,4,4.0,Home,TEN,L 10-24,0.75,62.0,1.0,,
Desmond Trufant,29.026,CB,ATL,2019-10-06,Sun,2019,5,5.0,Away,HOU,L 32-53,6.0,67.0,0.94,,
Devante Bond,26.071,LB,TAM,2019-09-12,Thu,2019,2,2.0,Away,CAR,W 20-14,3.5,2.0,0.03,,
Devin Funchess,25.11,WR,IND,2019-09-08,Sun,2019,1,1.0,Away,LAC,L 24-30,4.7,36.0,0.57,,
Devin Singletary,22.005,RB,BUF,2019-09-08,Sun,2019,1,1.0,Away,NYJ,W 17-16,12.3,45.0,0.67,,
Devin Singletary,22.012,RB,BUF,2019-09-15,Sun,2019,2,2.0,Away,NYG,W 28-14,11.7,23.0,0.33,,
Devin Smith,,WR,DAL,2019-09-08,Sun,2019,1,1.0,Home,NYG,W 35-17,,6.0,0.09,,
Devin Smith,27.196,WR,DAL,2019-09-15,Sun,2019,2,2.0,Away,WAS,W 31-21,14.9,18.0,0.26,,
Devin Smith,27.203,WR,DAL,2019-09-22,Sun,2019,3,3.0,Home,MIA,W 31-6,4.9,66.0,0.92,,
Devin Smith,27.21,WR,DAL,2019-09-29,Sun,2019,4,4.0,Away,NOR,L 10-12,0.0,46.0,0.79,,
Devon Kennard,28.076,LB,DET,2019-09-08,Sun,2019,1,1.0,Away,ARI,T 27-27,24.0,80.0,0.91,,
Devon Kennard,28.083,LB,DET,2019-09-15,Sun,2019,2,2.0,Home,LAC,W 13-10,9.25,62.0,0.95,,
Devon Kennard,28.09,LB,DET,2019-09-22,Sun,2019,3,3.0,Away,PHI,W 27-24,5.25,64.0,0.86,,
Devon Kennard,28.097,LB,DET,2019-09-29,Sun,2019,4,4.0,Home,KAN,L 30-34,5.0,66.0,0.97,,
Devon Kennard,28.112,LB,DET,2019-10-14,Mon,2019,6,5.0,Away,GNB,L 22-23,2.25,62.0,0.83,,
Devon Kennard,28.118,LB,DET,2019-10-20,Sun,2019,7,6.0,Home,MIN,L 30-42,6.0,69.0,0.93,,
Devon Kennard,28.125,LB,DET,2019-10-27,Sun,2019,8,7.0,Home,NYG,W 31-26,21.75,64.0,0.86,,
Devon Kennard,28.132,LB,DET,2019-11-03,Sun,2019,9,8.0,Away,OAK,L 24-31,6.0,61.0,0.87,,
Devon Kennard,28.139,LB,DET,2019-11-10,Sun,2019,10,9.0,Away,CHI,L 13-20,9.0,39.0,0.7,,
Devon Kennard,28.146,LB,DET,2019-11-17,Sun,2019,11,10.0,Home,DAL,L 27-35,9.0,60.0,0.81,,
Devon Kennard,28.153,LB,DET,2019-11-24,Sun,2019,12,11.0,Away,WAS,L 16-19,11.0,53.0,0.91,,
Devon Kennard,28.157,LB,DET,2019-11-28,Thu,2019,13,12.0,Home,CHI,L 20-24,6.0,51.0,0.78,,
Devon Kennard,28.167,LB,DET,2019-12-08,Sun,2019,14,13.0,Away,MIN,L 7-20,8.25,66.0,0.92,,
Devon Kennard,28.174,LB,DET,2019-12-15,Sun,2019,15,14.0,Home,TAM,L 17-38,12.5,45.0,0.6,,
