Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury,Healthy_Week
Cameron Jordan,27.063,DL,NOR,2016-09-11,Sun,2016,1,1.0,Home,OAK,L 34-35,1.5,69.0,69.0,,,1
Cameron Jordan,27.07,DL,NOR,2016-09-18,Sun,2016,2,2.0,Away,NYG,L 13-16,18.5,64.0,64.0,,,2
Cameron Meredith,,,,,,2016,1,,,,,,,,,,1
Cameron Meredith,,,,,,2016,2,,,,,,,,,,2
Cameron Meredith,24.004,WR,CHI,2016-09-25,Sun,2016,3,3.0,Away,DAL,L 17-31,1.4000000000000004,14.0,0.22,,,3
Cameron Meredith,24.011,WR,CHI,2016-10-02,Sun,2016,4,4.0,Home,DET,W 17-14,4.800000000000001,26.0,0.38,,,4
Cameron Meredith,24.018,WR,CHI,2016-10-09,Sun,2016,5,5.0,Away,IND,L 23-29,22.1,63.0,0.95,,,5
Cameron Meredith,24.025,WR,CHI,2016-10-16,Sun,2016,6,6.0,Home,JAX,L 16-17,16.8,68.0,0.85,,,6
Cameron Meredith,24.029,WR,CHI,2016-10-20,Thu,2016,7,7.0,Away,GNB,L 10-26,1.7000000000000002,40.0,0.83,,,7
Caraun Reid,24.293,DL,SDG,2016-09-11,Sun,2016,1,1.0,Away,KAN,L 27-33,7.5,19.0,19.0,,,1
Caraun Reid,24.3,DL,SDG,2016-09-18,Sun,2016,2,2.0,Home,JAX,W 38-14,6.5,24.0,24.0,,,2
Caraun Reid,24.307,DL,SDG,2016-09-25,Sun,2016,3,3.0,Away,IND,L 22-26,10.0,17.0,17.0,,,3
Caraun Reid,24.314,DL,SDG,2016-10-02,Sun,2016,4,4.0,Home,NOR,L 34-35,1.5,10.0,10.0,,,4
Caraun Reid,24.321,DL,SDG,2016-10-09,Sun,2016,5,5.0,Away,OAK,L 31-34,0.0,19.0,19.0,,,5
Caraun Reid,24.325,DL,SDG,2016-10-13,Thu,2016,6,6.0,Home,DEN,W 21-13,1.5,22.0,22.0,,,6
Caraun Reid,24.335,DL,SDG,2016-10-23,Sun,2016,7,7.0,Away,ATL,W 33-30,0.0,2.0,2.0,,,7
Carl Nassib,23.152,DL,CLE,2016-09-11,Sun,2016,1,1.0,Away,PHI,L 10-29,12.0,54.0,54.0,,,1
Carl Nassib,23.159,DL,CLE,2016-09-18,Sun,2016,2,2.0,Home,BAL,L 20-25,0.0,34.0,34.0,,,2
Carlos Hyde,25.358,RB,SFO,2016-09-12,Mon,2016,1,1.0,Home,LAR,W 28-0,22.3,57.0,0.7,,,1
Carlos Hyde,25.364,RB,SFO,2016-09-18,Sun,2016,2,2.0,Away,CAR,L 27-46,4.7,39.0,0.6,,,2
Carlos Hyde,26.005,RB,SFO,2016-09-25,Sun,2016,3,3.0,Away,SEA,L 18-37,25.0,40.0,0.7,,,3
Carlos Hyde,26.012,RB,SFO,2016-10-02,Sun,2016,4,4.0,Home,DAL,L 17-24,14.4,44.0,0.83,,,4
Carlos Hyde,26.016,RB,SFO,2016-10-06,Thu,2016,5,5.0,Home,ARI,L 21-33,20.4,64.0,0.82,,,5
Carlos Hyde,26.026,RB,SFO,2016-10-16,Sun,2016,6,6.0,Away,BUF,L 16-45,5.2,32.0,0.52,,,6
Carson Palmer,36.259,QB,ARI,2016-09-11,Sun,2016,1,1.0,Home,NWE,L 21-23,22.94,61.0,1.0,,,1
Carson Palmer,36.266,QB,ARI,2016-09-18,Sun,2016,2,2.0,Home,TAM,W 40-7,24.16,54.0,0.82,,,2
Carson Palmer,36.273,QB,ARI,2016-09-25,Sun,2016,3,3.0,Away,BUF,L 18-33,11.48,82.0,1.0,,,3
Casey Kreiter,26.026,LongSnap,DEN,2016-09-08,Thu,2016,1,1.0,Home,CAR,W 21-20,0.0,,,,,1
Casey Kreiter,26.036,LongSnap,DEN,2016-09-18,Sun,2016,2,2.0,Home,IND,W 34-20,0.0,,,,,2
Casey Kreiter,26.043,LongSnap,DEN,2016-09-25,Sun,2016,3,3.0,Away,CIN,W 29-17,0.0,,,,,3
Casey Kreiter,26.05,LongSnap,DEN,2016-10-02,Sun,2016,4,4.0,Away,TAM,W 27-7,0.0,,,,,4
Casey Kreiter,26.057,LongSnap,DEN,2016-10-09,Sun,2016,5,5.0,Home,ATL,L 16-23,0.0,,,,,5
Casey Kreiter,26.061,LongSnap,DEN,2016-10-13,Thu,2016,6,6.0,Away,SDG,L 13-21,1.5,,,,,6
Casey Kreiter,26.072,LongSnap,DEN,2016-10-24,Mon,2016,7,7.0,Home,HOU,W 27-9,0.0,,,,,7
Casey Kreiter,26.078,LongSnap,DEN,2016-10-30,Sun,2016,8,8.0,Home,SDG,W 27-19,0.0,,,,,8
Casey Kreiter,26.085,LongSnap,DEN,2016-11-06,Sun,2016,9,9.0,Away,OAK,L 20-30,0.0,,,,,9
Casey Kreiter,26.092,LongSnap,DEN,2016-11-13,Sun,2016,10,10.0,Away,NOR,W 25-23,0.0,,,,,10
Casey Kreiter,,,,,,2016,11,,,,,,,,,,11
Cecil Shorts,28.264,WR,TAM,2016-09-11,Sun,2016,1,1.0,Away,ATL,W 31-24,0.0,2.0,0.03,,,1
Cecil Shorts,28.271,WR,TAM,2016-09-18,Sun,2016,2,2.0,Away,ARI,L 7-40,1.7000000000000002,9.0,0.11,,,2
Cecil Shorts,,,,,,2016,3,,,,,,,,,,3
Cecil Shorts,,,,,,2016,4,,,,,,,,,,4
Cecil Shorts,,,,,,2016,5,,,,,,,,,,5
Cecil Shorts,,,,,,2016,6,,,,,,,,,,6
Cedric Ogbuehi,24.139,OL,CIN,2016-09-11,Sun,2016,1,1.0,Away,NYJ,W 23-22,0.0,,,,,1
Cedric Ogbuehi,24.146,OL,CIN,2016-09-18,Sun,2016,2,2.0,Away,PIT,L 16-24,0.0,,,,,2
Cedric Ogbuehi,24.153,OL,CIN,2016-09-25,Sun,2016,3,3.0,Home,DEN,L 17-29,0.0,,,,,3
Cedric Ogbuehi,24.157,OL,CIN,2016-09-29,Thu,2016,4,4.0,Home,MIA,W 22-7,0.0,,,,,4
Cedric Ogbuehi,24.167,OL,CIN,2016-10-09,Sun,2016,5,5.0,Away,DAL,L 14-28,0.0,,,,,5
Cedric Ogbuehi,24.174,OL,CIN,2016-10-16,Sun,2016,6,6.0,Away,NWE,L 17-35,0.0,,,,,6
Cedric Ogbuehi,24.181,OL,CIN,2016-10-23,Sun,2016,7,7.0,Home,CLE,W 31-17,0.0,,,,,7
Cedric Ogbuehi,24.188,OL,CIN,2016-10-30,Sun,2016,8,8.0,Home,WAS,T 27-27,0.0,,,,,8
Cedric Ogbuehi,,,,,,2016,9,,,,,,,,,,9
Cedric Ogbuehi,24.203,OL,CIN,2016-11-14,Mon,2016,10,9.0,Away,NYG,L 20-21,0.0,,,,,10
Cedric Ogbuehi,24.209,OL,CIN,2016-11-20,Sun,2016,11,10.0,Home,BUF,L 12-16,0.0,,,,,11
Cedric Ogbuehi,24.216,OL,CIN,2016-11-27,Sun,2016,12,11.0,Away,BAL,L 14-19,0.0,,,,,12
Cedric Ogbuehi,,,,,,2016,13,,,,,,,,,,13
Cedric Ogbuehi,24.23,OL,CIN,2016-12-11,Sun,2016,14,13.0,Away,CLE,W 23-10,0.0,,,,,14
Cedric Ogbuehi,24.237,OL,CIN,2016-12-18,Sun,2016,15,14.0,Home,PIT,L 20-24,0.0,,,,,15
Cedric Ogbuehi,24.243,OL,CIN,2016-12-24,Sat,2016,16,15.0,Away,HOU,L 10-12,0.0,,,,,16
Cedric Thornton,28.082,DL,DAL,2016-09-11,Sun,2016,1,1.0,Home,NYG,L 19-20,6.5,20.0,20.0,,,1
Cedric Thornton,28.089,DL,DAL,2016-09-18,Sun,2016,2,2.0,Away,WAS,W 27-23,2.25,26.0,26.0,,,2
Cedric Thornton,28.096,DL,DAL,2016-09-25,Sun,2016,3,3.0,Home,CHI,W 31-17,1.5,12.0,12.0,,,3
Cedric Thornton,28.103,DL,DAL,2016-10-02,Sun,2016,4,4.0,Away,SFO,W 24-17,2.25,18.0,18.0,,,4
Cedric Thornton,28.11,DL,DAL,2016-10-09,Sun,2016,5,5.0,Home,CIN,W 28-14,8.25,31.0,31.0,,,5
Cedric Thornton,28.117,DL,DAL,2016-10-16,Sun,2016,6,6.0,Away,GNB,W 30-16,1.5,30.0,30.0,,,6
Cedric Thornton,,,,,,2016,7,,,,,,,,,,7
Cedric Thornton,28.131,DL,DAL,2016-10-30,Sun,2016,8,7.0,Home,PHI,W 29-23,2.75,22.0,22.0,,,8
Cedric Thornton,28.138,DL,DAL,2016-11-06,Sun,2016,9,8.0,Away,CLE,W 35-10,3.5,12.0,12.0,,,9
Cedric Thornton,28.145,DL,DAL,2016-11-13,Sun,2016,10,9.0,Away,PIT,W 35-30,0.0,21.0,21.0,,,10
Cedric Thornton,28.152,DL,DAL,2016-11-20,Sun,2016,11,10.0,Home,BAL,W 27-17,5.5,18.0,18.0,,,11
Cedric Thornton,28.156,DL,DAL,2016-11-24,Thu,2016,12,11.0,Home,WAS,W 31-26,6.5,21.0,21.0,,,12
Cedric Thornton,28.163,DL,DAL,2016-12-01,Thu,2016,13,12.0,Away,MIN,W 17-15,1.5,22.0,22.0,,,13
Cedric Thornton,28.173,DL,DAL,2016-12-11,Sun,2016,14,13.0,Away,NYG,L 7-10,7.0,24.0,24.0,,,14
Chance Warmack,24.363,OL,TEN,2016-09-11,Sun,2016,1,1.0,Home,MIN,L 16-25,0.0,,,,,1
Chance Warmack,25.004,OL,TEN,2016-09-18,Sun,2016,2,2.0,Away,DET,W 16-15,0.0,,,,,2
Charcandrick West,25.101,RB,KAN,2016-09-11,Sun,2016,1,1.0,Home,SDG,W 33-27,5.300000000000001,33.0,0.46,,,1
Charcandrick West,25.108,RB,KAN,2016-09-18,Sun,2016,2,2.0,Away,HOU,L 12-19,6.800000000000001,26.0,0.41,,,2
Charcandrick West,25.115,RB,KAN,2016-09-25,Sun,2016,3,3.0,Home,NYJ,W 24-3,2.6,14.0,0.22,,,3
Charles Clay,27.211,TE,BUF,2016-09-11,Sun,2016,1,1.0,Away,BAL,L 7-13,5.0,48.0,0.98,,,1
Charles Johnson,30.06,WR,CAR,2016-09-08,Thu,2016,1,1.0,Away,DEN,L 20-21,7.0,49.0,0.78,,,1
Charles Johnson,30.07,WR,CAR,2016-09-18,Sun,2016,2,2.0,Home,SFO,W 46-27,8.5,40.0,0.69,,,2
Charles Johnson,30.077,WR,CAR,2016-09-25,Sun,2016,3,3.0,Home,MIN,L 10-22,1.5,39.0,0.71,,,3
Charles Johnson,27.219,WR,MIN,2016-10-03,Mon,2016,4,4.0,Home,NYG,W 24-10,8.0,22.0,0.3,,,4
Charles Leno,24.338,OL,CHI,2016-09-11,Sun,2016,1,1.0,Away,HOU,L 14-23,0.0,,,,,1
Charles Leno,24.346,OL,CHI,2016-09-19,Mon,2016,2,2.0,Home,PHI,L 14-29,0.0,,,,,2
Charles Leno,24.352,OL,CHI,2016-09-25,Sun,2016,3,3.0,Away,DAL,L 17-31,0.0,,,,,3
Charles Leno,24.359,OL,CHI,2016-10-02,Sun,2016,4,4.0,Home,DET,W 17-14,0.0,,,,,4
Charles Sims,25.358,RB,TAM,2016-09-11,Sun,2016,1,1.0,Away,ATL,W 31-24,11.6,20.0,0.31,,,1
Charles Sims,25.365,RB,TAM,2016-09-18,Sun,2016,2,2.0,Away,ARI,L 7-40,4.300000000000001,49.0,0.62,,,2
Charles Sims,26.006,RB,TAM,2016-09-25,Sun,2016,3,3.0,Home,LAR,L 32-37,21.4,68.0,0.76,,,3
Charles Sims,26.013,RB,TAM,2016-10-02,Sun,2016,4,4.0,Home,DEN,L 7-27,2.5,41.0,0.58,,,4
Chaz Green,24.156,OL,DAL,2016-09-11,Sun,2016,1,1.0,Home,NYG,L 19-20,0.0,,,,,1
Chaz Green,24.163,OL,DAL,2016-09-18,Sun,2016,2,2.0,Away,WAS,W 27-23,0.0,,,,,2
Chaz Green,24.17,OL,DAL,2016-09-25,Sun,2016,3,3.0,Home,CHI,W 31-17,0.0,,,,,3
Chaz Green,24.177,OL,DAL,2016-10-02,Sun,2016,4,4.0,Away,SFO,W 24-17,0.0,,,,,4
Chester Rogers,,,,,,2016,1,,,,,,,,,,1
Chester Rogers,22.25,WR,IND,2016-09-18,Sun,2016,2,2.0,Away,DEN,L 20-34,0.0,23.0,0.32,,,2
Chester Rogers,22.257,WR,IND,2016-09-25,Sun,2016,3,3.0,Home,SDG,W 26-22,0.0,31.0,0.43,,,3
Chester Rogers,22.264,WR,IND,2016-10-02,Sun,2016,4,4.0,Away,JAX,L 27-30,4.9,51.0,0.65,,,4
Chester Rogers,22.271,WR,IND,2016-10-09,Sun,2016,5,5.0,Home,CHI,W 29-23,3.9,54.0,0.79,,,5
Chester Rogers,22.278,WR,IND,2016-10-16,Sun,2016,6,6.0,Away,HOU,L 23-26,8.3,50.0,0.7,,,6
Chester Rogers,22.285,WR,IND,2016-10-23,Sun,2016,7,7.0,Away,TEN,W 34-26,4.0,57.0,0.81,,,7
Chimdi Chekwa,,,,,,2016,1,,,,,,,,,,1
Chimdi Chekwa,,,,,,2016,2,,,,,,,,,,2
Chimdi Chekwa,,,,,,2016,3,,,,,,,,,,3
Chimdi Chekwa,,,,,,2016,4,,,,,,,,,,4
Chimdi Chekwa,,,,,,2016,5,,,,,,,,,,5
Chimdi Chekwa,28.039,DB,MIA,2016-10-16,Sun,2016,6,6.0,Home,PIT,W 30-15,3.0,15.0,15.0,,,6
Chimdi Chekwa,28.046,DB,MIA,2016-10-23,Sun,2016,7,7.0,Home,BUF,W 28-25,0.75,,,,,7
Chimdi Chekwa,,,,,,2016,8,,,,,,,,,,8
Chimdi Chekwa,28.06,DB,MIA,2016-11-06,Sun,2016,9,8.0,Home,NYJ,W 27-23,0.0,,,,,9
Chris Boswell,25.18,K,PIT,2016-09-12,Mon,2016,1,1.0,Away,WAS,W 38-16,0.0,,,,,1
Chris Boswell,25.186,K,PIT,2016-09-18,Sun,2016,2,2.0,Home,CIN,W 24-16,0.0,,,,,2
Chris Boswell,25.193,K,PIT,2016-09-25,Sun,2016,3,3.0,Away,PHI,L 3-34,0.0,,,,,3
Chris Boswell,25.2,K,PIT,2016-10-02,Sun,2016,4,4.0,Home,KAN,W 43-14,0.0,,,,,4
Chris Boswell,25.207,K,PIT,2016-10-09,Sun,2016,5,5.0,Home,NYJ,W 31-13,0.0,,,,,5
Chris Boswell,25.214,K,PIT,2016-10-16,Sun,2016,6,6.0,Away,MIA,L 15-30,0.0,,,,,6
Chris Boswell,25.221,K,PIT,2016-10-23,Sun,2016,7,7.0,Home,NWE,L 16-27,0.0,,,,,7
Chris Boswell,,,,,,2016,8,,,,,,,,,,8
Chris Boswell,25.235,K,PIT,2016-11-06,Sun,2016,9,8.0,Away,BAL,L 14-21,0.0,,,,,9
Chris Boswell,25.242,K,PIT,2016-11-13,Sun,2016,10,9.0,Home,DAL,L 30-35,0.0,,,,,10
Chris Boswell,25.249,K,PIT,2016-11-20,Sun,2016,11,10.0,Away,CLE,W 24-9,0.0,,,,,11
Chris Boswell,25.253,K,PIT,2016-11-24,Thu,2016,12,11.0,Away,IND,W 28-7,0.0,,,,,12
Chris Conte,27.201,DB,TAM,2016-09-11,Sun,2016,1,1.0,Away,ATL,W 31-24,13.5,55.0,55.0,,,1
Chris Conte,27.208,DB,TAM,2016-09-18,Sun,2016,2,2.0,Away,ARI,L 7-40,10.5,66.0,66.0,,,2
Chris Conte,27.215,DB,TAM,2016-09-25,Sun,2016,3,3.0,Home,LAR,L 32-37,14.5,57.0,57.0,,,3
Chris Conte,27.222,DB,TAM,2016-10-02,Sun,2016,4,4.0,Home,DEN,L 7-27,6.0,70.0,70.0,,,4
Chris Conte,27.23,DB,TAM,2016-10-10,Mon,2016,5,5.0,Away,CAR,W 17-14,5.25,54.0,54.0,,,5
Chris Conte,,,,,,2016,6,,,,,,,,,,6
Chris Conte,27.243,DB,TAM,2016-10-23,Sun,2016,7,6.0,Away,SFO,W 34-17,2.25,69.0,69.0,,,7
Chris Conte,27.25,DB,TAM,2016-10-30,Sun,2016,8,7.0,Home,OAK,L 24-30,7.5,80.0,80.0,,,8
Chris Conte,27.254,DB,TAM,2016-11-03,Thu,2016,9,8.0,Home,ATL,L 28-43,7.5,69.0,69.0,,,9
Chris Conte,27.264,DB,TAM,2016-11-13,Sun,2016,10,9.0,Home,CHI,W 36-10,22.5,49.0,49.0,,,10
Chris Conte,27.271,DB,TAM,2016-11-20,Sun,2016,11,10.0,Away,KAN,W 19-17,18.0,51.0,51.0,,,11
Chris Conte,27.278,DB,TAM,2016-11-27,Sun,2016,12,11.0,Home,SEA,W 14-5,10.5,59.0,59.0,,,12
Chris Hairston,27.138,OL,SDG,2016-09-11,Sun,2016,1,1.0,Away,KAN,L 27-33,0.0,,,,,1
Chris Hairston,27.145,OL,SDG,2016-09-18,Sun,2016,2,2.0,Home,JAX,W 38-14,0.0,,,,,2
Chris Hairston,27.152,OL,SDG,2016-09-25,Sun,2016,3,3.0,Away,IND,L 22-26,0.0,,,,,3
Chris Hairston,27.159,OL,SDG,2016-10-02,Sun,2016,4,4.0,Home,NOR,L 34-35,0.0,,,,,4
Chris Hairston,27.166,OL,SDG,2016-10-09,Sun,2016,5,5.0,Away,OAK,L 31-34,0.0,,,,,5
Chris Johnson,30.354,RB,ARI,2016-09-11,Sun,2016,1,1.0,Home,NWE,L 21-23,0.2,2.0,0.03,,,1
Chris Johnson,30.361,RB,ARI,2016-09-18,Sun,2016,2,2.0,Home,TAM,W 40-7,11.4,21.0,0.32,,,2
Chris Johnson,31.002,RB,ARI,2016-09-25,Sun,2016,3,3.0,Away,BUF,L 18-33,0.5,3.0,0.04,,,3
Chris Mayes,,,,,,2016,1,,,,,,,,,,1
Chris Mayes,,,,,,2016,2,,,,,,,,,,2
Chris Mayes,,,,,,2016,3,,,,,,,,,,3
Chris Prosinski,29.136,DB,CHI,2016-09-11,Sun,2016,1,1.0,Away,HOU,L 14-23,1.5,2.0,2.0,,,1
Chris Prosinski,29.144,DB,CHI,2016-09-19,Mon,2016,2,2.0,Home,PHI,L 14-29,4.5,25.0,25.0,,,2
Chris Reed,,,,,,2016,1,,,,,,,,,,1
Chris Reed,,,,,,2016,2,,,,,,,,,,2
Chris Reed,24.065,OL,JAX,2016-09-25,Sun,2016,3,3.0,Home,BAL,L 17-19,0.0,,,,,3
Chris Reed,,,,,,2016,4,,,,,,,,,,4
Chris Reed,,,,,,2016,5,,,,,,,,,,5
Chris Reed,24.086,OL,JAX,2016-10-16,Sun,2016,6,5.0,Away,CHI,W 17-16,0.0,,,,,6
Chris Reed,24.093,OL,JAX,2016-10-23,Sun,2016,7,6.0,Home,OAK,L 16-33,0.0,,,,,7
Chris Reed,24.097,OL,JAX,2016-10-27,Thu,2016,8,7.0,Away,TEN,L 22-36,0.0,,,,,8
Chris Reed,24.107,OL,JAX,2016-11-06,Sun,2016,9,8.0,Away,KAN,L 14-19,0.0,,,,,9
Chris Reed,24.114,OL,JAX,2016-11-13,Sun,2016,10,9.0,Home,HOU,L 21-24,0.0,,,,,10
Chris Reed,24.121,OL,JAX,2016-11-20,Sun,2016,11,10.0,Away,DET,L 19-26,0.0,,,,,11
Chris Reed,24.128,OL,JAX,2016-11-27,Sun,2016,12,11.0,Away,BUF,L 21-28,0.0,,,,,12
Chris Reed,24.135,OL,JAX,2016-12-04,Sun,2016,13,12.0,Home,DEN,L 10-20,0.0,,,,,13
Chris Reed,24.142,OL,JAX,2016-12-11,Sun,2016,14,13.0,Home,MIN,L 16-25,0.0,,,,,14
Chris Smith,,,,,,2016,1,,,,,,,,,,1
Chris Smith,,,,,,2016,2,,,,,,,,,,2
Chris Smith,,,,,,2016,3,,,,,,,,,,3
Chris Smith,24.234,DL,JAX,2016-10-02,Sun,2016,4,4.0,Home,IND,W 30-27,9.0,11.0,11.0,,,4
Chris Smith,,,,,,2016,5,,,,,,,,,,5
Chris Smith,,,,,,2016,6,,,,,,,,,,6
Chris Smith,,,,,,2016,7,,,,,,,,,,7
Chris Smith,24.259,DL,JAX,2016-10-27,Thu,2016,8,7.0,Away,TEN,L 22-36,3.0,20.0,20.0,,,8
Chris Smith,24.269,DL,JAX,2016-11-06,Sun,2016,9,8.0,Away,KAN,L 14-19,0.0,5.0,5.0,,,9
Chris Thompson,25.328,RB,WAS,2016-09-12,Mon,2016,1,1.0,Home,PIT,L 16-38,10.9,39.0,0.66,,,1
Chris Thompson,25.334,RB,WAS,2016-09-18,Sun,2016,2,2.0,Home,DAL,L 23-27,7.300000000000001,28.0,0.42,,,2
Chris Thompson,25.341,RB,WAS,2016-09-25,Sun,2016,3,3.0,Away,NYG,W 29-27,2.1,34.0,0.48,,,3
Chris Thompson,25.348,RB,WAS,2016-10-02,Sun,2016,4,4.0,Home,CLE,W 31-20,11.0,20.0,0.32,,,4
Chris Thompson,25.355,RB,WAS,2016-10-09,Sun,2016,5,5.0,Away,BAL,W 16-10,6.5,21.0,0.32,,,5
Chris Thompson,25.362,RB,WAS,2016-10-16,Sun,2016,6,6.0,Home,PHI,W 27-20,8.100000000000001,36.0,0.49,,,6
Chris Thompson,26.003,RB,WAS,2016-10-23,Sun,2016,7,7.0,Away,DET,L 17-20,14.8,43.0,0.59,,,7
Chris Thompson,26.01,RB,WAS,2016-10-30,Sun,2016,8,8.0,Away,CIN,T 27-27,6.6000000000000005,48.0,0.53,,,8
Chris Thompson,,,,,,2016,9,,,,,,,,,,9
Chris Thompson,26.024,RB,WAS,2016-11-13,Sun,2016,10,9.0,Home,MIN,W 26-20,3.1,21.0,0.33,,,10
Chris Thompson,26.031,RB,WAS,2016-11-20,Sun,2016,11,10.0,Home,GNB,W 42-24,2.4,23.0,0.35,,,11
Chris Thompson,26.035,RB,WAS,2016-11-24,Thu,2016,12,11.0,Away,DAL,L 26-31,5.9,43.0,0.57,,,12
Christian Covington,22.331,DL,HOU,2016-09-11,Sun,2016,1,1.0,Home,CHI,W 23-14,0.75,11.0,11.0,,,1
Christian Jones,25.206,LB,CHI,2016-09-11,Sun,2016,1,1.0,Away,HOU,L 14-23,4.5,,,,,1
Christian Jones,25.214,LB,CHI,2016-09-19,Mon,2016,2,2.0,Home,PHI,L 14-29,0.0,,,,,2
Christian Jones,25.22,LB,CHI,2016-09-25,Sun,2016,3,3.0,Away,DAL,L 17-31,3.75,25.0,25.0,,,3
Christian Jones,25.227,LB,CHI,2016-10-02,Sun,2016,4,4.0,Home,DET,W 17-14,0.0,4.0,4.0,,,4
Christian Jones,25.234,LB,CHI,2016-10-09,Sun,2016,5,5.0,Away,IND,L 23-29,0.75,18.0,18.0,,,5
Christian Jones,25.241,LB,CHI,2016-10-16,Sun,2016,6,6.0,Home,JAX,L 16-17,4.5,26.0,26.0,,,6
Christian Jones,25.245,LB,CHI,2016-10-20,Thu,2016,7,7.0,Away,GNB,L 10-26,0.0,7.0,7.0,,,7
Christian Jones,25.256,LB,CHI,2016-10-31,Mon,2016,8,8.0,Home,MIN,W 20-10,1.5,,,,,8
Christian Jones,,,,,,2016,9,,,,,,,,,,9
Christian Jones,25.269,LB,CHI,2016-11-13,Sun,2016,10,9.0,Away,TAM,L 10-36,1.5,,,,,10
Christian Jones,25.276,LB,CHI,2016-11-20,Sun,2016,11,10.0,Away,NYG,L 16-22,0.75,,,,,11
Christine Michael,25.307,RB,SEA,2016-09-11,Sun,2016,1,1.0,Home,MIA,W 12-10,8.100000000000001,52.0,0.63,,,1
Christine Michael,25.314,RB,SEA,2016-09-18,Sun,2016,2,2.0,Away,LAR,L 3-9,8.1,47.0,0.7,,,2
Christine Michael,25.321,RB,SEA,2016-09-25,Sun,2016,3,3.0,Home,SFO,W 37-18,24.1,46.0,0.67,,,3
Christine Michael,25.328,RB,SEA,2016-10-02,Sun,2016,4,4.0,Away,NYJ,W 27-17,17.5,44.0,0.73,,,4
Christine Michael,,,,,,2016,5,,,,,,,,,,5
Christine Michael,25.342,RB,SEA,2016-10-16,Sun,2016,6,5.0,Home,ATL,W 26-24,21.8,48.0,0.73,,,6
Christine Michael,25.349,RB,SEA,2016-10-23,Sun,2016,7,6.0,Away,ARI,T 6-6,7.0,46.0,0.73,,,7
Christine Michael,25.356,RB,SEA,2016-10-30,Sun,2016,8,7.0,Away,NOR,L 20-25,10.7,28.0,0.52,,,8
Christine Michael,25.364,RB,SEA,2016-11-07,Mon,2016,9,8.0,Home,BUF,W 31-25,6.1,18.0,0.38,,,9
Chykie Brown,29.26,DB,CIN,2016-09-11,Sun,2016,1,1.0,Away,NYJ,W 23-22,0.0,,,,,1
Chykie Brown,,,,,,2016,2,,,,,,,,,,2
Chykie Brown,,,,,,2016,3,,,,,,,,,,3
Chykie Brown,29.278,DB,CIN,2016-09-29,Thu,2016,4,4.0,Home,MIA,W 22-7,1.5,1.0,1.0,,,4
Chykie Brown,,,,,,2016,5,,,,,,,,,,5
Chykie Brown,,,,,,2016,6,,,,,,,,,,6
Chykie Brown,,,,,,2016,7,,,,,,,,,,7
Chykie Brown,,,,,,2016,8,,,,,,,,,,8
Chykie Brown,,,,,,2016,9,,,,,,,,,,9
Chykie Brown,29.324,DB,CIN,2016-11-14,Mon,2016,10,9.0,Away,NYG,L 20-21,0.0,,,,,10
Chykie Brown,29.33,DB,CIN,2016-11-20,Sun,2016,11,10.0,Home,BUF,L 12-16,0.0,,,,,11
Chykie Brown,29.337,DB,CIN,2016-11-27,Sun,2016,12,11.0,Away,BAL,L 14-19,1.5,1.0,1.0,,,12
Clark Harris,32.063,LongSnap,CIN,2016-09-11,Sun,2016,1,1.0,Away,NYJ,W 23-22,0.0,,,,,1
Clark Harris,32.07,LongSnap,CIN,2016-09-18,Sun,2016,2,2.0,Away,PIT,L 16-24,0.75,,,,,2
Clark Harris,32.077,LongSnap,CIN,2016-09-25,Sun,2016,3,3.0,Home,DEN,L 17-29,0.0,,,,,3
Clark Harris,32.081,LongSnap,CIN,2016-09-29,Thu,2016,4,4.0,Home,MIA,W 22-7,0.75,,,,,4
Clark Harris,32.091,LongSnap,CIN,2016-10-09,Sun,2016,5,5.0,Away,DAL,L 14-28,0.0,,,,,5
Clark Harris,32.098,LongSnap,CIN,2016-10-16,Sun,2016,6,6.0,Away,NWE,L 17-35,0.0,,,,,6
Clark Harris,32.105,LongSnap,CIN,2016-10-23,Sun,2016,7,7.0,Home,CLE,W 31-17,0.0,,,,,7
Clark Harris,32.112,LongSnap,CIN,2016-10-30,Sun,2016,8,8.0,Home,WAS,T 27-27,1.5,,,,,8
Clark Harris,,,,,,2016,9,,,,,,,,,,9
Clark Harris,32.127,LongSnap,CIN,2016-11-14,Mon,2016,10,9.0,Away,NYG,L 20-21,0.0,,,,,10
Clark Harris,32.133,LongSnap,CIN,2016-11-20,Sun,2016,11,10.0,Home,BUF,L 12-16,0.75,,,,,11
Clay Matthews,30.12,LB,GNB,2016-09-11,Sun,2016,1,1.0,Away,JAX,W 27-23,12.5,53.0,53.0,,,1
Clay Matthews,30.127,LB,GNB,2016-09-18,Sun,2016,2,2.0,Away,MIN,L 14-17,10.5,38.0,38.0,,,2
Clint Boling,27.125,OL,CIN,2016-09-11,Sun,2016,1,1.0,Away,NYJ,W 23-22,0.0,,,,,1
Clint Boling,27.132,OL,CIN,2016-09-18,Sun,2016,2,2.0,Away,PIT,L 16-24,0.0,,,,,2
Clint Boling,27.139,OL,CIN,2016-09-25,Sun,2016,3,3.0,Home,DEN,L 17-29,0.0,,,,,3
Clint Boling,27.143,OL,CIN,2016-09-29,Thu,2016,4,4.0,Home,MIA,W 22-7,0.0,,,,,4
