Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury,Healthy_Week
Jalen Richard,23.07,RB,OAK,2016-12-24,Sat,2016,16,15.0,Home,IND,W 33-25,15.400000000000002,15.0,0.2,,,16
Jalin Marshall,21.052,WR,NYJ,2016-09-11,Sun,2016,1,1.0,Home,CIN,L 22-23,0.0,15.0,0.21,,,1
Jalin Marshall,21.056,WR,NYJ,2016-09-15,Thu,2016,2,2.0,Away,BUF,W 37-31,4.0,26.0,0.35,,,2
Jalin Marshall,21.066,WR,NYJ,2016-09-25,Sun,2016,3,3.0,Away,KAN,L 3-24,0.9000000000000004,26.0,0.38,,,3
Jamar Taylor,25.348,DB,CLE,2016-09-11,Sun,2016,1,1.0,Away,PHI,L 10-29,7.5,68.0,68.0,,,1
Jamar Taylor,25.355,DB,CLE,2016-09-18,Sun,2016,2,2.0,Home,BAL,L 20-25,4.5,75.0,75.0,,,2
Jamar Taylor,25.362,DB,CLE,2016-09-25,Sun,2016,3,3.0,Away,MIA,L 24-30,9.0,67.0,67.0,,,3
Jamar Taylor,26.003,DB,CLE,2016-10-02,Sun,2016,4,4.0,Away,WAS,L 20-31,16.5,59.0,59.0,,,4
Jamar Taylor,26.01,DB,CLE,2016-10-09,Sun,2016,5,5.0,Home,NWE,L 13-33,10.5,76.0,76.0,,,5
Jamar Taylor,26.017,DB,CLE,2016-10-16,Sun,2016,6,6.0,Away,TEN,L 26-28,3.0,61.0,61.0,,,6
Jamar Taylor,26.024,DB,CLE,2016-10-23,Sun,2016,7,7.0,Away,CIN,L 17-31,6.0,61.0,61.0,,,7
James Bradberry,23.035,DB,CAR,2016-09-08,Thu,2016,1,1.0,Away,DEN,L 20-21,9.75,55.0,55.0,,,1
James Bradberry,23.045,DB,CAR,2016-09-18,Sun,2016,2,2.0,Home,SFO,W 46-27,14.0,65.0,65.0,,,2
James Bradberry,23.052,DB,CAR,2016-09-25,Sun,2016,3,3.0,Home,MIN,L 10-22,5.25,55.0,55.0,,,3
James Bradberry,23.059,DB,CAR,2016-10-02,Sun,2016,4,4.0,Away,ATL,L 33-48,1.5,17.0,17.0,,,4
James Ihedigbo,,,,,,2016,1,,,,,,,,,,1
James Ihedigbo,,,,,,2016,2,,,,,,,,,,2
James Ihedigbo,,,,,,2016,3,,,,,,,,,,3
James Ihedigbo,,,,,,2016,4,,,,,,,,,,4
James Ihedigbo,,,,,,2016,5,,,,,,,,,,5
James Ihedigbo,,,,,,2016,6,,,,,,,,,,6
James Ihedigbo,,,,,,2016,7,,,,,,,,,,7
James Ihedigbo,,,,,,2016,8,,,,,,,,,,8
James Ihedigbo,,,,,,2016,9,,,,,,,,,,9
James Ihedigbo,,,,,,2016,10,,,,,,,,,,10
James Ihedigbo,32.353,DB,BUF,2016-11-20,Sun,2016,11,10.0,Away,CIN,W 16-12,1.5,18.0,18.0,,,11
James Ihedigbo,32.36,DB,BUF,2016-11-27,Sun,2016,12,11.0,Home,JAX,W 28-21,3.75,44.0,44.0,,,12
James Laurinaitis,29.283,LB,NOR,2016-09-11,Sun,2016,1,1.0,Home,OAK,L 34-35,9.0,73.0,73.0,,,1
James Laurinaitis,29.29,LB,NOR,2016-09-18,Sun,2016,2,2.0,Away,NYG,L 13-16,7.0,79.0,79.0,,,2
James Laurinaitis,29.298,LB,NOR,2016-09-26,Mon,2016,3,3.0,Home,ATL,L 32-45,9.0,64.0,64.0,,,3
James Starks,30.199,RB,GNB,2016-09-11,Sun,2016,1,1.0,Away,JAX,W 27-23,1.8000000000000005,18.0,0.28,,,1
James Starks,30.206,RB,GNB,2016-09-18,Sun,2016,2,2.0,Away,MIN,L 14-17,2.4000000000000004,30.0,0.42,,,2
James Starks,30.213,RB,GNB,2016-09-25,Sun,2016,3,3.0,Home,DET,W 34-27,1.3,12.0,0.22,,,3
James Starks,,,,,,2016,4,,,,,,,,,,4
James Starks,30.227,RB,GNB,2016-10-09,Sun,2016,5,4.0,Home,NYG,W 23-16,6.700000000000001,49.0,0.61,,,5
James Winchester,27.036,LB,KAN,2016-09-11,Sun,2016,1,1.0,Home,SDG,W 33-27,0.0,1.0,1.0,,,1
James Winchester,27.043,LB,KAN,2016-09-18,Sun,2016,2,2.0,Away,HOU,L 12-19,0.0,,,,,2
James Winchester,27.05,LB,KAN,2016-09-25,Sun,2016,3,3.0,Home,NYJ,W 24-3,0.0,,,,,3
James Winchester,27.057,LB,KAN,2016-10-02,Sun,2016,4,4.0,Away,PIT,L 14-43,0.0,,,,,4
James Winchester,,,,,,2016,5,,,,,,,,,,5
James Winchester,27.071,LB,KAN,2016-10-16,Sun,2016,6,5.0,Away,OAK,W 26-10,0.0,,,,,6
James Winchester,27.078,LB,KAN,2016-10-23,Sun,2016,7,6.0,Home,NOR,W 27-21,1.5,,,,,7
James Winchester,27.085,LB,KAN,2016-10-30,Sun,2016,8,7.0,Away,IND,W 30-14,0.0,,,,,8
James Winchester,27.092,LB,KAN,2016-11-06,Sun,2016,9,8.0,Home,JAX,W 19-14,0.0,,,,,9
James Winchester,27.099,LB,KAN,2016-11-13,Sun,2016,10,9.0,Away,CAR,W 20-17,1.5,,,,,10
Jamie Collins,26.327,LB,NWE,2016-09-11,Sun,2016,1,1.0,Away,ARI,W 23-21,12.75,61.0,61.0,,,1
Jamie Collins,26.334,LB,NWE,2016-09-18,Sun,2016,2,2.0,Home,MIA,W 31-24,15.0,64.0,64.0,,,2
Jamie Collins,26.338,LB,NWE,2016-09-22,Thu,2016,3,3.0,Home,HOU,W 27-0,24.0,71.0,71.0,,,3
Jamie Collins,26.348,LB,NWE,2016-10-02,Sun,2016,4,4.0,Home,BUF,L 0-16,6.0,78.0,78.0,,,4
Jamie Collins,26.355,LB,NWE,2016-10-09,Sun,2016,5,5.0,Away,CLE,W 33-13,8.5,52.0,52.0,,,5
Jamison Crowder,23.087,WR,WAS,2016-09-12,Mon,2016,1,1.0,Home,PIT,L 16-38,8.8,47.0,0.8,,,1
Jamison Crowder,23.093,WR,WAS,2016-09-18,Sun,2016,2,2.0,Home,DAL,L 23-27,12.9,48.0,0.72,,,2
Jamison Crowder,23.1,WR,WAS,2016-09-25,Sun,2016,3,3.0,Away,NYG,W 29-27,15.8,44.0,0.62,,,3
Jamison Crowder,23.107,WR,WAS,2016-10-02,Sun,2016,4,4.0,Home,CLE,W 31-20,3.1,34.0,0.55,,,4
Jamison Crowder,23.114,WR,WAS,2016-10-09,Sun,2016,5,5.0,Away,BAL,W 16-10,11.0,37.0,0.56,,,5
Jamison Crowder,23.121,WR,WAS,2016-10-16,Sun,2016,6,6.0,Home,PHI,W 27-20,11.8,56.0,0.76,,,6
Jamison Crowder,23.128,WR,WAS,2016-10-23,Sun,2016,7,7.0,Away,DET,L 17-20,14.3,55.0,0.75,,,7
Jamize Olawale,27.147,RB,OAK,2016-09-11,Sun,2016,1,1.0,Away,NOR,W 35-34,7.7,12.0,0.16,,,1
Jamize Olawale,27.154,RB,OAK,2016-09-18,Sun,2016,2,2.0,Home,ATL,L 28-35,4.9,26.0,0.35,,,2
Jamize Olawale,27.161,RB,OAK,2016-09-25,Sun,2016,3,3.0,Away,TEN,W 17-10,0.0,22.0,0.34,,,3
Jamize Olawale,27.168,RB,OAK,2016-10-02,Sun,2016,4,4.0,Away,BAL,W 28-27,0.0,18.0,0.3,,,4
Jamize Olawale,27.175,RB,OAK,2016-10-09,Sun,2016,5,5.0,Home,SDG,W 34-31,10.4,22.0,0.31,,,5
Jamize Olawale,27.182,RB,OAK,2016-10-16,Sun,2016,6,6.0,Home,KAN,L 10-26,0.0,11.0,0.2,,,6
Jamize Olawale,27.189,RB,OAK,2016-10-23,Sun,2016,7,7.0,Away,JAX,W 33-16,1.2000000000000002,25.0,0.35,,,7
Jamize Olawale,27.196,RB,OAK,2016-10-30,Sun,2016,8,8.0,Away,TAM,W 30-24,9.3,24.0,0.26,,,8
Jamon Brown,23.181,OL,LAR,2016-09-12,Mon,2016,1,1.0,Away,SFO,L 0-28,0.0,,,,,1
Jamon Brown,23.187,OL,LAR,2016-09-18,Sun,2016,2,2.0,Home,SEA,W 9-3,0.0,,,,,2
Jamon Brown,23.194,OL,LAR,2016-09-25,Sun,2016,3,3.0,Away,TAM,W 37-32,0.0,,,,,3
Jamon Brown,,,,,,2016,4,,,,,,,,,,4
Jamon Brown,23.208,OL,LAR,2016-10-09,Sun,2016,5,5.0,Home,BUF,L 19-30,0.0,,,,,5
Jamon Brown,23.215,OL,LAR,2016-10-16,Sun,2016,6,6.0,Away,DET,L 28-31,0.0,,,,,6
Janoris Jenkins,27.318,DB,NYG,2016-09-11,Sun,2016,1,1.0,Away,DAL,W 20-19,4.5,78.0,78.0,,,1
Janoris Jenkins,27.325,DB,NYG,2016-09-18,Sun,2016,2,2.0,Home,NOR,W 16-13,16.25,59.0,59.0,,,2
Janoris Jenkins,27.332,DB,NYG,2016-09-25,Sun,2016,3,3.0,Home,WAS,L 27-29,6.0,71.0,71.0,,,3
Janoris Jenkins,27.34,DB,NYG,2016-10-03,Mon,2016,4,4.0,Away,MIN,L 10-24,3.0,74.0,74.0,,,4
Janoris Jenkins,27.346,DB,NYG,2016-10-09,Sun,2016,5,5.0,Away,GNB,L 16-23,18.75,77.0,77.0,,,5
Janoris Jenkins,27.353,DB,NYG,2016-10-16,Sun,2016,6,6.0,Home,BAL,W 27-23,10.5,83.0,83.0,,,6
Janoris Jenkins,27.36,DB,NYG,2016-10-23,Sun,2016,7,7.0,Away,LAR,W 17-10,10.5,79.0,79.0,,,7
Janoris Jenkins,,,,,,2016,8,,,,,,,,,,8
Janoris Jenkins,28.008,DB,NYG,2016-11-06,Sun,2016,9,8.0,Home,PHI,W 28-23,5.0,75.0,75.0,,,9
Janoris Jenkins,28.016,DB,NYG,2016-11-14,Mon,2016,10,9.0,Home,CIN,W 21-20,10.5,58.0,58.0,,,10
Janoris Jenkins,28.022,DB,NYG,2016-11-20,Sun,2016,11,10.0,Home,CHI,W 22-16,4.5,63.0,63.0,,,11
Janoris Jenkins,28.029,DB,NYG,2016-11-27,Sun,2016,12,11.0,Away,CLE,W 27-13,18.5,62.0,62.0,,,12
Janoris Jenkins,28.036,DB,NYG,2016-12-04,Sun,2016,13,12.0,Away,PIT,L 14-24,5.0,73.0,73.0,,,13
Janoris Jenkins,28.043,DB,NYG,2016-12-11,Sun,2016,14,13.0,Home,DAL,W 10-7,16.0,66.0,66.0,,,14
Janoris Jenkins,28.05,DB,NYG,2016-12-18,Sun,2016,15,14.0,Home,DET,W 17-6,0.75,15.0,15.0,,,15
Jaquiski Tartt,24.207,DB,SFO,2016-09-12,Mon,2016,1,1.0,Home,LAR,W 28-0,6.0,16.0,16.0,,,1
Jaquiski Tartt,24.213,DB,SFO,2016-09-18,Sun,2016,2,2.0,Away,CAR,L 27-46,3.75,21.0,21.0,,,2
Jared Abbrederis,25.269,WR,GNB,2016-09-11,Sun,2016,1,1.0,Away,JAX,W 27-23,1.3,14.0,0.22,,,1
Jared Abbrederis,25.276,WR,GNB,2016-09-18,Sun,2016,2,2.0,Away,MIN,L 14-17,0.0,6.0,0.08,,,2
Jared Abbrederis,25.283,WR,GNB,2016-09-25,Sun,2016,3,3.0,Home,DET,W 34-27,0.0,,,,,3
Jared Abbrederis,,,,,,2016,4,,,,,,,,,,4
Jared Abbrederis,25.297,WR,GNB,2016-10-09,Sun,2016,5,4.0,Home,NYG,W 23-16,0.0,,,,,5
Jared Abbrederis,25.304,WR,GNB,2016-10-16,Sun,2016,6,5.0,Home,DAL,L 16-30,0.0,4.0,0.06,,,6
Jared Veldheer,29.089,OL,ARI,2016-09-11,Sun,2016,1,1.0,Home,NWE,L 21-23,0.0,,,,,1
Jared Veldheer,29.096,OL,ARI,2016-09-18,Sun,2016,2,2.0,Home,TAM,W 40-7,0.0,,,,,2
Jared Veldheer,29.103,OL,ARI,2016-09-25,Sun,2016,3,3.0,Away,BUF,L 18-33,0.0,,,,,3
Jared Veldheer,29.11,OL,ARI,2016-10-02,Sun,2016,4,4.0,Home,LAR,L 13-17,0.0,,,,,4
Jared Veldheer,29.114,OL,ARI,2016-10-06,Thu,2016,5,5.0,Away,SFO,W 33-21,0.0,,,,,5
Jared Veldheer,29.125,OL,ARI,2016-10-17,Mon,2016,6,6.0,Home,NYJ,W 28-3,0.0,,,,,6
Jared Veldheer,29.131,OL,ARI,2016-10-23,Sun,2016,7,7.0,Home,SEA,T 6-6,0.0,,,,,7
Jarius Wright,,,,,,2016,1,,,,,,,,,,1
Jarius Wright,,,,,,2016,2,,,,,,,,,,2
Jarius Wright,26.305,WR,MIN,2016-09-25,Sun,2016,3,3.0,Away,CAR,W 22-10,0.0,1.0,0.02,,,3
Jarius Wright,,,,,,2016,4,,,,,,,,,,4
Jarius Wright,26.319,WR,MIN,2016-10-09,Sun,2016,5,5.0,Home,HOU,W 31-13,5.2,44.0,0.59,,,5
Jarius Wright,,,,,,2016,6,,,,,,,,,,6
Jaron Brown,26.247,WR,ARI,2016-09-11,Sun,2016,1,1.0,Home,NWE,L 21-23,3.8,17.0,0.28,,,1
Jaron Brown,26.254,WR,ARI,2016-09-18,Sun,2016,2,2.0,Home,TAM,W 40-7,14.8,29.0,0.44,,,2
Jaron Brown,26.261,WR,ARI,2016-09-25,Sun,2016,3,3.0,Away,BUF,L 18-33,6.4,39.0,0.48,,,3
Jaron Brown,26.268,WR,ARI,2016-10-02,Sun,2016,4,4.0,Home,LAR,L 13-17,1.2000000000000002,45.0,0.58,,,4
Jaron Brown,26.272,WR,ARI,2016-10-06,Thu,2016,5,5.0,Away,SFO,W 33-21,0.0,31.0,0.46,,,5
Jaron Brown,26.283,WR,ARI,2016-10-17,Mon,2016,6,6.0,Home,NYJ,W 28-3,5.5,28.0,0.36,,,6
Jarran Reed,23.27,DL,SEA,2016-09-11,Sun,2016,1,1.0,Home,MIA,W 12-10,4.5,34.0,34.0,,,1
Jarran Reed,23.277,DL,SEA,2016-09-18,Sun,2016,2,2.0,Away,LAR,L 3-9,2.25,40.0,40.0,,,2
Jarran Reed,23.284,DL,SEA,2016-09-25,Sun,2016,3,3.0,Home,SFO,W 37-18,2.25,29.0,29.0,,,3
Jarvis Landry,23.288,WR,MIA,2016-09-11,Sun,2016,1,1.0,Away,SEA,L 10-12,9.4,52.0,0.96,,,1
Jarvis Landry,23.295,WR,MIA,2016-09-18,Sun,2016,2,2.0,Away,NWE,L 24-31,16.5,60.0,0.94,,,2
Jarvis Landry,23.302,WR,MIA,2016-09-25,Sun,2016,3,3.0,Home,CLE,W 30-24,23.1,66.0,0.99,,,3
Jason Jones,30.111,DL,MIA,2016-09-11,Sun,2016,1,1.0,Away,SEA,L 10-12,3.5,54.0,54.0,,,1
Jason Jones,30.118,DL,MIA,2016-09-18,Sun,2016,2,2.0,Away,NWE,L 24-31,9.0,52.0,52.0,,,2
Jason McCourty,29.029,DB,TEN,2016-09-11,Sun,2016,1,1.0,Home,MIN,L 16-25,6.0,60.0,60.0,,,1
Jason McCourty,29.036,DB,TEN,2016-09-18,Sun,2016,2,2.0,Away,DET,W 16-15,12.0,78.0,78.0,,,2
Jason McCourty,29.043,DB,TEN,2016-09-25,Sun,2016,3,3.0,Home,OAK,L 10-17,9.75,65.0,65.0,,,3
Jason McCourty,29.05,DB,TEN,2016-10-02,Sun,2016,4,4.0,Away,HOU,L 20-27,12.75,64.0,64.0,,,4
Jason McCourty,29.057,DB,TEN,2016-10-09,Sun,2016,5,5.0,Away,MIA,W 30-17,10.5,44.0,44.0,,,5
Jason McCourty,29.064,DB,TEN,2016-10-16,Sun,2016,6,6.0,Home,CLE,W 28-26,11.25,67.0,67.0,,,6
Jason McCourty,29.071,DB,TEN,2016-10-23,Sun,2016,7,7.0,Home,IND,L 26-34,3.75,69.0,69.0,,,7
Jason McCourty,29.075,DB,TEN,2016-10-27,Thu,2016,8,8.0,Home,JAX,W 36-22,17.25,72.0,72.0,,,8
Jason McCourty,29.085,DB,TEN,2016-11-06,Sun,2016,9,9.0,Away,SDG,L 35-43,13.5,78.0,78.0,,,9
Jason McCourty,29.092,DB,TEN,2016-11-13,Sun,2016,10,10.0,Home,GNB,W 47-25,9.0,78.0,78.0,,,10
Jason McCourty,29.099,DB,TEN,2016-11-20,Sun,2016,11,11.0,Away,IND,L 17-24,1.5,59.0,59.0,,,11
Jason McCourty,29.106,DB,TEN,2016-11-27,Sun,2016,12,12.0,Away,CHI,W 27-21,7.5,34.0,34.0,,,12
Jason McCourty,,,,,,2016,13,,,,,,,,,,13
Jason McCourty,29.12,DB,TEN,2016-12-11,Sun,2016,14,13.0,Home,DEN,W 13-10,16.0,46.0,46.0,,,14
Jason McCourty,29.127,DB,TEN,2016-12-18,Sun,2016,15,14.0,Away,KAN,W 19-17,0.0,1.0,1.0,,,15
Jason Pierre-Paul,27.254,DL,NYG,2016-09-11,Sun,2016,1,1.0,Away,DAL,W 20-19,7.5,76.0,76.0,,,1
Jason Verrett,25.085,DB,SDG,2016-09-11,Sun,2016,1,1.0,Away,KAN,L 27-33,10.5,71.0,71.0,,,1
Jason Verrett,25.092,DB,SDG,2016-09-18,Sun,2016,2,2.0,Home,JAX,W 38-14,3.75,54.0,54.0,,,2
Jason Verrett,25.099,DB,SDG,2016-09-25,Sun,2016,3,3.0,Away,IND,L 22-26,7.75,64.0,64.0,,,3
Jason Verrett,25.106,DB,SDG,2016-10-02,Sun,2016,4,4.0,Home,NOR,L 34-35,10.5,71.0,71.0,,,4
Jason Witten,34.128,TE,DAL,2016-09-11,Sun,2016,1,1.0,Home,NYG,L 19-20,11.1,78.0,1.0,,,1
Jason Witten,34.135,TE,DAL,2016-09-18,Sun,2016,2,2.0,Away,WAS,W 27-23,6.6000000000000005,68.0,1.0,,,2
Jason Witten,34.142,TE,DAL,2016-09-25,Sun,2016,3,3.0,Home,CHI,W 31-17,3.5,68.0,1.0,,,3
Jason Witten,34.149,TE,DAL,2016-10-02,Sun,2016,4,4.0,Away,SFO,W 24-17,8.2,76.0,1.0,,,4
Jason Witten,34.156,TE,DAL,2016-10-09,Sun,2016,5,5.0,Home,CIN,W 28-14,5.8,57.0,1.0,,,5
Jatavis Brown,22.206,LB,SDG,2016-09-11,Sun,2016,1,1.0,Away,KAN,L 27-33,4.5,19.0,19.0,,,1
Jatavis Brown,22.213,LB,SDG,2016-09-18,Sun,2016,2,2.0,Home,JAX,W 38-14,11.0,31.0,31.0,,,2
Jatavis Brown,22.22,LB,SDG,2016-09-25,Sun,2016,3,3.0,Away,IND,L 22-26,23.25,32.0,32.0,,,3
Javon Hargrave,23.218,DL,PIT,2016-09-12,Mon,2016,1,1.0,Away,WAS,W 38-16,0.0,13.0,13.0,,,1
Javon Hargrave,23.224,DL,PIT,2016-09-18,Sun,2016,2,2.0,Home,CIN,W 24-16,1.5,11.0,11.0,,,2
Javon Hargrave,23.231,DL,PIT,2016-09-25,Sun,2016,3,3.0,Away,PHI,L 3-34,1.5,13.0,13.0,,,3
Javon Hargrave,23.238,DL,PIT,2016-10-02,Sun,2016,4,4.0,Home,KAN,W 43-14,1.5,26.0,26.0,,,4
Javon Hargrave,23.245,DL,PIT,2016-10-09,Sun,2016,5,5.0,Home,NYJ,W 31-13,3.0,32.0,32.0,,,5
Javon Hargrave,23.252,DL,PIT,2016-10-16,Sun,2016,6,6.0,Away,MIA,L 15-30,3.0,48.0,48.0,,,6
Javon Hargrave,23.259,DL,PIT,2016-10-23,Sun,2016,7,7.0,Home,NWE,L 16-27,1.5,44.0,44.0,,,7
Javon Hargrave,,,,,,2016,8,,,,,,,,,,8
Javon Hargrave,23.273,DL,PIT,2016-11-06,Sun,2016,9,8.0,Away,BAL,L 14-21,0.75,27.0,27.0,,,9
Javon Hargrave,23.28,DL,PIT,2016-11-13,Sun,2016,10,9.0,Home,DAL,L 30-35,1.5,21.0,21.0,,,10
Javon Hargrave,23.287,DL,PIT,2016-11-20,Sun,2016,11,10.0,Away,CLE,W 24-9,17.5,41.0,41.0,,,11
Javon Hargrave,23.291,DL,PIT,2016-11-24,Thu,2016,12,11.0,Away,IND,W 28-7,14.75,46.0,46.0,,,12
Javon Hargrave,23.301,DL,PIT,2016-12-04,Sun,2016,13,12.0,Home,NYG,W 24-14,3.0,12.0,12.0,,,13
Javorius Allen,,,,,,2016,1,,,,,,,,,,1
Javorius Allen,,,,,,2016,2,,,,,,,,,,2
Javorius Allen,,,,,,2016,3,,,,,,,,,,3
Javorius Allen,25.036,RB,BAL,2016-10-02,Sun,2016,4,4.0,Home,OAK,L 27-28,3.8,24.0,0.27,,,4
Javorius Allen,25.043,RB,BAL,2016-10-09,Sun,2016,5,5.0,Home,WAS,L 10-16,2.3,9.0,0.13,,,5
Javorius Allen,25.05,RB,BAL,2016-10-16,Sun,2016,6,6.0,Away,NYG,L 23-27,0.0,2.0,0.02,,,6
Javorius Allen,25.057,RB,BAL,2016-10-23,Sun,2016,7,7.0,Away,NYJ,L 16-24,0.0,,,,,7
Javorius Allen,,,,,,2016,8,,,,,,,,,,8
Javorius Allen,25.071,RB,BAL,2016-11-06,Sun,2016,9,8.0,Home,PIT,W 21-14,0.0,,,,,9
Javorius Allen,25.075,RB,BAL,2016-11-10,Thu,2016,10,9.0,Home,CLE,W 28-7,0.3,6.0,0.07,,,10
Javorius Allen,25.085,RB,BAL,2016-11-20,Sun,2016,11,10.0,Away,DAL,L 17-27,0.0,,,,,11
Javorius Allen,25.092,RB,BAL,2016-11-27,Sun,2016,12,11.0,Home,CIN,W 19-14,0.0,,,,,12
Jay Cutler,33.135,QB,CHI,2016-09-11,Sun,2016,1,1.0,Away,HOU,L 14-23,12.84,57.0,1.0,,,1
Jay Prosch,24.021,RB,HOU,2016-09-11,Sun,2016,1,1.0,Home,CHI,W 23-14,0.2,10.0,0.13,,,1
Jay Prosch,24.028,RB,HOU,2016-09-18,Sun,2016,2,2.0,Home,KAN,W 19-12,0.0,8.0,0.11,,,2
Jay Prosch,24.032,RB,HOU,2016-09-22,Thu,2016,3,3.0,Away,NWE,L 0-27,0.0,2.0,0.03,,,3
Jay Prosch,24.042,RB,HOU,2016-10-02,Sun,2016,4,4.0,Home,TEN,W 27-20,2.6,9.0,0.14,,,4
Jay Prosch,24.049,RB,HOU,2016-10-09,Sun,2016,5,5.0,Away,MIN,L 13-31,0.0,2.0,0.03,,,5
Jay Prosch,24.056,RB,HOU,2016-10-16,Sun,2016,6,6.0,Home,IND,W 26-23,1.5,13.0,0.19,,,6
Jay Prosch,24.064,RB,HOU,2016-10-24,Mon,2016,7,7.0,Away,DEN,L 9-27,1.5,7.0,0.1,,,7
Jay Prosch,24.07,RB,HOU,2016-10-30,Sun,2016,8,8.0,Home,DET,W 20-13,0.0,19.0,0.28,,,8
Jay Prosch,,,,,,2016,9,,,,,,,,,,9
Jay Prosch,24.084,RB,HOU,2016-11-13,Sun,2016,10,9.0,Away,JAX,W 24-21,0.0,23.0,0.37,,,10
Jaye Howard,27.266,DL,KAN,2016-09-11,Sun,2016,1,1.0,Home,SDG,W 33-27,0.0,48.0,48.0,,,1
Jaye Howard,27.273,DL,KAN,2016-09-18,Sun,2016,2,2.0,Away,HOU,L 12-19,6.75,50.0,50.0,,,2
Jaye Howard,27.28,DL,KAN,2016-09-25,Sun,2016,3,3.0,Home,NYJ,W 24-3,4.5,45.0,45.0,,,3
Jaye Howard,27.287,DL,KAN,2016-10-02,Sun,2016,4,4.0,Away,PIT,L 14-43,12.75,35.0,35.0,,,4
Jaye Howard,,,,,,2016,5,,,,,,,,,,5
Jaye Howard,27.301,DL,KAN,2016-10-16,Sun,2016,6,5.0,Away,OAK,W 26-10,1.5,42.0,42.0,,,6
Jaye Howard,27.308,DL,KAN,2016-10-23,Sun,2016,7,6.0,Home,NOR,W 27-21,4.5,55.0,55.0,,,7
Jaye Howard,27.315,DL,KAN,2016-10-30,Sun,2016,8,7.0,Away,IND,W 30-14,5.0,45.0,45.0,,,8
Jeff Allen,26.247,OL,HOU,2016-09-11,Sun,2016,1,1.0,Home,CHI,W 23-14,0.0,,,,,1
Jeff Heath,25.12,DB,DAL,2016-09-11,Sun,2016,1,1.0,Home,NYG,L 19-20,1.5,,,,,1
Jeff Heath,25.127,DB,DAL,2016-09-18,Sun,2016,2,2.0,Away,WAS,W 27-23,1.5,,,,,2
Jeff Heath,25.134,DB,DAL,2016-09-25,Sun,2016,3,3.0,Home,CHI,W 31-17,0.0,1.0,1.0,,,3
Jerel Worthy,26.136,DL,BUF,2016-09-11,Sun,2016,1,1.0,Away,BAL,L 7-13,1.5,17.0,17.0,,,1
Jerell Adams,,,,,,2016,1,,,,,,,,,,1
Jerell Adams,23.262,TE,NYG,2016-09-18,Sun,2016,2,2.0,Home,NOR,W 16-13,0.0,1.0,0.01,,,2
Jerell Adams,,,,,,2016,3,,,,,,,,,,3
Jerell Adams,23.277,TE,NYG,2016-10-03,Mon,2016,4,4.0,Away,MIN,L 10-24,0.0,7.0,0.11,,,4
Jerell Adams,23.283,TE,NYG,2016-10-09,Sun,2016,5,5.0,Away,GNB,L 16-23,3.7,17.0,0.3,,,5
Jerell Adams,23.29,TE,NYG,2016-10-16,Sun,2016,6,6.0,Home,BAL,W 27-23,0.0,11.0,0.16,,,6
Jerell Adams,23.297,TE,NYG,2016-10-23,Sun,2016,7,7.0,Away,LAR,W 17-10,1.0,5.0,0.09,,,7
Jerell Adams,,,,,,2016,8,,,,,,,,,,8
Jerell Adams,23.311,TE,NYG,2016-11-06,Sun,2016,9,8.0,Home,PHI,W 28-23,3.9,14.0,0.22,,,9
Jerell Adams,23.319,TE,NYG,2016-11-14,Mon,2016,10,9.0,Home,CIN,W 21-20,9.3,15.0,0.2,,,10
Jerell Adams,23.325,TE,NYG,2016-11-20,Sun,2016,11,10.0,Home,CHI,W 22-16,0.0,17.0,0.25,,,11
Jerell Adams,23.332,TE,NYG,2016-11-27,Sun,2016,12,11.0,Away,CLE,W 27-13,0.0,11.0,0.2,,,12
Jerell Adams,23.339,TE,NYG,2016-12-04,Sun,2016,13,12.0,Away,PIT,L 14-24,1.5,18.0,0.3,,,13
Jerell Adams,23.346,TE,NYG,2016-12-11,Sun,2016,14,13.0,Home,DAL,W 10-7,2.1,21.0,0.31,,,14
Jerell Adams,23.353,TE,NYG,2016-12-18,Sun,2016,15,14.0,Home,DET,W 17-6,3.3,27.0,0.42,,,15
Jerell Adams,23.357,TE,NYG,2016-12-22,Thu,2016,16,15.0,Away,PHI,L 19-24,1.4,40.0,0.45,,,16
Jeremiah Attaochu,23.238,LB,SDG,2016-09-11,Sun,2016,1,1.0,Away,KAN,L 27-33,8.25,33.0,33.0,,,1
Jeremiah Attaochu,23.245,LB,SDG,2016-09-18,Sun,2016,2,2.0,Home,JAX,W 38-14,1.5,30.0,30.0,,,2
Jeremiah Attaochu,23.252,LB,SDG,2016-09-25,Sun,2016,3,3.0,Away,IND,L 22-26,1.5,24.0,24.0,,,3
Jeremiah Attaochu,23.259,LB,SDG,2016-10-02,Sun,2016,4,4.0,Home,NOR,L 34-35,12.0,31.0,31.0,,,4
Jeremiah Attaochu,23.266,LB,SDG,2016-10-09,Sun,2016,5,5.0,Away,OAK,L 31-34,3.0,31.0,31.0,,,5
Jeremiah Attaochu,23.27,LB,SDG,2016-10-13,Thu,2016,6,6.0,Home,DEN,W 21-13,1.5,9.0,9.0,,,6
Jeremiah Poutasi,,,,,,2016,1,,,,,,,,,,1
Jeremiah Poutasi,,,,,,2016,2,,,,,,,,,,2
Jeremiah Poutasi,,,,,,2016,3,,,,,,,,,,3
Jeremiah Poutasi,,,,,,2016,4,,,,,,,,,,4
Jeremiah Poutasi,,,,,,2016,5,,,,,,,,,,5
