Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
Doug Middleton,S,27.093,2020-12-27,NFL,JAX,,CHI,L 17-41,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Doug Middleton,S,27.065,2020-11-29,NFL,JAX,,CLE,L 25-27,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Doug Middleton,S,27.086,2020-12-20,NFL,JAX,@,BAL,L 14-40,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Doug Middleton,S,27.030,2020-10-25,NFL,JAX,@,LAC,L 29-39,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Matt Milano,LB,26.159,2021-01-03,NFL,BUF,,MIA,W 56-26,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Matt Milano,LB,26.096,2020-11-01,NFL,BUF,,NWE,W 24-21,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Matt Milano,LB,26.138,2020-12-13,NFL,BUF,,PIT,W 26-15,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,2,1,3,1,2,0,0,0,1,0,0,0,0,0,0
Matt Milano,LB,26.061,2020-09-27,NFL,BUF,,LAR,W 35-32,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,6,2,8,1,2,0,0,0,0,0,0,0,0,0,0
Matt Milano,LB,26.153,2020-12-28,NFL,BUF,@,NWE,W 38-9,15,16,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,8,0,8,1,1,0,0,0,0,0,0,0,0,0,0
Matt Milano,LB,26.089,2020-10-25,NFL,BUF,@,NYJ,W 18-10,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
Matt Milano,LB,26.132,2020-12-07,NFL,BUF,@,SFO,W 34-24,12,13,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Matt Milano,LB,26.047,2020-09-13,NFL,BUF,,NYJ,W 27-17,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,0,1,0,0,1,0,0,0,0,0,0
Matt Milano,LB,26.144,2020-12-19,NFL,BUF,@,DEN,W 48-19,14,15,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,1,6,1,1,0,0,0,0,0,0,0,0,0,0
Matt Milano,LB,26.068,2020-10-04,NFL,BUF,@,LVR,W 30-23,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,3,6,0,0,0,0,0,1,0,0,0,0,0,0
Anthony Miller,WR,26.079,2020-12-27,NFL,CHI,@,JAX,W 41-17,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,2,10,5.00,0,66.7%,3.33,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,26.038,2020-11-16,NFL,CHI,,MIN,L 13-19,10,10,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,7,2,28,14.00,0,28.6%,4.00,,,,,,,,,0,0,0,0,,0,2,44,22.00,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,25.365,2020-10-08,NFL,CHI,,TAM,W 20-19,5,5,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,28,7.00,0,100.0%,7.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,26.058,2020-12-06,NFL,CHI,,DET,L 30-34,12,13,Sun,0,0,,0,0,0,,0,0,,,1,3,3.00,0,5,5,56,11.20,0,100.0%,11.20,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,26.017,2020-10-26,NFL,CHI,@,LAR,L 10-24,7,7,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,5,3,20,6.67,0,60.0%,4.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Miller,WR,25.347,2020-09-20,NFL,CHI,,NYG,W 17-13,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,26.072,2020-12-20,NFL,CHI,@,MIN,W 33-27,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,13,13.00,0,100.0%,13.00,,,,,,,,,0,0,0,0,,0,1,1,1.00,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,26.030,2020-11-08,NFL,CHI,@,TEN,L 17-24,9,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,8,5,59,11.80,0,62.5%,7.38,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Anthony Miller,WR,25.361,2020-10-04,NFL,CHI,,IND,L 11-19,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,3,16,5.33,0,60.0%,3.20,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,26.086,2021-01-03,NFL,CHI,,GNB,L 16-35,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,13,6.50,0,100.0%,6.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,26.051,2020-11-29,NFL,CHI,@,GNB,L 25-41,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,6,3,28,9.33,0,50.0%,4.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,26.009,2020-10-18,NFL,CHI,@,CAR,W 23-16,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,8,2.67,0,100.0%,2.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,26.065,2020-12-13,NFL,CHI,,HOU,W 36-7,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,16,8.00,0,100.0%,8.00,,,,,,,,,0,0,1,16,16.00,0,1,4,4.00,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Miller,WR,26.023,2020-11-01,NFL,CHI,,NOR,L 23-26,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,11,8,73,9.13,0,72.7%,6.64,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Miller,FB,33.080,2020-10-25,NFL,JAX,@,LAC,L 29-39,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Miller,FB,33.038,2020-09-13,NFL,JAX,,IND,W 27-20,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Miller,FB,33.073,2020-10-18,NFL,JAX,,DET,L 16-34,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,1,7,7.00,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Miller,FB,33.143,2020-12-27,NFL,JAX,,CHI,L 17-41,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Bruce Miller,FB,33.045,2020-09-20,NFL,JAX,@,TEN,L 30-33,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herb Miller,CB,23.018,2020-11-29,NFL,TAM,,KAN,L 24-27,12,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Herb Miller,CB,23.045,2020-12-26,NFL,TAM,@,DET,W 47-7,15,16,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,0,4,0,0,1,2,0,1,0,0,0,0,0,0
Jordan Miller,CB,23.240,2020-10-05,NFL,ATL,@,GNB,L 16-30,4,4,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kolton Miller,T,25.058,2020-12-06,NFL,LVR,@,NYJ,W 31-28,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar Miller,RB,29.205,2020-11-16,NFL,CHI,,MIN,L 13-19,10,10,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,6,3.00,0,100.0%,3.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Miller ,WR,23.044,2020-09-13,NFL,TAM,@,NOR,L 23-34,1,1,Sun,0,0,,0,0,0,,0,0,,,1,6,6.00,0,6,5,73,14.60,0,83.3%,12.17,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Miller ,WR,23.148,2020-12-26,NFL,TAM,@,DET,W 47-7,15,16,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,7,7.00,0,50.0%,3.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Miller ,WR,23.100,2020-11-08,NFL,TAM,,NOR,L 3-38,9,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,1,10,10.00,0,33.3%,3.33,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Miller ,WR,23.058,2020-09-27,NFL,TAM,@,DEN,W 28-10,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,3,83,27.67,0,60.0%,16.60,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Miller ,WR,23.121,2020-11-29,NFL,TAM,,KAN,L 24-27,12,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Miller ,WR,23.079,2020-10-18,NFL,TAM,,GNB,W 38-10,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,6,6.00,0,50.0%,3.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Miller ,WR,23.142,2020-12-20,NFL,TAM,@,ATL,W 31-27,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,20,6.67,0,100.0%,6.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Miller ,WR,23.094,2020-11-02,NFL,TAM,@,NYG,W 25-23,8,8,Mon,0,0,,0,0,0,,0,0,,,1,7,7.00,0,6,3,35,11.67,0,50.0%,5.83,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Miller ,WR,23.051,2020-09-20,NFL,TAM,,CAR,W 31-17,2,2,Sun,0,0,,0,0,0,,0,0,,,1,1,1.00,0,3,2,11,5.50,0,66.7%,3.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Miller ,WR,23.156,2021-01-03,NFL,TAM,,ATL,W 44-27,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,1,12,12.00,0,33.3%,4.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Miller ,WR,23.107,2020-11-15,NFL,TAM,@,CAR,W 46-23,10,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,4,4.00,0,100.0%,4.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills ,S,26.258,2020-12-20,NFL,PHI,@,ARI,L 26-33,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,2,5,0,0,0,0,0,1,0,0,0,0,0,0
Jalen Mills ,S,26.223,2020-11-15,NFL,PHI,@,NYG,L 17-27,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills ,S,26.181,2020-10-04,NFL,PHI,@,SFO,W 25-20,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills ,S,26.238,2020-11-30,NFL,PHI,,SEA,L 17-23,11,12,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,2,7,2,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills ,S,26.195,2020-10-18,NFL,PHI,,BAL,L 28-30,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0
Jalen Mills ,S,26.160,2020-09-13,NFL,PHI,@,WAS,L 17-27,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills ,S,26.251,2020-12-13,NFL,PHI,,NOR,W 24-21,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Jalen Mills ,S,26.209,2020-11-01,NFL,PHI,,DAL,W 23-9,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0
Jalen Mills ,S,26.174,2020-09-27,NFL,PHI,,CIN,T 23-23,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.5,3,2,5,1,3,0,0,0,0,0,0,0,0,0,0
Jalen Mills ,S,26.265,2020-12-27,NFL,PHI,@,DAL,L 17-37,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Mills ,S,26.230,2020-11-22,NFL,PHI,@,CLE,L 17-22,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills ,S,26.188,2020-10-11,NFL,PHI,@,PIT,L 29-38,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills ,S,26.244,2020-12-06,NFL,PHI,@,GNB,L 16-30,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Mills ,S,26.199,2020-10-22,NFL,PHI,,NYG,W 22-21,7,7,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,1,1,5,0,1,0,0,0,0,0,0
Jalen Mills ,S,26.167,2020-09-20,NFL,PHI,,LAR,L 19-37,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Milton,CB,28.028,2020-10-13,NFL,TEN,,BUF,W 42-16,4,5,Tue,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Milton,CB,28.012,2020-09-27,NFL,TEN,@,MIN,W 31-30,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Milton,CB,28.054,2020-11-08,NFL,TEN,,CHI,W 24-17,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Denzel Mims ,WR,23.085,2021-01-03,NFL,NYJ,@,NWE,L 14-28,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,15,15.00,0,50.0%,7.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denzel Mims ,WR,23.043,2020-11-22,NFL,NYJ,@,LAC,L 28-34,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,7,3,71,23.67,0,42.9%,10.14,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denzel Mims ,WR,23.057,2020-12-06,NFL,NYJ,,LVR,L 28-31,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,2,40,20.00,0,66.7%,13.33,,,,,,,1,,0,2,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denzel Mims ,WR,23.015,2020-10-25,NFL,NYJ,,BUF,L 10-18,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,7,4,42,10.50,0,57.1%,6.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denzel Mims ,WR,23.078,2020-12-27,NFL,NYJ,,CLE,W 23-16,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denzel Mims ,WR,23.030,2020-11-09,NFL,NYJ,,NWE,L 27-30,9,9,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,8,4,62,15.50,0,50.0%,7.75,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denzel Mims ,WR,23.050,2020-11-29,NFL,NYJ,,MIA,L 3-20,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,8,4,67,16.75,0,50.0%,8.38,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denzel Mims ,WR,23.071,2020-12-20,NFL,NYJ,@,LAR,W 23-20,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,3,18,6.00,0,75.0%,4.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denzel Mims ,WR,23.022,2020-11-01,NFL,NYJ,@,KAN,L 9-35,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,2,42,21.00,0,66.7%,14.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barkevious Mingo,LB,30.056,2020-11-29,NFL,CHI,@,GNB,L 25-41,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Barkevious Mingo,LB,30.014,2020-10-18,NFL,CHI,@,CAR,W 23-16,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0
Barkevious Mingo,LB,30.070,2020-12-13,NFL,CHI,,HOU,W 36-7,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barkevious Mingo,LB,30.028,2020-11-01,NFL,CHI,,NOR,L 23-26,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Barkevious Mingo,LB,29.352,2020-09-20,NFL,CHI,,NYG,W 17-13,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
Barkevious Mingo,LB,30.091,2021-01-03,NFL,CHI,,GNB,L 16-35,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Barkevious Mingo,LB,30.043,2020-11-16,NFL,CHI,,MIN,L 13-19,10,10,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0
Barkevious Mingo,LB,30.004,2020-10-08,NFL,CHI,,TAM,W 20-19,5,5,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Barkevious Mingo,LB,30.063,2020-12-06,NFL,CHI,,DET,L 30-34,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Barkevious Mingo,LB,30.022,2020-10-26,NFL,CHI,@,LAR,L 10-24,7,7,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,2,0,0,0,0,0,0,0,0,0,0,0
