Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
James Burgess,LB,26.237,2020-11-01,NFL,GNB,,MIN,L 22-28,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Terrell Burgess ,S,21.349,2020-10-26,NFL,LAR,,CHI,W 24-10,7,7,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Terrell Burgess ,S,21.320,2020-09-27,NFL,LAR,@,BUF,L 32-35,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Terrell Burgess ,S,21.341,2020-10-18,NFL,LAR,@,SFO,L 16-24,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Terrell Burgess ,S,21.313,2020-09-20,NFL,LAR,@,PHI,W 37-19,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Terrell Burgess ,S,21.327,2020-10-04,NFL,LAR,,NYG,W 17-9,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,30.115,2020-10-25,NFL,NWE,,SFO,L 6-33,6,7,Sun,0,0,,0,0,0,,0,0,,,4,12,3.00,0,4,3,35,11.67,0,75.0%,8.75,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,30.073,2020-09-13,NFL,NWE,,MIA,W 21-11,1,1,Sun,0,0,,0,0,0,,0,0,,,7,32,4.57,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,30.143,2020-11-22,NFL,NWE,@,HOU,L 20-27,10,11,Sun,0,0,,0,0,0,,0,0,,,4,7,1.75,0,3,2,5,2.50,0,66.7%,1.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,30.108,2020-10-18,NFL,NWE,,DEN,L 12-18,5,6,Sun,0,0,,0,0,0,,0,0,,,5,14,2.80,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,30.122,2020-11-01,NFL,NWE,@,BUF,L 21-24,7,8,Sun,0,0,,0,0,0,,0,0,,,6,26,4.33,0,1,1,5,5.00,0,100.0%,5.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,30.080,2020-09-20,NFL,NWE,@,SEA,L 30-35,2,2,Sun,0,0,,0,0,0,,0,0,,,6,2,0.33,0,6,4,47,11.75,0,66.7%,7.83,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rex Burkhead ,RB,30.095,2020-10-05,NFL,NWE,@,KAN,L 10-26,4,4,Mon,0,0,,0,0,0,,0,0,,,11,45,4.09,0,1,1,5,5.00,0,100.0%,5.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,LB,25.246,2020-11-22,NFL,GNB,@,IND,L 31-34,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oren Burks,LB,25.260,2020-12-06,NFL,GNB,,PHI,W 30-16,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,LB,25.211,2020-10-18,NFL,GNB,@,TAM,L 10-38,5,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,LB,25.281,2020-12-27,NFL,GNB,,TEN,W 40-14,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,LB,25.229,2020-11-05,NFL,GNB,@,SFO,W 34-17,8,9,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,2,6,1,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,LB,25.253,2020-11-29,NFL,GNB,,CHI,W 41-25,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,LB,25.190,2020-09-27,NFL,GNB,@,NOR,W 37-30,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0
Oren Burks,LB,25.273,2020-12-19,NFL,GNB,,CAR,W 24-16,14,15,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Oren Burks,LB,25.218,2020-10-25,NFL,GNB,@,HOU,W 35-20,6,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0
Deontay Burnett,WR,22.359,2020-09-27,NFL,PHI,,CIN,T 23-23,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,3,19,6.33,0,75.0%,4.75,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Burns,DE,22.143,2020-09-13,NFL,CAR,,LVR,L 30-34,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Brian Burns,DE,22.213,2020-11-22,NFL,CAR,,DET,W 20-0,11,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,2.0,2,3,5,1,4,0,0,0,1,0,0,0,0,0,0
Brian Burns,DE,22.178,2020-10-18,NFL,CAR,,CHI,L 16-23,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0
Brian Burns,DE,22.157,2020-09-27,NFL,CAR,@,LAC,W 21-16,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,2,1,3,0,1,0,0,0,1,0,0,1,0,0,0
Brian Burns,DE,22.234,2020-12-13,NFL,CAR,,DEN,L 27-32,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,3,6,0,1,0,0,0,0,0,0,0,0,0,0
Brian Burns,DE,22.189,2020-10-29,NFL,CAR,,ATL,L 17-25,8,8,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Brian Burns,DE,22.171,2020-10-11,NFL,CAR,@,ATL,W 23-16,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0
Brian Burns,DE,22.248,2020-12-27,NFL,CAR,@,WAS,W 20-13,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0
Brian Burns,DE,22.206,2020-11-15,NFL,CAR,,TAM,L 23-46,10,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Brian Burns,DE,22.150,2020-09-20,NFL,CAR,@,TAM,L 17-31,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0
Brian Burns,DE,22.220,2020-11-29,NFL,CAR,@,MIN,L 27-28,12,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Burns,DE,22.185,2020-10-25,NFL,CAR,@,NOR,L 24-27,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,1,5,6,0,1,0,0,0,1,0,0,1,0,0,0
Brian Burns,DE,22.164,2020-10-04,NFL,CAR,,ARI,W 31-21,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0
Brian Burns,DE,22.240,2020-12-19,NFL,CAR,@,GNB,L 16-24,14,15,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,2.0,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0
Brian Burns,DE,22.199,2020-11-08,NFL,CAR,@,KAN,L 31-33,9,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,2,0,2,1,4,0,0,0,0,0,0,0,0,0,0
Ben Burr-Kirven,LB,23.072,2020-11-19,NFL,SEA,,ARI,W 28-21,10,11,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ben Burr-Kirven,LB,23.110,2020-12-27,NFL,SEA,,LAR,W 20-9,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ben Burr-Kirven,LB,23.047,2020-10-25,NFL,SEA,@,ARI,L 34-37,6,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ben Burr-Kirven,LB,23.096,2020-12-13,NFL,SEA,,NYJ,W 40-3,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0
Juston Burris,S,27.152,2021-01-03,NFL,CAR,,NOR,L 7-33,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Juston Burris,S,27.110,2020-11-22,NFL,CAR,,DET,W 20-0,11,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,1,6,1,0,0,0,0,2,0,0,0,0,0,0
Juston Burris,S,27.054,2020-09-27,NFL,CAR,@,LAC,W 21-16,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,7,1,8,1,0,0,0,0,0,0,0,0,0,0,0
Juston Burris,S,27.131,2020-12-13,NFL,CAR,,DEN,L 27-32,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Juston Burris,S,27.068,2020-10-11,NFL,CAR,@,ATL,W 23-16,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,3,3,0,0,1,0,0,1,0,0,0,0,0,0
Juston Burris,S,27.145,2020-12-27,NFL,CAR,@,WAS,W 20-13,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Juston Burris,S,27.103,2020-11-15,NFL,CAR,,TAM,L 23-46,10,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Juston Burris,S,27.047,2020-09-20,NFL,CAR,@,TAM,L 17-31,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Juston Burris,S,27.117,2020-11-29,NFL,CAR,@,MIN,L 27-28,12,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0
Juston Burris,S,27.061,2020-10-04,NFL,CAR,,ARI,W 31-21,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,1,6,1,0,0,0,0,1,0,0,0,0,0,0
Juston Burris,S,27.137,2020-12-19,NFL,CAR,@,GNB,L 16-24,14,15,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Juston Burris,S,27.075,2020-10-18,NFL,CAR,,CHI,L 16-23,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juston Burris,DB,27.040,2020-09-13,NFL,CAR,,LVR,L 30-34,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Joe Burrow ,QB,23.327,2020-11-01,NFL,CIN,,TEN,W 31-20,8,8,Sun,26,37,70.27,249,2,0,106.7,0,0,6.73,7.81,3,9,3.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Joe Burrow ,QB,23.292,2020-09-27,NFL,CIN,@,PHI,T 23-23,3,3,Sun,31,44,70.45,312,2,0,105.5,8,56,7.09,8.00,1,-1,-1.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Burrow ,QB,23.348,2020-11-22,NFL,CIN,@,WAS,L 9-20,10,11,Sun,22,34,64.71,203,1,0,90.7,0,0,5.97,6.56,2,12,6.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Joe Burrow ,QB,23.306,2020-10-11,NFL,CIN,@,BAL,L 3-27,5,5,Sun,19,30,63.33,183,0,1,66.4,7,48,6.10,4.60,3,10,3.33,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Joe Burrow ,QB,23.282,2020-09-17,NFL,CIN,@,CLE,L 30-35,2,2,Thu,37,61,60.66,316,3,0,90.6,3,31,5.18,6.16,7,19,2.71,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,2,1,0,1,-22,0
Joe Burrow ,QB,23.341,2020-11-15,NFL,CIN,@,PIT,L 10-36,9,10,Sun,21,40,52.50,213,1,0,76.4,4,28,5.33,5.83,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Burrow ,QB,23.299,2020-10-04,NFL,CIN,,JAX,W 33-25,4,4,Sun,25,36,69.44,300,1,1,92.4,1,0,8.33,7.64,4,11,2.75,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deante Burton,CB,26.154,2020-12-13,NFL,DAL,@,CIN,W 30-7,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Michael Burton,FB,28.281,2020-11-08,NFL,NOR,@,TAM,W 38-3,8,9,Sun,0,0,,0,0,0,,0,0,,,1,1,1.00,0,1,1,12,12.00,0,100.0%,12.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Burton,FB,28.328,2020-12-25,NFL,NOR,,MIN,W 52-33,15,16,Fri,0,0,,0,0,0,,0,0,,,2,10,5.00,0,1,1,4,4.00,0,100.0%,4.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Burton,FB,28.246,2020-10-04,NFL,NOR,@,DET,W 35-29,4,4,Sun,0,0,,0,0,0,,0,0,,,1,4,4.00,0,1,1,3,3.00,0,100.0%,3.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Burton,FB,28.274,2020-11-01,NFL,NOR,@,CHI,W 26-23,7,8,Sun,0,0,,0,0,0,,0,0,,,1,1,1.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,1,10,10.00,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael Burton,FB,28.323,2020-12-20,NFL,NOR,,KAN,L 29-32,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Burton,FB,28.254,2020-10-12,NFL,NOR,,LAC,W 30-27,5,5,Mon,0,0,,0,0,0,,0,0,,,2,2,1.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Burton,TE,29.052,2020-12-20,NFL,IND,,HOU,W 27-20,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,8,8.00,0,50.0%,4.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Burton,TE,29.010,2020-11-08,NFL,IND,,BAL,L 10-24,8,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,1,6,6.00,0,25.0%,1.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Burton,TE,29.066,2021-01-03,NFL,IND,,JAX,W 28-14,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trey Burton,TE,28.348,2020-10-11,NFL,IND,@,CLE,L 23-32,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,6,5,33,6.60,0,83.3%,5.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Burton,TE,29.038,2020-12-06,NFL,IND,@,HOU,W 26-20,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,1,11,11.00,0,33.3%,3.67,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Burton,TE,29.059,2020-12-27,NFL,IND,@,PIT,L 24-28,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,3,18,6.00,0,75.0%,4.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Burton,TE,29.014,2020-11-12,NFL,IND,@,TEN,W 34-17,9,10,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,24,8.00,0,100.0%,8.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Burton,TE,28.341,2020-10-04,NFL,IND,@,CHI,W 19-11,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,2,16,8.00,0,40.0%,3.20,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deon Bush,DB,27.073,2020-10-26,NFL,CHI,@,LAR,L 10-24,7,7,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deon Bush,DB,27.094,2020-11-16,NFL,CHI,,MIN,L 13-19,10,10,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deon Bush,DB,27.044,2020-09-27,NFL,CHI,@,ATL,W 30-26,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deon Bush,DB,27.079,2020-11-01,NFL,CHI,,NOR,L 23-26,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deon Bush,DB,27.114,2020-12-06,NFL,CHI,,DET,L 30-34,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Deon Bush,DB,27.037,2020-09-20,NFL,CHI,,NYG,W 17-13,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,1,10,0,1,0,0,0,0,0,0
Devin Bush Jr.,LB,22.064,2020-09-20,NFL,PIT,,DEN,W 26-21,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,6,1,7,0,0,0,0,0,2,0,0,0,0,0,0
Devin Bush Jr.,LB,22.085,2020-10-11,NFL,PIT,,PHI,W 38-29,4,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Devin Bush Jr.,LB,22.058,2020-09-14,NFL,PIT,@,NYG,W 26-16,1,1,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0
Devin Bush Jr.,LB,22.071,2020-09-27,NFL,PIT,,HOU,W 28-21,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.5,2,2,4,0,1,0,0,0,1,0,0,0,0,0,0
Devin Bush Jr.,LB,22.092,2020-10-18,NFL,PIT,,CLE,W 38-7,5,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.5,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0
