Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
NYJ,2019,2019-10-13,4:25,4:25,,DAL,6,5,Sun,W 24-22,,24,22,2,46,7.0,covered,43.5,over,23,32,71.9,326,2,1,2,12,113.8,20,56,2.80,1,382,54,7.0741,75,5.3200,1,27:57,2:59,8,105,9,68,17,173,20,4,13,3,10,2,20.0%,0,0,,3,3,3,1,1,0,,,4,181,45.25
TEN,2019,2019-09-29,1:00,1:00,@,ATL,4,4,Sun,W 24-10,,24,10,14,34,3.5,covered,46.0,under,18,27,66.7,227,3,0,0,0,129.7,34,138,4.06,0,365,61,5.9836,75,5.6267,,29:19,2:57,5,77,7,50,12,127,22,8,10,4,13,6,46.2%,1,0,0.0%,3,3,3,1,1,0,,,5,225,45.00
TEN,2019,2020-01-19,3:05,2:05,@,KAN,20,20,Sun,L 24-35,,24,35,-11,59,7.5,not covered,51.0,over,22,32,68.8,210,2,0,3,27,111.1,23,85,3.70,1,295,58,5.0862,64,6.3125,,30:10,3:04,8,85,9,61,17,146,20,4,13,3,10,3,30.0%,3,2,66.7%,3,3,3,1,1,0,,,3,139,46.33
PHI,2019,2019-09-22,1:00,1:00,,DET,3,3,Sun,L 24-27,,24,27,-3,51,-4.0,not covered,45.0,over,19,36,52.8,246,2,0,3,13,94.6,30,127,4.23,1,373,69,5.4058,60,4.7833,2,32:18,3:09,4,30,9,61,13,91,22,6,11,5,13,7,53.8%,2,0,0.0%,3,3,3,1,1,0,,,3,144,48.00
PIT,2019,2019-10-13,8:20,5:20,@,LAC,6,6,Sun,W 24-17,,24,17,7,41,6.0,covered,42.5,under,15,20,75.0,132,1,1,0,0,87.9,36,124,3.44,1,256,56,4.5714,59,5.8983,1,34:05,2:55,6,45,8,74,14,119,18,9,7,2,13,8,61.5%,0,0,,3,3,3,1,1,0,,,4,185,46.25
OAK,2019,2019-09-09,10:20,7:20,,DEN,1,1,Mon,W 24-16,,24,16,8,40,3.0,covered,42.5,under,22,26,84.6,259,1,0,0,0,121.0,28,98,3.50,2,357,54,6.6111,57,6.0351,,32:45,2:49,9,62,6,44,15,106,19,8,11,0,14,10,71.4%,0,0,,3,3,3,1,1,0,,,3,134,44.67
OAK,2019,2019-10-06,1:00,6:00,,CHI,5,5,Sun,W 24-21,,24,21,3,45,6.5,covered,39.5,over,25,32,78.1,229,0,0,0,0,96.5,39,169,4.33,3,398,71,5.6056,51,4.6275,2,34:43,3:08,6,69,10,75,16,144,25,13,10,2,12,6,50.0%,1,1,100.0%,3,3,3,1,1,0,,,4,170,42.50
OAK,2019,2019-10-20,1:00,12:00,@,GNB,7,6,Sun,L 24-42,,24,42,-18,66,5.5,not covered,48.0,over,24,31,77.4,329,3,1,0,0,129.6,31,155,5.00,0,484,62,7.8065,55,8.7455,2,29:36,2:59,8,97,3,20,11,117,21,5,16,0,11,7,63.6%,1,0,0.0%,3,3,3,1,1,0,,,2,106,53.00
OAK,2019,2019-10-27,4:25,3:25,@,HOU,8,7,Sun,L 24-27,,24,27,-3,51,5.0,covered,52.0,under,18,30,60.0,285,3,0,0,0,125.0,23,93,4.04,0,378,53,7.1321,74,5.2432,,24:07,3:08,11,100,7,50,18,150,15,5,10,0,12,5,41.7%,0,0,,3,3,3,1,1,0,,,6,292,48.67
OAK,2019,2019-12-22,4:05,1:05,@,LAC,16,15,Sun,W 24-17,,24,17,7,41,7.5,covered,45.0,under,26,30,86.7,267,1,0,3,24,118.2,29,99,3.41,2,366,62,5.9032,56,5.0714,,33:24,3:01,5,47,2,15,7,62,19,7,12,0,14,7,50.0%,1,1,100.0%,3,3,3,1,1,0,,,5,259,51.80
LAR,2019,2019-10-27,1:00,6:00,,CIN,8,8,Sun,W 24-10,,24,10,14,34,-12.0,covered,48.5,under,17,31,54.8,372,2,0,0,0,119.3,26,98,3.77,1,470,57,8.2456,79,5.0759,,27:17,3:05,9,59,6,40,15,99,19,6,13,0,13,7,53.8%,0,0,,3,3,3,1,1,0,,,5,222,44.40
BAL,2019,2019-12-08,1:00,1:00,@,BUF,14,13,Sun,W 24-17,,24,17,7,41,-6.5,covered,44.0,under,16,25,64.0,139,3,1,1,6,102.5,33,118,3.58,0,257,59,4.3559,68,3.0735,1,32:49,3:11,9,99,5,49,14,148,18,6,8,4,11,3,27.3%,0,0,,3,3,3,1,1,0,,,7,309,44.14
LAC,2019,2019-11-07,8:20,5:20,@,OAK,10,10,Thu,L 24-26,,24,26,-2,50,-1.0,not covered,49.0,over,17,31,54.8,169,2,3,5,38,57.5,30,146,4.87,1,315,66,4.7727,55,5.0545,3,34:10,3:13,8,70,12,97,20,167,26,10,11,5,10,3,30.0%,2,1,50.0%,3,3,3,1,1,0,,,3,130,43.33
SFO,2019,2019-09-22,4:25,1:25,,PIT,3,3,Sun,W 24-20,,24,20,4,44,-6.0,not covered,44.5,under,23,32,71.9,268,1,2,1,9,82.4,40,168,4.20,2,436,73,5.9726,51,4.6863,5,36:17,2:57,5,71,6,42,11,113,26,9,14,3,11,6,54.5%,0,0,,3,3,3,1,1,0,,,3,150,50.00
SFO,2019,2019-11-11,8:15,5:15,,SEA,10,9,Mon,L 24-27,OT,24,27,-3,51,-6.5,not covered,47.0,over,24,46,52.2,215,1,1,5,33,66.2,27,87,3.22,0,302,78,3.8718,73,4.6027,3,34:41,3:49,5,40,9,75,14,115,21,2,15,4,15,6,40.0%,1,0,0.0%,2,1,1,4,3,1,1,,5,232,46.40
TAM,2019,2019-10-06,1:00,12:00,@,NOR,5,5,Sun,L 24-31,,24,31,-7,55,3.0,not covered,46.0,over,15,27,55.6,158,2,0,6,46,104.6,22,94,4.27,1,252,55,4.5818,67,6.8209,,26:33,3:07,4,30,6,40,10,70,19,5,12,2,11,3,27.3%,1,1,100.0%,3,3,3,1,1,0,,,6,263,43.83
CIN,2019,2019-10-06,1:00,1:00,,ARI,5,5,Sun,L 23-26,,23,26,-3,49,-3.0,not covered,45.0,over,27,38,71.1,262,2,0,1,0,107.6,23,108,4.70,0,370,62,5.9677,71,7.2394,,28:57,3:03,7,60,12,96,19,156,21,6,12,3,12,5,41.7%,1,0,0.0%,2,2,2,3,3,0,,,3,147,49.00
CLE,2019,2019-09-16,8:15,8:15,@,NYJ,2,2,Mon,W 23-3,,23,3,20,26,-6.5,covered,45.5,under,19,35,54.3,305,1,1,3,20,83.6,21,70,3.33,1,375,59,6.3559,59,4.4407,1,29:41,3:02,9,85,12,89,21,174,16,3,10,3,13,4,30.8%,0,0,,2,2,2,3,3,0,,,6,231,38.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,2019,2019-12-29,1:00,1:00,@,CIN,17,16,Sun,L 23-33,,23,33,-10,56,-2.5,not covered,44.0,over,12,27,44.4,239,3,3,6,40,79.6,20,74,3.70,0,313,53,5.9057,68,5.3088,3,25:19,3:00,4,33,3,20,7,53,15,3,11,1,13,4,30.8%,1,1,100.0%,3,3,2,1,1,0,,,4,207,51.75
DEN,2019,2019-11-17,1:00,3:00,@,MIN,11,10,Sun,L 23-27,,23,27,-4,50,10.0,covered,40.5,over,18,40,45.0,270,1,1,2,8,66.5,33,124,3.76,1,394,75,5.2533,58,5.5345,1,36:43,3:15,6,35,5,49,11,84,20,6,11,3,18,5,27.8%,4,4,100.0%,2,2,2,4,3,0,,,3,105,35.00
DEN,2019,2019-12-01,4:25,2:25,,LAC,13,12,Sun,W 23-20,,23,20,3,43,4.5,covered,39.0,over,18,28,64.3,134,2,1,0,0,84.5,25,84,3.36,0,218,53,4.1132,61,5.8852,1,27:51,3:01,3,25,7,82,10,107,13,3,8,2,15,7,46.7%,0,0,,2,2,2,3,3,0,,,5,226,45.20
GNB,2019,2019-10-14,8:15,7:15,,DET,6,6,Mon,W 23-22,,23,22,1,45,-3.5,not covered,47.0,under,24,39,61.5,277,2,1,1,6,90.0,29,170,5.86,0,447,69,6.4783,55,5.4364,3,33:04,3:06,6,48,8,50,14,98,22,4,13,5,12,4,33.3%,0,0,,2,2,2,3,3,0,,,3,155,51.67
GNB,2019,2019-12-23,8:15,10:15,@,MIN,16,15,Mon,W 23-10,,23,10,13,33,4.0,covered,47.0,under,26,40,65.0,199,0,1,3,17,68.3,32,184,5.75,2,383,75,5.1067,53,2.6226,3,37:32,3:09,2,20,3,30,5,50,22,8,14,0,14,5,35.7%,0,0,,2,1,,3,3,1,1,,5,234,46.80
GNB,2019,2019-12-29,1:00,1:00,@,DET,17,16,Sun,W 23-20,,23,20,3,43,-13.5,not covered,44.0,under,27,55,49.1,312,2,1,1,11,72.0,30,120,4.00,0,432,86,5.0233,56,5.4464,1,34:56,3:20,9,97,4,50,13,147,25,6,18,1,20,8,40.0%,2,2,100.0%,2,2,2,4,3,0,,,5,221,44.20
HOU,2019,2019-10-20,1:00,1:00,@,IND,7,7,Sun,L 23-30,,23,30,-7,53,1.5,not covered,46.5,over,23,34,67.6,291,1,2,3,17,81.5,24,100,4.17,1,391,61,6.4098,67,5.7164,2,27:08,3:10,10,54,6,45,16,99,21,6,15,0,12,4,33.3%,3,1,33.3%,2,2,2,3,3,0,,,2,89,44.50
HOU,2019,2019-12-21,1:00,1:00,@,TAM,16,15,Sat,W 23-20,,23,20,3,43,-3.0,push,50.0,under,19,32,59.4,161,0,1,5,23,62.5,26,68,2.62,1,229,63,3.6349,72,6.0417,2,29:32,3:15,4,35,6,45,10,80,15,5,7,3,14,4,28.6%,1,1,100.0%,2,2,2,3,3,0,,,6,267,44.50
KAN,2019,2019-12-08,4:25,4:25,@,NWE,14,13,Sun,W 23-16,,23,16,7,39,3.0,covered,49.5,under,26,40,65.0,271,1,1,1,12,83.6,29,75,2.59,1,346,70,4.9429,62,4.4839,2,34:21,3:15,10,136,5,25,15,161,20,3,13,4,16,5,31.3%,1,1,100.0%,2,2,2,3,3,0,,,4,131,32.75
KAN,2019,2019-12-15,1:00,12:00,,DEN,15,14,Sun,W 23-3,,23,3,20,26,-10.0,covered,43.0,under,27,34,79.4,327,2,1,3,13,115.7,25,92,3.68,0,419,62,6.7581,57,4.4035,1,33:33,2:57,5,45,7,72,12,117,27,7,17,3,11,6,54.5%,0,0,,2,,,3,3,2,1,,2,79,39.50
MIN,2019,2019-11-03,1:00,12:00,@,KAN,9,9,Sun,L 23-26,,23,26,-3,49,-5.5,not covered,46.0,over,19,38,50.0,212,3,0,1,8,94.2,27,96,3.56,0,308,66,4.6667,58,6.5000,,28:12,3:07,3,25,4,25,7,50,17,4,12,1,15,5,33.3%,1,1,100.0%,3,3,2,1,1,0,,,8,353,44.13
TEN,2019,2019-10-20,4:05,3:05,,LAC,7,7,Sun,W 23-20,,23,20,3,43,-3.0,push,42.5,over,24,30,80.0,306,2,1,2,17,119.9,29,97,3.34,1,403,61,6.6066,60,6.0833,1,32:15,3:10,7,54,4,29,11,83,22,5,17,0,11,6,54.5%,2,1,50.0%,3,3,2,1,1,0,,,2,84,42.00
PHI,2019,2019-12-09,8:15,8:15,,NYG,14,13,Mon,W 23-17,OT,23,17,6,40,-9.5,not covered,45.5,under,33,50,66.0,300,2,0,3,25,97.5,32,118,3.69,1,418,85,4.9176,52,4.9038,1,42:51,3:20,4,30,7,54,11,84,27,9,16,2,21,9,42.9%,2,1,50.0%,3,2,2,2,1,0,,,8,387,48.38
PIT,2019,2019-10-06,1:00,1:00,,BAL,5,5,Sun,L 23-26,OT,23,26,-3,49,3.5,covered,44.0,over,21,31,67.7,192,1,1,1,11,83.1,19,77,4.05,1,269,51,5.2745,73,3.7945,2,25:34,3:23,11,76,11,92,22,168,18,3,9,6,9,3,33.3%,0,0,,2,2,2,3,3,0,,,4,175,43.75
PIT,2019,2019-12-08,4:25,2:25,@,ARI,14,13,Sun,W 23-17,,23,17,6,40,-2.5,covered,43.5,under,16,19,84.2,135,1,0,3,17,117.5,35,140,4.00,0,275,57,4.8246,57,4.1404,2,31:54,2:46,4,20,7,75,11,95,20,6,10,4,11,4,36.4%,1,0,0.0%,2,2,2,3,3,0,,,2,96,48.00
BAL,2019,2019-09-15,1:00,1:00,,ARI,2,2,Sun,W 23-17,,23,17,6,40,-13.0,not covered,46.0,under,24,37,64.9,258,2,0,2,14,104.8,33,182,5.52,0,440,72,6.1111,54,6.4630,,37:38,3:09,10,62,8,70,18,132,26,9,16,1,14,7,50.0%,1,0,0.0%,2,2,2,3,3,0,,,3,129,43.00
BAL,2019,2019-10-13,1:00,1:00,,CIN,6,6,Sun,W 23-17,,23,17,6,40,-10.5,not covered,47.0,under,21,33,63.6,228,0,0,1,8,84.9,43,269,6.26,2,497,77,6.4545,55,4.5455,1,39:42,3:12,10,81,4,20,14,101,26,15,11,0,15,9,60.0%,0,0,,2,2,2,3,3,0,,,2,84,42.00
SEA,2019,2020-01-12,6:40,5:40,@,GNB,19,19,Sun,L 23-28,,23,28,-5,51,4.5,not covered,46.0,over,21,31,67.7,265,1,0,5,12,106.5,24,110,4.58,2,375,60,6.2500,59,5.8305,,30:31,3:09,6,47,4,30,10,77,23,8,15,0,9,3,33.3%,1,1,100.0%,3,2,2,2,1,1,,,3,161,53.67
TAM,2019,2019-10-27,1:00,12:00,@,TEN,8,7,Sun,L 23-27,,23,27,-4,50,2.0,not covered,45.5,over,21,43,48.8,283,2,2,3,18,68.1,30,106,3.53,0,389,76,5.1184,57,4.3158,4,31:34,3:22,9,87,6,77,15,164,23,5,17,1,15,7,46.7%,2,1,50.0%,2,,,3,3,2,1,,3,129,43.00
ATL,2019,2019-11-24,1:00,1:00,,TAM,12,11,Sun,L 22-35,,22,35,-13,57,-3.5,not covered,51.5,over,28,55,50.9,280,1,1,6,46,67.7,19,57,3.00,1,337,80,4.2125,62,7.1935,2,31:38,3:22,7,60,8,51,15,111,22,5,14,3,16,4,25.0%,3,2,66.7%,2,1,1,3,3,1,,,6,261,43.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIN,2019,2019-12-01,1:00,1:00,,NYJ,13,12,Sun,W 22-6,,22,6,16,28,2.5,covered,43.0,under,22,37,59.5,233,1,0,1,10,88.0,25,44,1.76,1,277,63,4.3968,69,3.9275,,31:41,3:11,2,15,10,106,12,121,18,5,12,1,14,5,35.7%,0,0,,2,2,2,3,2,0,,1,5,238,47.60
DAL,2019,2019-10-13,4:25,4:25,@,NYJ,6,6,Sun,L 22-24,,22,24,-2,46,-7.0,not covered,43.5,over,28,40,70.0,270,0,0,1,8,89.4,34,129,3.79,2,399,75,5.3200,54,7.0741,,32:03,2:59,9,68,8,105,17,173,26,7,15,4,17,10,58.8%,1,0,0.0%,2,1,1,4,3,1,,,3,137,45.67
DET,2019,2019-10-14,8:15,7:15,@,GNB,6,5,Mon,L 22-23,,22,23,-1,45,3.5,covered,47.0,under,18,32,56.3,243,0,0,3,22,83.5,20,56,2.80,1,299,55,5.4364,69,6.4783,,26:56,3:06,8,50,6,48,14,98,13,3,10,0,13,3,23.1%,1,1,100.0%,1,1,1,5,5,0,,,4,186,46.50
HOU,2019,2020-01-04,4:35,3:35,,BUF,18,18,Sat,W 22-19,OT,22,19,3,41,-2.5,covered,43.0,under,20,25,80.0,219,1,0,7,28,121.2,33,141,4.27,1,360,65,5.5385,81,5.2469,1,36:25,3:38,4,20,7,64,11,84,19,5,13,1,13,6,46.2%,1,0,0.0%,2,,,2,2,2,2,,5,216,43.20
NWE,2019,2019-12-01,8:20,7:20,@,HOU,13,12,Sun,L 22-28,,22,28,-6,50,-3.5,not covered,47.0,over,24,47,51.1,303,3,1,3,23,85.9,29,145,5.00,0,448,79,5.6709,52,5.3077,1,34:35,3:16,8,60,8,79,16,139,29,9,16,4,17,9,52.9%,2,1,50.0%,3,2,1,1,1,1,,,4,176,44.00
NYJ,2019,2019-12-08,1:00,1:00,,MIA,14,13,Sun,W 22-21,,22,21,1,43,-5.0,not covered,47.0,under,20,36,55.6,262,2,1,1,8,86.6,32,112,3.50,0,374,69,5.4203,65,5.5692,1,29:54,3:06,5,88,5,48,10,136,22,4,15,3,14,6,42.9%,1,0,0.0%,2,2,1,3,3,0,,,3,125,41.67
PHI,2019,2019-11-03,1:00,1:00,,CHI,9,9,Sun,W 22-14,,22,14,8,36,-5.0,covered,41.0,under,26,39,66.7,227,1,0,4,12,91.7,35,146,4.17,1,373,78,4.7821,42,3.9048,,40:18,3:02,8,75,9,70,17,145,26,7,16,3,18,8,44.4%,1,1,100.0%,2,2,1,3,3,0,,,5,245,49.00
SFO,2019,2019-12-15,4:25,1:25,,ATL,15,14,Sun,L 22-29,,22,29,-7,51,-10.5,not covered,50.0,over,22,34,64.7,193,1,0,1,7,90.3,27,120,4.44,1,313,62,5.0484,61,4.7541,2,30:48,3:14,7,67,11,98,18,165,20,8,10,2,12,4,33.3%,1,1,100.0%,2,2,1,3,3,0,,,4,184,46.00
TAM,2019,2019-12-29,1:00,1:00,,ATL,17,16,Sun,L 22-28,OT,22,28,-6,50,-1.0,not covered,48.0,over,13,24,54.2,193,2,2,1,8,75.2,21,136,6.48,0,329,46,7.1522,87,4.2874,3,23:45,3:13,12,97,5,53,17,150,14,5,8,1,8,1,12.5%,1,1,100.0%,3,2,2,3,,1,1,,3,120,40.00
BUF,2019,2019-09-22,1:00,1:00,,CIN,3,3,Sun,W 21-17,,21,17,4,38,-5.5,not covered,43.5,under,23,36,63.9,241,1,1,1,2,81.1,36,175,4.86,1,416,73,5.6986,57,5.3684,2,36:54,3:15,7,55,8,54,15,109,25,11,12,2,13,5,38.5%,0,0,,2,1,1,3,2,1,1,,5,173,34.60
CAR,2019,2019-12-01,1:00,1:00,,WAS,13,12,Sun,L 21-29,,21,29,-8,50,-10.5,not covered,38.5,over,27,46,58.7,213,2,1,7,65,81.6,20,65,3.25,1,278,73,3.8082,60,6.0333,2,29:23,3:32,5,43,6,65,11,108,22,2,18,2,16,5,31.3%,2,1,50.0%,3,3,3,,,0,,,8,338,42.25
CHI,2019,2019-10-06,1:00,6:00,@,OAK,5,5,Sun,L 21-24,,21,24,-3,45,-6.5,not covered,39.5,over,22,30,73.3,194,2,2,4,37,89.7,17,42,2.47,1,236,51,4.6275,71,5.6056,2,25:17,3:08,10,75,6,69,16,144,15,1,12,2,11,4,36.4%,0,0,,3,3,3,,,0,,,5,213,42.60
CHI,2019,2019-12-29,1:00,3:00,@,MIN,17,16,Sun,W 21-19,,21,19,2,40,-5.0,not covered,36.5,over,26,37,70.3,179,0,0,4,28,84.0,34,158,4.65,1,337,75,4.4933,47,6.3830,1,37:40,2:56,3,34,3,40,6,74,24,10,13,1,16,7,43.8%,2,1,50.0%,1,1,1,4,4,0,,1,2,111,55.50
CLE,2019,2019-11-14,8:20,8:20,,PIT,11,10,Thu,W 21-7,,21,7,14,28,-3.0,covered,41.5,under,17,32,53.1,189,2,0,1,4,92.3,35,104,2.97,1,293,68,4.3088,64,3.6875,,33:58,3:26,8,121,6,41,14,162,17,6,10,1,16,6,37.5%,0,0,,3,3,3,2,,0,,,8,366,45.75
GNB,2019,2019-09-15,1:00,12:00,,MIN,2,2,Sun,W 21-16,,21,16,5,37,-3.0,covered,43.0,under,22,34,64.7,191,2,0,2,18,101.2,33,144,4.36,1,335,69,4.8551,60,7.0167,2,34:06,3:18,6,35,8,100,14,135,20,7,12,1,15,5,33.3%,1,0,0.0%,3,3,3,,,0,,,8,381,47.63
GNB,2019,2019-12-15,1:00,12:00,,CHI,15,14,Sun,W 21-13,,21,13,8,34,-4.0,covered,40.0,under,16,33,48.5,192,1,0,1,11,78.2,24,100,4.17,2,292,58,5.0345,83,5.0000,,25:38,3:17,4,30,4,35,8,65,12,5,7,0,15,5,33.3%,3,1,33.3%,3,3,3,,,0,,,7,250,35.71
MIA,2019,2019-10-20,1:00,1:00,@,BUF,7,6,Sun,L 21-31,,21,31,-10,52,17.0,covered,42.5,over,23,35,65.7,272,1,1,1,10,88.0,30,109,3.63,2,381,66,5.7727,51,5.9804,2,33:31,3:00,6,55,9,83,15,138,24,8,13,3,13,7,53.8%,2,2,100.0%,3,3,3,,,0,,,4,196,49.00
MIA,2019,2019-12-08,1:00,1:00,@,NYJ,14,13,Sun,L 21-22,,21,22,-1,43,5.0,covered,47.0,under,21,37,56.8,240,0,1,2,5,65.7,26,122,4.69,0,362,65,5.5692,69,5.4203,1,30:06,3:06,5,48,5,88,10,136,22,4,13,5,13,4,30.8%,0,0,,0,,,8,7,0,,,1,45,45.00
NYG,2019,2019-10-20,1:00,1:00,,ARI,7,7,Sun,L 21-27,,21,27,-6,48,-3.5,not covered,49.5,under,22,35,62.9,156,1,1,8,67,78.6,22,107,4.86,1,263,65,4.0462,61,4.0164,3,30:01,3:03,6,75,10,85,16,160,21,5,14,2,12,4,33.3%,3,1,33.3%,3,3,3,1,,0,,,3,112,37.33
NYJ,2019,2019-12-12,8:20,8:20,@,BAL,15,14,Thu,L 21-42,,21,42,-21,63,17.0,not covered,44.0,over,18,32,56.3,207,2,1,1,11,85.2,24,103,4.29,0,310,57,5.4386,59,7.2881,2,28:22,3:00,8,94,6,35,14,129,13,4,9,0,14,6,42.9%,2,0,0.0%,3,2,1,1,,1,1,,4,204,51.00
Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEN,2019,2019-12-15,1:00,12:00,,HOU,15,14,Sun,L 21-24,,21,24,-3,45,-3.0,not covered,50.0,under,22,37,59.5,269,2,1,2,10,89.8,28,163,5.82,1,432,67,6.4478,63,5.9365,1,28:40,3:02,4,30,5,27,9,57,24,7,15,2,10,4,40.0%,2,1,50.0%,3,3,3,1,,0,,,3,145,48.33
OAK,2019,2019-12-08,4:25,1:25,,TEN,14,13,Sun,L 21-42,,21,42,-21,63,3.0,not covered,47.0,over,25,34,73.5,258,2,0,2,4,115.1,24,97,4.04,1,355,60,5.9167,59,9.3559,1,30:48,2:58,3,20,4,21,7,41,22,7,13,2,10,4,40.0%,1,0,0.0%,3,3,3,,,0,,,5,221,44.20
LAR,2019,2019-12-15,4:25,3:25,@,DAL,15,14,Sun,L 21-44,,21,44,-23,65,-1.0,not covered,48.5,over,34,52,65.4,267,2,1,2,22,84.5,14,22,1.57,1,289,68,4.2500,68,6.9853,1,23:54,3:14,5,29,4,16,9,45,23,3,17,3,12,4,33.3%,2,1,50.0%,3,1,1,,,2,1,,5,279,55.80
LAC,2019,2019-12-29,1:00,12:00,@,KAN,17,16,Sun,L 21-31,,21,31,-10,52,10.0,push,46.0,over,31,46,67.4,258,2,2,3,23,80.1,25,108,4.32,1,366,74,4.9459,48,7.0000,2,36:04,3:03,8,40,5,39,13,79,25,8,14,3,15,8,53.3%,4,2,50.0%,3,3,3,,,0,,,3,134,44.67
SEA,2019,2019-09-08,4:05,1:05,,CIN,1,1,Sun,W 21-20,,21,20,1,41,-9.5,not covered,44.0,under,14,20,70.0,160,2,0,4,35,134.4,25,72,2.88,1,232,49,4.7347,70,6.1286,1,24:10,3:12,8,55,7,57,15,112,12,4,6,2,12,4,33.3%,0,0,,3,3,3,,,0,,,8,376,47.00
SEA,2019,2019-12-29,8:20,5:20,,SFO,17,16,Sun,L 21-26,,21,26,-5,47,3.5,not covered,47.0,push,25,40,62.5,223,2,0,1,10,95.1,30,125,4.17,1,348,71,4.9014,48,8.2917,,32:56,3:05,5,29,8,57,13,86,27,6,17,4,14,8,57.1%,3,1,33.3%,3,3,3,,,0,,,3,150,50.00
WAS,2019,2019-09-15,1:00,1:00,,DAL,2,2,Sun,L 21-31,,21,31,-10,52,6.0,not covered,46.5,over,26,37,70.3,208,2,0,1,13,103.5,17,47,2.76,1,255,55,4.6364,65,7.2923,,26:38,2:54,6,44,8,67,14,111,19,4,12,3,9,2,22.2%,3,2,66.7%,3,3,3,,,0,,,4,198,49.50
ATL,2019,2019-10-27,1:00,1:00,,SEA,8,8,Sun,L 20-27,,20,27,-7,47,7.5,covered,48.5,under,39,52,75.0,441,1,1,2,19,99.8,17,69,4.06,1,510,71,7.1831,55,5.8545,3,30:47,3:00,5,40,9,60,14,100,30,4,24,2,9,3,33.3%,1,1,100.0%,2,,,4,2,2,1,,1,36,36.00
BUF,2019,2019-11-24,1:00,1:00,,DEN,12,11,Sun,W 20-3,,20,3,17,23,-3.5,covered,37.0,under,15,25,60.0,180,2,1,1,5,92.9,47,244,5.19,0,424,73,5.8082,46,2.9130,1,35:04,2:57,12,90,7,70,19,160,22,13,8,1,16,8,50.0%,0,0,,2,2,2,2,2,0,,,4,128,32.00
CAR,2019,2019-12-08,1:00,1:00,@,ATL,14,13,Sun,L 20-40,,20,40,-20,60,3.5,not covered,48.0,over,28,41,68.3,245,1,2,5,48,76.6,22,100,4.55,1,345,68,5.0735,67,6.8806,4,28:16,3:11,7,44,6,58,13,102,27,8,18,1,10,3,30.0%,0,0,,2,2,2,2,2,0,,,4,185,46.25
CHI,2019,2019-11-10,1:00,12:00,,DET,10,9,Sun,W 20-13,,20,13,7,33,-6.0,covered,38.0,under,16,23,69.6,145,3,0,5,28,131.0,24,81,3.38,0,226,52,4.3462,75,4.7600,,28:06,3:07,7,57,8,76,15,133,13,4,7,2,12,2,16.7%,1,1,100.0%,3,3,2,,,0,,,9,387,43.00
CIN,2019,2019-09-08,4:05,1:05,@,SEA,1,1,Sun,L 20-21,,20,21,-1,41,9.5,covered,44.0,under,35,51,68.6,395,2,0,5,23,106.5,14,34,2.43,0,429,70,6.1286,49,4.7347,3,35:50,3:12,7,57,8,55,15,112,22,1,18,3,15,6,40.0%,1,0,0.0%,2,2,2,3,2,0,,,4,177,44.25
IND,2019,2019-12-29,4:25,4:25,@,JAX,17,16,Sun,L 20-38,,20,38,-18,58,-5.0,not covered,41.5,over,12,25,48.0,143,0,0,3,19,69.1,27,132,4.89,2,275,55,5.0000,66,5.3485,2,26:07,3:03,4,36,3,27,7,63,17,9,7,1,12,4,33.3%,1,0,0.0%,2,2,2,2,2,0,,,3,133,44.33
ARI,2019,2019-09-22,4:05,2:05,,CAR,3,3,Sun,L 20-38,,20,38,-18,58,-2.5,not covered,46.0,over,30,43,69.8,127,2,2,8,46,73.1,22,121,5.50,0,248,73,3.3973,59,7.0000,2,31:44,2:56,7,52,3,35,10,87,21,10,9,2,17,9,52.9%,1,1,100.0%,2,2,2,2,2,0,,,5,212,42.40
DEN,2019,2019-10-06,4:05,1:05,@,LAC,5,5,Sun,W 20-13,,20,13,7,33,4.0,covered,46.0,under,14,20,70.0,159,1,1,3,23,94.2,32,191,5.97,1,350,55,6.3636,64,3.8438,2,29:36,3:03,12,122,4,43,16,165,15,8,6,1,11,3,27.3%,0,0,,2,2,2,3,2,0,,,4,184,46.00
