Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,TD,XPA,XPM,Att,Md,Sfty,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,TO,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Rush,Pass,Tot,TO,KR,PR,IR,FR,OR,RetTD,Q1,Q2,Q3,Q1,Q2,Q3,Q4,1stHalf,2ndHalf
NYG,2016,2016-10-03,8:35,7:35,@,MIN,4,4,Mon,L 10-24,,3,3,3,2,1,0,26,36,72.2,262,1,0,0,0,101.9,33,104,3.15,2,366,,22,6,14,2,16,8,50.0%,0,0,,-26,-1,-27,-2,0,0,0,0,0,0,-7,-11,-14,-7,-4,-3,0,-11,-3
NYG,2016,2016-12-22,8:25,8:25,@,PHI,16,15,Thu,L 19-24,,3,3,3,1,1,0,14,25,56.0,168,1,1,0,0,73.4,30,118,3.93,1,286,1,15,6,7,2,12,4,33.3%,1,0,0.0%,-4,188,184,-2,0,0,0,0,0,0,-11,-8,-5,-11,3,3,0,-8,3
NYJ,2016,2016-09-25,4:26,3:26,@,KAN,3,3,Sun,L 3-24,,3,3,3,1,1,0,25,33,75.8,221,1,0,2,16,103.2,27,72,2.67,0,293,1,18,4,14,0,15,7,46.7%,1,0,0.0%,45,-33,12,-7,0,0,0,0,0,0,-7,-14,-14,-7,-7,0,-7,-14,-7
NYJ,2016,2016-10-02,1:03,1:03,,SEA,4,4,Sun,L 17-27,,3,3,3,2,2,0,23,32,71.9,288,3,0,2,21,130.7,26,66,2.54,0,354,,21,4,15,2,10,3,30.0%,0,0,,-8,-41,-49,-3,0,0,0,0,0,0,3,-4,-7,3,-7,-3,-3,-4,-6
NYJ,2016,2016-10-30,1:02,1:02,@,CLE,8,8,Sun,W 31-28,,3,2,2,2,2,0,27,51,52.9,339,2,2,1,6,70.6,18,68,3.78,1,407,2,22,4,17,1,16,8,50.0%,0,0,,103,-117,-14,2,0,0,0,0,0,0,-10,-13,1,-10,-3,14,2,-13,16
Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,TD,XPA,XPM,Att,Md,Sfty,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,TO,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Rush,Pass,Tot,TO,KR,PR,IR,FR,OR,RetTD,Q1,Q2,Q3,Q1,Q2,Q3,Q4,1stHalf,2ndHalf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYJ,2016,2016-11-06,1:00,1:00,@,MIA,9,9,Sun,L 23-27,,3,3,3,2,2,0,17,29,58.6,137,1,0,1,12,82.1,32,137,4.28,1,274,,20,7,9,4,11,5,45.5%,1,0,0.0%,3,54,57,-2,0,0,0,0,0,0,3,-1,-7,3,-4,-6,3,-1,-3
TEN,2016,2016-10-02,1:02,12:02,@,HOU,4,4,Sun,L 20-27,,3,3,3,3,2,0,25,37,67.6,244,2,2,1,10,81.4,24,115,4.79,0,359,2,21,6,13,2,12,5,41.7%,1,0,0.0%,9,-48,-39,1,0,0,0,0,0,0,-11,-3,-7,-11,8,-4,0,-3,-4
TEN,2016,2016-10-16,1:02,12:02,,CLE,6,6,Sun,W 28-26,,3,2,2,2,2,0,27,42,64.3,301,2,0,6,36,101.4,15,40,2.67,1,341,,16,1,13,2,14,3,21.4%,2,2,100.0%,97,-31,66,-1,0,0,0,0,0,0,1,1,8,1,0,7,-6,1,1
TEN,2016,2016-10-27,8:26,7:26,,JAX,8,8,Thu,W 36-22,,3,2,2,0,0,0,33,54,61.1,322,3,0,2,15,96.4,11,48,4.36,0,370,1,27,3,22,2,13,6,46.2%,1,0,0.0%,166,-42,124,1,0,0,0,0,0,0,3,27,25,3,24,-2,-11,27,-13
TEN,2016,2016-11-13,1:00,12:00,,GNB,10,10,Sun,W 47-25,,3,2,1,2,2,0,32,55,58.2,333,2,2,5,46,72.8,13,69,5.31,1,402,3,21,4,17,0,15,4,26.7%,4,2,50.0%,85,-41,44,3,0,0,0,0,0,0,21,19,16,21,-2,-3,6,19,3
TEN,2016,2016-11-20,1:00,1:00,@,IND,11,11,Sun,L 17-24,,3,3,3,2,1,0,15,28,53.6,251,2,1,2,11,93.0,28,76,2.71,1,327,1,18,4,13,1,12,5,41.7%,1,1,100.0%,21,3,24,1,0,0,0,0,0,0,-14,-14,-7,-14,0,7,0,-14,7
TEN,2016,2016-11-27,1:00,12:00,@,CHI,12,12,Sun,W 27-21,,3,3,3,0,0,0,28,54,51.9,316,3,2,0,0,72.8,22,95,4.32,0,411,2,25,3,20,2,17,9,52.9%,3,1,33.3%,54,-90,-36,2,0,0,0,0,0,0,0,14,17,0,14,3,-11,14,-8
PHI,2016,2016-10-09,1:02,1:02,@,DET,5,4,Sun,L 23-24,,3,3,3,1,1,0,19,25,76.0,164,3,0,4,16,132.3,27,80,2.96,0,244,1,21,6,10,5,9,3,33.3%,2,2,100.0%,36,66,102,-1,0,0,0,0,0,0,-14,-11,-1,-14,3,10,0,-11,10
PHI,2016,2016-10-16,1:03,1:03,@,WAS,6,5,Sun,L 20-27,,3,3,3,2,2,0,18,34,52.9,263,2,1,0,0,85.8,33,230,6.97,1,493,1,26,10,11,5,13,7,53.8%,0,0,,-136,-118,-254,1,1,0,1,0,0,2,-7,-7,-10,-7,0,-3,3,-7,0
PHI,2016,2016-10-30,8:31,7:31,@,DAL,8,7,Sun,L 23-29,OT,3,2,2,3,3,0,19,40,47.5,273,2,1,2,14,76.4,34,187,5.50,1,460,1,26,12,13,1,14,4,28.6%,2,2,100.0%,-90,-79,-169,0,0,0,0,0,0,0,-4,3,7,-4,7,4,-7,3,-3
PHI,2016,2016-11-20,4:25,1:25,@,SEA,11,10,Sun,L 15-26,,3,3,2,3,2,0,19,32,59.4,287,2,0,1,0,109.8,30,152,5.07,1,439,,18,5,12,1,15,5,33.3%,0,0,,-39,-92,-131,-2,0,0,0,0,0,0,-6,-9,-16,-6,-3,-7,5,-9,-2
PHI,2016,2016-11-28,8:30,8:30,,GNB,12,11,Mon,L 13-27,,3,3,3,2,2,0,30,39,76.9,313,2,0,0,0,116.7,28,74,2.64,1,387,,25,7,15,3,14,10,71.4%,1,1,100.0%,7,-102,-95,-1,0,0,0,0,0,0,0,-4,-4,0,-4,0,-10,-4,-10
PHI,2016,2016-12-04,1:00,1:00,@,CIN,13,12,Sun,L 14-32,,3,3,2,4,4,0,23,31,74.2,332,2,0,0,0,130.0,33,80,2.42,1,412,2,21,4,13,4,14,7,50.0%,0,0,,-27,-26,-53,-1,0,0,0,0,0,0,-10,-19,-22,-10,-9,-3,4,-19,1
PHI,2016,2016-12-18,1:00,1:00,@,BAL,15,14,Sun,L 26-27,,3,3,3,2,2,0,16,30,53.3,189,2,1,3,17,81.1,24,151,6.29,1,340,2,18,4,12,2,11,4,36.4%,0,0,,18,-30,-12,1,0,0,0,0,0,0,-7,-6,-6,-7,1,0,5,-6,5
PIT,2016,2016-10-16,1:02,1:02,@,MIA,6,6,Sun,L 15-30,,3,3,3,5,3,0,24,32,75.0,252,0,0,0,0,97.4,36,222,6.17,3,474,,24,12,10,2,14,7,50.0%,0,0,,-94,-83,-177,-2,0,0,0,0,0,0,5,-8,-15,5,-13,-7,0,-8,-7
PIT,2016,2016-12-11,1:00,1:00,@,BUF,14,13,Sun,W 27-20,,3,3,2,0,0,0,15,25,60.0,208,2,1,5,20,96.7,18,67,3.72,1,275,1,14,4,9,1,9,3,33.3%,0,0,,173,12,185,-2,0,0,0,0,0,0,7,7,14,7,0,7,-7,7,0
PIT,2016,2017-01-01,1:00,1:00,,CLE,17,16,Sun,W 27-24,OT,3,3,3,2,1,0,29,40,72.5,206,2,1,4,26,90.2,33,231,7.00,1,437,4,27,12,13,2,15,8,53.3%,0,0,,-162,37,-125,3,0,0,0,0,0,0,-7,-7,-7,-7,0,0,7,-7,7
OAK,2016,2016-10-02,1:02,1:02,@,BAL,4,4,Sun,W 28-27,,3,1,1,2,2,0,32,52,61.5,282,1,0,2,16,82.4,26,130,5.00,2,412,1,25,7,15,3,17,5,29.4%,2,1,50.0%,-68,-83,-151,0,0,0,0,0,0,0,7,8,2,7,1,-6,-1,8,-7
OAK,2016,2016-10-16,4:05,1:05,,KAN,6,6,Sun,L 10-26,,3,3,2,3,2,0,19,23,82.6,223,0,0,1,1,107.1,40,183,4.58,3,406,,22,11,11,0,13,7,53.8%,0,0,,-119,-2,-121,-2,0,0,0,0,0,0,0,-3,-13,0,-3,-10,-3,-3,-13
OAK,2016,2016-10-30,1:02,1:02,@,TAM,8,8,Sun,W 30-24,OT,3,2,1,1,1,0,16,32,50.0,168,2,0,2,12,86.5,27,102,3.78,1,270,,18,3,9,6,13,4,30.8%,0,0,,26,330,356,-1,0,0,0,0,0,0,-3,-7,7,-3,-4,14,-7,-7,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAK,2016,2016-12-04,4:05,1:05,,BUF,13,12,Sun,W 38-24,,3,3,3,1,1,0,18,35,51.4,170,0,1,4,21,53.3,30,212,7.07,3,382,2,24,11,12,1,15,9,60.0%,0,0,,-73,90,17,2,0,0,0,0,0,0,0,-1,-1,0,-1,0,15,-1,15
OAK,2016,2016-12-08,8:25,7:25,@,KAN,14,13,Thu,L 13-21,,3,3,3,0,0,0,17,26,65.4,258,1,1,1,6,94.7,27,65,2.41,1,323,3,14,4,9,1,11,5,45.5%,1,0,0.0%,70,-149,-79,3,0,0,0,0,0,0,3,-11,-8,3,-14,3,0,-11,3
OAK,2016,2016-12-24,4:05,1:05,,IND,16,15,Sat,W 33-25,,3,2,2,1,1,0,19,29,65.5,288,2,2,0,0,92.3,24,102,4.25,1,390,3,20,5,14,1,8,4,50.0%,1,0,0.0%,108,-35,73,3,0,0,0,0,0,0,0,12,19,0,12,7,-11,12,-4
OAK,2016,2017-01-01,4:25,2:25,@,DEN,17,16,Sun,L 6-24,,3,3,3,2,1,0,17,27,63.0,206,2,1,0,0,95.6,40,143,3.58,1,349,1,18,5,8,5,15,5,33.3%,3,1,33.3%,-86,-42,-128,-2,0,0,0,0,0,0,-7,-17,-18,-7,-10,-1,0,-17,-1
LAR,2016,2016-12-15,8:25,5:25,@,SEA,15,14,Thu,L 3-24,,3,3,3,1,1,0,19,26,73.1,227,3,1,2,2,121.8,30,72,2.40,0,299,1,19,6,8,5,15,7,46.7%,1,1,100.0%,-25,-91,-116,1,0,0,0,0,0,0,0,-7,-14,0,-7,-7,-7,-7,-14
LAR,2016,2016-12-24,4:25,1:25,,SFO,16,15,Sat,L 21-22,,3,2,2,0,0,0,28,37,75.7,253,2,1,4,13,100.4,29,70,2.41,1,323,2,21,5,14,2,16,6,37.5%,1,1,100.0%,29,-175,-146,0,0,0,0,0,0,0,7,7,7,7,0,0,-8,7,-8
BAL,2016,2016-09-18,1:02,1:02,@,CLE,2,2,Sun,W 25-20,,3,3,2,1,0,0,20,33,60.6,242,2,2,3,18,78.1,23,145,6.30,1,387,2,17,2,15,0,15,8,53.3%,1,1,100.0%,-65,60,-5,0,0,0,0,0,0,0,-18,-8,-1,-18,10,7,6,-8,13
BAL,2016,2016-10-16,1:02,1:02,@,NYG,6,6,Sun,L 23-27,,3,3,3,2,2,0,32,46,69.6,397,3,2,1,6,99.6,17,38,2.24,0,435,3,19,0,16,3,14,4,28.6%,3,3,100.0%,60,-104,-44,3,0,0,0,0,0,0,10,3,-4,10,-7,-7,0,3,-7
BAL,2016,2016-10-23,1:04,1:04,@,NYJ,7,7,Sun,L 16-24,,3,3,3,2,1,0,13,22,59.1,189,2,0,5,26,117.4,39,155,3.97,1,344,2,16,7,7,2,16,6,37.5%,1,0,0.0%,-144,45,-99,-1,0,0,0,1,0,1,3,2,-8,3,-1,-10,0,2,-10
BAL,2016,2016-11-20,1:00,12:00,@,DAL,11,10,Sun,L 17-27,,3,3,3,2,2,0,27,36,75.0,299,3,0,1,2,127.0,30,118,3.93,0,417,,27,6,19,2,12,7,58.3%,0,0,,-17,-32,-49,0,0,0,0,0,0,0,7,0,-7,7,-7,-7,-3,0,-10
BAL,2016,2017-01-01,1:00,1:00,@,CIN,17,16,Sun,L 10-27,,3,3,3,2,2,0,18,28,64.3,218,1,0,1,8,100.0,38,153,4.03,2,371,,25,10,13,2,8,1,12.5%,0,0,,-81,45,-36,-2,0,0,0,0,0,0,-11,-17,-17,-11,-6,0,0,-17,0
SDG,2016,2016-09-25,4:25,4:25,@,IND,3,3,Sun,L 22-26,,3,2,2,2,2,0,24,37,64.9,317,1,1,2,14,89.6,26,93,3.58,2,410,2,24,6,13,5,9,2,22.2%,1,1,100.0%,-56,-2,-58,-1,0,0,0,1,0,1,-10,0,-1,-10,10,-1,-3,0,-4
SDG,2016,2016-10-09,4:25,1:25,@,OAK,5,5,Sun,L 31-34,,3,2,2,5,4,0,25,40,62.5,300,2,1,3,17,91.7,25,89,3.56,1,389,1,19,6,12,1,14,5,35.7%,1,1,100.0%,-17,51,34,-3,0,0,0,0,0,0,-3,1,-3,-3,4,-4,0,1,-4
SDG,2016,2016-10-23,4:05,4:05,@,ATL,7,7,Sun,W 33-30,OT,3,3,3,4,3,0,22,34,64.7,256,1,1,3,17,84.9,26,130,5.00,1,386,1,21,8,13,0,12,6,50.0%,1,0,0.0%,-52,92,40,-1,0,0,0,0,0,0,1,-10,-7,1,-11,3,7,-10,10
SDG,2016,2016-10-30,4:05,2:05,@,DEN,8,8,Sun,L 19-27,,3,3,3,2,2,0,20,38,52.6,267,0,1,1,9,64.3,25,57,2.28,2,324,3,15,5,10,0,15,5,33.3%,1,0,0.0%,66,-21,45,0,0,0,1,0,0,1,4,-3,-4,4,-7,-1,-4,-3,-5
SDG,2016,2016-12-04,4:25,1:25,,TAM,13,12,Sun,L 21-28,,3,2,2,3,2,0,20,30,66.7,268,1,1,1,12,92.1,30,81,2.70,1,349,1,20,5,14,1,13,5,38.5%,1,1,100.0%,38,-57,-19,-1,0,0,0,0,0,0,0,7,4,0,7,-3,-11,7,-14
SEA,2016,2016-10-16,4:26,1:26,,ATL,6,5,Sun,W 26-24,,3,3,3,1,1,0,27,42,64.3,310,3,1,4,25,100.3,18,52,2.89,0,362,2,22,4,17,1,11,3,27.3%,2,1,50.0%,20,-49,-29,2,0,0,0,0,0,0,7,14,-7,7,7,-21,9,14,-12
SEA,2016,2016-11-07,8:30,5:30,,BUF,9,8,Mon,W 31-25,,3,2,2,2,1,0,27,39,69.2,263,1,1,5,26,85.7,38,162,4.26,2,425,1,30,11,16,3,17,12,70.6%,1,0,0.0%,-129,-18,-147,1,0,0,0,0,0,0,-7,11,11,-7,18,0,-5,11,-5
SEA,2016,2016-11-13,8:30,8:30,@,NWE,10,9,Sun,W 31-24,,3,3,3,1,1,0,23,32,71.9,304,0,1,2,12,88.5,28,81,2.89,3,385,2,25,8,13,4,10,6,60.0%,1,0,0.0%,15,20,35,2,0,0,0,0,0,0,-1,5,1,-1,6,-4,6,5,2
SEA,2016,2017-01-01,4:25,1:25,@,SFO,17,16,Sun,W 25-23,,3,3,3,0,0,1,17,22,77.3,191,1,0,5,24,117.8,31,62,2.00,2,253,2,14,7,7,0,11,2,18.2%,3,2,66.7%,25,98,123,2,0,0,0,0,0,0,-4,5,6,-4,9,1,-4,5,-3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFO,2016,2016-10-02,4:25,1:25,,DAL,4,4,Sun,L 17-24,,3,3,3,2,1,0,23,32,71.9,234,2,0,2,11,113.3,39,194,4.97,1,428,,26,12,11,3,14,6,42.9%,0,0,,-88,-45,-133,-1,0,0,0,0,0,0,7,0,-4,7,-7,-4,-3,0,-7
SFO,2016,2016-12-04,1:00,12:00,@,CHI,13,12,Sun,L 6-26,,3,3,3,1,1,1,11,18,61.1,184,0,0,1,8,95.6,40,142,3.55,3,326,1,19,8,9,2,14,6,42.9%,0,0,,-1,-178,-179,1,0,0,0,0,0,0,0,-1,-15,0,-1,-14,-5,-1,-19
SFO,2016,2016-12-24,4:25,1:25,@,LAR,16,15,Sat,W 22-21,,3,3,3,0,0,0,11,24,45.8,78,1,2,4,12,33.0,29,99,3.41,2,177,2,13,6,5,2,13,4,30.8%,1,1,100.0%,-29,175,146,0,0,0,0,0,0,0,-7,-7,-7,-7,0,0,8,-7,8
TAM,2016,2016-10-02,4:05,4:05,,DEN,4,4,Sun,L 7-27,,3,3,3,2,2,0,19,31,61.3,218,2,0,4,20,104.0,32,89,2.78,1,307,,22,4,14,4,13,3,23.1%,0,0,,-17,-75,-92,-3,0,0,0,0,0,0,0,-10,-13,0,-10,-3,-7,-10,-10
TAM,2016,2016-12-04,4:25,1:25,@,SDG,13,12,Sun,W 28-21,,3,3,3,1,0,0,15,26,57.7,211,2,2,2,14,77.6,25,119,4.76,1,330,2,18,8,9,1,8,4,50.0%,0,0,,-38,57,19,1,0,0,1,0,0,1,0,-7,-4,0,-7,3,11,-7,14
TAM,2016,2016-12-24,4:25,3:25,@,NOR,16,15,Sat,L 24-31,,3,2,2,3,3,0,23,34,67.6,294,1,0,2,5,104.3,31,123,3.97,2,417,,25,9,15,1,12,5,41.7%,0,0,,-34,-34,-68,-2,0,0,0,0,0,0,-7,-6,-7,-7,1,-1,0,-6,-1
WAS,2016,2016-09-18,1:03,1:03,,DAL,2,2,Sun,L 23-27,,3,3,3,2,2,0,22,30,73.3,278,0,0,4,14,101.8,30,102,3.40,3,380,1,24,8,13,3,12,6,50.0%,1,1,100.0%,-20,72,52,0,0,0,0,0,0,0,-10,-3,3,-10,7,6,-7,-3,-1
WAS,2016,2016-09-25,1:02,1:02,@,NYG,3,3,Sun,W 29-27,,3,3,3,2,2,0,25,38,65.8,337,1,2,2,13,80.7,21,120,5.71,2,457,3,28,8,16,4,9,4,44.4%,0,0,,-30,-24,-54,2,0,0,0,0,0,0,-8,-5,-1,-8,3,4,3,-5,7
WAS,2016,2016-11-13,1:00,1:00,,MIN,10,9,Sun,W 26-20,,3,3,2,0,0,0,31,40,77.5,284,2,1,3,23,102.5,21,47,2.24,1,331,1,22,4,16,2,11,5,45.5%,1,0,0.0%,81,-24,57,0,0,0,0,0,0,0,7,-6,0,7,-13,6,6,-6,12
WAS,2016,2016-11-20,8:30,8:30,,GNB,11,10,Sun,W 42-24,,3,3,3,2,1,0,27,44,61.4,340,3,1,2,20,98.7,19,84,4.42,0,424,2,19,2,15,2,15,7,46.7%,2,1,50.0%,67,24,91,2,0,0,0,0,0,0,7,3,12,7,-4,9,6,3,15
WAS,2016,2016-12-24,1:00,12:00,@,CHI,16,15,Sat,W 41-21,,3,3,3,1,0,0,24,40,60.0,318,2,5,1,5,62.3,26,140,5.38,1,458,5,31,10,18,3,10,7,70.0%,1,1,100.0%,68,-48,20,5,0,0,0,0,0,0,14,10,17,14,-4,7,3,10,10
ATL,2016,2016-11-13,1:00,1:00,@,PHI,10,10,Sun,L 15-24,,2,1,1,5,3,0,25,36,69.4,221,0,0,2,10,85.5,38,208,5.47,2,429,1,25,12,12,1,14,5,35.7%,1,0,0.0%,-160,34,-126,0,0,0,0,0,0,0,-7,-1,-1,-7,6,0,-8,-1,-8
ATL,2016,2016-11-27,1:00,1:00,,ARI,12,11,Sun,W 38-19,,2,1,1,2,2,0,25,45,55.6,274,2,1,2,15,79.3,14,58,4.14,0,332,1,23,3,17,3,11,4,36.4%,2,1,50.0%,58,-30,28,0,0,0,0,0,0,0,0,4,11,0,4,7,8,4,15
ATL,2016,2016-12-11,4:25,1:25,@,LAR,14,13,Sun,W 42-14,,2,2,2,0,0,0,24,41,58.5,208,0,2,3,27,51.7,23,104,4.52,2,312,5,21,6,13,2,14,6,42.9%,0,0,,-38,12,-26,5,0,0,1,1,0,2,7,21,42,7,14,21,-14,21,7
ATL,2016,2016-12-18,4:05,4:05,,SFO,15,14,Sun,W 41-13,,2,2,1,0,0,0,20,33,60.6,165,2,0,2,18,93.6,20,107,5.35,0,272,1,15,6,8,1,13,6,46.2%,0,0,,141,137,278,0,0,0,0,0,0,0,21,15,25,21,-6,10,3,15,13
BUF,2016,2016-09-25,1:02,1:02,,ARI,3,3,Sun,W 33-18,,2,1,1,1,1,1,26,50,52.0,260,0,4,5,27,33.7,22,88,4.00,2,348,5,25,5,17,3,15,5,33.3%,1,0,0.0%,120,-171,-51,4,0,0,0,1,0,1,10,10,17,10,0,7,-2,10,5
BUF,2016,2016-11-20,1:00,1:00,@,CIN,11,10,Sun,W 16-12,,2,2,0,0,0,0,24,43,55.8,207,1,2,1,0,57.0,27,93,3.44,1,300,2,23,7,13,3,15,8,53.3%,0,0,,90,-48,42,1,0,0,0,0,0,0,1,-2,1,1,-3,3,3,-2,6
CAR,2016,2016-09-25,1:02,1:02,,MIN,3,3,Sun,L 10-22,,2,1,0,2,2,1,18,28,64.3,153,1,0,2,18,90.3,24,58,2.42,0,211,,13,2,11,0,12,3,25.0%,0,0,,47,48,95,-3,0,0,0,0,0,0,8,2,-6,8,-6,-8,-6,2,-14
CAR,2016,2016-11-17,8:25,8:25,,NOR,11,10,Thu,W 23-20,,2,2,2,3,2,0,35,44,79.5,264,2,1,3,21,97.3,25,107,4.28,0,371,2,28,7,19,2,13,4,30.8%,2,2,100.0%,-57,-91,-148,2,0,0,0,0,0,0,0,17,20,0,17,3,-17,17,-14
CAR,2016,2016-12-11,1:00,1:00,,SDG,14,13,Sun,W 28-16,,2,1,1,1,1,0,21,39,53.8,220,2,3,5,16,55.5,20,58,2.90,0,278,5,17,7,10,0,13,5,38.5%,1,0,0.0%,68,-74,-6,4,0,0,0,0,0,0,10,16,10,10,6,-6,2,16,-4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR,2016,2017-01-01,1:00,1:00,@,TAM,17,16,Sun,L 16-17,,2,2,2,3,1,0,20,35,57.1,188,1,1,3,14,69.7,25,112,4.48,0,300,2,18,7,11,0,12,4,33.3%,0,0,,16,19,35,-1,0,0,0,0,0,0,4,4,0,4,0,-4,-1,4,-5
CHI,2016,2016-09-11,1:05,12:05,@,HOU,1,1,Sun,L 14-23,,2,2,2,3,3,0,22,35,62.9,215,2,1,2,16,87.2,35,129,3.69,0,344,1,17,5,12,0,20,12,60.0%,0,0,,-56,-30,-86,0,0,0,0,0,0,0,7,4,1,7,-3,-3,-10,4,-13
CHI,2016,2016-10-09,1:02,1:02,@,IND,5,5,Sun,L 23-29,,2,2,2,5,5,0,28,39,71.8,298,2,0,5,24,110.8,21,98,4.67,0,396,,20,5,14,1,12,3,25.0%,1,1,100.0%,27,99,126,-1,0,0,0,0,0,0,0,-3,-6,0,-3,-3,0,-3,-3
CHI,2016,2016-10-16,1:02,12:02,,JAX,6,6,Sun,L 16-17,,2,2,2,1,1,0,20,33,60.6,263,1,1,2,8,83.3,20,54,2.70,1,317,2,20,3,12,5,10,2,20.0%,0,0,,38,34,72,2,0,0,0,0,0,0,0,10,13,0,10,3,-14,10,-11
CHI,2016,2016-12-11,1:00,1:00,@,DET,14,13,Sun,L 17-20,,2,2,2,2,2,0,21,35,60.0,209,1,2,3,14,62.7,28,114,4.07,1,323,2,25,7,13,5,12,6,50.0%,0,0,,-22,-5,-27,2,0,0,1,0,0,1,3,-7,-3,3,-10,4,0,-7,4
CIN,2016,2016-09-11,1:05,1:05,@,NYJ,1,1,Sun,W 23-22,,2,2,1,4,3,0,19,35,54.3,188,2,1,1,1,76.8,30,152,5.07,0,340,1,22,8,11,3,12,4,33.3%,0,0,,-95,136,41,0,0,0,0,0,0,0,-4,-3,4,-4,1,7,-3,-3,4
CIN,2016,2016-10-23,1:02,1:02,,CLE,7,7,Sun,W 31-17,,2,2,2,1,1,0,21,35,60.0,172,0,2,2,10,48.8,26,180,6.92,2,352,2,22,10,11,1,14,6,42.9%,0,0,,91,116,207,1,0,0,0,0,0,0,7,11,14,7,4,3,0,11,3
CIN,2016,2016-12-04,1:00,1:00,,PHI,13,12,Sun,W 32-14,,2,2,2,1,0,0,36,60,60.0,306,1,3,1,2,58.1,19,53,2.79,1,359,3,22,5,17,0,17,8,47.1%,5,3,60.0%,27,26,53,1,0,0,0,0,0,0,10,19,22,10,9,3,-4,19,-1
CLE,2016,2016-09-18,1:02,1:02,,BAL,2,2,Sun,L 20-25,,2,2,2,3,3,0,25,45,55.6,302,2,2,0,0,72.6,26,80,3.08,0,382,2,22,3,17,2,16,10,62.5%,1,0,0.0%,65,-60,5,0,0,0,0,0,0,0,18,8,1,18,-10,-7,-6,8,-13
CLE,2016,2016-11-20,1:00,1:00,,PIT,11,11,Sun,L 9-24,,2,1,1,3,3,0,23,36,63.9,167,0,0,0,0,74.7,28,146,5.21,1,313,,24,9,12,3,12,5,41.7%,1,1,100.0%,-113,9,-104,-2,0,0,0,0,0,0,-3,-14,-14,-3,-11,0,-1,-14,-1
CLE,2016,2016-12-24,1:00,1:00,,SDG,16,15,Sat,W 20-17,,2,2,2,3,1,0,23,46,50.0,322,2,1,0,0,78.4,19,34,1.79,0,356,1,19,2,15,2,15,5,33.3%,2,2,100.0%,90,-195,-105,1,0,0,0,0,0,0,-3,7,3,-3,10,-4,0,7,-4
IND,2016,2016-09-25,4:25,4:25,,SDG,3,3,Sun,W 26-22,,2,2,1,3,3,0,26,39,66.7,315,0,0,2,11,91.3,17,37,2.18,1,352,3,17,1,16,0,11,4,36.4%,0,0,,56,2,58,1,0,0,0,0,0,0,10,0,1,10,-10,1,3,0,4
IND,2016,2016-10-09,1:02,1:02,,CHI,5,5,Sun,W 29-23,,2,2,2,4,3,0,33,43,76.7,397,2,0,0,0,120.0,19,125,6.58,0,522,1,25,7,17,1,9,2,22.2%,1,0,0.0%,-27,-99,-126,1,0,0,0,0,0,0,0,3,6,0,3,3,0,3,3
IND,2016,2016-11-20,1:00,1:00,,TEN,11,10,Sun,W 24-17,,2,2,2,1,1,0,25,38,65.8,254,2,0,5,36,102.3,27,97,3.59,0,351,,20,3,14,3,14,5,35.7%,3,1,33.3%,-21,-3,-24,-1,0,0,0,0,0,0,14,14,7,14,0,-7,0,14,-7
IND,2016,2017-01-01,1:00,1:00,,JAX,17,16,Sun,W 24-20,,2,2,2,4,2,0,25,39,64.1,288,1,0,2,13,94.8,30,182,6.07,1,470,2,23,7,15,1,14,4,28.6%,0,0,,-88,2,-86,0,0,0,0,0,0,0,-10,-14,0,-10,-4,14,4,-14,18
ARI,2016,2016-09-11,8:30,5:30,,NWE,1,1,Sun,L 21-23,,2,2,2,3,3,0,24,33,72.7,257,1,0,2,7,105.2,31,106,3.42,1,363,2,19,7,11,1,16,10,62.5%,0,0,,-14,-5,-19,2,0,0,0,0,0,0,-10,-3,-3,-10,7,0,1,-3,1
ARI,2016,2016-10-02,4:25,1:25,,LAR,4,4,Sun,L 13-17,,2,2,2,1,1,0,18,30,60.0,247,2,0,2,19,108.6,23,41,1.78,0,288,1,12,1,10,1,14,6,42.9%,1,0,0.0%,77,55,132,-4,0,0,0,0,0,0,-7,0,3,-7,7,3,-7,0,-4
ARI,2016,2016-11-13,4:25,2:25,,SFO,10,9,Sun,W 23-20,,2,2,2,2,2,0,17,30,56.7,198,1,0,3,12,87.9,28,83,2.96,1,281,1,15,4,11,0,17,7,41.2%,1,1,100.0%,-3,165,162,-3,0,0,0,0,0,0,7,10,7,7,3,-3,-4,10,-7
