Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
IND,2016,2016-10-02,9:35,2:35,@,JAX,4,4,Sun,L 27-30,,27,30,-3,57,-1.0,not covered,48.0,over,27,42,64.3,190,2,1,6,44,84.8,25,94,3.76,1,284,73,3.8904,65,5.0923,1,32:39,3:15,7,78,11,145,18,223,23,7,11,5,17,9,52.9%,2,0,0.0%,3,3,3,2,2,0,,,3,149,49.67
DAL,2016,2016-09-18,1:03,1:03,@,WAS,2,2,Sun,W 27-23,,27,23,4,50,3.5,covered,47.0,over,22,30,73.3,278,0,0,4,14,103.7,30,102,3.40,3,380,64,5.9375,65,6.6462,1,32:51,3:09,6,39,8,51,14,90,24,8,13,3,12,6,50.0%,1,1,100.0%,3,3,3,2,2,0,,,3,142,47.33
DAL,2016,2016-11-20,1:00,12:00,,BAL,11,10,Sun,W 27-17,,27,17,10,44,-7.0,covered,44.5,under,27,36,75.0,299,3,0,1,2,127.2,30,118,3.93,0,417,67,6.2239,52,7.0769,,35:39,3:03,5,45,12,136,17,181,27,6,19,2,12,7,58.3%,0,0,,3,3,3,2,2,0,,,4,184,46.00
DEN,2016,2016-10-02,4:05,4:05,@,TAM,4,4,Sun,W 27-7,,27,7,20,34,-3.5,covered,43.0,under,19,31,61.3,218,2,0,4,20,106.7,32,89,2.78,1,307,67,4.5821,66,3.2576,,31:24,4:32,9,88,9,69,18,157,22,4,14,4,13,3,23.1%,0,0,,3,3,3,2,2,0,,,7,330,47.14
DEN,2016,2016-10-24,8:30,6:30,,HOU,7,7,Mon,W 27-9,,27,9,18,36,-8.5,covered,40.0,under,14,25,56.0,157,1,0,0,0,88.2,35,190,5.43,2,347,60,5.7833,67,4.0448,,30:38,3:05,7,83,2,15,9,98,19,11,8,0,11,3,27.3%,0,0,,3,3,3,2,2,0,,,6,255,42.50
DEN,2016,2016-10-30,4:05,2:05,,SDG,8,8,Sun,W 27-19,,27,19,8,46,-3.5,covered,43.0,over,20,38,52.6,267,0,1,1,9,65.2,25,57,2.28,2,324,64,5.0625,77,4.7922,3,26:52,3:29,6,45,8,52,14,97,15,5,10,0,15,5,33.3%,1,0,0.0%,3,3,3,2,2,0,,,5,253,50.60
DEN,2016,2016-11-27,8:30,6:30,,KAN,12,11,Sun,L 27-30,OT,27,30,-3,57,-3.5,not covered,40.0,over,20,34,58.8,340,3,0,5,28,125.6,38,124,3.26,0,464,77,6.0260,76,3.5921,1,37:19,3:57,15,97,9,71,24,168,21,6,12,3,20,9,45.0%,1,1,100.0%,3,3,3,3,2,0,,,6,271,45.17
DET,2016,2016-09-25,1:02,12:02,@,GNB,3,3,Sun,L 27-34,,27,34,-7,61,6.0,not covered,47.5,over,28,41,68.3,368,3,1,3,17,112.3,23,50,2.17,0,418,67,6.2388,50,6.4800,1,35:07,2:54,4,86,4,45,8,131,22,4,17,1,14,8,57.1%,1,1,100.0%,3,3,3,3,2,0,,,2,95,47.50
GNB,2016,2016-09-11,1:04,1:04,@,JAX,1,1,Sun,W 27-23,,27,23,4,50,-3.5,covered,47.0,over,20,34,58.8,199,2,0,1,0,95.1,25,95,3.80,1,294,60,4.9000,68,5.1176,,28:37,3:10,5,24,9,79,14,103,18,6,10,2,14,7,50.0%,1,1,100.0%,3,3,3,2,2,0,,,4,184,46.00
GNB,2016,2016-11-28,8:30,8:30,@,PHI,12,11,Mon,W 27-13,,27,13,14,40,4.0,covered,47.0,under,30,39,76.9,313,2,0,0,0,116.7,28,74,2.64,1,387,67,5.7761,58,5.0345,,35:23,2:58,7,51,7,42,14,93,25,7,15,3,14,10,71.4%,1,1,100.0%,3,3,3,2,2,0,,,1,43,43.00
HOU,2016,2016-10-02,1:02,12:02,,TEN,4,4,Sun,W 27-20,,27,20,7,47,-4.0,covered,40.0,over,25,37,67.6,244,2,2,1,10,82.5,24,115,4.79,0,359,62,5.7903,62,5.1613,2,28:18,3:08,6,59,11,93,17,152,21,6,13,2,12,5,41.7%,1,0,0.0%,3,3,3,3,2,0,,,3,150,50.00
HOU,2016,2017-01-07,4:35,3:35,,OAK,18,17,Sat,W 27-14,,27,14,13,41,-4.0,covered,38.0,over,14,25,56.0,168,1,0,0,0,90.1,44,123,2.80,2,291,69,4.2174,69,2.9420,,33:29,3:18,7,65,8,63,15,128,19,7,9,3,15,4,26.7%,0,0,,3,3,3,2,2,0,,,9,414,46.00
KAN,2016,2016-10-23,1:03,12:03,,NOR,7,6,Sun,W 27-21,,27,21,6,48,-7.0,not covered,51.5,under,17,24,70.8,214,2,0,0,0,126.0,28,112,4.00,0,326,52,6.2692,71,6.5211,,27:22,3:05,4,30,10,75,14,105,20,7,11,2,9,3,33.3%,0,0,,3,3,3,2,2,0,,,4,191,47.75
MIA,2016,2016-11-06,1:00,1:00,,NYJ,9,8,Sun,W 27-23,,27,23,4,50,-3.5,covered,45.0,over,17,29,58.6,137,1,0,1,12,83.8,32,137,4.28,1,274,62,4.4194,53,6.2453,,30:22,3:19,8,86,10,77,18,163,20,7,9,4,11,5,45.5%,1,0,0.0%,3,3,3,2,2,0,,,3,120,40.00
NWE,2016,2016-09-22,8:26,8:26,,HOU,3,3,Thu,W 27-0,,27,0,27,27,0.0,covered,38.5,under,11,19,57.9,97,0,0,1,6,72.9,39,185,4.74,3,282,59,4.7797,70,4.0571,,28:38,3:02,3,15,6,43,9,58,15,8,4,3,14,4,28.6%,0,0,,3,3,3,2,2,0,,,7,333,47.57
NWE,2016,2016-10-23,4:25,4:25,@,PIT,7,7,Sun,W 27-16,,27,16,11,43,-7.5,covered,49.0,under,19,26,73.1,222,2,0,0,0,124.2,29,140,4.83,2,362,55,6.5818,69,5.4348,2,27:31,3:05,4,40,10,85,14,125,21,11,9,1,12,7,58.3%,0,0,,4,4,3,,,0,,,5,203,40.60
NYG,2016,2016-09-25,1:02,1:02,,WAS,3,3,Sun,L 27-29,,27,29,-2,56,-3.5,not covered,47.0,over,25,38,65.8,337,1,2,2,13,82.1,21,120,5.71,2,457,61,7.4918,68,5.9265,3,26:34,3:26,11,128,8,70,19,198,28,8,16,4,9,4,44.4%,0,0,,3,3,3,2,2,0,,,3,142,47.33
NYG,2016,2016-10-16,1:02,1:02,,BAL,6,6,Sun,W 27-23,,27,23,4,50,-3.5,covered,42.5,over,32,46,69.6,397,3,2,1,6,100.2,17,38,2.24,0,435,64,6.7969,76,5.1447,3,24:56,3:22,7,119,15,111,22,230,19,0,16,3,14,4,28.6%,3,3,100.0%,3,3,3,2,2,0,,,4,205,51.25
NYG,2016,2016-11-27,1:00,1:00,@,CLE,12,11,Sun,W 27-13,,27,13,14,40,-6.5,covered,46.5,under,15,27,55.6,192,3,0,1,2,115.4,27,104,3.85,0,296,55,5.3818,72,4.7639,1,26:09,3:10,9,100,5,35,14,135,13,3,10,0,13,4,30.8%,0,0,,4,4,3,,,0,,,9,427,47.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEN,2016,2016-11-27,1:00,12:00,@,CHI,12,12,Sun,W 27-21,,27,21,6,48,-6.5,not covered,41.5,over,15,23,65.2,226,2,0,0,0,126.4,29,149,5.14,1,375,52,7.2115,76,5.4079,,29:25,3:08,6,118,7,48,13,166,18,7,9,2,11,5,45.5%,0,0,,3,3,3,2,2,0,,,4,177,44.25
PHI,2016,2017-01-01,1:00,1:00,,DAL,17,16,Sun,W 27-13,,27,13,14,40,-6.5,covered,44.0,under,27,43,62.8,232,2,0,2,13,93.7,30,114,3.80,1,346,75,4.6133,53,3.6792,,35:42,3:03,4,61,5,35,9,96,24,8,14,2,14,6,42.9%,1,0,0.0%,3,3,3,3,2,0,,,4,200,50.00
PIT,2016,2016-12-11,1:00,1:00,@,BUF,14,13,Sun,W 27-20,,27,20,7,47,-1.0,covered,45.5,over,17,31,54.8,220,0,3,0,0,37.8,42,240,5.71,3,460,73,6.3014,48,5.7292,3,38:41,3:11,6,45,7,46,13,91,24,14,9,1,14,6,42.9%,1,1,100.0%,3,3,3,2,2,0,,,2,101,50.50
PIT,2016,2017-01-01,1:00,1:00,,CLE,17,16,Sun,W 27-24,OT,27,24,3,51,-3.0,push,41.5,over,24,37,64.9,243,3,1,4,34,103.1,28,69,2.46,1,312,69,4.5217,77,5.6753,1,33:09,3:26,9,43,5,37,14,80,21,5,15,1,14,3,21.4%,2,2,100.0%,4,3,3,,,0,,,8,368,46.00
OAK,2016,2016-11-21,8:30,7:30,,HOU,11,10,Mon,W 27-20,,27,20,7,47,-6.5,covered,45.5,over,21,31,67.7,295,3,1,0,0,117.0,20,30,1.50,0,325,51,6.3725,74,4.7838,1,23:33,3:22,4,21,7,101,11,122,16,3,9,4,11,4,36.4%,2,1,50.0%,3,3,3,2,2,0,,,3,159,53.00
BAL,2016,2016-10-02,1:02,1:02,,OAK,4,4,Sun,L 27-28,,27,28,-1,55,-3.5,not covered,45.0,over,32,52,61.5,282,1,0,2,16,83.7,26,130,5.00,2,412,80,5.1500,54,4.8333,1,34:44,3:20,10,105,12,93,22,198,25,7,15,3,17,5,29.4%,2,1,50.0%,3,1,1,2,2,2,1,,7,342,48.86
BAL,2016,2016-12-18,1:00,1:00,,PHI,15,14,Sun,W 27-26,,27,26,1,53,-5.0,not covered,41.0,over,16,30,53.3,189,2,1,3,17,83.5,24,151,6.29,1,340,57,5.9649,81,4.0494,2,23:22,3:09,7,62,3,30,10,92,18,4,12,2,11,4,36.4%,0,0,,3,3,3,2,2,0,,,4,197,49.25
BAL,2016,2016-12-25,4:30,4:30,@,PIT,16,15,Sun,L 27-31,,27,31,-4,58,5.5,covered,46.5,over,30,44,68.2,246,1,1,2,16,81.8,26,122,4.69,1,368,72,5.1111,55,7.3818,1,34:37,3:04,7,95,4,45,11,140,22,9,11,2,17,9,52.9%,1,0,0.0%,2,1,1,4,4,1,1,,3,109,36.33
SDG,2016,2016-09-11,1:05,12:05,@,KAN,1,1,Sun,L 27-33,OT,27,33,-6,60,6.5,covered,45.5,over,25,36,69.4,233,1,0,1,10,97.3,32,155,4.84,2,388,69,5.6232,70,5.9000,,34:01,3:34,5,30,6,46,11,76,25,10,12,3,15,7,46.7%,0,0,,3,3,3,3,2,0,,,5,178,35.60
SDG,2016,2017-01-01,4:25,1:25,,KAN,17,16,Sun,L 27-37,,27,37,-10,64,5.5,not covered,45.0,over,22,38,57.9,269,2,2,0,0,75.4,26,129,4.96,0,398,64,6.2188,60,6.0833,2,29:12,3:10,10,50,4,19,14,69,26,8,16,2,10,3,30.0%,2,2,100.0%,3,3,3,2,2,0,,,1,49,49.00
SEA,2016,2016-10-02,1:03,1:03,@,NYJ,4,4,Sun,W 27-17,,27,17,10,44,-1.0,covered,40.0,over,23,32,71.9,288,3,0,2,21,133.5,26,66,2.54,0,354,60,5.9000,65,4.6923,,30:45,3:04,7,71,7,60,14,131,21,4,15,2,10,3,30.0%,0,0,,3,3,3,2,2,0,,,5,203,40.60
SFO,2016,2016-09-18,1:03,1:03,@,CAR,2,2,Sun,L 27-46,,27,46,-19,73,12.0,not covered,44.5,over,17,36,47.2,237,2,2,2,6,64.9,26,65,2.50,1,302,64,4.7188,78,6.7821,3,24:06,3:43,6,50,8,50,14,100,16,3,13,0,14,4,28.6%,1,0,0.0%,3,3,3,2,2,0,,,7,318,45.43
WAS,2016,2016-10-16,1:03,1:03,,PHI,6,6,Sun,W 27-20,,27,20,7,47,3.0,covered,45.0,over,18,34,52.9,263,2,1,0,0,85.8,33,230,6.97,1,493,67,7.3582,48,4.9792,1,34:13,3:09,9,75,13,114,22,189,26,10,11,5,13,7,53.8%,0,0,,3,3,3,2,2,0,,,4,211,52.75
WAS,2016,2016-10-30,8:36,1:36,@,CIN,8,8,Sun,T 27-27,OT,27,27,0,54,3.0,covered,49.0,over,38,56,67.9,446,2,1,1,12,97.2,31,100,3.23,1,546,88,6.2045,81,5.1235,1,39:42,3:56,15,106,7,85,22,191,30,2,24,4,17,8,47.1%,2,0,0.0%,3,3,3,4,2,0,,,3,128,42.67
WAS,2016,2016-12-11,1:00,1:00,@,PHI,14,13,Sun,W 27-22,,27,22,5,49,-2.0,covered,48.5,over,14,21,66.7,227,2,1,2,7,116.0,23,107,4.65,2,334,46,7.2609,76,5.0395,1,23:22,3:10,5,86,5,54,10,140,16,5,10,1,7,2,28.6%,1,1,100.0%,4,3,3,1,,1,,,3,141,47.00
CAR,2016,2016-12-19,8:30,8:30,@,WAS,15,14,Mon,W 26-15,,26,15,11,41,7.0,covered,50.5,under,21,37,56.8,290,2,0,2,10,101.2,33,148,4.48,0,438,72,6.0833,61,5.4918,,34:39,3:26,6,62,7,70,13,132,22,6,15,1,15,4,26.7%,0,0,,2,2,2,5,4,0,,,6,208,34.67
CHI,2016,2016-12-04,1:00,12:00,,SFO,13,12,Sun,W 26-6,,26,6,20,32,0.0,covered,44.0,under,11,18,61.1,184,0,0,1,8,97.5,40,142,3.55,3,326,59,5.5254,55,2.6727,1,31:18,2:57,5,40,11,106,16,146,19,8,9,2,14,6,42.9%,0,0,,3,3,3,1,1,0,,1,6,233,38.83
CLE,2016,2016-10-16,1:02,12:02,@,TEN,6,6,Sun,L 26-28,,26,28,-2,54,7.5,covered,44.5,over,27,42,64.3,301,2,0,6,36,105.0,15,40,2.67,1,341,63,5.4127,57,7.1404,,28:59,3:12,11,69,7,96,18,165,16,1,13,2,14,3,21.4%,2,2,100.0%,3,2,2,2,2,1,,,7,356,50.86
IND,2016,2016-09-25,4:25,4:25,,SDG,3,3,Sun,W 26-22,,26,22,4,48,-1.5,covered,51.5,under,24,37,64.9,317,1,1,2,14,91.2,26,93,3.58,2,410,65,6.3077,58,6.0690,2,32:43,3:23,11,66,10,80,21,146,24,6,13,5,9,2,22.2%,1,1,100.0%,3,2,2,2,2,1,,,3,121,40.33
DAL,2016,2016-12-18,8:30,7:30,,TAM,15,14,Sun,W 26-20,,26,20,6,46,-7.0,not covered,47.5,under,32,36,88.9,264,0,0,3,15,99.0,32,185,5.78,2,449,71,6.3239,59,4.6780,1,36:04,2:55,8,91,3,35,11,126,24,10,14,0,13,5,38.5%,0,0,,2,2,2,6,4,0,,,2,82,41.00
Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,2016,2016-11-20,1:00,1:00,,JAX,11,10,Sun,W 26-19,,26,19,7,45,-5.5,covered,47.0,under,24,33,72.7,263,0,0,3,15,97.8,21,14,0.67,1,277,57,4.8596,62,4.5968,2,27:05,3:11,5,32,4,25,9,57,14,1,12,1,14,5,35.7%,0,0,,3,3,2,2,2,0,,,6,291,48.50
GNB,2016,2016-10-20,8:26,7:26,,CHI,7,6,Thu,W 26-10,,26,10,16,36,-7.5,covered,46.5,under,39,56,69.6,303,3,0,2,23,102.2,23,103,4.48,0,406,81,5.0123,45,4.2000,1,39:36,3:12,9,56,10,108,19,164,32,5,21,6,16,9,56.3%,2,1,50.0%,3,3,2,3,2,0,,,1,46,46.00
GNB,2016,2016-11-06,4:25,3:25,,IND,9,8,Sun,L 26-31,,26,31,-5,57,-7.5,not covered,52.0,over,26,43,60.5,289,3,1,3,8,94.8,19,116,6.11,0,405,65,6.2308,66,5.3788,1,29:57,3:09,4,25,4,35,8,60,25,7,16,2,12,4,33.3%,0,0,,3,2,2,3,2,1,,,4,193,48.25
HOU,2016,2016-10-16,8:32,7:32,,IND,6,6,Sun,W 26-23,OT,26,23,3,49,-3.0,push,47.5,over,25,39,64.1,256,2,1,1,13,90.7,28,158,5.64,1,414,68,6.0882,67,5.8507,1,30:17,3:35,7,59,7,42,14,101,26,10,15,1,11,5,45.5%,0,0,,3,3,2,2,2,0,,,5,202,40.40
KAN,2016,2016-10-16,4:05,1:05,@,OAK,6,5,Sun,W 26-10,,26,10,16,36,-1.0,covered,46.5,under,19,23,82.6,223,0,0,1,1,107.2,40,183,4.58,3,406,64,6.3438,53,5.3774,,36:45,2:46,2,10,3,25,5,35,22,11,11,0,13,7,53.8%,0,0,,3,3,2,3,2,0,,,3,122,40.67
MIA,2016,2016-12-11,1:00,1:00,,ARI,14,13,Sun,W 26-23,,26,23,3,49,2.0,covered,44.0,over,18,25,72.0,231,3,1,1,11,125.3,31,83,2.68,0,314,57,5.5088,63,4.7619,3,30:04,3:30,14,118,7,54,21,172,15,3,11,1,13,4,30.8%,0,0,,3,3,3,1,1,0,,,8,346,43.25
NWE,2016,2016-12-04,1:00,1:00,,LAR,13,12,Sun,W 26-10,,26,10,16,36,-13.0,covered,44.5,under,33,46,71.7,269,1,0,0,0,93.5,29,133,4.59,1,402,75,5.3600,49,3.3061,,37:57,2:58,8,46,4,30,12,76,20,6,14,0,16,4,25.0%,2,2,100.0%,2,2,2,4,4,0,,,6,247,41.17
TEN,2016,2016-10-23,1:02,12:02,,IND,7,7,Sun,L 26-34,,26,34,-8,60,-4.0,not covered,48.0,over,22,37,59.5,207,2,0,3,25,95.8,28,124,4.43,1,331,68,4.8676,65,6.4923,1,27:30,3:21,6,38,12,131,18,169,26,8,12,6,15,9,60.0%,0,0,,3,2,2,2,2,1,,,4,188,47.00
PHI,2016,2016-12-18,1:00,1:00,@,BAL,15,14,Sun,L 26-27,,26,27,-1,53,5.0,covered,41.0,over,22,42,52.4,159,0,1,1,11,52.7,38,169,4.45,2,328,81,4.0494,57,5.9649,1,36:38,3:09,3,30,7,62,10,92,27,13,10,4,18,8,44.4%,3,1,33.3%,2,,,4,4,2,1,,2,94,47.00
SEA,2016,2016-10-16,4:26,1:26,,ATL,6,5,Sun,W 26-24,,26,24,2,50,-7.0,not covered,45.5,over,25,37,67.6,261,0,0,1,9,88.8,27,72,2.67,3,333,65,5.1231,64,5.6563,,30:09,3:14,3,30,8,66,11,96,22,6,14,2,14,5,35.7%,0,0,,3,3,2,3,2,0,,,5,230,46.00
SEA,2016,2016-11-20,4:25,1:25,,PHI,11,10,Sun,W 26-15,,26,15,11,41,-6.5,covered,42.5,under,19,32,59.4,287,2,0,1,0,109.8,30,152,5.07,1,439,63,6.9683,73,4.2192,,28:54,3:16,7,48,8,48,15,96,18,5,12,1,15,5,33.3%,0,0,,3,3,2,3,2,0,,,6,279,46.50
SEA,2016,2017-01-07,8:15,5:15,,DET,18,17,Sat,W 26-6,,26,6,20,32,-8.0,covered,45.5,under,23,30,76.7,210,2,0,3,14,119.3,38,177,4.66,1,387,71,5.4507,50,4.6200,,36:39,2:55,6,40,7,68,13,108,24,9,13,2,16,9,56.3%,2,2,100.0%,3,3,2,2,2,0,,,3,113,37.67
WAS,2016,2016-11-13,1:00,1:00,,MIN,10,9,Sun,W 26-20,,26,20,6,46,-2.5,covered,42.0,over,22,33,66.7,260,2,0,1,2,110.9,28,128,4.57,0,388,62,6.2581,64,5.1719,1,29:56,2:52,4,35,4,35,8,70,23,6,17,0,12,6,50.0%,0,0,,2,2,2,4,4,0,,,2,92,46.00
WAS,2016,2016-11-24,4:30,3:30,@,DAL,12,11,Thu,L 26-31,,26,31,-5,57,5.5,covered,53.0,over,41,53,77.4,449,3,0,0,0,120.7,19,56,2.95,0,505,72,7.0139,55,6.4182,,33:24,3:09,3,30,3,25,6,55,25,4,20,1,15,8,53.3%,2,2,100.0%,3,2,2,4,2,1,,,1,39,39.00
BUF,2016,2016-10-23,1:02,1:02,@,MIA,7,7,Sun,L 25-28,,25,28,-3,53,-2.5,not covered,46.0,over,14,28,50.0,200,1,0,4,21,88.5,22,67,3.05,2,267,54,4.9444,68,6.6765,,22:58,3:19,6,45,13,116,19,161,16,4,9,3,13,3,23.1%,0,0,,3,2,2,1,1,1,1,,7,316,45.14
BUF,2016,2016-10-30,1:02,1:02,,NWE,8,8,Sun,L 25-41,,25,41,-16,66,5.5,not covered,48.0,over,20,40,50.0,209,0,0,2,9,66.5,26,167,6.42,3,376,68,5.5294,61,5.8525,,30:09,3:17,12,84,10,116,22,200,25,8,11,6,13,4,30.8%,4,2,50.0%,3,2,2,2,1,1,1,,3,131,43.67
BUF,2016,2016-11-07,8:30,5:30,@,SEA,9,9,Mon,L 25-31,,25,31,-6,56,5.5,not covered,43.5,over,27,39,69.2,263,1,1,5,26,88.5,38,162,4.26,2,425,82,5.1829,42,6.6190,1,40:17,3:15,11,115,10,75,21,190,30,11,16,3,17,12,70.6%,1,0,0.0%,3,2,2,2,1,1,1,,3,98,32.67
IND,2016,2016-12-24,4:05,1:05,@,OAK,16,15,Sat,L 25-33,,25,33,-8,58,3.5,not covered,52.0,over,19,29,65.5,288,2,2,0,0,92.3,24,102,4.25,1,390,53,7.3585,72,6.4306,3,23:55,3:04,4,22,10,93,14,115,20,5,14,1,8,4,50.0%,1,0,0.0%,3,2,2,1,1,1,1,,2,100,50.00
DEN,2016,2016-11-13,1:00,12:00,@,NOR,10,10,Sun,W 25-23,,25,23,2,48,3.0,covered,50.0,under,25,40,62.5,234,2,2,6,24,76.9,37,103,2.78,0,337,83,4.0602,51,7.3137,2,39:22,3:05,1,10,3,25,4,35,24,3,20,1,19,11,57.9%,0,0,,2,2,2,4,3,0,,,3,124,41.33
GNB,2016,2016-11-13,1:00,12:00,@,TEN,10,9,Sun,L 25-47,,25,47,-22,72,-3.0,not covered,48.5,over,32,55,58.2,333,2,2,5,46,76.2,13,69,5.31,1,402,73,5.5068,59,7.5593,3,30:29,3:36,12,107,7,65,19,172,21,4,17,0,15,4,26.7%,4,2,50.0%,3,2,1,2,2,1,,,4,202,50.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,2016,2016-09-11,1:05,12:05,@,TEN,1,1,Sun,W 25-16,,25,16,9,41,-2.5,covered,40.0,over,18,33,54.5,236,0,0,0,0,77.3,28,65,2.32,0,301,61,4.9344,65,4.8615,,29:35,2:57,3,39,2,10,5,49,15,3,12,0,14,6,42.9%,0,0,,2,2,1,6,4,0,,,3,113,37.67
MIN,2016,2016-12-11,1:00,1:00,@,JAX,14,13,Sun,W 25-16,,25,16,9,41,-3.0,covered,38.0,over,24,34,70.6,292,1,0,0,0,106.5,29,85,2.93,1,377,63,5.9841,65,4.8462,1,30:56,3:14,7,93,14,114,21,207,22,5,13,4,11,3,27.3%,1,0,0.0%,2,2,1,4,4,0,,,1,42,42.00
MIN,2016,2016-12-24,1:00,12:00,@,GNB,16,15,Sat,L 25-38,,25,38,-13,63,6.0,not covered,44.5,over,34,50,68.0,353,3,0,4,29,110.6,20,93,4.65,0,446,74,6.0270,58,6.0000,2,31:01,3:12,8,70,3,21,11,91,22,4,18,0,15,5,33.3%,3,3,100.0%,3,2,1,2,2,1,,,5,186,37.20
NOR,2016,2016-10-30,1:03,12:03,,SEA,8,7,Sun,W 25-20,,25,20,5,45,1.0,covered,50.0,under,27,35,77.1,252,1,0,2,13,107.4,35,123,3.51,1,375,72,5.2083,54,6.6481,1,36:12,3:00,2,10,11,76,13,86,28,7,17,4,15,9,60.0%,0,0,,2,1,1,4,4,1,,,2,92,46.00
BAL,2016,2016-09-18,1:02,1:02,@,CLE,2,2,Sun,W 25-20,,25,20,5,45,-4.0,covered,42.0,over,25,45,55.6,302,2,2,0,0,72.6,26,80,3.08,0,382,71,5.3803,59,6.5593,2,30:59,3:09,4,29,8,59,12,88,22,3,17,2,16,10,62.5%,1,0,0.0%,2,2,2,3,3,0,,,3,141,47.00
SEA,2016,2017-01-01,4:25,1:25,@,SFO,17,16,Sun,W 25-23,,25,23,2,48,-11.5,not covered,45.0,over,23,38,60.5,289,1,0,2,11,94.2,25,87,3.48,1,376,65,5.7846,58,4.3621,,29:34,3:03,4,34,4,25,8,59,18,5,13,0,12,3,25.0%,1,0,0.0%,2,2,1,4,4,0,,,4,184,46.00
ATL,2016,2016-09-11,1:05,1:05,,TAM,1,1,Sun,L 24-31,,24,31,-7,55,-2.5,not covered,46.5,over,27,39,69.2,322,2,0,3,12,112.6,22,52,2.36,0,374,64,5.8438,60,6.1833,,32:23,3:02,7,74,6,48,13,122,19,2,16,1,13,3,23.1%,2,1,50.0%,2,1,1,3,3,1,1,,5,193,38.60
ATL,2016,2016-10-16,4:26,1:26,@,SEA,6,6,Sun,L 24-26,,24,26,-2,50,7.0,covered,45.5,over,27,42,64.3,310,3,1,4,25,102.8,18,52,2.89,0,362,64,5.6563,65,5.1231,2,29:51,3:14,8,66,3,30,11,96,22,4,17,1,11,3,27.3%,2,1,50.0%,3,3,3,1,1,0,,,4,165,41.25
BUF,2016,2016-12-04,4:05,1:05,@,OAK,13,12,Sun,L 24-38,,24,38,-14,62,3.0,not covered,48.5,over,18,35,51.4,170,0,1,4,21,55.8,30,212,7.07,3,382,69,5.5362,67,5.9552,2,30:15,3:23,8,73,7,65,15,138,24,11,12,1,15,9,60.0%,0,0,,3,3,3,1,1,0,,,5,199,39.80
CLE,2016,2016-09-25,1:02,1:02,@,MIA,3,3,Sun,L 24-30,OT,24,30,-6,54,10.0,covered,42.0,over,24,38,63.2,261,0,0,4,18,85.3,32,169,5.28,1,430,74,5.8108,65,6.5538,1,37:22,3:31,13,91,8,67,21,158,21,8,10,3,15,4,26.7%,0,0,,2,1,1,6,3,1,1,,5,223,44.60
CLE,2016,2017-01-01,1:00,1:00,@,PIT,17,16,Sun,L 24-27,OT,24,27,-3,51,3.0,push,41.5,over,29,40,72.5,206,2,1,4,26,92.9,33,231,7.00,1,437,77,5.6753,69,4.5217,4,38:54,3:26,5,37,9,43,14,80,27,12,13,2,15,8,53.3%,0,0,,3,3,3,2,1,0,,,4,190,47.50
IND,2016,2016-11-20,1:00,1:00,,TEN,11,10,Sun,W 24-17,,24,17,7,41,-3.0,covered,53.5,under,15,28,53.6,251,2,1,2,11,94.6,28,76,2.71,1,327,58,5.6379,70,5.0143,1,28:59,3:08,8,70,11,109,19,179,18,4,13,1,12,5,41.7%,1,1,100.0%,3,3,3,2,1,0,,,3,132,44.00
IND,2016,2017-01-01,1:00,1:00,,JAX,17,16,Sun,W 24-20,,24,20,4,44,-5.5,not covered,48.5,under,24,41,58.5,290,2,1,4,31,89.6,22,94,4.27,1,384,67,5.7313,71,6.6197,2,30:24,3:06,4,35,8,54,12,89,24,4,18,2,10,2,20.0%,1,1,100.0%,3,3,3,2,1,0,,,5,203,40.60
ARI,2016,2016-11-20,1:00,3:00,@,MIN,11,10,Sun,L 24-30,,24,30,-6,54,2.0,not covered,39.5,over,20,38,52.6,155,2,2,4,43,63.3,28,135,4.82,1,290,70,4.1429,54,4.0185,2,31:02,3:11,8,96,10,73,18,169,24,8,12,4,13,4,30.8%,1,0,0.0%,3,3,3,1,1,0,,,5,224,44.80
