Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
LAC,2018,2018-12-09,4:05,1:05,,CIN,14,13,Sun,W 26-21,,26,21,5,47,-17.0,not covered,48.5,under,19,29,65.5,203,1,0,2,17,99.8,25,85,3.40,1,288,56,5.1429,62,4.7581,,27:22,2:58,6,38,6,34,12,72,17,7,10,0,13,5,38.5%,1,1,100.0%,2,2,2,4,4,0,,,4,173,43.25
SFO,2018,2018-12-16,4:05,1:05,,SEA,15,14,Sun,W 26-23,OT,26,23,3,49,3.5,covered,44.0,over,20,29,69.0,257,1,0,3,18,110.6,26,94,3.62,0,351,58,6.0517,69,5.5797,1,29:40,3:18,8,66,14,148,22,214,20,2,13,5,10,3,30.0%,0,0,,2,2,2,4,4,0,,,4,192,48.00
TAM,2018,2018-10-21,1:00,1:00,,CLE,7,6,Sun,W 26-23,OT,26,23,3,49,-3.5,not covered,52.5,under,32,52,61.5,342,0,2,4,23,66.6,32,114,3.56,3,456,88,5.1818,62,4.9194,4,37:43,3:40,8,65,14,114,22,179,34,8,20,6,13,6,46.2%,1,1,100.0%,3,3,2,3,2,0,,,4,187,46.75
CHI,2018,2018-11-18,8:20,12:00,,MIN,11,10,Sun,W 25-20,,25,20,5,45,-2.5,covered,44.0,over,20,31,64.5,160,1,2,1,5,61.9,39,148,3.79,0,308,71,4.3380,62,4.3226,3,34:29,3:03,5,46,4,50,9,96,24,8,12,4,12,6,50.0%,0,0,,2,,,3,3,2,2,,2,71,35.50
NWE,2018,2018-10-29,8:15,8:15,@,BUF,8,8,Mon,W 25-6,,25,6,19,31,-13.5,covered,44.5,under,29,45,64.4,311,0,0,2,13,85.8,25,76,3.04,1,387,72,5.3750,63,5.2857,,31:50,3:14,5,33,6,51,11,84,22,6,15,1,14,5,35.7%,0,0,,2,1,1,5,4,1,,,4,148,37.00
TEN,2018,2018-12-22,4:30,4:30,,WAS,16,15,Sat,W 25-16,,25,16,9,41,-11.5,not covered,37.5,over,17,25,68.0,192,1,0,3,19,107.2,27,99,3.67,1,291,55,5.2909,59,4.9492,,26:57,2:44,2,10,8,49,10,59,20,8,11,1,11,5,45.5%,0,0,,3,2,1,2,2,0,,,4,169,42.25
PHI,2018,2018-11-25,1:00,1:00,,NYG,12,11,Sun,W 25-22,,25,22,3,47,-4.5,not covered,49.0,under,20,28,71.4,214,1,0,3,22,108.6,29,127,4.38,1,341,60,5.6833,57,7.0526,,32:38,3:06,7,46,11,91,18,137,19,6,11,2,11,3,27.3%,1,1,100.0%,2,,,3,3,2,2,,4,201,50.25
LAC,2018,2018-11-04,4:05,1:05,@,SEA,9,8,Sun,W 25-17,,25,17,8,42,1.0,covered,48.0,under,13,26,50.0,215,2,0,2,13,105.9,22,160,7.27,1,375,50,7.5000,75,4.7467,,24:19,3:06,12,105,10,83,22,188,18,6,11,1,9,2,22.2%,0,0,,4,3,1,1,,1,,,6,258,43.00
ATL,2018,2018-12-23,1:00,1:00,@,CAR,16,15,Sun,W 24-10,,24,10,14,34,-3.0,covered,46.0,under,15,26,57.7,233,3,0,1,6,126.9,21,194,9.24,0,427,48,8.8958,84,5.1905,2,22:31,3:00,4,41,10,86,14,127,16,6,8,2,10,4,40.0%,0,0,,3,3,3,1,1,0,,,5,235,47.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUF,2018,2018-11-25,1:00,1:00,,JAX,12,11,Sun,W 24-21,,24,21,3,45,3.0,covered,36.5,over,8,19,42.1,160,1,0,0,0,89.8,35,167,4.77,2,327,54,6.0556,65,5.1231,,27:18,3:22,13,80,10,90,23,170,18,9,5,4,10,2,20.0%,0,0,,3,3,3,1,1,0,,,7,314,44.86
CAR,2018,2018-09-16,1:00,1:00,@,ATL,2,2,Sun,L 24-31,,24,31,-7,55,5.5,not covered,44.0,over,32,45,71.1,318,3,1,2,17,105.3,18,121,6.72,0,439,65,6.7538,60,7.3667,1,30:18,3:08,7,49,2,26,9,75,27,6,20,1,11,5,45.5%,1,1,100.0%,3,3,3,1,1,0,,,4,191,47.75
CHI,2018,2018-09-17,8:15,7:15,,SEA,2,2,Mon,W 24-17,,24,17,7,41,-4.5,covered,42.5,under,25,34,73.5,185,2,2,2,15,83.0,27,86,3.19,0,271,63,4.3016,64,4.3125,2,34:24,2:59,7,55,5,37,12,92,20,7,11,2,12,5,41.7%,1,1,100.0%,3,3,3,1,1,0,,,5,206,41.20
CHI,2018,2018-10-28,1:00,12:00,,NYJ,8,7,Sun,W 24-10,,24,10,14,34,-8.5,covered,42.5,under,16,29,55.2,216,2,0,2,4,102.7,34,179,5.26,1,395,65,6.0769,54,3.8333,,32:44,3:00,2,25,8,45,10,70,22,10,11,1,12,4,33.3%,1,1,100.0%,3,3,3,2,1,0,,,5,225,45.00
CHI,2018,2018-12-16,1:00,12:00,,GNB,15,14,Sun,W 24-17,,24,17,7,41,-5.5,covered,46.5,under,20,28,71.4,232,2,0,1,3,120.4,29,100,3.45,1,332,58,5.7241,66,4.8939,1,30:23,2:58,4,24,7,48,11,72,19,6,11,2,10,3,30.0%,1,0,0.0%,3,3,3,1,1,0,,,4,177,44.25
CHI,2018,2018-12-30,4:25,3:00,@,MIN,17,16,Sun,W 24-10,,24,10,14,34,6.0,covered,40.5,under,18,26,69.2,163,0,0,0,0,85.9,37,169,4.57,3,332,63,5.2698,52,3.1538,,37:08,2:58,11,102,3,30,14,132,17,8,7,2,14,8,57.1%,1,0,0.0%,3,2,1,1,1,1,1,,4,175,43.75
CLE,2018,2018-12-30,4:25,1:00,@,BAL,17,16,Sun,L 24-26,,24,26,-2,50,7.0,covered,41.0,over,23,42,54.8,376,3,3,0,0,79.1,14,50,3.57,0,426,56,7.6071,73,6.3425,3,21:30,3:15,4,35,10,65,14,100,18,1,16,1,11,4,36.4%,1,0,0.0%,3,3,3,2,1,0,,,4,180,45.00
IND,2018,2018-10-04,8:20,8:20,@,NWE,5,5,Thu,L 24-38,,24,38,-14,62,10.5,not covered,49.5,over,38,59,64.4,355,3,2,1,10,84.4,21,84,4.00,0,439,81,5.4198,67,6.5373,3,32:26,3:14,4,35,7,50,11,85,26,5,20,1,15,7,46.7%,3,2,66.7%,3,3,3,2,1,0,,,3,142,47.33
IND,2018,2018-12-09,1:00,12:00,@,HOU,14,13,Sun,W 24-21,,24,21,3,45,4.0,covered,49.0,under,27,41,65.9,386,2,1,2,13,103.6,23,50,2.17,1,436,66,6.6061,68,4.6324,1,28:03,3:10,9,59,7,35,16,94,24,4,17,3,12,4,33.3%,0,0,,3,3,3,1,1,0,,,6,278,46.33
ARI,2018,2018-12-30,4:25,1:25,@,SEA,17,16,Sun,L 24-27,,24,27,-3,51,14.0,covered,39.5,over,18,34,52.9,113,1,0,6,36,74.3,24,85,3.54,0,198,64,3.0938,61,4.7705,2,30:51,3:03,3,20,1,10,4,30,12,4,8,0,17,4,23.5%,2,1,50.0%,2,1,1,3,3,1,1,,5,247,49.40
DAL,2018,2019-01-05,8:15,7:15,,SEA,18,17,Sat,W 24-22,,24,22,2,46,-2.5,not covered,43.0,over,22,33,66.7,216,1,1,1,10,83.6,34,164,4.82,2,380,68,5.5882,52,5.7500,1,34:50,3:11,6,36,5,36,11,72,23,9,11,3,11,4,36.4%,0,0,,3,3,3,2,1,0,,,5,225,45.00
DEN,2018,2018-11-25,4:25,2:25,,PIT,12,11,Sun,W 24-17,,24,17,7,41,3.0,covered,47.5,under,15,28,53.6,184,2,0,2,13,99.9,23,124,5.39,1,308,53,5.8113,76,6.9342,,25:00,3:03,6,50,5,34,11,84,17,5,12,0,11,3,27.3%,0,0,,3,3,3,1,1,0,,,6,282,47.00
DEN,2018,2018-12-02,1:00,1:00,@,CIN,13,12,Sun,W 24-10,,24,10,14,34,-4.0,covered,45.0,under,12,21,57.1,143,1,0,2,8,95.5,34,218,6.41,2,361,57,6.3333,64,4.8906,1,28:40,3:13,7,60,12,100,19,160,16,9,6,1,13,5,38.5%,0,0,,3,3,3,2,1,0,,,6,260,43.33
DET,2018,2018-09-30,1:00,12:00,@,DAL,4,4,Sun,L 24-26,,24,26,-2,50,2.5,covered,43.5,over,24,30,80.0,286,2,0,3,21,131.5,20,96,4.80,1,382,53,7.2075,65,6.3692,,29:55,2:58,8,58,2,20,10,78,18,4,14,0,11,6,54.5%,0,0,,3,3,3,1,1,0,,,4,171,42.75
GNB,2018,2018-09-09,8:20,7:20,,CHI,1,1,Sun,W 24-23,,24,23,1,47,-6.5,not covered,45.0,over,24,37,64.9,301,3,1,4,40,110.3,18,69,3.83,0,370,59,6.2712,66,4.4545,2,26:38,3:07,8,72,5,35,13,107,16,2,14,0,13,5,38.5%,1,0,0.0%,3,3,3,1,1,0,,,4,192,48.00
GNB,2018,2018-11-15,8:20,5:20,@,SEA,11,10,Thu,L 24-27,,24,27,-3,51,3.0,push,49.0,over,21,30,70.0,311,2,0,5,21,128.7,13,48,3.69,1,359,48,7.4792,69,5.4783,,25:42,2:56,5,80,6,30,11,110,14,3,11,0,11,3,27.3%,0,0,,3,3,3,2,1,0,,,6,284,47.33
MIA,2018,2018-11-25,4:25,1:00,@,IND,12,11,Sun,L 24-27,,24,27,-3,51,9.0,covered,52.5,under,17,25,68.0,201,2,0,1,3,119.4,25,113,4.52,1,314,51,6.1569,65,7.0000,1,28:06,2:56,10,75,7,52,17,127,14,5,8,1,11,4,36.4%,0,0,,3,3,3,1,1,0,,,6,285,47.50
MIN,2018,2018-09-09,1:00,3:00,,SFO,1,1,Sun,W 24-16,,24,16,8,40,-6.0,covered,46.5,under,20,36,55.6,227,2,0,3,17,95.1,32,116,3.63,0,343,71,4.8310,61,5.3607,1,31:09,3:12,7,52,3,21,10,73,19,3,15,1,17,7,41.2%,1,0,0.0%,3,3,3,1,1,0,,,6,230,38.33
MIN,2018,2018-11-04,1:00,3:00,,DET,9,9,Sun,W 24-9,,24,9,15,33,-4.5,covered,47.5,under,18,22,81.8,155,1,1,1,9,93.9,23,128,5.57,1,283,46,6.1522,70,2.9857,2,23:15,2:46,3,15,8,66,11,81,17,3,10,4,8,3,37.5%,1,1,100.0%,3,3,3,1,1,0,,,4,163,40.75
MIN,2018,2018-11-25,8:20,10:20,,GNB,12,11,Sun,W 24-17,,24,17,7,41,-3.5,covered,48.0,under,29,38,76.3,325,3,0,2,17,129.5,29,91,3.14,0,416,69,6.0290,51,4.9804,,34:37,3:07,6,55,4,20,10,75,22,4,18,0,14,7,50.0%,1,0,0.0%,3,3,3,3,1,0,,,4,183,45.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,2018,2018-10-21,4:05,4:05,@,BAL,7,6,Sun,W 24-23,,24,23,1,47,2.5,covered,49.0,under,22,30,73.3,205,2,0,1,7,114.9,39,134,3.44,1,339,70,4.8429,64,5.4844,1,33:31,3:03,6,52,5,54,11,106,26,12,12,2,14,6,42.9%,5,4,80.0%,3,3,3,1,1,0,,,2,88,44.00
NWE,2018,2018-12-02,4:25,4:25,,MIN,13,12,Sun,W 24-10,,24,10,14,34,-6.0,covered,49.5,under,24,32,75.0,311,1,1,0,0,102.5,39,160,4.10,2,471,71,6.6338,59,4.7119,1,33:21,2:58,7,60,5,55,12,115,27,11,14,2,14,7,50.0%,1,1,100.0%,3,3,3,2,1,0,,,4,166,41.50
NWE,2018,2018-12-23,1:00,1:00,,BUF,16,15,Sun,W 24-12,,24,12,12,36,-13.5,not covered,45.0,under,13,25,52.0,117,1,2,1,9,46.4,47,273,5.81,2,390,73,5.3425,59,4.8983,3,35:38,3:01,5,49,3,29,8,78,20,15,4,1,12,3,25.0%,2,1,50.0%,3,3,3,1,1,0,,,6,259,43.17
PHI,2018,2018-10-28,9:30,2:30,@,JAX,8,8,Sun,W 24-18,,24,18,6,42,-3.5,covered,44.0,under,21,30,70.0,262,3,1,4,24,119.6,28,133,4.75,0,395,62,6.3710,62,5.4032,2,32:38,2:53,4,36,5,45,9,81,22,7,15,0,12,7,58.3%,0,0,,3,3,3,1,1,0,,,3,155,51.67
PHI,2018,2018-12-30,4:25,1:00,@,WAS,17,16,Sun,W 24-0,,24,0,24,24,-6.0,covered,42.5,under,29,34,85.3,231,3,1,3,12,113.6,34,129,3.79,0,360,71,5.0704,44,2.0227,1,43:19,2:38,5,25,2,15,7,40,25,10,15,0,14,8,57.1%,1,1,100.0%,3,3,3,1,1,0,,,3,123,41.00
OAK,2018,2018-12-09,4:25,1:25,,PIT,14,13,Sun,W 24-21,,24,21,3,45,10.5,covered,51.0,under,25,34,73.5,299,2,0,4,23,122.4,25,55,2.20,1,354,63,5.6190,58,5.8621,1,32:36,3:04,13,130,2,14,15,144,20,3,17,0,12,4,33.3%,2,2,100.0%,3,3,3,1,1,0,,,4,194,48.50
BAL,2018,2018-11-18,1:00,1:00,,CIN,11,10,Sun,W 24-21,,24,21,3,45,-6.5,not covered,44.0,over,13,19,68.4,136,0,1,3,14,70.1,53,267,5.04,2,403,75,5.3733,54,4.7222,1,38:09,3:05,5,31,7,58,12,89,23,15,7,1,16,8,50.0%,1,0,0.0%,2,1,1,3,3,1,1,,4,157,39.25
BAL,2018,2018-12-09,1:00,12:00,@,KAN,14,13,Sun,L 24-27,OT,24,27,-3,51,6.5,covered,48.5,over,13,26,50.0,127,2,0,2,20,92.9,40,194,4.85,1,321,68,4.7206,83,5.3253,1,31:27,3:28,11,112,7,53,18,165,24,10,12,2,12,5,41.7%,3,1,33.3%,3,3,3,1,1,0,,,3,158,52.67
SEA,2018,2018-09-09,4:25,2:25,@,DEN,1,1,Sun,L 24-27,,24,27,-3,51,3.0,push,42.5,over,19,33,57.6,242,3,2,6,56,92.7,16,64,4.00,0,306,55,5.5636,72,6.5278,3,24:52,3:06,7,45,7,60,14,105,13,1,10,2,12,2,16.7%,0,0,,3,3,3,2,1,0,,,6,354,59.00
SEA,2018,2018-09-23,4:25,1:25,,DAL,3,3,Sun,W 24-13,,24,13,11,37,-1.0,covered,40.0,under,16,26,61.5,182,2,0,2,10,109.8,39,113,2.90,1,295,67,4.4030,58,5.2241,,32:44,3:03,10,67,7,55,17,122,18,6,10,2,16,7,43.8%,0,0,,3,3,3,1,1,0,,,8,350,43.75
TAM,2018,2018-12-02,1:00,1:00,,CAR,13,12,Sun,W 24-17,,24,17,7,41,3.5,covered,52.0,under,20,30,66.7,220,2,0,4,29,114.4,25,95,3.80,1,315,59,5.3390,65,6.8308,1,29:54,3:02,9,69,7,104,16,173,18,5,11,2,13,6,46.2%,0,0,,3,3,3,1,1,0,,,6,267,44.50
WAS,2018,2018-09-09,4:25,2:25,@,ARI,1,1,Sun,W 24-6,,24,6,18,30,2.0,covered,43.5,under,21,30,70.0,247,2,0,3,8,118.1,42,182,4.33,1,429,75,5.7200,51,4.1765,1,38:08,2:57,9,63,9,67,18,130,30,10,13,7,13,6,46.2%,1,1,100.0%,3,3,3,1,1,0,,,4,186,46.50
ATL,2018,2018-10-22,8:15,8:15,,NYG,7,7,Mon,W 23-20,,23,20,3,43,-4.5,not covered,52.0,under,31,39,79.5,356,1,0,3,23,115.7,20,67,3.35,1,423,62,6.8226,62,6.9839,1,32:17,2:57,5,29,4,58,9,87,22,5,15,2,13,7,53.8%,0,0,,2,2,2,3,3,0,,,3,133,44.33
BUF,2018,2018-12-09,1:00,1:00,,NYJ,14,13,Sun,L 23-27,,23,27,-4,50,-4.5,not covered,37.0,over,18,37,48.6,192,0,2,3,14,43.3,31,176,5.68,2,368,71,5.1831,53,4.6792,3,33:47,3:12,7,47,7,93,14,140,24,10,9,5,14,7,50.0%,0,0,,2,2,2,5,3,0,,,1,40,40.00
CHI,2018,2018-09-09,8:20,7:20,@,GNB,1,1,Sun,L 23-24,,23,24,-1,47,6.5,covered,45.0,over,23,35,65.7,155,0,0,4,16,77.2,27,139,5.15,1,294,66,4.4545,59,6.2712,1,33:22,3:07,5,35,8,72,13,107,18,7,8,3,17,7,41.2%,2,0,0.0%,2,2,2,3,3,0,,,4,201,50.25
CHI,2018,2018-11-22,12:30,12:30,@,DET,12,11,Thu,W 23-16,,23,16,7,39,-3.0,covered,43.0,under,28,38,73.7,226,2,0,4,12,107.1,15,38,2.53,0,264,57,4.6316,64,5.2031,1,27:14,3:02,3,20,5,54,8,74,19,3,13,3,10,3,30.0%,0,0,,3,2,2,1,1,1,,,5,235,47.00
CLE,2018,2018-10-21,1:00,1:00,@,TAM,7,7,Sun,L 23-26,OT,23,26,-3,49,3.5,covered,52.5,under,23,34,67.6,186,2,0,5,29,104.4,23,119,5.17,1,305,62,4.9194,88,5.1818,1,30:27,3:40,14,114,8,65,22,179,17,7,8,2,14,3,21.4%,2,0,0.0%,3,3,3,,,0,,1,9,465,51.67
IND,2018,2018-09-09,1:00,1:00,,CIN,1,1,Sun,L 23-34,,23,34,-11,57,1.0,not covered,47.5,over,39,53,73.6,305,2,1,2,14,93.2,22,75,3.41,0,380,77,4.9351,50,6.6000,2,32:48,3:04,7,91,8,94,15,185,24,4,17,3,17,11,64.7%,0,0,,2,2,2,4,3,0,,,2,95,47.50
IND,2018,2018-12-16,1:00,1:00,,DAL,15,14,Sun,W 23-0,,23,0,23,23,-3.0,covered,46.5,under,16,27,59.3,192,0,0,0,0,81.1,39,178,4.56,2,370,66,5.6061,64,4.5625,1,31:48,2:54,6,55,9,74,15,129,25,11,11,3,12,8,66.7%,0,0,,2,2,2,3,3,0,,,1,52,52.00
DEN,2018,2018-10-01,8:15,6:15,,KAN,4,4,Mon,L 23-27,,23,27,-4,50,3.5,not covered,53.5,under,21,33,63.6,226,0,1,4,19,73.4,22,159,7.23,2,385,59,6.5254,72,6.1944,1,24:58,3:04,3,25,10,93,13,118,21,10,10,1,11,2,18.2%,3,2,66.7%,2,2,2,3,3,0,,,3,123,41.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN,2018,2018-10-28,1:00,12:00,@,KAN,8,8,Sun,L 23-30,,23,30,-7,53,8.5,covered,53.0,push,23,34,67.6,222,2,1,5,40,97.9,30,189,6.30,1,411,69,5.9565,54,6.2963,2,32:41,3:10,10,83,7,50,17,133,22,10,11,1,12,4,33.3%,1,1,100.0%,3,2,2,2,1,1,,,4,175,43.75
DEN,2018,2018-11-18,4:05,1:05,@,LAC,11,10,Sun,W 23-22,,23,22,1,45,7.5,covered,46.5,under,20,33,60.6,217,0,0,0,0,80.0,19,108,5.68,3,325,52,6.2500,72,6.6528,,22:11,3:10,7,43,14,120,21,163,16,6,7,3,10,3,30.0%,2,1,50.0%,3,2,2,1,1,1,,,5,224,44.80
GNB,2018,2018-10-07,1:00,1:00,@,DET,5,5,Sun,L 23-31,,23,31,-8,54,1.0,not covered,50.0,over,32,52,61.5,423,3,0,4,19,108.0,20,98,4.90,0,521,76,6.8553,57,4.6316,3,33:20,3:23,12,112,8,71,20,183,30,6,23,1,10,3,30.0%,2,2,100.0%,3,1,,5,1,2,1,,0,0,
HOU,2018,2018-11-18,1:00,1:00,@,WAS,11,10,Sun,W 23-21,,23,21,2,44,-3.0,not covered,40.5,over,16,24,66.7,181,1,2,3,27,72.9,31,139,4.48,0,320,58,5.5172,73,3.8082,3,29:03,3:03,7,40,6,43,13,83,19,7,8,4,11,4,36.4%,0,0,,2,2,2,5,3,0,,,1,30,30.00
MIA,2018,2018-10-25,8:20,7:20,@,HOU,8,8,Thu,L 23-42,,23,42,-19,65,7.5,not covered,45.0,over,22,38,57.9,254,1,1,2,15,77.6,25,116,4.64,1,370,65,5.6923,55,7.7636,1,31:09,3:21,5,63,8,57,13,120,18,6,11,1,13,4,30.8%,1,0,0.0%,2,2,2,3,3,0,,,4,188,47.00
MIN,2018,2018-10-07,4:25,4:25,@,PHI,5,5,Sun,W 23-21,,23,21,2,44,3.5,covered,48.0,under,30,37,81.1,298,1,0,1,3,109.6,23,77,3.35,0,375,61,6.1475,55,6.6182,1,32:47,3:02,4,23,8,52,12,75,19,5,13,1,11,4,36.4%,0,0,,2,2,2,5,3,0,,,2,78,39.00
NOR,2018,2019-01-20,3:05,2:05,,LAR,20,18,Sun,L 23-26,OT,23,26,-3,49,-3.0,not covered,55.5,under,26,41,63.4,242,2,1,2,7,86.3,21,48,2.29,0,290,64,4.5313,68,5.5588,1,30:41,3:18,3,20,7,64,10,84,19,5,12,2,14,6,42.9%,0,0,,2,2,2,3,3,0,,,4,171,42.75
PHI,2018,2018-09-30,1:00,12:00,@,TEN,4,4,Sun,L 23-26,OT,23,26,-3,49,-3.0,not covered,41.5,over,33,50,66.0,315,2,0,4,33,99.4,22,117,5.32,0,432,76,5.6842,68,5.8382,1,34:25,3:36,8,77,4,30,12,107,25,6,18,1,15,5,33.3%,0,0,,2,2,2,3,3,0,,,6,308,51.33
PHI,2018,2018-12-09,4:25,3:25,@,DAL,14,13,Sun,L 23-29,OT,23,29,-6,52,3.5,not covered,45.5,over,22,32,68.8,222,3,0,2,6,120.3,14,34,2.43,0,256,48,5.3333,93,6.1935,1,22:32,3:28,5,49,11,110,16,159,16,1,12,3,9,1,11.1%,1,1,100.0%,3,3,2,1,1,0,,,6,276,46.00
PIT,2018,2018-11-04,1:00,1:00,@,BAL,9,8,Sun,W 23-16,,23,16,7,39,1.5,covered,46.5,under,29,48,60.4,282,2,0,1,10,91.7,27,113,4.19,1,395,76,5.1974,56,4.7321,,36:29,3:05,8,103,5,25,13,128,27,8,18,1,16,10,62.5%,1,1,100.0%,3,3,2,1,1,0,,,4,150,37.50
OAK,2018,2018-11-18,4:05,2:05,@,ARI,11,10,Sun,W 23-21,,23,21,2,44,4.5,covered,41.0,over,19,31,61.3,173,2,0,4,19,100.5,33,152,4.61,0,325,68,4.7794,52,5.4231,,36:01,3:02,4,20,7,62,11,82,19,9,9,1,15,5,33.3%,0,0,,2,2,2,3,3,0,,,8,361,45.13
LAR,2018,2018-10-14,4:05,2:05,@,DEN,6,6,Sun,W 23-20,,23,20,3,43,-7.0,not covered,50.0,under,14,28,50.0,174,0,1,5,27,58.8,39,270,6.92,2,444,72,6.1667,60,5.9500,1,35:10,3:16,10,81,6,61,16,142,24,13,9,2,17,8,47.1%,1,1,100.0%,2,2,2,4,3,0,,,3,120,40.00
LAR,2018,2018-12-16,8:20,5:20,,PHI,15,14,Sun,L 23-30,,23,30,-7,53,-13.5,not covered,52.5,over,35,54,64.8,325,0,1,2,14,74.5,18,82,4.56,2,407,74,5.5000,61,6.2459,3,28:24,3:15,5,50,6,49,11,99,23,5,18,0,12,4,33.3%,1,0,0.0%,2,2,2,3,3,0,,,3,169,56.33
BAL,2018,2018-09-13,8:20,8:20,@,CIN,2,2,Thu,L 23-34,,23,34,-11,57,1.0,not covered,43.0,over,32,55,58.2,359,2,2,4,17,76.0,22,66,3.00,1,425,81,5.2469,70,5.3286,3,28:10,3:26,7,51,9,92,16,143,28,5,20,3,16,7,43.8%,4,2,50.0%,3,2,2,1,1,1,,,3,169,56.33
BAL,2018,2018-10-21,4:05,4:05,,NOR,7,7,Sun,L 23-24,,23,24,-1,47,-2.5,not covered,49.0,under,24,40,60.0,274,2,0,1,10,98.3,23,77,3.35,1,351,64,5.4844,70,4.8429,,26:29,3:03,5,54,6,52,11,106,25,6,15,4,12,5,41.7%,2,1,50.0%,3,3,2,1,1,0,,,3,137,45.67
LAC,2018,2018-09-23,4:05,1:05,@,LAR,3,3,Sun,L 23-35,,23,35,-12,58,7.5,not covered,49.0,over,18,30,60.0,215,2,0,2,11,105.7,20,141,7.05,1,356,52,6.8462,72,7.2361,2,25:44,2:57,4,30,6,64,10,94,16,7,9,0,13,7,53.8%,2,1,50.0%,3,3,2,1,1,0,,,3,102,34.00
LAC,2018,2018-12-30,4:25,2:25,@,DEN,17,16,Sun,W 23-9,,23,9,14,32,-7.0,covered,43.5,under,14,24,58.3,160,1,2,1,16,60.4,30,116,3.87,1,276,55,5.0182,74,5.0000,4,28:12,3:03,6,51,11,99,17,150,17,5,10,2,11,4,36.4%,0,0,,3,3,3,,,0,,,5,234,46.80
LAC,2018,2019-01-06,1:05,1:05,@,BAL,18,17,Sun,W 23-17,,23,17,6,40,3.0,covered,43.0,under,22,32,68.8,154,0,0,1,6,80.2,33,89,2.70,1,243,66,3.6818,59,3.8814,1,33:40,3:17,5,35,7,41,12,76,14,3,8,3,17,6,35.3%,1,1,100.0%,1,,,6,5,1,1,,5,177,35.40
SEA,2018,2018-12-16,4:05,1:05,@,SFO,15,14,Sun,L 23-26,OT,23,26,-3,49,-3.5,not covered,44.0,over,23,31,74.2,217,2,0,3,20,117.3,35,168,4.80,1,385,69,5.5797,58,6.0517,,37:14,3:18,14,148,8,66,22,214,18,5,12,1,19,9,47.4%,1,1,100.0%,3,3,2,1,1,0,,,8,426,53.25
SFO,2018,2018-11-12,8:15,5:15,,NYG,10,10,Mon,L 23-27,,23,27,-4,50,-3.0,not covered,45.0,over,27,39,69.2,250,1,2,0,0,73.7,29,124,4.28,1,374,68,5.5000,55,5.0364,2,34:14,3:06,10,97,8,78,18,175,24,6,14,4,13,8,61.5%,0,0,,2,2,2,3,3,0,,,3,133,44.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,2018,2018-10-14,1:00,1:00,,CAR,6,5,Sun,W 23-17,,23,17,6,40,1.0,covered,44.5,under,21,36,58.3,156,2,0,3,7,88.1,28,132,4.71,0,288,67,4.2985,59,5.9322,,35:24,2:55,5,43,8,55,13,98,18,7,10,1,16,7,43.8%,2,1,50.0%,2,2,2,3,3,0,,,4,164,41.00
WAS,2018,2018-11-22,4:30,3:30,@,DAL,12,11,Thu,L 23-31,,23,31,-8,54,7.0,not covered,40.0,over,24,38,63.2,251,2,3,3,17,68.7,20,80,4.00,1,331,61,5.4262,69,5.8551,3,26:37,3:36,4,25,4,30,8,55,18,5,12,1,11,4,36.4%,0,0,,3,3,2,1,1,0,,,5,228,45.60
DAL,2018,2018-11-18,1:00,1:00,@,ATL,11,10,Sun,W 22-19,,22,19,3,41,3.5,covered,50.0,under,22,32,68.8,191,0,0,2,17,86.5,29,132,4.55,2,323,63,5.1270,55,6.4364,,31:57,2:45,2,20,2,15,4,35,20,9,10,1,13,7,53.8%,0,0,,2,2,1,3,3,0,,,3,133,44.33
DAL,2018,2019-01-12,8:15,5:15,@,LAR,19,18,Sat,L 22-30,,22,30,-8,52,7.5,not covered,48.0,over,20,32,62.5,258,1,0,1,8,99.2,22,50,2.27,2,308,55,5.6000,76,6.0395,,23:47,3:01,4,26,4,41,8,67,19,6,11,2,10,1,10.0%,4,3,75.0%,3,2,2,,,1,1,,4,165,41.25
DET,2018,2018-11-11,1:00,12:00,@,CHI,10,9,Sun,L 22-34,,22,34,-12,56,7.5,not covered,44.5,over,25,42,59.5,229,2,2,6,45,74.9,24,76,3.17,1,305,72,4.2361,53,7.5849,3,32:00,3:13,6,41,6,46,12,87,24,7,14,3,15,4,26.7%,5,4,80.0%,3,1,1,1,1,2,,,4,156,39.00
