Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
JAX,2017,2017-10-08,1:00,1:00,@,PIT,5,5,Sun,W 30-9,,30,9,21,39,7.5,covered,41.0,under,8,14,57.1,82,0,1,2,13,48.2,37,231,6.24,2,313,53,5.9057,77,4.8182,1,28:52,3:01,4,19,5,37,9,56,15,10,5,0,12,6,50.0%,0,0,,4,4,3,1,1,0,,,5,190,38.00
JAX,2017,2017-12-03,1:00,1:00,,IND,13,12,Sun,W 30-10,,30,10,20,40,-10.0,covered,41.0,under,27,36,75.0,330,2,0,1,8,122.2,27,96,3.56,1,426,64,6.6563,66,4.3939,,33:47,3:01,6,55,4,31,10,86,22,5,16,1,15,9,60.0%,1,1,100.0%,3,1,1,3,3,2,1,,2,76,38.00
JAX,2017,2017-12-10,4:25,1:00,,SEA,14,13,Sun,W 30-24,,30,24,6,54,-3.0,covered,41.0,over,18,27,66.7,268,2,0,0,0,123.7,39,156,4.00,1,424,66,6.4242,57,7.0351,1,33:01,3:21,7,48,6,73,13,121,20,7,12,1,13,4,30.8%,0,0,,3,3,3,3,3,0,,,5,194,38.80
KAN,2017,2017-10-19,8:25,5:25,@,OAK,7,7,Thu,L 30-31,,30,31,-1,61,-3.0,not covered,46.5,over,25,36,69.4,331,3,0,1,11,127.3,23,94,4.09,0,425,60,7.0833,73,6.9178,,30:36,3:27,8,108,10,97,18,205,19,3,15,1,15,8,53.3%,0,0,,3,3,3,3,3,0,,,3,137,45.67
KAN,2017,2017-12-16,8:25,7:25,,LAC,15,14,Sat,W 30-13,,30,13,17,43,-1.0,covered,47.0,under,23,30,76.7,223,2,0,1,8,120.3,32,174,5.44,1,397,63,6.3016,60,5.1167,,33:21,3:09,7,71,9,61,16,132,20,9,7,4,14,6,42.9%,1,1,100.0%,3,3,3,4,3,0,,,3,129,43.00
KAN,2018,2018-10-07,1:00,12:00,,JAX,5,5,Sun,W 30-14,,30,14,16,44,-3.0,covered,48.0,under,22,38,57.9,298,0,2,1,15,62.7,30,126,4.20,2,424,69,6.1449,83,6.0482,2,32:43,3:24,11,105,5,45,16,150,26,6,17,3,12,4,33.3%,0,0,,3,3,3,3,3,0,,,2,116,58.00
KAN,2018,2018-10-28,1:00,12:00,,DEN,8,8,Sun,W 30-23,,30,23,7,53,-8.5,not covered,53.0,push,24,34,70.6,291,4,1,2,12,125.0,18,49,2.72,0,340,54,6.2963,69,5.9565,1,27:19,3:10,7,50,10,83,17,133,20,2,15,3,10,3,30.0%,1,1,100.0%,4,4,3,1,1,0,,,5,196,39.20
KAN,2019,2019-10-17,8:20,6:20,@,DEN,7,7,Thu,W 30-6,,30,6,24,36,-3.0,covered,49.5,under,20,30,66.7,191,2,0,1,2,106.7,27,80,2.96,0,271,58,4.6724,64,3.2031,,32:13,2:53,6,46,4,33,10,79,14,5,7,2,15,5,33.3%,1,1,100.0%,3,3,3,3,3,0,,,6,266,44.33
MIN,2017,2017-11-23,12:30,12:30,@,DET,12,11,Thu,W 30-23,,30,23,7,53,-2.5,covered,46.0,over,21,30,70.0,272,2,0,2,10,121.8,41,136,3.32,2,408,73,5.5890,53,5.4528,,34:57,3:29,9,74,8,54,17,128,28,11,14,3,13,6,46.2%,0,0,,4,4,3,2,1,0,,,4,171,42.75
MIN,2019,2019-12-02,8:15,5:15,@,SEA,13,12,Mon,L 30-37,,30,37,-7,67,2.5,not covered,48.0,over,22,38,57.9,276,2,1,0,0,87.2,14,78,5.57,1,354,52,6.8077,76,5.8421,3,20:15,3:13,3,30,1,30,4,60,17,4,12,1,10,5,50.0%,1,0,0.0%,4,4,3,1,1,0,,,4,170,42.50
NOR,2017,2017-11-05,1:00,12:00,,TAM,9,8,Sun,W 30-10,,30,10,20,40,-7.0,covered,54.0,under,22,27,81.5,256,2,0,1,7,131.9,32,151,4.72,1,407,60,6.7833,57,3.5088,2,32:18,3:03,4,28,7,50,11,78,21,8,13,0,13,7,53.8%,0,0,,4,4,3,2,1,0,,,2,91,45.50
NOR,2018,2018-10-28,8:20,10:20,@,MIN,8,7,Sun,W 30-20,,30,20,10,50,-2.5,covered,53.5,under,19,24,79.2,164,1,1,0,0,91.7,29,106,3.66,1,270,53,5.0943,67,6.3134,1,28:37,2:49,7,64,6,54,13,118,17,6,9,2,9,4,44.4%,0,0,,3,3,3,3,3,0,,,2,86,43.00
NOR,2019,2019-09-09,7:10,6:10,,HOU,1,1,Mon,W 30-28,,30,28,2,58,-6.5,not covered,52.0,over,32,43,74.4,362,2,1,1,8,105.8,21,148,7.05,1,510,65,7.8462,59,7.0169,1,30:13,3:14,7,48,8,69,15,117,25,6,19,0,11,7,63.6%,0,0,,3,3,3,4,3,0,,,2,88,44.00
NWE,2017,2017-10-01,1:00,1:00,,CAR,4,4,Sun,L 30-33,,30,33,-3,63,-9.0,not covered,48.0,over,32,45,71.1,293,2,0,3,14,104.6,19,80,4.21,1,373,67,5.5672,60,7.4000,,31:07,3:00,7,55,1,33,8,88,24,5,18,1,14,7,50.0%,2,2,100.0%,3,3,3,3,3,0,,,3,135,45.00
NWE,2019,2019-09-22,1:00,1:00,,NYJ,3,3,Sun,W 30-14,,30,14,16,44,-20.5,not covered,43.0,over,30,45,66.7,313,2,1,1,7,92.8,27,68,2.52,2,381,73,5.2192,47,2.2340,2,35:14,2:58,8,70,5,67,13,137,21,2,17,2,15,6,40.0%,0,0,,4,4,3,1,1,0,,,7,310,44.29
NYG,2018,2018-12-02,1:00,1:00,,CHI,13,12,Sun,W 30-27,OT,30,27,3,57,4.0,covered,44.0,over,20,36,55.6,197,2,1,3,22,80.7,29,141,4.86,0,338,68,4.9706,77,4.8831,1,33:13,3:34,12,107,8,58,20,165,18,4,13,1,17,6,35.3%,2,2,100.0%,3,3,3,3,3,0,,,7,311,44.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEN,2018,2018-12-06,8:20,7:20,,JAX,14,13,Thu,W 30-9,,30,9,21,39,-5.5,covered,37.5,over,18,24,75.0,162,0,1,1,0,75.3,32,264,8.25,4,426,57,7.4737,67,3.8060,1,29:20,2:58,3,30,7,67,10,97,21,10,9,2,11,7,63.6%,1,0,0.0%,4,4,3,1,1,0,,,2,118,59.00
PHI,2017,2017-09-10,1:00,1:00,@,WAS,1,1,Sun,W 30-17,,30,17,13,47,-2.0,covered,49.5,under,26,39,66.7,298,2,1,2,9,96.8,24,58,2.42,0,356,65,5.4769,61,4.3279,2,34:16,3:06,8,76,2,15,10,91,19,1,17,1,14,8,57.1%,0,0,,3,2,1,3,3,1,1,,4,170,42.50
PHI,2018,2018-12-16,8:20,5:20,@,LAR,15,14,Sun,W 30-23,,30,23,7,53,13.5,covered,52.5,over,24,31,77.4,270,0,1,0,0,89.4,30,111,3.70,3,381,61,6.2459,74,5.5000,1,31:36,3:15,6,49,5,50,11,99,17,7,9,1,13,4,30.8%,1,0,0.0%,3,3,3,4,3,0,,,3,155,51.67
PIT,2018,2018-09-24,8:15,8:15,@,TAM,3,3,Mon,W 30-27,,30,27,3,57,1.0,covered,55.0,over,30,38,78.9,335,3,1,3,18,120.7,22,78,3.55,0,413,63,6.5556,69,6.5942,1,30:21,3:19,13,155,9,80,22,235,22,3,16,3,11,3,27.3%,0,0,,4,4,3,2,1,0,,,5,228,45.60
PIT,2018,2018-12-02,8:20,1:00,,LAC,13,12,Sun,L 30-33,,30,33,-3,63,-3.0,not covered,52.5,over,29,45,64.4,271,2,1,1,10,87.4,17,65,3.82,2,336,63,5.3333,60,6.1833,1,28:48,3:10,7,59,5,80,12,139,23,5,15,3,10,3,30.0%,1,1,100.0%,4,4,3,1,1,0,,,4,204,51.00
LAR,2018,2018-12-02,1:00,1:00,@,DET,13,12,Sun,W 30-16,,30,16,14,46,-10.5,covered,54.0,under,17,33,51.5,195,1,1,2,12,68.6,29,149,5.14,2,344,64,5.3750,64,4.8438,2,28:16,3:14,7,105,8,54,15,159,24,9,12,3,11,5,45.5%,0,0,,3,3,3,3,3,0,,,3,151,50.33
LAR,2018,2019-01-12,8:15,5:15,,DAL,19,17,Sat,W 30-22,,30,22,8,52,-7.5,covered,48.0,over,15,28,53.6,186,0,0,0,0,74.4,48,273,5.69,3,459,76,6.0395,55,5.6000,,36:13,3:01,4,41,4,26,8,67,30,17,11,2,11,5,45.5%,2,2,100.0%,3,3,3,4,3,0,,,1,29,29.00
LAR,2019,2019-09-08,1:00,1:00,@,CAR,1,1,Sun,W 30-27,,30,27,3,57,-1.5,covered,49.5,over,23,39,59.0,183,1,1,1,3,69.0,32,166,5.19,2,349,72,4.8472,64,5.3594,1,33:16,3:12,5,43,6,46,11,89,22,9,12,1,17,9,52.9%,0,0,,3,3,3,4,3,0,,,4,144,36.00
BAL,2017,2017-10-08,4:05,1:05,@,OAK,5,5,Sun,W 30-17,,30,17,13,47,3.0,covered,40.5,over,19,26,73.1,222,0,0,0,0,98.6,39,143,3.67,2,365,65,5.6154,54,4.5370,,33:43,2:51,1,5,3,24,4,29,19,11,8,0,14,7,50.0%,0,0,,3,3,3,3,3,0,,,3,117,39.00
BAL,2019,2019-10-20,4:25,1:25,@,SEA,7,7,Sun,W 30-16,,30,16,14,46,3.0,covered,49.0,under,9,20,45.0,141,0,0,1,2,69.4,35,199,5.69,1,340,56,6.0714,68,5.1029,,29:54,3:05,8,75,2,18,10,93,14,9,5,0,13,5,38.5%,1,1,100.0%,3,3,3,3,3,0,,,3,132,44.00
LAC,2017,2017-12-10,4:05,1:05,,WAS,14,13,Sun,W 30-13,,30,13,17,43,-6.0,covered,46.5,under,19,34,55.9,314,2,1,2,8,95.5,35,174,4.97,1,488,71,6.8732,50,4.0200,1,35:20,2:59,5,40,4,48,9,88,24,7,14,3,15,6,40.0%,0,0,,3,3,3,3,3,0,,,5,264,52.80
LAC,2017,2017-12-31,4:25,1:25,,OAK,17,16,Sun,W 30-10,,30,10,20,40,-7.0,covered,43.0,under,28,37,75.7,380,3,0,1,7,135.8,30,115,3.83,0,495,68,7.2794,53,6.3396,,33:20,2:57,7,65,6,85,13,150,26,9,15,2,13,7,53.8%,1,0,0.0%,3,4,3,2,1,0,,,2,63,31.50
LAC,2019,2019-09-08,4:05,1:05,,IND,1,1,Sun,W 30-24,OT,30,24,6,54,-6.0,push,44.5,over,25,34,73.5,310,3,1,4,23,121.3,21,125,5.95,1,435,59,7.3729,62,6.0645,2,32:50,3:04,3,20,3,10,6,30,25,9,14,2,11,7,63.6%,0,0,,4,3,3,1,1,0,,,2,98,49.00
LAC,2019,2019-09-29,1:00,1:00,@,MIA,4,4,Sun,W 30-10,,30,10,20,40,-15.0,covered,43.5,under,25,31,80.6,311,2,0,1,6,130.8,33,79,2.39,1,390,65,6.0000,47,4.9574,,37:36,2:52,10,89,5,53,15,142,24,6,16,2,13,8,61.5%,1,0,0.0%,3,3,3,3,3,0,,,0,0,
SEA,2018,2018-11-25,1:00,1:00,@,CAR,12,11,Sun,W 30-27,,30,27,3,57,3.0,covered,46.5,over,22,31,71.0,322,2,0,2,17,128.3,28,75,2.68,1,397,61,6.5082,57,8.3509,,30:26,3:03,4,36,3,30,7,66,21,7,13,1,14,6,42.9%,2,2,100.0%,3,3,3,3,3,0,,,3,158,52.67
SEA,2019,2019-10-03,8:20,5:20,,LAR,5,5,Thu,W 30-29,,30,29,1,59,-1.5,not covered,49.0,over,17,23,73.9,262,4,0,1,6,151.8,43,167,3.88,0,429,67,6.4030,67,7.1194,1,35:18,3:27,5,45,6,45,11,90,25,10,12,3,10,3,30.0%,1,1,100.0%,4,3,3,2,1,1,,,4,190,47.50
SEA,2019,2019-12-15,1:00,1:00,@,CAR,15,14,Sun,W 30-24,,30,24,6,54,-6.0,push,48.5,over,20,27,74.1,274,2,1,2,12,117.2,34,154,4.53,2,428,63,6.7937,72,5.7500,1,31:18,3:06,5,40,2,15,7,55,21,10,10,1,10,4,40.0%,1,1,100.0%,4,4,3,1,1,0,,,4,165,41.25
SFO,2018,2018-09-16,4:05,1:05,,DET,2,2,Sun,W 30-27,,30,27,3,57,-6.0,not covered,48.5,over,18,26,69.2,156,2,0,6,50,118.4,28,190,6.79,1,346,60,5.7667,73,5.8493,,29:34,3:20,9,86,10,105,19,191,23,6,13,4,11,3,27.3%,0,0,,3,3,3,3,3,0,,,5,227,45.40
SFO,2018,2018-10-15,8:15,7:15,@,GNB,6,6,Mon,L 30-33,,30,33,-3,63,9.0,covered,46.5,over,16,23,69.6,227,2,1,2,18,115.3,30,174,5.80,1,401,55,7.2909,70,7.4429,3,28:52,3:10,2,10,6,54,8,64,18,9,8,1,9,2,22.2%,0,0,,3,3,3,3,3,0,,,3,126,42.00
TAM,2017,2017-11-19,1:00,1:00,@,MIA,11,10,Sun,W 30-20,,30,20,10,50,-1.0,covered,44.0,over,22,37,59.5,268,2,0,1,7,100.6,24,53,2.21,0,321,62,5.1774,60,7.4667,,31:49,3:20,9,82,17,123,26,205,19,2,15,2,13,3,23.1%,0,0,,3,3,3,4,3,0,,,6,249,41.50
Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAM,2019,2019-11-10,1:00,1:00,,ARI,10,9,Sun,W 30-27,,30,27,3,57,-5.5,not covered,51.0,over,30,48,62.5,339,1,2,4,19,74.8,26,118,4.54,2,457,78,5.8590,65,6.4154,3,36:03,3:23,9,94,11,87,20,181,26,7,15,4,15,7,46.7%,0,0,,3,3,3,3,3,0,,,3,142,47.33
WAS,2017,2017-11-12,1:00,1:00,,MIN,10,9,Sun,L 30-38,,30,38,-8,68,1.0,not covered,43.0,over,26,45,57.8,313,1,1,1,14,78.7,27,81,3.00,2,394,73,5.3973,60,6.7667,1,31:06,3:10,2,15,3,40,5,55,24,7,16,1,14,5,35.7%,5,3,60.0%,3,3,3,3,3,0,,,1,52,52.00
ATL,2019,2019-11-17,1:00,1:00,@,CAR,11,10,Sun,W 29-3,,29,3,26,32,3.5,covered,49.0,under,22,32,68.8,295,1,0,3,19,110.7,26,54,2.08,1,349,61,5.7213,70,4.9571,,31:26,3:04,3,20,8,68,11,88,20,4,15,1,14,6,42.9%,1,1,100.0%,3,2,2,4,3,1,,,3,127,42.33
ATL,2019,2019-12-15,4:25,1:25,@,SFO,15,14,Sun,W 29-22,,29,22,7,51,10.5,covered,50.0,over,25,39,64.1,201,2,0,2,9,95.0,20,89,4.45,1,290,61,4.7541,62,5.0484,1,29:12,3:14,11,98,7,67,18,165,20,3,14,3,13,7,53.8%,0,0,,4,2,2,1,1,1,,,5,252,50.40
IND,2018,2018-11-11,1:00,1:00,,JAX,10,9,Sun,W 29-26,,29,26,3,55,-3.0,push,48.0,over,21,29,72.4,285,3,1,0,0,123.5,23,81,3.52,1,366,52,7.0385,73,5.6849,1,24:50,3:05,7,45,8,61,15,106,17,4,11,2,11,6,54.5%,0,0,,4,3,3,1,,1,1,,3,138,46.00
DAL,2018,2018-12-09,4:25,3:25,,PHI,14,13,Sun,W 29-23,OT,29,23,6,52,-3.5,covered,45.5,over,42,54,77.8,434,3,2,3,21,104.9,36,142,3.94,0,576,93,6.1935,48,5.3333,3,45:33,3:28,11,110,5,49,16,159,32,6,23,3,18,9,50.0%,1,1,100.0%,3,2,2,4,3,0,,,2,102,51.00
GNB,2018,2018-09-16,1:00,12:00,,MIN,2,2,Sun,T 29-29,OT,29,29,0,58,2.0,covered,45.0,over,30,42,71.4,253,1,0,4,28,97.4,24,98,4.08,0,351,70,5.0143,68,7.0588,,38:08,3:37,7,54,8,70,15,124,24,9,11,4,13,4,30.8%,0,0,,2,2,2,6,5,0,,,5,259,51.80
HOU,2018,2018-12-02,1:00,12:00,,CLE,13,12,Sun,W 29-13,,29,13,16,42,-5.0,covered,47.5,under,22,31,71.0,197,1,0,4,27,102.1,39,187,4.79,0,384,74,5.1892,52,8.2308,,37:35,3:02,5,77,6,45,11,122,25,11,12,2,16,8,50.0%,0,0,,2,2,2,5,5,0,,,3,114,38.00
HOU,2018,2018-12-15,4:30,4:30,@,NYJ,15,14,Sat,W 29-22,,29,22,7,51,-7.0,push,44.0,over,22,28,78.6,239,2,0,6,55,134.2,17,47,2.76,0,286,51,5.6078,72,4.4167,,24:56,3:09,5,43,9,60,14,103,15,1,12,2,9,1,11.1%,0,0,,2,2,2,5,5,0,,,3,137,45.67
JAX,2017,2017-09-10,1:00,12:00,@,HOU,1,1,Sun,W 29-7,,29,7,22,36,5.5,covered,38.0,under,11,21,52.4,125,1,0,0,0,86.4,39,155,3.97,1,280,60,4.6667,69,2.9420,,30:05,3:06,10,89,9,94,19,183,19,7,8,4,12,3,25.0%,1,1,100.0%,3,3,2,4,3,0,,,4,187,46.75
JAX,2019,2019-10-27,1:00,1:00,,NYJ,8,8,Sun,W 29-15,,29,15,14,44,-7.0,covered,39.5,over,22,34,64.7,278,3,0,2,1,119.6,34,111,3.26,0,389,70,5.5571,52,4.0962,1,33:21,3:15,9,70,10,83,19,153,21,4,13,4,17,8,47.1%,1,0,0.0%,3,3,2,3,3,0,,,4,153,38.25
KAN,2017,2017-10-02,8:30,7:30,,WAS,4,4,Mon,W 29-20,,29,20,9,49,-6.5,covered,48.0,over,27,37,73.0,261,1,0,4,32,104.9,31,168,5.42,1,429,72,5.9583,50,6.6200,,37:09,3:17,3,15,7,44,10,59,29,7,17,5,13,8,61.5%,0,0,,3,2,2,4,3,1,,,3,105,35.00
KAN,2017,2017-10-30,8:30,7:30,,DEN,8,8,Mon,W 29-19,,29,19,10,48,-7.0,covered,42.0,over,14,32,43.8,197,1,1,1,5,62.2,26,79,3.04,0,276,59,4.6780,70,5.2000,2,28:37,3:05,7,69,7,53,14,122,16,5,9,2,12,2,16.7%,0,0,,2,2,2,5,5,0,,,5,209,41.80
KAN,2017,2017-12-24,1:00,12:00,,MIA,16,15,Sun,W 29-13,,29,13,16,42,-11.0,covered,43.5,under,25,39,64.1,301,1,0,1,3,96.5,34,103,3.03,1,404,74,5.4595,54,6.3889,,37:53,3:11,5,40,11,75,16,115,23,7,12,4,16,8,50.0%,1,0,0.0%,2,2,2,6,5,0,,,1,49,49.00
MIN,2017,2017-09-11,7:10,9:10,,NOR,1,1,Mon,W 29-19,,29,19,10,48,-3.0,covered,47.5,over,27,32,84.4,341,3,0,1,5,143.0,30,129,4.30,0,470,63,7.4603,59,5.8305,,31:16,2:55,5,50,6,52,11,102,23,5,14,4,14,9,64.3%,0,0,,3,3,2,3,3,0,,,2,87,43.50
MIN,2017,2018-01-14,4:40,6:40,,NOR,19,17,Sun,W 29-24,,29,24,5,53,-5.5,not covered,46.5,over,25,40,62.5,308,1,1,2,10,85.2,29,95,3.28,2,403,71,5.6761,67,5.3433,1,33:17,3:35,4,30,7,97,11,127,24,7,12,5,17,10,58.8%,0,0,,3,2,2,4,3,1,,,4,127,31.75
MIN,2018,2018-09-16,1:00,12:00,@,GNB,2,2,Sun,T 29-29,OT,29,29,0,58,-2.0,not covered,45.0,over,35,48,72.9,412,4,1,2,13,118.8,18,68,3.78,0,480,68,7.0588,70,5.0143,1,31:52,3:37,8,70,7,54,15,124,24,3,20,1,14,7,50.0%,0,0,,4,3,3,3,,1,1,,5,204,40.80
NYG,2017,2017-12-17,1:00,1:00,,PHI,15,14,Sun,L 29-34,,29,34,-5,63,7.5,covered,40.5,over,37,57,64.9,429,3,1,1,5,98.1,23,75,3.26,1,504,81,6.2222,66,5.1667,1,29:07,3:25,5,67,7,44,12,111,27,4,18,5,18,10,55.6%,1,0,0.0%,4,3,2,2,1,1,,,3,74,24.67
PIT,2017,2017-10-22,4:25,1:00,,CIN,7,7,Sun,W 29-14,,29,14,15,43,-4.0,covered,40.0,over,15,25,60.0,268,2,0,0,0,123.4,43,152,3.53,0,420,68,6.1765,51,3.5098,,35:15,3:03,1,5,5,54,6,59,21,7,11,3,11,2,18.2%,3,1,33.3%,2,2,2,5,5,0,,,2,90,45.00
LAR,2018,2018-10-28,4:25,1:25,,GNB,8,8,Sun,W 29-27,,29,27,2,56,-7.5,not covered,57.0,under,20,36,55.6,281,3,0,5,26,111.7,34,135,3.97,0,416,75,5.5467,52,6.9038,,34:10,3:19,2,15,2,10,4,25,23,4,18,1,18,8,44.4%,1,1,100.0%,3,1,1,2,2,2,1,1,7,316,45.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAR,2019,2019-10-03,8:20,5:20,@,SEA,5,5,Thu,L 29-30,,29,30,-1,59,1.5,covered,49.0,over,29,49,59.2,395,1,1,0,0,83.3,18,82,4.56,2,477,67,7.1194,67,6.4030,2,24:42,3:27,6,45,5,45,11,90,24,5,18,1,11,3,27.3%,0,0,,3,2,2,4,3,1,,,3,153,51.00
LAC,2018,2018-09-30,4:25,1:25,,SFO,4,4,Sun,W 29-27,,29,27,2,56,-10.5,not covered,46.0,over,25,39,64.1,242,3,1,1,8,97.2,27,126,4.67,0,368,67,5.4925,59,6.1695,1,32:26,3:13,5,49,4,29,9,78,21,6,14,1,14,4,28.6%,1,1,100.0%,3,2,,4,3,1,1,,4,174,43.50
LAC,2018,2018-12-13,8:20,7:20,@,KAN,15,14,Thu,W 29-28,,29,28,1,57,3.5,covered,54.0,over,26,38,68.4,288,2,2,5,25,89.0,24,119,4.96,2,407,67,6.0746,53,5.5472,2,33:16,3:09,7,50,10,66,17,116,30,7,18,5,10,6,60.0%,1,1,100.0%,4,3,3,,,1,1,,2,83,41.50
TAM,2017,2017-09-17,1:00,1:00,,CHI,2,1,Sun,W 29-7,,29,7,22,36,-7.0,covered,44.0,under,18,31,58.1,194,1,0,2,10,88.6,34,117,3.44,1,311,67,4.6418,62,5.0000,1,33:11,2:55,4,34,8,59,12,93,22,6,13,3,15,8,53.3%,0,0,,3,3,2,3,3,0,,,3,146,48.67
TAM,2018,2018-10-14,1:00,1:00,@,ATL,6,5,Sun,L 29-34,,29,34,-5,63,3.0,not covered,57.0,over,30,41,73.2,389,4,2,2,6,115.4,20,121,6.05,0,510,63,8.0952,64,6.5156,2,28:21,3:09,4,20,5,30,9,50,30,5,23,2,8,5,62.5%,0,0,,4,3,2,1,1,1,,,2,81,40.50
WAS,2019,2019-12-01,1:00,1:00,@,CAR,13,12,Sun,W 29-21,,29,21,8,50,10.5,covered,38.5,over,13,25,52.0,114,0,0,5,33,69.9,30,248,8.27,3,362,60,6.0333,73,3.8082,,30:37,3:32,6,65,5,43,11,108,20,11,8,1,11,3,27.3%,0,0,,3,2,2,4,3,1,,,5,290,58.00
ATL,2019,2019-12-29,1:00,1:00,@,TAM,17,16,Sun,W 28-22,OT,28,22,6,50,1.0,covered,48.0,over,30,51,58.8,286,1,0,6,27,83.2,30,87,2.90,0,373,87,4.2874,46,7.1522,1,36:22,3:13,5,53,12,97,17,150,28,6,20,2,18,7,38.9%,3,1,33.3%,2,1,1,5,5,0,,,2,70,35.00
BUF,2019,2019-09-15,1:00,1:00,@,NYG,2,2,Sun,W 28-14,,28,14,14,42,-1.0,covered,44.5,under,19,30,63.3,237,1,0,3,16,101.1,34,151,4.44,3,388,67,5.7910,66,5.6061,,32:38,3:11,9,65,7,40,16,105,24,8,13,3,13,5,38.5%,0,0,,4,4,4,,,0,,,7,325,46.43
CHI,2018,2018-10-14,1:00,1:00,@,MIA,6,5,Sun,L 28-31,OT,28,31,-3,59,-7.5,not covered,40.5,over,22,31,71.0,303,3,1,2,13,122.5,31,164,5.29,1,467,64,7.2969,75,7.2133,3,33:25,3:33,6,58,7,67,13,125,23,8,11,4,12,8,66.7%,1,0,0.0%,4,4,4,1,,0,,,2,79,39.50
CLE,2017,2017-09-24,1:00,1:00,@,IND,3,3,Sun,L 28-31,,28,31,-3,59,-1.0,not covered,42.0,over,22,47,46.8,235,2,3,1,7,50.1,21,111,5.29,2,346,69,5.0145,63,5.3175,3,26:33,3:18,10,113,11,99,21,212,25,7,13,5,13,5,38.5%,0,0,,4,4,4,,,0,,,7,347,49.57
CLE,2018,2018-11-11,1:00,1:00,,ATL,10,10,Sun,W 28-16,,28,16,12,44,5.5,covered,49.5,under,17,21,81.0,216,3,1,0,0,129.3,29,211,7.28,1,427,50,8.5400,73,5.2329,1,28:37,2:49,7,38,1,5,8,43,19,6,13,0,8,4,50.0%,0,0,,4,4,4,,,0,,,4,187,46.75
CLE,2019,2019-10-13,1:00,1:00,,SEA,6,6,Sun,L 28-32,,28,32,-4,60,-1.0,not covered,45.5,over,22,37,59.5,249,1,3,0,0,54.9,24,157,6.54,3,406,61,6.6557,74,6.1351,4,26:19,3:31,9,83,10,65,19,148,21,7,12,2,8,3,37.5%,3,2,66.7%,4,3,2,,,1,1,,2,61,30.50
IND,2018,2018-12-23,1:00,1:00,,NYG,16,15,Sun,W 28-27,,28,27,1,55,-10.0,not covered,48.5,over,31,47,66.0,353,2,1,1,4,94.0,16,49,3.06,2,402,64,6.2813,62,6.3226,1,28:19,2:59,6,29,6,24,12,53,27,5,19,3,11,7,63.6%,0,0,,4,4,4,,,0,,,4,186,46.50
ARI,2018,2018-10-07,4:25,1:25,@,SFO,5,5,Sun,W 28-18,,28,18,10,46,3.0,covered,40.5,over,10,25,40.0,164,1,0,1,6,77.1,23,56,2.43,2,220,49,4.4898,92,4.8587,,19:48,3:17,5,46,9,65,14,111,10,4,5,1,12,2,16.7%,0,0,,4,4,4,,,0,,,8,317,39.63
DAL,2017,2017-09-25,8:30,6:30,@,ARI,3,3,Mon,W 28-17,,28,17,11,45,-3.0,covered,46.5,under,13,18,72.2,174,2,0,1,9,141.7,26,99,3.81,2,273,45,6.0667,75,4.4267,,23:45,3:16,9,76,6,50,15,126,15,6,7,2,9,2,22.2%,0,0,,4,4,4,,,0,,,7,311,44.43
DAL,2017,2017-11-05,4:25,3:25,,KAN,9,8,Sun,W 28-17,,28,17,11,45,-2.5,covered,53.0,under,21,33,63.6,244,2,0,1,5,106.8,31,131,4.23,2,375,65,5.7692,55,5.8727,,31:17,2:57,5,65,8,52,13,117,24,10,13,1,12,7,58.3%,0,0,,4,4,4,,,0,,,5,195,39.00
GNB,2017,2017-11-26,8:30,8:30,@,PIT,12,11,Sun,L 28-31,,28,31,-3,59,14.0,covered,42.5,over,17,26,65.4,227,3,0,4,18,134.3,24,80,3.33,1,307,54,5.6852,70,6.6000,,26:24,3:04,3,27,5,45,8,72,15,6,8,1,13,6,46.2%,1,1,100.0%,4,4,4,1,,0,,,5,241,48.20
